day	Anno	celltype	UMAP_1	UMAP_2	marker:Tbx5	marker:Hcn4	marker:Gata4	up:Nkx2-5	up:Mef2c	up:Casz1	up:Arid3b	up:Gata5	up:Fos	up:Tbx20	up:Srf	up:Atf3	up:Irx2	up:Tsc22d1	up:Zbtb20	up:Irx4	up:Hoxb8	up:Mafg	up:Bbx	up:Prox1	down:Mycn	down:Id3	down:Hmgb1	down:Cnbp	down:Litaf	down:E2f5	down:Trp53	down:Lyar	down:Tgif1	down:Tfap4	down:Terf1	down:Tcf3	down:Hmgb3	down:Foxc2	down:Tcf15
E7.75	E775_First_heart_field	First_heart_field	-3.49	-1.67	2.3	0	0	3.4	4.2	0	2.3	2.3	0	0	0	0	0	3.4	0	0	0	0	3	0	0	3.6	5.2	5.1	0	0	3.6	4.5	0	0	0	3	4.2	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.56	4.18	0	0	0	0	0	0	2.2	0	2.2	0	2.2	0	0	2.2	0	0	0	2.2	0	0	2.2	2.2	5.7	4.6	2.2	2.8	2.2	3.7	0	2.2	0	2.2	3.7	2.8	4.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.42	0.43	0	0	0	0	3.2	0	0	0	0	3.2	0	0	0	2.6	0	0	0	2.6	3.2	0	0	3.2	5.9	5.3	0	0	2.6	4.8	2.6	0	0	3.2	3.6	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.94	3.18	0	0	0	0	0	0	1.9	0	1.9	0	0	0	0	2.9	0	0	0	2.5	0	0	0	4.4	5.7	3.9	1.9	0	3.4	3.2	0	0	0	2.5	3.6	1.9	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.39	-1.39	0	0	0	0	0	0	1.4	0	1.4	0	0	0	0	1.4	0	0	0	1.4	2	1.4	2.6	4.5	5.6	4.6	2	2.3	2.3	4.3	2	1.4	0	2	3.8	2	1.4
E7.75	E775_First_heart_field	First_heart_field	-4.63	-2.7	3	2.2	2.2	3.9	4.4	1.6	0	3.2	2.8	1.6	2.5	1.6	0	3.9	0	1.6	0	3	3	0	0	3.3	5.3	4.6	0	1.6	2.5	3.7	0	0	1.6	0	2.5	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.65	-1.9	1.9	0	2.5	3.7	2.5	0	2.5	1.9	1.9	0	2.5	0	0	3.2	0	0	0	2.9	2.5	0	1.9	4.1	5.9	4.7	0	2.5	1.9	4.5	2.9	0	0	2.5	3.2	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.79	-0.92	1.8	0	0	0	0	0	1.8	0	1.8	0	1.8	0	0	3.1	0	0	0	0	1.8	0	3.1	5.4	5.5	4.9	0	0	2.8	4.6	1.8	1.8	1.8	2.8	3.9	2.4	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.13	-0.88	0	0	0	0	2.7	0	0	0	0	0	0	0	0	2.7	0	0	0	2.7	0	0	3.1	3.4	5.6	4.8	2.1	2.7	0	3.8	0	2.1	0	0	3.8	0	2.1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.41	-1.34	0	0	1.6	2.8	3	0	2.1	1.6	0	1.6	0	0	0	2.5	2.1	0	0	2.1	2.1	0	2.5	3.3	5.6	4.1	2.1	2.1	2.1	3.3	2.5	1.6	2.8	2.8	3.7	0	0
E7.75	E775_First_heart_field	First_heart_field	-6.62	-2.72	0	0	2.3	4.1	3.8	1.4	1.9	1.9	2.3	1.4	1.4	0	1.4	2.8	0	0	0	2.3	2.3	1.4	0	3.6	5.3	4.7	0	1.4	2.8	4.3	2.3	0	0	2.9	3.8	1.4	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.42	0.87	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2.7	3.1	5.8	4.9	0	0	2	3.7	2	0	2.7	2.7	4	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.22	-0.31	0	0	0	2.8	0	0	2.4	0	0	0	0	0	0	2.4	1.8	0	0	1.8	0	0	3.6	4.2	5.7	4.5	0	0	3.8	4.2	0	0	1.8	3	3.4	1.8	0
E7.75	E775_First_heart_field	First_heart_field	-3.84	-2.47	1.9	0	1.9	4.1	4.5	0	0	3.4	2.9	2.5	0	0	0	2.5	0	0	0	1.9	1.9	1.9	0	3.8	5.6	4.4	2.5	0	1.9	3.1	1.9	0	0	1.9	3.1	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.98	-2.27	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	1.6	0	0	1.6	5.2	5.9	4.7	1.6	2.2	3.7	4.2	2.9	0	1.6	3.4	3.8	1.6	2.6
E7.75	E775_First_heart_field	First_heart_field	-5.15	-3.69	3.7	2.2	2.8	4.4	3.9	2.2	2.8	3.2	2.8	4.2	0	0	0	3.7	2.2	0	0	2.2	0	0	0	3.9	4.3	4.4	0	0	0	2.8	0	0	0	0	3.2	0	0
E7.75	E775_First_heart_field	First_heart_field	-3.31	-1.99	2.8	0	1.8	3.4	3.7	1.8	2.4	3.3	2.8	0	1.8	0	0	3.6	0	0	0	0	3.3	0	0	3.9	5.7	4.5	0	1.8	3.3	3	2.4	0	2.4	1.8	3.6	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.55	0.89	0	0	0	0	0	0	2.7	0	0	0	2.7	0	0	2.7	0	0	0	0	0	0	3.8	4.6	5.8	5.2	0	2.7	0	4.6	3.4	2.7	0	2.7	0	0	3.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.33	2.65	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	3.4	0	0	4.1	4.3	5.9	5.2	2.8	2.8	3.8	4.5	0	3.4	2.8	2.8	3.4	3.8	4.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.29	-1.54	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	2.5	0	0	3.5	5.3	5.9	4.2	0	0	0	2.5	4	0	0	0	4	2.5	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.4	-2.29	0	0	0	0	0	0	3.2	0	2.2	0	0	0	0	0	0	0	0	0	2.2	0	0	4.4	5.6	4.8	3.2	3.2	2.2	3.9	2.2	2.2	2.2	2.2	2.2	0	4.1
E7.75	E775_First_heart_field	First_heart_field	-5.38	-3.77	2.6	2	2.6	4.2	3.8	2	3.4	3	3	3	0	0	0	4	0	0	0	0	3	2	0	4.1	5.5	4.4	0	0	3	2.6	0	0	2	0	3	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.25	-0.29	0	0	0	1.9	2.5	0	3.2	0	2.5	0	0	0	0	2.9	0	0	0	2.5	0	0	2.5	4.4	5.3	5	1.9	2.5	2.5	4.5	2.9	2.5	1.9	3.6	3.2	1.9	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.77	-1.32	0	0	0	0	2	0	0	0	0	0	2	0	0	2.7	0	0	0	3	0	0	2	5.1	5.5	5	2	2	3.3	3.7	0	2	3	0	3	2.7	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.92	-0.27	0	0	0	0	0	0	0	0	0	0	2.2	0	0	3.5	2.2	0	0	0	0	0	0	4.6	5.9	4.7	2.2	0	2.8	3.9	2.2	0	2.2	2.2	4.4	2.2	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2	-3.01	0	0	0	0	0	0	2.4	0	1.8	0	0	0	1.8	2.8	0	0	0	0	1.8	0	2.4	4.5	5.8	4.7	1.8	2.4	3.3	3.3	2.8	0	1.8	1.8	3.8	2.4	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.74	-1.51	0	2	1.4	1.4	3.7	0	0	1.4	2.3	1.4	2	0	0	3	1.4	0	0	2	2	0	2.3	5	5.3	4.9	1.4	2.3	2	4.1	1.4	0	1.4	2.6	3.7	1.4	2
E7.75	E775_First_heart_field	First_heart_field	-4.81	-4.47	2.2	2.2	0	5	4.8	2.2	2.2	2.2	3.5	3.2	0	0	2.2	3.7	0	0	0	0	0	0	0	4.5	5.1	3.5	0	0	2.8	2.8	0	0	0	2.8	4.2	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.19	2.56	0	0	2.1	0	0	0	0	0	2.1	0	0	0	0	2.1	0	0	2.1	0	0	0	2.1	3.7	5.3	4.1	2.1	2.1	3.4	4.5	2.1	0	0	2.7	3.4	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.68	-0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	2.5	0	0	0	2.5	5.5	4.4	0	2.5	2.5	3.6	3.2	0	2.5	0	4.1	3.2	4.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.18	1.42	0	0	3.8	2.2	3.3	2.2	2.2	2.2	0	0	0	0	0	0	0	0	0	2.9	2.2	0	3.8	4.1	6	5	0	0	3.3	3.8	3.3	2.2	2.2	2.2	4.3	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.46	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	2.4	0	0	2.4	5.7	4.8	0	2.4	3.5	3.5	2.4	0	0	2.4	3.8	0	3.1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.01	1.31	0	0	2.6	3.4	2.9	0	0	1.9	0	0	0	0	0	2.6	0	0	0	0	0	0	3.7	4	5.8	5	0	3.2	1.9	4.8	1.9	2.6	1.9	2.6	3.9	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.52	-2.53	0	0	0	0	0	0	2.7	0	0	0	0	0	0	3.4	0	0	0	0	0	0	3.1	5.2	5.6	4.6	0	2.7	3.4	4.2	2.7	2.1	0	2.7	2.7	2.1	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.91	-3.37	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	1.8	2.8	0	2.4	4	5.6	4.9	1.8	2.8	2.8	4.1	2.8	0	2.4	3.3	3.1	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.08	-1.87	0	0	1.9	3.1	3.9	0	2.5	2.5	3.3	0	0	0	0	3.3	0	0	0	2.5	1.9	0	1.9	4	5.5	4.4	1.9	0	3.3	4.3	0	1.9	1.9	3.3	3.8	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.29	-1.94	0	0	0	0	0	0	2.6	0	0	2	0	0	0	3	0	0	0	2.6	2	0	3.2	5.4	5.7	4.9	0	2	3.4	4.5	0	2.6	0	2	3.4	2	2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.08	-2.74	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	2.6	2	0	2	5.2	5.7	4.8	2	2.6	2.6	4.1	2	0	2	2.6	4.1	3.4	0
E7.75	E775_First_heart_field	First_heart_field	-4.13	-2.24	3.2	2.5	1.9	2.9	4.5	1.9	2.5	2.5	0	1.9	0	0	0	2.5	0	0	0	1.9	1.9	0	3.2	4.1	5.7	4.5	0	1.9	2.5	4	1.9	0	0	2.5	3.8	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.49	1.44	0	0	2	2	2	0	3.5	0	0	2	0	0	0	2	0	0	0	0	0	0	3.3	5.1	5.4	4.7	2.6	2	2	3.8	2	0	0	2.6	4	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.39	0.42	0	0	0	0	0	0	2.1	0	2.1	0	0	0	2.1	3.4	0	0	0	0	2.1	0	0	4.8	5.9	4.2	0	2.7	3.6	4	3.4	2.1	0	2.1	4.4	2.1	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.22	-0.51	0	0	0	0	0	0	2.5	0	2.5	0	0	0	0	0	0	0	0	2.5	0	0	0	0	5.8	4.4	2.5	3.1	3.1	2.5	2.5	0	0	0	3.5	2.5	4.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.97	-2.84	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	4	5.5	4.8	0	1.9	1.9	3.6	2.9	2.9	0	2.9	4	2.6	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.04	-0.79	0	0	0	0	0	0	0	0	1.9	0	0	0	0	2.9	0	0	0	1.9	0	0	2.5	4.8	5.6	4.4	0	3.1	2.5	3.9	2.5	0	1.9	0	2.9	1.9	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.42	-1.42	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	2	3.5	5.7	4.3	0	3.3	0	4.2	2	0	2	2.7	3.7	0	3.3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.68	2.03	0	0	0	0	0	0	0	0	0	0	2.5	0	0	2.5	0	0	0	0	0	0	3.2	5.1	5.8	4.8	0	2.5	3.7	3.4	1.9	0	2.5	2.9	4.5	2.5	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.12	2.81	0	0	0	0	0	0	0	0	0	0	0	0	1.8	2.4	0	0	0	0	1.8	0	2.8	1.8	5.6	4.8	1.8	0	0	4.3	2.4	0	0	3.3	4.3	3.5	4.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.44	0.22	0	0	0	0	0	0	2.5	0	0	0	1.9	0	0	3.1	0	0	0	0	0	0	1.9	1.9	5.7	5	1.9	2.5	3.3	4.6	2.5	1.9	1.9	1.9	4.1	2.5	3.5
E7.75	E775_First_heart_field	First_heart_field	-4.39	-2.05	0	0	2.7	0	4	0	2.1	2.1	2.1	0	0	0	0	3.3	0	0	0	0	2.1	0	2.7	4.1	5.7	4.1	2.1	2.1	0	4.6	0	0	2.1	3.1	3.7	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.97	0.31	0	0	0	0	0	0	2.4	0	3.6	0	0	0	0	2.7	1.8	0	0	2.4	0	0	2.4	3.6	5.7	5	1.8	0	3.6	3.6	1.8	2.4	2.7	1.8	3.7	2.4	4.2
E7.75	E775_First_heart_field	First_heart_field	-6.91	-2.38	2.2	0	1.3	3	2.5	1.3	1.9	0	0	0	0	0	0	2.9	0	0	0	1.9	1.3	0	2.7	4.4	5.1	4.5	2.5	1.9	3	4.2	1.3	1.3	1.9	2.2	3.6	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.81	2.1	0	0	1.6	0	0	0	1.6	0	0	0	1.6	0	0	1.6	0	0	0	1.6	2.6	0	2.8	4.5	5.7	4.8	1.6	2.6	3	4.8	1.6	0	0	2.2	3	1.6	1.6
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.99	-1.93	0	0	2.2	2.8	0	0	2.2	0	3.4	0	2.8	0	2.2	2.8	0	0	0	2.2	2.8	0	3.2	4.1	5.8	4	0	2.2	2.8	4.2	0	2.8	2.2	2.2	3.8	2.2	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.96	-2.41	0	0	0	0	0	1.9	0	0	1.9	0	0	0	0	2.8	0	0	0	0	2.8	0	2.8	4.9	5.9	4.8	1.9	2.8	2.5	3.5	2.5	1.9	2.8	2.8	3.7	1.9	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.69	-0.27	0	0	0	0	0	0	1.7	0	0	0	0	1.7	0	2.7	0	0	0	1.7	0	0	2.7	4.8	5.8	4.5	2.7	2.3	3.5	4.5	2.3	2.3	1.7	2.3	3.5	0	2.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.5	0.13	0	0	0	2.9	0	0	2.3	0	2.3	0	2.3	0	0	2.3	0	0	0	2.9	0	0	2.3	4.6	5.7	4.9	0	2.9	3.8	4.6	0	0	0	2.3	3.8	2.9	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.07	0.54	0	0	0	0	0	0	0	0	0	0	1.9	0	0	2.5	0	0	0	2.5	0	0	2.9	4.4	5.8	4.8	3.2	2.9	0	4.2	0	0	0	2.9	3.7	1.9	4.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.7	1.02	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2.6	3.3	5.6	4.7	2	3	3.5	3.8	0	2.6	0	3.3	3.3	2.6	4.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.6	-0.29	0	0	1.6	3.4	3.1	0	2.2	2.2	3.1	0	0	0	1.6	3.4	0	0	0	0	0	0	3.1	3.8	5.5	4.7	1.6	3.1	3.1	3.9	2.2	1.6	1.6	1.6	4.2	2.6	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.92	-1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	1.8	0	0	2.4	4.7	5.4	4.9	2.4	0	2.4	4.5	1.8	0	1.8	2.7	3.9	2.4	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.62	4.25	0	0	0	0	0	0	2.1	0	0	0	2.1	0	0	3.4	0	0	0	2.7	0	0	0	4.9	6	5.1	0	2.1	3.1	3.8	2.7	2.7	2.1	2.1	3.6	3.1	3.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	1.24	3.33	0	0	0	0	0	0	2.3	0	0	0	0	0	0	2.9	0	0	0	2.6	1.7	0	2.9	4.4	5.6	4.9	1.7	2.3	2.6	3.6	2.3	1.7	1.7	0	3.7	0	4.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.31	-1.01	0	0	1.6	3.4	3.5	0	2.9	1.6	0	0	1.6	0	0	3.1	0	0	0	2.2	2.2	0	0	4.3	5.6	4.5	1.6	2.6	2.9	3.1	2.2	0	1.6	2.6	3.8	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.02	2.21	0	0	0	2	2.6	0	0	2	0	0	0	0	0	3	0	0	0	0	2	0	2.6	4	5.5	4.7	0	2	2.6	4.4	2	2.6	2.6	3	3.7	2	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.8	3.6	1.9	0	1.9	0	0	0	2.6	0	0	0	0	0	0	2.6	0	0	0	2.6	1.9	0	3.2	3.6	5.7	4.6	2.6	2.6	3.8	4.4	1.9	0	0	2.9	3.8	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.72	-1.8	0	0	1.9	4	4.3	0	1.9	2.5	0	0	2.5	0	0	3.2	0	0	0	2.5	2.5	0	0	4	5.8	4.7	0	2.5	3.2	3.9	2.5	1.9	0	3.2	3.2	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.8	0.94	0	0	0	0	0	0	2.3	0	0	0	1.7	0	0	2.7	0	0	0	0	0	0	2.9	4.9	5.7	4.7	1.7	2.3	3.5	4.3	2.7	1.7	2.7	1.7	4	1.7	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.77	-0.19	0	0	2.4	2.4	2.4	0	1.8	0	1.8	1.8	1.8	0	0	1.8	0	1.8	0	1.8	0	0	1.8	4.2	5.7	5	0	1.8	3.4	4.2	0	0	1.8	3	4.1	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.34	1.43	0	0	0	0	0	0	2.4	0	2.8	0	0	0	0	2.8	0	0	0	0	0	0	2.8	5	5.7	5.1	2.4	3.1	2.4	4.3	0	0	0	1.8	3.6	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.11	-4.1	0	0	0	0	0	0	2.1	0	3.1	0	2.1	0	0	2.7	0	0	0	2.1	0	0	0	5.1	5.6	5.5	2.1	0	2.1	4.2	3.1	2.1	2.1	0	3.4	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.43	0.59	0	0	0	0	0	0	2.7	0	3.1	0	2.1	2.1	0	2.1	0	0	0	0	0	0	3.3	4.1	5.8	4.8	2.1	0	3.3	4.3	3.1	0	2.7	2.7	3.9	2.1	3.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.68	-1.32	0	0	0	3	3.3	0	2	2.7	0	0	2.7	0	0	3.3	0	0	0	3.3	2.7	2	0	3	5.3	4.6	3	0	3	3	2	0	0	3.3	4.2	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.32	-3.65	0	0	0	0	0	0	0	0	2.8	0	0	0	0	3.4	0	0	0	0	3.4	0	3.4	4.5	6	5.5	0	2.8	2.8	2.8	0	0	2.8	2.8	3.8	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.07	-3.61	0	0	1.7	2.7	3.4	0	2.3	0	2.3	2.3	1.7	0	0	3.5	1.7	0	0	0	0	0	1.7	3.9	5.6	5	2.7	1.7	3.4	3.9	1.7	0	0	2.3	3.4	1.7	4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.42	-2.98	0	0	0	0	0	0	0	0	3.2	0	0	0	0	2.8	0	0	0	0	0	0	3.7	4.1	5.6	5.1	2.8	2.2	3.7	4.1	2.8	0	2.2	3.2	3.4	2.8	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.53	-3.42	0	0	0	2.4	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	3.4	0	3.7	5	5.9	4.9	0	2.4	0	4.1	3	2.4	0	3	3.4	2.4	3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.49	4.25	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	3	0	3.7	0	5.8	4.7	2.6	2	3.3	3.7	2	0	0	2	4.1	2	5.1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.06	-0.28	0	0	0	2.1	2.1	0	0	0	0	0	2.7	0	0	2.7	0	0	0	0	0	0	3.6	4.4	5.6	4.6	2.7	2.1	3.7	3.9	2.7	2.7	2.1	3.6	3.6	2.1	0
E7.75	E775_First_heart_field	First_heart_field	-3.04	-3.61	2.5	0	2.5	4.4	4	0	0	0	3.5	0	0	0	0	3.2	0	0	0	0	3.5	0	0	4	5.4	4.2	0	2.5	0	3.2	0	0	2.5	0	3.5	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.88	1.6	2.7	0	2.1	0	2.7	0	2.7	2.7	2.1	0	0	0	0	2.7	0	0	0	0	0	0	3.1	4.9	5.7	5.1	2.1	2.1	3.1	4.3	0	2.1	0	3.4	4	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.75	-1.79	2	0	0	3	3	2	3.5	0	0	0	0	0	0	2.6	0	0	0	2.6	2	0	0	4.3	5.3	4.8	0	0	2.6	3.5	2	2	0	3.5	3.3	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.98	-3.46	0	0	0	0	0	0	1.9	0	0	0	0	0	0	1.9	0	0	0	1.9	0	0	1.9	4.4	5.9	4.7	0	1.9	3.6	4.3	1.9	0	0	2.9	4.1	3.4	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.89	5.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	2.8	2.8	5.8	4.7	0	2.2	2.8	4.5	3.2	0	0	0	4	3.5	4.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.77	1.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	2.9	3.9	6	4.8	0	2.2	0	4.3	2.2	2.9	2.2	3.2	0	2.9	4.6
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.31	0.44	0	0	0	0	3.3	0	3.3	0	2.7	0	0	0	2.7	2.7	0	0	0	0	0	0	0	4.8	4.9	5.2	0	4	2.7	3.3	2.7	0	0	0	3.7	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.26	4.69	0	0	0	0	0	0	0	0	2.3	0	2.3	0	2.3	3.9	0	0	0	0	0	0	2.3	5.5	5.7	4.6	0	2.3	3.4	3.7	0	2.3	0	0	3.9	3.4	4.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.26	-0.7	0	0	0	0	0	0	1.8	0	0	0	0	0	0	1.8	0	0	0	0	0	0	1.8	5.5	5.9	4.4	2.4	1.8	3.1	4.2	2.8	0	0	3.5	4	0	2.4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.23	4.02	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2.7	2.7	5.7	4.9	0	3.3	2.7	4.5	3.3	2	2	2.7	3.7	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.88	3.95	0	0	0	0	0	0	2.2	0	0	0	0	0	0	3.3	0	0	0	0	3.8	0	0	3.3	6	4.8	3.3	2.2	2.9	3.3	0	2.2	2.9	3.5	4.1	4.1	4.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1	2.71	0	0	0	0	0	0	0	0	0	0	0	0	2	2.6	0	0	0	2	0	0	2.6	2.6	5.6	5.1	0	0	3.6	4.2	2	2	0	3.2	3.2	0	0
E7.75	E775_First_heart_field	First_heart_field	-6.57	-2.14	0	0	0	2.7	2.1	0	0	2.1	2.5	0	0	0	0	3.1	0	0	0	0	0	0	0	3.1	5.4	4.1	1.5	2.1	2.7	3.7	3	1.5	1.5	2.1	3.1	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.98	0.63	0	0	0	0	0	0	1.8	0	0	0	0	0	1.8	2.4	0	0	0	1.8	0	0	3	4	5.7	4.7	0	2.8	3.4	3.9	0	1.8	3	2.8	4.4	2.4	3.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.15	1.14	0	0	0	2.1	1.5	0	1.5	0	1.5	1.5	1.5	0	0	2.5	0	0	0	0	2.1	0	3.6	4.1	5.6	4.9	0	2.1	3	4	2.1	1.5	0	2.5	3.9	2.8	2.1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.29	0.34	0	0	0	0	0	0	2.3	0	0	0	0	0	0	3	0	0	0	0	0	0	2.3	2.3	5.6	4.8	2.3	3	4.2	3.6	0	0	2.3	2.3	3.3	0	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.83	0.53	0	0	0	0	2.2	0	2.2	0	0	0	0	0	0	2.8	0	0	0	2.2	2.2	0	2.2	3.8	5.7	5.2	0	3.2	2.8	4	2.2	2.2	3.2	2.2	3.2	3.2	4.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.04	0.6	2.4	2.4	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	2.4	0	0	3.4	3.4	5.4	4.4	2.4	3.4	3.4	3.7	2.4	0	0	2.4	3.9	0	0
