day	Anno	celltype	UMAP_1	UMAP_2	Cdx2	Dnd1	Dppa3	Gsc	Hhex	Ifitm3	Lhx1	Mesp1	Msx1	Msx2	Otx2	Sox17	Sp5	T
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.24	-1.68	0	1.9	0	3.4	1.9	0	1.9	0	0	0	2.5	0	4.1	2.5
E7	E7_Primitive_Streak	Primitive_Streak	-0.42	0.53	0	0	0	0	0	1.8	0	0	1.8	1.8	1.8	0	2.5	1.8
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.06	0.22	0	0	0	4.2	0	1.8	3.3	0	2.8	0	3.1	0	3.6	3.8
E7	E7_Primitive_Streak	Primitive_Streak	3.13	2.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	1.42	1.91	0	1.5	0	2.5	0	0	2.7	0	0	0	2.5	0	3.1	2.7
E7	E7_Primitive_Streak	Primitive_Streak	-3.9	2.41	0	0	0	1.6	0	0	0	0	0	0	1.6	0	2.5	1.6
E7	E7_Primitive_Streak	Primitive_Streak	3.8	-3	0	0	0	0	3	0	3.7	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.42	-0.73	0	0	0	3.1	3.1	0	3.8	1.8	2.8	0	2.5	4.2	3.9	2.5
E7	E7_Primitive_Streak	Primitive_Streak	-1.08	4.38	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	1.22	1.57	0	0	0	3.6	1.5	0	3.1	0	2.5	0	3.5	0	3.7	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.13	0.03	2	0	0	4	0	0	3.7	0	0	0	3	0	3	2
E7	E7_Primitive_Streak	Primitive_Streak	1.25	0.14	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.22	3.01	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0
E7	E7_PGC	PGC	-1.49	-5.69	3.7	0	0	0	0	4.5	0	0	3.5	3.5	0	0	0	2.2
E7	E7_Primitive_Streak	Primitive_Streak	0.89	0.56	0	0	0	0	0	2	0	0	0	0	0	0	2.6	2
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.19	-0.32	0	0	0	3.8	3	2	4	0	0	0	3.4	0	5	3.4
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.73	-2.69	0	0	0	2.1	2.1	0	4.3	0	3.6	0	3.1	3.9	3.4	2.1
E7	E7_Primitive_Streak	Primitive_Streak	-2.58	-0.9	0	0	0	4.2	0	0	0	0	0	0	2.9	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	1.51	-2.36	0	0	0	2.8	1.9	0	3.5	4.4	0	0	3.3	0	4.3	2.5
E7	E7_Primitive_Streak	Primitive_Streak	-1.74	-1.09	2.8	2	0	0	0	1.4	0	0	2.8	2.6	2	0	2	2.3
E7	E7_Primitive_Streak	Primitive_Streak	-2.98	-1.74	0	0	0	2.8	0	0	1.8	0	0	0	0	0	4	2.4
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.63	-1.04	0	2.4	0	3	1.8	0	3.7	0	0	0	3.4	4.2	2.4	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.07	-2.11	0	0	0	4.4	2.6	2	4.3	0	0	0	3.3	5.9	0	2
E7	E7_PGC	PGC	-1.71	-4.93	2.9	0	0	0	0	3.6	2.9	4.7	2.9	2.9	0	0	3.6	4.5
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	1.48	1.19	0	1.3	0	3	1.3	1.3	2.3	0	1.9	0	2.9	0	2.5	2.5
E7	E7_Primitive_Streak	Primitive_Streak	-2.33	2.06	0	0	1.5	2	0	1.5	0	0	2.4	0	2.7	0	2.4	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.58	3.9	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_PGC	PGC	-0.45	-3.9	3.1	0	2.1	0	0	2.1	0	2.7	0	2.7	2.1	0	0	4.1
E7	E7_Primitive_Streak	Primitive_Streak	-3.76	-2.07	0	0	0	2.1	0	0	0	2.1	0	0	0	0	0	3.1
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.08	-2.85	0	0	0	3.1	3.3	0	3.1	0	0	0	3.1	5.2	2.4	1.8
E7	E7_Primitive_Streak	Primitive_Streak	-1.1	2.57	0	0	0	0	0	0	0	0	0	0	1.8	0	2.8	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.68	2.58	0	1.6	0	0	0	2.2	0	0	0	0	2.2	0	2.2	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.15	-0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.18	-1.91	0	0	0	3.9	2	0	4.4	0	0	0	3.3	4.2	0	3
E7	E7_Primitive_Streak	Primitive_Streak	-0.11	3.61	0	1.9	1.9	0	0	1.9	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	9.31	-2.27	0	0	0	2.5	2.9	0	3.5	0	0	0	2.9	4.8	3.5	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.12	0.04	0	0	2.1	0	0	0	0	0	0	0	2.1	0	2.1	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.27	1.13	0	0	0	0	0	1.9	0	0	3.6	0	1.9	1.9	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.82	0.31	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.5	-0.95	0	0	0	4.2	0	2	4	0	0	0	2.6	0	2	2.6
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.22	-1.55	0	0	0	3.3	3.5	0	4.3	0	0	0	3.6	3.9	3.1	1.8
E7	E7_Primitive_Streak	Primitive_Streak	3.52	-0.03	0	1.9	0	4.2	1.9	0	3.4	0	3.7	0	3.6	1.9	4.1	1.9
E7	E7_Primitive_Streak	Primitive_Streak	-3.79	3.15	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.6	-1.19	0	0	0	3.7	2.1	1.5	3.2	0	2.7	0	3.1	1.5	3.6	2.1
E7	E7_Primitive_Streak	Primitive_Streak	-2.49	3.11	0	2	0	2	0	2	0	0	0	0	3.3	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.77	4.77	0	1.7	0	0	0	0	0	0	0	0	1.7	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.81	3.66	0	0	0	2.7	0	1.5	1.5	0	1.5	0	2.7	0	2.9	3.1
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.9	0.74	0	0	0	3.2	0	1.9	3.2	0	0	0	2.9	0	4	3.4
E7	E7_Primitive_Streak	Primitive_Streak	-5.69	-0.41	1.6	0	0	0	0	0	0	0	0	0	2.2	0	2.6	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.69	0.92	0	0	0	0	0	0	0	0	2.1	0	2.1	0	2.7	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.23	-0.1	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.28	-0.39	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.65	2.39	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.54	-2.59	0	0	0	0	0	3.6	0	0	0	2.7	0	0	3.4	3.9
E7	E7_Primitive_Streak	Primitive_Streak	-4.4	0.77	0	0	0	0	0	2.8	0	0	0	0	0	0	3.1	0
E7	E7_Primitive_Streak	Primitive_Streak	2.53	-1.23	0	0	0	3	1.7	0	3	0	2.3	0	3	0	4.5	2.3
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.23	0.7	0	0	0	3.8	2.1	2.1	2.8	0	0	0	2.1	0	3.2	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.09	-2.19	0	0	0	2.8	0	0	2.8	0	0	0	2.2	0	2.2	3.5
E7	E7_PGC	PGC	-0.6	-5.1	3.1	0	0	0	0	0	0	4.2	0	3.1	0	0	0	4.5
E7	E7_PGC	PGC	-0.72	-4.27	1.9	0	0	0	0	2.5	0	0	2.9	2.5	0	0	0	4.1
E7	E7_Primitive_Streak	Primitive_Streak	-2.69	-0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.23	-1.29	0	0	0	2.7	3.2	0	4.3	2.3	0	0	3	4.5	3.6	1.7
E7	E7_Primitive_Streak	Primitive_Streak	-0.62	2.36	0	0	0	2.7	0	0	0	0	2.7	0	0	0	1.7	1.7
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.03	1.7	0	0	0	0	3.5	0	4.2	0	0	0	3.5	0	3.5	3.5
E7	E7_Primitive_Streak	Primitive_Streak	0.42	-0.04	0	0	0	1.6	0	1.6	0	2.6	1.6	0	2.6	0	2.2	3.1
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.07	3.18	0	0	0	2.5	0	0	0	0	0	0	0	0	3.2	2.5
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.06	2.69	0	0	0	2.8	0	0	2.8	0	0	0	3.2	0	3.7	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.76	1.6	0	0	0	3	1.8	0	2.4	0	2.4	0	3.6	0	4.1	2.4
E7	E7_Primitive_Streak	Primitive_Streak	-1.14	-2.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.74	-0.82	0	2	0	4	2	0	3.1	0	0	0	3.5	0	3.7	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.24	3.91	0	0	0	2.5	0	0	0	0	0	0	1.5	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.32	-1.11	0	0	0	2.6	2.2	0	3	0	2.2	0	2.2	3.6	2.6	0
E7	E7_Primitive_Streak	Primitive_Streak	0.38	4.04	0	0	0	0	0	0	0	0	0	0	2.4	0	0	1.5
E7	E7_PGC	PGC	-0.75	-3.47	0	0	0	0	0	2.5	0	0	2.5	1.6	0	0	3.5	3.8
E7	E7_Primitive_Streak	Primitive_Streak	-5.68	2.16	0	0	0	2.4	0	0	0	0	0	0	1.8	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.58	1.74	0	2	0	0	0	0	0	0	0	0	2.6	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.16	2.46	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-6.3	-0.05	0	0	1.9	0	0	3.1	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.63	-2.93	0	0	0	2	3.8	0	3.7	0	0	0	3	4.9	3.3	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.65	-2.11	0	0	0	4.2	2.4	0	3.9	0	0	0	2.4	0	3.9	2.4
E7	E7_Primitive_Streak	Primitive_Streak	-2.88	-0.33	0	0	0	0	0	1.8	0	0	0	1.8	2.4	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.38	-2.89	0	0	0	0	0	3.1	0	0	1.8	2.8	0	0	3.3	2.4
E7	E7_Primitive_Streak	Primitive_Streak	-1.49	-0.75	0	0	0	0	0	0	0	0	2.4	2.4	0	0	3.4	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.02	-3.09	0	0	0	2.8	3.4	0	3.7	3.2	0	0	2.1	0	4.1	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.54	2.01	0	0	0	2.6	0	2	0	0	0	0	2	0	2	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.45	1.02	1.9	0	0	0	0	0	0	0	0	0	0	0	0	1.9
E7	E7_Primitive_Streak	Primitive_Streak	-0.62	3.41	0	0	0	0	0	2.2	0	0	0	0	3.2	0	0	2.2
E7	E7_Primitive_Streak	Primitive_Streak	-6.3	1.06	0	0	0	1.4	0	1.4	0	0	1.4	0	2	0	1.4	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.84	3.34	0	0	0	0	0	2	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.94	3.71	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	4	1.7	0	0	0	2	0	2	0	0	0	0	0	0	2	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.88	-2.73	0	0	0	3.3	3.1	0	3.9	0	0	0	3.1	4.8	2.8	2.8
E7	E7_Primitive_Streak	Primitive_Streak	-0.95	-1.12	0	0	0	0	0	0	0	0	2.5	1.8	2.5	0	2.8	1.8
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.88	-2.81	0	0	0	3.6	2.5	0	4.1	0	3.2	0	0	0	4.4	0
E7	E7_Primitive_Streak	Primitive_Streak	3.07	-2.67	0	0	0	0	0	0	0	4.5	0	0	2.2	0	3.5	3.5
E7	E7_Primitive_Streak	Primitive_Streak	-3.39	-0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9
E7	E7_Primitive_Streak	Primitive_Streak	-1.79	-3.39	0	0	0	0	0	2.7	0	0	2	2	0	0	2	2.7
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.26	-0.46	0	0	0	2.4	1.4	0	4.1	0	2.6	1.4	2.8	4.5	3.7	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.06	3.64	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.18	-0.84	0	1.6	0	2.8	0	0	1.6	3	0	0	0	0	2.1	3.2
E7	E7_Primitive_Streak	Primitive_Streak	-5.27	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_PGC	PGC	-0.67	-6.66	4.6	4.6	2.8	0	0	4.2	2.8	2.8	4.4	3.5	0	2.8	0	4.7
E7	E7_Primitive_Streak	Primitive_Streak	-1.66	4.65	0	1.7	0	0	0	0	0	0	0	0	3.3	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	1.41	3.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.9	-0.4	0	0	0	0	0	0	0	0	3.4	0	2.1	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.7	-1.17	2.2	0	0	0	1.6	0	0	0	1.6	0	0	0	2.2	2.5
E7	E7_Primitive_Streak	Primitive_Streak	4.27	2.5	0	0	0	2.6	2	0	2	0	0	0	2	0	3.9	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.68	3.13	0	0	0	3.6	2.1	2.1	2.1	0	0	0	3.1	0	4	4.8
E7	E7_Primitive_Streak	Primitive_Streak	-3.04	0.17	0	0	1.6	0	0	2.5	0	0	2.5	0	1.6	0	2.2	0
E7	E7_Primitive_Streak	Primitive_Streak	1.29	3.92	0	0	0	0	0	1.7	0	0	0	0	2.3	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.5	-0.02	0	0	0	0	0	0	0	0	0	2	2	0	2	2
E7	E7_Primitive_Streak	Primitive_Streak	-3.81	-0.98	0	1.6	0	1.6	0	2.6	0	2.2	3.2	2.2	1.6	0	1.6	1.6
E7	E7_Primitive_Streak	Primitive_Streak	1.77	-2.04	0	0	0	3	0	0	2	4.8	3.3	2	3.3	0	4.2	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.26	-2.26	1.7	0	0	0	0	0	0	2.3	0	2.3	0	0	3.9	3.6
E7	E7_Primitive_Streak	Primitive_Streak	-0.7	3.13	0	0	0	0	0	1.9	0	0	0	0	1.9	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.33	2.91	0	0	0	0	0	2.1	0	0	0	0	2.1	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	1.08	-0.14	0	0	0	3.4	0	0	2.9	4	0	0	2.2	0	4.2	2.6
E7	E7_Primitive_Streak	Primitive_Streak	-5.08	-1.06	0	0	0	2.1	0	0	0	0	0	0	2.1	0	2.8	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.07	3.35	0	1.8	0	1.8	0	0	0	0	0	0	1.8	0	1.8	1.8
E7	E7_Primitive_Streak	Primitive_Streak	-6.61	0.13	0	0	0	0	0	0	0	2.1	0	0	2.1	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	1.2	1.47	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.1	-1.19	0	0	0	2.9	1.9	0	3.9	0	0	0	2.9	0	2.9	2.9
E7	E7_Primitive_Streak	Primitive_Streak	-0.09	2.5	0	2	0	0	0	0	0	0	0	0	3	0	2.6	2.6
E7	E7_Primitive_Streak	Primitive_Streak	-5.6	0.27	0	0	0	0	0	0	0	0	0	1.9	2.5	0	1.9	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.69	0.41	0	0	0	0	0	0	0	0	0	0	2	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	2.72	-1.22	0	0	0	3.6	2.8	0	3	0	1.8	0	2.4	0	3.4	1.8
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.82	-3.05	0	1.9	0	3.1	1.9	0	3.9	2.8	3.3	0	2.8	5	3.1	0
E7	E7_PGC	PGC	-0.34	-4.43	2.5	2.5	0	0	0	4	1.9	3.8	3.1	1.9	0	0	2.5	4.4
E7	E7_Primitive_Streak	Primitive_Streak	-2	3.82	0	0	1.5	0	0	2.1	0	0	0	0	2.1	0	0	0
E7	E7_PGC	PGC	-0.15	-4.38	0	0	0	0	0	4.2	0	0	2.7	2.7	0	0	0	1.7
E7	E7_Primitive_Streak	Primitive_Streak	-4.75	2.09	0	0	0	0	0	0	0	0	0	0	1.7	0	2.3	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.74	-2.22	0	0	0	2	0	0	0	0	0	2	2.6	0	4.3	3.7
E7	E7_Primitive_Streak	Primitive_Streak	-3.02	-1.88	0	1.9	0	2.9	0	0	0	0	1.9	0	0	0	4.4	2.9
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.03	-3.04	0	0	0	3.7	3.5	0	4.2	0	3.8	0	2.9	4.6	3.1	1.9
E7	E7_Primitive_Streak	Primitive_Streak	-1.42	3.87	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.88	-1.89	0	0	0	3.2	1.7	0	4	0	3.3	1.7	3.3	5	3.6	1.7
E7	E7_Primitive_Streak	Primitive_Streak	-5.65	-1.66	1.8	1.8	0	0	0	0	0	0	1.8	0	2.4	0	3.5	0
E7	E7_Primitive_Streak	Primitive_Streak	-6.12	0.46	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.17	-0.26	0	2.4	0	0	0	2.4	0	0	2.8	2.4	0	0	2.8	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.2	-2.31	0	0	0	2.6	2.6	0	3.5	0	3	0	2.6	0	3.9	2
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	1.97	1.93	0	0	0	2.4	2.8	1.8	1.8	0	0	0	2.8	0	0	1.8
E7	E7_Primitive_Streak	Primitive_Streak	-5.83	1.39	0	0	0	0	0	0	0	0	0	0	2.3	0	2.3	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.31	1.77	0	0	0	0	0	0	0	0	1.8	2.4	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.34	4.33	0	0	0	0	0	0	0	0	2.1	0	2.1	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	2.73	-0.16	0	0	0	3.3	3.3	1.8	3.6	0	1.8	0	3.3	1.8	3.7	2.4
E7	E7_Primitive_Streak	Primitive_Streak	-3.14	-1.94	0	0	0	0	0	0	0	0	0	0	0	0	2.8	4.1
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.78	-0.22	0	0	0	3.2	2.6	0	4.3	0	3.6	0	3.6	2.6	4.1	2.6
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.42	2.66	0	0	0	1.9	3.1	0	2.5	0	0	0	3.1	0	3.3	3.7
E7	E7_Primitive_Streak	Primitive_Streak	-4.84	-0.16	0	0	0	0	0	0	0	0	2.1	0	0	0	3.2	0
E7	E7_Primitive_Streak	Primitive_Streak	1.1	3.84	0	0	0	0	0	1.9	0	0	0	0	2.9	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.31	1.14	0	0	0	2.3	2.3	0	2.7	0	0	0	1.7	0	2.9	2.7
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.17	-1.07	0	0	0	4.2	2	0	4.1	0	0	0	3	3.7	2	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.3	-1.88	0	0	0	2.9	2.3	0	3.6	2.3	0	0	3.2	0	4	2.7
E7	E7_Primitive_Streak	Primitive_Streak	-5.47	2.62	0	0	0	0	0	2	0	0	0	0	3	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.76	1.54	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.56	-0.67	0	0	0	2	0	2	0	0	2	0	2	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.25	0.55	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.31	3.04	0	0	0	3.2	0	0	3.2	0	0	0	2.2	0	2.8	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.45	-2.11	0	0	0	4.2	1.8	0	3.8	0	1.8	0	3.1	4.6	3.8	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.48	3.26	0	0	0	0	0	0	0	0	0	0	0	0	2.5	2.5
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	2.75	-1.7	0	0	0	3.3	0	0	0	2.6	0	0	3.7	0	4.2	3.5
E7	E7_Primitive_Streak	Primitive_Streak	-2.14	3.19	1.8	0	0	0	0	1.8	0	0	2.8	0	1.8	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.34	-0.24	0	1.7	0	1.7	0	0	0	1.7	1.7	0	2.7	0	3	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.6	1.46	0	0	0	2.1	0	1.5	0	0	1.5	0	1.5	0	3.1	2.7
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.58	-1.73	0	0	2.1	3.1	3.7	0	3.4	0	0	0	3.7	2.1	5	2.1
E7	E7_Primitive_Streak	Primitive_Streak	-0.87	3.12	0	0	0	2.5	0	0	0	0	0	0	1.9	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.06	3.09	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.27	-2.62	0	2	0	0	0	0	0	0	2	0	2	0	2.7	3.5
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.09	1.58	0	0	0	3.7	4.3	0	3.7	0	0	0	3.6	0	3.7	4
E7	E7_Primitive_Streak	Primitive_Streak	-0.52	2.79	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.58	-1.56	0	0	0	3.2	0	0	2.5	0	0	0	0	0	0	2.5
E7	E7_Primitive_Streak	Primitive_Streak	-4.78	-1.01	0	0	0	0	0	0	2	0	0	0	0	0	0	0
E7	E7_PGC	PGC	-1.37	-5.71	0	4	0	0	0	2.6	2	3.8	0	3	0	0	3.8	5
E7	E7_Primitive_Streak	Primitive_Streak	-1.56	-2.15	0	0	0	2.9	0	0	1.9	3.6	0	0	1.9	0	2.5	3.2
E7	E7_Primitive_Streak	Primitive_Streak	-3.5	3.73	0	0	0	0	0	0	0	0	0	0	3.4	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.95	-2.9	0	0	0	3.2	0	0	2.7	0	0	0	0	4.8	2.4	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.42	-2.15	0	0	0	4.2	2.7	0	4.3	0	3	0	2.4	3.8	4.1	3
E7	E7_Primitive_Streak	Primitive_Streak	-0.23	3.75	0	1.6	0	1.6	0	0	0	1.6	0	0	0	0	1.6	0
E7	E7_Primitive_Streak	Primitive_Streak	2.56	-2.52	0	3	0	0	0	0	4.1	4.6	3	0	4.1	0	4.3	3
E7	E7_Primitive_Streak	Primitive_Streak	-1.52	2.89	0	0	0	0	0	2.6	0	0	0	0	2	0	2	0
E7	E7_Primitive_Streak	Primitive_Streak	1.78	0.82	0	1.8	0	3.3	0	1.8	0	0	0	0	0	0	2.4	1.8
E7	E7_PGC	PGC	-0.76	-4.06	0	0	0	0	0	0	0	0	2.6	0	0	0	0	4.1
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.03	-2.93	0	0	0	3.3	2.6	0	4.1	0	2	0	3	3.5	3.5	2.6
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.06	-2.31	0	0	0	2.1	3.3	0	3.1	0	0	0	2.7	0	4.1	2.1
E7	E7_Primitive_Streak	Primitive_Streak	-2.35	-1.84	0	0	0	0	0	1.9	0	0	0	0	0	0	2.9	1.9
E7	E7_Primitive_Streak	Primitive_Streak	-5.89	1.59	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.33	-2.12	0	0	0	3.7	3.4	0	1.9	1.9	0	0	2.9	0	3.4	2.9
E7	E7_Primitive_Streak	Primitive_Streak	-3.39	2.57	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.94	1.42	0	0	0	0	0	3	0	0	2.4	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.82	0.59	2.1	0	0	0	0	2.8	0	0	2.8	0	2.8	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.39	-1.04	0	0	0	0	0	1.9	0	0	0	2.9	1.9	0	0	1.9
E7	E7_Primitive_Streak	Primitive_Streak	-6.08	0.58	0	0	0	0	0	1.8	0	0	0	0	2.8	0	0	1.8
E7	E7_PGC	PGC	-0.13	-4.96	2.2	3.9	0	2.2	0	4	0	2.8	2.2	0	0	0	2.2	4.8
E7	E7_Primitive_Streak	Primitive_Streak	-1.02	4.46	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.07	-2.12	0	0	0	3.1	0	2.1	0	0	0	0	0	0	2.7	2.1
E7	E7_Primitive_Streak	Primitive_Streak	-1.35	-1.97	0	0	0	0	0	3.2	0	0	0	0	0	0	3.6	0
