day	Anno	celltype	UMAP_1	UMAP_2	marker:Slc2a3	marker:Postn	up:Msx1	up:Pitx2	up:Hoxb6	up:Tsc22d1	up:Peg3	up:Klf6	up:Hoxb8	up:Jun	up:Cdx4	up:Twist1	up:Rarg	up:Sp5	up:Prrx1	up:Hoxd4	down:Foxf1	down:Hlx	down:Lin28a
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.82	-1.98	2	0	2	0	0	3	3.5	3.5	0	0	0	3	2	0	0	0	3.5	0	2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.46	-1.89	3.6	0	3.5	0	2.4	0	2.4	0	0	0	0	1.8	0	0	0	0	4	1.8	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.39	0.29	4	0	4.1	1.6	1.6	2.8	4.2	2.2	0	2.2	0	0	1.6	0	0	0	2.8	0	3.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.59	5.53	4	0	3.3	3.3	3.9	3.5	3.3	2.7	2	0	0	2	0	2	0	0	2	0	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.61	-2.88	3.4	0	2.9	0	1.9	2.5	2.9	0	0	0	0	0	0	1.9	0	0	3.7	0	2.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-2.86	-6.36	0	0	3.5	0	0	3.5	0	4.2	0	2.9	0	2.9	2.9	0	0	0	3.5	0	2.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.36	0.13	3.6	0	1.5	0	1.5	2.1	2.9	0	2.1	0	0	1.5	2.4	0	0	0	3.5	1.5	3.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.25	-4.23	2.9	0	2.9	3.8	3.3	2.9	2.3	0	0	2.3	0	0	2.3	0	0	0	3.3	0	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.04	0.79	4.7	0	3.7	2.2	2.9	3.1	3.6	1.6	1.6	0	0	0	2.2	0	0	0	3.6	0	3.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.25	-3.02	3.6	0	2.9	1.9	0	3.2	0	0	0	0	0	0	1.9	0	0	0	3.6	1.9	2.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.6	-4.24	2.3	0	3	2.3	2.3	4.2	2.3	2.3	0	0	0	0	0	0	0	0	3	2.3	3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.42	-1.55	3.9	0	4.1	0	3.2	2.2	3.7	2.9	2.2	2.9	0	2.2	2.2	0	0	2.2	3.2	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.02	5.3	2.4	0	3.6	0	1.5	2.1	2.7	1.5	1.5	0	0	0	2.1	0	0	0	3.6	2.1	2.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-6.1	3.62	2.3	0	3.6	0	3.8	0	2.6	1.7	2.6	1.7	0	0	2.3	0	0	0	3.1	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.01	-2.58	4	0	2.8	2.2	2.8	2.2	3.7	2.8	0	0	0	0	0	0	0	0	3.5	2.2	3.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.5	2.01	3.9	0	0	0	0	2.5	3.5	1.9	1.9	0	0	0	1.9	0	0	0	3.1	0	2.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-6.18	4.61	2.1	0	3.7	0	2.7	0	2.7	0	2.1	0	0	0	0	0	0	0	2.7	2.1	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.93	-1.71	2.4	0	0	1.8	2.4	2.8	2.8	1.8	1.8	0	0	0	1.8	0	0	0	3.5	0	1.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.38	-1.13	3.9	0	4.1	0	4	3.4	3.6	2.5	2.5	0	0	1.9	1.9	0	1.9	0	2.9	0	1.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.73	-2.28	3.6	0	2.6	3.5	0	3.6	2.6	0	0	0	0	0	0	0	0	0	4.1	1.7	2.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.78	-2.24	3.2	0	1.6	0	0	3.5	3.9	3.2	0	0	0	0	0	0	0	0	3.5	0	3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.19	2.52	3.4	0	4.3	1.7	2.3	2.3	3.2	2.3	0	0	1.7	1.7	2.3	0	0	0	4.4	0	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.36	1	4	1.6	2.1	3	1.6	3	3	2.1	1.6	3	0	0	2.1	1.6	0	0	0	0	3.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.27	4.78	2	0	4.1	0	2.6	2	3.2	0	2	0	0	2.6	0	2	0	0	2	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.57	0.12	3.5	0	0	2.4	1.5	2.7	3.2	2.9	1.5	1.5	0	0	2.4	0	0	0	3.5	1.5	3.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.68	4.25	1.7	0	1.7	0	0	0	3	0	1.7	0	0	1.7	0	2.7	0	0	3.3	0	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.44	-0.03	3.7	0	3.6	0	2.4	3.3	4.1	0	0	0	0	2.4	2.4	1.8	0	0	2.8	0	3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.39	-5.55	2.1	0	3.9	0	0	3.1	3.8	0	0	0	0	2.1	0	0	0	0	3.4	0	2.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.95	4.04	1.5	0	2.9	1.5	3.5	2.5	2.9	2.1	2.5	0	0	2.7	2.1	0	0	0	2.9	1.5	2.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.19	2.05	4.6	0	3.7	3.9	2.7	4.3	3.3	0	2	0	0	0	2	2.7	0	0	4.1	0	2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.42	-4.1	3.4	0	3.8	2.1	0	2.1	3.4	2.1	2.1	2.1	0	0	0	0	0	0	3.1	2.1	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	6	2.11	4.7	0	4.9	3	0	2.6	3.3	3	2	0	0	0	2	0	0	0	2.6	0	3.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.56	5.68	4.6	1.9	2.9	3.6	0	3.2	3.4	3.4	1.9	0	0	0	0	1.9	0	0	2.9	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.61	3.11	0	0	3.4	0	2.1	0	3.1	3.4	0	2.1	0	0	2.1	0	0	0	2.1	2.7	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.13	-2.34	3.1	2.1	3.1	2.1	1.5	3.1	2.8	2.5	0	1.5	0	1.5	0	0	0	0	3.6	2.1	2.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.14	2.72	4.4	0	3.4	2.9	3.2	3.2	1.9	2.9	3.2	0	0	0	1.9	0	0	0	3.2	0	2.6
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.63	2.13	4.6	1.8	4	3	2.4	3.8	2.4	3.7	0	0	0	0	1.8	0	0	0	3.4	0	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.04	4.63	0	0	3.1	1.8	3.1	1.8	3.3	0	2.5	0	2.8	0	1.8	0	0	0	2.8	0	2.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.27	4.08	3.1	0	4.7	0	2.8	2.8	2.8	2.8	1.8	2.4	0	0	0	0	0	0	3.1	0	1.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.86	7.68	3.7	0	3.7	3	2.3	3	0	3	0	0	0	0	2.3	0	2.3	0	3.9	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.31	-3.65	2.3	0	3.9	1.7	3.1	3.9	3.1	2.9	0	0	1.7	0	1.7	1.7	0	0	4.1	0	3.6
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5	-1.84	2.4	0	0	0	0	2.4	3.4	0	0	0	0	3.4	0	2.4	0	0	2.4	0	2.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.79	-0.88	3.3	0	0	0	0	3.7	2.1	2.1	3.1	2.1	0	0	0	2.1	0	0	3.6	2.7	3.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.92	6.12	4	2.7	3.7	3.1	2.7	3.1	2.7	2.7	2	2	0	0	2.7	0	0	0	3.5	0	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.82	2.85	2.6	0	3.6	0	2	3	3.4	0	0	0	0	0	2	0	0	0	2	2	2.6
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.48	-2.27	0	0	0	0	2.3	3.6	2.3	2.3	0	0	0	0	0	0	0	0	4	2.3	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.26	-1.95	3.4	0	4	0	3.7	2.5	2.9	2.9	0	1.9	0	0	2.5	0	0	0	3.4	0	2.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.37	2.85	2.4	0	1.8	0	1.8	2.8	2.8	2.4	2.4	1.8	2.4	0	1.8	0	0	0	3.9	1.8	3.6
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.25	8.16	4.2	0	2.9	3.3	0	3.3	2.9	3.3	0	0	0	2.2	0	0	0	0	0	0	2.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.34	4.34	4.3	0	2	0	2.6	2	3	2	0	0	0	0	0	2	0	0	3	0	2.6
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.22	-1.74	3.2	0	4.2	2.2	0	3.5	2.8	2.8	0	2.8	0	3.2	0	0	0	0	3.5	0	3.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.17	4.35	3.4	0	3.8	2.1	2.1	2.7	3.6	2.7	3.1	0	0	0	2.7	0	0	0	3.1	0	2.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.3	6.7	3.8	2	3.5	3.9	2	3.9	2	3	0	2	0	0	2	2	0	0	2	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.92	-4.73	3.1	0	3.5	0	0	4.1	3.1	3.5	0	0	0	0	0	0	0	0	3.1	0	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.14	7.3	4.3	2.3	2.3	3.6	3	4	3.4	2.3	0	2.3	0	0	2.3	2.3	0	0	3.9	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.81	4.19	3.3	0	3.6	2.1	3.1	2.1	3.3	0	0	0	0	0	2.7	2.1	0	0	3.3	0	2.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.83	-0.75	3.2	0	3.9	0	2.2	3.2	2.8	0	2.2	0	0	0	0	0	0	0	2.2	0	2.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.87	0.75	4.7	0	3.2	2.8	1.6	1.6	3.8	3	0	0	0	0	0	0	0	0	3	0	3.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.3	7.11	4.9	0	3.2	2.2	2.2	2.9	2.9	3.2	0	0	0	2.2	0	2.2	0	0	3.7	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.62	-1.1	3.1	0	4.4	2.4	0	3.5	3.1	3.1	0	0	0	0	0	2.4	0	0	3.8	0	3.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.41	-1.67	3.1	0	2.8	1.8	0	3.3	2.5	2.8	0	0	0	0	1.8	0	1.8	0	3.9	0	2.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.14	5.47	4.6	2.7	0	2.7	2	0	3.7	2	2	2	0	0	0	2	0	0	2.7	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.57	-1.33	2.1	0	2.7	0	0	2.7	3.9	2.1	0	0	0	2.7	0	0	2.7	0	3.9	0	2.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.33	-2.51	2.6	0	3.1	2.6	0	3.1	2.6	2.6	0	0	0	0	1.7	0	0	0	4.3	1.7	3.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.92	0.28	2.9	0	4	0	2.9	2.9	3.6	2.3	0	0	0	1.7	1.7	0	1.7	0	3.5	0	2.6
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.47	2.89	4.7	0	4.1	3.4	2.4	3	4.6	3	2.4	0	0	0	0	0	0	0	3	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.19	-1.32	2.3	0	2.7	2.3	0	1.7	3.2	1.7	0	2.3	0	0	1.7	0	0	0	2.7	0	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.49	2.88	4.7	0	3.4	3.3	3.3	2.9	3.1	3.1	2.9	0	0	1.6	0	0	0	0	3.3	0	2.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	6.04	1.62	2.9	0	2.2	2.9	3.2	2.9	3.7	3.2	2.2	0	0	0	0	0	0	0	2.9	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.23	1.97	4.3	0	3.9	0	2.8	3.2	0	2.2	0	0	0	0	0	0	0	0	2.2	0	3.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.07	-2.64	2.7	0	3.7	0	0	3.7	0	0	0	0	0	0	0	0	0	0	3.3	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.66	0.68	3.2	0	4.5	3.4	2	3	3.4	2	0	2.6	0	0	2	0	0	0	2	0	2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.16	-1.17	3.2	0	3.9	0	0	0	3.9	2.2	0	0	0	0	0	0	0	0	2.2	2.2	2.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.9	-1.37	0	0	2.8	2.8	2.8	0	3.4	0	0	2.1	0	0	0	0	0	0	3.1	0	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.68	1.37	4	0	4.2	2.8	3.1	3.4	4.1	2.1	2.1	0	0	0	2.1	0	0	0	2.1	0	2.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.13	0.93	2.6	0	4	1.4	2.4	3	2.8	2.6	1.4	2	0	0	0	0	0	0	3.2	2.6	3.6
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.5	-1.21	3.1	0	2.1	2.1	0	2.1	2.1	1.5	0	0	1.5	2.1	2.4	0	2.1	0	3.7	2.1	3.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.15	-7.05	1.6	0	3.4	1.6	0	3.1	3.9	2.2	0	0	0	1.6	0	0	0	0	2.9	0	3.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.24	2.97	3	0	4.4	2.7	3.9	3	3.3	0	2	0	0	0	0	0	0	0	3.3	0	2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-2.85	-3.53	3.3	0	3.6	0	0	3.1	3.5	2.4	0	0	0	0	0	0	0	0	3.1	0	2.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.33	4.82	3.3	0	3	3	3	3	2	3	3	0	0	0	0	0	0	0	3	0	3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.36	2.29	4.2	0	4.1	1.3	2.2	3.2	3.6	3.1	1.3	1.3	0	0	1.3	0	0	0	3.2	0	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.08	6.19	4.5	0	3.9	3.7	2.2	3.2	2.8	0	0	2.2	0	2.2	0	0	0	0	2.2	0	3.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.22	4.24	4.2	2.1	3.1	2.1	2.7	2.1	3.1	2.1	2.1	0	0	0	0	2.1	0	0	2.1	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.33	6.3	4.5	0	2.3	3.6	3.1	3.3	4.1	3.6	1.7	2.3	0	0	0	2.7	0	0	2.7	0	3.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.95	-1.48	1.9	0	1.9	0	1.9	2.5	2.9	2.5	0	0	0	0	0	0	0	0	3.9	3.1	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.09	-4.13	3.4	0	3.4	2.2	0	4.2	2.2	0	0	0	0	0	0	0	0	0	3.7	0	2.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.42	2.36	2.2	0	2.2	2.2	1.6	3.2	2.5	1.6	1.6	0	0	0	2.2	0	0	0	3.9	2.2	2.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.25	-0.82	4.3	0	4	2.9	3.1	3.1	3.8	1.7	1.7	1.7	0	1.7	2.3	1.7	0	0	3.3	0	2.6
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.84	7.71	3.3	0	2.8	3.3	1.8	2.4	2.8	3	2.8	1.8	0	1.8	1.8	0	0	0	3	0	2.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.03	5.04	4.3	0	2.1	2.1	2.1	3.4	4.1	3.1	0	2.1	0	0	2.7	2.1	0	0	3.1	0	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.24	-3.33	3.4	0	1.9	1.9	0	3.5	2.5	2.5	0	0	0	0	0	0	0	0	3.8	0	2.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.02	-0.31	2.6	0	2.2	2.6	0	2.9	3.5	0	0	2.2	0	1.6	0	0	0	0	3.2	2.2	3.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.24	0.23	3.5	0	2.6	0	0	2	3.9	0	0	0	0	0	2	0	0	0	2.6	0	3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.35	-0.15	4.5	0	4.3	1.7	3.2	3	3	2.7	1.7	1.7	0	2.3	1.7	2.3	0	0	0	0	3.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.06	5.28	2.7	0	4.3	2.7	3.1	4.2	2.7	3.1	2.7	0	0	0	2.1	0	0	0	3.6	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4	-3.74	3.7	0	3.1	0	0	3.9	2.4	0	0	0	0	0	0	0	0	0	4.3	2.4	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.34	-0.45	3.3	0	2.3	0	0	3.1	2.6	2.9	1.7	0	0	0	2.3	0	0	0	3.6	1.7	2.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.57	-5.86	2.1	0	0	0	0	2.1	3.4	2.1	0	0	0	2.1	0	0	0	0	2.1	0	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.5	5.94	4.8	0	2.4	2.4	3	2.4	4.9	3.4	0	2.4	0	0	2.4	0	0	0	3.7	0	2.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.1	-4.66	2.2	0	3.7	0	2.2	3.2	3.2	0	0	0	0	0	0	0	0	0	3.7	2.2	3.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.63	3.02	3.2	0	3.7	0	2.2	3.2	3.7	0	1.6	0	3.4	1.6	2.6	2.2	0	0	3.7	0	1.6
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.4	0.11	3.6	0	3.4	0	1.5	2.1	3.1	2.7	0	1.5	0	2.1	1.5	1.5	1.5	0	2.9	0	3.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.98	-1.47	3.2	0	2.1	2.8	2.1	2.8	2.8	2.1	2.8	0	0	2.1	2.1	0	0	0	4	0	3.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.14	2.83	4.7	0	4.7	2.3	3.3	2.9	2.3	2.9	0	2.3	0	0	0	0	0	0	3.8	0	2.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.89	2.7	3.4	0	2.7	0	3.8	2.1	2.7	3.1	0	0	0	0	0	0	0	0	3.4	2.1	3.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.73	4.89	3.2	0	3.6	0	3.4	2.2	2.6	0	1.6	1.6	2.2	0	2.2	0	0	0	2.6	1.6	2.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.32	5.04	4.8	0	0	3.5	2.2	3.2	2.2	0	2.2	2.8	0	0	0	0	0	0	2.8	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.96	4.61	2.2	0	3.1	0	3.1	3.1	1.6	0	2.2	1.6	1.6	0	1.6	0	0	0	2.6	2.2	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.05	4.41	3.7	1.7	3.8	3.8	2.6	2.3	2.3	3.6	0	0	1.7	1.7	2.6	1.7	0	0	2.9	0	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.73	3.96	3.8	0	3.8	3.3	3.3	3.3	2.3	3.3	0	2.3	0	0	2.3	0	0	0	4	0	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.15	-0.57	0	0	3.3	2.3	0	3.6	3.3	3.3	0	0	0	0	2.3	0	0	0	4	2.3	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.5	-6.1	0	0	3.4	0	0	3.4	2.7	4.1	0	0	0	0	0	0	0	0	2.7	0	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.51	-2.39	1.9	0	3.1	0	0	3.1	2.9	2.5	0	1.9	0	2.9	0	0	2.5	0	4.2	1.9	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.19	4.44	3.4	0	2.4	1.8	3.4	2.8	1.8	0	1.8	0	0	1.8	0	0	0	0	3.6	0	2.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.11	6.82	4.5	2.2	2.8	3.9	0	3.2	3.9	3.2	0	0	0	0	2.2	2.2	0	0	3.2	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.4	-1.12	3	0	4.5	0	3	2.3	2.3	3	2.3	0	0	2.3	0	0	2.3	0	3	0	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.5	6.15	4	0	3.2	3.4	2.3	3.6	3	3.4	0	0	0	0	1.7	0	0	0	1.7	0	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.26	3.83	3.3	0	3.8	3.1	2.9	0	2.9	2.3	2.9	0	1.7	1.7	0	0	0	1.7	3.6	0	2.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.17	-0.72	2.7	0	3.1	2.1	2.1	2.7	3.1	2.1	0	2.1	0	2.1	0	2.1	2.1	0	3.1	0	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.99	2.22	3.4	0	0	0	0	2.4	3.9	2.4	0	0	3	0	0	0	0	0	3.4	2.4	2.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.75	2.64	4.5	0	4.5	3.7	3.3	3.9	3	3	2	2.7	0	0	2	2	0	0	2	0	3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.7	4.39	3.1	0	3.5	0	3.1	0	2.5	2.5	2.5	0	0	0	0	0	0	0	3.5	0	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-2.82	-4.95	2.3	0	3	0	0	3	3.3	3.5	0	0	0	2.3	0	0	0	0	3.7	1.7	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.72	3.36	4.3	2	3.6	3.8	3	3.6	2.6	3.5	2	2	0	0	0	0	0	0	3	0	2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.79	1.17	2.4	0	2.1	0	0	2.7	1.5	2.4	0	0	0	0	1.5	0	0	0	3.1	2.1	3.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.78	7.44	3.3	0	4.1	3.3	2.3	4	3.3	2.9	2.3	0	0	2.3	0	0	0	0	0	0	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.3	-6.57	2.8	0	3.5	0	0	3.7	3.3	2.8	0	0	0	1.8	0	0	0	0	3.5	0	2.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.86	6.3	4.8	2.3	2.3	3.5	0	3.5	3.5	3.8	1.7	2.3	0	1.7	0	1.7	0	0	0	0	1.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-2.64	-0.21	3.3	0	3.1	0	0	4	3.5	1.8	0	0	0	2.4	0	2.4	0	0	3.1	0	4.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.44	-2.29	2.4	0	2.4	0	0	1.8	3.2	0	1.8	0	0	1.8	1.8	0	0	0	3.8	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.24	8	3.7	0	3.5	4	2.8	3.2	4.3	3.7	0	0	0	0	2.2	2.2	0	0	2.8	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.38	-1.89	2.4	1.5	2.9	0	1.5	3.4	3.1	1.5	0	0	0	0	2.4	0	0	0	3.9	0	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.55	-6.3	2.4	0	3.9	1.8	2.4	3.4	3.8	1.8	0	1.8	0	0	0	0	0	0	2.4	0	2.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.65	-4.96	2.4	0	3.4	0	0	2.4	3.7	3.4	0	2.4	0	0	0	0	0	0	3.4	2.4	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.44	2.91	0	0	1.9	1.9	0	3.2	3.6	0	0	0	0	0	0	0	0	0	4.2	3.2	1.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.19	6.26	3.8	0	3.6	3.3	0	2.9	0	3.3	0	2.3	0	0	0	3.3	0	0	2.9	0	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.79	2.42	4	0	4.6	2.1	2.1	2.8	3.3	2.5	1.5	0	0	2.1	0	0	0	0	3.4	0	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.52	0.47	3.4	0	0	0	1.8	2.8	3.2	2.4	0	0	0	0	1.8	0	0	0	2.8	0	3.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.61	-3.27	3.7	0	2.6	0	2	3	0	3	2	0	0	0	0	0	0	0	4.2	2	3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.12	4.13	4.1	0	2.6	3	2.6	2.6	3	2	0	2	0	0	3	0	0	0	2.6	0	2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.85	-0.52	4.1	0	4.9	2	4.1	2	4.2	0	2.7	0	0	2	2	0	0	0	3.3	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.81	2.89	4.6	0	3.9	0	3.2	2.9	3.4	2.6	2.2	0	0	0	1.6	1.6	0	0	2.2	0	2.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.91	2.88	3.9	0	2.9	0	1.7	2.7	1.7	2.7	0	0	2.3	0	0	0	0	0	2.9	1.7	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.66	1.9	4.6	0	2.8	2.8	2.8	3.7	4	2.8	2.2	2.2	2.2	0	2.2	0	0	0	2.8	0	2.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.06	-5.79	2.6	0	2	0	0	3.9	3.5	0	0	0	0	2	0	0	0	0	3.7	0	3.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.44	-3.19	2.5	0	1.9	3.1	3.1	3.3	3.1	2.8	1.9	0	0	0	0	1.9	0	0	3.3	0	3.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.23	-2.3	2.5	0	3.1	0	0	3.1	3.1	2.8	0	2.8	0	2.8	0	2.5	0	0	2.8	0	3.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.13	-2.11	3	0	4.7	0	2.6	3	2	0	2	2.6	0	0	2	0	0	0	2.6	0	2
