day	Anno	celltype	UMAP_1	UMAP_2	Car10	Hivep3	Jazf1	Ntng1	Pou6f2	Tshz2	Zfp804b
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.03	-5.96	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.91	4.49	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.24	-0.99	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	7.21	2.08	3.8	0	0	3.8	0	4.5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.08	-3.89	0	0	4.2	0	0	5.9	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.98	-3.72	0	0	0	4.3	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.15	0.47	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.05	0.42	4.6	0	4.6	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.86	2.05	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.99	0.31	0	0	0	0	4.2	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.67	-4.65	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.12	5.18	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.35	-4.06	0	4.4	3.7	5.1	0	4.8	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.33	-5.68	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.2	1.75	0	0	0	0	0	4.9	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5	1.21	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.04	-4.7	4.2	0	0	4.2	0	5.3	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.55	-1.14	0	0	0	0	0	5.4	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5	-1.24	5.1	0	0	0	0	6.1	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.51	5.14	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.19	-4.92	0	0	4.6	5	3.9	4.6	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.64	-3.94	0	0	0	4.2	0	4.9	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.26	1.28	4.2	0	4.2	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.56	1.91	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.05	1.79	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.38	3.64	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.44	2.09	0	0	0	0	0	5.3	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.38	5.14	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.18	0.94	5.1	0	5.1	0	0	5.1	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.13	-1.93	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.96	-6.51	6.7	0	0	5.4	0	4.7	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-7.35	-2.36	0	0	0	0	5.1	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.33	5.69	0	0	0	5.5	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.3	1.16	0	0	0	0	0	6	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.39	3.49	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.13	-6.09	0	3.6	4.2	0	0	6.3	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.61	5.26	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.57	3.97	0	0	0	0	0	5.8	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.61	-3.14	0	0	0	5.6	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.43	2.56	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.29	3.1	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.62	1.42	3.9	0	0	0	0	3.9	4.5
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.79	3.68	0	4.3	4.3	4.3	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.42	-2.96	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.15	2.93	0	4.5	0	0	0	4.5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.12	-5.25	0	0	0	3.8	0	5.7	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.62	-5.52	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.15	3.77	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.29	-5.71	0	0	0	0	0	6.6	4.9
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.75	3.54	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.76	-2.08	0	0	5.6	5.6	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.39	1.07	0	0	4.3	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.9	0.45	0	0	5.2	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.77	0.2	5.9	0	5.5	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.59	-4.4	0	0	4.2	4.2	3.5	5.7	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.05	-5.97	5.5	0	0	0	5.1	6.3	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.77	2.5	5.9	0	4.5	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.58	1.54	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.08	-2.13	0	0	0	0	0	6.5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.36	-4.85	4.4	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.71	-0.03	0	0	4	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.24	-1.64	0	0	0	4.4	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.74	6.88	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.2	6.01	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.34	0.65	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.15	1.35	0	0	0	0	0	5.7	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.74	-0.49	0	0	0	0	0	6.3	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.49	-0.76	0	0	0	0	0	5.9	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4	3.38	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.71	0.46	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.61	3.75	0	4.7	4.7	0	0	4.1	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.77	-1.48	5.4	4.7	5.4	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.51	0.91	5.3	0	0	5.3	0	4.6	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.35	4.45	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.94	-5.31	0	0	4.6	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.76	5.5	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.24	4.94	0	0	4.3	0	0	5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.26	1.61	5.7	0	0	0	0	5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.82	5.99	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.34	-1.48	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.31	1.84	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.4	2.93	0	0	0	0	0	5.2	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.28	4.5	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.78	1.9	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.82	-2.37	0	0	0	4.8	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.76	2.39	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.83	-3.79	0	0	0	6	4.6	5.7	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.22	1.78	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.24	2.14	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.28	5.15	4.8	0	4.8	0	0	4.8	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.18	3.96	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.5	1.14	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.32	5.16	0	0	4.6	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.25	0.21	0	0	0	0	5.1	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	7.39	2.66	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.23	4.6	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.01	5.18	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.19	-6.97	0	0	4.8	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.22	-2.17	3.8	0	3.8	5.4	0	5.2	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.5	-1.06	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.37	-4.55	0	0	0	6.4	5.6	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.82	4.26	0	0	5	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.94	2.66	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.26	5.48	0	0	0	0	0	4.9	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.32	-4.15	0	0	0	6.5	0	7.1	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.41	5.41	3.6	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.63	0.5	5	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.74	0.38	3.7	0	0	3.7	4.4	4.4	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.2	-0.62	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.12	-1.92	5.8	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.72	5.92	0	3.8	0	0	0	3.8	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.17	-0.91	0	0	0	0	0	4.7	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.18	1.69	0	0	4.7	4	0	5.1	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.42	0.03	0	0	0	4.1	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.68	1.57	0	0	5	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.53	-3.33	0	0	5.2	6.5	3.8	3.8	3.8
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.84	5.09	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.58	-0.08	0	0	5.1	4.4	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.87	3.36	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.28	0.99	0	0	0	0	3.9	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.89	-2.48	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.34	-2.73	0	0	5	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.44	0.27	0	4.5	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.96	-1.92	5.6	0	0	0	0	4.9	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	7.05	2.15	0	0	4.7	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-7.23	-1.61	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.68	-2.19	0	0	3.7	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.82	-1.7	0	0	0	0	0	5.6	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.23	1.55	0	0	0	5.4	0	4.7	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.58	2.63	0	4.3	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.07	4.7	0	0	4.7	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.45	-1.03	3.9	0	4.6	0	0	5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.55	1.63	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.09	2.48	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.99	-1.08	6.8	0	5.3	5.3	0	6	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.03	0.16	5.7	0	5.1	0	5.1	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.4	5.12	0	0	0	0	5	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.33	-0.85	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.2	4.78	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.17	4.6	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.48	4.34	0	0	0	0	0	4.5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.64	-2.3	4	0	5.1	0	0	0	5.9
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-7.33	-2.17	0	0	0	0	4.6	5.5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.76	-1.62	6	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.12	1.38	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.64	2.56	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	7.48	2.43	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.21	-3.6	0	0	0	0	0	0	4.8
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.15	1.91	0	3.5	0	0	0	4.6	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.34	5.15	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.36	0.93	0	0	4.3	0	0	0	4.3
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.68	1.85	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.85	1.96	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.33	0.4	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.21	2.65	0	0	0	0	4.3	4.3	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.93	-0.58	0	4.3	4.3	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.11	1.11	0	0	0	0	0	4.5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.85	-5.16	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5	-4.12	0	0	0	5.1	0	5.8	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.52	0.77	5.2	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.66	1.3	0	0	0	0	0	5.8	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.21	1.65	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.16	5.48	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.84	2.77	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.53	0.3	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.03	3.3	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.37	-5.1	0	0	3.5	3.5	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.27	1.01	5.3	0	0	0	0	5.3	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.41	5.05	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.88	-2.04	4.9	0	0	0	5.4	6.1	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.84	-3.93	0	0	0	0	4.3	5.4	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.61	-2.54	0	0	3.9	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-7.5	-2.18	0	0	0	0	6.1	3.9	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.12	1.7	0	0	0	0	4.8	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.92	3.35	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.21	3.17	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.28	-4.15	4.5	0	3.8	0	0	6.5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.01	-1.03	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.59	5.23	0	0	0	4.9	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.02	-2.28	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.64	1.38	0	0	0	0	0	5.7	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.12	-6.03	0	0	4.5	0	4.5	4.5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.43	5.44	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.49	4.99	4.4	0	4.4	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.75	4.94	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.16	-0.83	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.58	2.11	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.7	-1.22	0	0	0	4	4	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.07	2.3	0	0	0	0	0	5.3	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.14	5.38	0	0	0	0	0	4	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.72	6.21	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.18	-0.64	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.07	3.36	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.11	-2.47	6.6	0	0	6.3	0	4.3	3.7
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.89	3.93	0	0	0	0	0	5.4	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.3	3.46	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.49	0.85	0	0	0	0	0	4.2	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1	0.75	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.06	-2.47	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.41	0.49	5	0	0	0	4.3	4.3	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.44	4.36	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.89	-3.61	0	0	0	0	5.5	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.41	-1.28	0	0	0	0	0	5.4	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.25	-0.22	5.5	0	4.4	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.39	4.74	0	0	0	0	0	4.5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.18	-0.22	5.4	0	0	0	0	4.3	5.4
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.81	0.44	0	0	0	0	0	5.6	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.19	1.15	0	0	5.2	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.08	2.14	3.7	0	4.4	0	0	5.6	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.31	3.82	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.6	-5.96	0	0	4	5.4	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.26	4.46	0	0	0	0	0	6.5	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.92	-1.35	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.65	4.12	0	0	5.1	0	0	5.1	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.05	-4.08	0	0	0	4.9	3.8	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.31	2.63	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.57	-2.78	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.72	0.89	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.76	4.13	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.49	-0.62	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.58	-3.28	0	0	3.9	0	0	5.9	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.08	5.24	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.08	-1.36	0	0	0	0	0	6.3	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.84	4.78	0	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.44	-0.01	5.2	0	0	0	0	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.24	-0.88	5.6	4.4	0	0	0	4.8	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.23	1.76	0	0	0	0	5.2	0	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.5	3.6	0	0	0	0	0	4.7	0
E11.5	E115_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.94	-1.38	0	0	0	4.9	0	0	0
