day	Anno	celltype	UMAP_1	UMAP_2	Car10	Hivep3	Jazf1	Ntng1	Pou6f2	Tshz2	Zfp804b
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.27	2.13	4.7	0	0	4.7	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.77	3.69	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.67	2.93	5.5	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.63	-2.34	0	0	0	4.8	0	6.2	4.8
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.93	4.17	0	0	0	0	0	4.9	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.87	-1.88	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.12	-3.13	0	0	0	4.1	4.1	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.74	-0.02	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.29	-1.49	0	0	6.1	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.19	-2.7	0	0	0	0	0	6.7	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.64	3.19	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-7.07	1.69	0	0	0	0	0	5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.75	-1.21	0	5	0	0	0	0	5.7
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0	-2.45	0	0	0	4.9	5.5	4.9	4.9
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.5	1.69	0	0	0	4.8	0	4.1	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.22	2.56	0	0	0	0	0	5.2	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.66	-2.03	0	0	4.1	0	0	5.5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.42	-0.4	5.1	0	0	6.2	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.5	4.64	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.36	5.47	0	4.6	0	6.8	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.92	-1.16	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.08	-3.3	0	0	4.9	0	0	5.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.24	1.6	0	0	0	0	0	5.1	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.39	1.29	0	0	0	0	0	5.5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-6.61	-2.51	5.3	0	0	0	0	5.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.97	-3.9	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.89	3.82	0	0	0	0	0	4.8	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.08	2.39	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.28	-2.12	0	0	0	0	0	5.1	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-6.51	1.09	7.4	0	0	0	0	6.2	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.81	5.66	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.28	3.45	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.14	-2.35	4.4	0	0	6.3	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.72	-0.44	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.91	3.61	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.64	2.26	0	0	5.4	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.45	0.73	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.67	-4.03	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	5.19	1.23	0	0	0	0	5.7	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.38	0.38	0	0	0	5.4	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.91	2.37	0	0	0	0	4.8	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	6.71	1.38	0	0	0	4.7	0	4.7	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.62	1.91	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.46	-3.14	0	0	4.3	0	0	4.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.55	-1.45	0	0	4.4	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.05	3.58	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.13	2.65	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.07	-1.49	4.3	0	4.3	0	0	5.7	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	6.1	1.41	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.08	-2.71	4.4	0	5.1	0	0	5.1	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.16	2.73	0	0	0	0	0	6.5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.46	-0.23	4.8	0	5.9	0	0	5.9	6.4
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.5	-2.57	5.5	0	4.4	0	0	5.1	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.83	-3.73	0	0	0	0	0	4.3	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.39	-5.84	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.82	5.92	0	0	0	6.6	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-7.08	2.49	0	0	0	0	0	7.2	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.06	1.32	0	0	0	0	0	4.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.96	1.03	0	0	0	0	5.2	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.74	-2.21	6.3	0	0	5.2	0	4.5	4.5
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.57	-3.92	5.6	0	0	0	0	4.5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.97	-6.18	0	0	5.4	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.68	2.29	0	0	0	5.4	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.19	-5.9	0	0	0	0	0	5.2	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-5.41	-3.16	5.9	4.8	0	0	5.5	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.29	-1.1	6	0	0	5	0	4.4	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.06	-0.86	0	0	5.1	0	0	5.1	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.62	4.4	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.37	2.13	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.12	-1.72	0	0	0	0	0	6	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.15	-0.43	5.4	0	4.7	0	0	6.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.68	4.02	0	0	0	0	0	0	5.3
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.95	-2.33	0	0	0	5.6	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.85	-3	4.8	0	4.8	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.98	-1.12	4.5	0	0	5.2	0	5.2	4.5
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.15	0.28	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.87	-5.04	0	0	0	4.5	4.9	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.71	3.66	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.29	-2.74	0	4.7	0	5.8	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.75	-0.42	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.68	5.69	0	0	0	6.3	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.9	-2.99	0	0	0	0	5.9	4.5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.92	-4.25	5.1	0	0	0	0	6.8	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.95	1.11	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.68	-2.19	5.3	0	5.3	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.46	3.69	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.67	-3.58	5.8	0	4.5	4.5	0	5.6	3.8
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.62	2.89	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.44	-3.33	0	0	5.3	0	0	0	5.3
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.64	-5.07	0	4.2	0	6.1	5.3	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.44	-4.5	0	4.2	0	0	0	4.9	5.8
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.83	-4.26	0	0	0	6.3	0	6.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.83	2.77	0	0	4.7	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.1	-2.61	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.41	-3.2	0	0	4.2	4.2	0	4.8	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.66	-3.21	0	0	0	0	0	5.9	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.65	-0.27	4.8	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.8	-3.62	5.1	4.4	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.25	-1.88	5	5	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.66	3.97	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.57	3.48	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.86	1.61	6.3	0	0	0	0	4.7	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.21	2.38	0	0	0	5.6	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.48	-3.6	4.1	0	0	0	0	5.2	5.4
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.74	1.85	4.8	0	4.8	0	0	4.8	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.25	0.99	4.8	0	0	4.8	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.86	3.71	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.18	-4.32	0	0	0	5.9	0	0	5.9
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.96	1.42	5.5	0	4.8	5.2	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.7	0.24	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.26	-0.95	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.78	-3.58	0	0	4.8	0	0	6.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.19	6.46	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.89	3.38	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.26	3.52	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-5.18	-3.79	0	0	0	0	4.9	6	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.79	3.07	0	0	5.1	5.5	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.28	2.52	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.6	5.86	0	0	0	5.8	0	5.1	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.21	-2.9	0	0	0	6.7	5.1	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.47	6.33	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.7	-1.39	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.29	-3.5	5.1	0	0	5.1	0	5.1	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.59	-2.96	0	4.4	4.4	0	5.5	4.4	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.43	-4.41	5.1	0	4.7	6.1	0	5.4	5.6
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.18	-1.63	0	0	0	0	5.1	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.42	4.53	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.08	1.13	4.9	0	0	0	0	4.9	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.82	4.95	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.82	1.84	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3	-3.58	4.8	0	0	0	0	4.8	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.92	-5.54	0	4.9	4.9	4.9	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.7	3.92	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	6.8	5.2	0	0	0	5.9	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.47	-1.34	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.89	0.68	0	0	0	0	0	0	4.9
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.93	-4.75	4.6	0	4.6	5.9	0	6.4	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-6.05	-1.45	5	0	0	0	0	5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.36	3.88	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.13	1.24	5.9	0	0	6.1	0	5.6	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.49	-1.27	6.1	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.63	3.25	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.8	3.25	0	0	0	0	5.1	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.7	3.82	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.12	1.56	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.2	-3.54	0	0	4.6	0	0	0	5.2
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.5	-2.21	4.9	0	0	4.9	4.9	6	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.97	-1.33	0	0	0	0	0	6.2	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.86	-5.68	0	0	0	0	0	4.9	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.28	3.93	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.71	-3.27	0	0	0	0	0	5.9	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.85	-1.29	4.9	0	0	0	0	4.9	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.89	2.85	0	0	0	6.3	5.2	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.24	3.16	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.85	-3.42	0	0	5.2	5.9	0	5.9	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.88	-2.56	0	0	5.1	5.8	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.35	-2.7	5.1	4	4	5.6	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.11	-2.05	4.7	0	4.7	4.7	0	6	6
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.83	-5.89	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.36	-3.38	0	0	0	5.9	0	5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.35	-0.6	7.1	0	0	5.3	0	0	5.3
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.09	-1.08	6.2	0	4.9	0	0	6.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.78	-1.36	0	5	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.36	-1.34	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.27	-3.57	0	0	0	6	5.1	0	6.6
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.98	1.35	0	0	4.9	6.3	0	4.9	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.83	3.43	0	0	0	0	0	5.2	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.92	-1.77	0	0	5.4	5.4	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.68	2.98	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.57	3.97	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-7.27	0.84	6.2	0	0	0	0	5.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.77	2	0	0	0	0	0	7.3	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.27	-1.12	6.4	0	0	6.6	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.37	-5.78	0	0	5.3	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.67	3.57	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.79	3.3	0	0	0	0	0	5.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.87	2.31	6.5	0	0	0	0	6.8	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.73	2.3	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	6.91	1.49	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.79	-1.53	0	0	0	5.4	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.73	-0.13	0	0	0	6.1	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.66	3.85	0	0	0	0	0	6.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.9	-0.91	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.72	-0.12	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.02	-2.17	0	0	5.8	0	0	5.8	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.82	0.92	4.9	0	4.9	6	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.47	-2.7	0	0	3.8	0	0	0	4.5
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-7	0.95	6	4.6	0	0	0	5.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.65	-1.1	0	0	0	0	0	4.9	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.09	1.84	5.7	0	6.1	7	5.1	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.83	3.09	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.28	-3.96	4.6	0	0	6.4	4.6	5.3	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.28	-0.11	0	0	6.1	6.1	0	5.6	5
E12.5	E125_Excitatory_neurons	Excitatory_neurons	5.05	0.45	4.1	0	0	4.1	4.1	4.1	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-5.83	-2.08	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.88	-4.28	0	4.5	4.5	5.6	0	0	4.5
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.45	-4.91	0	0	0	0	0	5.1	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.87	-1.42	0	0	0	5.2	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.1	-2.61	0	4.9	0	4.9	0	0	6.9
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.11	-0.01	0	0	0	0	0	6.2	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.83	-1.51	6.1	0	0	5.4	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4	1.41	0	0	4.9	5.6	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.42	1.62	0	0	0	0	0	6.2	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.72	5.51	0	0	0	6.4	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.34	3.55	0	0	0	0	0	6.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.32	5.14	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.49	5.57	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.61	4.25	0	0	0	0	0	5.1	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.17	-6.04	0	0	6	0	5.3	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.86	5.67	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.72	5.82	0	0	4.9	6.6	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.53	0.48	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.59	-2.26	0	0	4.5	4.5	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.24	-3.19	0	0	0	7.2	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.45	-2.54	0	0	0	6.8	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.05	-1.48	6.2	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.83	-3.09	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.32	2.21	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.1	2.29	0	0	4.8	4.8	0	0	4.8
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.48	-4.04	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.19	5.54	0	0	0	5.8	0	5.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.49	4.4	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.89	2.44	0	0	0	0	0	5.7	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.78	0.85	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.4	-5.42	0	5.1	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.98	5.37	0	0	0	5.2	0	5.2	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.08	1.69	6.6	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.61	2.51	0	0	0	5.7	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.65	1.15	0	0	0	0	4.8	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.04	6.1	0	0	0	6.1	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-6.66	0.53	7.4	0	0	0	0	7	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.28	-2.42	5	5	3.9	0	0	5.3	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.99	-2.81	4.9	0	4.9	5.6	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.67	1.03	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.67	-2.89	0	0	5.1	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.08	1.14	0	0	0	0	0	4.9	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.5	-2.32	5.2	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.15	-0.45	0	0	0	6.1	0	5.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.44	-1.81	5.6	0	0	0	4.4	5.1	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.96	3.1	5	0	5.7	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.47	1.52	0	0	0	5.5	6.2	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.09	3.75	0	0	0	0	0	0	0
