day	Anno	celltype	UMAP_1	UMAP_2	marker:Gata6	marker:Pdgfra	marker:Sox17	up:Foxq1	up:Tfec	up:Hnf1b	up:Gata4	up:Sox7	up:Xbp1	up:Creb3l2	up:Hesx1	up:Runx1	up:Nfxl1	up:Zfp37	up:Meis3	down:Pou5f1	down:Nanog	down:Rest	down:Sox2	down:Mybl2	down:Zfp57	down:Klf2	down:Esrrb
E4.5	E45_Hypoblast	Hypoblast	4.15	1.32	1	1.5	0	3	4.1	3.6	3	0	4	2.3	3.8	1.3	0.1	0	1	4.2	0	1.5	0	1.3	0.2	0	0
E4.5	E45_Hypoblast	Hypoblast	5.09	1.22	2.3	1.4	1.9	2.2	3.9	1.6	3.7	0	3.5	2.1	2.8	1.2	1.3	1.2	0.5	4.4	0	2.7	0	2.3	0	0	0
E4.5	E45_Hypoblast	Hypoblast	5.66	2.23	2.3	2.5	2.2	3.5	3.9	3.2	3	3.4	3.6	1.8	3	2.9	1	2	1.9	2.2	0	1.8	0	2	0	0	0
E4.5	E45_Hypoblast	Hypoblast	4.78	2.45	3	3.9	0	2.2	3.9	2.8	1.4	3.2	3.1	3.2	2.8	1.7	3.4	2.5	1.6	2.7	0	3.5	2.9	2.2	0.4	0.7	0
E4.5	E45_Hypoblast	Hypoblast	3.8	1.7	3.6	2.3	0	2.5	4.1	2.2	2.5	1.5	2.9	0	3.4	0	1	3.2	0	3.4	0.1	2.1	0	0	0	0	0
E4.5	E45_Epiblast	Epiblast	15.17	-25.12	0	0	0	0	0	0	0	0	3.1	0	0	0	0	0.5	0	5.4	2.8	3.7	2	2.6	3.1	1.6	1.3
E4.5	E45_Hypoblast	Hypoblast	4.55	1.96	2.5	3.9	0	4	3.9	3.1	3.9	2.6	3.1	3.4	0	1.8	2	1.8	0.9	3.1	0	3.1	0	1.3	0	0	0
E4.5	E45_Epiblast	Epiblast	16.42	-25.11	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	4.5	2	4.3	3.1	2.1	0.6	2.4	0
E4.5	E45_Hypoblast	Hypoblast	4.64	1.86	3.7	3.1	2.6	3.7	3.1	2.7	3.4	2.7	3.2	3	1.3	0	2.4	2.1	1	3.4	1.3	2.1	0	1.5	0.2	0	0
E4.5	E45_Epiblast	Epiblast	15.11	-24.52	0	0	0	0	0	0	0.2	0	0	0	0	0.5	0	0	0	5.4	0.1	2.4	2.2	3.3	2.3	0	2.2
E4.5	E45_Epiblast	Epiblast	15.47	-23.69	2	0.2	2.2	1.3	0.8	1.3	2.4	2.3	3.5	0.8	0.1	0	1.5	0	0	4.5	4	4	2	2.3	2.4	3.1	2.5
E4.5	E45_Epiblast	Epiblast	16.48	-24.85	0.3	0	0	1.4	0	0	0	0	1.1	0	0	1.7	0	0	0	4.5	2.6	4.2	2.2	4	2.3	3.2	1.8
E4.5	E45_Hypoblast	Hypoblast	4.74	0.46	2.8	4.1	2.3	3.6	4.1	3.8	3.4	2.4	2.9	2.8	1.6	3	2.3	0.6	2.4	4.2	0	3	0	2.2	0	0	0
E4.5	E45_Hypoblast	Hypoblast	4.38	0.33	2.9	2.6	2.2	3.8	3.6	3.2	3.8	3	3.8	2.5	3	3.1	2.8	1.3	2.2	4.6	0	3.4	0	2.6	0	0	0
E4.5	E45_Hypoblast	Hypoblast	3.78	0.67	3.2	2.9	3.1	3.4	2.2	3.1	1.6	2.9	3.9	0	1.4	1.6	0.5	2.1	1.5	4.3	0	1.3	1.5	0.9	0	0	0
E4.5	E45_Hypoblast	Hypoblast	5.32	2.48	3.5	3.4	1.6	1.9	2.8	1.8	2.2	2.8	3.9	1	4	2.1	2.2	1.9	1	2.4	0	3.1	0	0	0	0	0
E4.5	E45_Epiblast	Epiblast	15.68	-25.68	0	0	0	0	0	0	0	0	1.9	0.1	0	0	0	0.8	0	5.2	3.1	4.3	2.7	3	2.8	1.8	3.2
E4.5	E45_Hypoblast	Hypoblast	5.68	0.02	3.3	3.1	2.3	2.1	2.6	3.8	4.1	3.2	3.4	2.3	2.2	2.2	3.1	1.3	2.7	4.7	0	1.3	0	3.2	0	0	0
E4.5	E45_Hypoblast	Hypoblast	4.03	0.8	3.3	2.1	3.6	2.4	3.3	1.8	2.9	3	3.2	1.2	0	2.2	2.8	1.7	1.3	3.1	0.1	3.3	0	2.5	0	0.2	0
E4.5	E45_Hypoblast	Hypoblast	4.48	1.1	3.5	3.7	0	1.9	2.3	3.1	3.6	2.2	3	2.3	2.9	2.5	0.2	2.3	0.2	4	0	2.9	0	0.4	0.3	0.3	0
E4.5	E45_Hypoblast	Hypoblast	6.12	2.72	1.6	1.8	0.9	4.1	3.8	2.9	2.6	3	3.9	3.5	1.4	2.8	2	2.2	1.8	2.4	0	1.1	0	0	0	0	0
E4.5	E45_Hypoblast	Hypoblast	5.05	2.25	2.4	3.4	0.4	0.1	2.6	2.6	3.1	2.9	4.4	1.6	2.8	2.3	1.6	0.9	1.1	2.7	0	1.9	0	2.4	0	0	0
E4.5	E45_Hypoblast	Hypoblast	5.93	0.83	3.1	3.8	3.1	2.3	3.2	2.8	3.6	3.6	4.3	1.2	2.9	3	0.8	1.9	0	3.4	0	2.3	0	2.8	2.9	0	2.7
E4.5	E45_Epiblast	Epiblast	16.46	-25.77	0	0	0	0	0	0	0	1.2	3.3	0	0	0	0.2	0	0	4.3	2.8	3.6	2.4	2.7	3	1.3	2.6
E4.5	E45_Epiblast	Epiblast	16.23	-25.69	0	0	0	0.1	0	0.8	0.4	0.3	2.4	0	0	0	0	0.3	0	5.2	2.7	4.1	2.6	4.3	3.3	2.5	2.8
E4.5	E45_Hypoblast	Hypoblast	5.68	1.66	3.1	1.1	3	2.4	4.3	2.6	0.5	3.5	3.7	0	3.4	0.2	1.2	1.9	0	3.6	0	1.3	0	2.1	0	0	0
E4.5	E45_Epiblast	Epiblast	15.63	-24.59	1.6	2.6	0	1.7	1.5	1	2.9	0.8	3.8	2.4	0	1.6	0	0.9	0.9	4.8	0	3.9	2.6	3.2	2.9	0	0.2
E4.5	E45_Hypoblast	Hypoblast	6.15	1.99	3.4	3	3.5	2.1	3	2.7	3.5	2	2.2	2.4	2	2.7	2.4	1.9	1.7	2.9	0	1.9	0.3	1.7	0.8	0	0
