day	Anno	celltype	UMAP_1	UMAP_2	marker:Cdx4	marker:Epha5	marker:Hes3	up:Hes3	up:Nkx1-2	up:Hoxb9	up:Sox2	up:Foxb1	up:Nr6a1	down:T	down:Tbx6	down:Msx2	down:Mixl1	down:Mesp1	down:Hes7	down:Klf5	down:Snai1	down:Hand1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.46	-4.74	0	0	2.4	2.4	3.3	0	2.4	0	0	3	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.84	-4.57	2.6	0	3.7	3.7	3.3	0	2	2	2	0	0	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.8	-0.41	0	0	0	0	0	2.3	2.3	0	3.2	3.3	1.7	1.7	0	0	2.7	1.7	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.3	4.05	2.3	0	0	0	2.3	0	2.3	0	2.3	3.6	0	2.3	0	0	0	0	0	2.3
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.44	1.66	3.7	2	2	2	3	2	0	3	2.7	4.7	0	0	0	2.7	4.3	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.48	-1.55	0	0	0	0	3.3	0	0	0	3.1	4.7	0	0	0	0	2.7	2.1	0	2.1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.34	-0.27	3.2	1.9	1.9	1.9	2.5	0	2.5	1.9	1.9	2.9	1.9	0	0	0	3.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.79	-1.13	2.1	2.1	2.1	2.1	3.1	2.1	0	0	2.7	0	0	0	0	2.1	2.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.44	-4.09	0	0	2.3	2.3	2.3	0	0	2.9	2.3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.37	1.86	2.1	0	2.1	2.1	3.6	0	2.7	2.1	0	2.1	0	0	0	0	2.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.38	2.09	0	0	2.6	2.6	0	0	2.6	3.3	0	3.9	0	0	0	0	3.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.98	3.51	2.4	2.4	0	0	3.1	0	0	0	3.1	2.4	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.54	-1.87	0	0	2.4	2.4	4.1	0	1.8	1.8	2.8	3.7	0	0	0	0	3.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.66	-0.3	3.2	1.9	0	0	3.4	1.9	0	1.9	3.2	4.7	2.5	0	0	0	2.5	3.2	0	1.9
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-6.03	-0.44	2	0	0	0	3.6	0	0	0	3	3.4	3	2.6	2.6	0	3.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.31	-0.87	2.7	0	0	0	3.2	0	0	0	2.7	3.8	0	0	1.7	1.7	2.3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.18	1.79	0	0	0	0	4.1	2.2	0	2.2	2.9	0	2.2	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.3	1.13	0	0	2.8	2.8	4.3	2.2	0	0	2.2	0	0	0	0	0	2.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.06	1.59	3.3	2	0	0	3.7	2	0	2.6	0	4	0	0	0	0	0	2.6	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.3	-1.79	1.9	1.9	0	0	3.4	0	1.9	2.9	1.9	4.3	1.9	0	0	0	2.5	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.32	-1.11	1.9	1.9	2.5	2.5	3.6	0	0	1.9	1.9	3.4	1.9	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.13	3.64	0	2.1	0	0	3.1	2.1	0	0	3.6	2.1	0	0	0	0	2.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.94	-1.32	3.5	3.5	2.6	2.6	3.5	2	0	2	2.6	2	0	0	0	2	3.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.65	0.27	0	3.1	2.7	2.7	3.8	2.1	2.7	0	2.1	2.7	0	0	0	0	0	2.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.5	-1.94	0	0	0	0	3.6	0	0	0	0	4	0	0	3.6	0	3.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.73	1.04	0	0	0	0	3.2	0	1.9	0	1.9	1.9	1.9	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.73	-4.19	0	0	1.9	1.9	3.4	0	1.9	1.9	0	0	0	0	0	0	0	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.32	0.89	3.3	0	0	0	4	0	0	2.6	0	4	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.61	-5.48	0	0	0	0	1.9	0	1.9	1.9	0	0	0	0	0	0	0	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.41	-1.24	3	2	2	2	3.3	2	0	2	2	3.5	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.16	-2.93	0	0	0	0	3	0	2.3	1.7	1.7	1.7	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.3	4.16	3.2	2.1	2.1	2.1	2.8	2.8	2.8	0	3.4	2.1	2.1	0	0	0	2.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.53	-1.75	0	2.9	2.3	2.3	2.3	0	2.3	2.3	2.9	2.9	0	0	0	0	2.3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.53	-3.9	0	1.9	1.9	1.9	3.4	0	1.9	1.9	1.9	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.55	3.73	3.3	2.8	2.5	2.5	3.1	2.8	0	0	2.5	3.1	0	1.9	1.9	0	3.3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.96	2.2	3	2.4	0	0	2.4	0	2.4	0	2.4	0	0	0	0	0	2.4	0	0	2.4
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.45	-1.37	2.8	2.8	2.8	2.8	3.5	2.8	2.8	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.43	2.08	0	0	2.4	2.4	3.7	0	0	0	3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	5.71	-1.91	2.9	0	0	0	3.3	0	2.2	2.2	0	3.8	0	0	0	0	3.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.28	-4.41	0	2.5	2.5	2.5	3.1	0	2.5	0	3.8	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.88	-0.12	3.1	0	0	0	3.5	2.4	0	0	3.1	3.1	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.37	-1.47	0	2.2	2.2	2.2	3.5	0	0	0	2.8	3.5	0	2.2	0	0	2.8	2.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.34	-3.18	2.6	0	3	3	3.5	0	0	2.6	2	2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.42	0.93	2.9	0	0	0	2.9	0	1.9	0	2.5	3.4	0	0	0	0	0	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.66	2.28	0	0	3.2	3.2	3.9	0	0	0	2.2	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.93	-2.93	2	0	2	2	3.5	0	3	0	0	2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.53	-5.08	0	0	2	2	3.2	0	2	2	2	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.3	3.8	4	0	2.2	2.2	2.2	3.5	2.2	0	2.2	3.7	0	0	0	0	3.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.24	2.53	2	0	0	0	2	2.7	0	0	2.7	3.7	0	0	0	0	2	2.7	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.13	-4.96	0	0	2.1	2.1	3.6	0	2.1	0	2.7	2.1	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.26	1.74	0	0	2.8	2.8	3.1	0	3.1	0	2.1	0	0	0	0	0	0	0	0	2.1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.84	-0.62	3.1	2.5	3.1	3.1	2.5	2.5	2.5	0	3.8	3.1	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.86	1.95	2.9	3.2	3.6	3.6	3.2	3.6	2.6	0	2.6	3.4	1.9	0	0	0	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.29	-4.55	0	0	0	0	3.9	0	1.9	1.9	1.9	3.8	1.9	1.9	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.46	1.66	0	0	2.4	2.4	3.7	0	3.1	2.4	2.4	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.5	-3.38	0	0	4.3	4.3	3	0	0	3	4	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.66	-2.1	0	2.9	0	0	3.8	0	2.9	0	3.3	0	0	0	0	0	2.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.66	-4.57	0	0	2.4	2.4	0	0	2.4	2.4	0	0	0	0	0	0	0	0	0	2.4
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.55	4.34	3.6	2.3	0	0	3	3	0	0	2.3	3.4	0	3	0	0	3.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.42	2.99	2.1	0	3.2	3.2	3.4	2.1	2.1	2.8	2.8	0	0	0	0	0	2.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.37	-1.42	0	2.5	2.9	2.9	3.1	3.5	1.9	2.9	2.5	3.1	0	0	0	0	2.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.32	-1.07	3.7	1.9	2.5	2.5	3.4	2.9	2.5	0	3.1	2.5	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.75	-1.99	0	0	0	0	4.1	0	2.4	2.4	3.4	3	0	0	0	0	2.4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.89	-1.94	2.6	0	2.6	2.6	3.2	0	0	0	2.6	3.9	2	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.56	-4.93	0	0	3	3	3.9	1.8	0	1.8	3.7	0	0	0	0	0	1.8	1.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.04	-5.41	0	0	2.9	2.9	3.1	0	2.9	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.35	-0.41	0	2.5	0	0	3.8	0	2.5	2.5	2.5	2.5	0	0	0	0	2.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.6	-0.69	2.6	0	2	2	3.3	0	2	0	3.3	2	0	0	0	0	0	0	0	2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.33	-3.64	0	0	2.8	2.8	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.24	-4.82	0	0	3.3	3.3	3.7	0	1.8	0	2.4	2.4	0	0	0	0	0	0	0	1.8
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.44	3.94	1.8	0	2.4	2.4	3.7	0	0	0	2.8	2.8	0	1.8	0	0	2.4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.01	-0.57	0	0	2	2	3.6	0	0	0	2	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.61	1.92	2.3	3.3	0	0	3.6	2.9	0	0	2.3	0	0	0	0	0	2.3	2.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.16	-5	0	0	2.4	2.4	3.3	0	0	1.8	1.8	1.8	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.83	2.1	3	0	0	0	3.7	0	0	0	3	2.4	0	0	0	0	3	0	0	3
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.69	-1.53	2.7	0	2.7	2.7	3.6	0	0	0	2.9	2.3	0	0	0	0	3.3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.13	-1.75	2.3	1.7	0	0	3	0	2.7	1.7	2.3	3.5	1.7	0	0	0	3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.03	2.09	0	2	2	2	2	0	0	0	0	2.6	0	0	0	0	2	0	2	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.86	0.05	0	0	3.1	3.1	3.4	2.1	2.1	2.1	2.7	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.03	4.56	2	0	0	0	2	3	0	0	0	0	0	0	2	0	3	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.77	0.69	1.9	3.4	0	0	3.6	2.9	0	0	2.9	2.9	0	1.9	0	0	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.15	-0.08	0	2.8	2.8	2.8	3.5	0	0	0	2.8	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.07	1.57	0	0	2.3	2.3	2.3	2.9	0	0	2.3	4.4	0	0	2.3	0	3.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.69	4.97	3.2	0	0	0	0	0	2.1	0	2.8	3.2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.76	-0.46	3	2.8	0	0	3.6	3.4	1.8	2.4	2.4	3.8	0	0	0	0	2.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.35	4.8	0	0	0	0	0	2.2	0	0	2.2	2.2	0	2.9	0	0	0	2.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.28	-1.87	2.8	2.2	1.6	1.6	3.8	1.6	1.6	0	2.2	2.8	0	1.6	0	0	2.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.46	-0.28	0	0	2.2	2.2	3.9	0	2.8	0	2.8	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.13	-1.51	0	0	3.2	3.2	3.2	0	2	2.6	3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.2	2.4	0	0	0	0	3.2	0	0	0	2.2	2.2	0	0	0	0	0	2.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.41	-5.11	0	0	3	3	2.6	0	0	2	2.6	0	0	0	0	0	0	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.3	-4.36	0	0	2	2	2.6	0	2	0	2	2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.37	-5.11	0	0	1.9	1.9	3.7	0	1.9	2.5	1.9	3.2	0	0	0	0	2.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.9	-4.18	0	0	2.5	2.5	2.9	0	1.9	0	2.9	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.64	1.38	2.2	2.2	0	0	3.2	0	0	0	0	3.5	0	0	0	0	2.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.44	-0.31	0	0	2.3	2.3	3.6	2.3	2.3	0	3	2.3	0	0	0	0	2.3	3	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.87	-0.04	0	0	0	0	3.6	2	0	0	3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.04	-2.98	1.8	0	2.4	2.4	2.4	0	2.4	1.8	2.8	1.8	0	0	0	0	2.4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.35	1.02	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.74	1.06	1.6	0	2.9	2.9	3.2	1.6	0	0	3.1	1.6	0	0	0	0	0	2.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.2	-4.36	0	0	0	0	2.8	0	2.8	0	3.4	0	0	0	0	0	0	2.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.41	0.42	3.7	2.5	1.9	1.9	4.1	1.9	2.5	0	2.5	1.9	0	0	0	0	3.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.26	1.97	3	0	2.3	2.3	3.6	2.3	0	0	2.3	2.3	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.77	3.08	2	0	0	0	3	2	0	0	2.6	0	0	2	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.68	1.83	3.3	0	0	0	3.7	2	0	2.6	3	2	0	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.8	-2.31	2.7	2.1	2.1	2.1	2.1	2.4	1.5	2.1	2.1	0	0	0	0	1.5	0	0	0	1.5
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.01	0.18	2	0	0	0	2	0	3.3	2	0	2.6	0	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.3	2.19	2	0	2	2	3	0	0	0	2	2.6	0	0	0	0	3.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.84	-2.19	2.9	1.9	2.9	2.9	2.9	1.9	0	0	3.4	3.4	0	0	0	0	0	0	0	1.9
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.72	-1.67	1.9	1.9	2.5	2.5	4.2	2.5	2.5	0	2.9	1.9	0	0	0	0	0	2.5	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.16	-0.89	0	0	0	0	2.7	2.7	2.7	0	0	4.2	3.1	0	2	0	3.9	0	2	2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.74	1.1	2.6	0	0	0	3.2	0	0	2.6	2.6	2.6	0	0	0	0	3.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.91	-2.7	2.6	1.7	2.3	2.3	3.1	0	1.7	0	2.3	0	0	0	0	0	0	1.7	1.7	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.69	0.85	0	2	2	2	3	0	0	0	2.6	2	0	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.78	-1.69	2.5	2.9	0	0	3.7	1.9	2.5	0	2.9	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.53	3.19	3.7	2.5	0	0	2.5	1.9	0	0	3.4	4.6	0	1.9	2.9	0	1.9	3.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.33	1.66	3.3	3	3	3	3.5	2.6	2	0	0	3.5	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.28	-5.55	0	0	2.5	2.5	3.4	0	2.9	0	3.7	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.78	-3.63	3.5	3.7	0	0	2.6	0	2	0	2.6	2	0	0	0	0	2.6	0	2	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.75	0.4	2.7	2.1	2.1	2.1	3.4	2.7	0	0	3.6	3.1	0	0	0	0	0	2.7	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.31	-0.72	2.9	2.5	3.4	3.4	3.4	0	0	0	1.9	2.9	0	0	0	0	1.9	0	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.5	5.89	0	1.9	1.9	1.9	2.9	0	1.9	1.9	1.9	2.5	0	0	0	0	3.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.14	-3.74	0	0	1.6	1.6	3	0	0	0	1.6	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.32	-2.29	3.2	0	0	0	2.8	0	2.8	0	2.8	2.2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.18	3.41	2.2	2.8	2.2	2.2	3.2	0	0	0	2.2	0	0	0	0	0	2.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.33	-1.2	2	2	2	2	2.7	2	2	0	2.7	2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.66	5.78	3.4	0	0	0	3.4	0	0	2.7	3.4	3.4	0	0	2.7	0	2.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.62	1.38	0	0	2.1	2.1	3.2	0	0	2.1	2.8	2.1	0	0	0	0	3.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.86	2.23	0	0	0	0	3	2.6	2	0	3	2.6	0	0	0	0	2.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.31	3.47	3.7	2	0	0	3	2.6	0	0	2	4.1	0	2.6	0	0	2	2	0	2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.57	5.16	2.6	0	2	2	3.8	3.5	0	0	0	2	0	2	0	0	2	3.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.92	-2.92	0	0	2	2	3.3	0	0	2	0	3.5	0	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.48	-1.46	2.3	0	1.7	1.7	3.5	2.3	1.7	1.7	3.3	4.2	0	0	0	0	2.3	0	1.7	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.75	-0.68	2.5	0	2.5	2.5	3.6	3.2	0	0	3.2	2.5	0	0	0	0	0	2.5	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.04	-4.32	0	0	2.7	2.7	2.7	0	0	1.7	2.9	1.7	0	0	0	0	3.3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.34	-0.23	1.8	0	0	0	3	0	1.8	0	0	4.6	1.8	0	0	1.8	3.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.98	2.64	0	0	2.3	2.3	3.3	0	2.3	0	2.9	2.3	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.61	-0.74	3.1	2.1	2.1	2.1	3.1	2.7	0	3.1	2.7	3.9	0	0	2.1	0	2.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.75	4.7	3.2	1.9	2.6	2.6	3.4	2.6	1.9	0	2.6	1.9	0	2.9	0	0	1.9	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.39	1.34	2.1	0	0	0	3.1	2.1	2.1	2.7	0	3.6	0	0	0	0	3.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.43	3.86	0	0	2.8	2.8	3.4	2.1	2.1	0	0	3.8	0	2.1	2.8	0	2.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.17	-0.58	0	0	0	0	3.3	0	1.8	2.4	1.8	3.1	0	0	0	0	2.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.52	4.5	2.1	2.1	0	0	3.4	3.6	0	0	2.8	3.1	0	2.1	0	0	3.1	2.1	2.1	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.15	0.49	2.9	1.9	1.9	1.9	3.7	0	0	0	1.9	3.3	0	0	0	0	3.3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.94	2.25	2.4	2.4	2.8	2.8	2.8	2.4	0	0	1.8	4.1	0	0	0	0	3.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.87	-5.58	0	0	2.5	2.5	3.4	1.9	1.9	1.9	2.5	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.61	5.64	0	0	0	0	3.5	0	3.1	3.1	2.4	2.4	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.85	-1.52	2.9	2.6	2.9	2.9	3.4	1.9	1.9	2.9	3.2	1.9	0	0	0	0	1.9	0	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.16	-5.33	1.8	0	1.8	1.8	3.2	0	2.4	0	0	1.8	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.78	2.38	2	0	2	2	2.6	0	0	2.6	2	2	2	0	0	0	3	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.84	-1.14	2.5	0	0	0	2.5	2.5	0	2.5	3.5	4.2	0	0	0	0	3.1	0	0	0
