day	Anno	celltype	UMAP_1	UMAP_2	marker:Cdx4	marker:Epha5	marker:Hes3	up:Hes3	up:Nkx1-2	up:Hoxb9	up:Sox2	up:Foxb1	up:Nr6a1	down:T	down:Tbx6	down:Msx2	down:Mixl1	down:Mesp1	down:Hes7	down:Klf5	down:Snai1	down:Hand1
E8.25	E825_NMP	NMP	0.63	3.12	3.7	2.2	4.3	4.3	2.8	2.8	0	2.2	2.2	0	0	0	0	0	3.7	0	0	0
E8.25	E825_NMP	NMP	-3.05	0.63	4.3	3.3	2.7	2.7	2.7	3	2	2	0	3.7	0	0	0	0	3.5	0	0	0
E8.25	E825_NMP	NMP	2.79	1.26	3.4	2.6	2	2	3	2	2	0	0	0	0	0	0	0	3.2	0	0	0
E8.25	E825_NMP	NMP	-2.08	2.25	4.2	0	2	2	2	3	2	2	3.3	3.5	2	0	0	0	2.6	0	2	0
E8.25	E825_NMP	NMP	-0.97	4.08	4	2.5	3.5	3.5	2.5	2.5	0	2.5	3.2	2.5	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-2.87	2.19	4.4	2.7	0	0	3.6	4.1	2.1	3.1	2.1	3.6	0	0	0	2.1	3.8	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.94	-2.12	3.3	2.1	3.1	3.1	1.5	0	2.9	2.1	2.1	2.7	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-0.6	2.36	4.3	0	2.1	2.1	2.1	3.4	2.1	2.7	2.7	2.7	0	0	0	0	2.1	0	0	0
E8.25	E825_NMP	NMP	-0.98	-0.21	4.3	3.7	3	3	4.1	3.4	3	3	3.9	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.41	-1.14	4.2	2.4	3.3	3.3	2.4	3.8	2.4	3.1	3.5	2.4	0	0	0	0	2.4	0	0	0
E8.25	E825_NMP	NMP	-0.22	0.61	3.9	3.4	3	3	3.4	3.7	0	0	2.4	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-3.21	4.27	4.4	2	2.6	2.6	2	3	0	2	2	4.1	0	3	2	2	2	2	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.46	-2.77	2.1	0	3.8	3.8	0	0	2.1	2.1	0	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	0.18	-1.3	3	0	3	3	3	0	0	0	2.3	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	5.28	-2.43	0	0	3.7	3.7	2.4	0	2.4	3	3	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.92	-1.7	4.3	2.9	2.9	2.9	3.2	2.2	2.2	2.2	3.5	0	0	0	0	0	2.9	0	0	0
E8.25	E825_NMP	NMP	0.18	-2.67	3.5	2.6	3.3	3.3	4.2	3	2.6	2	3	0	0	0	0	0	2.6	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.72	-3.47	3.7	2	3.3	3.3	4	3.7	2.6	0	3	0	0	0	0	0	3	2	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.8	0.01	3.2	0	2	2	2	0	2	3.2	0	0	0	0	0	0	2	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.23	-3.55	0	0	3.9	3.9	2.5	0	2.5	2.5	1.9	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-4.51	0.28	3.4	2.8	0	0	2.1	2.1	0	2.1	3.8	4.1	2.1	0	0	0	2.1	0	0	0
E8.25	E825_NMP	NMP	1.39	3.05	4.2	0	4.7	4.7	2.1	3.4	2.1	3.6	2.8	0	0	0	0	0	2.8	0	0	0
E8.25	E825_NMP	NMP	-5.61	-1.22	3.1	2.7	0	0	3.1	3.4	2.1	2.1	3.4	3.8	2.1	0	0	0	3.1	2.1	0	0
E8.25	E825_NMP	NMP	0.62	5.23	4	2.5	2.2	2.2	1.6	2.5	1.6	2.8	2.8	3	0	2.5	0	1.6	1.6	0	0	0
E8.25	E825_NMP	NMP	-1.82	3.97	3.5	2.9	3.9	3.9	2.2	2.2	0	0	2.9	0	0	2.9	0	0	2.9	0	0	0
E8.25	E825_NMP	NMP	-2.03	3.22	3.8	2.8	3.2	3.2	2.2	0	0	3.8	0	3.4	0	0	0	0	3.2	0	0	0
E8.25	E825_NMP	NMP	3.14	-1.2	3.6	2.9	2.9	2.9	2.9	0	0	2.9	3.6	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-0.72	3.76	3.5	2.6	3.9	3.9	2.6	3.2	2	0	3	3	0	0	0	0	2	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.92	-3.47	2.9	0	3.8	3.8	2.6	0	0	2.9	3.6	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-3.06	0.02	4.3	2.7	3.5	3.5	2	2.7	0	2	3.1	2	0	0	0	0	3.5	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.75	-1.93	3.6	3.3	0	0	2.3	4.4	3.3	3	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.45	1.25	2.9	0	4	4	4	2.9	2.9	0	3.6	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.23	-2.67	3.4	2.7	2.7	2.7	2.7	3.8	0	0	2.7	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	0.4	3.57	4.4	2.1	3.1	3.1	3.4	3.8	0	0	2.1	2.1	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	1	-0.44	0	2.2	2.2	2.2	2.9	2.2	0	0	3.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.36	-0.38	2.4	2.4	3.7	3.7	0	0	2.4	2.4	0	0	0	0	0	0	0	0	2.4	0
E8.25	E825_NMP	NMP	-1.91	-3.24	2.9	2.6	2.9	2.9	3.2	3.6	0	0	1.9	2.9	0	1.9	0	0	2.6	2.6	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.42	-2.79	3.4	2.1	2.8	2.8	3.4	3.1	3.1	2.1	2.1	2.1	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-2.15	0.99	3.6	2.3	3.8	3.8	3.6	3.3	2.9	2.9	0	2.9	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	0.93	3.58	3.9	0	0	0	2.9	0	2.9	0	3.5	0	0	0	0	0	3.5	0	0	0
E8.25	E825_NMP	NMP	-0.39	3.19	4.2	3.2	2.9	2.9	2.2	3.5	2.2	0	3.5	0	0	0	0	0	2.9	0	0	0
E8.25	E825_NMP	NMP	-0.97	2.14	4.1	3.4	3.9	3.9	3.4	2.5	1.9	1.9	2.5	1.9	0	0	0	0	3.2	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.65	-3.5	3.6	0	2.9	2.9	3.8	2.9	0	0	3.3	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-4.85	-0.23	4.2	2.7	0	0	2.1	3.4	0	3.4	3.6	4.3	2.7	0	0	0	2.7	0	0	2.1
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.68	-5.07	0	2	3	3	3.3	0	2.6	0	2	0	2	0	0	0	0	2.6	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.49	-3.94	3.9	2.3	3.2	3.2	3.9	3.5	2.7	3	3	1.7	0	0	0	0	1.7	0	0	0
E8.25	E825_NMP	NMP	0.15	-0.18	3.8	2.3	2.3	2.3	3.6	3.6	2.3	0	3	2.3	0	0	0	0	3	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.6	-1.84	2.7	0	3	3	2.7	2.7	0	2.7	3.3	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.81	2.09	4.6	3	4.2	4.2	0	3.6	0	2.3	3	3.9	2.3	0	0	0	2.3	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.54	-3.11	3.8	2	3.9	3.9	3.2	3.6	3.2	2	3.2	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	2.9	-0.56	0	0	2.9	2.9	3.5	3.5	2.9	3.5	2.9	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	2.71	1.18	3.4	2.7	2.7	2.7	3.8	0	2.1	2.1	2.1	0	0	0	0	0	3.1	0	0	0
E8.25	E825_NMP	NMP	-2.53	3.87	4.3	3	0	0	3	3	0	0	0	3.4	0	3	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-0.91	-2.95	4.3	2.8	2.5	2.5	3.5	3.3	2.5	1.8	3.3	1.8	0	0	0	1.8	2.5	0	0	0
E8.25	E825_NMP	NMP	0.17	0.74	0	2.8	0	0	3.6	2.1	0	0	2.8	2.8	0	0	0	2.1	0	0	0	0
E8.25	E825_NMP	NMP	-1.62	1.99	2.8	2.2	0	0	2.2	3.2	0	0	0	4.2	2.8	0	0	2.2	3.7	0	2.2	0
E8.25	E825_NMP	NMP	3.83	0.25	3	2.7	2	2	3.3	3	2	2.7	2.7	0	0	0	0	0	2	0	0	0
E8.25	E825_NMP	NMP	-5.21	1.85	4.2	3.6	0	0	2.4	3.6	0	2.8	3.1	4.2	3.3	0	0	0	2.4	0	0	0
E8.25	E825_NMP	NMP	4.07	-0.32	2.6	0	2.6	2.6	3.3	3.7	0	3.3	2.6	0	2.6	0	0	0	2.6	0	0	0
E8.25	E825_NMP	NMP	-2.37	-0.17	4.4	0	2.6	2.6	3.3	4.2	2.6	0	2.6	0	0	0	0	0	3.7	0	0	0
E8.25	E825_NMP	NMP	-2.42	-0.81	3.9	3.6	0	0	0	2.7	2.1	3.4	3.1	3.4	0	0	0	0	2.1	0	0	0
E8.25	E825_NMP	NMP	1.91	1.94	2.4	0	3.5	3.5	3.5	2.4	0	0	2.4	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	1.45	-1.25	3.6	2.5	1.9	1.9	2.5	2.5	1.9	1.9	2.5	2.5	0	0	0	0	0	1.9	0	0
E8.25	E825_NMP	NMP	-3.3	-0.79	4	2.8	1.8	1.8	3.1	3.1	0	2.4	3.6	3.7	0	0	2.4	0	2.8	1.8	0	1.8
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.82	-0.39	2.7	0	3.6	3.6	3.1	2.7	0	2.1	2.1	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.11	-4.27	2.5	0	1.9	1.9	3.4	0	1.9	0	2.9	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	0.48	-0.8	0	0	3.4	3.4	4.2	2.1	0	2.7	2.1	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.55	-0.2	3.7	3.3	3.1	3.1	3.3	3.1	2.7	2.1	2.1	0	0	0	0	0	3.1	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.9	-0.54	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-3.61	-0.91	4.3	3.3	2.6	2.6	3.5	3.7	0	0	4	3.3	0	0	0	0	2.6	0	0	0
E8.25	E825_NMP	NMP	-0.86	-1.55	4.1	2	2	2	3.2	3	3	2	3.2	0	0	0	0	0	3.5	0	2	0
E8.25	E825_NMP	NMP	-0.29	3.15	2.9	2.9	0	0	2.9	3.6	0	3.6	2.9	3.6	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.97	-2.87	0	2.2	0	0	3.2	0	3.2	3.2	3.5	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	2	2.56	3.7	0	3.4	3.4	2.4	3.7	3	0	3	0	0	0	0	0	2.4	0	0	0
E8.25	E825_NMP	NMP	1.46	-0.48	2.6	3.3	0	0	3.3	3.7	2.6	3.7	0	0	0	0	0	0	0	2.6	0	0
E8.25	E825_NMP	NMP	3.78	-0.75	3.5	0	3.5	3.5	2.8	3.5	0	3.5	2.8	0	0	0	0	0	2.8	0	0	0
E8.25	E825_NMP	NMP	2.99	0.9	2.7	0	3.9	3.9	3.9	3.6	2.7	2.1	2.7	0	0	0	0	0	2.1	2.1	0	0
E8.25	E825_NMP	NMP	0.16	-0.06	0	0	0	0	2.9	4.6	0	2.3	3.3	0	0	0	0	0	2.9	0	0	0
E8.25	E825_NMP	NMP	-2.87	1.98	3.7	2.6	2.6	2.6	2.6	3.5	0	2	3.5	0	0	2	0	0	2.6	2	0	2
E8.25	E825_NMP	NMP	0.62	-1.97	3.7	3.2	3.4	3.4	2.5	3.4	1.9	2.5	2.9	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-2.12	4.77	3.4	0	3.4	3.4	2.8	3.2	0	0	3.2	3.4	0	2.1	0	0	2.1	2.1	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.94	0.35	2.2	0	2.9	2.9	3.3	0	0	0	3.3	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-2.72	2.67	4.5	0	2.7	2.7	0	3.3	0	0	3	4.5	2	0	0	0	4.1	0	0	0
E8.25	E825_NMP	NMP	4.44	0.91	3.4	2.4	3	3	3.7	2.4	3	0	3	0	0	0	2.4	0	0	0	0	0
E8.25	E825_NMP	NMP	3.18	1.66	3.5	2.2	2.2	2.2	3.2	2.8	2.2	0	2.8	2.2	0	0	0	0	0	0	2.2	0
E8.25	E825_NMP	NMP	1.71	-2.23	0	0	2.8	2.8	3.7	0	2.2	2.2	3.2	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.6	0.91	0	0	0	0	2.4	3	0	0	3	3.9	2.4	0	3	0	4.1	0	0	0
E8.25	E825_NMP	NMP	-1.3	-2.57	3.7	4.1	0	0	4.3	3.6	2.1	2.1	2.7	0	0	0	0	0	2.1	0	0	0
E8.25	E825_NMP	NMP	2.76	1.03	3.2	0	4	4	2.8	2.8	0	3.2	2.2	0	0	0	0	0	2.8	0	0	0
E8.25	E825_NMP	NMP	-2.66	4.62	3.4	3.8	0	0	3.4	2.8	0	0	0	3.4	0	3.8	3.4	0	0	0	0	2.8
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.43	0.4	2.2	0	3.5	3.5	2.2	2.2	0	2.2	2.2	0	0	0	0	0	2.2	0	0	0
E8.25	E825_NMP	NMP	4.06	1.14	3.2	2.5	3.2	3.2	0	3.6	3.6	0	3.2	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-4.63	2.72	3.8	3.1	2.4	2.4	2.4	1.8	0	2.4	2.8	3.6	1.8	1.8	0	0	3.1	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.16	-2.96	2.8	0	2.8	2.8	3.8	0	0	3.4	2.8	0	0	0	0	0	2.1	0	0	0
E8.25	E825_NMP	NMP	-3.02	-0.69	4.3	3.6	0	0	0	3.6	2.9	0	3.6	0	0	0	0	0	2.9	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.54	-2.24	3.5	2	3.3	3.3	3.3	3.5	2.6	2	3.5	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	1.45	2.31	3.1	3.6	3.4	3.4	2.7	3.8	2.1	2.7	3.8	2.7	0	0	0	2.1	3.6	0	0	0
E8.25	E825_NMP	NMP	-2.11	4.5	3.5	2.7	2.7	2.7	3.3	2	0	0	3	3.5	0	2.7	0	2	3	0	0	0
E8.25	E825_NMP	NMP	-1.68	3.18	2.9	1.9	1.9	1.9	3.4	3.2	0	1.9	3.2	2.5	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.55	-0.2	3.3	2.9	2.9	2.9	0	2.3	2.9	0	2.9	0	0	0	0	0	2.9	0	0	0
E8.25	E825_NMP	NMP	-5.26	0.62	4.3	2	0	0	3.8	3.3	2	2	2	4.5	2.6	0	0	0	3	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.92	-2.58	0	2.6	3.4	3.4	3.1	0	1.6	0	1.6	0	0	0	0	0	0	1.6	0	0
E8.25	E825_NMP	NMP	-4.12	1.36	3.9	0	3	3	3	3	0	2.4	3.4	4.4	3	0	2.4	0	3.9	0	0	0
E8.25	E825_NMP	NMP	-3.43	-0.52	3.9	2.4	3.6	3.6	3.2	2.4	1.8	2.4	3.4	2.8	1.8	0	0	1.8	3.7	0	1.8	0
E8.25	E825_NMP	NMP	-1.82	0.1	4.3	3	3	3	3.4	3.8	2.6	0	3	2	0	0	0	0	3.4	0	0	0
E8.25	E825_NMP	NMP	-1.58	2.09	4.1	2.1	3.7	3.7	2.8	3.8	0	2.1	2.8	3.8	0	0	0	0	3.7	0	0	0
E8.25	E825_NMP	NMP	0.58	-1.09	2.9	3.8	2.9	2.9	4	3.6	0	2.3	2.3	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.18	-2.38	3.4	3.1	3.8	3.8	2.7	3.9	2.7	0	3.1	0	0	0	0	0	2.1	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.7	-2.39	2.7	2	3.7	3.7	2	2.7	3	2.7	2.7	0	0	0	0	0	2	0	0	0
E8.25	E825_NMP	NMP	-2.97	-0.36	3.9	3.2	3	3	3.2	2	2	3	3.5	2	0	0	0	2	2.6	0	0	0
E8.25	E825_NMP	NMP	-1.35	-1.18	3.4	4	2.3	2.3	3	2.3	2.3	0	3	0	0	0	0	0	2.3	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.85	-3.63	2.9	0	2.9	2.9	2.9	0	1.9	1.9	2.6	0	0	1.9	0	0	0	0	0	0
E8.25	E825_NMP	NMP	2.1	1.53	3.8	3.1	4	4	3.1	3.1	2.5	0	3.5	0	0	0	0	0	3.1	0	0	0
E8.25	E825_NMP	NMP	2.89	0.22	3.4	0	2.4	2.4	2.4	3	0	2.4	3	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-3.03	1.36	4.3	2.9	1.9	1.9	2.9	3.8	1.9	1.9	2.6	2.9	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-2.22	2.14	3.9	2.9	0	0	2.2	3.5	0	2.2	2.2	3.5	0	0	2.2	3.3	2.9	0	0	0
E8.25	E825_NMP	NMP	-3.19	3.59	3.5	3.5	0	0	0	0	0	0	0	3.5	2.2	2.2	0	0	2.9	0	0	0
E8.25	E825_NMP	NMP	2.59	1.01	2.6	3.3	0	0	2.6	0	2.6	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-2.77	-2.24	3.1	0	2.1	2.1	3.1	2.7	2.7	2.7	2.1	3.4	0	0	0	0	0	2.1	0	0
E8.25	E825_NMP	NMP	-0.97	2.61	3.5	0	3.7	3.7	3.2	2.8	2.2	0	2.2	2.2	0	0	0	0	0	0	2.2	0
E8.25	E825_NMP	NMP	-4.98	-0.68	2.3	0	0	0	3.6	3.6	0	2.3	2.3	4.3	2.9	0	0	0	4.2	0	0	0
E8.25	E825_NMP	NMP	2.11	-0.04	3.5	3.3	0	0	3.5	3.5	2.9	2.9	2.2	2.2	0	0	0	0	2.2	0	0	0
E8.25	E825_NMP	NMP	-2.95	2.35	4.2	4.1	0	0	3.2	3.6	0	0	2.8	0	0	0	0	0	3.4	0	0	0
E8.25	E825_NMP	NMP	-0.67	-1.46	3.3	2.4	3.3	3.3	3.1	3.1	1.8	2.4	3.1	0	0	0	0	0	2.8	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.61	2.28	3	0	4.5	4.5	3	0	0	3.6	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.84	-2.06	3.7	2.1	3.3	3.3	3.7	3.7	3.3	2.1	3.3	0	0	0	0	0	2.1	2.1	2.1	0
E8.25	E825_NMP	NMP	0.96	-0.78	0	0	0	0	3	0	2.4	2.4	3.4	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	3.72	0.62	3.7	2.8	4.3	4.3	3.7	3.5	2.2	0	2.8	2.2	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-0.24	-2.86	3.2	3.2	2.5	2.5	3.7	2.5	3.2	1.9	3.2	1.9	0	0	0	0	1.9	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.76	-0.9	3.2	2.1	3.4	3.4	2.8	2.8	0	0	2.8	0	0	0	0	0	0	0	2.1	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.46	-1.4	2.9	2.6	3.2	3.2	2.9	3.7	2.6	1.9	3.6	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-3.84	1.01	3.7	2	2.4	2.4	2	0	2.8	1.4	2.4	3.9	2.6	0	1.4	0	3	0	0	0
E8.25	E825_NMP	NMP	-3.61	4.08	3	0	0	0	0	0	0	0	0	4.3	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	1.13	1.32	3	3.5	0	0	4	3.5	0	0	3.3	2	2	0	0	0	3.3	2	0	0
E8.25	E825_NMP	NMP	-2.61	-0.91	3.8	2.6	3.8	3.8	3.3	2.6	0	3	3	2	0	0	0	0	2	0	0	0
E8.25	E825_NMP	NMP	2.47	-0.34	4.5	2.8	2.2	2.2	3.5	3.2	0	2.8	2.2	0	0	0	0	0	0	0	0	2.2
E8.25	E825_NMP	NMP	2.18	-0.35	3.7	0	3.2	3.2	3.6	3.7	2.6	1.9	3.4	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.51	-1.72	2.9	2.5	2.9	2.9	3.2	2.9	1.9	0	3.4	0	0	0	0	0	0	1.9	0	0
E8.25	E825_NMP	NMP	-3.17	-2.38	3.1	3.4	2.1	2.1	4.3	3.6	2.7	2.1	3.6	3.8	0	0	0	0	2.7	0	0	0
E8.25	E825_NMP	NMP	0.03	3.92	3.9	3.2	2.7	2.7	3.7	3.4	1.8	1.8	2.7	2.4	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-3.65	2.51	4.8	3.1	0	0	2.1	2.7	2.1	2.1	3.1	4.2	2.1	0	0	2.7	4.6	0	0	2.1
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.72	-3.52	1.7	1.7	4	4	3.1	1.7	2.7	1.7	3.1	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	2.04	0.46	4.5	0	3.8	3.8	2.3	3.6	2.3	2.3	3	0	0	0	0	0	2.3	0	0	0
E8.25	E825_NMP	NMP	-2.78	-0.82	3.8	3.3	3.1	3.1	3.3	3.6	1.8	1.8	2.8	1.8	0	0	0	0	3.1	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.89	-0.95	0	0	2.9	2.9	2.9	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-2.92	1.39	3.8	1.6	2.2	2.2	2.8	3.2	2.6	2.2	3.6	0	0	0	0	0	2.6	0	0	0
E8.25	E825_NMP	NMP	-3.39	3.27	4.2	3.9	0	0	3	3	0	2.7	3	3.3	0	3	0	0	3.5	2	0	2
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.72	0.92	2.9	2.9	4	4	2.9	0	2.9	0	2.9	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-0.96	3.17	4.2	0	0	0	3.5	3.1	0	3.1	3.1	3.5	0	0	0	0	3.5	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.69	-2.6	2	0	2.6	2.6	0	0	2.6	2.6	0	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	4.47	0.74	3.9	2.7	4.2	4.2	3.6	3.1	0	0	2.1	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.74	0.31	3.6	3.2	3.2	3.2	3.8	2.9	2.6	3.2	2.9	0	0	0	0	0	2.9	0	0	0
E8.25	E825_NMP	NMP	0.96	-2.3	3.1	2.4	3.1	3.1	4.3	3.1	3.1	2.4	2.4	0	0	0	0	0	2.4	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.31	-2.18	3.2	2.5	3.6	3.6	2.5	0	3.2	3.2	3.2	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.79	5.03	3.8	2.2	3.9	3.9	3.3	0	0	2.9	2.2	0	0	0	0	0	2.9	0	0	0
E8.25	E825_NMP	NMP	-2.11	0.83	4.2	2.5	3.4	3.4	3.6	2.9	1.9	1.9	1.9	1.9	0	0	0	0	1.9	0	0	0
E8.25	E825_NMP	NMP	-3.66	0.25	4.1	0	3.2	3.2	2.6	3.2	3	0	3	3.2	0	0	0	2	2	0	0	0
E8.25	E825_NMP	NMP	-2.95	-1.18	0	2.6	0	0	4.2	0	2.6	0	3.7	0	0	0	0	0	3.3	0	0	0
E8.25	E825_NMP	NMP	0.23	-1.1	3.5	0	4.4	4.4	4.1	3.8	2.6	3	3.6	0	0	0	0	0	3	0	0	0
E8.25	E825_NMP	NMP	-2.6	-0.55	4	2.4	3.8	3.8	2.8	2.8	2.4	3.4	1.8	2.8	0	0	0	0	3.1	0	0	0
E8.25	E825_NMP	NMP	-4.78	-0.31	3.7	3.4	2.4	2.4	2.4	2.4	0	0	3.7	3.7	2.4	0	0	0	4.3	0	0	0
E8.25	E825_NMP	NMP	-0.85	0.72	3.4	0	3	3	4.1	2.4	0	0	3	0	0	0	0	0	2.4	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.39	-3.45	2.7	1.7	2.7	2.7	3	1.7	2.3	0	3.4	1.7	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	3.06	-1.01	3.9	0	0	0	2.8	2.8	0	0	4.1	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-3.04	1.18	4.4	3.8	3.4	3.4	2.7	3.1	0	2.1	3.1	4	0	0	0	0	2.1	0	0	0
E8.25	E825_NMP	NMP	-0.56	3.91	3.9	2.4	3	3	2.4	3	0	3	3	2.4	0	0	0	0	3.4	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.11	-3	2.1	2.1	2.7	2.7	2.7	0	2.1	3.4	3.4	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.47	2.55	3.3	2.9	0	0	3.8	3.3	2.3	2.3	2.9	3.8	0	0	2.3	0	4	2.9	0	0
E8.25	E825_NMP	NMP	-0.03	-0.94	2	3.5	3.5	3.5	3.9	3.3	2.7	2.7	3.5	2	0	0	0	0	2	0	0	2
E8.25	E825_NMP	NMP	4.77	0.76	3.7	2.3	3	3	3.7	3	0	0	2.3	3	0	0	0	0	3	0	0	0
E8.25	E825_NMP	NMP	0.93	2.14	2.8	3.4	2.1	2.1	2.1	2.1	2.8	2.8	3.4	2.1	0	0	0	0	3.2	0	2.1	0
E8.25	E825_NMP	NMP	-4	1.46	4	3.3	0	0	3.3	3.3	0	4.2	2.7	4.4	0	0	2.7	0	4	0	0	0
