day	Anno	celltype	UMAP_1	UMAP_2	marker:T	marker:Noto	up:Foxj1	up:T	up:Noto	up:Jund	up:Mterf4	up:Meox1	up:Rfx3	up:Ebf1	up:Rfx2	up:Dmrtb1	down:Sox17	down:Gsc	down:Lhx1	down:Gata6	down:Otx2	down:Pa2g4	down:Hhex	down:Zfp706
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.88	-1.04	2	0	0	2	0	2	2	0	0	0	0	0	4.4	3.5	3.7	2	3.3	4.4	2.6	4.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.53	-2.54	0	0	0	0	0	2.4	0	0	0	0	0	0	0	3.3	3.1	2.4	2.4	4.5	0	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.59	0.19	3.3	2.7	3.1	3.3	2.7	2	0	0	0	2	0	0	0	3.3	0	0	3.3	4.3	2	2.7
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.86	1.18	0	0	0	0	0	2.2	0	0	0	0	0	0	4	2.2	3.7	0	2.2	3.5	2.2	4.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.16	-1.24	4.1	0	0	4.1	0	0	0	0	0	0	0	0	0	3.4	2.1	2.7	3.4	3.8	0	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.62	-0.27	3.5	0	2.7	3.5	0	2	2	0	0	0	0	0	0	3.5	3.5	2	2	3.5	3.3	3
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.12	-0.15	2.1	0	0	2.1	0	3.1	0	0	0	0	0	0	5.2	2.1	4.3	2.7	3.3	3.3	3.1	3.7
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.65	3.81	0	0	0	0	0	2.1	0	0	0	0	0	0	3.8	0	2.1	2.1	0	3.8	0	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.46	-1.06	2.1	0	0	2.1	0	2.7	2.1	0	0	0	0	0	3.8	3.4	3.4	2.1	3.1	3.1	2.7	3.9
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-2.63	-2.15	2.7	0	0	2.7	0	0	2.1	0	0	0	0	0	2.1	4.2	3.1	2.1	3.3	3.6	3.1	2.7
E7.25	E725_Notochord	Notochord	4.95	4.82	4.2	2.2	4.5	4.2	2.2	3.6	0	0	2.2	0	0	0	0	2.2	3.3	0	2.2	3.6	0	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.98	-0.88	2.5	0	1.9	2.5	0	2.5	2.5	0	0	0	0	0	0	3.4	3.7	1.9	3.6	4.3	2.9	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.74	-2.96	0	0	0	0	0	0	1.8	0	0	0	0	0	0	3.4	4.5	1.8	3	4.4	2.4	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.45	-1.38	2.2	0	0	2.2	0	2.2	2.2	0	0	0	0	0	2.9	4.1	3.8	0	2.2	3.9	0	4.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.33	-2.84	3.4	0	0	3.4	0	2.6	2	0	0	0	0	0	0	3.2	2.6	0	3.2	3.9	0	3.6
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.46	3.89	0	0	0	0	0	1.8	0	0	0	0	0	0	5.1	1.8	2.8	1.8	2.4	3.9	2.8	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.93	0.78	0	0	0	0	0	3.3	0	0	0	0	0	0	4.9	3	4	2.3	2.3	3.8	3.8	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.95	3.05	2.4	0	0	2.4	0	3	0	0	0	0	0	0	4.6	3	3	0	3	3.9	3.4	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.99	-2.38	2.6	0	0	2.6	0	2.9	0	0	0	0	0	0	2.9	2.2	2.6	0	2.6	4.2	1.7	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.69	-3.2	2.7	0	0	2.7	0	2.1	0	0	0	0	0	0	0	3.1	3.1	2.1	2.1	4	0	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.58	-0.53	2.1	0	0	2.1	0	2.1	0	0	0	2.1	0	0	3.8	3.9	2.7	0	2.7	3.9	2.7	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.46	-2.24	4	0	0	4	0	2	2	0	0	0	0	0	0	2	3	0	2.7	4	2.7	4
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.59	-0.5	0	0	0	0	0	2.1	2.1	0	0	0	0	0	5	2.7	4.3	2.7	3.6	3.4	3.1	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.46	-1.13	2.5	0	0	2.5	0	1.9	0	0	0	0	0	0	0	3.7	4.1	3.1	1.9	3.7	3.8	3.9
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.28	-0.72	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4.3	3.1	3.1	3.1	3.6	3.4
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.25	0.67	0	0	0	0	0	3.5	0	0	0	0	0	0	4.8	0	2.5	2.5	3.1	3.5	0	4.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.13	-3.37	2.4	0	0	2.4	0	2.4	0	0	1.8	0	0	0	0	3	2.8	0	3	3.4	1.8	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.66	-2.53	2.8	0	0	2.8	0	1.8	1.8	0	0	0	0	0	2.4	3.8	3	0	2.4	3.9	1.8	3.7
E7.25	E725_Notochord	Notochord	3.64	4.06	4.1	0	0	4.1	0	3.4	0	0	2.1	2.1	0	0	0	2.1	3.8	0	3.4	3.4	4	4.2
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-6.3	0.01	0	0	0	0	0	2.8	0	0	0	0	0	0	4.4	3.5	2.2	2.8	2.2	2.8	3.2	4
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.83	-0.36	2.7	0	0	2.7	0	2.7	0	0	0	0	0	0	4.5	2.1	2.7	0	2.7	2.1	2.7	3.8
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.93	2.3	0	0	0	0	0	3.3	0	0	0	0	0	0	4.8	2.7	3.1	2.1	2.1	4	2.1	3.9
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.37	-0.69	1.9	0	0	1.9	0	1.9	1.9	0	0	0	0	0	5	2.5	3.8	2.5	2.5	3.5	3.5	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.51	-1.44	2.7	2.1	0	2.7	2.1	2.7	0	0	2.1	0	0	0	0	2.1	3.1	0	0	3.8	2.1	3.8
E7.25	E725_Notochord	Notochord	5.96	2.67	3.2	1.9	3.8	3.2	1.9	4	1.9	0	1.9	0	1.9	1.9	0	1.9	1.9	0	0	3.2	0	3.6
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.79	1.01	0	0	0	0	0	3.2	0	0	0	0	0	0	4	4	4.5	3.2	3.6	0	2.5	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.46	-2.94	3.1	0	0	3.1	0	0	0	0	0	0	0	0	0	2.9	1.9	0	1.9	4.4	0	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.47	1.54	2.3	0	0	2.3	0	3	0	0	0	0	0	0	4.6	2.3	3.4	0	2.3	3.9	3.7	2.3
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-2.95	-0.11	0	0	0	0	0	2.8	0	0	0	0	0	0	4.8	3.2	4.3	0	3.2	3.2	3.7	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-4.21	3.6	0	0	0	0	0	2.2	0	0	0	0	0	0	3.4	0	2.8	2.2	0	3.8	3.8	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.34	-4.08	0	0	0	0	0	0	2.4	2.4	0	0	0	0	0	0	0	0	0	2.4	0	4
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-2.15	-1.69	3.4	0	0	3.4	0	0	0	0	0	0	0	0	2.7	4.6	4.6	0	3.8	3.8	3.8	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.05	-1.02	0	0	0	0	0	0	0	0	0	0	0	0	3.6	4	3.8	2.3	2.3	3.8	2.3	4.5
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-5.79	4.45	1.7	0	0	1.7	0	1.7	0	0	0	0	0	0	3.6	1.7	1.7	0	0	4.1	0	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.54	-1.3	3.7	2.1	0	3.7	2.1	2.7	0	0	0	0	0	0	2.1	3.6	2.1	2.1	3.1	4	0	3.9
E7.25	E725_Definitive_endoderm	Definitive_endoderm	1.13	1.71	3.7	0	0	3.7	0	2.2	2.8	0	0	0	0	0	0	3.2	4.1	0	0	3.9	3.5	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.1	-5.96	0	0	3	0	0	3.6	0	0	0	0	0	0	0	0	0	0	2.3	4.2	0	4.2
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.81	-1.3	3	0	0	3	0	2.6	2	0	0	0	0	0	4.1	3.4	3.8	0	2.6	3.4	2.6	3.8
E7.25	E725_Notochord	Notochord	3.91	4.09	2.9	0	2.3	2.9	0	3.3	0	0	0	0	0	2.3	0	0	2.3	0	3.6	3.6	0	3.3
E7.25	E725_Notochord	Notochord	5.57	3.88	3.3	0	4.1	3.3	0	4.1	0	0	0	2.2	0	0	0	0	0	0	0	3.5	0	2.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.13	-0.64	0	0	0	0	0	2	0	0	0	0	0	0	0	3.5	3	2.6	3.5	3.3	3	3.8
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-2.81	-1.27	3.3	0	0	3.3	0	2.7	0	0	0	2	0	0	4.7	3.9	4.2	2.7	3.3	3.7	0	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.46	-2.56	2.1	0	0	2.1	0	2.1	0	0	0	2.1	0	0	2.1	4	3.4	3.1	2.8	3.6	3.1	3.6
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.08	-4.52	2.8	0	0	2.8	0	3.1	0	0	0	0	0	0	3.6	3.1	4.4	1.8	2.4	3.1	2.8	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.51	-1.23	3.2	0	0	3.2	0	0	2.5	0	0	0	0	0	0	3.6	3.8	2.5	3.8	3.8	2.5	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.81	-0.75	3	0	0	3	0	0	2.3	0	0	0	0	0	4.3	3.9	4.6	3.4	3	3.4	2.3	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.07	-3.15	2.3	0	0	2.3	0	3.8	2.3	0	0	0	0	0	0	3.3	3.3	2.9	0	4.1	2.3	3.8
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-1.66	-1.01	1.9	0	0	1.9	0	1.9	0	0	0	0	0	0	4.3	3.5	3.7	2.5	2.5	2.5	3.1	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.39	-3.81	3.2	0	0	3.2	0	0	0	0	2.2	0	0	0	0	0	4	2.2	0	4.3	2.2	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.07	-5.74	2.8	0	2.2	2.8	0	2.6	1.6	0	0	1.6	0	0	0	2.6	0	0	1.6	3.5	0	3.7
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.78	-2.14	2.1	0	0	2.1	0	3.6	0	0	0	0	0	0	4.5	2.1	3.8	2.1	3.4	3.9	2.1	4.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.38	1.76	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3.8	0	2.8	4.1	3.8	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.05	-5.3	2.3	0	0	2.3	0	1.7	0	0	0	1.7	0	0	3.8	0	3.7	1.7	2.3	3.7	2.9	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.81	1.58	2.7	0	0	2.7	0	0	2.1	0	0	0	0	0	4.9	3.1	2.1	0	2.7	3.1	2.1	4.1
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-2.73	-1.31	1.9	0	0	1.9	0	1.9	0	0	0	0	0	0	4.2	3.7	4.3	2.5	1.9	3.7	3.8	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	5.05	1.41	2.9	0	3.4	2.9	0	0	0	0	0	1.9	0	0	0	4.2	3.2	0	2.5	3.8	0	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.57	-1.15	3.3	1.9	1.9	3.3	1.9	1.9	0	0	0	0	0	0	1.9	4.3	4	1.9	1.9	3.8	3.7	3.8
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.71	1.31	0	0	0	0	0	3.3	0	0	0	0	0	0	4	2.6	2.6	2.6	0	4	2.6	4.6
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-2.1	-0.9	0	0	0	0	0	2.6	0	0	0	0	0	0	5.2	4	4.1	2	3.6	4	3.2	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.55	-2.31	2.7	0	3.4	2.7	0	2.1	0	0	0	0	0	0	3.1	3.4	3.1	2.1	2.1	4.2	3.1	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.07	-0.74	3.2	0	0	3.2	0	1.9	0	0	0	0	0	0	3.9	3.6	4.3	2.9	2.9	3.7	4	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	5.83	1.62	2.4	2.4	3.4	2.4	2.4	3	2.4	0	0	2.4	0	0	0	3.4	0	0	0	2.4	0	3.7
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.95	-0.02	0	0	2	0	0	3.3	0	0	0	0	0	0	4.7	2.6	3.5	2	3.3	3.8	3	4.3
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.91	3.22	0	0	0	0	0	2.3	0	0	0	0	0	0	4.3	3	0	0	0	3.7	0	4.4
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.97	2.91	0	0	0	0	0	2.8	0	0	0	0	0	0	4.8	3.2	0	2.1	0	3.4	0	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.51	1.49	1.9	0	0	1.9	0	0	1.9	0	0	0	0	0	4.8	0	2.9	2.6	3.4	4.3	1.9	3.6
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.07	4.09	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	3.3	0	2.2	3.3	0	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.83	-1.01	2.6	0	0	2.6	0	0	0	0	0	0	0	0	0	4.2	2.6	0	2.9	3.9	1.9	4.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.06	1.58	3.3	0	0	3.3	0	2.5	2.5	0	0	0	0	0	1.9	4	3.8	1.9	3.3	2.9	2.9	3.9
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.1	-1.21	2.7	0	0	2.7	0	3.2	0	0	0	0	0	0	4.3	3.4	4.4	1.8	1.8	3.7	3.4	4.4
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-5.99	4.35	0	0	0	0	0	3.7	0	0	0	0	0	0	4.4	0	0	2.4	0	2.4	0	3.4
E7.25	E725_Notochord	Notochord	5.27	4.74	4.7	3.5	4.8	4.7	3.5	3.1	0	3.1	0	0	0	0	0	2.4	2.4	0	0	3.8	0	3.1
E7.25	E725_Notochord	Notochord	5.45	2.98	2.8	3.4	4.1	2.8	3.4	3.8	2.8	0	2.1	0	0	0	0	3.4	2.8	0	0	3.7	2.1	2.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.87	0.57	3.9	0	0	3.9	0	2.7	0	0	0	0	0	0	0	3.5	3.7	2	2	3.9	3.3	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.22	-2.14	3.6	0	0	3.6	0	1.9	0	0	0	0	0	0	0	2.9	3.6	0	3.4	4	1.9	1.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.7	2.61	2.2	0	0	2.2	0	3.5	0	0	0	0	0	0	0	0	3.7	3.2	3.5	3.5	2.9	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.36	0.6	2.6	0	0	2.6	0	2	2	0	0	0	0	0	3.9	3.8	3.6	0	3.5	3.6	2	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.38	-2.3	0	0	0	0	0	0	2.1	0	0	0	0	0	3.8	2.1	2.1	3.1	2.1	3.8	2.1	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.18	0.8	2.2	0	0	2.2	0	3.5	2.2	0	0	0	0	0	2.2	4.6	4	0	2.2	3.2	3.2	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.43	0.33	4	2.6	3.5	4	2.6	3	0	0	0	0	0	2	0	0	0	0	2	3.8	0	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-3.21	-5.21	2	0	0	2	0	3.5	0	0	0	0	0	0	2	3.3	3.3	2	2	4	2	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.55	-4.95	0	0	2.3	0	0	2.9	2.3	0	0	0	0	0	0	0	0	0	0	3.8	0	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.03	-3.17	1.8	0	0	1.8	0	1.8	0	0	1.8	0	0	0	0	3.4	3.1	0	1.8	3.9	2.4	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.81	-5.76	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	4	0	3.6
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.42	3.8	0	0	0	0	0	2.1	2.1	0	0	0	0	0	4	2.1	2.1	0	0	3.1	2.1	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-4.69	3.49	0	0	0	0	0	0	2	0	0	0	0	0	3.8	0	0	2	3	3.5	2	3.8
E7.25	E725_Notochord	Notochord	4.81	2.38	4.8	0	3.8	4.8	0	2.4	2.4	0	0	0	0	0	3.7	1.8	3	0	2.4	3	2.7	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	5.01	-0.82	2.8	0	0	2.8	0	3.5	0	0	2.8	0	0	0	0	2.8	0	0	0	2.8	0	3.5
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.18	1.23	0	0	0	0	0	4.1	0	0	0	0	0	0	4.1	0	4.1	0	0	3.4	0	4.6
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.5	2.49	0	0	0	0	0	2.2	0	0	0	0	0	0	2.8	0	0	0	2.2	3.2	0	4.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.08	1.16	4.1	0	2.6	4.1	0	2.6	0	0	0	0	0	0	0	2.6	3	0	2.6	3.9	2	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.07	-1.27	3.1	0	0	3.1	0	2.7	0	0	0	0	0	0	3.6	2.1	3.6	2.7	2.7	4.4	2.1	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.28	-0.38	2.4	0	0	2.4	0	3.4	2.4	0	0	0	0	0	0	3	3	0	2.4	4.4	3.7	3.9
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.4	1.68	0	0	0	0	0	2.6	0	0	0	0	0	0	4.8	0	0	2.6	2.6	3.5	3	4
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.5	-1.69	3.2	0	0	3.2	0	2.2	0	0	0	0	0	0	2.2	3.7	4.4	2.2	0	3.7	0	4.1
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.68	0.17	0	0	0	0	0	2.6	0	0	0	0	0	0	5	2.6	0	2.6	0	3.6	2.6	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.75	-1.61	0	2.2	0	0	2.2	0	2.2	0	0	0	0	0	0	2.2	2.8	0	2.2	3.7	0	2.8
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-2.71	-0.11	2.6	0	0	2.6	0	3.5	2	0	0	0	0	0	4.2	2.6	3.7	0	3	4.3	3.3	4.1
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-6.02	3.38	0	0	0	0	0	2.6	0	0	0	0	0	0	4	0	0	0	2.6	4	0	4.2
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.64	0.58	2.2	0	0	2.2	0	0	0	0	0	0	0	0	4.5	0	4.1	3.2	2.2	3.7	3.2	3.5
E7.25	E725_Notochord	Notochord	4.42	3.81	5	2.6	3.5	5	2.6	3.5	0	0	2	0	0	2	0	0	2	0	2	3	0	3.5
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.33	-0.36	0	0	0	0	0	3.5	0	0	0	0	0	0	4.7	3.9	4.4	3.9	2.2	3.2	3.7	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.16	-1.44	0	0	0	0	0	2.6	0	0	0	0	0	0	3.5	3.8	4	3	3.3	3.7	3	4
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-5.16	1.06	0	0	0	0	0	3.5	2.2	0	0	0	0	0	5	2.2	2.2	0	0	3.2	2.2	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.77	-5.02	0	0	0	0	0	1.4	1.4	0	0	0	0	0	0	2.6	3.2	0	2.3	4	2.3	3.5
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-2.87	-2.75	3.5	0	0	3.5	0	2.8	0	0	0	0	0	0	3.5	2.8	4	2.4	3.1	3.5	1.8	3.3
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.57	0.63	0	0	0	0	0	0	0	0	0	0	0	0	4.8	3.1	3.7	0	2	2.7	0	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	5.51	-0.83	2.1	1.5	2.1	2.1	1.5	2.5	1.5	0	0	0	0	0	0	3	1.5	1.5	2.5	3.7	2.8	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.02	-6.09	0	0	2.7	0	0	3.5	0	0	0	1.7	0	0	0	0	0	0	2.3	4.5	0	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.24	-2.1	1.9	0	0	1.9	0	2.5	0	0	0	0	0	0	2.5	2.9	3.2	2.5	3.7	3.9	1.9	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.9	2.35	2.3	0	0	2.3	0	0	2.3	0	0	0	0	0	2.9	4.1	4	2.3	2.3	4.3	3.8	4.3
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.08	-1.71	2.3	0	0	2.3	0	0	0	0	0	0	0	0	3.7	2.3	4	3	3.9	2.3	3	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.32	-2.64	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	4.3	1.9	0	4	0	4.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.96	1.93	4.3	0	0	4.3	0	3.4	2.1	0	2.1	0	0	0	2.1	3.1	2.7	0	2.1	2.7	2.1	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-3.56	2.8	3.3	0	0	3.3	0	2.9	2.2	0	0	0	0	0	0	2.2	3.5	3.3	0	2.9	2.2	4.7
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-5.45	3.86	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	2.5	2.5	0	3.1	0	4
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-0.08	1.88	0	0	0	0	0	2	0	0	0	0	0	0	4.8	3.3	4	2	2.6	3.8	2.6	3.8
E7.25	E725_Notochord	Notochord	4.48	3.86	5.2	2.5	4.9	5.2	2.5	3.5	2.5	2.5	2.5	0	0	0	0	0	2.5	0	0	0	0	2.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	5.99	1.32	3.9	1.9	4.2	3.9	1.9	3.6	2.5	0	1.9	0	0	0	0	0	1.9	0	0	3.4	1.9	3.7
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-5.17	3.01	0	0	0	0	0	3.1	2.4	0	0	0	0	0	4.8	0	2.4	0	0	3.1	3.1	4.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	5.11	-2.25	3.1	0	0	3.1	0	1.7	0	0	0	1.7	0	0	0	3.7	3.1	1.7	2.2	4.3	1.7	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.95	-1.58	2.4	0	0	2.4	0	1.8	1.8	0	0	0	0	0	3.7	3.6	3.3	1.8	2.8	3.9	2.4	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.81	0.43	2.7	0	2.7	2.7	0	3.1	2.1	0	2.1	0	0	0	0	2.7	0	0	0	3.6	3.1	4.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.32	-0.59	0	0	0	0	0	1.8	0	0	0	0	0	0	4.7	3	4.4	2.7	3	3.8	2.4	3.2
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-1.82	-0.51	3.2	0	0	3.2	0	3.2	0	0	0	0	0	0	3.2	3.8	3.6	0	3.2	3.6	0	3.8
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.8	0.55	2	0	0	2	0	3	0	0	0	0	0	0	5.2	2	4	3.7	3	3.7	3.7	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	5.23	1.09	3.7	2.5	0	3.7	2.5	3.4	0	0	0	0	0	0	0	3.4	1.9	0	2.5	3.2	2.5	3.5
E7.25	E725_Notochord	Notochord	4.46	4.99	3.9	4.3	3.9	3.9	4.3	0	3.2	0	0	0	0	0	0	0	0	0	0	3.2	0	3.2
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-4.32	3.54	0	0	0	0	0	2.3	0	0	0	0	0	0	4.9	0	0	2.9	0	3.6	2.3	4.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.88	0.74	0	0	0	0	0	3.1	0	0	0	0	0	0	4.8	2.7	2.7	2.7	2.1	3.9	0	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.95	0.19	0	0	0	0	0	3.3	0	0	0	0	0	0	4.5	0	4.2	0	2.6	4	2.6	3.7
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-3.04	-2	3.8	0	0	3.8	0	2.9	0	0	0	0	0	0	0	3.3	4.4	2.9	2.9	2.2	3.8	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	5.44	2.02	0	0	2.1	0	0	2.1	3.1	0	0	0	0	0	0	2.1	0	0	0	4	2.1	3.9
E7.25	E725_Definitive_endoderm	Definitive_endoderm	-5.22	3.38	0	0	0	0	0	2.7	2.1	0	0	0	0	0	3.9	0	3.1	2.1	0	4.1	0	4.5
E7.25	E725_Notochord	Notochord	5.4	3.39	3	2.7	3.5	3	2.7	3.3	2.7	0	0	2.7	0	0	0	2	0	0	2	4.4	2	3.3
