day	Anno	celltype	UMAP_1	UMAP_2	marker:Bmp4	marker:Fzd4	up:Hand1	up:Foxf1	up:Msx2	up:Msx1	up:Etv2	up:Fos	up:Prdm6	up:Cdx2	up:Hoxb2	up:Hoxd1	up:Isl1	up:Prrx2	up:Irf1	up:Zfp703	down:Sp5	down:Lhx1	down:Mesp1	down:Mesp2	down:Pou5f1	down:Gsc	down:Sox4	down:Mixl1	down:Otx2	down:Eomes	down:Zic5	down:Irx5
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.85	0.78	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	3.8	4.6	2.4	4	2.4	0	1.8	1.8	2.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.6	2.02	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	3.1	3.1	5.3	3.1	4.3	0	3.1	3.7	0	2.4	0	2.4
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.08	2.11	0	0	0	0	0	0	1.8	0	0	0	1.8	1.8	0	0	0	0	3.3	0	4.2	1.8	4.4	0	3.1	3.1	2.4	3.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.5	2.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	3.2	4.3	2.5	4.5	1.9	3.6	3.4	1.9	4.1	2.5	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.15	4.55	0	0	1.9	0	0	0	0	0	0	1.9	0	0	0	0	0	0	2.5	0	5.3	0	4.8	0	3.4	2.9	1.9	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.46	-1.39	0	0	2.7	0	0	2.1	2.1	0	2.1	0	0	0	0	0	0	0	3.1	3.7	4	0	3.4	3.1	3.7	2.7	2.1	3.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.19	3.45	0	0	0	0	0	2.3	0	0	2.9	0	0	0	0	0	0	0	2.9	0	5.2	0	3.8	0	4.3	3.6	0	3.3	0	2.3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.28	0.97	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	1.9	3.7	4.8	0	3.9	1.9	4	2.5	1.9	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.09	-0.72	0	0	1.6	0	0	0	1.6	0	1.6	0	0	0	0	0	0	0	3.4	2.9	4.6	1.6	3.7	2.6	3.9	1.6	1.6	2.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.2	-0.35	0	0	3.2	0	1.7	1.7	2.3	0	2.3	0	0	0	0	0	0	0	2.3	3.3	5.2	3.2	3.8	1.7	2.7	3	2.3	3	1.7	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.23	3.47	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	2.9	2.9	5.3	1.9	4.2	0	2.5	4.2	0	2.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.68	-1.96	0	0	0	0	1.8	1.8	1.8	0	0	0	0	0	0	0	0	0	2.8	1.8	4.6	2.5	4	0	2.5	1.8	0	1.8	0	2.5
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.82	-0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3.3	2.3	3.8	2.3	3.8	2.3	2.3	0	2.3	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.7	-2.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	2.4	5.1	3.3	4.1	0	2.8	0	2.4	1.8	0	2.4
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.76	-0.19	0	0	3	3.4	0	2.4	0	0	0	0	0	0	0	0	0	2.4	3	2.4	5	3.7	2.4	2.4	3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.01	-2.29	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	3.1	0	4.7	0	3.8	0	2.1	0	0	0	0	2.1
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.23	-2.01	0	0	0	0	1.7	1.7	1.7	0	0	0	0	0	0	0	0	0	1.7	1.7	4.7	2.7	4	0	2.3	0	0	1.7	1.7	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.69	2.38	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	3.3	4.1	5.2	3.8	3.3	3.6	3.6	4.2	0	3.6	2.3	2.3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.68	0.61	0	0	1.8	1.8	2.4	1.8	0	1.8	0	0	0	0	2.4	1.8	0	0	3.1	0	4.8	2.4	4.6	0	3.1	2.4	0	3.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.94	3.55	0	0	2.5	0	2.9	0	0	0	0	2.5	0	0	0	0	0	0	2.5	0	5.3	1.9	4.3	0	1.9	3.4	1.9	2.9	0	1.9
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.43	-0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	3.5	2.4	4.9	1.7	4.5	1.7	3.5	0	1.7	1.7	1.7	1.7
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.66	3.42	0	0	3.2	1.6	2.8	3	0	0	0	0	0	0	0	0	0	0	2.8	1.6	5.4	0	4.6	0	3.2	3.4	0	3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.78	1.7	0	0	1.9	2.5	2.9	2.9	1.9	0	0	0	0	0	0	0	0	0	3.7	1.9	5.5	2.5	4.5	0	2.5	2.9	2.5	3.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.05	1.6	0	0	4.2	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2	0	4.2	0	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.57	2.88	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	3	5.2	0	3.8	0	3	3	0	3.3	2.3	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.27	4.18	0	0	0	0	0	2.3	0	0	0	0	2.3	0	0	0	0	0	3.6	0	5.2	3.3	4.6	0	2.3	0	2.3	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.52	4.1	0	0	3.6	0	2.7	2.1	2.7	2.1	2.1	0	0	2.1	2.1	0	0	0	2.1	0	5.4	0	4.2	0	2.1	2.1	0	2.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.78	-1.54	0	0	0	0	2.1	3.4	2.1	0	0	0	0	0	0	0	0	0	2.8	2.8	5.3	0	3.8	0	3.1	2.8	0	2.1	2.1	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.79	-3.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	3.8	4	3.2	3.4	0	3.7	0	0	3.2	0	2.1
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.71	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	2.6	0	4.2	0	3.3	2.6	3.3	3.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.36	-3.65	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3.7	4.5	3	2.6	3	3.5	0	2	3.8	0	2.6
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.06	-0.02	0	0	0	2.4	2.4	1.8	0	0	0	0	0	0	0	0	0	0	2.4	0	5.3	1.8	4	0	3.1	1.8	0	1.8	1.8	2.4
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.25	2.29	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	3.9	2.7	5.1	1.8	4.4	0	3.6	3.8	0	3.7	1.8	2.7
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.22	-1.31	0	0	2.6	0	2.6	2.6	0	0	0	0	0	0	0	0	0	0	3.2	0	4.1	0	2.6	0	3.9	2.6	2.6	3.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.45	-2.46	0	0	2.4	0	0	3.1	0	0	0	0	0	0	0	0	1.8	0	0	4	4.5	0	3.6	0	3.5	1.8	0	2.4	1.8	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.37	2.94	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	3.1	0	4.4	0	4.3	2.1	2.1	3.1	0	4	0	2.1
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.82	3.07	0	0	0	2.2	2.2	3.7	4.4	0	3.2	0	3.5	0	0	0	0	0	2.8	0	4.7	0	2.2	0	3.2	3.7	0	3.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.42	1.13	0	0	2.3	0	0	2.3	0	0	0	0	0	0	0	0	0	0	3.4	3	4.8	3	4.5	0	3.7	3	0	2.3	0	2.3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.97	3.82	0	0	0	0	2.4	0	1.8	0	0	0	0	0	0	0	1.8	0	2.7	2.7	5.1	3.6	4.8	0	3.4	1.8	0	3	0	1.8
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.49	2.64	0	0	3.2	3.2	4.2	0	0	0	2.2	0	2.2	0	0	0	0	0	2.2	2.2	4.6	0	3.2	0	2.2	3.8	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.95	2.55	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	3.7	2.4	5.3	2.4	4.6	3.1	2.8	4.6	1.8	3.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.59	1.45	0	0	0	0	0	1.7	2.3	0	0	0	0	0	0	0	0	0	3.7	1.7	5.1	3.7	4.8	2.3	0	4	0	4.1	2.3	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.64	2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	4.1	0	3.8	2.9	4.6	3.3	4	3.6	2.3	2.9	2.3	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.33	0.53	0	0	0	1.7	2.3	2.3	0	0	0	0	2.3	0	0	0	0	0	3.3	0	4.7	3.5	3.9	0	2.6	3.1	0	0	0	1.7
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.54	2.39	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	2.6	0	3.2	0	4.6	0	4.1	2.6	0	3.2	0	3.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.89	2.55	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4.5	0	4.6	0	0	2.4	0	3.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.52	-0.84	0	0	0	0	0	1.8	1.8	0	1.8	0	0	0	0	0	0	0	3.1	3.8	4.6	2.5	4.5	1.8	4.3	2.8	2.5	2.8	0	1.8
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.66	1.49	0	0	2.8	0	0	3.2	0	0	2.8	0	0	0	0	0	2.2	0	2.2	3.7	4.4	0	2.8	2.2	2.2	2.8	0	3.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.76	0.56	0	0	0	0	1.8	2.7	1.8	1.8	1.8	0	1.8	0	0	0	0	0	3.4	3.4	5	2.4	3.8	1.8	3.2	0	3	3	0	1.8
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.6	2.38	0	0	0	1.9	0	0	0	0	2.5	0	0	0	0	1.9	0	0	1.9	2.5	5.3	0	4.4	1.9	3.7	3.6	0	2.9	0	1.9
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.85	2.79	2	0	4.4	3.5	2.6	0	4.2	0	2.6	2	2.6	0	0	0	0	0	0	0	4.3	0	3.3	0	3	4.2	0	3.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.47	1.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	3.3	4.9	3.5	4.4	3.3	0	2.9	0	0	0	2.2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.5	-1.66	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	4.4	5.4	2	4.4	2	3.3	3.5	0	2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.97	1.3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.7	3.7	0	3.5	2.6	3	2	2	3.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.08	2.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	2.1	5.3	2.1	3.6	0	3.1	3.4	0	3.1	0	2.1
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.16	-0.35	0	0	3	2	2.6	3	0	0	0	2.6	2	0	2.6	0	0	0	3.3	0	4.9	0	4.2	0	2.6	2	0	3.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.86	0.85	0	0	4.1	3.7	3.8	3	3.5	0	0	0	0	2	0	0	2.6	0	0	3.5	5.1	0	3.7	0	2	2	0	3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.35	1.22	2.3	0	4.1	2.3	2.9	3.3	5.1	0	0	0	0	0	0	0	0	0	2.3	0	4.1	0	3.6	0	3.6	4.4	0	2.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.39	-1.75	0	0	0	0	0	0	0	0	0	0	1.9	0	1.9	0	0	0	0	2.9	4.6	1.9	2.6	0	3.4	0	0	1.9	0	2.9
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.55	1.83	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	2.7	2.7	4.8	2.1	4.2	2.7	4.2	4.3	2.7	2.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.81	-1.12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	3	5.3	3.7	4	0	2	3.3	0	2.6	0	2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3	-1.71	0	0	2.9	2.2	2.9	3.3	0	0	0	0	0	0	0	0	0	0	2.2	2.9	4.2	2.9	3.3	2.2	2.2	2.2	2.2	3.5	2.2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.7	2.15	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	1.8	3.1	5.5	1.8	3.8	1.8	3.3	3.1	1.8	2.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.89	1.37	0	0	0	0	1.8	0	1.8	0	0	0	0	0	0	0	0	0	3.4	3	4.8	3	4.1	1.8	3.2	2.7	2.4	2.7	1.8	2.4
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.77	3.33	0	0	3.6	2.9	1.9	2.6	0	0	1.9	0	0	0	0	0	1.9	0	3.2	0	5	1.9	3.2	0	2.9	1.9	1.9	2.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.07	-1.51	0	0	0	0	0	2.9	0	0	1.9	0	0	0	0	0	0	0	3.2	3.7	5	0	4	0	3.2	3.4	2.5	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.21	2.68	0	0	2.8	0	2.8	2.2	0	0	0	0	0	0	0	0	0	0	0	0	4.9	2.2	3.5	0	0	2.8	0	2.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.82	-2.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	4.3	0	4.2	0	3	0	2.3	0	0	2.3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.36	2.94	2.6	0	1.9	1.9	2.6	0	4.3	0	2.6	0	1.9	0	2.9	0	0	1.9	3.2	2.6	4.9	0	3.8	0	3.2	3.8	0	1.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.19	2.55	2.2	0	4.5	3.7	2.8	3.7	0	0	2.2	0	0	3.2	0	0	0	0	0	0	4.1	0	2.8	0	2.2	0	0	3.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.53	1.66	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	4.6	0	4.1	0	3.6	2.6	0	3.6	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.63	-1.84	0	0	0	2.9	1.9	2.5	0	0	1.9	0	0	0	0	0	0	0	2.5	2.9	4.2	2.5	2.5	0	2.9	0	1.9	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.88	-0.92	0	0	0	0	2.1	2.1	0	0	0	0	0	0	0	0	0	0	2.8	2.1	4.7	0	4.3	2.1	3.8	3.2	3.2	3.7	3.2	2.1
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.31	1.53	0	0	3.1	1.9	3.1	2.5	0	0	1.9	0	2.5	0	0	0	2.5	0	1.9	0	4.9	0	3.4	0	1.9	3.4	0	2.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.24	2.38	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3.3	0	5	2	4.6	2	0	3	0	2	2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.26	2.26	0	0	0	0	2.1	2.7	0	0	2.1	0	0	0	0	0	0	0	2.7	2.1	4.7	2.1	4.2	2.1	3.7	3.6	0	2.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.94	-0.48	0	0	1.8	0	1.8	2.4	2.4	0	0	0	0	0	0	0	0	0	1.8	3.4	5.5	3.2	4.3	2.8	3.4	3.2	0	3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.67	-1.79	0	0	3.4	2.7	2.1	2.7	0	0	2.7	0	0	0	2.1	0	0	0	2.7	2.1	4.8	0	3.4	0	2.7	0	0	2.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.12	-1.55	0	0	2.1	0	0	2.7	2.1	0	0	0	0	0	0	0	0	0	3.4	3.1	4.7	0	4.3	0	3.1	2.1	0	3.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.08	1.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	3.8	4.9	3.8	4.2	1.9	2.6	3.2	2.9	1.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.88	-0.26	0	0	2	0	0	3.7	0	0	2.6	0	0	0	0	0	0	0	3.5	3.7	3.7	0	3.9	0	3.7	2.6	0	3.5	2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.03	-1.92	0	0	0	0	0	2.1	2.1	0	0	0	0	0	0	0	0	0	2.1	4	4.3	3.2	3.2	0	3.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.39	-0.83	0	0	2.8	0	2.4	1.8	1.8	0	0	0	0	0	0	0	0	0	3.8	2.4	5.6	2.4	3.5	0	1.8	3.5	0	3.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.01	3.79	0	0	2.3	0	3	2.3	2.3	0	0	0	0	0	0	0	0	0	3	2.3	5.1	0	4.5	0	2.3	3	2.3	3	2.3	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.56	1.83	2.5	1.9	4	3.4	3.7	0	1.9	0	1.9	0	0	1.9	0	0	0	1.9	2.9	0	4.6	0	3.7	0	2.5	2.9	0	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.21	1.56	0	0	0	0	0	2.3	2.3	0	0	0	0	0	0	0	0	0	0	3	4.4	3	4	3.8	3.6	3	3.3	2.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.72	1.75	0	0	0	1.8	0	1.8	0	0	0	0	0	0	0	0	0	0	2.4	3.1	4.4	2.4	3.6	0	2.8	3.3	0	2.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.27	3.24	0	0	0	2	3	2	0	2	0	2	2.6	0	0	0	0	0	2.6	2	5.3	2	4.2	0	3	3.3	0	3.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.87	-1.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	3	5.4	3.8	4	0	3	2.4	0	3	1.8	2.4
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.02	-0.69	2.5	0	2.9	1.9	2.9	2.5	0	0	1.9	0	0	0	0	0	0	0	3.1	1.9	4	0	3.8	0	2.5	1.9	1.9	3.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.91	1.55	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	4	5.3	3.1	2.1	2.1	3.4	2.1	0	3.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.38	0.34	0	0	0	0	0	2.6	0	0	2.6	0	0	0	0	0	0	0	3.5	3.7	4.2	3	2.6	0	3	2	2.6	3.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.1	1.11	0	0	2.8	2.2	3.5	0	0	0	0	0	0	0	0	0	0	0	3.7	2.2	5.4	4	4	0	3.2	3.2	0	3.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.18	2.14	0	0	2.4	3.8	3.4	3.7	2.7	0	1.8	0	0	0	1.8	0	0	0	2.4	0	4.9	0	3.2	0	0	2.7	0	2.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.2	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	2.9	4.2	2.5	4.8	1.9	2.9	3.4	1.9	2.5	1.9	1.9
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.6	-0.9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4.2	3.9	2	4.1	2	2	2.7	2.7	2.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.99	-2.11	0	0	0	0	0	0	2.3	2.3	0	0	3.3	0	0	0	0	0	3.8	2.3	5	3.3	4.2	0	2.3	0	0	2.3	0	2.3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.59	3.72	0	0	2.6	0	0	3	0	0	0	2	0	0	0	0	2	0	4.3	0	5.1	0	5	0	3.2	3.8	0	2.6	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.82	2.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	3.3	4.2	3.6	2.9	0	3.3	3.3	2.3	2.3	0	2.3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.37	-0.41	0	0	0	0	2.4	1.8	0	0	0	0	0	0	0	0	0	0	2.8	2.8	4.9	3.1	3.9	1.8	3.1	2.4	1.8	1.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.66	-0.06	0	0	0	0	0	2.4	0	0	2.8	0	0	0	0	0	0	0	3.7	3.6	5	0	4.2	3.3	2.8	3.4	1.8	2.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.89	1.07	0	0	0	2.1	3.1	0	2.8	0	3.1	0	3.4	0	2.1	0	0	0	3.8	2.1	4	0	3.8	0	3.6	3.4	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.29	-2.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1	3.6	4.4	0	3.4	0	3.1	0	0	2.7	2.1	2.1
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.87	1.33	0	0	0	3.5	2.9	0	2.9	0	0	0	0	0	0	2.2	0	0	0	2.9	2.9	0	3.3	0	2.2	0	0	2.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.42	-3.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	4	2.6	3.2	2.6	2.6	0	3.2	2.6	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.69	-3.06	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	2.6	4.7	2.9	3.9	1.9	3.2	2.6	1.9	2.6	0	1.9
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.24	1.32	0	0	2.8	0	1.8	1.8	0	0	0	0	0	0	0	0	0	0	0	3.6	4.8	0	4.4	0	1.8	3.1	0	3.1	1.8	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.69	-1.5	0	0	0	0	0	0	0	1.9	0	1.9	0	0	0	0	0	0	1.9	3.5	4.4	2.5	2.9	0	3.3	2.5	1.9	3.1	0	1.9
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.93	1.35	0	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	3.7	3.4	5	3.7	4.6	2.4	3.4	0	3	4.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.24	-2.95	0	0	1.7	0	0	0	2.3	0	1.7	0	0	0	0	0	0	0	2.7	3	4.5	2.3	3.5	0	3.7	0	2.3	2.7	0	1.7
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.85	0.38	0	0	0	0	0	1.9	1.9	1.9	0	0	0	0	0	0	0	0	3.9	2.9	5	3.5	4.2	3.3	3.8	3.3	2.9	1.9	1.9	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.54	2.12	0	0	2.1	0	0	3.8	3.2	0	0	0	0	0	0	0	0	0	2.1	3.7	5.1	0	3.7	2.1	3.2	4.2	2.1	2.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.26	0.57	0	0	0	3.3	2.6	0	2.6	0	0	0	2.6	0	0	0	0	0	3.8	2	4.2	0	3	0	2	2	0	3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.68	2.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	3.6	4.5	2.5	3.2	2.5	3.8	4.4	0	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.64	0.56	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	4.1	5.1	2.6	4.2	3.2	3.8	3.4	0	3.2	0	2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.21	-0.1	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	1.8	0	3.6	3.6	5.2	2.8	4	3.1	1.8	3.9	2.8	2.8	1.8	2.4
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.33	-1.79	0	0	1.7	0	0	3.1	3.1	1.7	2.6	0	0	0	0	0	1.7	0	3.1	2.9	4.6	0	3.6	2.3	2.3	3.3	1.7	3.1	1.7	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.43	-0.1	0	0	0	0	0	3.2	1.8	0	0	0	0	0	0	0	0	0	2.7	3.5	5.2	3.2	4.6	1.8	3	3	0	1.8	0	1.8
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.84	2.61	0	0	3.2	3.5	3.2	3.5	0	0	2.2	0	0	0	2.2	0	2.2	0	0	0	4	0	3.7	0	0	2.2	0	2.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.32	1.37	0	0	4	3.6	3.6	3.4	0	0	2.1	0	2.1	0	0	0	0	0	2.1	0	3.4	0	0	0	2.1	0	0	2.8	0	0
