day	Anno	celltype	UMAP_1	UMAP_2	marker:Bmp4	marker:Fzd4	up:Hand1	up:Foxf1	up:Msx2	up:Msx1	up:Etv2	up:Fos	up:Prdm6	up:Cdx2	up:Hoxb2	up:Hoxd1	up:Isl1	up:Prrx2	up:Irf1	up:Zfp703	down:Sp5	down:Lhx1	down:Mesp1	down:Mesp2	down:Pou5f1	down:Gsc	down:Sox4	down:Mixl1	down:Otx2	down:Eomes	down:Zic5	down:Irx5
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.52	-0.18	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	3.6	3.1	4.5	3.8	4.7	0	0	3.4	2.1	2.8	2.1	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.93	1.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	4.8	0	3.6	0	2.1	2.7	2.7	3.6	0	2.1
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.45	-2.16	0	0	0	1.8	0	1.8	0	0	1.8	0	0	0	0	0	0	0	3.5	0	4.2	2.4	3.6	0	2.8	0	1.8	2.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.32	-0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	3.4	2.6	5	3.2	4.4	0	3.2	0	0	1.9	0	1.9
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.23	-1.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	4.6	4.3	0	3.1	2.9	2.9	2.9	1.9	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.61	2.12	0	0	0	0	3.2	0	2.5	0	0	0	0	0	0	0	0	0	0	0	4.8	3.2	4.4	0	0	2.5	0	3.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.97	-0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	2.8	4.2	0	4.3	2.8	4	0	2.8	2.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.06	1.13	0	0	0	1.8	1.8	0	2.4	0	1.8	0	2.4	0	1.8	0	0	0	3.5	2.4	4.9	1.8	3.9	0	3	3	0	1.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.07	-1.34	0	0	0	2.6	0	2	0	0	0	0	3.2	0	0	0	0	0	2	2	4.5	0	3.9	0	3	0	0	2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.32	1.48	0	0	0	0	0	0	2.1	0	0	0	2.7	0	0	0	0	0	3.3	0	4.8	2.7	4.2	0	3.9	2.7	2.1	3.3	0	2.7
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.63	-0.66	0	0	0	0	1.9	0	0	0	0	1.9	0	0	0	0	0	0	3.5	2.5	5.1	1.9	3.5	0	2.5	3.8	0	3.1	0	1.9
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.05	3.29	0	0	0	0	2.4	0	0	0	0	1.8	0	0	0	0	0	0	3.1	2.4	4.8	2.8	4.2	0	2.8	2.4	0	2.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.69	-2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3.5	0	3.5	2	3.3	0	0	2	0	2.7
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.6	-2.7	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	2.9	3.1	4.4	3.1	4.2	0	3.5	0	0	2.5	1.9	1.9
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.37	0.09	1.8	0	4	3.4	3.3	3	0	0	1.8	0	1.8	0	0	0	0	0	3	0	4.6	0	3.4	0	2.4	2.4	0	3.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.88	2.83	0	0	0	0	2.8	0	0	0	0	0	2.2	0	0	0	0	0	3.2	3.5	4.6	0	3.2	0	3.2	2.8	2.2	2.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.23	1.18	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	2	4.8	3	4.5	0	3.5	2	2	3.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.69	-2.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	4.4	0	3.7	2	0	0	0	2.7	0	3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.31	-1.43	1.9	0	2.5	1.9	2.5	0	3.9	2.9	0	0	2.5	0	1.9	0	0	0	1.9	1.9	1.9	0	3.4	0	2.9	0	1.9	1.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.97	2.51	0	0	0	0	1.9	0	0	1.9	0	0	2.9	0	0	0	1.9	0	2.5	1.9	4.6	2.5	5	0	3.2	3.4	0	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.03	1.41	0	0	0	0	0	1.8	1.8	0	0	0	0	0	0	0	0	0	3.9	3.1	4.1	3.5	4.4	2.8	2.4	3.1	2.8	3.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.29	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	0	5	3.6	4.6	0	3.6	0	2.7	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.43	0.66	0	0	0	0	2.7	2.1	0	0	0	0	0	0	0	0	0	0	3.4	2.7	4.9	2.1	4.1	2.7	2.7	3.4	0	2.1	0	2.7
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.27	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	2.8	5	2.1	4.5	2.1	2.8	2.8	2.8	3.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.36	2.06	0	0	2.1	0	0	2.7	0	0	2.1	0	0	0	0	0	0	0	2.7	3.7	4.1	0	3.9	0	3.1	2.7	0	2.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.26	0.46	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2.7	2.7	5.6	3.5	4.5	0	2.7	4	0	3	2	2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.92	-2.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	2	4.8	0	4.2	2	3.3	0	2.6	3.3	0	2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.37	1.15	0	0	2.3	1.7	2.3	2.7	4.3	0	0	0	0	0	0	0	0	0	3	1.7	4.6	0	3.8	0	3.4	3.2	0	2.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.94	0.86	0	0	0	1.8	1.8	1.8	3.6	0	0	0	0	0	1.8	0	0	0	0	2.4	4.2	0	3.6	0	2.8	1.8	0	2.8	2.4	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.64	1.02	0	0	0	0	0	0	2.3	0	2.3	0	0	0	0	0	0	0	0	4.1	3.9	0	3	2.3	3.4	2.3	3.4	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.04	-2.23	0	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	3.3	4	3.8	2	3.3	2	2.6	0	2.6	4.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.8	-0.07	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	2.9	5.1	2.5	4.2	1.9	2.5	3.9	0	3.2	0	1.9
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.07	-1.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	3.8	4.5	3.8	4.1	0	2.8	0	0	2.8	2.8	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.14	0.9	0	0	0	2.6	2.6	0	0	0	0	0	2.6	0	0	0	0	0	4	2	5.3	2	4.2	0	3	3.2	0	0	2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.95	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3.7	5	2.4	4.6	1.8	3.1	2.8	1.8	2.4	1.8	1.8
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.22	-0.88	0	0	3.3	0	3.3	3.7	2	0	2.6	0	2	0	0	0	0	0	0	2	4.3	0	3.3	0	3.8	3.3	0	3.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.97	-0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	5.2	2.6	4.2	3	2.6	3.7	2	3	2	2.6
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.27	0.23	0	0	3.9	0	2.5	2.8	4	0	2.5	0	0	0	0	0	0	0	0	0	4.5	0	3.8	1.9	2.5	2.8	0	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.87	2.43	0	0	2	0	0	2.6	5.2	2	2	0	0	0	0	2	0	0	2	0	3	0	3.6	0	3.2	0	0	3	2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.21	1.34	0	0	4.1	3.2	2.8	4	0	0	2.1	0	0	0	0	0	0	0	0	3.7	3.7	0	0	2.1	3.4	2.1	0	2.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.15	-0.17	0	0	0	0	1.8	1.8	0	0	0	0	0	0	0	0	0	0	3.4	2.4	4.8	2.8	3.9	1.8	2.8	1.8	0	2.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.94	-3.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	2.6	4	2	4.2	0	2.6	0	0	3	0	2.6
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.33	2.58	2.8	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	2.8	3.4	4.8	0	4.5	0	0	3.8	0	2.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.52	2.87	0	0	0	0	0	2.2	0	0	2.2	0	2.2	0	0	0	0	0	3.7	0	5.1	2.8	4.8	0	2.8	4.1	0	3.2	2.2	2.2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.5	-1.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5.3	3	4.2	3.3	3.3	2.6	0	3.3	2	2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.37	0.16	0	0	3.1	3.1	3.7	3.1	0	0	2.7	0	0	0	0	0	0	0	3.4	0	4.4	2.1	2.7	0	2.1	2.1	0	3.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	5.25	-0.75	0	0	4.1	0	2.8	0	0	0	2.1	0	0	0	0	0	0	0	0	0	4.3	0	3.2	0	2.1	0	0	3.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.15	-0.98	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	2.9	3.2	5	1.9	4.4	2.9	3.7	4.1	0	2.5	2.5	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.8	2.18	0	0	0	0	0	1.4	1.4	0	0	0	0	0	0	0	0	0	3.6	2.8	5.2	1.4	4.4	1.4	3	3.5	0	3.5	0	2.3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.54	-1.64	0	0	0	0	0	0	0	0	2.4	0	2.4	0	0	0	0	0	1.8	3.1	4.3	3.5	3.7	0	1.8	0	1.8	0	1.8	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.48	2.18	0	0	0	0	2.8	0	0	2.5	0	2.8	1.8	0	0	0	0	1.8	2.5	0	5.3	3.1	4.4	0	2.8	3.1	0	1.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.27	3.16	0	0	0	0	0	3.2	2.2	0	0	0	0	0	0	0	0	0	3.2	0	3.9	0	4.3	0	0	3.2	0	2.2	2.2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.62	-2.41	0	0	2.5	0	0	0	0	2.5	0	0	0	0	0	0	0	0	2.5	2.5	3.8	0	3.1	1.9	3.4	1.9	0	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.37	-1.11	0	0	1.7	0	0	0	1.7	0	0	0	1.7	0	0	0	0	0	2.7	1.7	4.3	3.2	4.6	0	3	1.7	0	1.7	2.3	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.2	1.7	0	0	0	0	1.7	1.7	1.7	0	0	0	0	0	0	0	0	0	2.3	3	5.3	3.2	4.1	0	3	4	1.7	1.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.73	-2.75	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4.4	3	2	3.8	0	3	2	3.5	3.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.08	-0.56	0	0	3.9	2	3.5	3	0	0	0	0	2	0	0	0	0	0	2	2	4.6	3.8	4.1	0	3.3	3	0	3.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.77	1.47	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	3.1	3.1	5.3	3.4	4.2	2.6	2.9	2.9	2.6	3.7	2.2	2.2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.72	-1.45	0	0	2	0	0	2.6	0	0	2	0	0	0	0	0	0	0	3.5	3	4.6	3.5	4	2.6	2.6	3	2	2.6	0	2.6
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.8	3.39	0	0	0	2.1	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	0	3.8	0	2.8	3.2	0	3.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.28	-3.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.1	4.6	2	3.3	0	3.1	0	2	2.7	0	3.3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.11	1.09	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	3.7	2.9	5.1	3.2	4.5	0	3.2	3.7	0	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-6.34	1.26	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	4.5	0	4.1	0	0	0	0	3	0	2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.76	2.02	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	2	2	4.9	3.2	4.6	0	3.4	3	0	2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.53	2.43	0	0	2.7	0	3.3	3.3	0	0	2.7	0	0	0	0	0	0	0	3.1	2.7	5.3	0	4.2	0	3.3	3.6	0	3.6	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.35	1.8	0	0	3.8	0	2	2.6	4.2	0	2.6	0	0	0	0	0	0	0	0	4.2	4.4	0	3.5	2.6	3.3	3	2	3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.27	0.35	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	3.3	2	5	3.3	4.5	0	0	2.6	0	2.6	2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.81	4.14	0	0	3.7	3.9	3	2.4	0	0	0	4.5	2.4	2.4	0	0	0	0	2.4	0	3.7	0	3	0	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.43	1.19	0	0	2.5	2.5	2.5	3.1	0	0	0	0	0	0	0	3.1	0	0	0	3.1	4.3	2.5	3.5	0	2.5	2.5	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.02	2.42	0	0	2.9	0	2.2	4.2	0	0	3.2	0	0	0	2.2	0	2.9	0	2.2	2.9	4.4	0	2.2	2.2	3.7	0	0	3.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.72	2.97	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	3.8	3.2	4.9	3.2	3.7	2.1	3.8	2.8	2.1	3.4	2.1	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.82	-0.16	0	0	0	0	1.7	1.7	2.3	0	0	0	0	0	0	0	1.7	0	3.6	2.9	4.5	1.7	4.3	1.7	3.3	3.6	0	3.3	1.7	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.6	-0.26	0	0	2.3	0	0	0	1.7	0	0	0	2.3	0	1.7	0	0	1.7	2.6	0	5.1	0	4.3	0	1.7	2.6	0	2.3	0	1.7
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.14	-0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	4.6	2.6	0	3.2	2.6	4.1	0	0	2.6	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.79	1.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	4.5	0	5	0	3.3	3.5	2	3.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.77	2.18	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	2.8	1.8	4.5	0	4.4	1.8	1.8	3.1	2.8	3.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.1	1.95	0	0	0	0	0	1.9	1.9	0	0	0	0	0	0	0	0	0	3.3	1.9	5	2.5	3.7	1.9	3.1	2.5	2.5	3.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.61	2.95	0	0	0	0	0	0	0	0	0	2.9	0	2.2	0	0	0	0	2.2	0	4.7	0	3.9	0	2.2	0	2.2	0	2.2	2.2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-6.2	1.93	1.8	0	0	0	0	0	0	0	0	2.4	1.8	0	0	0	0	0	4.2	1.8	3.9	2.4	4.5	0	2.4	1.8	2.4	3.8	1.8	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.88	2.3	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	3.7	1.7	5.2	1.7	4.5	0	3.3	2.6	0	3.4	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.63	2.32	2.4	0	3.7	3.9	2.4	3.4	3.9	0	2.4	0	0	0	2.4	0	0	0	0	0	3.4	0	3.1	0	3.7	3.4	0	2.4	2.4	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.42	2.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	2.9	5.5	0	4.7	2.2	3.3	2.2	0	3.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.28	1.35	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	3.9	0	4.3	2.5	4.6	0	1.9	1.9	2.5	3.7	1.9	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.16	-0.9	0	0	2.1	0	3.1	3.6	2.1	0	0	0	0	2.1	2.1	0	0	0	0	3.6	3.9	0	0	2.1	2.1	0	2.1	2.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.75	1.87	0	0	0	0	1.9	0	1.9	0	0	0	0	0	0	0	0	0	4	0	4.5	2.9	4.6	0	3.6	2.9	0	2.6	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.46	2.92	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3.5	4.1	5.7	0	4.4	2.6	3	3.7	2.6	3.3	2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.06	3.36	3.4	0	4.2	3.4	2.2	2.8	0	0	2.2	0	2.2	2.8	0	0	0	2.2	0	0	4.4	0	4	0	0	0	0	3.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.24	2.29	0	0	0	0	0	2.1	0	0	0	0	2.1	0	0	0	0	0	4.6	4	5.3	3.6	4.2	3.1	3.1	4.5	3.1	2.1	0	2.8
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.91	2.36	2.1	0	4.6	3.6	2.1	2.1	2.1	0	2.1	0	0	0	0	0	0	2.1	3.6	3.1	4.6	2.1	3.6	0	0	3.6	2.1	2.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.55	-1.1	0	0	0	1.9	0	3.4	0	0	0	0	0	0	0	0	0	0	2.9	2.5	5	0	4	2.5	3.4	1.9	0	1.9	1.9	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.64	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4	0	3.9	2.8	0	3.9	3.5	2.8	0	2.8
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.04	-3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	3.8	0	2.8	3.8	0	0	0	0	0	0	2.8
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.46	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	3.5	5.1	2.4	4.1	3.6	2.4	3.1	0	2.4	1.8	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.08	-0.19	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	3.6	4.3	3.6	0	4.3	3.6	0	0	0	3.6	2.5	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.14	-1.9	0	0	0	0	2.1	3	1.6	0	0	0	0	0	0	0	0	0	3.8	3.8	4.8	1.6	2.8	2.8	3.4	0	1.6	3.2	2.1	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.84	0.15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2.6	3	3.7	0	4.1	0	2.6	2	0	3	2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.61	-3.26	0	0	0	0	0	2.3	0	0	0	0	0	0	2.3	0	0	0	0	3.6	4.6	0	2.9	0	2.3	0	3.3	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.29	-0.23	0	0	1.9	2.5	2.5	0	0	0	0	0	1.9	1.9	0	0	1.9	0	3.1	2.5	4.2	2.8	4.2	0	2.8	2.5	0	2.5	0	2.5
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.31	2.86	0	0	0	0	2.2	0	0	0	1.6	0	0	0	0	0	0	0	2.2	1.6	5.5	0	4.3	1.6	3.7	3.7	1.6	3.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.67	-0.9	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	3.6	4.3	3.1	3.8	3.8	2.1	2.1	2.1	3.1	2.7	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.01	-2.54	0	0	0	1.9	0	1.9	0	0	1.9	0	0	0	1.9	0	0	0	1.9	2.6	4.5	0	2.9	0	2.6	0	0	1.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.05	-0.82	0	0	2.7	3.1	0	3.1	0	0	0	0	0	0	0	0	0	2	0	0	4.3	0	3.5	0	3.1	3.1	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.48	-1.23	0	0	0	0	0	3.4	0	0	2.7	0	0	0	0	0	1.7	0	2.3	3.6	1.7	1.7	3	1.7	2.3	3	2.7	3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.69	-1.13	0	0	2.1	0	0	2.1	0	0	0	0	0	0	0	0	0	0	3.1	2.8	4.9	0	3.6	3.4	2.8	0	0	3.1	2.8	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.47	-4.29	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3.6	4.2	0	3.8	0	3	0	2	2.6	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.04	3.31	0	0	2.9	2.9	3.3	3.8	0	0	3.3	0	0	0	0	0	0	0	2.9	2.3	5.5	2.9	4.3	0	3.6	3.3	0	2.9	2.3	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.6	0	0	0	0	0	1.7	2.6	0	0	0	0	0	0	0	0	0	0	3.1	3.8	4.6	2.9	4.4	3.1	3.6	3.4	0	2.6	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.79	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	3	3.9	4.3	0	4.6	2.3	2.3	3.7	0	2.3	0	2.3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.61	0.14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4.2	3.5	5.3	3.5	3.9	2	4.1	3.3	0	0	0	3.3
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.51	1.13	0	0	2.6	2	2	0	3	0	0	0	0	0	0	0	0	0	0	2	4.1	0	2.6	2	2.6	2	0	3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.78	-0.74	0	0	0	0	0	0	1.7	0	0	1.7	0	0	0	0	0	0	3.8	2.3	5.1	3	4.1	0	2.7	2.3	0	0	0	2.7
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.8	-0.06	0	0	0	0	0	2.5	0	0	0	0	1.9	0	0	0	0	0	3.5	4.1	4.8	2.5	3.8	2.5	3.3	3.9	0	2.5	1.9	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.27	-1.16	0	0	3.9	2	0	0	0	0	2	0	0	0	0	0	0	0	0	3.9	4.2	0	3.3	2	2	0	0	3.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.85	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	2.4	5.5	0	3.8	3.4	3	3	0	3	1.8	1.8
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.23	-1.78	0	0	0	2	2	3	2	0	0	0	0	0	0	0	0	0	2	2.6	3.8	2	3.5	0	3.5	0	2	3.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.03	3.71	1.9	0	0	0	1.9	2.5	2.5	0	2.5	0	1.9	1.9	1.9	0	1.9	0	1.9	2.5	5	1.9	3.5	2.5	3.1	2.5	1.9	2.9	1.9	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.87	-1.16	0	0	3.6	2.4	3.1	3.5	0	0	0	0	0	0	0	0	0	0	0	0	4.2	0	3.6	0	2.4	1.8	1.8	2.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.47	-2.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	4.2	3.8	1.8	3.6	0	2.8	0	2.4	1.8	1.8	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.49	2.13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3.8	3.3	5.3	2	4.1	0	3.3	3.5	2.6	3.3	2	2
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.96	-3.22	0	0	0	0	0	0	0	0	2.3	0	0	0	1.7	0	1.7	0	3	3.2	4.7	0	3.2	0	3.4	0	2.7	2.7	1.7	1.7
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.45	2.82	0	0	0	0	0	0	1.9	0	0	1.9	0	0	0	0	0	0	3.7	0	5	3.2	4.4	0	2.5	4	0	3.2	1.9	2.5
