day	Anno	celltype	UMAP_1	UMAP_2	marker:Tnnt2	marker:Myl4	marker:Myl7	up:Bcl11a	up:Nfib	up:Nfia	up:Mecom	up:Tox	up:Foxp2	up:Sox5	up:Npas3	up:Nr3c1	up:Gli3	down:Nr6a1	down:Arid3b	down:Gata4	down:Lin28b	down:Lef1	down:Mef2c
E9.5	E95_First_heart_field	First_heart_field	-2.54	-1.18	0	3.7	4.8	0	4.4	0	4.4	0	4.8	0	3.7	0	0	3.7	3.7	5.5	4.4	3.7	5.7
E9.5	E95_First_heart_field	First_heart_field	-6.89	-3	0	0	0	0	0	0	0	0	3.7	0	3.7	0	3.7	4.8	0	5.5	0	4.4	0
E9.5	E95_First_heart_field	First_heart_field	3.66	-2.82	4.3	4.3	4.3	0	5.9	0	0	0	0	0	0	0	0	0	0	4.3	0	4.3	5.4
E9.5	E95_First_heart_field	First_heart_field	0.15	-0.49	0	0	0	0	4.9	5.2	0	0	0	0	3.8	0	3.8	0	4.5	4.9	0	0	5.2
E9.5	E95_First_heart_field	First_heart_field	3.69	-0.25	0	0	5.4	0	0	0	0	0	0	0	4.3	0	4.3	0	0	5.9	0	0	4.3
E9.5	E95_First_heart_field	First_heart_field	0.61	2.69	4.9	4.9	4.9	0	0	0	0	0	0	0	0	0	0	4.9	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-6.87	-2.6	0	3.3	0	0	3.9	4.3	3.9	3.9	4.8	3.3	0	3.3	3.9	4.3	0	4.3	3.3	3.3	3.9
E9.5	E95_First_heart_field	First_heart_field	0.89	-2.12	5	5	5.4	0	0	0	0	0	0	0	0	0	0	0	0	5.7	0	0	5
E9.5	E95_First_heart_field	First_heart_field	-3.26	-4.46	0	3.9	3.2	0	0	3.2	0	0	3.2	3.2	0	0	3.2	4.3	0	5.6	0	3.2	5.4
E9.5	E95_First_heart_field	First_heart_field	0.26	3.46	0	4.7	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	0	4.7	0
E9.5	E95_First_heart_field	First_heart_field	2.75	1.86	0	0	0	0	0	0	0	0	0	0	0	4.4	0	0	0	5.7	0	0	0
E9.5	E95_First_heart_field	First_heart_field	5.46	-0.62	4.9	4.6	4.9	0	0	3.5	0	0	4.2	0	0	0	0	3.5	0	5.4	0	4.6	4.2
E9.5	E95_First_heart_field	First_heart_field	-4.24	4.15	4.1	3	4.4	0	3	4.4	5.1	0	3	4.6	0	0	5.1	3.7	4.1	3.7	4.8	4.6	4.1
E9.5	E95_First_heart_field	First_heart_field	-1.46	-0.06	3.9	4.2	3.2	0	3.2	0	0	3.2	0	3.2	0	0	3.2	4.5	0	4.2	3.9	0	3.2
E9.5	E95_First_heart_field	First_heart_field	0.85	-1.81	4.4	4.8	0	0	0	0	0	0	4.4	5.7	0	0	0	4.4	0	5.3	0	3.7	0
E9.5	E95_First_heart_field	First_heart_field	7.71	-1.54	4.3	5.5	4.8	0	4.6	4.6	0	0	0	0	3.2	0	0	0	0	5	0	3.9	4.6
E9.5	E95_First_heart_field	First_heart_field	3.4	-4.66	4.3	3.7	3.7	0	4	4.6	0	0	4.3	0	0	0	3	0	0	5.4	0	3	3
E9.5	E95_First_heart_field	First_heart_field	4.3	-3.09	5.7	4.7	4.7	0	4.7	3.6	0	0	3.6	0	0	0	0	4.7	5	4.3	0	4.3	4.7
E9.5	E95_First_heart_field	First_heart_field	-0.51	-1.98	5.3	5.7	0	0	0	0	0	0	0	0	0	0	0	5.3	0	5.3	0	0	5.3
E9.5	E95_First_heart_field	First_heart_field	-1.97	2.35	4.7	0	3.3	0	0	0	3.3	0	4	0	0	0	3.3	0	3.3	0	0	5.6	0
E9.5	E95_First_heart_field	First_heart_field	-1.89	-1.7	0	3.5	0	0	4.2	0	0	0	0	3.5	0	0	3.5	0	4.6	5.1	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-6.03	-4.27	0	0	3.7	0	4.3	5.4	0	0	0	5	0	0	4.3	0	0	3.7	0	4.3	5
E9.5	E95_First_heart_field	First_heart_field	-3.37	-0.77	0	0	0	0	0	0	5.3	0	4.9	6.1	0	0	0	0	0	5.5	0	0	4.9
E9.5	E95_First_heart_field	First_heart_field	1.63	-1.13	4.8	4.8	5	0	0	0	0	0	0	3.4	3.4	0	0	3.4	4.5	4.1	0	3.4	4.8
E9.5	E95_First_heart_field	First_heart_field	2.71	-2.61	5.6	0	5.6	0	0	0	0	0	0	0	0	0	0	5.6	4.5	0	0	4.5	5.8
E9.5	E95_First_heart_field	First_heart_field	6.23	1.67	4.2	4.8	2.8	0	3.9	0	0	0	0	0	3.9	0	3.5	0	3.5	4.2	0	0	4.7
E9.5	E95_First_heart_field	First_heart_field	-2.25	0.01	3.4	0	0	0	0	3.4	4.1	0	4.1	0	4.5	0	0	0	4.5	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	6.19	0.88	4.8	0	4.1	0	0	3.5	0	0	0	0	3.5	0	0	3.5	0	4.8	4.1	0	4.8
E9.5	E95_First_heart_field	First_heart_field	-4.79	-3.93	0	0	0	4.8	5.5	5.7	0	0	4.1	0	4.1	0	0	4.1	4.1	5.2	4.1	0	5.2
E9.5	E95_First_heart_field	First_heart_field	3.25	-4.1	3.7	4.4	0	0	3.7	0	0	0	0	3.7	0	0	0	0	0	4.4	0	0	4.4
E9.5	E95_First_heart_field	First_heart_field	7.35	-0.84	4.3	4.3	3.9	0	4.3	3.3	0	0	0	0	3.9	0	0	0	3.3	5	0	0	5.2
E9.5	E95_First_heart_field	First_heart_field	-2.72	-4.9	4.6	3.2	4.6	0	0	4.3	0	0	0	0	0	0	0	3.2	3.2	5.7	0	0	4.3
E9.5	E95_First_heart_field	First_heart_field	2.76	-2.33	0	5.2	0	0	5.2	4.5	0	0	4.5	0	0	0	0	0	0	4.5	0	0	0
E9.5	E95_First_heart_field	First_heart_field	4.55	-0.64	0	0	0	0	4.6	0	0	0	0	0	0	0	0	0	0	4.6	0	0	5.3
E9.5	E95_First_heart_field	First_heart_field	5.34	-1.92	4.6	3.5	5.3	0	0	0	0	0	3.5	0	3.5	0	2.8	0	2.8	5.3	2.8	0	3.9
E9.5	E95_First_heart_field	First_heart_field	-1.04	5.09	3.9	0	5.3	0	0	0	0	0	6.3	0	0	0	3.9	4.6	0	0	3.9	0	0
E9.5	E95_First_heart_field	First_heart_field	-2.53	-0.28	4	4.3	0	0	0	0	0	0	4	0	0	0	3.6	3.6	3.6	4.5	4	3	4.5
E9.5	E95_First_heart_field	First_heart_field	7.14	1.37	3.5	0	0	0	0	4.5	4.5	0	0	3.5	0	0	0	4.8	0	4.5	3.5	3.5	4.8
E9.5	E95_First_heart_field	First_heart_field	6.21	2.36	4.3	4.7	4.3	0	4.7	3.6	5.6	0	0	0	3.6	0	0	4.3	3.6	0	0	4.3	5.3
E9.5	E95_First_heart_field	First_heart_field	-2.5	4.38	0	4.5	5.2	0	0	0	4.5	0	4.5	0	0	0	0	0	5.6	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-3.18	-0.76	0	0	0	0	0	0	4.7	0	0	4	4	0	4.4	0	4	5.3	0	3.4	5.6
E9.5	E95_First_heart_field	First_heart_field	-7.33	-2.47	0	3.9	3.9	0	5.3	4.6	0	0	3.9	0	0	0	3.9	4.6	0	5	3.9	3.9	0
E9.5	E95_First_heart_field	First_heart_field	7.14	-0.55	4.5	4.5	0	0	5.2	0	0	0	0	0	3.4	0	3.4	3.4	0	5.4	4.1	3.4	4.1
E9.5	E95_First_heart_field	First_heart_field	-2.1	3.16	4.1	3.4	4.1	0	0	0	0	0	0	0	3.4	0	5.5	0	4.1	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-0.88	-1.68	4.8	0	0	0	0	0	0	0	4.8	0	0	0	0	5.9	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-2.9	-1.21	4.1	4.1	0	0	0	0	0	0	0	0	0	0	3.7	4.7	3	5.6	0	0	5.7
E9.5	E95_First_heart_field	First_heart_field	0.82	-3.3	4.1	4.8	0	0	4.1	4.6	0	0	0	4.1	0	0	0	3.7	3.1	5.1	0	0	4.8
E9.5	E95_First_heart_field	First_heart_field	-2.82	3.38	3.8	0	5.2	0	0	0	0	0	3.8	5.2	3.8	0	0	4.5	4.5	0	0	0	4.9
E9.5	E95_First_heart_field	First_heart_field	-7.36	-3.33	0	0	0	0	5.8	5.8	0	0	3.6	0	0	0	3.6	0	3.6	5.8	0	0	5.8
E9.5	E95_First_heart_field	First_heart_field	1.98	2.29	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2	0	0	4.5
E9.5	E95_First_heart_field	First_heart_field	5.61	1.41	4.1	4.1	0	0	4.7	0	0	0	0	0	0	0	0	5.8	0	5.2	5.4	0	5.7
E9.5	E95_First_heart_field	First_heart_field	3.64	-1.8	3.5	5.4	5.3	0	0	0	3.5	0	0	0	0	0	0	4.2	4.2	5.3	0	0	0
E9.5	E95_First_heart_field	First_heart_field	5.86	-1.82	0	0	0	0	5.2	0	0	0	0	0	0	0	0	0	0	0	0	4.1	4.1
E9.5	E95_First_heart_field	First_heart_field	-6.91	-3.37	3.5	4.6	0	4.2	3.5	6.1	0	0	5.9	5.7	4.2	4.2	0	0	0	5.1	3.5	0	5.8
E9.5	E95_First_heart_field	First_heart_field	-7.35	-5.21	0	0	0	0	4.1	5.6	3.4	0	4.1	4.1	4.1	0	3.4	4.8	0	6	0	0	0
E9.5	E95_First_heart_field	First_heart_field	4.91	-2.52	4.1	4.1	0	0	4.1	4.1	0	0	4.1	0	0	5.5	0	0	0	0	0	4.8	0
E9.5	E95_First_heart_field	First_heart_field	-0.07	2.53	0	5	5	0	0	0	0	0	0	4.6	0	0	3.9	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-0.76	-0.58	3.7	0	0	0	0	0	4.4	0	0	0	0	0	0	0	4.8	0	3.7	0	0
E9.5	E95_First_heart_field	First_heart_field	-3.39	4.33	2.9	2.9	4.7	0	0	0	5.2	0	5.7	5.1	3.6	0	3.6	4.5	0	3.6	4.7	0	2.9
E9.5	E95_First_heart_field	First_heart_field	-7.07	-3.67	3.1	0	0	0	5.5	5.4	0	0	3.8	0	3.1	0	0	4.9	0	5.7	0	0	3.8
E9.5	E95_First_heart_field	First_heart_field	-1.64	-1.93	3.7	4.4	0	0	0	0	0	0	3.7	0	3.7	0	0	5.5	4.8	6.2	0	0	5.3
E9.5	E95_First_heart_field	First_heart_field	5.89	-2.12	4.2	0	4.8	0	4.2	0	0	0	0	0	0	0	0	0	0	5.5	0	4.2	0
E9.5	E95_First_heart_field	First_heart_field	7	-2.24	3.9	4.7	2.8	0	5.3	4.2	2.8	0	0	0	2.8	0	0	4.4	0	3.9	0	2.8	4.6
E9.5	E95_First_heart_field	First_heart_field	6.91	-0.43	4.2	4.9	4.2	0	0	3.5	0	0	0	0	0	0	0	0	0	0	4.9	0	4.2
E9.5	E95_First_heart_field	First_heart_field	-6.81	-4.49	0	0	3.8	0	0	3.8	0	0	0	0	0	0	0	0	0	5.4	0	3.8	0
E9.5	E95_First_heart_field	First_heart_field	-2.23	3.79	0	0	0	0	0	0	0	0	0	4.2	0	0	4.2	5.3	0	0	4.2	0	0
E9.5	E95_First_heart_field	First_heart_field	4.25	-1.07	0	0	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	1.81	0.56	3.7	4.8	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	4.4	5.1
E9.5	E95_First_heart_field	First_heart_field	3.87	1.64	4.4	0	5	0	0	0	5	0	0	0	0	0	0	0	0	5	0	4.4	5.4
E9.5	E95_First_heart_field	First_heart_field	-1.35	-2.03	0	4.1	0	0	0	4.1	0	0	0	0	0	0	0	5.9	0	5.7	0	0	4.8
E9.5	E95_First_heart_field	First_heart_field	1.1	0.75	4.5	5.8	6.2	0	0	0	0	0	0	0	0	0	0	0	4.5	3.9	0	0	4.5
E9.5	E95_First_heart_field	First_heart_field	1.48	1.15	0	5.2	5.2	0	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-1.19	4.24	0	4.8	0	0	0	0	0	0	4.8	4.8	0	0	0	5.9	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-2.41	4.56	0	4.3	5	0	0	0	5	4.3	0	5	0	0	4.3	4.3	0	0	4.3	0	0
E9.5	E95_First_heart_field	First_heart_field	-2.13	-1.82	3.6	0	0	0	0	0	0	0	0	0	0	0	3.6	3.6	3.6	4.3	0	0	5.2
E9.5	E95_First_heart_field	First_heart_field	5.46	1.37	0	3.9	0	4.6	0	0	0	0	3.9	0	0	4.6	0	5.6	0	3.9	4.6	0	5
E9.5	E95_First_heart_field	First_heart_field	3.37	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-4.51	-1.19	4.4	0	0	0	0	0	0	5.1	6.2	0	0	0	0	4.4	0	5.1	4.4	0	5.1
E9.5	E95_First_heart_field	First_heart_field	2.88	-2.35	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	0	0
E9.5	E95_First_heart_field	First_heart_field	2.49	-3.82	5	4.2	3.1	0	4.7	3.1	0	0	3.1	3.8	3.8	0	0	3.8	4.5	5.6	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-4.35	-4.54	4.3	0	0	0	0	4.3	0	0	5	0	4.3	0	4.3	0	5	4.3	0	0	0
E9.5	E95_First_heart_field	First_heart_field	5.71	-1.46	5.7	4.3	0	0	3.9	0	0	0	0	3.3	0	0	0	3.9	0	0	0	3.3	4.3
E9.5	E95_First_heart_field	First_heart_field	7.43	0.13	4.7	4	0	0	0	3.4	0	4.4	0	0	3.4	0	3.4	4	4.7	3.4	0	0	4
E9.5	E95_First_heart_field	First_heart_field	6.39	1.29	3.8	3.8	4.8	0	3.8	3.1	0	4.4	3.1	0	0	0	4.4	3.1	4.4	0	5.2	3.8	3.1
E9.5	E95_First_heart_field	First_heart_field	-4.68	-2.54	3	4	4.7	3	0	0	0	0	5.1	4	0	0	4.3	4.5	0	4.5	4.5	3	4.5
E9.5	E95_First_heart_field	First_heart_field	6.49	0	2.9	2.9	3.5	0	5.5	4.6	0	0	3.5	0	0	0	0	2.9	4.2	4.8	4.2	2.9	5.2
E9.5	E95_First_heart_field	First_heart_field	-5.58	-3.87	4.5	0	0	3.8	0	4.9	0	0	4.5	0	3.8	0	3.8	0	0	5.4	0	0	5.6
E9.5	E95_First_heart_field	First_heart_field	-3.56	-4.03	0	4.2	0	0	4.2	0	0	0	5.1	0	3.6	0	3.6	3.6	0	5.3	0	0	5.6
E9.5	E95_First_heart_field	First_heart_field	-6.2	-3.64	0	4.4	3.3	0	0	5.6	0	3.3	4	4.4	4	0	3.3	0	0	4.6	0	0	4.4
E9.5	E95_First_heart_field	First_heart_field	-5.34	-4.51	0	0	4.5	4.5	0	0	0	0	4.5	5.2	0	0	0	0	0	5.6	0	0	5.6
E9.5	E95_First_heart_field	First_heart_field	-0.73	-2.4	4.3	3	3.7	0	0	0	0	0	3.7	3.7	0	0	0	3.7	3	4.3	0	0	5.5
E9.5	E95_First_heart_field	First_heart_field	-3.04	0.04	3.6	3.6	2.9	0	4.7	0	0	0	4.3	4.3	4.3	0	0	4.5	3.6	3.6	5.2	0	4.5
E9.5	E95_First_heart_field	First_heart_field	-2.42	0.89	3.7	3	4.6	0	3	0	4.1	4.9	3.7	4.1	0	0	0	4.6	4.1	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	6.39	1.31	4	3.6	4.7	0	4.8	3.6	0	0	0	0	0	0	0	4.5	2.9	5.1	2.9	4.8	4.3
E9.5	E95_First_heart_field	First_heart_field	5.38	-1.85	4.4	4.8	4.4	0	0	3.7	0	0	0	0	0	0	0	0	0	5.1	3	0	0
E9.5	E95_First_heart_field	First_heart_field	0.18	-2.77	4.2	4.2	5.1	0	3.5	0	0	0	0	0	0	0	0	4.2	0	3.5	4.2	0	0
E9.5	E95_First_heart_field	First_heart_field	5.49	-1.55	0	3.1	0	0	0	5.4	0	3.1	0	0	0	0	0	0	3.8	5.8	3.1	0	3.1
E9.5	E95_First_heart_field	First_heart_field	3.36	2.39	0	0	0	0	6.3	0	4.7	0	0	0	0	0	4.7	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	1.1	-2.59	5.5	0	5.1	0	0	4.4	0	0	5.8	0	0	0	0	0	0	6.2	4.4	0	5.8
E9.5	E95_First_heart_field	First_heart_field	7	0.69	3.3	3.9	3.3	0	5	4.6	0	0	0	0	4.3	0	0	0	0	4.8	0	0	3.9
E9.5	E95_First_heart_field	First_heart_field	1.94	-1.41	5.2	5.4	5.5	0	4.4	3.3	0	0	0	4.7	0	4	0	0	3.3	5.6	0	0	4
E9.5	E95_First_heart_field	First_heart_field	4.84	2.59	4.3	3.7	0	0	4.3	0	0	3.7	0	0	3.7	0	0	0	0	0	4.3	0	5
E9.5	E95_First_heart_field	First_heart_field	5.53	-2.62	5.5	5	3.9	0	3.9	3.9	0	0	0	0	0	0	0	3.9	0	5	0	3.9	4.6
E9.5	E95_First_heart_field	First_heart_field	-0.85	5.44	4.8	4.1	0	0	4.8	0	0	0	4.1	4.8	0	0	0	4.1	4.1	4.8	0	0	0
E9.5	E95_First_heart_field	First_heart_field	4.16	-0.32	4.8	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	2.17	-1.64	4.8	0	4.8	0	5.5	4.8	0	0	0	4.8	0	0	0	0	0	6.6	0	0	5.5
E9.5	E95_First_heart_field	First_heart_field	7.47	-0.76	4.2	4.8	4.8	0	0	0	0	0	0	0	0	0	0	0	0	5.2	4.8	0	0
E9.5	E95_First_heart_field	First_heart_field	5.79	-1.58	4.2	4.6	0	0	0	0	0	0	0	0	0	0	0	5.1	3.5	3.5	4.9	3.5	4.9
E9.5	E95_First_heart_field	First_heart_field	4.78	-1.95	0	0	0	0	4.5	0	0	0	0	0	0	0	0	5.2	0	4.5	0	4.5	0
E9.5	E95_First_heart_field	First_heart_field	-4.1	-3.89	3.8	0	0	4.9	0	4.9	0	0	4.5	5.6	0	0	3.8	0	0	5.6	0	3.8	6.2
E9.5	E95_First_heart_field	First_heart_field	3.1	0.14	0	0	0	0	0	4.9	0	0	4.9	0	0	0	0	0	0	5.6	0	4.9	0
E9.5	E95_First_heart_field	First_heart_field	0.01	-1.39	0	4.4	5.1	0	0	0	0	0	0	0	0	0	0	4.4	4.4	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	6.86	-0.04	5.1	4.4	0	0	3.7	0	0	0	0	0	0	0	0	4.4	4.4	4.8	0	0	4.8
E9.5	E95_First_heart_field	First_heart_field	3.14	-3.59	4.1	5.4	5.9	0	0	3.4	0	0	0	4.8	0	0	0	0	4.8	5.4	0	3.4	4.1
E9.5	E95_First_heart_field	First_heart_field	-1.29	2.48	4.1	0	4.1	0	0	0	0	4.8	4.5	0	5.2	0	3.4	3.4	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	4.23	-0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	5.2	0	0	5.2
E9.5	E95_First_heart_field	First_heart_field	0.56	1.21	5.4	4.7	5.8	0	0	0	0	0	0	0	4.7	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	1.32	-2.69	4.4	5	0	3.7	5.3	4.4	0	0	0	4.4	0	3.7	0	3.7	0	5.7	0	0	4.8
E9.5	E95_First_heart_field	First_heart_field	2.93	1.47	0	0	0	0	5.6	4.9	0	0	0	0	0	0	0	0	5.6	6	0	0	6
E9.5	E95_First_heart_field	First_heart_field	4.88	-2.15	0	0	4.3	0	0	0	0	0	0	0	0	0	0	5.9	0	4.3	0	0	0
E9.5	E95_First_heart_field	First_heart_field	0.16	1.35	5	5	6.3	0	0	0	0	4.3	0	0	0	0	4.3	4.3	5.4	4.3	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-2.76	2.94	0	4.3	0	0	0	3.6	0	0	4.3	4.7	4.3	0	3.6	0	4.3	4.3	4.9	0	4.3
E9.5	E95_First_heart_field	First_heart_field	5.44	1.49	0	0	0	0	3.7	3.7	4.4	0	0	0	0	0	3.7	4.4	4.4	4.8	0	4.8	3.7
E9.5	E95_First_heart_field	First_heart_field	-3.36	0.01	0	0	0	0	0	0	4.1	0	5.5	0	0	0	4.5	0	4.1	4.5	3.4	0	3.4
E9.5	E95_First_heart_field	First_heart_field	2.46	-2.26	5.8	4.5	0	0	4.5	4.5	0	0	5.1	0	0	5.1	0	0	0	5.1	0	4.5	5.6
E9.5	E95_First_heart_field	First_heart_field	2.52	-0.13	4.6	4.6	5	0	0	4	0	0	0	0	0	0	0	0	0	4	0	4.6	4
E9.5	E95_First_heart_field	First_heart_field	1.76	0.64	5	5	4.6	0	3.9	0	4.6	0	0	0	0	0	0	3.9	0	5	0	3.9	3.9
E9.5	E95_First_heart_field	First_heart_field	3.28	1.11	0	4.8	0	0	0	0	0	0	0	0	4.8	0	4.8	0	0	5.5	0	4.8	0
E9.5	E95_First_heart_field	First_heart_field	3.65	1.07	0	0	0	4.7	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-3.38	-0.76	4.7	0	0	0	0	0	5.4	0	6.1	4.7	0	0	0	4.7	0	6.3	0	0	4.7
E9.5	E95_First_heart_field	First_heart_field	0.3	2.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	1.03	-3.11	4.6	3.9	0	5	5.3	0	0	0	0	3.9	0	0	0	0	0	6	0	0	3.9
E9.5	E95_First_heart_field	First_heart_field	-3.8	-3.37	4.6	3.9	5	0	3.9	5	0	0	5.5	4.6	0	0	0	0	0	6.4	5	0	3.9
E9.5	E95_First_heart_field	First_heart_field	7.46	-0.16	4.3	3.2	3.2	0	3.9	3.2	0	0	0	0	0	0	0	0	3.2	5	0	3.2	3.2
E9.5	E95_First_heart_field	First_heart_field	2.11	-2.15	5.9	4.5	5.2	0	4.5	0	0	0	4.5	0	0	0	0	4.5	0	5.6	0	0	4.5
E9.5	E95_First_heart_field	First_heart_field	-3.39	-2.79	4.4	5.1	0	0	0	0	0	0	5.1	4.4	0	0	0	0	0	5.8	0	0	6.5
E9.5	E95_First_heart_field	First_heart_field	5.25	1.91	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0	5.1	5.8	4.4	4.4
E9.5	E95_First_heart_field	First_heart_field	4.87	0.47	4.9	4.9	4.9	4.9	5.3	5.8	0	4.2	0	0	0	0	0	0	0	5.6	0	4.9	4.2
E9.5	E95_First_heart_field	First_heart_field	-0.72	2.7	4.8	5.5	6.2	0	0	0	0	0	0	0	0	0	4.8	0	4.8	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	0.25	2.39	4.8	4.8	0	0	5.5	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-7.18	-5.44	0	0	0	3.7	3.7	6.2	0	4.4	3.7	5.8	3.7	0	4.4	4.8	4.4	3.7	5.1	0	3.7
E9.5	E95_First_heart_field	First_heart_field	5.29	1.19	5	5	0	0	4.3	4.3	0	4.3	0	0	0	0	0	0	4.3	0	0	0	4.3
E9.5	E95_First_heart_field	First_heart_field	6.41	-2.83	4.5	0	4.5	0	4.1	3.4	0	0	0	0	4.1	0	0	0	0	4.5	3.4	0	6.3
E9.5	E95_First_heart_field	First_heart_field	4.83	0.71	0	4.5	0	0	3.8	0	0	0	0	0	4.5	0	0	0	0	5.6	0	0	3.8
E9.5	E95_First_heart_field	First_heart_field	5.91	0.11	4.2	3.5	0	0	3.5	3.5	0	0	3.5	0	0	0	0	0	0	5.1	4.2	0	3.5
E9.5	E95_First_heart_field	First_heart_field	3.27	1.02	5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	0	0	6
E9.5	E95_First_heart_field	First_heart_field	-5.62	-3.84	0	0	0	0	0	0	0	0	5.2	0	0	0	4.5	0	0	5.8	0	0	4.5
E9.5	E95_First_heart_field	First_heart_field	4.45	1.88	0	5	0	0	5.4	4.4	0	0	0	0	0	0	4.4	4.4	0	0	0	0	4.4
E9.5	E95_First_heart_field	First_heart_field	6.54	1.12	4	0	3.3	4	3.3	3.3	0	0	0	0	4.4	0	0	3.3	4.4	5.7	0	0	4.4
E9.5	E95_First_heart_field	First_heart_field	-5.23	-1.17	0	0	0	0	4.7	0	0	0	5.2	0	4.7	0	4.9	4.7	0	6	3.1	0	0
E9.5	E95_First_heart_field	First_heart_field	-7.03	-4.22	0	0	0	0	0	5	0	0	0	0	0	0	0	5	4.6	5.2	0	3.9	4.6
E9.5	E95_First_heart_field	First_heart_field	-1.42	-1.82	4.2	0	0	4.9	0	0	0	0	4.9	0	0	0	0	0	0	4.9	0	0	4.9
E9.5	E95_First_heart_field	First_heart_field	1.91	1.66	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	4.2
E9.5	E95_First_heart_field	First_heart_field	3.07	1.01	4.6	5.7	0	0	0	0	0	0	0	0	0	0	0	0	5.3	5.3	4.6	4.6	0
E9.5	E95_First_heart_field	First_heart_field	3.07	-0.68	4.9	4.9	6.7	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8
E9.5	E95_First_heart_field	First_heart_field	2.63	1.5	0	0	0	0	0	0	0	0	0	0	5.2	0	0	5.6	0	4.5	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-1.33	2.05	4.5	0	0	0	0	0	0	0	4.5	0	5.2	0	0	4.5	0	0	0	0	4.5
E9.5	E95_First_heart_field	First_heart_field	-1.51	0.81	0	0	0	0	4.9	0	0	6.6	0	5.5	4.9	0	0	0	4.9	0	4.9	0	0
E9.5	E95_First_heart_field	First_heart_field	2.41	-2.59	4.7	0	4.7	0	0	4.7	0	0	0	0	0	0	0	5.8	5.4	5.4	0	0	0
E9.5	E95_First_heart_field	First_heart_field	5.26	-1.77	4.2	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2
E9.5	E95_First_heart_field	First_heart_field	1.39	-0.98	5	5	0	0	5.7	0	0	0	0	0	0	0	0	5	0	6.1	0	0	5
E9.5	E95_First_heart_field	First_heart_field	-0.72	-1.44	0	0	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	0	0
E9.5	E95_First_heart_field	First_heart_field	1.76	1.23	4.8	6.5	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	1.2	0.82	4.5	5.2	5.8	0	0	4.5	0	0	0	0	0	0	0	0	4.5	4.5	4.5	0	0
E9.5	E95_First_heart_field	First_heart_field	6.12	-2.4	3.9	3.9	0	0	4.5	4.5	0	0	0	0	0	0	0	0	0	0	3.9	3.9	4.9
E9.5	E95_First_heart_field	First_heart_field	5.07	-1.66	5.4	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7	0	0	0
E9.5	E95_First_heart_field	First_heart_field	2.2	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-0.63	2.11	4.9	0	0	0	5.6	0	4.9	0	0	0	0	0	0	5.6	5.6	0	0	4.9	0
E9.5	E95_First_heart_field	First_heart_field	3.31	1.93	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1
