day	Anno	celltype	UMAP_1	UMAP_2	marker:Tnnt2	marker:Myl4	marker:Myl7	up:Bcl11a	up:Nfib	up:Nfia	up:Mecom	up:Tox	up:Foxp2	up:Sox5	up:Npas3	up:Nr3c1	up:Gli3	down:Nr6a1	down:Arid3b	down:Gata4	down:Lin28b	down:Lef1	down:Mef2c
E9.5	E95_First_heart_field	First_heart_field	-1.05	1.96	4.5	3.8	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	4.5	0
E9.5	E95_First_heart_field	First_heart_field	-2.16	-1.8	4	3.4	4.4	0	4.4	0	0	0	4.4	4.7	0	0	3.4	4	4	4.9	0	0	5.9
E9.5	E95_First_heart_field	First_heart_field	-2.28	-1.58	4.3	0	0	0	0	0	0	0	6.1	0	0	0	4.3	5	0	0	0	0	5.4
E9.5	E95_First_heart_field	First_heart_field	-7.06	-1.76	5.1	0	4.5	0	0	5.5	0	0	6.1	0	4.5	0	0	0	0	5.1	0	0	5.1
E9.5	E95_First_heart_field	First_heart_field	0.24	0.83	0	0	0	0	0	4.6	0	0	0	0	0	0	0	0	0	3.9	0	0	5
E9.5	E95_First_heart_field	First_heart_field	-3.24	-4.8	0	0	5	0	5	4.3	0	0	4.3	0	0	5	0	0	0	4.3	0	4.3	5.4
E9.5	E95_First_heart_field	First_heart_field	-7.01	-5.6	0	4.7	0	0	4.7	0	0	0	0	0	0	0	0	0	0	6.1	0	0	4.7
E9.5	E95_First_heart_field	First_heart_field	1.79	1.86	4.8	4.8	0	0	0	0	0	0	0	0	0	0	0	0	4.8	7.1	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-6.89	-3.43	0	3.8	0	3.8	4.5	5.7	0	0	3.8	0	0	0	3.8	4.5	0	5.5	3.8	0	0
E9.5	E95_First_heart_field	First_heart_field	-2.23	-3.52	3.5	4.6	5.1	0	0	4.2	0	0	0	0	0	0	0	0	0	5.4	3.5	0	4.2
E9.5	E95_First_heart_field	First_heart_field	5.53	2.3	4.6	0	0	0	5.3	3.9	5.5	0	0	0	0	0	0	5.7	5	4.6	4.6	0	4.6
E9.5	E95_First_heart_field	First_heart_field	-4.23	-4.03	0	0	4.6	0	0	0	0	0	5.3	0	0	0	0	0	0	5.7	4.6	0	4.6
E9.5	E95_First_heart_field	First_heart_field	6.68	-2.01	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0	5.6
E9.5	E95_First_heart_field	First_heart_field	-2.7	-3.19	4.9	0	0	0	5.5	0	0	0	4.9	4.9	0	0	0	5.5	0	4.9	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-3.73	-3.31	4.9	0	0	6	4.9	4.9	0	0	0	0	0	0	0	0	0	6.8	0	0	4.9
E9.5	E95_First_heart_field	First_heart_field	5.16	1.83	4.1	4.8	4.1	0	5.2	4.1	0	0	0	0	0	0	0	4.1	0	5.2	0	0	4.1
E9.5	E95_First_heart_field	First_heart_field	-6.79	-4.6	0	0	0	0	4.4	5.6	0	0	0	0	3.7	0	0	3.7	0	5.5	5.3	3.7	4.4
E9.5	E95_First_heart_field	First_heart_field	6.26	1.92	5	4.4	4	3.3	3.3	4	0	0	0	0	0	0	3.3	4	3.3	4.4	3.3	4	4
E9.5	E95_First_heart_field	First_heart_field	2.75	1.4	0	4.6	5.3	0	6.8	0	0	0	0	5.3	4.6	0	0	0	5.7	6	0	0	5.3
E9.5	E95_First_heart_field	First_heart_field	2.24	0.61	3.9	3.9	6.1	0	0	0	4.5	0	0	0	0	0	0	4.5	0	0	0	0	3.9
E9.5	E95_First_heart_field	First_heart_field	-5.38	-4.46	0	0	0	4.8	0	0	0	0	5.9	0	0	0	0	0	0	4.8	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-3.51	-3.97	3.1	5.3	4.2	0	0	4.2	3.1	0	5.2	5.2	3.8	0	3.1	4.5	0	5.6	3.1	3.8	4.7
E9.5	E95_First_heart_field	First_heart_field	-2.37	-1.31	4.2	5.1	0	0	4.2	0	3.2	0	0	3.2	0	0	0	0	3.8	4.7	0	0	3.2
E9.5	E95_First_heart_field	First_heart_field	-4.46	-4.27	0	3.4	0	0	4.5	3.4	0	0	5.5	0	0	0	3.4	0	0	4.8	0	0	6
E9.5	E95_First_heart_field	First_heart_field	-3.55	-1.15	0	4.6	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-3.48	-1.26	0	4.7	0	0	0	0	0	0	4.7	0	4.7	0	0	0	0	5.8	4.7	0	4.7
E9.5	E95_First_heart_field	First_heart_field	-0.57	0.63	4.7	3.1	5.5	0	0	0	0	0	0	4.2	4.5	0	0	0	0	0	0	0	3.1
E9.5	E95_First_heart_field	First_heart_field	5.55	0.86	4.3	3.6	0	0	4.7	0	0	0	0	0	0	0	0	4.3	0	4.7	5	0	3.6
E9.5	E95_First_heart_field	First_heart_field	-1.58	3.4	4.9	0	0	0	0	0	0	0	4.2	0	0	0	5.3	4.9	4.2	0	0	0	4.2
E9.5	E95_First_heart_field	First_heart_field	-0.75	4.94	4.1	0	4.1	0	0	0	0	0	5.2	0	0	0	4.1	0	0	0	4.1	0	4.8
E9.5	E95_First_heart_field	First_heart_field	-7.12	-0.17	0	5.2	0	4.1	4.1	4.8	0	0	0	0	0	0	4.1	0	0	5.2	0	4.1	4.1
E9.5	E95_First_heart_field	First_heart_field	7.28	0.39	3.4	0	4.1	0	4.5	3.4	0	0	0	0	0	0	0	0	4.1	4.1	5.8	0	4.1
E9.5	E95_First_heart_field	First_heart_field	-1.36	4.24	0	0	0	0	0	4.5	5.4	0	3.4	0	0	0	3.4	4.5	0	0	4.7	3.4	0
E9.5	E95_First_heart_field	First_heart_field	-6.46	-2.59	0	2.9	0	0	5.1	5.3	4	4.8	5.6	4.3	0	0	0	4.5	0	5.1	4.5	2.9	4
E9.5	E95_First_heart_field	First_heart_field	-4.11	-0.87	4.1	0	0	0	0	0	0	0	4.8	4.1	0	0	4.1	4.1	0	5.2	0	0	5.9
E9.5	E95_First_heart_field	First_heart_field	-4.46	-3.78	4	4.7	0	0	0	5.5	0	0	0	4.7	0	0	0	4	3.4	5.4	4	0	5.3
E9.5	E95_First_heart_field	First_heart_field	2.75	-4.45	4.4	0	5.1	4.4	4.8	4.8	0	0	0	4.4	0	0	0	3.7	0	5.8	0	0	4.8
E9.5	E95_First_heart_field	First_heart_field	4.46	0.93	0	0	0	0	0	4.9	0	0	0	0	0	0	0	4.9	4.2	0	0	0	4.9
E9.5	E95_First_heart_field	First_heart_field	-6.82	-5.75	0	3.3	0	0	5.6	4.9	0	0	4.9	0	4	0	0	5.4	0	6.6	3.3	0	4.9
E9.5	E95_First_heart_field	First_heart_field	-7.63	-2.09	4.3	4.3	0	0	6.1	5.7	0	0	4.3	0	5	0	5	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	6.05	0.51	0	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	5.6	4	4	4
E9.5	E95_First_heart_field	First_heart_field	4.52	-3.65	4.3	0	0	0	0	0	0	0	4.3	4.3	0	0	0	0	0	5.9	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-1.59	2.93	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	0	0	0	4.7	0
E9.5	E95_First_heart_field	First_heart_field	-2.78	3.68	4.2	3.5	4.6	0	5.1	4.2	0	0	4.9	0	0	0	0	0	0	0	4.9	3.5	0
E9.5	E95_First_heart_field	First_heart_field	4.95	-2.83	5.2	3.9	0	0	5	3.9	0	0	0	0	0	0	3.9	4.6	4.6	3.9	0	3.9	3.9
E9.5	E95_First_heart_field	First_heart_field	-2.93	-1.04	0	0	3.7	0	0	3.1	0	0	4.6	3.1	0	0	0	0	0	5.4	3.7	4.4	3.7
E9.5	E95_First_heart_field	First_heart_field	5.61	1.42	3.8	3.8	0	0	4.5	0	0	0	0	0	0	0	0	4.5	0	3.8	0	0	5.4
E9.5	E95_First_heart_field	First_heart_field	-3.82	-0.11	0	0	0	3.4	4.1	0	3.4	0	5.8	4.5	0	0	0	5.3	0	5.4	5	0	4.1
E9.5	E95_First_heart_field	First_heart_field	-2.37	4.41	4.7	0	4	0	0	0	0	0	0	4.7	0	0	0	0	0	0	4.7	4	0
E9.5	E95_First_heart_field	First_heart_field	6.72	0.69	3.6	3.6	3.6	0	0	3.6	0	0	0	0	0	0	0	0	0	0	4.3	0	4.7
E9.5	E95_First_heart_field	First_heart_field	3.82	-1.97	4.1	4.1	0	0	0	0	0	0	4.8	0	0	0	0	4.1	0	5.5	0	4.1	0
E9.5	E95_First_heart_field	First_heart_field	-3.51	-0.89	0	3	0	0	0	0	0	0	5	5	3.7	0	3.7	4.1	4.1	6.5	3.7	3	5.6
E9.5	E95_First_heart_field	First_heart_field	-5.54	-4.18	0	0	0	0	0	0	0	0	4.4	4.4	0	0	0	5.8	0	5.1	4.4	0	4.4
E9.5	E95_First_heart_field	First_heart_field	5	-1.82	5.1	0	0	0	4	0	0	0	4	0	0	0	0	4	0	5.1	0	4	4
E9.5	E95_First_heart_field	First_heart_field	-2.99	-3.75	5.4	4.3	0	0	0	0	0	0	0	5	0	0	4.3	0	0	6.1	0	0	4.3
E9.5	E95_First_heart_field	First_heart_field	-2.02	1.82	0	0	0	4.2	0	0	0	0	4.2	0	4.2	0	0	4.2	0	0	4.2	4.2	0
E9.5	E95_First_heart_field	First_heart_field	-6.02	-3.96	0	0	0	0	0	6.8	0	0	0	0	0	0	0	0	0	6	0	0	5.6
E9.5	E95_First_heart_field	First_heart_field	0.86	-2.36	4.6	3.9	4.8	0	0	0	0	0	3.9	5.1	3.2	0	0	0	0	0	0	3.2	4.3
E9.5	E95_First_heart_field	First_heart_field	-7.31	-1.67	3	4	0	3.7	5.1	5	3	0	4.7	3.7	4.3	0	4.6	3	0	4.9	3.7	0	4.3
E9.5	E95_First_heart_field	First_heart_field	0.41	-1.31	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-2.02	-4.37	0	0	0	0	0	0	0	0	4.8	0	4.8	0	4.8	0	0	4.8	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-2.49	2.72	3.4	4	0	0	4.4	3.4	5.6	5.5	5.4	3.4	0	0	4.7	0	0	0	0	0	4
E9.5	E95_First_heart_field	First_heart_field	-1.6	1.29	0	0	5.5	0	0	0	4.9	0	0	0	4.9	0	4.9	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	5.32	1.15	4.4	3.7	0	0	0	0	0	4.4	0	0	3.7	0	0	3.7	0	4.4	0	3.7	3.7
E9.5	E95_First_heart_field	First_heart_field	6.85	1.41	3.2	4.3	3.2	3.9	5.6	3.2	0	3.9	4.3	3.2	3.2	0	0	3.9	3.2	5.4	0	4.6	4.6
E9.5	E95_First_heart_field	First_heart_field	5.21	2.98	0	4.4	4.1	0	4.8	0	3.7	0	0	3.1	3.1	0	0	4.6	4.4	4.4	0	4.1	3.7
E9.5	E95_First_heart_field	First_heart_field	7.26	1.28	4.2	3.5	0	0	4.6	3.5	0	0	0	0	0	0	0	0	0	4.6	0	5.1	4.9
E9.5	E95_First_heart_field	First_heart_field	2.91	-1.95	5.8	0	0	0	4.5	5.8	0	0	0	0	0	0	0	0	0	6.2	0	4.5	0
E9.5	E95_First_heart_field	First_heart_field	-1.39	1.82	0	0	0	0	0	0	4.7	0	0	0	0	0	4.1	0	0	0	0	4.1	0
E9.5	E95_First_heart_field	First_heart_field	5.86	0.66	4.9	4.5	3.9	0	4.5	4.9	0	0	0	0	0	0	0	3.9	0	4.5	0	0	3.9
E9.5	E95_First_heart_field	First_heart_field	6.99	-2.32	4.8	5.5	4.8	0	0	0	0	0	0	0	0	0	0	4.4	0	4.4	0	0	4.8
E9.5	E95_First_heart_field	First_heart_field	3.66	-0.75	5	4.6	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	0
E9.5	E95_First_heart_field	First_heart_field	-1.46	3.18	4.8	0	0	0	0	0	0	0	0	4.8	4.1	0	4.8	0	4.1	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-2.66	3.91	0	0	0	0	0	4.9	0	0	0	0	5.9	0	0	0	0	0	0	5.5	0
E9.5	E95_First_heart_field	First_heart_field	2.67	1.05	0	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	6.3	0	0	5.8
E9.5	E95_First_heart_field	First_heart_field	5.47	1.03	5.2	4.5	5.4	0	5	0	0	0	0	0	3.4	0	0	4.1	0	5.8	3.4	0	5
E9.5	E95_First_heart_field	First_heart_field	7.04	-2.62	4.5	5.2	4.2	0	0	0	0	0	0	0	0	0	0	3.2	3.2	0	3.2	0	3.2
E9.5	E95_First_heart_field	First_heart_field	-3.89	-4.53	0	5.3	0	0	0	0	0	0	4.6	0	0	0	0	0	0	6.2	0	0	0
E9.5	E95_First_heart_field	First_heart_field	2.84	-3.77	5.3	0	4.9	4.2	0	5.5	0	0	4.2	0	0	0	0	0	0	5.5	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-6.14	-2.89	0	0	0	0	0	4.4	0	0	6.6	0	0	0	5.1	4.4	0	5.5	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-4.75	-1.08	0	0	0	3.4	5.5	4.1	0	0	4.1	0	4.5	3.4	0	3.4	0	5.4	0	0	5.2
E9.5	E95_First_heart_field	First_heart_field	-6.56	-6.15	0	3.7	4.1	0	0	3.1	0	0	0	4.4	3.7	0	0	0	0	5.1	0	3.7	0
E9.5	E95_First_heart_field	First_heart_field	5.12	1.27	0	0	0	0	0	0	0	0	4.3	0	4.3	0	0	0	0	0	5.7	0	5
E9.5	E95_First_heart_field	First_heart_field	6.12	2.16	3.3	3.3	4	0	4.4	0	0	0	3.3	0	0	0	0	3.3	3.3	0	4.4	3.3	4.9
E9.5	E95_First_heart_field	First_heart_field	5.59	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	4.7	4.7
E9.5	E95_First_heart_field	First_heart_field	4.63	2.36	3.8	4.2	3.1	0	3.8	0	0	5.3	0	0	0	3.8	3.8	3.8	0	4.7	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-1.9	-1.89	4.2	4.9	0	0	5.8	0	4.2	4.2	0	4.2	0	0	0	4.2	0	5.6	0	0	4.2
E9.5	E95_First_heart_field	First_heart_field	0.79	-3.22	4.5	4.5	4.1	3.4	4.5	4.1	0	0	0	0	0	0	0	3.4	4.5	0	0	0	5
E9.5	E95_First_heart_field	First_heart_field	4.92	2.87	4.3	4.9	4.5	0	5.2	0	5.2	0	2.9	4	0	0	4.5	2.9	4.5	0	0	4.3	2.9
E9.5	E95_First_heart_field	First_heart_field	-6.16	-3.54	4.8	0	0	0	5.5	5.9	0	0	6.2	0	4.8	0	0	0	0	5.5	0	4.8	5.5
E9.5	E95_First_heart_field	First_heart_field	3.36	-4.35	4	4.9	4	0	0	3.3	3.3	0	0	0	0	0	0	4	0	4.4	0	3.3	4.9
E9.5	E95_First_heart_field	First_heart_field	-1.63	3.11	0	0	4.1	0	0	0	0	0	0	0	4.1	0	4.1	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-0.42	2.2	5.1	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0	6.6
E9.5	E95_First_heart_field	First_heart_field	-0.18	-2.89	3	4.8	4.1	0	4.4	0	3	0	4.4	3.7	3	0	0	3	4.1	5.5	0	0	4.4
E9.5	E95_First_heart_field	First_heart_field	6.63	0.35	4.3	5.3	0	4.3	5.2	0	0	0	0	0	0	0	0	0	0	5.2	0	3.6	4.3
E9.5	E95_First_heart_field	First_heart_field	-7.3	-2.41	0	3.8	0	0	5.5	5.8	0	0	3.8	0	0	0	3.8	4.8	0	5.3	0	0	4.8
E9.5	E95_First_heart_field	First_heart_field	-6.66	-0.19	3.3	4.4	4	0	6	5.1	0	0	3.3	0	4.4	0	3.3	0	3.3	4.4	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-3.82	3.73	5.3	4.3	0	0	3.9	4.3	5.8	0	0	3.9	0	0	5.3	5	3.9	0	3.9	3.9	0
E9.5	E95_First_heart_field	First_heart_field	4.24	-1.74	4.6	4.6	4.8	0	0	3.3	0	3.3	0	0	0	0	0	4.6	0	4.3	0	0	0
E9.5	E95_First_heart_field	First_heart_field	5.59	0.83	0	3.8	0	0	5.4	0	0	4.5	0	0	0	0	0	4.9	4.5	4.9	4.5	4.5	4.5
E9.5	E95_First_heart_field	First_heart_field	-7.24	-3.13	0	4.7	0	3.6	4.3	6.1	0	0	5.2	3.6	3.6	0	0	0	0	5.7	4.3	0	3.6
E9.5	E95_First_heart_field	First_heart_field	-2.99	3.35	4.1	3.4	3.4	4.1	4.1	0	0	4.1	5	0	4.5	0	3.4	5	0	0	3.4	4.5	0
E9.5	E95_First_heart_field	First_heart_field	-5.97	-3.58	3.7	3.7	0	0	0	0	0	0	5.6	0	4.4	0	0	0	0	5.1	0	4.4	3.7
E9.5	E95_First_heart_field	First_heart_field	6.2	1.01	3.8	4.9	0	0	0	4.9	0	0	0	0	3.8	3.8	0	0	4.5	5.2	3.8	0	4.9
E9.5	E95_First_heart_field	First_heart_field	-3.56	-0.62	3.9	0	0	0	4.6	0	0	0	0	0	0	0	0	3.9	4.3	5.7	0	0	4.3
E9.5	E95_First_heart_field	First_heart_field	7.63	-0.34	3.6	3.6	0	0	5.9	3.6	0	0	0	0	0	0	0	0	0	5.3	0	3.6	4.6
E9.5	E95_First_heart_field	First_heart_field	2.52	1.7	0	0	0	0	4.8	0	0	0	0	0	3.7	0	0	0	0	5.7	3.7	0	3.7
E9.5	E95_First_heart_field	First_heart_field	5.53	-2.55	3.4	4.5	4.1	0	0	0	0	0	4.1	0	0	0	0	4.7	0	4.5	0	3.4	3.4
E9.5	E95_First_heart_field	First_heart_field	-1.58	-1.93	0	4.6	3.9	0	0	0	4.6	0	3.9	5	0	0	3.9	5	0	4.6	0	3.9	3.9
E9.5	E95_First_heart_field	First_heart_field	-4.41	-4.29	4.5	4.5	0	0	0	5.9	0	0	6.1	0	4.5	0	0	5.2	0	0	0	0	5.9
E9.5	E95_First_heart_field	First_heart_field	-2.05	-4.1	0	4.6	0	4.6	0	0	0	0	0	0	4.6	0	4.6	0	0	6	0	0	5.3
E9.5	E95_First_heart_field	First_heart_field	2.59	0.89	4.7	6.1	5.8	0	5.4	0	4.7	0	0	0	0	0	0	0	0	5.4	5.4	0	4.7
E9.5	E95_First_heart_field	First_heart_field	1.87	0.24	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5.4	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-7.33	-2.25	0	4	3.6	2.9	4.7	4.3	5.2	2.9	5.2	4	0	0	4	0	3.6	5.2	0	0	4.5
E9.5	E95_First_heart_field	First_heart_field	6.97	1.63	3.3	3.3	0	0	5.9	3.9	0	0	0	0	0	0	0	0	0	3.9	3.3	0	4.6
E9.5	E95_First_heart_field	First_heart_field	2.77	-3.64	5.3	4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0
E9.5	E95_First_heart_field	First_heart_field	-1.97	0.2	4	0	0	0	4	0	0	6.3	0	0	5.9	0	5	5.3	0	0	0	4.6	0
E9.5	E95_First_heart_field	First_heart_field	2.28	0.83	0	0	4.3	0	0	4.3	0	0	0	0	0	0	0	0	0	0	0	0	4.3
E9.5	E95_First_heart_field	First_heart_field	5.32	-2.86	4.6	0	0	0	5	0	0	0	0	0	3.9	0	0	4.6	0	3.9	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-7.25	-2.1	0	0	0	0	6.5	5.8	0	0	0	3.8	3.8	0	0	4.5	4.5	6.2	0	0	3.8
E9.5	E95_First_heart_field	First_heart_field	2.71	0.05	6	4.6	4.6	0	0	0	0	0	0	0	0	0	0	0	4.6	4.6	0	0	0
E9.5	E95_First_heart_field	First_heart_field	7.41	-0.71	4.7	4.4	3.3	0	4	4	0	0	0	0	0	0	0	3.3	0	4	0	0	4
E9.5	E95_First_heart_field	First_heart_field	0.9	1.82	6.9	5.6	6.6	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-0.14	-2.82	3.8	4.5	4.5	0	4.9	0	0	0	3.8	4.9	0	0	0	3.8	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	0.17	-1.92	4.7	4.7	4.7	0	0	0	4.7	0	0	5.4	0	0	0	0	0	0	0	0	5.4
E9.5	E95_First_heart_field	First_heart_field	6.84	0.48	3.5	4.2	0	0	4.9	0	0	0	0	0	0	0	0	4.2	0	5.3	4.6	0	4.9
E9.5	E95_First_heart_field	First_heart_field	-1.51	4.96	3.5	3.5	4.6	0	0	0	0	0	5.4	4.6	4.6	0	4.2	0	0	0	3.5	0	0
E9.5	E95_First_heart_field	First_heart_field	-1.96	2.95	3.6	4.3	0	0	0	0	3.6	0	4.3	0	3.6	0	4.3	3.6	0	0	3.6	0	3.6
E9.5	E95_First_heart_field	First_heart_field	-3.61	0.49	0	0	4.5	4.9	0	0	4.5	0	4.5	4.9	3.8	3.8	0	5.2	3.8	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	4.23	-2.45	5.2	3.8	0	0	0	0	0	0	0	0	0	0	0	5.6	4.5	3.8	0	4.5	5.4
E9.5	E95_First_heart_field	First_heart_field	-4.07	-3.47	0	0	0	0	0	4.9	0	0	4.9	4.9	0	0	0	5.6	0	0	5.6	0	0
E9.5	E95_First_heart_field	First_heart_field	-1.31	-0.38	0	3.9	5	0	6	3.9	3.9	4.6	0	0	0	0	3.9	0	0	0	5	3.9	4.6
E9.5	E95_First_heart_field	First_heart_field	-1.55	1.99	0	0	0	0	0	0	4.2	0	4.2	0	0	0	0	5.3	5.3	0	0	4.2	0
E9.5	E95_First_heart_field	First_heart_field	-2.07	4.56	0	4.1	4.1	0	0	5.2	0	0	5.5	0	4.8	0	4.1	0	0	0	0	4.1	0
E9.5	E95_First_heart_field	First_heart_field	-1.06	1.29	4.2	0	4.9	0	0	0	0	0	4.2	0	0	0	0	0	0	5.8	0	0	4.2
E9.5	E95_First_heart_field	First_heart_field	6.43	-1.42	0	0	3.8	0	3.8	3.8	0	0	0	0	0	0	0	3.8	0	5.9	0	0	0
E9.5	E95_First_heart_field	First_heart_field	5.51	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	4.5
E9.5	E95_First_heart_field	First_heart_field	3.87	-4.09	4.6	4.2	3.5	0	4.6	0	0	0	0	0	0	0	0	3.5	0	5.9	4.2	3.5	0
E9.5	E95_First_heart_field	First_heart_field	3.7	-4.07	4.3	3.2	4.5	0	4.5	3.9	0	0	3.9	3.2	3.9	0	3.2	4.5	0	5.9	0	3.2	4.8
E9.5	E95_First_heart_field	First_heart_field	-1.64	0.17	4.7	0	0	0	5.8	4.7	0	4.7	4.7	6	5.8	0	4.7	4.7	0	4.7	0	0	0
E9.5	E95_First_heart_field	First_heart_field	0.45	3.82	0	0	0	0	5.2	0	0	0	0	0	5.2	0	0	5.2	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	0.62	3.39	0	0	0	0	0	0	0	5.2	5.2	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	0.7	3.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	0	0
E9.5	E95_First_heart_field	First_heart_field	0.32	3.31	0	0	0	0	0	0	0	0	0	5.9	5.2	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	1.33	3.18	0	0	0	0	5.5	5.5	0	0	0	0	0	0	0	0	0	5.5	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-0.42	3.53	0	0	0	0	0	0	0	0	0	0	5.4	0	0	0	0	0	6	0	0
E9.5	E95_First_heart_field	First_heart_field	0.8	3.37	0	0	0	0	0	0	0	0	0	0	0	0	5.4	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	0.37	2.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	1.03	3.04	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-1.57	3.51	0	0	0	0	5.4	0	0	0	5.8	4.7	4.7	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-0.33	3.24	0	0	0	0	5.8	0	0	0	5.1	5.1	5.1	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	1	3.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	0.48	3.8	0	0	0	0	0	5.5	0	0	6.2	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	1.15	2.53	0	0	0	0	6.1	5.4	0	0	0	0	0	0	0	0	0	5.4	0	0	0
E9.5	E95_First_heart_field	First_heart_field	0.83	3.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4
E9.5	E95_First_heart_field	First_heart_field	0.84	3.43	5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	0
E9.5	E95_First_heart_field	First_heart_field	0.26	3.72	0	0	0	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	6.6	1.53	4.7	0	4.3	0	4.7	3.6	0	0	0	0	3.6	0	3.6	5	4.3	5.5	5.5	0	5.2
E9.5	E95_First_heart_field	First_heart_field	0.05	-2.72	5.5	4.9	3.7	3	4.6	0	0	0	3	4.1	0	3.7	0	0	4.1	5.5	0	0	3
E9.5	E95_First_heart_field	First_heart_field	-2.1	-4.98	0	5	0	0	0	0	0	0	5.7	0	0	0	5	0	0	5	0	0	6.4
E9.5	E95_First_heart_field	First_heart_field	-4.02	-0.32	0	0	0	0	0	0	0	0	5.4	4.3	0	0	0	0	0	5.9	0	4.3	4.9
E9.5	E95_First_heart_field	First_heart_field	5.45	2.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2
E9.5	E95_First_heart_field	First_heart_field	3.01	0.44	0	0	0	0	5.1	0	5.1	0	0	0	0	0	0	0	5.1	0	0	5.1	0
E9.5	E95_First_heart_field	First_heart_field	2.83	1.36	0	5.3	0	0	6	0	6	0	0	0	0	0	0	5.3	0	0	0	0	0
E9.5	E95_First_heart_field	First_heart_field	5.41	-2.85	4.4	4.4	0	0	5.1	0	0	0	0	0	3.7	0	0	5.1	0	4.8	0	4.4	4.4
E9.5	E95_First_heart_field	First_heart_field	-3.75	-3.46	5.8	5.1	0	0	0	5.1	0	0	4.7	4.7	4.7	0	4	0	0	4.7	0	0	0
E9.5	E95_First_heart_field	First_heart_field	-0.68	-1.64	0	0	0	0	0	0	0	0	4.8	5.9	0	0	0	0	0	5.5	0	5.5	4.8
E9.5	E95_First_heart_field	First_heart_field	-2.69	-5.38	3.1	3.1	4.2	3.1	0	5.5	0	0	4.7	0	5.1	0	5.1	4.7	4.2	5.6	0	0	4.2
E9.5	E95_First_heart_field	First_heart_field	5.87	-0.08	3.5	4.2	0	0	4.6	4.2	0	0	0	0	0	0	0	0	0	4.8	0	0	3.5
E9.5	E95_First_heart_field	First_heart_field	1.92	-2.4	3.9	4.4	0	0	2.9	0	0	0	2.9	0	2.9	0	2.9	0	3.9	5.1	0	2.9	4.8
E9.5	E95_First_heart_field	First_heart_field	1.18	-1.68	5.8	4.7	5.4	4.7	0	0	0	0	0	4.7	0	0	0	0	0	6.3	0	0	0
