day	Anno	celltype	UMAP_1	UMAP_2	Cdx2	Hesx1	Irx3	Meis2	Six3	Sp5
E7.25	E725_Epiblast	Epiblast	1.33	-0.53	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.6	-1.77	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.99	4.12	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.26	-0.62	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.69	4.72	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.24	2.88	0	0	2.4	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.29	2.12	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.23	-2.09	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.51	3.92	0	0	0	0	0	1.7
E7.25	E725_Epiblast	Epiblast	3.11	-1.88	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.29	2.6	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.83	1.63	0	0	0	0	2	0
E7.25	E725_Epiblast	Epiblast	-0.63	-0.2	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.95	-0.92	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.6	1.02	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.15	-1.69	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.37	-0.69	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.8	3.15	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.21	1.36	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.69	2.42	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.17	-1.37	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.14	-2.79	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.21	-3.25	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.21	-1.04	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.66	3.54	1.8	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.03	1.44	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.08	0.38	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.51	2.25	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.91	3.17	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.8	-0.08	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.51	0.17	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.73	1.25	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.74	0.24	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.72	1.46	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.2	-0.39	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.59	3.66	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.85	-1.81	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.22	3.2	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.62	-3.05	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.66	4.62	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.59	-0.19	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.56	-0.39	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.85	-2.1	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.98	1.61	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.36	4.27	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.6	0.76	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.95	-3.42	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.1	2.05	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.32	2.49	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.54	-1.7	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.24	-2.86	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.3	1.85	0	0	0	0	0	1.8
E7.25	E725_Epiblast	Epiblast	2.94	-2.82	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.52	2.71	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.56	-0.68	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.09	-0.95	0	1.9	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.28	1.41	0	2.7	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.26	-2.42	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.48	1.92	0	0	0	2.3	0	0
E7.25	E725_Epiblast	Epiblast	1.43	0.88	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.58	-3.52	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.16	1.41	0	0	1.8	0	0	0
E7.25	E725_Epiblast	Epiblast	1.93	-2.14	0	0	2.2	0	0	0
E7.25	E725_Epiblast	Epiblast	1.98	-3.21	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.91	1.01	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.95	2.9	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.06	2.37	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.8	2.43	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.15	-1.83	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.39	-1.28	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.82	2.03	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.15	1.39	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2	1.52	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.06	2.31	0	0	2.3	0	0	0
E7.25	E725_Epiblast	Epiblast	4.14	-2.41	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.71	-1.99	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.83	4.74	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.48	2.12	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.96	2.37	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.77	2.1	0	0	0	1.9	0	2.9
E7.25	E725_Epiblast	Epiblast	2.16	3.48	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.08	0.34	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.82	3.03	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.73	-0.93	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.4	-0.13	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.64	-1.37	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.16	3.1	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.73	3.24	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.62	2.6	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.12	2.33	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.18	0.31	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.91	2.67	0	0	2.1	0	0	0
E7.25	E725_Epiblast	Epiblast	2.81	-1.64	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.28	0.11	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.51	-1.17	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.03	-2.6	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.32	-0.46	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.64	3.23	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.75	-2.48	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.42	-1.94	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.73	-1.2	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.48	-0.76	0	0	0	0	0	2
E7.25	E725_Epiblast	Epiblast	-2.8	2.53	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.82	2.08	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.08	0.41	0	0	2	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.45	0.11	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.74	-3.17	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.48	-2.1	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.45	-0.55	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.79	2.91	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.84	-1.13	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.15	-1.19	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.14	-1.91	0	0	2.6	0	0	0
E7.25	E725_Epiblast	Epiblast	3.79	3.53	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.54	-0.13	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.6	-2.79	0	0	1.9	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.64	3.1	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.56	0.26	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.97	-3.22	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.33	0.96	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.08	0.91	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.52	2.73	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.1	1.67	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.52	3.78	0	0	0	0	0	1.9
E7.25	E725_Epiblast	Epiblast	-1.97	4.37	0	0	0	2.5	0	0
E7.25	E725_Epiblast	Epiblast	-1.8	0.5	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.63	1.67	1.6	1.6	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.19	-0.75	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.28	-2.14	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.31	-2.64	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.4	0.83	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.44	-0.04	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.44	0.6	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.48	1.45	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.01	2.52	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.5	2.91	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.11	3.51	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.23	-0.16	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.24	-2.64	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.05	4.38	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.79	-0.57	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.98	-2.62	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.67	1.83	0	0	1.8	0	0	0
E7.25	E725_Epiblast	Epiblast	2.03	-2.89	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.67	2.83	0	1.7	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.99	-1.6	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.64	2.75	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.56	-2.31	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.05	2.4	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.49	-2.12	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.64	2.49	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.62	0.79	0	0	1.9	0	0	0
E7.25	E725_Epiblast	Epiblast	0.73	4.85	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.59	-1.16	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.58	2.01	0	0	0	0	1.7	0
E7.25	E725_Epiblast	Epiblast	4.58	1.47	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.29	-0.6	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.05	1.8	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.75	0.66	0	0	2.1	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.4	0.89	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.25	1.62	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.32	0.68	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.11	-0.02	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.24	0.55	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.08	-2.22	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.33	3.18	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.53	-1.99	0	0	0	0	2	0
E7.25	E725_Epiblast	Epiblast	3.48	2.3	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.02	-0.69	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.04	2.01	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.71	-1.65	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.82	4.02	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.76	-1.29	1.9	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.06	2.01	0	0	2.3	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.08	-0.31	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.86	2.54	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.74	3.09	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.48	0.52	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.49	-1.63	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.8	-1.99	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.08	1.91	0	0	0	0	0	2.1
E7.25	E725_Epiblast	Epiblast	2.41	1.88	0	0	0	0	1.6	0
E7.25	E725_Epiblast	Epiblast	-1.26	-0.04	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1	1.03	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.8	0.97	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.22	1.06	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.83	3.13	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.39	1.48	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.24	1.07	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.43	1.45	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.37	1.9	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.99	-3.15	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.11	2.66	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.73	2.67	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-5.04	0.85	0	0	0	1.7	0	0
E7.25	E725_Epiblast	Epiblast	3.56	-2.44	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.67	0.04	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.1	1.68	0	0	0	0	0	2.7
E7.25	E725_Epiblast	Epiblast	2.45	1.85	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.05	3.18	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.67	2.34	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.23	2.57	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.07	3.49	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.93	-1.41	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.46	2.71	0	0	0	0	0	1.5
E7.25	E725_Epiblast	Epiblast	3.13	-1.62	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.92	1.31	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.69	1.26	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.16	-1.83	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.56	-1.46	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.17	3.11	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.13	1.71	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.44	2.58	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.86	-0.11	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.95	-2.42	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.46	1.52	0	0	0	0	0	2.3
E7.25	E725_Epiblast	Epiblast	-2.39	2.58	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.02	-2.68	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.57	2.13	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.72	-1.69	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.46	-1.11	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.29	3.49	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.14	0.28	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.65	-3.3	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.61	1.96	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-5.16	1.56	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.48	-1.8	0	0	2.2	0	0	0
E7.25	E725_Epiblast	Epiblast	2.42	-2.7	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.39	3.64	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.08	-0.68	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.35	-0.11	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.4	2.24	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.17	-1.5	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.67	0.54	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.89	-2.05	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.99	1.91	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.71	3.55	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.54	-1.95	0	0	0	2	0	0
E7.25	E725_Epiblast	Epiblast	0.01	4.59	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.74	2.64	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.49	-1.36	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.38	0.04	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.42	-1.74	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.57	3.27	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.13	3.77	2	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.54	0.26	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.32	-0.79	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.45	-2.84	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.83	0.81	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.23	2.77	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.74	-2.89	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.27	-2.63	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.55	1.78	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.07	3.14	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.36	-1.66	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.07	-2.67	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.8	4.19	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.38	-1.03	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.91	-1.42	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.48	2.66	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.53	2.82	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.04	-2.54	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.4	-1.81	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.83	4.02	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.03	-2.04	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.16	2.37	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.98	2.8	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.75	-2.62	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.84	-0.16	0	1.9	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.06	4.01	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.22	1.22	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.45	-2.25	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	1.92	-2.26	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.71	-3.16	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.21	2.11	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.27	2.51	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.59	-1.59	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.38	1.08	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.64	-0.34	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.9	1.52	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.74	4.58	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.83	4.01	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.21	4.13	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.76	1.61	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.47	2.32	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.53	-0.42	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.47	-3.57	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.98	2.58	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.48	3.03	0	1.9	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.77	3.34	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.7	-2.15	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.4	1.81	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.22	0.42	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.16	-1.4	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.44	-3.32	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.39	0.11	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.79	-1.85	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.49	-2.23	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.3	-2.52	0	2.9	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.54	0.53	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-5.03	1.2	0	0	0	1.5	0	0
E7.25	E725_Epiblast	Epiblast	-1.64	1.11	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.72	1.42	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.31	0.34	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.04	-1.51	0	2.1	0	0	0	2.1
E7.25	E725_Epiblast	Epiblast	-2.17	1.23	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.15	3.5	0	0	0	2.4	0	0
E7.25	E725_Epiblast	Epiblast	1.99	-1.47	0	0	0	0	0	2.7
E7.25	E725_Epiblast	Epiblast	4.42	2.76	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.41	2.87	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.63	3.19	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.38	-1.58	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.79	-2.53	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.78	-2.06	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.55	-1.43	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.15	2.14	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.01	4.22	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.74	0.7	0	0	0	0	0	2.2
E7.25	E725_Epiblast	Epiblast	3.35	0.04	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.53	3.87	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-3.1	2.48	1.8	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-1.72	1.59	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.01	-3.21	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.11	-1.16	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.29	2.35	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	0.27	-2.77	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.64	-0.26	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-2.42	2.53	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-4.7	2.58	0	0	1.6	0	0	1.6
E7.25	E725_Epiblast	Epiblast	-1.76	1.81	0	2.1	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.88	-2.27	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	-0.57	0.79	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.3	-2.9	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.31	0.81	0	1.8	0	0	0	0
E7.25	E725_Epiblast	Epiblast	2.9	-2.98	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.16	-1.88	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	3.99	-2.12	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.31	-2.58	0	0	0	0	0	0
E7.25	E725_Epiblast	Epiblast	4.97	-0.89	0	0	0	0	0	0
