day	Anno	celltype	UMAP_1	UMAP_2	Alx1	Bmp4	Dll1	Etv2	Foxc2	Foxf1	Fzd4	Gata4	Hand1	Hes7	Hoxa1	Hoxb1	Irx1	Irx5	Isl1	Meis2	Meox1	Msx1	Msx2	Mycn	Pax3	Tbx1	Tbx6	Tcf15	Tcf21
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.76	1.07	0	0	0	1.7	0	2.3	0	2.3	3.4	0	0	0	1.7	0	0	0	0	2.6	2.9	3.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.24	1.09	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	3.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.07	2.3	0	0	0	0	0	0	0	2.1	2.1	0	0	0	0	0	0	0	0	3.2	0	3.2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.63	3.46	0	0	2	2	0	0	0	2.6	0	0	0	0	0	2	0	0	0	2.6	0	3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.47	-1.13	0	0	0	4.2	0	2.3	0	2.7	4	0	0	0	0	0	1.7	1.7	0	2.9	2.7	3.3	0	0	1.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.16	-2.76	0	0	0	0	0	2.5	0	2.5	1.8	0	0	0	0	0	0	1.8	0	4	3.3	3.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.49	-1.14	0	0	1.8	1.8	0	1.8	0	0	2.8	0	0	0	0	0	1.8	0	0	2.4	2.4	2.8	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.74	-2.74	0	0	2	3	0	2	0	2.6	2.6	0	0	0	0	0	0	2	0	0	2.6	3.3	0	0	2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.06	1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	2.3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.84	0.55	0	0	0	0	0	0	0	3.4	0	0	0	0	0	0	0	2.7	0	3.4	0	3.8	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.26	-2.25	0	0	0	3.7	0	1.8	0	0	0	0	0	1.8	1.8	1.8	0	1.8	0	1.8	1.8	2.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.29	-3.62	0	0	0	2.1	0	0	0	0	3.4	0	0	0	0	0	0	0	0	2.1	0	2.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.59	-4.87	0	0	0	1.9	0	2.5	0	0	3.5	0	0	2.5	0	0	0	2.5	0	2.5	3.4	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.68	1.85	0	0	0	2.5	0	0	0	1.9	0	0	0	0	0	0	1.9	0	0	0	0	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.25	-4.02	0	0	0	0	0	2.1	0	1.6	2.1	0	0	0	0	2.1	1.6	2.5	0	2.5	3.2	2.5	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.76	0.53	0	0	2.3	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	2.3	2.9	2.3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.3	0.52	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	3.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.6	1.36	0	0	0	0	0	0	0	2.2	3.2	0	0	0	0	0	0	2.2	0	3.9	3.5	2.8	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.87	-1.92	0	0	0	0	0	0	0	0	0	0	0	0	2.1	2.7	0	2.1	0	0	0	4.2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.94	0.83	0	0	1.9	1.9	0	1.9	0	2.5	3.9	0	0	0	0	0	0	1.9	0	1.9	3.2	3.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.73	1.19	0	0	0	0	0	0	0	2.1	2.8	0	0	0	0	0	0	2.1	0	2.8	0	2.8	0	0	2.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.5	0.35	0	0	2.2	1.6	0	0	0	0	0	0	0	0	0	1.6	0	1.6	0	0	0	3.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	5.05	-1.43	0	2.4	0	1.8	0	1.8	0	3	3.6	0	0	0	0	0	1.8	0	0	3	2.8	3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.57	0.87	0	0	0	0	0	0	0	2.3	2.3	0	0	0	0	0	0	2.9	0	2.9	0	4.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.43	1.71	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2.6	0	3.5	0	0	0	2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.59	2.19	0	0	0	2.2	0	2.2	0	2.2	0	0	0	0	2.2	0	0	2.2	0	2.2	2.2	2.8	0	0	2.2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.04	-3.02	0	1.6	0	1.6	0	1.6	0	2.2	1.6	0	0	1.6	0	0	0	2.6	0	0	1.6	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.1	-3.65	0	0	0	2.9	0	2.9	0	2.2	3.2	0	0	2.2	0	0	0	0	0	2.9	2.9	3.2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.18	0.66	0	0	0	0	0	0	0	2	2	0	0	2	0	0	2	0	0	3.3	0	4.1	0	0	0	2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.6	-4.67	0	2.9	0	4.9	0	3.6	0	2.3	4.1	0	0	2.3	0	0	2.3	2.3	0	3.3	0	3.3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.58	2.16	0	0	0	1.7	0	0	0	2.3	2.3	0	0	0	0	0	0	1.7	0	1.7	0	3.3	0	0	1.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.14	1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.97	0.03	0	0	0	1.8	0	0	0	0	0	0	0	0	0	1.8	0	2.4	0	0	0	3.1	0	0	0	2.4	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.5	1.11	0	0	2.2	0	0	0	0	2.9	0	0	0	0	0	0	0	2.2	0	0	0	3.3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.7	-3.36	0	0	1.7	1.7	0	0	0	0	2.2	0	0	0	0	0	0	2.2	0	0	0	2.2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.47	0.59	0	0	0	2.7	0	0	0	1.7	2.7	0	0	0	0	0	1.7	1.7	0	1.7	0	3.2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3	-0.26	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	2.4	0	3	0	2.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.02	0.55	0	0	0	0	0	0	0	0	2.7	0	0	0	0	2.1	0	2.1	0	0	2.1	3.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.32	-3.15	0	0	0	2.7	0	3.5	0	1.7	3.4	0	0	0	0	0	1.7	0	0	1.7	1.7	2.7	0	0	2.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.3	2.48	0	0	2.9	2.9	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.06	-0.75	0	0	0	4.2	0	0	0	2.5	0	0	0	2.5	0	0	0	2.5	0	0	0	3.2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	5.64	-0.89	0	0	0	2.2	0	3.7	0	0	4	0	0	0	0	2.2	0	0	0	3.4	2.2	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.65	2.72	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	2.6	0	3.3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.52	-2.98	0	0	0	0	0	0	0	2.1	2.1	0	0	0	0	0	0	3.1	0	0	0	2.7	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.54	4.24	0	0	0	3.2	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.03	-2.21	0	0	1.9	1.9	0	0	0	0	0	0	0	0	0	0	0	1.9	0	2.6	0	2.6	0	0	1.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.08	-0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	3.2	0	2.1	0	4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.81	1.39	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	2.1	2.7	3.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.51	-4.3	0	0	0	0	0	4	0	3.1	3.1	0	0	0	0	0	2.1	0	0	3.6	3.1	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.92	0.54	0	0	0	2.3	0	2.9	0	0	2.9	0	0	0	0	0	0	3.6	0	3.6	2.3	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.85	0.43	0	0	1.5	1.5	0	1.5	0	0	0	0	0	0	0	1.5	0	2.9	0	3.1	1.5	3.5	0	0	0	1.5	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.13	2.11	0	0	0	1.5	0	1.5	0	1.5	2.8	0	0	0	0	0	0	0	0	2.1	1.5	3.3	0	0	1.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.13	0.96	0	0	0	0	0	0	0	2.1	2.7	0	0	0	0	0	0	0	0	2.1	0	3.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.45	-3.35	1.9	0	0	0	0	2.5	0	2.5	4.3	0	1.9	0	0	0	0	2.5	0	4.1	2.9	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.58	0.59	0	0	2.1	2.1	0	0	0	0	0	0	0	0	0	2.1	0	2.1	0	0	0	3.8	0	0	0	2.1	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.37	-0.28	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	2.7	0	2.7	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.81	-2.09	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	2.9	0	0	0	2.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.31	0.12	0	1.9	0	0	0	0	0	0	1.9	0	0	0	0	0	0	1.9	0	0	0	2.5	0	0	1.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	5.39	0.79	0	0	0	3.6	0	2.6	0	0	0	0	0	0	0	0	0	0	0	1.6	3.2	3.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.82	3.07	0	0	2	0	0	0	0	2	3	0	0	0	0	0	0	2	0	0	0	3.3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3	0.24	0	0	0	1.9	0	1.9	0	1.9	0	0	0	1.9	0	0	0	0	0	0	0	1.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.08	-1.45	0	0	0	1.8	0	2.4	0	1.8	3.5	0	0	0	0	0	0	0	0	2.8	1.8	1.8	0	0	0	1.8	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.01	2.87	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3.3	0	0	0	2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.77	-1.65	0	1.8	0	4.5	0	3.5	0	2.8	3.7	0	0	0	0	0	0	0	0	1.8	3.3	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-6.23	0.13	0	0	1.9	0	0	1.9	0	1.9	0	0	0	0	0	0	0	2.6	0	2.6	0	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.47	1.48	0	0	0	0	0	0	0	2.7	3.8	0	0	0	0	0	0	0	0	3.6	0	4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-6.56	-0.43	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3.5	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.1	1.82	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2.6	2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.95	-0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	2.1	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-6.36	-0.45	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	2.4	0	2.4	0	2.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.4	0.6	0	0	0	0	0	2.5	0	2.9	1.9	0	0	0	0	1.9	0	0	0	2.5	2.5	3.2	0	0	1.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.16	0.47	0	2	0	2	0	0	0	2.6	2	0	0	0	0	2	0	2	0	3.5	0	2.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.35	-3.12	0	2	2	0	0	3.7	0	0	4.4	0	0	0	0	0	2	0	0	0	2.6	2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.87	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	3.4	0	0	1.8	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.01	0.5	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.13	1.89	0	0	0	0	0	0	0	2.6	3	0	0	0	0	0	0	0	0	3.2	3.5	3.8	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.85	1.6	0	0	0	3.3	0	2.4	0	2.4	3.3	0	0	0	0	0	0	0	0	2.4	0	3.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.42	2.14	1.6	0	0	1.6	0	0	0	1.6	1.6	0	0	0	0	0	1.6	2.2	0	2.9	3.1	2.2	0	0	0	2.2	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.16	0.52	0	0	0	1.9	0	0	0	1.9	1.9	0	0	2.5	0	0	0	0	0	1.9	2.8	3.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.78	2.26	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	3.9	0	0	2.3	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	5.02	-0.7	0	0	0	4.1	0	0	0	2.1	0	0	0	0	0	0	0	0	0	2.1	0	2.7	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.71	3.57	0	0	0	1.7	1.7	0	0	3.1	1.7	0	0	0	0	0	0	2.6	0	0	0	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.06	1.52	0	0	0	2	0	0	0	3	2.7	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.64	-2.82	0	0	0	0	0	2.6	0	0	2.6	0	0	2	0	0	0	2.6	0	0	2.6	2.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.94	-1.45	0	0	0	2	0	3	0	0	2.6	0	0	2	0	0	0	0	0	2	2.6	3.3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.03	-3.88	0	0	0	0	0	3.6	0	2.7	4.2	0	0	0	0	0	2.1	0	0	3.4	3.1	2.1	0	0	0	2.1	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.32	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	2.1	0	2.7	0	3.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.3	-4.33	0	2.3	0	0	0	3.8	0	2.3	4.9	0	0	3.3	0	0	0	0	0	3.3	3.6	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.01	-4.51	0	0	0	0	0	3.2	0	2.2	0	0	0	0	0	0	0	2.2	0	0	2.8	2.8	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.4	-5.18	0	0	0	0	0	2.4	0	0	3.4	0	0	0	0	0	2.4	0	0	2.4	3.7	2.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.16	-2.21	0	0	0	0	0	2.3	0	2.3	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.1	-2.02	0	0	2	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.73	-2.64	0	0	0	1.9	0	0	0	0	3.3	0	0	0	0	0	0	0	0	3.9	2.5	1.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.16	0.83	0	0	0	0	0	0	0	0	0	0	0	0	2.1	2.1	0	2.1	0	0	0	3.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.92	-3.85	0	0	0	0	0	2.7	0	1.7	1.7	0	0	0	0	0	0	2.7	0	1.7	2.9	3.2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.56	1.95	0	0	0	2.1	0	0	0	2.1	2.7	0	0	2.1	0	2.1	2.1	0	0	2.7	2.1	3.1	0	0	2.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.28	1.21	0	0	0	2.1	0	2.1	0	2.1	2.1	0	0	0	0	0	0	2.1	0	0	0	0	0	0	2.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.34	0.46	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.81	2.15	0	0	0	2.4	0	0	0	2.4	1.8	0	0	0	0	1.8	0	2.4	0	1.8	1.8	3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.32	3.68	0	0	0	1.9	0	1.9	0	1.9	0	0	0	0	0	0	0	1.9	0	1.9	0	3.2	0	0	0	1.9	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.63	-0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	2.2	0	0	0	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.15	-3.2	0	0	1.9	0	0	3.2	0	2.5	2.9	0	0	0	0	0	0	1.9	0	3.4	3.2	3.2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.16	2.2	0	0	0	3	0	0	0	2	2	0	0	0	2	0	2.6	0	0	0	0	3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.49	-2.58	0	0	0	0	0	3.3	0	2.4	2.8	0	0	0	0	0	0	1.8	0	3.5	2.4	2.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.56	-0.09	0	0	0	0	0	0	0	1.7	0	0	0	0	0	1.7	0	1.7	0	2.3	1.7	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.64	0.33	0	0	0	2.3	0	0	0	0	0	0	0	0	0	2.3	0	1.7	0	1.7	0	3.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	3.55	-0.75	0	0	0	4.5	0	1.6	0	1.6	3.3	0	0	0	0	0	0	1.6	0	3.3	2.6	3.1	0	0	1.6	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.31	0.79	0	0	0	1.7	0	0	0	1.7	0	0	0	0	0	0	0	2.3	0	0	0	3.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.36	2.79	0	0	0	0	0	0	0	2.7	0	0	0	0	0	2.1	0	2.1	0	2.1	0	3.4	0	0	2.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.87	-2.78	0	0	0	2.9	0	2.3	0	2.3	0	0	0	0	0	0	0	2.3	0	0	0	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.86	1.2	0	0	0	1.8	0	0	0	3.1	2.8	0	0	1.8	1.8	0	0	2.4	0	2.8	2.4	3.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.6	-2	0	0	0	5.6	0	1.7	0	2.3	4	0	0	0	0	0	0	0	0	1.7	2.7	3.6	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.88	1.89	0	0	0	2.4	0	0	0	1.8	1.8	0	0	0	0	1.8	0	2.4	0	1.8	1.8	2.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.98	1.43	0	0	0	0	0	0	0	2.2	0	0	0	0	0	2.2	0	0	0	2.2	0	4.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.1	0.74	0	0	0	1.6	0	0	0	1.6	2.2	0	0	0	0	0	0	0	0	3.5	2.2	2.9	0	0	0	1.6	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-1.38	1.98	2.1	0	0	0	0	2.7	0	2.7	0	0	0	0	2.1	0	0	0	0	0	0	3.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.28	1.03	0	0	1.7	1.7	0	0	0	0	0	0	0	0	0	1.7	0	2.7	0	0	0	3.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.79	3.75	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	1.9	0	3.2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.62	-0.43	2	0	0	0	0	0	0	2.7	0	0	0	0	0	2	0	2.7	0	0	2	2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.19	-1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	2.5	0	0	0	3.3	0	0	2.5	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.58	-1.62	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.48	-0.64	0	0	0	4.6	0	3.3	0	2.1	3.3	0	0	0	0	0	0	2.1	0	3.3	0	3.7	0	0	2.1	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.15	0.28	0	0	1.5	1.5	0	2.4	0	1.5	2.9	0	0	0	0	0	2.4	2.4	0	3.5	3.1	2.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.66	-4.7	0	2	0	2	0	2.9	0	2	4.3	0	0	0	0	0	2	2	0	3.9	2	2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	0.29	-2.25	2.2	0	0	2.2	0	0	0	2.2	0	0	0	0	2.2	0	2.2	2.2	0	2.9	0	2.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-4.94	-1.13	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	2.4	0	3.7	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	5.13	-0.56	0	0	0	2.5	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	1.9	4.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	5.83	-0.1	0	2.6	0	0	0	0	0	0	2.6	0	0	0	0	0	0	2.6	0	0	2.6	3.9	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.41	1.86	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	1.9	0	3.1	0	0	1.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.07	-2.65	0	1.9	0	2.6	0	0	0	1.9	1.9	0	0	2.6	0	0	2.9	0	0	1.9	2.9	3.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	1.42	3.54	0	0	0	0	3	0	0	0	0	0	0	0	2.3	0	0	3	0	0	0	2.3	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-2.52	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	1.9	0	2.6	0	0	2.9	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	2.39	-3.1	0	0	0	0	0	3.3	0	2.9	2.3	0	0	2.9	0	0	0	2.3	0	2.9	2.3	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.2	0.81	0	0	1.7	0	0	0	0	1.7	0	0	0	0	0	0	2.3	0	0	2.3	0	1.7	0	0	1.7	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-3.49	2.1	0	0	0	0	0	0	0	2	0	2.6	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.81	-0.96	0	0	0	0	0	2.8	0	2.4	2.8	0	0	0	0	0	0	0	0	0	1.8	2.4	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	4.06	-2.15	0	0	0	0	0	3.2	0	3.5	3.2	0	0	0	2.6	0	0	2	0	2.6	0	2	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-5.03	-0.25	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	2.7	0	0	0	2.1	0	0	0	0	0
E7.25	E725_Nascent_mesoderm	Nascent_mesoderm	-0.16	-1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	2.3	0	2.3	0	0	0	0	0	0	0
