day	Anno	celltype	UMAP_1	UMAP_2	Atp1a2	Epha7	Itga11	Lamc3	Mkx	Nfia	Zfpm2	Zic1	Zic4
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.31	-2.46	0	4.6	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-5.82	-4.16	0	0	0	0	4.1	4.1	4.1	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.86	-1.61	0	0	0	0	0	5.2	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.82	3.05	0	4.9	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.23	-2.56	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.61	-2.61	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.87	-2.44	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.56	-3.06	0	5.1	0	0	0	5.1	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.39	2.69	0	6.6	0	0	0	5.5	6	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.52	3.64	0	4.7	0	4.7	0	0	5.3	0	4.7
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.98	-1.48	0	4.9	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.58	1.49	0	7.2	0	0	0	5.8	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.67	-0.75	0	6.1	0	0	4.7	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.02	0.08	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.41	-1.44	0	6.3	0	0	0	0	5	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.27	-1.06	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.67	3.09	0	0	0	0	0	5.3	6	0	5.3
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.08	-1.83	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.26	-1.72	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.06	-1.48	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.52	-0.14	0	5	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.35	-6.64	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.84	0	0	0	0	0	4	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.16	1.26	0	0	5.1	0	0	5.1	0	5.1	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.44	-1.62	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.62	-1.98	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.7	-0.4	0	4.9	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.09	2.44	0	0	0	0	0	0	0	5.8	5.1
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.11	1.05	0	5.5	0	0	4.8	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.78	1.74	0	5.5	0	0	0	0	5.7	4.4	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.02	-5.2	0	0	0	0	0	4.8	4.8	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.33	-2.32	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.53	-3.87	0	0	0	0	0	5.4	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.38	0.45	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.22	2.56	0	5	0	0	5	0	0	5	5
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.88	2.01	0	6.1	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.46	0.74	0	4.1	0	0	0	4.8	4.1	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.96	-2.88	0	0	0	0	0	5.5	5.5	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.61	1.2	0	4.7	0	0	0	0	5.4	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.75	0.77	0	4.9	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.07	-4.02	0	3.9	0	0	0	4.6	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.73	1.11	0	5.9	0	0	0	0	0	0	4.9
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.12	-0.16	0	4.5	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.71	-2.16	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.7	0.76	0	4.4	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.44	-1.95	0	3.8	0	0	0	3.8	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.18	-0.71	0	4.5	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.42	-1.27	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-5.42	2.34	0	4.6	0	4.6	4.6	5.2	0	5.2	4.6
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.65	-2.71	0	4.2	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.79	-0.81	0	6.2	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.34	-0.79	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.51	-1.26	0	4.9	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.12	-1.07	0	0	0	0	0	0	4.2	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.38	1.08	0	5.2	0	0	0	5.2	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.91	1.14	0	4.6	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.37	-2.02	0	4.2	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.04	-2.25	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.67	-2.56	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.56	-2.08	0	4.7	0	0	0	0	4.7	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.66	-2.01	0	4.9	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.19	-1.74	0	0	0	0	0	4.9	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.62	-0.47	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.31	4.58	4.2	0	0	4.2	0	0	0	0	5.3
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.8	-2.39	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4	-2.08	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.79	-1.19	0	0	0	0	5.2	5.2	5.9	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.08	-1.53	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.47	-2.57	0	5.3	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.43	-0.62	0	0	0	0	0	0	4.8	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.04	2.98	0	4.9	0	0	0	0	4.9	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.67	0.25	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.32	0.53	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.02	-1.16	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.93	-1.47	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.79	3.85	0	4.4	0	5.1	0	0	4.4	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.5	-2.12	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.25	3.06	0	5.2	0	0	0	5	0	0	4.6
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.14	-2.18	0	0	0	0	0	5.1	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-5.19	4.59	0	5.2	0	0	0	4.1	5.2	0	4.1
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.06	0.68	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.74	2.96	0	0	0	3.8	0	3.8	3.8	3.8	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.46	0.88	0	5.8	0	0	0	0	4.4	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.94	-1.38	0	5.1	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.41	-2.26	0	5.2	0	0	5.2	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.84	-4.6	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.49	-1.34	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.79	2.97	0	4.4	0	0	0	4.4	4.4	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.7	-1.41	0	0	0	0	5.2	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.44	-2.14	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.53	0.25	0	5	0	0	0	0	5	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.54	-2.86	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.38	-0.46	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.39	-6.97	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.24	-1.65	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.76	-5.26	0	0	0	0	0	4	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.52	-0.18	0	0	0	0	0	0	5	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.1	-1.21	0	5.1	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4	0.4	0	4.9	0	0	0	4.2	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.27	-2.11	0	5.4	0	0	0	0	5.4	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.44	1.18	0	0	0	0	0	0	4.3	4.3	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.04	-3.37	0	0	0	0	0	0	4.3	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.97	-3.37	0	0	0	0	0	0	5.8	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.59	1.83	0	0	0	0	0	0	5.1	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.24	0.54	0	4.5	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.7	0.57	0	5	0	0	0	0	0	0	5
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.24	-3.27	0	0	0	0	0	4.5	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.09	1.15	0	5.3	0	0	0	5.7	0	5.3	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.86	-1.26	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.33	-2.72	0	0	0	0	0	5.1	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.58	-0.48	0	5.3	0	0	0	0	0	5.3	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.81	-2.09	0	4	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.72	0.76	3.6	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.41	0.15	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.48	-1.57	0	0	0	0	0	0	0	0	4.5
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.73	-6.15	0	5.2	0	0	0	5.2	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.39	-1.44	0	5.7	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.89	0.15	0	0	0	0	0	0	5.5	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-5.54	1.93	0	4	0	0	4	4.6	4.6	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.5	-1.03	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.08	-4.4	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.99	-2.27	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.04	-0.99	0	6.2	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.82	0.16	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.12	-0.19	0	5	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.42	1.34	0	5.9	3.7	0	0	0	4.4	0	3.7
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.05	1.94	0	5.3	0	0	0	0	6.4	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.16	-2.07	4.2	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-5.65	1.38	0	4.9	0	0	0	0	4.9	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.28	-0.52	0	4.5	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.16	0.66	0	4.8	0	0	0	0	3.7	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.78	-2.64	0	5.4	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.93	-1.89	0	0	0	0	0	0	0	0	4.7
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.7	-0.94	0	5.3	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.71	-2.2	0	4.6	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.52	-6.28	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.11	-2	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.22	-6.19	0	0	0	0	0	4.3	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.6	0.53	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.16	0.18	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.43	0.11	0	0	0	0	0	0	4.9	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	6.1	-2.03	0	4.7	0	0	0	0	0	4	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.17	2.8	0	5.1	0	0	4.1	5.4	4.1	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.42	-2.27	0	0	0	0	0	5.2	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.09	-2.21	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.26	-3.96	0	5.7	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.84	-3.89	0	3.9	0	0	0	4.6	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-5.3	2.06	0	5.5	0	0	4.8	4.8	4.8	4.8	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.04	-4.83	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.71	-3.31	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.23	-3.26	0	6.2	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-5.22	1.75	0	5.2	0	0	4.5	6.7	6.1	4.5	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.28	0.85	0	0	0	0	0	0	4.6	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.9	-2.27	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.89	-0.8	0	0	0	4.9	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.23	-3.69	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.58	0.52	3.7	0	0	0	0	3.7	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.82	-2.04	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.03	-2.14	0	0	0	0	0	5.4	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.38	-0.49	0	5.1	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.39	-4.02	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.67	-1.74	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.06	-6.44	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.86	-1.94	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.46	-1.65	0	0	0	0	0	5.1	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.81	-3.95	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.25	-0.94	0	5.6	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.98	-1.64	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.45	-4.86	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.31	-3.02	0	4.3	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.34	4.38	0	0	0	0	0	0	4.9	4.2	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.87	-2.7	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.29	3.71	0	5.6	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-5.78	-4.69	0	0	0	0	0	4.3	4.3	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.89	-3.11	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.48	2.97	0	5.3	0	3.5	0	0	4.9	0	4.6
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.32	-0.91	0	4.6	0	0	4.6	5.3	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.33	-1.76	0	6.4	0	0	0	4.2	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.98	-1.05	0	4.5	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.83	0.31	0	4.6	0	0	0	3.9	0	3.9	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.99	1.04	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	6.01	-1.64	0	5.2	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.99	3.04	0	6.6	0	0	0	5.5	4.8	0	4.8
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.65	-2.99	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.64	-2.77	0	4.3	4.3	0	0	0	4.3	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.51	-0.91	0	4.4	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.56	-2.1	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.34	3.51	0	5.5	0	0	0	0	0	0	5.5
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.18	1.86	0	5	0	0	5	0	6.1	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.5	-0.27	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.8	-4.67	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.74	-3.33	0	4.6	0	0	0	4.6	4.6	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.82	-2.85	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.92	-2.15	0	0	0	0	0	0	4.2	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-6.29	-4.15	0	4.8	0	0	0	4.4	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.59	-4.52	0	6.1	0	0	0	5.7	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.81	-5.32	0	0	0	0	0	0	4.5	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.73	2.47	0	6.9	5.1	0	0	0	6.7	0	5.1
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.96	-1.41	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.67	-0.17	0	7	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-0.83	-0.38	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.44	-4.88	0	0	0	0	0	4.9	4.2	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.51	-0.07	0	5.3	0	0	0	5.3	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.19	2.56	0	4.4	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.03	-3.13	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.4	-3.4	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.11	1.35	0	4.4	0	0	0	4.4	5.7	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-1.49	-1.43	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.88	-2.15	0	4.8	0	0	4.1	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.68	-1.84	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.35	1.9	0	0	0	0	0	0	6.1	5	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.42	-1.39	0	5.4	0	0	0	5.4	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.53	-0.43	0	5.3	0	0	0	4.6	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.3	-4.02	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.84	-2.44	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.63	-1.23	0	0	0	0	0	4.6	5.7	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.06	-1.98	0	3.9	0	0	0	0	3.9	3.9	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.62	2.1	0	4.7	0	0	0	0	4.7	0	4
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.24	-0.61	0	5	0	0	0	4	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.25	-2.1	0	5.6	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.94	-4.91	0	0	0	0	0	3.6	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.66	2.2	0	6.8	0	0	0	4.6	0	4.6	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.47	0.14	0	5	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	2.54	2.8	0	5	0	0	0	0	0	0	5
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.8	-1.12	0	4.1	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	5.17	-2.14	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-4.66	3.62	0	5.5	0	0	4.8	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	1.59	2.89	0	5.7	0	5	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	0.07	-0.88	0	0	0	0	0	4.5	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.52	-1.02	0	5.7	0	0	0	0	6.3	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	3.04	-1.5	0	5.4	0	0	0	0	0	5.4	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-2.99	-2.71	0	0	0	0	0	4.4	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	4.13	-3.39	0	0	0	0	0	0	0	0	0
E9.5	E95_Chondrocyte_prog	Chondrocyte_prog	-3.46	2.49	0	4.7	0	0	0	0	0	0	0
