day	Anno	celltype	UMAP_1	UMAP_2	marker:Isl1	marker:Tbx1	up:Nkx2-5	up:Nkx2-6	up:Jun	up:Tlx1	up:Maff	up:Mef2c	up:Arid3b	up:Tsc22d1	up:Etv5	up:Sox9	up:Xbp1	up:Irx2	up:Pax6	up:Hey2	down:Lyar	down:Foxf1	down:Mycn	down:Hoxb1	down:Hoxa1	down:Gata6	down:Osr1	down:Alx1	down:Hoxb2	down:Hoxa2	down:Twist1	down:Hoxd1	down:Meox1
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	7.48	1.15	2.1	0	0	0	2.1	0	0	0	2.1	2.1	0	0	2.1	0	0	0	3.8	3.6	3.4	3.1	2.1	0	0	3.1	0	0	0	2.1	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.23	-1.09	2.4	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	3.1	2.4	0	2.4	0	2.4	0	3.7	0	0	0	0	2.4
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.81	2.68	0	0	0	0	2.9	0	0	0	0	3.3	0	0	2.2	0	0	0	3.9	0	2.2	3.3	2.2	0	0	0	3.3	2.2	2.9	0	0
E8.25	E825_First_heart_field	First_heart_field	-2.75	2.55	3.4	0	4.4	0	0	0	0	3.9	3.1	3.4	0	0	2.7	0	0	0	3.1	0	0	0	0	2.7	0	0	2.1	0	2.1	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.04	1.45	4.1	0	3.3	0	2.3	0	0	2.9	2.3	2.3	0	0	3.8	0	0	0	3.3	0	3.3	0	0	2.9	0	0	0	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	0.73	-4.47	3.4	0	2.8	0	2.8	0	0	2.8	2.1	2.1	2.1	0	0	2.1	0	0	2.8	2.1	4	0	2.8	0	0	0	2.8	0	2.1	0	2.1
E8.25	E825_First_heart_field	First_heart_field	-2.44	2.46	0	0	4.1	0	2.1	0	0	3.1	2.1	2.7	0	0	2.7	0	0	0	3.4	0	2.1	0	0	3.1	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.3	-5.4	0	2.6	2.6	0	1.7	0	2.3	1.7	3.1	3.3	0	2.6	1.7	0	0	0	3.9	2.3	1.7	0	0	0	0	0	1.7	1.7	2.3	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.72	-1.14	1.9	2.6	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	4.1	2.6	3.2	1.9	1.9	1.9	0	2.6	2.6	1.9	2.6	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.46	0.5	1.9	2.6	3.4	0	3.2	0	0	1.9	2.6	2.6	0	0	1.9	0	0	0	4.1	3.4	3.9	1.9	0	2.6	3.2	3.4	0	0	1.9	0	0
E8.25	E825_First_heart_field	First_heart_field	-3.89	4.24	3.5	0	2.8	0	2.8	0	0	4.1	2.2	2.2	0	0	2.8	0	0	2.2	3.9	0	0	0	2.8	3.2	0	0	2.2	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.84	-3.06	1.9	0	3.4	0	0	0	0	3.2	0	3.4	0	0	1.9	0	0	0	4.5	2.6	3.2	0	1.9	3.6	0	0	0	0	1.9	0	0
E8.25	E825_First_heart_field	First_heart_field	-5.39	2.17	0	0	4	0	2.4	0	0	4.5	2.4	3.7	0	0	4	0	0	0	2.4	2.4	0	0	0	3.1	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.94	-2.07	3	3	2.6	0	2	0	0	2	2	2.6	0	0	0	0	0	0	3.9	2.6	3	2.6	0	2.6	0	2	3	2	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.72	-3.11	3.2	0	4	0	0	0	0	0	3.2	3.4	0	0	2.8	0	0	0	3.8	0	2.1	0	0	2.8	0	0	0	0	2.8	2.8	0
E8.25	E825_First_heart_field	First_heart_field	-7.39	1.28	0	0	4	0	0	0	0	4.3	0	3	0	0	2	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.1	1.24	0	0	0	0	0	0	0	2.9	2.9	0	0	0	2.9	0	0	0	4	0	3.6	0	0	0	0	0	2.9	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.21	0.41	0	0	0	0	0	0	0	0	0	2.4	0	0	2.4	0	0	0	4.8	0	3	2.4	3.4	3	2.4	3.4	0	0	3	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.28	2.45	0	0	4.5	0	3.5	0	0	4	0	2.4	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-4.29	1.42	0	0	4.9	0	2.5	0	0	4.2	2.5	3.1	0	0	2.5	0	0	0	0	0	0	0	0	3.1	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.23	1.55	0	0	3.2	0	2.6	0	0	2.6	0	0	0	0	3.2	0	0	0	4.3	0	2.6	0	0	3.6	0	0	2.6	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.06	3.36	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	4.1	3	2.8	1.8	3.4	2.8	2.4	2.8	3.3	0	3.7	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.65	-2.18	3.2	2.8	3.7	2.2	2.8	0	0	2.8	0	2.2	0	0	2.2	0	0	0	3.8	3.2	2.2	2.2	0	2.8	0	0	2.2	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-4.63	2.76	0	0	4.4	0	0	0	2.3	4	2.9	4.4	0	0	0	0	0	0	3.6	0	0	0	0	2.3	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.46	-0.42	0	0	0	0	0	0	0	0	1.7	3	0	0	1.7	0	0	0	3.9	0	2.3	0	3.4	1.7	2.7	1.7	0	1.7	1.7	0	1.7
E8.25	E825_First_heart_field	First_heart_field	-8	2.84	0	0	3.5	0	1.5	0	0	2.7	2.1	3.1	1.5	0	2.1	0	0	0	4.1	0	2.7	0	3.4	0	0	0	0	1.5	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-3.45	2.14	0	0	3.8	0	2.9	0	0	3.3	3.3	3.3	0	0	3.9	0	0	0	3.3	0	0	0	0	3.3	0	0	2.2	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-1.18	-3.08	2.3	0	4.4	0	0	0	0	2.9	0	3.3	0	0	3.6	2.3	0	0	3.3	2.3	0	0	0	3.3	0	0	2.3	0	2.3	0	2.3
E8.25	E825_First_heart_field	First_heart_field	-2.71	4.03	0	0	0	0	0	0	0	0	2.2	3.8	0	0	2.8	0	0	2.8	2.8	2.2	0	0	0	3.2	0	0	2.8	0	2.8	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-2.73	-5.38	3	0	3	2.4	3.4	0	0	0	0	2.4	2.4	0	2.4	2.4	0	0	3.4	0	0	0	0	2.4	0	0	2.4	0	2.4	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	7.91	2.47	0	0	0	0	3	0	0	0	2.3	0	0	0	2.3	0	0	0	4.4	0	3.8	2.3	0	0	3.3	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.35	4.02	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	2.9	2.9	3.5	0	0	0	2.9	0	0	2.9	0	2.9	3.9	0
E8.25	E825_Second_heart_field	Second_heart_field	-2.16	-0.88	0	0	4.2	0	0	0	0	4	0	2.3	0	0	2.3	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.47	-2.43	2.1	0	2.1	0	3.6	0	0	0	0	3.4	0	0	2.1	0	0	0	3.4	0	2.1	0	0	2.1	0	0	2.1	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.41	-0.21	2.5	0	0	0	0	0	0	0	1.8	2.8	0	0	2.5	0	0	0	4	1.8	3.3	2.8	2.8	2.5	3.1	3.3	1.8	1.8	1.8	0	1.8
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.77	2.16	0	0	0	0	2.2	0	0	0	0	2.2	2.2	0	0	0	0	0	4.3	0	2.2	0	2.2	2.8	2.8	0	2.2	0	2.8	0	0
E8.25	E825_First_heart_field	First_heart_field	-7.05	1.16	0	1.6	4.1	0	3	0	0	4	2.8	3.9	0	0	3.2	1.6	0	0	2.6	0	0	0	0	1.6	0	0	1.6	0	0	0	2.8
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.05	-4.03	2.3	0	4.4	0	0	0	0	0	2.3	3.3	0	2.3	2.9	0	0	0	3.3	0	0	0	0	2.3	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.84	2.79	2.5	0	0	0	1.9	0	0	2.5	2.5	2.5	0	0	0	0	0	0	3.8	3.4	3.7	2.5	0	3.7	0	0	3.4	0	2.5	2.5	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.72	2.82	0	0	0	0	1.9	0	0	0	0	2.9	0	0	3.2	0	0	0	4	3.2	2.9	0	2.9	2.9	1.9	2.5	0	0	3.4	1.9	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.98	2.62	0	0	0	0	0	0	2.2	0	0	2.9	0	0	0	0	0	0	3.7	2.2	3.2	2.2	2.9	3.5	0	2.9	2.2	2.2	3.2	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.38	5.39	0	0	3	0	0	0	2	0	0	2.6	2	0	2.6	0	0	0	4.2	0	2.6	2.6	0	2	0	0	0	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.42	-0.66	2.3	0	4.5	0	0	0	0	4.4	0	2.3	0	0	2.9	0	0	0	2.3	0	0	0	0	3.3	0	0	0	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.16	-1.84	3.8	0	3.9	0	2.1	0	0	4.2	2.1	2.7	0	0	2.7	0	0	0	2.1	0	2.7	0	0	3.1	2.1	2.1	2.1	0	0	0	2.1
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.85	-3.12	2.9	2.5	2.9	0	2.9	0	0	0	0	2.9	0	0	1.9	1.9	0	0	3.3	0	2.9	2.5	2.5	0	0	1.9	1.9	0	1.9	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.87	-3.63	2.9	2.6	1.9	0	2.6	0	1.9	0	1.9	2.9	0	1.9	0	0	0	0	3.6	0	2.6	0	0	2.6	0	0	3.2	0	1.9	0	0
E8.25	E825_First_heart_field	First_heart_field	-7.47	1.37	0	0	4.1	0	2.2	0	0	3.5	0	3.7	0	0	0	3.9	0	0	0	0	2.2	0	0	3.2	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.53	1.71	2.9	0	2.3	0	2.3	0	0	2.9	2.3	0	0	0	2.9	0	0	0	4.5	2.9	2.9	0	0	3.6	2.3	0	2.3	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.6	2.55	0	0	3.7	0	2.4	0	0	4.1	2.4	3.4	0	0	3.1	0	0	0	3.1	0	0	0	0	3.1	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.08	-0.31	2.3	0	1.7	0	2.6	0	1.7	2.6	2.6	3.5	0	0	3.1	0	0	0	3.8	2.6	0	2.9	2.3	1.7	1.7	1.7	0	1.7	2.6	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.44	0.12	0	0	3.2	0	2.2	0	0	3.7	2.8	0	0	0	3.2	0	0	0	4.1	0	3.7	2.2	2.2	4	2.2	2.2	2.8	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.83	-3.27	2.2	0	2.9	0	0	0	0	3.5	3.2	3.2	0	0	2.9	2.9	0	0	3.5	0	2.2	0	2.2	0	0	0	2.2	0	2.9	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.78	2.13	2.1	0	2.7	0	2.1	0	0	3.4	0	3.4	0	0	2.7	0	0	0	4.3	2.1	2.1	2.7	0	2.7	0	2.1	3.1	0	0	2.1	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.16	0.68	2	0	2	0	2	0	0	3.3	3	3.5	0	0	2.6	0	0	0	3.8	2.6	3.3	2	0	2.6	0	2	3	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.53	3.72	0	0	0	0	0	0	0	0	1.9	3.5	0	0	2.9	0	0	0	4.2	1.9	1.9	3.1	2.9	0	1.9	1.9	2.5	1.9	0	2.9	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.1	-2.05	2.3	0	0	0	0	0	0	0	2.3	2.9	0	0	0	0	0	0	4.1	0	3.3	2.3	0	3.8	0	2.9	0	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-3.18	-0.6	3	0	3.5	0	0	0	0	3.7	0	4.2	0	0	3	0	0	0	2.6	2	0	2	0	2.6	0	0	2.6	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.88	0.13	0	0	0	0	0	0	0	0	0	2.2	0	0	2.2	0	0	0	4.3	2.2	2.8	0	2.2	3.2	0	2.8	2.8	2.2	0	0	2.2
E8.25	E825_Second_heart_field	Second_heart_field	-6.29	-1.2	3.5	0	4.8	0	0	0	2.9	3.9	2.9	2.9	0	0	3.5	2.9	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.41	1.85	4.4	0	0	0	2.7	0	0	4	0	3.3	0	0	3.3	0	0	0	3.7	2.7	3.7	2.7	0	3.7	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.63	-0.61	1.7	1.7	1.7	0	0	0	0	0	1.7	2.3	0	0	1.7	0	0	0	4.3	2.7	2.3	1.7	0	2.7	2.3	1.7	1.7	0	0	0	3.4
E8.25	E825_Second_heart_field	Second_heart_field	-1.33	-3.53	0	0	3.6	2.6	3.2	0	0	3.2	0	3.2	0	2.6	3.9	0	0	0	3.2	0	2.6	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.44	1.07	3.4	0	0	0	0	0	0	3.8	0	2.9	0	0	3.2	0	0	0	3.8	3.9	3.6	2.6	0	3.6	1.9	0	3.2	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.18	4.35	0	0	0	0	0	0	0	0	2.3	3.6	0	0	3.3	0	0	0	4.6	3	0	3.3	0	2.3	3	2.3	3	0	3	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.48	-1.16	2.1	0	0	0	0	0	0	2.1	0	2.7	0	0	3.1	0	0	0	4.2	2.1	3.4	0	3.4	3.4	2.1	2.1	0	2.1	0	0	3.4
E8.25	E825_First_heart_field	First_heart_field	-0.8	1.47	2	0	2.6	0	0	0	0	4.6	2.6	0	0	0	0	0	0	0	3.7	2.6	0	0	0	3.5	0	2	2	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-2.31	-3.4	3	0	4.2	0	2.6	0	2	3.8	3.2	3	2	0	3.2	0	0	2	3.2	0	2.6	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.09	1.61	2.4	0	0	0	2.4	0	0	1.8	1.8	1.8	1.8	0	1.8	0	0	0	3.8	2.8	3.9	2.8	1.8	3.4	2.4	1.8	3	1.8	0	1.8	0
E8.25	E825_First_heart_field	First_heart_field	-8.22	1.57	0	0	3.9	0	1.6	0	0	3	2.5	3.8	1.6	0	2.2	0	0	0	3.5	0	0	0	0	2.2	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.3	3.01	0	0	0	0	3.1	0	0	3.1	3.1	3.9	0	0	3.1	0	0	0	3.4	3.4	3.1	3.1	0	0	2.4	0	2.4	0	3.4	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.76	-1.34	2.2	0	3.5	0	0	0	0	3.8	3.8	2.9	0	2.2	2.2	0	0	0	2.2	0	2.2	0	0	0	0	3.3	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.21	1.4	0	0	4.2	0	0	0	0	3.4	0	0	0	0	4.2	0	0	0	4.2	0	0	0	0	3.6	0	0	2.3	0	2.3	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-5.56	0.08	0	0	3.7	0	0	0	2.4	3.7	3	3	0	0	3	0	0	2.4	3.7	0	0	0	0	2.4	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.01	2.12	0	0	0	0	2	0	0	0	2	2.7	0	2	2	0	0	0	4.4	2	2	2	2.7	0	0	2.7	2.7	0	2	0	0
E8.25	E825_First_heart_field	First_heart_field	-1.82	0.34	0	0	3.4	0	0	0	0	3.4	0	2.4	0	0	0	0	0	0	3.4	0	0	0	0	2.4	0	2.4	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.43	-2.65	1.7	2.2	1.7	0	1.7	0	0	0	2.2	2.6	1.7	0	1.7	0	0	0	4.3	2.2	3.3	1.7	2.9	2.9	0	0	1.7	2.6	1.7	0	2.9
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.74	0.14	2.5	0	0	0	0	0	0	0	3.1	2.5	0	0	3.1	0	0	0	4.5	0	0	3.1	4	0	4	0	0	0	0	0	2.5
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.8	1.45	0	0	2.2	0	0	0	0	2.8	2.8	2.8	2.2	0	0	2.2	0	0	4.5	2.8	0	0	0	0	2.2	0	2.2	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.38	-4.55	3.3	0	2	0	3.7	0	0	2.6	2	3.3	0	0	2.6	0	0	0	4.3	0	3.3	0	0	2	0	0	2	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.16	1.27	0	0	0	0	0	0	0	0	2.7	2.7	0	0	0	0	0	0	4.4	4.2	0	0	0	3.7	2.7	3.7	0	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-5.78	-1	0	0	3.5	0	2.9	0	0	3.7	2.9	3.3	1.7	0	2.9	2.7	0	2.3	3.2	0	1.7	0	0	0	0	0	0	0	0	1.7	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	7.2	3.51	0	0	0	0	2.1	0	0	0	0	2.1	0	0	3.4	0	0	0	4.2	3.4	3.4	2.1	0	0	2.1	0	3.1	0	2.1	0	2.1
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.12	-3.14	2.3	2.3	2.3	0	0	0	3.3	2.9	0	0	2.3	0	2.3	2.3	0	0	4.4	0	0	2.3	2.3	0	0	0	2.9	2.3	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.12	-1.03	2.5	0	0	0	3.1	0	0	3.5	2.5	2.5	0	0	0	0	0	0	3.5	3.1	3.5	2.5	0	0	0	2.5	3.5	2.5	0	0	2.5
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	6.4	-1.12	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	4	2.9	4.3	2.3	3.8	3.8	3.6	0	2.9	0	0	0	3.6
E8.25	E825_First_heart_field	First_heart_field	-3.55	3.5	0	0	2.1	0	0	0	0	3.1	0	3.9	0	0	2.7	0	0	2.1	3.6	2.7	2.7	0	0	2.1	0	0	3.1	0	0	2.7	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.99	-0.64	0	0	0	0	2.7	0	0	0	0	2.1	2.1	2.1	2.7	0	0	0	3.9	3.8	3.8	0	0	2.1	2.1	2.7	2.1	0	0	0	2.7
E8.25	E825_First_heart_field	First_heart_field	-4.35	1.85	0	0	0	0	2.5	0	0	0	0	3.9	0	0	3.9	0	0	0	3.6	0	0	2.5	0	3.2	0	0	0	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-3.97	0.01	0	0	4.5	0	0	0	0	0	0	2.3	2.3	2.3	4.2	0	0	0	3.6	0	0	0	0	3	0	0	2.3	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	6.92	1.84	0	0	2.2	0	2.6	0	1.6	2.2	0	3.4	0	1.6	2.9	0	1.6	0	4	2.2	2.9	2.6	2.2	0	2.2	1.6	1.6	0	1.6	2.9	0
E8.25	E825_First_heart_field	First_heart_field	-7.09	-0.73	0	0	4.6	0	3.2	0	2.2	4.7	2.9	2.9	0	0	2.9	2.2	2.2	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.05	-2.87	2.7	0	2.7	0	2.1	0	0	3.1	2.7	2.1	0	0	2.7	0	0	0	3.9	0	3.1	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.5	2.11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	3	3	0	3.3	3.3	3	2.6	2	0	2	2.6	2
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	7.2	2.02	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0	4.6	0	3.1	2.5	3.5	0	3.5	3.1	2.5	0	0	2.5	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.32	2.11	0	0	0	0	2.3	0	2.3	2.3	0	0	0	0	2.9	0	0	0	3.6	0	2.3	2.3	0	3.6	0	0	2.3	0	3.3	2.3	0
E8.25	E825_First_heart_field	First_heart_field	-6.32	2.62	0	0	4.8	0	0	0	0	3.5	0	4	0	0	2.4	0	0	0	3.1	0	0	0	0	0	0	0	2.4	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	5.7	-1.82	0	0	3.5	0	2.7	0	0	3.2	2.7	3.2	0	0	2.4	1.8	0	0	3.9	0	2.4	0	2.4	1.8	0	0	2.4	1.8	2.4	0	3.9
E8.25	E825_First_heart_field	First_heart_field	-6.92	5.34	0	0	2.5	0	1.9	0	1.9	0	2.5	3.1	0	0	2.5	1.9	0	0	3.8	0	2.5	1.9	4.5	0	0	0	2.5	0	0	0	1.9
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.71	-5.23	2.9	0	2.6	0	2.6	0	2.9	0	2.6	2.6	1.9	0	2.6	1.9	1.9	0	3.6	0	2.6	0	0	1.9	0	1.9	2.6	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-3.43	1.32	0	0	3.5	0	0	0	0	3.9	2.8	0	0	0	4.1	0	0	0	4.7	0	0	0	0	2.8	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.34	-2.09	0	2	0	0	0	0	0	2	2.6	2.6	0	0	3.5	0	0	0	3.8	2	3.8	0	2	2.6	2	3	0	0	0	0	3.2
E8.25	E825_First_heart_field	First_heart_field	-2.4	4.54	0	0	2	0	0	0	2	4.7	2	3.5	0	0	2	0	0	0	3.5	0	0	0	0	2	0	0	2	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.42	0.52	0	0	0	0	0	0	0	0	2.9	2.9	2.2	0	3.3	0	0	0	3.5	0	2.9	0	0	0	3.5	2.9	3.5	0	2.2	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-5.78	-0.6	0	0	4	0	0	0	0	5	3.4	3.9	0	0	2.1	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.2	2.97	0	0	0	0	2	0	0	0	2.6	2.6	0	0	2.6	0	0	0	3.9	0	3.3	2.6	0	2.6	0	3	3	0	2.6	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.73	-5.21	0	2	0	0	2	0	0	0	2.6	0	0	0	2.6	0	0	0	3.5	0	2	0	0	3.5	0	3.3	2	0	2	0	0
E8.25	E825_First_heart_field	First_heart_field	-4.98	1.75	0	0	4.5	0	0	0	0	3.8	1.8	3.7	0	0	3.3	3.5	0	0	1.8	0	0	0	0	3.1	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.08	0.03	2	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	3.9	3.3	2.7	2	2	2	0	2.7	3	0	2	0	2
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.72	-0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	2.9	2.9	2.3	3.6	2.3	3.8	3.3	2.3	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.44	-0.17	2.5	0	4	0	3.1	0	0	3.5	2.5	3.1	0	0	0	0	0	0	3.8	0	2.5	0	2.5	0	3.1	2.5	3.1	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-3.83	-1.54	3.8	0	2.6	0	2	0	2	2.6	3.6	2	0	0	2	0	0	0	3.6	0	0	0	0	2	0	2	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.67	-0.58	0	0	0	0	2.1	0	0	0	2.1	2.8	0	0	0	2.1	2.1	0	4.6	0	2.8	0	0	2.8	2.1	0	2.8	0	2.1	2.1	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.27	-0.36	0	0	0	0	0	0	0	0	2.2	3.2	0	0	2.2	0	0	0	4.3	4.2	3.7	0	0	2.8	0	2.8	2.2	2.2	0	0	2.8
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.27	4.69	2	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	3.6	3.8	3.3	0	0	2.6	3.6	0	3.5	0	0	2.6	0
E8.25	E825_First_heart_field	First_heart_field	-1.69	2.86	0	0	3.6	0	0	0	0	3.2	0	3.8	0	0	4.2	0	0	0	3.8	0	0	0	0	3.6	0	0	2.5	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.1	1.55	1.9	0	2.5	0	0	0	0	3.6	2.5	3.7	0	0	0	0	0	0	3.4	2.5	1.9	1.9	0	2.5	1.9	0	1.9	1.9	2.9	1.9	1.9
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.97	2.24	2.3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	4	3.3	2.3	0	0	0	0	0	2.3	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.4	3.95	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	4.2	2.7	0	2.7	2.7	0	0	0	0	3.7	3.7	4	0
E8.25	E825_First_heart_field	First_heart_field	-4.44	0.67	0	0	4.6	0	0	0	2.5	2.5	2.5	3.2	0	0	0	2.5	0	0	0	0	2.5	0	0	2.5	0	0	0	0	0	0	0
