day	Anno	celltype	UMAP_1	UMAP_2	marker:Isl1	marker:Tbx1	up:Nkx2-5	up:Nkx2-6	up:Jun	up:Tlx1	up:Maff	up:Mef2c	up:Arid3b	up:Tsc22d1	up:Etv5	up:Sox9	up:Xbp1	up:Irx2	up:Pax6	up:Hey2	down:Lyar	down:Foxf1	down:Mycn	down:Hoxb1	down:Hoxa1	down:Gata6	down:Osr1	down:Alx1	down:Hoxb2	down:Hoxa2	down:Twist1	down:Hoxd1	down:Meox1
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.88	4.13	2.2	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	4.8	2.2	2.2	0	0	2.9	2.2	2.2	3.3	0	2.9	3.9	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.63	0.09	2.6	0	2.6	0	0	0	0	2.6	2.6	2.6	0	0	0	0	0	0	3.9	3.2	0	2.6	2.6	2.6	0	0	2.6	2.6	0	0	2.6
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.64	-1.91	1.9	1.9	0	0	0	0	0	0	0	2.5	2.5	0	0	0	0	0	3.8	1.9	4.1	1.9	1.9	1.9	2.9	2.5	2.9	0	1.9	0	2.9
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.1	-1.16	2.4	2.4	0	0	2.8	0	0	1.8	2.8	3.8	0	0	1.8	1.8	0	0	4	0	3.1	0	0	0	0	1.8	3.5	1.8	1.8	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.64	2.44	0	0	4.5	0	1.9	0	0	4.1	2.9	3.9	0	0	3.6	0	0	1.9	2.5	0	1.9	0	0	2.5	0	0	1.9	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-1.85	3.23	0	0	2.7	0	3.1	0	0	3.1	2.1	2.7	0	0	3.1	0	0	0	3.7	0	0	0	0	3.7	0	0	2.1	0	2.1	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	7.47	2.74	2.1	0	0	0	0	0	0	0	2.1	3.1	0	0	2.1	0	0	0	3.9	0	2.7	2.7	2.7	2.7	2.1	2.1	2.1	2.1	2.7	2.7	2.1
E8.25	E825_Second_heart_field	Second_heart_field	-6.2	-1.44	0	0	4	0	3.6	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.72	-4.73	3.2	2.8	2.2	0	2.2	0	0	0	2.8	0	2.2	2.2	2.2	0	2.2	0	3.7	0	2.8	0	0	2.8	0	0	2.8	2.2	0	2.2	2.8
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.64	-1.55	2.7	1.7	0	0	2.4	0	1.7	2.7	1.7	2.7	0	0	2.7	0	0	0	4.1	3.5	2.4	1.7	2.7	3	2.4	2.4	2.7	2.4	1.7	0	2.7
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.65	-0.19	0	0	0	0	0	0	0	0	2.7	2.1	0	0	0	0	0	0	4.1	4.1	3.6	2.1	2.7	2.1	3.4	3.1	0	2.7	0	0	2.1
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.62	-0.28	2	0	0	0	2	0	0	0	0	3.1	0	2	2.7	0	0	0	4.3	3.3	3.1	3.1	2.7	3.3	2	3.5	3.1	2	0	0	2
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	7.84	2.04	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	3.3	0	2.6	3.7	0	3.3	3.3	2.6	0	2.6	3.7	0
E8.25	E825_Second_heart_field	Second_heart_field	-3.36	-4.97	2.3	0	0	2.3	2.9	2.3	0	0	0	2.9	0	2.3	2.3	0	2.3	0	4	0	0	0	0	0	2.3	0	2.9	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.25	-0.9	0	0	4	0	2	0	0	2	0	3.3	0	0	2	0	0	0	3.7	0	0	0	2	2.7	0	2.7	2	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.05	5.05	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	4.6	3.2	0	2.2	2.8	0	2.2	2.8	3.2	0	2.2	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.8	4.55	2.3	0	0	0	0	0	0	0	2.3	3.6	2.3	0	0	0	0	0	4.1	2.9	2.9	0	0	0	2.9	2.3	0	0	2.3	3.6	0
E8.25	E825_First_heart_field	First_heart_field	-7.2	4.97	0	0	2.7	0	0	0	0	2.7	0	2.7	0	0	3.3	2.7	2.7	0	5.1	0	0	0	3.3	2.7	0	0	3.3	2.7	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-3.14	2	0	0	4.1	0	0	0	0	2.4	2.4	3.4	0	0	0	0	0	0	4.2	0	0	0	0	2.4	0	0	0	0	2.4	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-0.78	-4.4	3.2	0	3.2	0	2.8	0	0	0	3.2	2.2	0	0	2.2	2.8	0	0	3.7	0	3.9	0	2.2	0	0	0	0	0	3.2	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.55	-1.94	0	2.2	0	0	3.5	0	2.2	2.2	2.2	3.2	0	0	0	2.2	0	0	4.6	0	3.2	0	2.2	0	0	0	2.8	2.2	2.2	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-3.87	-0.48	0	0	4	0	3.3	0	2.3	4.3	3.3	2.3	0	0	3.8	0	0	0	3.6	0	2.3	0	0	2.9	0	0	3.6	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.68	1.39	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3.7	0	2.6	0	0	2.6	3	3	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.06	1.66	2.3	0	3.3	0	2.9	0	0	3.6	0	2.3	0	0	2.9	0	0	0	3.6	0	0	2.3	0	2.9	0	0	2.9	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.71	-1.84	2.8	0	3.7	0	2.2	0	2.8	4	3.2	3.5	2.8	0	3.9	2.2	0	0	0	0	2.2	0	0	2.8	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.3	3.52	2.3	0	0	0	2.3	0	0	0	0	2.9	0	0	2.3	0	0	0	4.6	0	2.3	2.3	0	2.9	2.3	2.9	4	2.3	2.9	2.3	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.15	2.18	0	0	0	0	1.8	0	0	0	2.4	3.1	0	0	2.8	0	0	0	3.7	3.6	2.8	2.8	0	0	0	3.3	0	2.4	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.47	1.9	0	0	4.1	0	0	0	0	3.7	2.5	3.9	0	0	0	0	0	0	1.9	0	2.9	0	0	2.9	0	0	0	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.54	2.68	0	0	3.8	0	0	0	0	3	3	4.2	0	0	2.3	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.28	3.15	0	0	0	0	0	0	0	0	0	4.1	0	0	0	0	0	0	4.4	3	3.7	3	0	4.1	0	3	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4	5.1	0	0	0	0	0	0	0	0	0	2.9	0	0	2.3	0	0	0	4.6	3.3	2.3	2.3	0	0	0	2.3	2.3	2.3	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-5.12	-1.56	0	0	4	0	4.3	0	0	4.4	3.5	4	3.1	0	0	0	0	2.4	3.1	0	4	0	0	2.4	0	2.4	0	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-0.64	-4.88	2.4	2.4	2.4	0	0	0	0	0	0	3.1	3.1	0	2.4	0	0	0	2.4	0	3.1	0	0	0	0	3.4	0	0	2.4	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-2.24	-2.79	3.3	2.6	4.2	0	3.3	2.6	0	3.7	2.6	3.3	2.6	0	0	0	0	0	3.7	0	2.6	0	0	3.3	0	0	3.3	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.05	5.13	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	3.6	2.1	3.6	2.8	2.8	0	2.8	0	2.8	0	0	3.1	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	0.56	-1.81	0	0	3.5	0	3.9	0	0	3.9	3.5	3.5	0	0	2.9	0	0	0	3.5	3.5	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.92	-1.6	2.6	3	2	0	2.6	0	2	3.3	2	2.6	0	0	3.3	0	0	2	4	3	2.6	2.6	2	0	2.6	0	3.3	2	2	0	3
E8.25	E825_First_heart_field	First_heart_field	-6.98	0.07	0	0	4	0	3.1	0	0	3.2	3.2	3.4	1.6	0	2.2	1.6	0	0	1.6	0	0	0	0	2.2	0	0	2.6	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-2.07	-3.92	3.4	2.1	3.6	0	2.1	0	0	2.7	2.7	2.1	2.1	0	3.4	0	0	2.1	3.1	0	2.1	0	0	2.1	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.55	-0.2	2.4	0	0	0	0	0	0	0	0	3.1	0	0	0	0	0	0	4.4	0	3.1	0	0	0	0	2.4	2.4	2.4	0	2.4	2.4
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.26	2.26	0	0	0	0	0	0	0	0	1.8	3.1	0	0	0	0	0	0	4.2	0	4	0	0	2.5	3.3	3.3	2.5	0	3.6	1.8	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.85	3.88	2.5	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	4.1	3.6	0	2.5	0	0	2.5	0	3.2	0	2.5	2.5	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.19	-0.65	0	0	0	0	0	0	0	0	0	3.4	0	0	0	0	0	0	3.4	0	3.1	2.1	0	2.1	2.7	3.1	2.1	0	2.1	0	2.1
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.44	3	0	0	0	0	2.7	0	0	0	0	2.7	0	0	2.7	0	0	0	4.1	3	3	2	2	2.7	2.7	2	3.3	0	3.5	2.7	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.29	-1.13	2.2	2.2	0	0	2.2	0	0	0	2.2	2.2	0	0	2.2	0	0	0	3.6	0	4.1	0	2.9	0	0	2.9	2.2	2.2	2.2	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.38	0.33	0	0	0	0	2.4	0	0	0	0	0	0	0	2.4	0	0	0	3.9	2.4	0	0	0	2.4	0	2.4	2.4	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.91	1.29	2.9	0	2.9	0	2.3	0	0	3.3	2.3	0	0	0	2.9	0	0	0	3.8	3.3	3.8	0	2.3	2.3	2.3	2.9	2.3	0	2.9	0	0
E8.25	E825_First_heart_field	First_heart_field	-7.92	3.72	0	0	3	0	0	0	0	2.8	1.8	3.7	0	0	1.8	0	2.4	0	4.1	0	2.8	0	0	0	0	0	0	1.8	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	0.99	-3.39	2.4	1.8	1.8	0	1.8	1.8	0	2.4	0	2.8	0	1.8	3.3	2.8	0	0	4.1	0	2.4	0	1.8	1.8	0	0	2.8	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.05	2.66	0	0	4	0	2.8	0	1.5	3.6	3.1	3.8	2.1	0	2.5	0	0	0	0	0	0	0	0	3	0	0	1.5	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-6.32	-1.48	0	0	3.5	0	0	0	0	4.3	0	4.2	2.2	0	3.3	2.2	0	0	0	0	2.9	0	0	0	0	0	2.9	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-5.74	0.82	0	0	4	0	0	0	0	3.8	3.2	3.2	2.1	0	2.1	0	0	0	3.6	0	0	0	0	2.8	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.11	-1.6	0	2.4	3.3	0	1.8	0	0	2.4	0	1.8	0	0	0	0	0	0	4.2	2.8	3.5	2.8	1.8	3.3	1.8	1.8	3.8	1.8	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.04	-0.76	2.7	0	2.7	0	0	0	0	0	0	3.1	0	0	2.7	0	0	0	4.2	2.7	2.1	2.1	2.7	2.7	2.7	0	0	2.1	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-1.93	1.21	1.8	1.8	4.7	0	2.5	0	0	4.5	3.1	4.4	1.8	0	3.5	0	0	0	2.5	0	0	0	0	4	0	1.8	3.1	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-1.97	4.15	2.5	0	0	0	0	0	0	3.2	0	2.5	0	0	0	0	0	0	3.2	2.5	0	0	0	3.2	0	0	4.1	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	7.05	1.1	2.6	0	2	0	2.6	0	0	0	2.6	3	0	0	0	0	0	0	4.6	2.6	0	0	2	2	0	2.6	3	0	3	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.97	1.25	2	0	3.7	0	0	0	0	3.3	2.7	2.7	0	0	0	0	0	0	4.2	0	3.1	2	0	3.3	0	2	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.37	-2.58	2.3	3	0	0	2.3	0	0	0	0	2.3	0	0	3	0	0	0	4.2	0	0	0	0	0	0	2.3	2.3	0	2.3	0	2.3
E8.25	E825_First_heart_field	First_heart_field	-3.31	1.81	0	0	3.6	0	0	0	0	3.6	3.1	3.4	0	0	3.4	0	0	0	3.4	0	2.1	0	0	0	0	0	2.8	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-2.21	-4.16	3.2	2.6	2	3	3	0	2	0	2	3.4	0	0	2	2	2	0	3.2	0	3.2	0	0	0	2.6	0	2	0	2	0	0
E8.25	E825_First_heart_field	First_heart_field	-1.89	2.47	2.8	0	2.8	0	0	0	0	4	3.6	3.8	0	0	2.1	0	0	0	3.6	0	0	0	0	2.1	0	0	2.8	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-7.24	1.85	0	0	3.2	0	2.4	0	0	3.9	3.6	4	1.8	0	2.4	3	0	0	2.4	0	0	0	0	3.4	0	0	1.8	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.88	1.35	2.6	0	0	0	3	0	0	0	2	3	0	0	2.6	0	0	0	4.3	2.6	0	2	2.6	0	2	3	2	2.6	2.6	3.2	0
E8.25	E825_Second_heart_field	Second_heart_field	-0.9	-2.84	3	0	3.6	0	0	0	0	3.4	3.4	3.4	0	0	0	0	0	0	3.6	0	0	0	0	2.3	0	0	0	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-3.04	3.15	2.7	2.7	0	0	2.7	0	0	3.7	2.7	3.3	0	0	0	0	0	0	2.7	3.3	0	0	0	3.3	0	0	3.3	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.38	-0.34	0	1.8	0	0	2.8	0	0	1.8	0	3.6	0	0	2.8	0	0	0	4.1	2.8	3.5	2.4	0	0	2.8	2.8	2.4	2.4	1.8	0	2.8
E8.25	E825_Second_heart_field	Second_heart_field	0.59	-3.91	4.1	2.8	4.5	0	3.4	0	0	2.8	0	0	0	0	3.4	0	0	2.8	4.7	0	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.74	2.1	0	0	0	0	3.7	0	0	0	3	3	0	0	3	0	0	0	4.4	0	4.1	3	0	3	0	0	3	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.45	0.48	2.2	0	0	0	0	0	0	0	2.8	3.2	0	0	0	0	0	0	4.1	0	2.8	3.9	2.2	2.8	0	2.8	0	2.2	2.2	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.49	1.92	0	0	4.4	0	2.1	0	0	4.3	3.1	3.9	2.1	0	2.1	0	0	0	2.7	0	0	0	0	2.1	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.38	3.49	0	0	0	0	3	0	0	0	0	3.5	0	0	2.6	2	0	0	3.8	3	2	3.5	0	3	0	0	3.5	0	3	2.6	0
E8.25	E825_Second_heart_field	Second_heart_field	-1.46	-4.55	3.3	2.8	3.6	1.8	2.4	1.8	1.8	2.4	1.8	2.4	2.8	1.8	2.8	1.8	0	1.8	3.5	0	2.4	0	0	0	0	0	2.4	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	7.39	2.15	0	0	0	0	0	0	0	0	0	3	0	0	2.4	0	0	0	4.5	3	2.4	0	0	0	0	2.4	3.4	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.06	1.52	2.1	0	0	0	0	0	0	2.7	0	2.7	0	2.1	2.1	0	0	0	4	3.6	3.4	0	0	2.1	0	2.1	2.7	0	0	3.1	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	3.09	-0.02	2.2	2.2	0	0	2.9	0	0	0	0	2.2	0	0	0	0	0	0	4.2	2.9	0	2.9	0	0	0	2.9	2.9	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-2.53	-1.41	2.6	2.6	4	0	0	0	0	4	3.3	4	0	0	3.3	2.6	0	0	2.6	0	0	0	0	2.6	0	0	2.6	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.5	3.55	0	0	4.6	0	2.6	0	0	3.7	2.9	4	1.9	0	2.6	0	0	0	3.6	0	0	0	0	2.6	0	0	2.9	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.78	-5.85	2	0	3	0	2.7	0	0	0	2.7	3.3	0	2	2.7	2	0	2	4.2	0	2	2	0	0	0	2	2	0	3.5	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-5.35	-2.22	3.2	0	2.5	2.5	4.5	0	2.5	2.5	3.8	2.5	0	0	4.2	0	0	2.5	2.5	2.5	2.5	0	0	0	0	0	0	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-4.98	2.4	0	0	4.8	0	0	0	2	4.4	2.6	5.1	0	0	3.3	0	0	0	2.6	0	0	0	0	2	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.33	0.69	2.9	2.2	0	0	0	0	0	2.9	2.2	2.9	0	0	2.2	0	0	0	4.7	3.8	3.5	0	0	3.8	2.2	0	0	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-1.61	-4.75	2.8	0	2.8	0	3.5	2.5	0	0	0	3.5	1.8	0	2.8	0	0	1.8	3.6	0	0	0	2.5	2.5	0	1.8	1.8	0	2.5	0	1.8
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.92	2.66	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	3.6	2.3	3.6	0	2.3	2.3	0	2.3	2.3	0	2.9	2.9	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.24	-0.5	3.1	0	4.7	0	3.1	0	0	3.8	4	4.6	0	0	4	0	0	0	0	0	0	0	0	2.5	0	0	4	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.08	-2.65	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	4.6	3	3.7	2	3	0	0	3	2	0	2	0	3.5
E8.25	E825_First_heart_field	First_heart_field	-5.09	2.27	0	0	4.7	0	3	0	0	4.4	2.4	3.9	0	0	3.9	0	0	0	3.4	0	0	0	0	2.4	0	0	0	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.49	-4.91	0	0	0	0	2.8	0	2.2	0	2.2	0	0	0	3.7	0	0	0	4	0	0	0	0	2.2	0	0	2.2	0	2.2	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.16	-3.7	3.8	0	2.2	0	3.3	0	2.2	2.9	2.2	3.8	2.9	0	3.3	0	0	0	4.3	0	2.2	0	0	0	0	0	2.2	0	2.9	0	0
E8.25	E825_First_heart_field	First_heart_field	-5.71	2.33	0	0	4.6	0	4	0	0	3.8	2.3	4	0	0	0	0	0	0	2.9	0	0	0	0	4	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.88	0.67	2.5	0	0	0	3.1	0	0	0	0	2.5	0	0	0	0	0	0	4.4	0	2.5	2.5	0	2.5	3.8	0	2.5	0	3.8	0	3.5
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.24	-0.18	2.5	0	3.1	0	0	0	0	3.4	1.9	3.4	0	0	2.5	0	0	0	3.9	3.9	1.9	0	2.5	2.5	2.5	2.5	1.9	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-3.96	-0.07	3.1	0	3.5	0	0	0	2.5	4.2	3.1	3.8	0	0	0	0	2.5	0	3.1	0	0	0	0	4.2	0	0	2.5	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.46	2.15	0	0	0	0	0	0	0	2.1	0	2.1	0	0	0	0	0	0	4.6	3.2	3.4	0	0	3.4	2.8	2.1	3.2	0	2.1	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.02	1.43	3.5	0	3.7	0	2.5	0	0	3.3	1.9	3.5	0	0	2.9	0	0	0	3.5	3.7	3.5	0	1.9	3.7	1.9	1.9	1.9	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.82	1.19	0	0	4.1	0	0	0	2.2	3.7	2.2	3.2	0	0	2.2	2.2	0	0	3.2	0	0	0	0	2.2	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.48	-0.48	3.3	0	2.3	0	2.3	0	0	0	2.9	3.6	0	0	3.3	0	0	0	4.3	0	2.9	3.6	0	2.9	3.3	2.9	3.3	2.3	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.69	0.91	2.1	0	3.6	0	2.1	0	0	3.4	2.1	4	2.1	0	0	0	0	0	3.9	3.6	0	0	0	4.3	0	0	2.7	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-1.53	1.52	2.2	0	4.2	0	2.9	0	0	3.8	2.9	3.3	0	0	2.2	0	0	0	3.8	3.6	2.9	0	2.2	3.9	0	2.2	2.2	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	5.81	3.22	0	0	0	0	0	0	0	0	1.9	3.2	0	0	1.9	0	0	0	4.4	3.6	3.2	0	3.2	2.9	3.2	1.9	2.6	0	3.8	2.9	0
E8.25	E825_First_heart_field	First_heart_field	-1.4	1.08	0	0	3.8	0	2.5	0	0	4.5	1.9	3.8	1.9	0	1.9	0	0	0	3.8	0	0	0	0	3.8	1.9	0	1.9	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	6.23	1.23	0	0	0	0	2.2	0	0	0	2.8	0	0	0	2.8	0	0	0	4.2	2.2	2.8	2.8	2.2	2.2	4.2	3.2	2.2	2.2	3.2	0	2.8
E8.25	E825_Second_heart_field	Second_heart_field	-3.08	-2.34	3.7	0	3.9	0	3	0	3	3.9	2.4	3.7	2.4	0	2.4	0	0	0	3.7	2.4	3	0	0	0	0	0	0	0	2.4	0	0
E8.25	E825_First_heart_field	First_heart_field	-8.2	1.26	1.8	0	3.1	0	2.8	0	0	1.8	0	2.4	0	0	1.8	0	0	2.4	4.2	1.8	1.8	1.8	2.8	3.1	0	1.8	0	0	0	0	3.9
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.21	-2.78	2.3	0	2.9	0	2.3	0	0	0	2.3	2.9	0	0	0	0	0	0	3.8	0	2.3	0	2.3	2.9	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.74	3.33	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	4.1	3.2	2.2	3.2	2.8	3.4	2.8	2.2	0	0	3.2	2.8	0
E8.25	E825_Second_heart_field	Second_heart_field	-4.19	-2.97	2.8	0	0	0	2.8	0	0	4.1	2.8	4.1	0	0	3.8	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0	2.8	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	4.15	4.09	2.3	0	0	0	3.1	0	0	0	2.3	2.9	0	0	2.7	1.7	0	0	4.1	1.7	3.5	0	2.3	0	2.3	0	2.9	1.7	0	1.7	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	2.05	2.7	0	1.9	0	0	2.5	0	0	0	1.9	2.9	0	0	0	0	0	0	3.6	3.7	3.7	3.9	2.9	3.6	0	2.9	3.2	0	0	0	1.9
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.94	0.46	0	0	0	0	0	0	0	3.3	3.3	3.6	0	0	2.3	0	0	0	3.8	4.2	2.3	0	2.3	2.9	3.3	2.3	2.9	0	2.3	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-0.7	-4.75	3.4	0	3.4	0	2.4	3	0	2.4	2.4	3.4	0	0	3.7	0	0	0	3	0	2.4	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.25	-5.32	2.5	2.9	2.5	0	1.9	2.5	0	0	2.5	2.9	0	0	4	1.9	0	0	3.6	0	2.9	2.5	1.9	0	0	2.5	3.6	0	2.9	0	0
E8.25	E825_First_heart_field	First_heart_field	-6.73	1.41	0	0	4.5	0	0	0	0	2.9	2.9	3.5	0	0	2.2	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Splanchnic_mesoderm	Splanchnic_mesoderm	1.53	2.64	2.9	0	0	0	0	0	0	2.9	2.9	0	0	0	4.2	0	0	0	4.2	3.5	2.9	3.5	0	2.9	0	0	2.9	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	0.79	-2.51	2.9	0	3.5	0	3.3	0	0	2.9	2.2	0	0	0	0	0	0	0	4.2	2.2	2.2	0	0	2.9	0	2.2	2.2	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-2.47	-0.43	3	0	3.8	0	3.5	0	0	3.7	3.5	3.8	0	0	2.6	3	0	0	3.5	3	0	0	0	2.6	0	0	3.3	0	0	0	0
E8.25	E825_First_heart_field	First_heart_field	-1.78	4.23	0	0	0	0	2	0	0	3	0	4.3	2	0	0	0	0	0	3.7	2	3	2	0	3.5	0	0	2.6	0	0	2.6	0
E8.25	E825_First_heart_field	First_heart_field	-5.3	1.34	0	0	4.1	0	0	0	0	3.9	0	4.7	0	0	3.2	0	0	0	0	0	0	0	0	3.6	0	2.6	0	0	0	0	0
E8.25	E825_Second_heart_field	Second_heart_field	-3.2	-5.67	3.3	0	3	0	2	0	2	2	0	3	0	2.6	3	2	0	0	4.4	0	3	0	2	2	0	0	2.6	0	0	0	0
