day	Anno	celltype	UMAP_1	UMAP_2	Apela	Hesx1	Krt8	Tal2
E7.5	E75_Def_endoderm	Def_endoderm	-2.46	-2.59	2.7	0	4.2	0
E7.5	E75_Gut	Gut	4.75	-2.34	0	2.4	5.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.87	-1.43	1.7	0	4.6	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.91	2.07	1.2	2.7	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.91	2.92	3.2	0	5	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.4	-1.14	3.5	2	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.47	-2.52	2.6	3.3	4.2	0
E7.5	E75_Gut	Gut	-4.36	3.78	3.4	3.7	5.1	0
E7.5	E75_Gut	Gut	-2.35	3.31	0	3.7	2.9	2.5
E7.5	E75_Def_endoderm	Def_endoderm	-4.08	-2.97	3.5	0	4.5	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.97	-0.99	2.1	2.1	3.9	0
E7.5	E75_Def_endoderm	Def_endoderm	5.94	1.66	2.6	0	3.4	0
E7.5	E75_Gut	Gut	3.66	-2.73	2.7	3.8	4.3	0
E7.5	E75_Def_endoderm	Def_endoderm	4.56	1.45	1.9	1.9	4.1	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.27	-1.11	2.2	0	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	1.2	-3.16	0	2.6	2.6	0
E7.5	E75_Def_endoderm	Def_endoderm	0.02	-0.5	0	3.9	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	1.22	-1.61	0	3.4	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.13	-1.34	2.7	4.7	3.4	0
E7.5	E75_Gut	Gut	-2.44	-1.79	1.9	3.5	4.5	0
E7.5	E75_Def_endoderm	Def_endoderm	5.27	2.21	2.8	0	4	0
E7.5	E75_Def_endoderm	Def_endoderm	4.79	-2.06	1.9	0	5.1	0
E7.5	E75_Gut	Gut	-2.54	2.75	2.9	3.4	5.1	1.5
E7.5	E75_Def_endoderm	Def_endoderm	4.68	2.51	5.2	0	0	0
E7.5	E75_Def_endoderm	Def_endoderm	5.2	0.84	2.7	0	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.47	-0.65	4.2	0	5.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.26	1.61	2.7	0	3.6	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.94	-1.16	2.6	2.9	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.51	1.76	3.1	0	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	5.86	1.88	0	0	0	0
E7.5	E75_Def_endoderm	Def_endoderm	4.24	-2.66	0	0	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.23	-0.85	2.7	3.6	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.38	-2.24	2.9	0	4.8	0
E7.5	E75_Gut	Gut	-3.48	0.14	2.1	0	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	5.23	2.98	4.7	0	0	0
E7.5	E75_Def_endoderm	Def_endoderm	2.81	3.68	1.7	0	3.4	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.23	1.22	2.9	0	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	2.98	0.43	0	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	1.3	-0.8	0	2.7	4.3	0
E7.5	E75_Gut	Gut	4.4	-0.71	0	0	4.4	0
E7.5	E75_Gut	Gut	-4.01	-2.49	4.6	3.4	5.4	0
E7.5	E75_Gut	Gut	0.14	-3.76	2	2.7	4.5	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.51	-1.15	4	0	4.3	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.67	-1.75	2.9	4.1	4	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.49	-0.75	3.8	0	5.1	0
E7.5	E75_Def_endoderm	Def_endoderm	0.49	-3.38	0	3.7	5.3	3
E7.5	E75_Def_endoderm	Def_endoderm	5.76	1.37	3.4	2.5	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	2.38	-2.83	0	0	4.3	0
E7.5	E75_Def_endoderm	Def_endoderm	1.4	-0.87	1.9	0	3.9	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.1	-2.54	0	4.6	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.82	1.78	3.6	0	2.9	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.29	3.38	3.4	1.6	4.9	2.2
E7.5	E75_Def_endoderm	Def_endoderm	0.77	3.37	1.7	3.4	3.4	0
E7.5	E75_Def_endoderm	Def_endoderm	3.58	2.79	0	0	3.1	0
E7.5	E75_Gut	Gut	-3.06	-1.74	4.8	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	4.48	-2.75	0	0	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.54	0.61	0	2.5	3.9	0
E7.5	E75_Def_endoderm	Def_endoderm	2.74	-2.61	0	3.5	5.1	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.19	-0.91	0	3.6	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.68	-2.86	0	3.5	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	1.17	1.24	0	0	3.5	1.6
E7.5	E75_Gut	Gut	-3.6	-1.22	3.6	3.1	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	3.07	-1.26	0	0	5.1	0
E7.5	E75_Gut	Gut	-1.27	1.88	2.8	1.8	2.8	2.8
E7.5	E75_Def_endoderm	Def_endoderm	-0.99	-2.36	0	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.44	2.7	1.7	0	3.6	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.34	-2.16	2.1	3.6	4.6	0
E7.5	E75_Def_endoderm	Def_endoderm	1.46	1.57	1.6	3.4	3.5	0
E7.5	E75_Def_endoderm	Def_endoderm	1.12	0.87	0	0	3.3	0
E7.5	E75_Def_endoderm	Def_endoderm	5.01	1.5	2.2	0	3.5	0
E7.5	E75_Def_endoderm	Def_endoderm	0.99	3.7	1.7	1.7	3.8	0
E7.5	E75_Gut	Gut	3.47	-3.57	2.3	0	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	2.28	2.4	0	2	2.4	1.5
E7.5	E75_Def_endoderm	Def_endoderm	-0.85	-1.26	0	0	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.09	0.03	2.6	2.2	4.4	1.6
E7.5	E75_Def_endoderm	Def_endoderm	1.84	3.66	0	0	3.8	0
E7.5	E75_Def_endoderm	Def_endoderm	0.29	2.28	2.7	0	3.4	0
E7.5	E75_Gut	Gut	-2.72	-0.09	3.9	4.3	4.5	2.1
E7.5	E75_Def_endoderm	Def_endoderm	-4.8	0.25	3.6	0	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	1.6	3.72	1.7	0	3	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.78	1.93	0	3.5	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.17	3.6	1.9	1.9	4.3	0
E7.5	E75_Def_endoderm	Def_endoderm	5.85	-0.07	2.6	0	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	1.14	2.19	0	2	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	4.35	-2.88	0	0	5.1	0
E7.5	E75_Def_endoderm	Def_endoderm	0.6	3.66	2.6	0	3.4	0
E7.5	E75_Def_endoderm	Def_endoderm	5.72	0.04	3.1	0	4.6	0
E7.5	E75_Gut	Gut	-3.72	-3.24	3	0	5.2	2.4
E7.5	E75_Def_endoderm	Def_endoderm	0.99	-0.92	0	3.4	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	0.2	-2.35	0	0	4.3	0
E7.5	E75_Def_endoderm	Def_endoderm	1.02	-1.33	0	2.3	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.25	3.37	1.9	0	4.4	1.9
E7.5	E75_Def_endoderm	Def_endoderm	-2.04	-1.67	0	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.1	0.73	3.5	0	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	5.3	1.51	0	0	3.1	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.39	0.36	0	0	4.5	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.12	-0.54	0	3.3	5	2
E7.5	E75_Def_endoderm	Def_endoderm	-4.83	0.12	3.6	0	5	0
E7.5	E75_Def_endoderm	Def_endoderm	0.59	-1.46	0	3.8	3.8	0
E7.5	E75_Def_endoderm	Def_endoderm	1.26	1.4	0	0	2.6	0
E7.5	E75_Gut	Gut	-3.63	-3.02	4.2	2.5	5.5	2.5
E7.5	E75_Def_endoderm	Def_endoderm	3.94	2.06	0	0	0	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.67	1.66	3.7	0	4.3	0
E7.5	E75_Def_endoderm	Def_endoderm	0.43	-0.98	2.6	2.6	4.1	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.9	2.59	1.6	1.6	3.4	0
E7.5	E75_Def_endoderm	Def_endoderm	1.55	1.57	2.2	2.5	2.5	0
E7.5	E75_Def_endoderm	Def_endoderm	3.98	2.8	3.1	0	3.5	0
E7.5	E75_Def_endoderm	Def_endoderm	2.14	2.25	0	0	3.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.87	1.32	2.8	3.7	4.8	2.8
E7.5	E75_Def_endoderm	Def_endoderm	6.59	1.54	4.6	0	3	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.44	0.52	3.9	0	5	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.17	2.41	2.9	0	4.9	0
E7.5	E75_Gut	Gut	3.2	-2.43	2.6	0	5.4	0
E7.5	E75_Gut	Gut	3.34	-3.07	0	0	5.5	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.37	2.54	1.7	2.3	4	0
E7.5	E75_Def_endoderm	Def_endoderm	2.56	1.44	0	0	0	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.52	-1.74	3.6	0	4.4	2.3
E7.5	E75_Def_endoderm	Def_endoderm	-4.26	3.23	3.3	2.7	5	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.02	2.96	1.6	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.07	-0.84	2.3	0	4.4	0
E7.5	E75_Gut	Gut	-1.63	-3.69	3	4.2	4.6	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.28	2.47	2.3	0	4.4	0
E7.5	E75_Gut	Gut	2.38	-3.3	0	2.2	5.5	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.88	2.4	2.8	0	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.13	2.75	3.8	0	4.1	0
E7.5	E75_Def_endoderm	Def_endoderm	2.8	3.64	0	0	3.3	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.05	0.08	3.6	0	4.9	0
E7.5	E75_Gut	Gut	-3.14	-0.37	4.3	4	4.9	2.4
E7.5	E75_Def_endoderm	Def_endoderm	5.48	0.58	2.4	0	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	5.68	1.16	0	0	4	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.47	-1.87	4.2	0	4.6	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.53	3.02	3.3	0	5	2.1
E7.5	E75_Def_endoderm	Def_endoderm	1.01	1.83	1.3	0	2.6	2.2
E7.5	E75_Def_endoderm	Def_endoderm	6.44	0.37	2.4	0	3.9	0
E7.5	E75_Def_endoderm	Def_endoderm	0.57	0.89	2.2	2.2	3.3	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.04	-1.56	3.4	0	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.77	-1.22	3.3	0	5.1	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.87	-0.93	0	0	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	1.36	-1.27	0	2.6	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	0.67	2.03	3	0	4.1	0
E7.5	E75_Def_endoderm	Def_endoderm	3.93	-2.21	0	0	5.3	0
E7.5	E75_Def_endoderm	Def_endoderm	5.67	0.2	0	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.39	2.91	0	0	4.9	0
E7.5	E75_Def_endoderm	Def_endoderm	4.39	-3.01	0	0	4.9	0
E7.5	E75_Gut	Gut	-4.15	-0.26	2.9	0	5.1	0
E7.5	E75_Def_endoderm	Def_endoderm	4.62	2.13	2.2	0	2.8	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.9	4.11	2.1	3.4	4	2.1
E7.5	E75_Def_endoderm	Def_endoderm	5.52	0.49	0	0	5.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.43	2.22	3.6	0	4	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.78	3.47	3.5	0	4.6	1.8
E7.5	E75_Gut	Gut	-3.12	1.2	2.1	0	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	0.6	1.97	1.8	2.4	3	0
E7.5	E75_Def_endoderm	Def_endoderm	6.2	0.4	0	0	2.4	0
E7.5	E75_Gut	Gut	3.71	-3.53	2.1	2.7	5.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.07	2.43	3.5	0	4.8	0
E7.5	E75_Gut	Gut	-3.02	-1.01	4	0	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.39	0.56	3.5	0	5	0
E7.5	E75_Def_endoderm	Def_endoderm	1.18	-1.37	0	0	4.3	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.87	-0.91	0	3.8	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.22	2.56	3.5	0	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.18	-0.3	2.3	2.3	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	1.29	0.81	0	0	3.9	0
E7.5	E75_Gut	Gut	1.04	-2.92	0	2.9	5	2.9
E7.5	E75_Def_endoderm	Def_endoderm	-5.01	-1.99	4.3	0	4.9	0
E7.5	E75_Gut	Gut	-2.79	-0.95	3.5	2.8	4.8	0
E7.5	E75_Gut	Gut	-1.6	1.83	0	0	2.3	0
E7.5	E75_Gut	Gut	-0.13	-3.51	3.9	3.7	4.9	0
E7.5	E75_Def_endoderm	Def_endoderm	4.69	-0.12	0	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.04	-0.65	0	2.9	3.6	0
E7.5	E75_Def_endoderm	Def_endoderm	4.26	3.25	2.9	0	2.6	0
E7.5	E75_Gut	Gut	-2.9	-1.95	3.5	2.4	4.4	0
E7.5	E75_Gut	Gut	-2.65	-2.71	3	2.3	4.3	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.23	3.23	0	0	4.1	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.57	0.81	3.4	4.1	3.9	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.44	0.91	2.6	0	5.2	0
E7.5	E75_Gut	Gut	-2.61	-0.07	4.5	3.2	5.5	2.2
E7.5	E75_Def_endoderm	Def_endoderm	6.05	2.04	4.7	0	2.2	0
E7.5	E75_Def_endoderm	Def_endoderm	5.87	1.13	3.4	0	2.3	0
E7.5	E75_Def_endoderm	Def_endoderm	0.01	-1.5	0	2.3	4	0
E7.5	E75_Def_endoderm	Def_endoderm	6.56	0.78	2.6	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	4.41	3.18	4.4	0	3	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.44	2.1	3.8	0	5	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.07	-1.27	0	4	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	6.55	1.68	4	0	2.3	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.34	0.29	3.1	0	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.29	1.19	4.1	0	5.1	0
E7.5	E75_Def_endoderm	Def_endoderm	1.31	0.53	2.2	0	2.2	0
E7.5	E75_Def_endoderm	Def_endoderm	1.54	1.02	0	0	2.8	0
E7.5	E75_Gut	Gut	0.19	-3.33	0	4.2	4.9	0
E7.5	E75_Def_endoderm	Def_endoderm	6.1	1.11	0	0	4	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.55	0.1	4.2	0	4.9	0
E7.5	E75_Def_endoderm	Def_endoderm	2.82	3.23	0	0	3.5	0
E7.5	E75_Def_endoderm	Def_endoderm	4.67	-2.87	0	0	5.2	0
E7.5	E75_Gut	Gut	-2.9	-3.23	3.3	4.2	4.7	0
E7.5	E75_Gut	Gut	-1.55	2.17	1.4	0	4.5	0
E7.5	E75_Def_endoderm	Def_endoderm	0.66	3.03	2.5	0	3.5	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.05	2.52	3.2	1.7	3	0
E7.5	E75_Def_endoderm	Def_endoderm	1.48	1.82	1.8	0	0	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.24	-0.72	4.5	0	4.1	0
E7.5	E75_Def_endoderm	Def_endoderm	0.97	1.09	0	0	3.4	0
E7.5	E75_Def_endoderm	Def_endoderm	4.38	2.13	0	3	2.6	0
E7.5	E75_Def_endoderm	Def_endoderm	1.68	-1.73	0	2.9	0	0
E7.5	E75_Def_endoderm	Def_endoderm	2.12	-2.91	0	0	4.6	0
E7.5	E75_Gut	Gut	-2.81	-0.53	3.7	0	5	2
E7.5	E75_Def_endoderm	Def_endoderm	-3.49	1.65	3.6	0	3.5	0
E7.5	E75_Def_endoderm	Def_endoderm	0.17	0.84	0	2.1	3.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.13	-1.12	2.8	4.4	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.61	-0.64	4.4	0	4.9	0
E7.5	E75_Def_endoderm	Def_endoderm	1.42	-1.19	0	1.9	4.5	0
E7.5	E75_Gut	Gut	-2.12	1.57	1.9	0	3.8	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.33	-1.23	2.4	0	4.3	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.16	-2.26	3.3	3.5	4.5	2.2
E7.5	E75_Def_endoderm	Def_endoderm	0.79	-1.29	2.5	2.5	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.01	2.34	4	0	5.2	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.59	-3.05	0	4.6	4	0
E7.5	E75_Gut	Gut	-1.46	-2.79	3.1	3.4	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.89	2.09	3.4	0	4.7	0
E7.5	E75_Gut	Gut	-3.22	-2.95	4.4	3.9	5.2	0
E7.5	E75_Def_endoderm	Def_endoderm	1.17	3.68	1.7	0	2.9	0
E7.5	E75_Def_endoderm	Def_endoderm	5.81	2.3	3.2	0	3.6	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.86	2.49	3	0	4.6	0
E7.5	E75_Gut	Gut	2.66	-2.75	0	2.9	4.9	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.14	0.59	4.6	0	5.1	0
E7.5	E75_Def_endoderm	Def_endoderm	0.75	-2.1	0	0	4.2	0
E7.5	E75_Gut	Gut	-1.78	-2.41	2.2	2.2	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.25	-0.73	1.6	3	3.8	0
E7.5	E75_Def_endoderm	Def_endoderm	1.18	-2.24	2	3.8	4.3	2
E7.5	E75_Def_endoderm	Def_endoderm	4.65	-1.87	0	0	5.3	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.75	-0.2	4.1	0	4.6	0
E7.5	E75_Def_endoderm	Def_endoderm	0.81	3.12	0	0	4.2	0
E7.5	E75_Def_endoderm	Def_endoderm	4.05	-2.12	0	0	5.6	0
E7.5	E75_Def_endoderm	Def_endoderm	1.15	3.33	1.4	0	3.1	0
E7.5	E75_Gut	Gut	4.01	-2.33	0	0	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	4.82	-0.43	0	0	4.8	0
E7.5	E75_Gut	Gut	-0.72	-3.77	2.6	4.1	5.7	0
E7.5	E75_Def_endoderm	Def_endoderm	2.1	-1.37	0	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.04	3.42	4	0	5.4	0
E7.5	E75_Def_endoderm	Def_endoderm	4.29	0.72	2.9	0	2.3	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.93	-1.3	2.7	2.7	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	6.14	1.91	3.1	0	2.5	0
E7.5	E75_Def_endoderm	Def_endoderm	5.37	1.23	1.8	0	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	1.8	-2.2	0	2.7	5.2	0
E7.5	E75_Def_endoderm	Def_endoderm	0.74	1.47	0	0	3.5	0
E7.5	E75_Def_endoderm	Def_endoderm	6.17	0.9	0	0	2.9	0
E7.5	E75_Def_endoderm	Def_endoderm	5.43	1.36	3.3	0	2.3	0
E7.5	E75_Def_endoderm	Def_endoderm	4.51	2.76	2.5	0	2.5	0
E7.5	E75_Gut	Gut	-2.11	0.58	4	2.3	4.5	1.7
E7.5	E75_Def_endoderm	Def_endoderm	4.94	-0.85	0	0	4	0
E7.5	E75_Gut	Gut	-3.15	-1.02	3.8	0	4.7	0
E7.5	E75_Gut	Gut	-4.21	-2.15	3.8	0	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.16	0.64	3.4	0	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	2.31	3.74	4	0	1.9	0
E7.5	E75_Def_endoderm	Def_endoderm	1.76	-1.12	0	2.2	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	2.08	3.79	2	0	2	0
E7.5	E75_Def_endoderm	Def_endoderm	3.29	-2.68	0	2.1	4.8	0
E7.5	E75_Gut	Gut	0.05	-2.85	0	5	4.9	0
E7.5	E75_Gut	Gut	3.43	-3.09	2.9	0	5	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.8	0.82	3.1	1.9	3.7	1.9
E7.5	E75_Def_endoderm	Def_endoderm	-5.84	0.3	3.7	0	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	6.01	2.22	4.5	0	3.3	0
E7.5	E75_Def_endoderm	Def_endoderm	3.16	-2.87	0	1.9	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.07	2.9	1.8	0	4.3	2.4
E7.5	E75_Gut	Gut	-0.15	-2.96	0	3.8	5.1	1.6
E7.5	E75_Def_endoderm	Def_endoderm	-3.75	3.26	2.1	3.1	5	1.7
E7.5	E75_Def_endoderm	Def_endoderm	-2.77	1.36	2.7	0	4	0
E7.5	E75_Def_endoderm	Def_endoderm	2.02	1.2	1.8	0	1.8	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.28	0.02	2.6	4.6	4.3	0
E7.5	E75_Gut	Gut	0.62	-3.56	0	3.9	4.9	2.9
E7.5	E75_Def_endoderm	Def_endoderm	-2.34	1.21	3.1	0	4	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.53	3.29	2.3	3.2	3.6	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.68	0.32	1.9	0	3.4	0
E7.5	E75_Gut	Gut	-3.83	-1.07	3.9	3.4	4.5	2.1
E7.5	E75_Def_endoderm	Def_endoderm	5.45	-0.2	0	2.5	4.5	0
E7.5	E75_Def_endoderm	Def_endoderm	3.62	-3.02	0	0	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	-0.07	0.21	1.7	3.6	3.9	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.21	0.49	0	0	4.1	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.38	0.07	3.4	0	4	0
E7.5	E75_Def_endoderm	Def_endoderm	2.58	2.43	2.4	1.3	2.4	0
E7.5	E75_Def_endoderm	Def_endoderm	2.54	1.46	0	0	2.4	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.8	0.58	3.4	0	4.6	0
E7.5	E75_Def_endoderm	Def_endoderm	0.24	-0.15	0	4.3	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.29	2.81	4.7	0	4.9	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.62	-2.67	0	3.6	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.75	-1.04	3.7	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	2.13	2.3	1.7	0	1.7	1.7
E7.5	E75_Gut	Gut	-2.3	-3.58	0	4.5	5.3	0
E7.5	E75_Gut	Gut	-4.48	3.98	2.4	3.8	5.1	1.8
E7.5	E75_Def_endoderm	Def_endoderm	-1.74	-0.47	2.8	0	3.8	0
E7.5	E75_Gut	Gut	-2.93	0.32	3.5	0	4.4	1.8
E7.5	E75_Def_endoderm	Def_endoderm	4.94	2.85	3.6	0	0	0
E7.5	E75_Def_endoderm	Def_endoderm	-2.25	3.09	2.2	0.7	4.7	0.7
E7.5	E75_Def_endoderm	Def_endoderm	2.06	1.36	2	0	3	0
E7.5	E75_Def_endoderm	Def_endoderm	0.57	-0.01	0	0	3.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.35	0.98	0	3.4	3.8	0
E7.5	E75_Gut	Gut	-2.46	2.09	3.8	2.8	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.09	-0.77	4.8	1.9	5.2	0
E7.5	E75_Gut	Gut	-2.36	0.1	4.1	3.5	4.8	0
E7.5	E75_Def_endoderm	Def_endoderm	0.24	0.56	0	0	4.4	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.83	-0.08	5.1	0	4.9	0
E7.5	E75_Def_endoderm	Def_endoderm	2.68	2.63	2.5	0	1.8	0
E7.5	E75_Def_endoderm	Def_endoderm	0.31	1.62	2.4	0	3.6	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.74	-0.53	3.9	0	4.5	0
E7.5	E75_Def_endoderm	Def_endoderm	1	2	2.1	2.4	2.1	0
E7.5	E75_Def_endoderm	Def_endoderm	3.93	2.62	4.2	2.2	1.6	0
E7.5	E75_Def_endoderm	Def_endoderm	5.15	-0.88	2	0	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-1.29	1.06	1.8	3.7	4.3	1.3
E7.5	E75_Def_endoderm	Def_endoderm	-5.62	0.71	4.2	0	4.4	0
E7.5	E75_Gut	Gut	-2.81	0.54	3.6	3.1	4.1	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.79	-0.25	4.6	0	5.1	0
E7.5	E75_Def_endoderm	Def_endoderm	4.57	2.6	0	0	3.4	0
E7.5	E75_Def_endoderm	Def_endoderm	0.22	1.39	3.6	3.2	3.4	0
E7.5	E75_Gut	Gut	-1.93	0.74	2.3	1.7	4.2	2.3
E7.5	E75_Def_endoderm	Def_endoderm	-2.87	0.22	2.3	3.7	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	-3.23	1.5	3.2	0	4.5	0
E7.5	E75_Def_endoderm	Def_endoderm	-4.96	3.2	4.7	0	4.7	0
E7.5	E75_Def_endoderm	Def_endoderm	5.31	0.74	0	0	2.1	0
E7.5	E75_Def_endoderm	Def_endoderm	-4	3.36	1.5	0	4.1	0
E7.5	E75_Def_endoderm	Def_endoderm	4.82	2.95	4.4	0	1.9	0
E7.5	E75_Def_endoderm	Def_endoderm	4.12	3.36	3	1.6	0	0
E7.5	E75_Def_endoderm	Def_endoderm	0.33	0.04	0	2.8	3.6	0
E7.5	E75_Def_endoderm	Def_endoderm	-5.57	0.11	4.2	0	4.8	0
