day	Anno	celltype	UMAP_1	UMAP_2	Abcb4	Bcl11a	Etv6	Hba-x	Hbb-bs	Kel	Myb	Nr3c1	Runx1	Slc4a1	Snca	Tspan8
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.06	-3.62	0	0	0	7.1	0	5.2	0	0	0	5.9	5.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.37	-1.61	0	0	0	6.6	0	5.2	0	0	0	5.2	6.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.22	3.74	0	0	0	8.2	0	0	0	0	0	5.7	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.99	3.98	0	0	0	6.2	0	3.6	0	0	0	5.5	5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.34	1.49	0	0	0	7.7	0	0	0	0	0	6.6	4.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-6.34	-2.6	0	0	5.4	6.1	0	0	0	0	6.8	0	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.65	-0.93	0	0	4	5.9	0	5.4	0	0	0	5.4	5.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.36	0.05	0	0	0	7.8	0	4.3	0	0	0	6.1	5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.17	4.75	0	0	0	6.4	0	0	0	0	0	0	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.41	-0.13	0	0	0	7.8	0	0	0	0	0	5.4	4.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.27	-0.57	0	0	0	6.8	0	4.7	0	4	0	5.1	5.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.63	-2.15	0	0	0	6.4	0	0	0	0	0	0	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.22	-1.4	0	0	0	6.1	0	4.7	0	0	4.7	5.8	4.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.59	-0.2	0	0	0	7.3	0	5	0	0	0	0	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.37	-4.04	0	0	0	5.9	0	0	0	0	0	0	4.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.94	-2.95	0	0	0	6.6	0	0	0	0	0	6.5	4.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.06	3.56	0	0	0	7.9	0	4.7	0	0	0	6.1	4.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	4.22	1.15	0	0	0	8.1	0	0	0	0	0	0	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.88	-1.46	0	0	4.6	6.8	0	6	0	0	4.6	4.6	4.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.15	-0.86	0	0	0	7.1	0	4.7	0	0	0	4.7	4.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.6	-1.5	0	0	0	7.1	5	5	0	0	0	5	5.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.37	-0.88	0	0	0	6.4	0	0	0	0	0	6	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.62	-1.89	0	0	0	6.2	0	0	0	0	0	6	6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.05	-0.04	0	0	0	6.2	0	0	0	0	0	5.8	5.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.26	-2.76	0	0	0	7.1	0	4.4	0	0	0	5.8	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.78	1.29	0	0	0	8.1	0	5.2	0	0	0	0	5.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.43	-2.14	0	0	0	7	0	4.7	0	0	0	5.8	6.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.65	1.52	0	0	6	6.5	0	0	0	0	4.9	6	5.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.54	-1.29	0	0	0	6.9	0	0	0	0	0	6.7	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	4.12	3.17	0	0	0	8.3	0	0	0	0	0	6.3	4.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2.37	3.54	0	0	0	7.6	0	0	0	0	0	5.3	5.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.8	2.84	0	0	0	8.1	5.3	0	0	0	0	6.9	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.74	-3.48	0	0	0	6.9	0	5	0	0	5	5.6	6.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.49	-0.49	0	0	0	7	0	5.5	0	0	0	0	6.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.26	4	0	0	0	8.6	0	0	0	0	0	5.1	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.45	4.22	0	0	0	5.8	0	0	0	0	0	6.2	5.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.59	0.77	0	0	4.3	7.4	0	4.3	0	0	0	5.6	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.05	-2.44	0	0	0	5.5	0	4.8	0	0	0	4.8	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.58	-0.76	0	0	0	5.9	0	0	0	0	0	0	6.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.84	4.76	0	0	0	8.8	5.5	0	0	0	0	5.8	5.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2	0.48	0	0	0	7.7	0	0	0	0	0	5.7	6.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.85	0.45	0	0	0	8	0	0	0	0	0	5.9	5.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2.34	4.88	0	0	0	8.7	0	4.8	0	0	0	5.9	4.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.12	2.57	0	0	0	7.3	0	4.7	0	0	0	5.4	4.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2.55	-3.6	0	0	0	0	0	0	0	0	0	0	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.47	3.49	0	0	0	7.9	0	5.2	0	0	0	5.2	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.41	-2.59	0	0	4.9	6	0	0	0	0	0	4.9	4.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.02	-2.58	0	0	5.3	6.7	0	0	0	0	0	6	6.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.13	-3.97	0	0	0	6	0	5.4	0	0	0	0	6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.91	-3.22	0	0	0	6.1	0	5.4	0	0	0	0	6.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.64	0.08	0	0	0	6.7	0	0	0	4.9	4.9	6.3	4.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.7	0.62	0	0	0	7.5	0	6.1	0	0	0	5.5	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.27	-1.69	0	0	0	5.5	0	5.9	0	0	0	0	6.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.99	-2.22	0	0	0	5.5	0	4.4	0	0	0	6.2	4.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.7	2.28	0	0	0	6.9	0	0	0	0	0	6	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.2	-2.56	0	0	0	6.2	0	4.6	0	0	0	0	6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.9	-0.55	0	0	0	7.8	0	4.4	0	0	0	6	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.36	-1	0	0	0	6	0	4	0	0	0	6	6.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2.59	1.27	0	0	0	7.2	0	0	0	0	5.1	0	5.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.23	-1	0	0	0	6.9	0	0	0	0	0	0	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.28	-1.17	0	0	0	6.9	0	5.3	0	0	0	4.6	4.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4	-2.94	0	0	0	6.2	0	0	0	0	0	5.3	6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.64	-1.96	0	0	0	6.1	0	5.4	0	0	0	5	4.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.64	-1.8	0	0	0	6	0	6	0	0	0	5.3	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.02	-1.95	0	0	4.4	6.4	0	5	0	0	0	5.4	5.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.74	-2.05	0	0	0	7	0	0	0	0	0	5.8	5.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.06	0.46	0	0	0	7.4	0	0	0	0	0	7.2	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.88	-0.53	0	0	0	5.8	0	5.3	0	0	0	4.2	5.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.56	-2.63	0	0	0	6.4	0	5.3	0	0	0	0	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.25	-1.72	0	0	0	6.3	0	5.4	0	0	0	6.4	5.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	4.31	0.59	0	0	0	7.7	0	0	0	0	0	6.1	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.29	-0.9	0	0	0	6.6	0	4.1	0	0	0	5.9	5.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.63	-0.4	0	0	0	6.9	0	3.9	0	0	3.9	5.5	6.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.28	-2.5	0	0	0	6.9	0	6.3	0	0	0	6.1	6.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.83	-0.69	0	0	0	7.2	0	5.2	0	0	0	5.9	5.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	5.34	2.09	0	0	5.4	8.2	0	0	0	0	0	0	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.78	-1.68	0	0	0	7.5	4.9	4.9	0	0	0	5.6	4.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.26	1.64	0	0	0	7	0	4.8	0	0	4.1	6.5	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.21	0.57	0	0	0	8.2	0	0	0	0	0	6.9	4.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.47	4.73	0	0	0	8.3	0	0	0	0	0	5.1	5.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.79	-3.95	0	0	0	6.8	0	5	0	0	5	6.8	5.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.52	0.9	0	0	0	8	0	0	0	0	0	6.6	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.03	-1.92	0	0	0	6.1	0	6.1	0	0	0	6.2	6.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.03	-1.14	0	0	0	6.6	0	0	0	0	0	5.6	5.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.32	-0.41	0	0	4.5	5.6	0	4.5	0	0	0	5.6	5.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2.37	4.94	0	0	0	8.5	0	5.6	0	0	0	6	6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.15	-2.13	0	0	0	5.9	0	0	0	0	0	5.9	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.32	-2.91	0	0	0	7.3	0	5.5	0	0	0	5.5	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.05	-3.72	0	0	0	5	0	0	0	0	0	0	5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.43	-2.51	0	0	0	6.5	0	6.8	0	0	0	0	5.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.98	-1.69	0	0	0	6.1	0	0	0	0	0	6.1	5.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.76	-3.31	0	0	0	7	0	5.4	0	0	0	4.8	4.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.44	-1.6	0	0	0	6.9	0	0	0	0	0	6	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.42	-0.01	0	0	0	7	4.1	4.1	0	0	0	5.7	5.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.2	-3.09	0	0	0	6.1	0	0	0	0	0	6.1	5.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.2	-3.52	0	0	0	6.4	0	5.3	0	0	0	5.3	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.55	0.14	0	0	4.4	7.4	4.4	4.4	0	0	0	5.8	4.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.21	-2.74	0	0	0	6.6	0	0	0	0	0	0	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.22	-0.81	0	0	0	7.9	0	4.9	0	0	4.2	5.6	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.02	-0.58	0	0	0	7.9	0	6.7	0	0	0	5.3	6.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.57	-1.74	0	0	0	7.3	0	0	0	0	0	5.3	5.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.93	-1.22	0	0	0	7.4	0	0	0	0	0	5.6	4.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.73	-0.83	0	0	0	6.9	0	0	0	0	0	5.6	5.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.31	-2.44	0	0	0	6.6	0	0	0	0	0	0	6.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.22	-1.36	0	0	0	7.2	0	5.5	0	0	0	6.2	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.15	4.91	0	0	0	8.7	0	5.8	0	0	0	6.4	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.06	-1.99	0	0	0	6.4	0	0	0	0	5.3	0	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.59	-3.55	0	0	0	7.3	0	5.4	0	0	0	5.4	6.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.01	-3.19	0	0	0	5.4	0	0	0	0	0	0	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.57	-0.63	0	0	0	7.5	0	5.1	0	0	0	5.1	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2.34	4.66	0	0	5.3	7.8	0	0	0	0	0	6.7	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.62	-3.03	0	0	0	6	0	4.9	0	0	0	5.6	6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	4.82	1.66	0	0	0	7.9	0	5.3	0	0	0	6	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.13	-0.02	0	0	0	8.6	0	0	0	0	0	5.4	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.15	0.15	0	0	0	6.9	4.2	4.2	0	0	4.9	5.3	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.31	-4.25	0	0	0	5.2	0	5.2	0	0	0	5.9	6.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.92	0.63	0	0	0	7.3	0	0	0	0	0	5	5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.76	-0.31	0	0	0	6.3	0	0	0	0	0	6.1	4.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2	-3.8	0	0	0	0	0	5.2	0	0	0	5.2	5.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.25	4.49	0	0	0	8.4	0	5.8	0	0	0	7.1	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.37	-2.26	0	0	4.1	5.7	0	4.1	0	0	0	5.2	5.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.89	-2.32	0	0	0	4.8	0	5.5	0	0	0	0	4.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	4.16	-1.77	0	0	0	4.7	0	0	0	0	5.4	5.8	4.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.09	-1.4	0	0	0	6.8	0	0	0	0	0	5.9	5.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.92	4.35	0	0	0	8.6	0	4.1	0	0	0	5.9	4.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.62	4.72	0	0	0	7.6	0	0	0	0	0	0	4.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.54	-3.69	0	0	0	6	0	0	0	0	0	5.3	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.09	-1.93	0	0	0	5.9	0	5.2	0	0	0	0	5.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	5.05	2.57	0	0	0	7.1	0	5.2	0	0	0	6.8	5.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.07	-0.4	0	0	0	7.3	0	0	0	0	0	5.5	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	4.23	-0.91	0	0	0	7.4	0	5.2	0	0	0	5.2	5.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.15	-0.96	0	0	0	4.6	0	4.6	0	0	0	4.6	5.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.49	-3.52	0	0	0	6.1	0	4.7	0	0	0	5.8	5.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.77	-1.52	0	0	0	7.2	0	4.8	0	0	0	4.8	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.06	-2.3	0	0	0	7.2	0	4.4	0	0	0	5	6.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.99	-3.53	0	0	0	5.4	0	0	0	0	0	5.4	7.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.47	-3.57	0	0	0	6.6	0	0	0	0	0	5.2	6.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.84	0.29	0	0	0	7.5	3.7	5.3	0	0	4.8	5.1	4.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.82	2.17	0	0	0	7.8	0	4.4	0	0	0	6.5	5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.31	-1.38	0	0	0	7	0	4.2	0	0	0	4.2	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.44	-2.57	0	0	0	6.5	0	0	0	0	0	4.3	6.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.13	-1.54	0	0	0	5.9	0	5.2	0	0	0	0	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.32	0.48	0	0	0	6.5	0	6	0	0	0	5.6	5.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.33	-3.83	0	0	0	5.2	0	0	0	0	0	5.2	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.44	-3.29	0	0	0	7.1	0	0	0	0	0	0	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2.21	-0.06	0	0	0	7.8	0	0	0	0	0	0	5.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.77	-0.89	0	0	0	6.8	0	5.4	0	0	0	5.9	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.26	-2.53	0	0	0	7.6	0	0	0	0	0	0	5.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2.45	-3.64	0	0	0	6	0	4.9	0	0	0	0	4.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.31	-1.89	0	0	0	5.2	0	4.5	0	0	0	6.1	6.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.15	-0.5	0	0	0	6.8	0	5.7	0	0	0	6.1	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.65	-0.99	0	0	4.4	7.3	4.4	4.4	0	0	0	6.4	6.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.51	5.03	0	0	0	8.1	4.2	0	0	0	0	5.6	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.98	-2	0	0	0	6.9	0	0	0	0	0	6.4	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.24	0.58	0	0	0	6.8	0	5.1	0	0	3.5	6	5.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.84	0.38	0	0	0	6.6	0	5	0	0	0	5.3	5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.81	-3.67	0	0	0	5.2	0	5.9	0	0	0	5.2	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.8	-3.49	0	0	0	6.3	0	0	0	0	0	4.8	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.57	-2.28	0	0	0	7.5	0	4.1	0	0	0	5.2	5.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.34	-1.42	0	0	0	5.9	4.6	5.7	0	4.6	0	6.2	4.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.42	-0.45	0	0	3.9	6.5	3.9	3.9	0	0	0	5.5	4.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.13	-3.74	0	0	0	6.8	0	0	0	0	0	5.4	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	0.25	-2.8	0	0	5.2	7.2	0	0	0	0	0	5.2	5.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.24	-2.51	0	0	0	7.3	0	5.2	0	0	0	4.5	4.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	2.12	-3.93	0	0	0	5.3	0	0	0	0	0	0	6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.86	-2.64	0	0	0	6.9	0	4.3	0	0	0	5	6.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.32	4.66	0	0	0	8.6	0	0	0	0	0	5.2	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.94	-1.67	0	0	0	6.3	0	0	0	0	0	5.4	5.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.13	3.13	0	0	0	7.1	4.6	4.2	0	0	4.9	5.7	5.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.65	-1.02	0	0	0	7.9	0	4.9	0	0	0	4.9	4.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.31	4.19	0	0	0	8.2	0	5.3	0	0	0	0	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.27	1.73	0	0	0	8.4	4.3	0	0	0	0	6.4	5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.82	2.92	0	0	0	7.1	0	4.7	0	0	0	4.7	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.04	-0.68	0	0	0	7	0	6.3	0	0	0	5.2	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.33	4.59	0	0	0	7.8	0	4.8	0	0	0	5.5	4.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.69	-2.52	0	0	0	5.7	0	5	0	0	0	0	6.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.03	4.11	0	0	0	6.4	0	0	0	0	0	6.4	5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.8	-2.55	0	0	0	5.7	0	0	0	0	0	5.6	4.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.03	-2.98	0	0	0	6.5	0	0	0	0	0	4.9	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.48	-3.37	0	0	0	5.1	0	0	0	0	0	0	6.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.68	-0.88	0	0	0	6.7	0	6.3	0	0	0	5	5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.07	1	0	0	4.5	7.7	0	3.8	0	0	0	5.4	5.6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.08	0.7	0	0	0	7.8	0	3.9	0	0	4.6	4.6	5.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.15	-0.15	0	0	0	7.2	4.6	5.3	0	0	0	6	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.2	-0.22	0	0	0	6.6	0	0	0	0	0	5.9	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.46	-2.54	0	0	0	5.3	0	5.3	0	0	0	5.3	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.07	-3.76	0	0	0	6.8	0	0	0	0	0	6.6	5.7	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.33	-0.24	0	0	0	7.1	0	0	0	0	0	6.3	5.4	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.12	-0.05	0	0	0	7.5	0	0	0	0	0	5.9	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.41	-2.15	0	0	0	6	0	5.7	0	0	0	4.8	5.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.76	-0.98	0	0	0	7.1	0	5.1	0	0	0	6.1	4.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.52	3.82	0	0	0	7.3	0	5.8	0	0	0	5.1	5.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.87	-3.84	0	0	0	6.4	0	5.3	0	0	0	5.3	6.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	3.08	-1.66	0	0	0	5.6	0	4.9	0	0	0	5.6	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-3.27	1.77	0	0	0	8.1	0	0	0	0	0	5	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.1	-1.53	0	0	0	7	0	5.1	0	0	0	5.1	5.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	1.04	-0.08	0	0	0	8.2	0	5.4	0	0	0	5.4	6.5	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.88	-3	0	0	0	0	0	4.6	0	0	0	0	5.3	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.33	-0.66	0	0	0	6.9	4.1	4.8	0	0	0	5.7	4.8	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-4.2	-1.32	0	0	4	7	0	4.7	0	4	4.7	0	5.1	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.81	-2.38	0	0	0	5.9	0	5.2	0	0	0	4.5	5.9	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	4.04	-0.99	0	0	0	7.5	0	0	0	0	6.2	6.2	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	4.86	2.63	0	0	0	7.6	0	0	0	0	0	5.4	0	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-0.98	2.04	0	0	0	8	4.4	5.1	0	0	0	5.1	6	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-2.83	-0.19	0	0	0	7.2	0	4.9	0	0	0	5.6	4.2	0
E9.5	E95_Primitive_erythroid	Primitive_erythroid	-1.99	-0.04	0	0	0	6.8	0	0	0	0	0	0	5.5	0
