day	Anno	celltype	UMAP_1	UMAP_2	Abcb4	Bcl11a	Etv6	Hba-x	Hbb-bs	Kel	Myb	Nr3c1	Runx1	Slc4a1	Snca	Tspan8
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.03	4.5	0	0	4.8	7.6	0	4.8	0	0	0	4.8	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-6.44	-2.66	0	0	6.4	6.9	0	0	0	0	0	6.4	6.1	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.36	-4.23	0	5.5	5.8	0	0	0	0	4.4	6	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.03	-3.45	0	0	0	5.9	0	5.2	0	0	0	5.9	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.32	2.08	0	0	0	7.5	0	4.7	0	0	0	4.7	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.77	0.69	0	0	0	7.9	0	0	0	0	0	5.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.73	1.7	0	0	0	8.1	0	0	0	0	0	6.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.51	0.58	0	0	0	7.9	0	5.5	0	0	0	6.9	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.04	0.48	0	0	0	7	0	0	0	0	0	7	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.55	-0.13	0	0	0	6.6	0	0	0	0	0	5.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.1	-1.95	0	0	0	6.5	0	0	0	0	0	5.8	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.37	-0.13	0	0	0	8	0	6.2	0	0	0	0	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.3	2.95	0	0	4.3	8.4	0	4.3	0	0	0	5.7	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.64	2.38	0	0	0	7.2	0	5.5	0	0	0	5.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.06	4.55	0	0	0	6.7	0	0	0	0	0	5.8	6.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.69	0.68	0	0	0	5.2	0	5.9	0	0	0	5.2	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.34	2.24	0	0	0	7.1	0	4.9	0	0	0	5.8	5.8	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.69	-4.43	0	5.4	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.17	4.47	0	0	0	8.2	4.7	0	0	0	0	6.6	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.04	-3.51	0	0	5	6.9	0	4.3	0	0	0	5.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.56	-2.56	0	0	0	6.2	0	5.5	0	0	0	5.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.47	2.69	0	0	0	8.1	0	5.5	0	0	0	5.5	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-6.82	-2.77	0	0	4.5	7.1	4.5	0	0	0	4.5	4.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.73	1.81	0	0	0	7.6	0	4.8	0	0	4.8	5.8	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.12	3.23	0	0	0	8.4	0	5.1	0	0	0	6.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.37	1.81	0	0	0	8.5	0	0	0	0	0	6.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.46	1.98	0	0	0	7.7	0	4.4	0	0	0	6	5.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.61	-1.02	0	0	0	5.9	0	0	0	0	0	5.9	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.73	0.29	0	0	0	5.5	0	5.5	0	0	0	5	6.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.81	2.73	0	0	0	7.3	0	0	0	0	0	6.2	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.85	-0.08	0	0	0	7.4	0	0	0	0	0	6.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.68	3.28	0	0	0	8.7	0	4.9	0	0	0	6	5.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.03	1.74	0	0	0	8.2	0	0	0	0	0	5.4	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.36	1.09	0	0	0	7.7	0	0	0	0	0	5.7	5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.17	0.53	0	0	0	8.1	0	0	0	0	0	6.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.8	1.88	0	0	0	7.3	0	0	0	0	0	5.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.58	-1.87	0	0	0	6.4	0	0	0	0	0	4.8	6.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.5	-1.39	0	0	0	7.7	0	0	0	0	0	5.4	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-10.2	-3.81	5.3	0	0	6	0	0	6	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.28	-2.13	0	0	0	6.5	5.1	0	0	0	0	5.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.29	-0.35	0	0	0	6.2	0	5.1	0	0	0	5.1	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.25	3.71	0	0	0	8.6	0	5.4	0	0	0	6.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.11	2.9	0	0	0	6.7	0	0	0	0	0	5.4	5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.39	-2.6	0	0	0	5.5	0	5.5	0	0	0	0	5.5	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.72	-3.74	4.9	0	0	0	0	0	5.6	0	5.6	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.67	-0.65	0	0	0	7.1	0	0	0	0	0	6	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.69	0.67	0	0	0	7.9	0	5.3	0	0	0	5.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.72	-0.45	0	0	0	7.3	5.2	0	0	0	0	5.9	6.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.88	2.35	0	0	0	7.6	0	4.5	0	0	0	5.1	6.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.4	0.55	0	0	0	7	0	0	0	0	0	5.9	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.29	0.32	0	0	0	6.5	0	0	0	0	0	5.4	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.93	1.35	0	0	4.3	6.4	0	5	0	0	4.3	5.7	5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.47	4.79	0	0	0	6.7	0	0	0	0	0	4.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.03	2.66	0	0	0	7.7	0	5.8	0	0	0	6.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.03	2.72	0	0	0	7.6	0	5.2	0	0	0	5.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.74	-1.11	0	0	0	5.3	0	0	0	0	0	5.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.56	1.53	0	0	0	7.8	0	0	0	0	0	5.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.85	-1.47	0	0	0	6.1	0	5.4	0	0	0	5.4	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.06	-3.22	0	0	0	5.9	0	0	0	5.2	0	5.9	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.55	1.45	5.3	0	0	8.3	0	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.34	3.51	0	0	0	8.7	0	4.4	0	0	0	5.8	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.88	0.31	0	0	0	6.9	0	6	0	0	0	6	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.28	1.15	0	0	5	7.5	0	5.7	0	0	0	5.7	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.28	4.34	0	0	0	8.6	0	5	0	0	0	6.4	5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.5	-2.81	0	0	0	5.9	0	0	0	0	0	0	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.45	0.61	0	0	0	8.1	0	0	0	0	5.5	0	6.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.61	2.36	0	0	0	8.2	0	5.4	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.28	1.47	0	0	0	6.8	0	5.6	0	0	0	5.6	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.25	1.81	0	0	0	7.9	0	5.2	0	0	0	6.1	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.86	3.37	0	0	0	8.7	0	4.5	0	0	0	5.6	4.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.15	-3.52	0	0	0	6	0	0	0	0	0	5.4	6.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.55	1.27	0	0	4.6	7.1	0	4.6	0	0	0	5.7	5.7	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.61	-3.86	4.1	6	4.8	0	0	0	4.1	0	5.7	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2.2	3.3	0	0	4.3	7.4	0	4.3	0	0	0	5	4.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.08	-0.61	0	0	0	7.3	0	0	0	0	0	0	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.02	3.65	0	0	0	8.3	4.9	0	0	0	0	5.6	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.28	2.85	0	0	0	7.4	0	4.7	0	0	0	5.4	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-6.83	-2.53	0	0	4.6	6.4	0	0	0	0	0	5.7	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.56	-1.66	0	0	0	6.3	0	6.5	0	0	0	5.6	6.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.79	-2.11	0	0	0	6.8	0	0	0	0	0	0	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.55	-1.12	0	0	0	6.5	0	5.1	0	0	0	6.5	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.43	0.22	0	0	0	7.6	0	0	0	0	0	6.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.98	1.36	0	0	5.7	7.3	0	5	0	0	0	5.7	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.11	-1.23	0	0	0	0	0	4.8	0	0	0	4.8	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.23	3.09	0	0	0	8	0	4.7	0	0	0	6.6	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.32	0.8	0	0	0	6.9	0	0	0	0	0	5.8	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.12	-3.13	0	0	0	5.9	0	0	0	0	0	6.3	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.74	3.42	0	0	0	8	0	0	0	0	0	6.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.12	0.24	0	0	0	7	0	0	0	0	0	5.2	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.75	1.55	0	0	0	8.3	0	4.8	0	0	0	5.9	6.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.11	-1.06	0	0	0	5.9	0	5.2	0	0	0	5.9	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.27	-3.57	0	6.6	4.5	0	0	0	5.2	4.5	5.6	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.88	1.83	0	0	0	8.4	0	5.4	0	0	0	6.8	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.53	-1.66	0	0	0	6.6	0	5.9	0	0	0	5.5	6.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.02	2.54	0	0	0	8.6	0	6	0	0	0	6.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.52	0.39	0	0	0	7.3	0	0	0	0	0	5.5	6.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.33	2.26	0	0	0	7.3	0	0	0	0	0	6.5	5.2	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.45	-3.29	0	4.7	4.7	0	0	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.67	3.67	0	0	0	5.3	0	5.7	0	0	0	4.7	5.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.03	2.42	0	0	5	7.8	0	0	0	0	0	7	5.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.36	1.5	0	0	4.6	7.7	0	5.6	0	0	0	5.6	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.51	-2.86	0	0	5.3	6	0	0	0	0	0	5.3	6.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.44	2.1	0	0	0	7.4	0	6.6	0	0	0	6.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.29	-1.57	0	0	0	6.9	0	0	0	0	0	5.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.06	1.82	0	0	0	7.9	4.3	5.4	0	0	0	5.9	4.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.59	-0.66	0	0	0	7.3	0	0	0	0	0	5.3	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.17	-3.28	0	0	0	7.3	0	5.1	0	0	0	0	6.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.99	0.23	0	0	0	7.6	0	5.2	0	0	0	5.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.24	2.24	0	0	0	6.6	0	0	0	0	0	6.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.25	1.56	0	0	0	7.6	0	5.3	0	0	5.3	0	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.4	2.46	0	0	0	7.8	4.7	5.4	0	0	0	6.6	4.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.13	-1.54	0	0	0	6.2	0	0	0	0	0	5.1	6.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.94	-2.16	0	0	0	0	0	5.2	0	0	0	5.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.22	1.24	0	0	0	7.5	0	0	0	0	0	5.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.63	-0.71	0	0	0	5.2	0	5.2	0	0	0	5.2	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-3.05	-0.39	0	0	0	7	0	4.2	0	0	0	5.8	4.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.2	1.79	0	0	0	7.9	0	6	0	0	0	6	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.15	2.78	0	0	5.2	7.9	0	0	0	0	0	6.9	4.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.33	1.33	0	0	0	7.8	0	0	0	0	0	5.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.26	3.01	0	0	0	7.5	0	0	0	0	0	6.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.59	-0.73	0	0	0	5.4	0	5.4	0	0	0	6.1	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.25	0.63	0	0	4.6	6.5	4.6	7.4	0	4.6	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.91	-0.19	0	0	0	7	0	5.5	0	0	0	5.5	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.78	1.49	0	0	0	7.2	0	0	0	0	0	6.3	6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.68	1.27	0	0	0	8	0	6	0	0	0	5.4	5.4	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.98	-2.8	0	6.3	5.2	0	0	0	0	0	5.6	0	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.88	-4.2	0	6.7	0	5.3	0	0	0	0	5.3	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.51	2.58	0	0	0	8.6	0	0	0	0	0	6.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.98	0.23	0	0	0	6.8	0	0	0	0	0	5.5	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.29	3.25	0	0	0	8.6	0	0	0	0	0	5.6	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.99	1.02	0	0	0	7.6	0	0	0	0	0	6.1	4.7	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.72	-3.13	0	5.8	4.7	0	0	0	0	0	4.7	0	4.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	5.11	1.64	0	0	0	7.7	0	0	0	0	0	6.6	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.74	-1.1	0	0	0	5.7	0	5.7	0	0	0	6.8	6.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.15	0.73	0	0	0	6.8	0	5.2	0	0	0	0	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.57	-1.62	0	0	0	6.6	0	5.2	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.55	-0.36	0	0	0	7.5	0	5.2	0	0	5.2	6.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1	0.72	0	0	0	6.5	4.8	0	0	0	0	0	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.65	-3.61	4.4	0	5.1	0	0	4.4	0	4.4	0	0	4.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.09	4.82	0	0	0	7.5	0	0	0	0	0	6.3	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-10.15	-4.02	4.7	5.4	0	0	0	0	4.1	0	4.7	0	4.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.91	2.51	0	4.8	0	8.1	0	0	0	0	0	6.2	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.08	-1.98	0	0	0	6.9	0	0	0	0	0	0	6.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.05	1.56	0	0	0	7.5	0	4.8	0	0	0	7.1	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.15	3.13	0	0	0	8.3	0	0	0	0	0	0	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.92	2.03	0	0	0	7.1	0	4.8	0	0	0	4.8	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.54	1	0	0	0	7.8	0	5.1	0	0	0	6.7	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.7	4.26	0	0	4.6	9	0	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.9	0.26	0	0	0	7.8	0	0	0	0	0	0	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.72	3.56	0	0	0	7.6	0	0	0	0	0	6.3	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.32	0.73	0	0	0	8.7	5.5	0	0	0	0	0	6.1	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.79	-4.11	0	0	0	5.6	0	5	0	5	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.27	0.47	0	0	0	0	0	5.6	0	0	0	6	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.08	1.87	0	0	0	7.5	0	5.3	0	0	0	6.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.2	1.37	0	0	0	7.2	0	4.4	0	0	0	6.3	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.05	2.73	0	0	0	7.3	4.4	4.4	0	0	0	6.5	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.06	1.64	0	0	0	7.2	0	5.3	0	0	0	4.6	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.58	-2.02	0	0	5.5	6.8	0	0	0	0	0	5.5	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.11	1.39	0	0	0	5.9	0	0	0	0	0	0	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.73	3.63	0	0	5	7.2	0	0	0	0	0	0	5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.45	4.61	0	0	0	7.7	4.8	5.5	0	0	0	6.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.35	2.33	0	0	0	7.7	0	5.1	0	0	0	0	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2.45	1.97	0	0	0	8.1	0	0	0	0	0	5.6	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.79	-0.63	0	0	0	8.2	0	5.2	0	0	0	6.8	6.3	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.85	-4.54	0	6.3	0	4.7	0	4.7	4.7	0	4.7	0	4.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.69	-0.85	0	0	0	7.1	0	0	0	0	5.1	6.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.48	3.25	0	0	0	8.3	4.1	5.2	0	0	0	5.7	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.18	0.86	0	0	0	6.5	0	0	0	0	0	0	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.61	1.36	0	0	0	7.9	0	0	0	0	0	6.6	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.26	0.39	0	0	0	7.5	0	0	0	0	0	0	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.69	1.95	0	0	0	8.6	0	5.4	0	0	0	0	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.98	0.37	0	0	0	6.5	0	5.1	0	0	0	5.8	5.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.29	2.17	0	0	0	7.8	4.9	0	0	0	4.9	6	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-6.85	-2.59	0	0	0	5.3	0	5.3	0	0	6.7	5.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.84	-0.4	0	0	0	6.6	0	0	0	0	0	5.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.06	2.12	0	0	0	7.6	0	5.1	0	0	4.4	5.1	4.4	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.15	-3.65	0	5.9	4.5	0	0	0	4.5	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.94	3.39	0	0	0	7.4	0	5.2	0	0	0	5.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.75	-1.19	0	0	0	6.4	0	6.2	0	0	0	5.5	6.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.02	1.53	0	0	4.4	7.6	0	5.8	0	0	0	4.4	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.3	2.35	0	0	0	7.8	0	5.3	0	0	0	5.3	4.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.07	1.18	0	0	0	7.8	0	0	0	0	0	6.8	5.2	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.99	-3.88	5.5	5.5	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.08	1.86	0	0	0	7.2	0	5.3	0	0	5.3	6.4	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.27	1	0	0	0	7	0	6.3	0	0	0	5.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.08	-0.69	0	0	0	5.5	0	0	0	0	0	0	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.49	-0.95	0	0	0	6	0	0	0	0	0	5.3	6.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.1	1.75	0	0	0	7	0	5.7	0	0	0	0	5.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.72	2.15	0	0	5.1	8.1	0	5.8	0	0	0	6.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.8	1.34	0	0	0	8	0	5.7	0	0	0	5.7	4.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.38	2.4	0	0	0	7.9	0	4.9	0	0	0	6.3	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.37	1.75	0	0	0	7.2	0	4.5	0	0	0	5.2	6.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.28	-0.77	0	0	0	5.9	0	5.5	0	0	0	6.2	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.44	0.9	0	0	0	6.4	0	0	0	0	0	7.2	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.35	-1.01	0	0	0	6.7	0	5.3	0	0	0	0	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.77	-0.97	0	0	0	7.1	0	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.17	1.47	0	0	4.3	7.1	0	5.4	0	0	0	5	6.6	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.94	-3.36	3.9	4.5	0	0	0	0	0	3.9	4.9	0	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.93	0.64	0	0	0	5.4	0	5.8	0	0	0	5.8	5.8	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.53	-2.7	4.5	0	4.5	0	0	0	4.5	0	5.2	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.57	0.36	0	0	4.5	6.7	0	5.2	0	0	4.5	5.2	5.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.42	1.96	0	0	0	6.4	0	5.2	0	0	0	5.7	4.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.56	-1.53	0	0	0	0	0	0	0	0	0	0	6.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.24	1.39	0	0	0	8.2	0	0	0	0	0	7.1	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.31	1.82	0	0	0	7.3	0	0	0	0	0	6.8	5.2	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	2	3.39	0	0	0	8	0	0	0	0	0	5.3	4.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.91	1.93	0	0	0	8.5	0	0	0	0	0	7.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.36	-1.54	0	0	0	5.7	0	5.7	0	0	5	5.7	6.6	0
