day	Anno	celltype	UMAP_1	UMAP_2	E2f4	Hba-a1	Hba-x	Hbb-bh1	Klf1	Klf3	Thra	Ybx3
E7.5	E75_Blood_prog	Blood_prog	0.79	0	0	0	0	5.8	0	0	0	2.2
E7.5	E75_Blood_prog	Blood_prog	-0.24	1.3	0	0	0	0	2	0	0	3.3
E7.5	E75_Blood_prog	Blood_prog	2.07	4.46	0	0	0	4.6	0	0	2.5	2.5
E7.5	E75_Blood_prog	Blood_prog	0.23	-1.39	2.1	0	0	4.4	2.7	0	0	3.1
E7.5	E75_Blood_prog	Blood_prog	5.44	1.56	2.1	0	0	3.1	0	0	0	2.7
E7.5	E75_Blood_prog	Blood_prog	1.04	-0.66	3.2	0	0	5.1	3.4	0	0	0
E7.5	E75_Blood_prog	Blood_prog	6.2	1.24	0	0	0	0	0	0	0	0
E7.5	E75_Blood_prog	Blood_prog	6.6	-0.06	2	0	0	0	0	0	2	2
E7.5	E75_Blood_prog	Blood_prog	5.17	-3.16	3.9	0	0	0	2.4	0	0	2.4
E7.5	E75_Blood_prog	Blood_prog	-4.11	1.84	0	0	0	0	2.6	0	0	2.6
E7.5	E75_Blood_prog	Blood_prog	-2.79	-3.2	3.4	0	0	0	2.5	0	0	2.5
E7.5	E75_Blood_prog	Blood_prog	-4.49	-1.03	3.1	0	0	6.5	2.1	0	0	3.1
E7.5	E75_Blood_prog	Blood_prog	3.53	1.79	2.5	0	0	0	2.5	1.9	0	3.1
E7.5	E75_Blood_prog	Blood_prog	-3.9	-2.46	2.6	0	0	3.7	2.6	0	0	2.6
E7.5	E75_Blood_prog	Blood_prog	3.54	0.54	2.5	0	0	0	1.9	0	0	2.5
E7.5	E75_Blood_prog	Blood_prog	4.17	-1.39	2.9	0	0	4.3	0	0	0	0
E7.5	E75_Blood_prog	Blood_prog	6.87	1.4	2.3	0	0	0	0	0	0	2.3
E7.5	E75_Blood_prog	Blood_prog	3.52	0.41	0	0	0	0	0	0	0	2.9
E7.5	E75_Blood_prog	Blood_prog	2.87	1.74	0	0	0	0	0	0	0	2
E7.5	E75_Blood_prog	Blood_prog	4.97	0.33	3.3	0	0	0	0	0	0	0
E7.5	E75_Blood_prog	Blood_prog	1.01	0.87	0	0	0	4.4	2.1	0	2.1	0
E7.5	E75_Blood_prog	Blood_prog	3.13	1.46	2.1	0	0	0	0	0	0	2.1
E7.5	E75_Blood_prog	Blood_prog	2.59	4.34	0	0	0	0	2	0	0	2
E7.5	E75_Blood_prog	Blood_prog	4.37	1.93	2.9	0	0	2.3	0	0	0	2.9
E7.5	E75_Blood_prog	Blood_prog	2.27	3.52	0	0	0	0	0	0	0	0
E7.5	E75_Blood_prog	Blood_prog	4.35	2.35	3	0	0	4.3	0	0	0	2.3
E7.5	E75_Blood_prog	Blood_prog	2.43	1.95	2.5	0	0	3.8	0	0	0	3.1
E7.5	E75_Blood_prog	Blood_prog	3.67	1.64	2.3	0	0	0	2.3	0	0	0
E7.5	E75_Blood_prog	Blood_prog	-4.04	-3.09	2.6	0	0	5.6	2.2	0	0	3.2
E7.5	E75_Blood_prog	Blood_prog	5.14	0.25	2.7	0	0	0	2.7	0	0	3.4
E7.5	E75_Blood_prog	Blood_prog	4.28	0.46	2.9	0	0	0	0	0	0	3.2
E7.5	E75_Blood_prog	Blood_prog	-1.45	-0.69	0	0	0	4.5	3.8	0	0	0
E7.5	E75_Blood_prog	Blood_prog	5.05	0.82	2.5	0	0	3.3	0	0	0	0
E7.5	E75_Blood_prog	Blood_prog	6.46	-2.17	0	0	0	1.7	0	0	0	2.3
E7.5	E75_Blood_prog	Blood_prog	-4.88	-1.2	2.5	0	0	5.8	2.5	0	0	2.5
E7.5	E75_Blood_prog	Blood_prog	1.44	3.26	2.3	0	0	0	0	0	0	0
E7.5	E75_Blood_prog	Blood_prog	7.07	0.74	0	0	0	0	0	2	0	2
E7.5	E75_Blood_prog	Blood_prog	2.41	-1.1	2.5	0	0	5.7	0	0	0	3.1
E7.5	E75_Blood_prog	Blood_prog	-5	-0.18	0	0	0	4.9	3	0	0	4.1
E7.5	E75_Blood_prog	Blood_prog	2.61	-1.21	2.8	0	0	0	0	0	0	2.8
E7.5	E75_Blood_prog	Blood_prog	2.46	-2.22	0	0	2.1	5.8	2.7	0	0	3.4
E7.5	E75_Blood_prog	Blood_prog	0.93	1.04	3.2	0	0	5.6	0	0	0	3.2
E7.5	E75_Blood_prog	Blood_prog	7.52	2.23	2.9	0	0	0	0	0	0	2.9
E7.5	E75_Blood_prog	Blood_prog	6.31	-0.89	2.8	0	0	0	0	0	0	2.8
E7.5	E75_Blood_prog	Blood_prog	-3.89	-2.72	2.7	2.3	0	0	1.7	0	1.7	2.3
E7.5	E75_Blood_prog	Blood_prog	3.82	1.78	2.1	0	0	2.1	2.1	0	2.1	3.6
E7.5	E75_Blood_prog	Blood_prog	-2.53	0.13	0	0	0	5.2	3.2	0	0	0
E7.5	E75_Blood_prog	Blood_prog	4.7	-2.27	2.1	0	0	2.1	2.1	0	0	2.1
E7.5	E75_Blood_prog	Blood_prog	3.23	1.34	0	0	0	0	0	0	0	2.2
E7.5	E75_Blood_prog	Blood_prog	3.44	-2.73	2.9	0	0	3.6	0	0	0	2.5
E7.5	E75_Blood_prog	Blood_prog	4.13	1.18	2.3	0	0	0	2.3	0	0	0
E7.5	E75_Blood_prog	Blood_prog	7.04	0.84	2.1	0	0	0	0	0	0	0
E7.5	E75_Blood_prog	Blood_prog	-4.04	-2.49	3.1	0	0	5	3.1	0	0	3.4
E7.5	E75_Blood_prog	Blood_prog	4.69	2.03	2.9	0	0	0	2.3	0	0	0
E7.5	E75_Blood_prog	Blood_prog	6.62	-1.38	2	0	0	0	0	0	2	2.6
E7.5	E75_Blood_prog	Blood_prog	2.77	0.9	0	0	0	0	2.6	0	0	3
E7.5	E75_Blood_prog	Blood_prog	0.46	0.95	0	0	0	3.3	3	0	0	2
E7.5	E75_Blood_prog	Blood_prog	0.52	0.98	3.6	0	0	4.8	2.9	0	0	0
E7.5	E75_Blood_prog	Blood_prog	1.17	0.52	0	0	0	4.2	2.6	0	0	3
E7.5	E75_Blood_prog	Blood_prog	4.62	-1.42	2.5	0	0	3.9	0	0	0	3.6
E7.5	E75_Blood_prog	Blood_prog	-0.09	2.09	0	0	0	2.9	3.6	0	0	0
E7.5	E75_Blood_prog	Blood_prog	-1.84	0.37	2.9	0	0	2.2	2.2	0	2.2	2.2
E7.5	E75_Blood_prog	Blood_prog	-4.23	2.36	2.4	0	0	5.1	2.4	0	0	0
E7.5	E75_Blood_prog	Blood_prog	-5.24	-2.48	3.5	1.7	0	6	3.5	0	1.7	3
E7.5	E75_Blood_prog	Blood_prog	-3.64	-0.35	3.6	0	0	2.3	3	0	0	3
E7.5	E75_Blood_prog	Blood_prog	6.86	-1.62	0	0	0	0	0	0	0	0
E7.5	E75_Blood_prog	Blood_prog	4.92	0.92	0	0	0	0	2.8	0	1.8	3.1
E7.5	E75_Blood_prog	Blood_prog	-4.25	-2.01	3.2	2.4	0	3.2	3.8	0	1.8	3
E7.5	E75_Blood_prog	Blood_prog	-3.39	-2.03	3.1	0	0	6.8	2.1	0	0	0
E7.5	E75_Blood_prog	Blood_prog	3.25	1.04	2.6	0	0	0	0	0	0	2
E7.5	E75_Blood_prog	Blood_prog	4.23	2.25	2	0	0	2	0	0	0	2
E7.5	E75_Blood_prog	Blood_prog	-5.47	0.8	1.8	1.8	0	6	3	0	0	2.8
E7.5	E75_Blood_prog	Blood_prog	-1.27	-1.65	0	0	0	3.2	2.8	0	0	2.1
E7.5	E75_Blood_prog	Blood_prog	-2.32	2.88	2.8	0	0	5.4	2.2	0	0	0
E7.5	E75_Blood_prog	Blood_prog	3.61	-2.22	1.8	0	0	4.9	0	0	0	2.4
E7.5	E75_Blood_prog	Blood_prog	3.7	1.72	2.4	0	0	0	0	0	0	2.4
E7.5	E75_Blood_prog	Blood_prog	5.63	2.18	2	0	0	0	0	0	0	2
E7.5	E75_Blood_prog	Blood_prog	-1.36	0.07	0	0	0	3.7	0	0	0	2.2
E7.5	E75_Blood_prog	Blood_prog	6.13	2.01	1.5	0	0	2.4	0	0	0	1.5
E7.5	E75_Blood_prog	Blood_prog	5.4	-2.53	0	0	0	4.7	0	0	0	1.9
E7.5	E75_Blood_prog	Blood_prog	7.54	1.66	2.6	0	0	2.4	0	0	2.6	2.6
E7.5	E75_Blood_prog	Blood_prog	1.1	1.99	3.2	0	0	1.8	2.4	0	0	3
E7.5	E75_Blood_prog	Blood_prog	-4.27	-0.09	2.7	0	0	5.2	2.7	0	0	2.3
E7.5	E75_Blood_prog	Blood_prog	4.91	2.31	3.3	0	0	0	1.8	0	0	1.8
E7.5	E75_Blood_prog	Blood_prog	-4.61	-0.73	2.6	0	0	5.1	3.4	0	0	3.2
E7.5	E75_Blood_prog	Blood_prog	5.32	3.66	1.8	0	0	0	0	0	0	3
E7.5	E75_Blood_prog	Blood_prog	2.4	4.5	0	0	0	0	1.8	0	0	1.8
E7.5	E75_Blood_prog	Blood_prog	-4.49	-2.08	2.8	0	0	5.9	2.2	0	0	2.8
E7.5	E75_Blood_prog	Blood_prog	6.85	-2.32	2	0	0	0	0	1.5	0	2.4
E7.5	E75_Blood_prog	Blood_prog	7.87	1.86	3	0	0	0	0	0	0	2.7
E7.5	E75_Blood_prog	Blood_prog	-4.38	1.2	1.8	3.5	2.8	5.7	1.8	0	0	1.8
E7.5	E75_Blood_prog	Blood_prog	6	2.13	1.7	0	0	1.7	1.7	0	0	0
E7.5	E75_Blood_prog	Blood_prog	0.38	1.54	1.9	0	0	3.5	2.5	0	0	3.1
E7.5	E75_Blood_prog	Blood_prog	5.62	1.89	2	0	0	0	0	0	0	3
E7.5	E75_Blood_prog	Blood_prog	5.19	-1.38	2.3	0	0	2.3	0	0	0	2.3
E7.5	E75_Blood_prog	Blood_prog	4.52	-1.68	1.9	0	0	0	1.9	0	0	2.9
E7.5	E75_Blood_prog	Blood_prog	-2.07	-0.46	2	0	0	3.9	0	0	0	2.6
E7.5	E75_Blood_prog	Blood_prog	-3.57	-1.16	3.2	0	0	0	0	0	0	2.5
E7.5	E75_Blood_prog	Blood_prog	-4.91	-2.19	2.8	0	0	5.3	2.3	0	0	1.9
E7.5	E75_Blood_prog	Blood_prog	-3.64	-1.02	2.1	1.5	0	5.6	2.1	0	0	3.2
E7.5	E75_Blood_prog	Blood_prog	-4.12	0.21	2.5	0	0	5	2.1	0	0	1.5
E7.5	E75_Blood_prog	Blood_prog	-0.94	0.48	2.5	0	0	5.3	1.6	0	0	2.8
E7.5	E75_Blood_prog	Blood_prog	6.3	-0.32	1.9	0	0	0	1.9	0	0	2.5
E7.5	E75_Blood_prog	Blood_prog	-5.49	-2.42	3.4	0	0	2.2	3	0	0	2.6
E7.5	E75_Blood_prog	Blood_prog	8.14	1.82	0	0	0	1.3	1.8	0	1.3	2.2
E7.5	E75_Blood_prog	Blood_prog	6.75	1.07	2.3	0	0	0	0	0	0	2.3
E7.5	E75_Blood_prog	Blood_prog	-2.53	0.79	3.2	0	0	5	3.4	0	0	3
E7.5	E75_Blood_prog	Blood_prog	-0.75	-2.26	2	0	0	0	2.4	0	0	3
E7.5	E75_Blood_prog	Blood_prog	-5.09	-1.29	2	2.6	1.4	2	2.6	0	0	3
E7.5	E75_Blood_prog	Blood_prog	-2.76	-1.82	2.8	0	0	3.6	0	0	0	2.4
E7.5	E75_Blood_prog	Blood_prog	6.12	-1.1	1.7	0	0	0	0	0	0	2.6
E7.5	E75_Blood_prog	Blood_prog	-2.23	-0.23	3.7	0	0	4.4	2.6	0	0	3.3
E7.5	E75_Blood_prog	Blood_prog	3.65	2.14	2.1	0	0	3.8	0	0	0	3.4
E7.5	E75_Blood_prog	Blood_prog	0.97	0.08	2.8	0	0	4.7	2.8	0	0	3.5
E7.5	E75_Blood_prog	Blood_prog	4.89	-1.65	2.1	0	0	0	3.1	0	0	3.2
E7.5	E75_Blood_prog	Blood_prog	-3.78	2.05	3	0	0	3.4	1.8	0	0	2.7
E7.5	E75_Blood_prog	Blood_prog	6.33	-0.59	2.1	0	0	3.8	0	0	0	0
E7.5	E75_Blood_prog	Blood_prog	-3.65	0.25	2.3	0	0	2.3	3.3	0	1.7	2.7
E7.5	E75_Blood_prog	Blood_prog	5.36	0.54	2.6	0	0	1.4	2	0	0	3.3
E7.5	E75_Blood_prog	Blood_prog	-1.22	0.31	2.9	0	0	5.6	3.5	0	0	1.7
E7.5	E75_Blood_prog	Blood_prog	-4.85	0.59	3.4	0	0	0	2.8	0	0	2.8
E7.5	E75_Blood_prog	Blood_prog	-5.92	-2.28	2.9	2	2	5.1	3.4	0	1.5	3.3
E7.5	E75_Blood_prog	Blood_prog	-4.37	-1.24	3.5	0	0	4.4	3	0	0	2.2
E7.5	E75_Blood_prog	Blood_prog	4.58	-2.43	3	0	0	4.9	0	0	0	2
E7.5	E75_Blood_prog	Blood_prog	3.32	0.96	2.2	0	0	1.7	0	0	0	3.3
E7.5	E75_Blood_prog	Blood_prog	-1.34	-2.21	2.8	0	0	1.6	1.6	0	0	3.6
E7.5	E75_Blood_prog	Blood_prog	6.08	-0.99	2.6	0	0	0	0	0	0	2.2
E7.5	E75_Blood_prog	Blood_prog	-5.13	-1.7	3.2	0	0	5.8	2.9	0	1.5	2.1
E7.5	E75_Blood_prog	Blood_prog	5.14	-0.51	0	0	0	2.1	0	0	0	3.1
E7.5	E75_Blood_prog	Blood_prog	-5.66	-1.82	2.8	0	0	0	2.8	0	0	3.1
E7.5	E75_Blood_prog	Blood_prog	6.38	-0.62	2.3	0	0	2.3	0	0	0	3.1
E7.5	E75_Blood_prog	Blood_prog	4.82	2.42	3.1	0	0	4.6	0	0	0	2.2
E7.5	E75_Blood_prog	Blood_prog	6.42	-2.9	3.5	0	0	0	0	0	2.4	3.4
E7.5	E75_Blood_prog	Blood_prog	-3.03	1.09	0	0	0	5.5	1.8	0	0	2.4
E7.5	E75_Blood_prog	Blood_prog	-0.93	0.79	3	0	0	3.8	0	0	0	1.8
E7.5	E75_Blood_prog	Blood_prog	6.1	1.38	1.7	0	0	0	1.7	0	0	2.9
E7.5	E75_Blood_prog	Blood_prog	7.02	0.92	2.3	0	0	0	0	0	0	1.7
E7.5	E75_Blood_prog	Blood_prog	6.67	1.8	1.7	0	0	0	0	1.7	0	2.7
E7.5	E75_Blood_prog	Blood_prog	5.77	2.07	2.5	0	0	0	0	0	0	1.6
E7.5	E75_Blood_prog	Blood_prog	6.24	-0.38	2.9	0	0	0	0	0	0	2.9
E7.5	E75_Blood_prog	Blood_prog	3.34	1.86	2.5	0	0	2.7	1.9	0	0	2.2
E7.5	E75_Blood_prog	Blood_prog	3.64	0.35	3	0	0	1.7	0	0	1.7	1.7
E7.5	E75_Blood_prog	Blood_prog	-5.01	-2.23	2.6	2.8	2.6	6.9	3.1	0	0	2.3
E7.5	E75_Blood_prog	Blood_prog	6.05	2.51	0	0	0	0	2.3	0	0	1.7
E7.5	E75_Blood_prog	Blood_prog	-3.84	1.17	3	0	0	5.3	2.7	0	0	1.7
E7.75	E775_Blood_prog	Blood_prog	1.44	1.11	0	0	0	5.8	1.9	0	0	2.5
E7.75	E775_Blood_prog	Blood_prog	2.93	2.65	2.4	0	0	3.4	0	0	0	2.4
E7.75	E775_Blood_prog	Blood_prog	6.61	0.77	1.9	0	0	3.6	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.5	-2.16	0	0	0	0	2.5	0	2.5	2.5
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-2.41	-1.23	3.1	2.5	3.8	6.4	0	0	1.9	2.5
E7.75	E775_Blood_prog	Blood_prog	6.79	-0.77	2.8	0	0	5.3	2.2	0	0	2.2
E7.75	E775_Blood_prog	Blood_prog	2.62	0.23	3	0	0	2	2	0	0	2
E7.75	E775_Blood_prog	Blood_prog	5.46	0.47	2	0	0	0	0	0	0	3
E7.75	E775_Blood_prog	Blood_prog	5.41	1.15	1.2	0	0	2.9	1.2	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	4.48	0.52	0	0	2	2.6	3	0	2	0
E7.75	E775_Blood_prog	Blood_prog	6.34	2.2	2.5	0	0	0	0	0	0	2.5
E7.75	E775_Blood_prog	Blood_prog	2	0.88	2.8	0	0	0	1.8	0	0	2.4
E7.75	E775_Blood_prog	Blood_prog	0.71	-0.96	3.1	0	0	3.6	3.5	0	1.8	2.8
E7.75	E775_Blood_prog	Blood_prog	6.44	-0.95	1.9	0	0	5.3	0	0	0	2.9
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.09	2.92	3.2	3.6	0	6.8	3.2	0	0	3.6
E7.75	E775_Blood_prog	Blood_prog	6.45	1.77	3.4	0	0	3	0	0	0	2.4
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-0.64	-0.07	2.7	0	0	7	3.4	0	0	3.4
E7.75	E775_Blood_prog	Blood_prog	0.12	-1.8	0	0	0	4.9	2.6	0	0	2
E7.75	E775_Blood_prog	Blood_prog	3.75	2.19	0	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	5.58	-0.45	2.5	0	0	4.5	0	0	0	1.8
E7.75	E775_Blood_prog	Blood_prog	0.93	-0.5	0	0	0	5.1	0	0	0	3
E7.75	E775_Blood_prog	Blood_prog	5.87	0.59	2.7	0	0	2.1	0	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	5.2	0.41	2.7	0	0	0	0	0	0	3
E7.75	E775_Blood_prog	Blood_prog	0.73	0.65	2.5	0	0	4.1	0	0	0	2.5
E7.75	E775_Blood_prog	Blood_prog	6.55	-2.1	2.3	0	0	4	0	1.9	0	1.9
E7.75	E775_Blood_prog	Blood_prog	0.16	0.85	2.9	0	0	3.2	2.5	0	0	1.9
E7.75	E775_Blood_prog	Blood_prog	6.7	0.22	1.5	0	0	0	0	0	1.5	2.1
E7.75	E775_Blood_prog	Blood_prog	0.32	-0.11	2.3	0	0	4	0	0	0	2.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-1.64	-1.27	3.1	1.8	3.6	5	2.4	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	2.8	0.49	2	0	0	2.6	2	0	0	0
E7.75	E775_Blood_prog	Blood_prog	3.15	-0.36	0	0	0	2.1	0	0	0	2.7
E7.75	E775_Blood_prog	Blood_prog	1.29	1.5	2.4	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.85	2.61	0	0	0	4.8	2.6	0	0	0
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.59	1.42	3.3	3	0	6.7	2.6	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	5.34	0.95	2	0	0	0	0	0	0	2
E7.75	E775_Blood_prog	Blood_prog	1.46	1.3	3.3	0	0	5.2	3	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	5.89	-0.11	2.7	0	1.7	4	0	1.7	0	2.3
E7.75	E775_Blood_prog	Blood_prog	6.81	-2.21	0	0	0	0	0	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	4.97	-0.21	2.1	0	0	4.3	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.63	-0.01	2.3	0	0	3.8	0	0	0	1.7
E7.75	E775_Blood_prog	Blood_prog	6.55	1.96	0	0	0	4	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.86	2.85	0	0	0	0	0	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	4.89	0.44	2.7	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	5.24	-0.76	3	0	0	3.2	3.2	0	0	3.4
E7.75	E775_Blood_prog	Blood_prog	6.62	-1.51	3.3	0	0	0	0	1.8	0	2.8
E7.75	E775_Blood_prog	Blood_prog	1.99	1.68	2.6	0	0	6.4	3	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.46	1.39	0	0	0	0	0	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	5.66	1.47	0	0	0	0	2.2	0	0	3.7
E7.75	E775_Blood_prog	Blood_prog	5.75	-2.76	0	0	0	2.5	0	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	4.41	2.71	3.8	0	0	3.5	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.5	1.04	3.2	0	0	4	0	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	4.99	0.22	2.1	0	0	3.1	2.1	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	-4.28	-2.2	2.7	0	0	5.3	3.2	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	-1.73	1.47	2.8	0	0	6.8	2.2	0	0	2.2
E7.75	E775_Blood_prog	Blood_prog	1.99	4.84	2.7	0	0	0	2.1	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	4.9	-0.35	1.9	0	0	6.4	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.99	1.06	2.6	0	0	6	3	0	0	0
E7.75	E775_Blood_prog	Blood_prog	3.65	2.74	3.1	0	0	4.6	2	0	0	2
E7.75	E775_Blood_prog	Blood_prog	4.29	-0.53	3.2	0	0	6	2.8	0	0	0
E7.75	E775_Blood_prog	Blood_prog	-0.95	-2.9	2.4	0	0	1.5	2.7	0	0	2.7
E7.75	E775_Blood_prog	Blood_prog	2.25	3.74	2.8	0	0	5.9	0	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	4.9	2.09	2.7	0	0	3.7	3.3	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.39	2.43	2	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	4.94	2.31	2.3	0	0	0	0	0	2.3	0
E7.75	E775_Blood_prog	Blood_prog	6.96	0.55	2.9	0	0	0	0	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	3.77	0.63	2.8	0	0	0	0	2.2	0	2.8
E7.75	E775_Blood_prog	Blood_prog	3.8	-1.71	2.9	0	0	3.3	0	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	2.28	0.35	2.8	0	0	2.8	0	0	0	2.2
E7.75	E775_Blood_prog	Blood_prog	6.28	-1.33	0	0	0	2	0	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	-0.21	-0.68	0	0	0	6.2	2.7	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.43	-0.4	2	0	0	3.7	3	0	0	2
E7.75	E775_Blood_prog	Blood_prog	2.37	-0.67	0	0	0	2.9	1.9	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	5.65	-2.6	2.3	0	0	0	0	0	0	3.2
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.18	-0.06	3.6	3.8	0	4.8	3.4	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	1.43	-2	1.7	0	0	2.3	3.2	0	0	3
E7.75	E775_Blood_prog	Blood_prog	-0.59	0.89	3.6	2.1	0	5.9	3.1	0	0	0
E7.75	E775_Blood_prog	Blood_prog	3.65	1.39	0	0	0	5.4	3.2	0	0	0
E7.75	E775_Blood_prog	Blood_prog	-1.84	-2.69	3	0	2.4	6.7	3	0	1.8	2.8
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.03	1.67	2.3	2.9	0	6.6	2.9	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	1.45	3.2	2.1	0	0	0	3.1	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	3.02	1.2	0	0	0	5.2	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.13	2.72	0	0	0	0	0	2	0	3.1
E7.75	E775_Blood_prog	Blood_prog	4.8	0.56	3.4	0	0	0	2.4	0	0	3.4
E7.75	E775_Blood_prog	Blood_prog	-1.49	-2.77	2.7	2.3	1.7	5.1	3.2	0	0	2.3
E7.75	E775_Blood_prog	Blood_prog	5.33	1.33	1.7	0	0	0	0	0	0	2.3
E7.75	E775_Blood_prog	Blood_prog	-1.47	-2.11	0	0	0	0	3.3	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	3.62	0.74	2.8	0	0	0	2.2	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	5.02	0.5	2.3	0	0	3.4	3.6	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	6.26	-3.15	2.4	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.92	-0.39	0	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	-1.47	-2.45	3.1	2	2	5.7	3.4	0	0	2.7
E7.75	E775_Blood_prog	Blood_prog	-2.26	1.86	3.1	0	0	4.4	2.8	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	6.99	-2.69	0	0	0	0	0	2.1	0	3.1
E7.75	E775_Blood_prog	Blood_prog	2.19	2.46	2.8	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	3.64	-2.01	3.4	0	0	3.8	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	-0.59	1.21	2	0	0	5.7	2	0	0	0
E7.75	E775_Blood_prog	Blood_prog	5.58	1.59	0	0	0	0	0	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	0.27	0.07	3.5	0	0	3.2	2.2	0	0	0
E7.75	E775_Blood_prog	Blood_prog	7.19	-1.22	0	0	0	0	0	2.6	2.6	2.6
E7.75	E775_Blood_prog	Blood_prog	4.13	-2.89	2.3	0	0	3.2	1.7	0	0	3.5
E7.75	E775_Blood_prog	Blood_prog	2.29	-2.28	2.5	0	0	4.5	0	0	1.9	2.5
E7.75	E775_Blood_prog	Blood_prog	1.88	2.89	3.1	0	0	3.1	0	0	2.4	2.4
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.39	2.54	2.9	0	2.3	5.1	3.6	0	0	2.3
E7.75	E775_Blood_prog	Blood_prog	5.62	3.48	3.2	0	0	0	3.2	0	0	2.2
E7.75	E775_Blood_prog	Blood_prog	2.66	-1.13	0	0	0	5.8	0	0	0	4
E7.75	E775_Blood_prog	Blood_prog	-1.06	-1.13	2	3	3	6	2.6	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	2.07	2.21	0	0	0	0	2.2	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	5.69	0.14	2.6	0	0	5	1.9	0	0	1.9
E7.75	E775_Blood_prog	Blood_prog	5.51	-0.81	0	0	0	0	0	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	1.09	2.29	2.1	0	0	6.4	2.1	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.4	-0.55	3.2	0	0	3.9	0	0	0	1.9
E7.75	E775_Blood_prog	Blood_prog	3.76	-0.74	2.4	0	0	2.1	2.7	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	5.26	0.6	2.3	0	0	2.9	0	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	1.68	3.62	0	0	0	0	3	0	0	1.7
E7.75	E775_Blood_prog	Blood_prog	1.55	2.02	2	0	0	2.6	3.3	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	-1.07	-2.12	2.4	0	0	6.4	2.8	0	0	1.8
E7.75	E775_Blood_prog	Blood_prog	6.61	-0.29	0	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	1.74	0.65	2.6	0	0	6	3	0	0	2
E7.75	E775_Blood_prog	Blood_prog	6.08	-1.76	0	0	0	0	0	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	5.68	0.65	1.7	0	0	3.1	0	0	0	2.3
E7.75	E775_Blood_prog	Blood_prog	4.87	-1.81	2.8	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	4.55	1.52	1.9	0	0	1.9	2.9	0	0	2.9
