day	Anno	celltype	UMAP_1	UMAP_2	E2f4	Hba-a1	Hba-x	Hbb-bh1	Klf1	Klf3	Thra	Ybx3
E7.75	E775_Blood_prog	Blood_prog	7.11	1.09	0	0	0	2.1	0	0	0	3.4
E7.75	E775_Blood_prog	Blood_prog	4.47	3.53	0	0	0	4.2	3.3	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	6.61	2.31	0	0	0	0	0	2.1	0	2.7
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.51	-1.35	2.4	2.4	4.4	6.9	3.1	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	0.43	-1.31	2.5	0	0	4.7	2.8	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	5.12	1.82	2.8	0	0	4.8	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	0.4	0.71	2.3	0	0	5.5	1.7	0	0	2.3
E7.75	E775_Blood_prog	Blood_prog	2.46	-0.52	2.8	0	0	5.1	2.5	0	0	2.5
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.56	2.13	0	0	0	7.2	3.1	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	0.75	0.98	0	0	0	4.7	0	0	0	2.4
E7.75	E775_Blood_prog	Blood_prog	3.18	2	3.3	0	0	3.3	0	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	6.98	0.28	0	0	0	2.8	0	0	0	2.4
E7.75	E775_Blood_prog	Blood_prog	1.49	-0.28	3.4	0	0	5.1	0	0	2.1	2.7
E7.75	E775_Blood_prog	Blood_prog	1.53	-0.42	3.5	0	0	5.6	0	0	0	2
E7.75	E775_Blood_prog	Blood_prog	6.1	0.05	0	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	4.59	-0.6	2.9	0	0	2.2	2.2	0	0	0
E7.75	E775_Blood_prog	Blood_prog	3.17	0.3	2.1	0	0	0	0	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	5.56	2.03	3.1	0	0	2.1	3.4	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	-2.89	0.92	2.9	0	2.3	6.8	3.3	0	0	2.3
E7.75	E775_Blood_prog	Blood_prog	0.09	0.1	2.7	0	0	5.7	2	0	0	3
E7.75	E775_Blood_prog	Blood_prog	2.54	2.97	2.8	0	0	6.5	0	0	0	2.4
E7.75	E775_Blood_prog	Blood_prog	-3.53	-2.23	2.6	2	0	7	3	0	0	2
E7.75	E775_Blood_prog	Blood_prog	6.06	-2.33	0	0	0	1.8	0	0	0	3.4
E7.75	E775_Blood_prog	Blood_prog	3.4	-1.95	1.8	0	0	5.7	3.7	0	0	3
E7.75	E775_Blood_prog	Blood_prog	1.01	1.44	0	0	0	0	3.2	0	0	0
E7.75	E775_Blood_prog	Blood_prog	5.33	-0.67	2.4	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	-2.09	-0.81	3.6	0	0	5	2.9	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.91	1.79	3.3	0	0	1.8	0	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	-1.44	-0.59	2.9	0	0	4.9	3.4	0	0	1.9
E7.75	E775_Blood_prog	Blood_prog	6.51	-2.91	2.7	0	0	2.7	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.32	0.92	2.6	0	0	4.1	3	0	2	2.6
E7.75	E775_Blood_prog	Blood_prog	6.9	-2.34	3.1	0	0	0	0	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	5.32	1.43	0	0	0	0	0	0	0	2.3
E7.75	E775_Blood_prog	Blood_prog	0.51	-0.39	3.2	0	0	6.3	3.2	0	0	0
E7.75	E775_Blood_prog	Blood_prog	0.43	1.1	2.1	0	0	5.2	3.9	0	0	2.7
E7.75	E775_Blood_prog	Blood_prog	5.58	2.31	2.4	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.15	0.48	3.1	0	0	3.6	2.8	0	0	3.5
E7.75	E775_Blood_prog	Blood_prog	6.78	0.17	2.7	0	0	0	0	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	4.71	-1.47	0	0	0	2.2	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	-0.78	-2.39	1.9	0	0	4.9	1.9	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	2.25	0.06	2.9	0	0	5	1.9	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	5.45	0.26	2	0	0	0	0	0	0	2
E7.75	E775_Blood_prog	Blood_prog	6.46	0.42	2.9	0	0	0	0	0	2.3	2.3
E7.75	E775_Blood_prog	Blood_prog	0.37	-0.53	3.3	0	0	3.3	3.3	0	0	3.7
E7.75	E775_Blood_prog	Blood_prog	2.39	2.53	0	0	0	2.3	0	0	2.3	2.3
E7.75	E775_Blood_prog	Blood_prog	1.27	-2.29	1.9	0	0	3.9	2.9	0	0	1.9
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-2.33	-2.73	3.2	3.4	0	6.8	2.5	0	2.1	1.6
E7.75	E775_Blood_prog	Blood_prog	2.72	-1.3	3.4	0	0	5.7	3.4	0	0	3.4
E7.75	E775_Blood_prog	Blood_prog	4.05	1.89	0	0	0	3	0	0	0	3
E7.75	E775_Blood_prog	Blood_prog	3.6	2.11	3	0	0	4.4	2.4	0	0	0
E7.75	E775_Blood_prog	Blood_prog	3.93	-0.87	3.1	0	0	4.3	3.1	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	1.39	-0.07	2.9	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.13	-2.61	2.2	0	0	0	0	0	0	2.2
E7.75	E775_Blood_prog	Blood_prog	6.32	1.6	3.2	0	0	0	0	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	0.28	-1.62	3.7	2.2	0	3.2	3.2	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	5.94	2.15	2.6	0	0	0	0	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	0.07	1.77	0	0	0	2.8	3.5	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.4	2.88	2.9	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.33	2.67	2.3	0	0	0	0	0	0	2.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-6.28	1.16	3.3	2.2	2.2	3.8	2.2	0	0	0
E7.75	E775_Blood_prog	Blood_prog	5.04	-1.24	0	0	0	1.8	2.8	0	0	2.5
E7.75	E775_Blood_prog	Blood_prog	4.7	2.64	0	0	0	4.2	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.98	-0.7	2.9	0	0	0	0	0	0	1.7
E7.75	E775_Blood_prog	Blood_prog	-1.69	-1.9	2.6	0	0	4.7	2.6	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	5.23	-0.15	2.8	0	0	3.9	2.4	0	0	1.8
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.03	-2.84	1.8	0	0	4.9	3.3	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	3.82	-0.05	2.3	0	0	0	2.7	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	-0.42	-1.2	2.9	0	0	4.6	3.3	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	-1.53	0.04	3	0	0	6.6	3.2	0	2	2.6
E7.75	E775_Blood_prog	Blood_prog	2.63	4.5	3.4	0	0	4.2	3.7	0	2.2	0
E7.75	E775_Blood_prog	Blood_prog	6.67	0	2.1	0	0	4.2	0	0	0	3
E7.75	E775_Blood_prog	Blood_prog	4.27	-1.18	0	0	0	0	0	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	2.53	4.65	2.6	0	0	6.1	3.2	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.64	2	2.9	0	0	5.4	2.5	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	0.2	3.16	3.5	0	0	5.4	3.1	0	2.4	0
E7.75	E775_Blood_prog	Blood_prog	5.1	2.21	3.2	0	0	0	0	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	2.94	-1.38	0	0	0	2.1	2.7	0	2.7	0
E7.75	E775_Blood_prog	Blood_prog	6.78	-0.58	1.3	0	0	2.2	0	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	6.25	1.21	2.6	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	4.15	0.17	2.7	0	0	4	2.4	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	1.1	-0.44	0	0	0	3.3	2.3	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	7.11	0.3	0	0	0	4.6	0	0	0	3
E7.75	E775_Blood_prog	Blood_prog	5.82	0.51	1.8	0	0	3.4	0	0	0	3
E7.75	E775_Blood_prog	Blood_prog	6.25	-1.43	2.5	0	0	0	0	0	0	2.5
E7.75	E775_Blood_prog	Blood_prog	0.03	-0.46	2.8	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.7	-0.57	0	0	0	4.2	0	0	0	2.8
E7.75	E775_Primitive_erythroid	Primitive_erythroid	4.73	3.53	1.5	2.1	1.5	5.7	2.9	1.5	0	2.7
E7.75	E775_Blood_prog	Blood_prog	1.17	2.04	2.7	0	0	4.7	2.7	0	0	0
E7.75	E775_Blood_prog	Blood_prog	4.13	-1.96	2.7	0	2.1	0	0	0	0	3.6
E7.75	E775_Blood_prog	Blood_prog	4.69	-1.91	0	0	0	6.1	0	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	6.39	1.72	0	0	0	2	0	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	4.85	-0.06	2.3	0	0	0	0	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	4.97	1.66	0	0	0	2.2	0	0	0	2.2
E7.75	E775_Blood_prog	Blood_prog	0.74	-1.07	2.7	0	0	4.3	2.7	0	0	2.7
E7.75	E775_Blood_prog	Blood_prog	6.35	-1.31	2.1	0	0	2.1	0	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	2.12	2	3.1	0	0	5.1	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	5.56	0.26	2.9	0	0	0	0	0	0	3.1
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.69	-1.39	2.7	2.7	2.1	6.5	2.7	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	2.89	-0.76	0	0	0	2.4	3	0	0	0
E7.75	E775_Blood_prog	Blood_prog	1.41	-1.71	3.8	0	0	5.7	0	0	0	2
E7.75	E775_Blood_prog	Blood_prog	5.5	1.27	0	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	1.39	1.6	2.7	0	0	6.1	3.1	0	0	3.7
E7.75	E775_Blood_prog	Blood_prog	7.02	1.03	0	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	0.1	0.06	2.6	0	0	4.5	3.5	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	-1.59	-1.22	2.6	0	0	4.1	4.1	0	0	3.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-1.54	-2.58	2.3	0	0	7.1	2.6	0	0	1.7
E7.75	E775_Blood_prog	Blood_prog	5.81	0.73	2	0	0	2	0	0	0	2.6
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.51	-2.69	2	0	3.3	3	3	0	0	2
E7.75	E775_Blood_prog	Blood_prog	6.4	2.3	0	0	0	0	2.5	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	-2.02	-2.03	2.6	2.6	0	0	2.6	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	4.67	0.81	2.5	0	0	0	2.5	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	-1.31	-2.95	3.6	0	2.6	6.3	3.5	0	2.3	1.7
E7.75	E775_Blood_prog	Blood_prog	7.01	1.45	0	0	0	0	0	0	0	2.1
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-2.39	1.79	0	2	2.6	4.9	3	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	5.1	-0.32	1.8	0	0	4.8	0	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	5.2	-0.37	2.6	0	0	2.6	2	0	0	3
E7.75	E775_Blood_prog	Blood_prog	4.37	-1.38	2.1	0	0	0	2.1	0	0	3.4
E7.75	E775_Blood_prog	Blood_prog	6.82	1.23	0	0	0	0	0	0	0	2
E7.75	E775_Blood_prog	Blood_prog	-0.19	-2.58	3	0	0	6	2.3	0	0	1.7
E7.75	E775_Blood_prog	Blood_prog	2.3	4.67	1.8	0	0	0	3.1	0	0	1.8
E7.75	E775_Blood_prog	Blood_prog	4.81	-0.08	1.8	0	0	1.8	2.4	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	7.07	1.03	2.8	0	0	2.2	0	0	0	2.2
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.69	-1.85	2.9	0	0	2.3	1.7	0	0	2.7
E7.75	E775_Blood_prog	Blood_prog	-0.48	-0.76	2	0	0	5.6	2.6	0	0	0
E7.75	E775_Blood_prog	Blood_prog	3.5	1.26	2.1	0	0	4.5	2.1	0	0	2.7
E7.75	E775_Blood_prog	Blood_prog	6.64	-2.83	2.1	0	0	2.1	0	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	4.2	-2.19	2.7	0	0	4.3	2.1	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	7.78	1.6	3.1	0	0	3.1	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.68	1.88	2	0	0	0	0	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	4.59	1	2.9	0	0	5	2.3	0	0	2.3
E7.75	E775_Blood_prog	Blood_prog	2.26	1.7	0	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	5.48	-2.19	0	0	0	0	0	0	0	2
E7.75	E775_Blood_prog	Blood_prog	3.01	1.5	2.6	0	0	5.4	0	0	2	2
E7.75	E775_Blood_prog	Blood_prog	2.85	1	2.1	0	0	2.7	2.1	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	5.35	-0.02	3.6	0	0	0	3.8	0	0	2.3
E7.75	E775_Blood_prog	Blood_prog	-0.27	-1.68	0	0	0	4.1	3.3	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	6.78	1.13	2.7	0	0	0	0	0	0	0
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-5.2	-0.27	3.6	3.4	5.5	7.4	3.7	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	3.75	0.98	0	0	0	0	2.5	0	0	3.5
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.53	-0.84	3.2	4.1	3.8	5.8	3	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	0.67	1.64	2.6	0	0	2	3	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	6.81	-0.98	2.1	0	0	2.1	0	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	0.71	2.32	0	0	0	2.2	3.9	0	0	2.2
E7.75	E775_Blood_prog	Blood_prog	4.73	1.35	2.5	0	0	0	0	0	0	1.9
E7.75	E775_Blood_prog	Blood_prog	4.17	-0.76	2.4	0	0	3.6	1.8	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	7.93	1.86	2	1.4	0	0	2	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	-1.64	-1.75	3	0	0	6.2	3.3	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.85	1.2	0	0	0	4.3	0	0	0	3
E7.75	E775_Blood_prog	Blood_prog	6.22	-2.35	1.9	0	0	0	0	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	4.47	0.75	1.9	0	0	3.5	0	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	1.19	-2.03	1.8	0	0	5	2.4	0	0	2.4
E7.75	E775_Blood_prog	Blood_prog	0.47	-2.54	2.1	0	1.6	6.6	2.8	0	1.6	2.1
E7.75	E775_Blood_prog	Blood_prog	-2.74	1.54	2	0	0	6.8	3.6	0	0	2
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-5.12	-1.56	2	4	4.2	7.4	3.3	0	2	3
E7.75	E775_Blood_prog	Blood_prog	-3.65	1.98	1.8	0	0	6.7	2.4	0	0	1.8
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-6.5	-1.6	3	4.8	5	6.4	3	0	0	3.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-5.89	1.3	0	3.6	3.6	6.4	0	0	0	0
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.22	0.79	2.9	4.2	4.8	7	3.7	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	-1.38	0.76	3.5	1.8	0	6.6	3.3	0	0	3.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-6.22	-0.98	2.6	3.4	3.2	6	3	1.6	0	3.2
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.78	0.06	2.9	3.2	4.1	5.8	0	1.9	0	3.4
E7.75	E775_Blood_prog	Blood_prog	2.32	1.69	1.9	0	0	2.5	2.5	0	0	2.5
E7.75	E775_Blood_prog	Blood_prog	-1.18	1.63	2	2	0	4.2	3.3	0	0	0
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.88	1.2	3	4.3	3.4	7.1	3	0	0	2.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.79	1.86	3.6	0	2.6	6.4	2.6	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	-0.48	-0.31	3.5	0	0	5.1	3.2	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	-1.98	-1.38	2.1	0	0	2.7	3.1	0	0	3.4
E7.75	E775_Blood_prog	Blood_prog	4.84	1.14	2.8	0	0	2.1	0	0	0	2.1
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.39	1.85	3	0	0	6.4	3.7	0	0	3.7
E7.75	E775_Blood_prog	Blood_prog	6.03	-2.79	2	0	0	3.5	0	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	6.54	-1.99	2.2	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	2.96	1.16	0	0	0	2.4	2.4	0	0	0
E7.75	E775_Blood_prog	Blood_prog	-1.29	1.57	2.3	0	2.3	3.6	3.8	0	0	2.9
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.62	2.86	3	2.4	0	3.4	2.4	0	2.4	3.7
E7.75	E775_Blood_prog	Blood_prog	7.16	0.51	0	0	0	0	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	1.49	-0.75	2.8	0	0	6.3	3.7	0	0	4
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.04	-0.72	2.3	0	2.9	6.6	0	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	3.66	-1.31	1.9	0	0	4.4	0	0	0	3.6
E7.75	E775_Blood_prog	Blood_prog	5.88	-2.18	1.6	0	0	2.9	0	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	1.41	2.29	2.9	0	0	3.6	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	1.44	1.22	2.5	0	0	4.6	3.2	0	0	3.4
E7.75	E775_Blood_prog	Blood_prog	1.13	-0.71	2.7	0	0	2.7	2.7	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	-0.77	-0.74	2.4	0	0	5.3	2.4	0	0	3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.88	-0.01	2.5	5.2	5.9	7.3	3.5	0	0	2.5
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-2.4	1.09	3	3.8	0	0	3.8	0	0	3
E7.75	E775_Blood_prog	Blood_prog	-1.37	-2.77	2.8	0	0	0	3.2	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	0.91	-2.89	0	0	0	3.4	3	0	1.5	3.1
E7.75	E775_Blood_prog	Blood_prog	2.9	1.72	1.8	1.8	0	2.4	1.8	0	0	2.4
E7.75	E775_Blood_prog	Blood_prog	3.07	1.96	0	0	0	3.8	2.1	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	6.26	-0.12	3.3	0	0	0	3.3	0	0	0
E7.75	E775_Blood_prog	Blood_prog	-1.38	-0.12	3.2	0	2.2	6.9	2.9	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	1.62	1.79	3	1.8	0	4.7	0	0	0	0
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-2.63	1.24	0	3.5	0	4.7	2.2	0	0	2.2
E7.75	E775_Blood_prog	Blood_prog	4.37	1.45	2.7	0	0	2.7	0	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	6.97	1.28	3.1	0	0	0	2.4	0	0	0
E7.75	E775_Blood_prog	Blood_prog	1.83	3.17	0	0	0	5.2	0	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	6.92	-1.51	3.4	0	0	0	0	0	0	1.9
E7.75	E775_Blood_prog	Blood_prog	6.66	-0.29	2.6	0	0	2.6	0	0	0	2
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-2.4	-2.67	2.4	2.8	3	7.5	3.3	0	1.8	2.4
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.43	1.58	1.9	2.9	1.9	6	2.5	0	0	2.5
E7.75	E775_Blood_prog	Blood_prog	1.36	2.01	3.8	0	0	0	2.2	0	0	2.2
E7.75	E775_Blood_prog	Blood_prog	6.02	1.14	2.5	0	0	0	0	0	0	2.5
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-6.34	-1.24	2	4	5.5	7.3	3.3	2	0	3.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.94	-0.82	2.9	3.3	4.8	7.4	2.7	1.7	0	2.7
E7.75	E775_Blood_prog	Blood_prog	-1.85	2.37	2.1	2.8	0	6.5	2.1	0	0	0
E7.75	E775_Blood_prog	Blood_prog	6.74	0.58	2	0	0	4.1	0	0	0	2
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.61	-0.24	0	2.1	0	6	3.1	0	0	2.8
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.98	-1	1.6	3.4	4.8	7	2.8	1.6	1.6	3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-6.59	0.26	3.4	5.6	5.4	7.8	2.7	0	0	0
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-5.83	1.67	0	4.1	4.5	7.4	3.4	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	5.56	-2.79	2.6	0	0	4.2	0	0	0	2.6
E7.75	E775_Blood_prog	Blood_prog	2.43	-0.66	2.6	1.6	1.6	5.3	2.6	0	0	3.4
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-0.36	-1.47	0	2.3	0	5	2.9	0	0	3.6
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-5.3	2.42	3	3.7	3.9	6.7	0	0	2.4	2.4
E7.75	E775_Blood_prog	Blood_prog	-0.49	0.43	0	2.1	2.1	5.4	3.9	0	0	3.4
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.54	0.52	0	2.2	2.8	5.8	0	0	0	2.2
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-6.07	0.53	2.9	2.9	3.6	7.2	2.3	0	0	2.3
E7.75	E775_Blood_prog	Blood_prog	-1.89	1.36	2.4	0	0	6.8	0	0	0	2.4
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.38	2.53	2.9	3.6	0	5.8	2.9	0	0	2.5
E7.75	E775_Blood_prog	Blood_prog	-0.74	0.23	2.1	0	0	5	2.7	0	0	2.1
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.54	1.41	2.5	4.2	4.2	7.7	0	0	0	2.5
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-5.06	-1.61	0	2.6	3.8	7.2	2.9	0	0	3.1
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-2.03	-1.37	3.5	0	0	3.5	2.9	0	0	3.5
E7.75	E775_Blood_prog	Blood_prog	1.7	1.75	2.3	0	0	2.3	2.3	0	0	2.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-5.49	1.73	3.4	5.6	4.4	6.4	2.7	0	0	4
E7.75	E775_Blood_prog	Blood_prog	0.96	2.21	2.4	0	0	2.4	0	0	0	3.4
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.7	-0.18	1.9	2.9	3.8	7.8	3.8	0	1.9	0
E7.75	E775_Blood_prog	Blood_prog	0.76	0.9	1.7	0	0	6.1	3.2	0	0	2.7
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-5.85	-1.46	1.7	3.1	3.7	6.9	3.1	0	0	1.7
E7.75	E775_Blood_prog	Blood_prog	5.65	0.97	2.2	0	0	3.3	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	-3.19	-1.13	2.8	0	0	4.9	2.4	0	0	3.1
E7.75	E775_Blood_prog	Blood_prog	4.34	1.59	0	0	0	4.9	3	0	0	3
E7.75	E775_Blood_prog	Blood_prog	-2.97	0.57	2	0	0	5.3	3.3	0	0	2.7
E7.75	E775_Blood_prog	Blood_prog	4.96	2.41	3.4	0	0	3.4	0	0	0	0
E7.75	E775_Blood_prog	Blood_prog	3.98	-2.17	2.6	0	0	5.1	2	2	2.6	0
E7.75	E775_Blood_prog	Blood_prog	-1.16	-0.3	0	0	0	2.8	1.9	0	0	2.8
E7.75	E775_Blood_prog	Blood_prog	-0.06	1.13	1.9	0	0	3.8	2.9	0	1.9	1.9
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-5.8	0.95	3	3.6	3	6.6	3	0	0	0
E7.75	E775_Blood_prog	Blood_prog	-0.55	-0.41	3.1	1.3	0	5.9	3.1	0	1.3	3.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.14	-2.99	0	4.7	4.8	7.4	3.6	0	1.6	3
E7.75	E775_Blood_prog	Blood_prog	0.05	0.91	2.7	0	0	6.2	2.7	0	0	2.1
E7.75	E775_Blood_prog	Blood_prog	2.37	-1.24	0	0	0	4.2	0	0	0	0
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-3.63	-1.33	1.7	3	0	7	3.2	0	0	2.7
E7.75	E775_Blood_prog	Blood_prog	-1.44	-1.47	0	0	0	3.7	3.7	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	5.6	-3.01	3	0	0	4.4	1.7	0	0	2.7
E7.75	E775_Blood_prog	Blood_prog	2.14	1.28	3.2	0	0	2.8	2.2	0	0	3.2
E7.75	E775_Blood_prog	Blood_prog	-2.55	0.78	2.6	0	0	6.1	2.6	0	2.6	0
E7.75	E775_Blood_prog	Blood_prog	2.75	0.75	1.9	0	0	0	1.9	0	0	0
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.02	0.87	0	2.1	4.8	7.7	3.3	0	0	2.1
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.03	1.1	2.6	2.6	5.3	6.8	3.3	0	0	3.3
E7.75	E775_Blood_prog	Blood_prog	1.54	-0.42	0	0	0	4.3	3.1	0	0	3.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-5.43	1.87	2.9	5	4.7	5.9	2.3	0	0	2.3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-4.51	-3.15	2.5	3.5	4.7	6.8	3.5	1.5	0	3.1
E7.75	E775_Blood_prog	Blood_prog	8.35	2.1	2.3	0	0	2.9	2.3	0	0	2.9
E7.75	E775_Blood_prog	Blood_prog	-2.49	-1.56	3	0	2	4.4	3.6	0	0	3
E7.75	E775_Primitive_erythroid	Primitive_erythroid	-2.86	1.56	2.1	0	0	6.9	3.4	0	0	3.2
