day	Anno	celltype	UMAP_1	UMAP_2	marker:Cdx4	marker:Epha5	marker:Hes3	up:Hoxb9	up:Nkx1-2	up:Sox2	up:Nr6a1	up:Foxb1	up:Lyar	down:T	down:Tbx6	down:Mixl1	down:Snai1	down:Hes7	down:Hand1	down:Klf5	down:Mesp1	down:Msx2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.99	-2.88	3.6	3.2	3.2	2.9	3.8	2.6	2.9	3.2	4.3	0	0	0	0	2.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-5.1	-2.28	3.1	2.4	3.1	3.1	4.3	3.1	2.4	2.4	3.8	0	0	0	0	2.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.67	-0.86	3.8	2.2	3.9	0	3.3	0	2.2	2.9	3.8	0	0	0	0	2.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.49	-2.19	4.2	2.5	3.4	2.9	3.6	1.9	1.9	1.9	4.4	1.9	0	0	0	1.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.73	-0.54	4.1	0	3.2	3.2	2.6	3	3	0	4.5	3.2	0	0	0	2	0	0	2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.82	-1.72	0	2.6	0	0	4.2	2.6	3.7	0	4.8	0	0	0	0	3.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.96	-4.78	3.5	0	4.4	3.8	4.1	2.6	3.6	3	4.1	0	0	0	0	3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.04	-3.58	4	2.4	3.8	2.8	2.8	2.4	1.8	3.4	3.9	2.8	0	0	0	3.1	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.89	3.17	0	2.2	2.9	2.9	2.2	2.2	0	2.2	4.7	3.9	3.7	2.2	0	4.6	2.2	0	2.2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.14	-0.59	3.7	3.4	2.4	2.4	2.4	0	3.7	0	3.9	3.7	2.4	0	0	4.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.91	-0.8	3.4	0	3	2.4	4.1	0	3	0	3.9	0	0	0	0	2.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.87	-4.42	3.9	0	0	2.8	2.8	0	4.1	0	4.4	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.16	-1.85	4.4	3.8	3.4	3.1	2.7	0	3.1	2.1	4.6	4	0	0	0	2.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.88	0.88	3.9	2.4	3	3	2.4	0	3	3	4.2	2.4	0	0	0	3.4	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	5.48	2.09	4.1	2.4	0	2.4	1.8	0	1.8	0	3.6	4.3	0	1.8	0	3.3	0	2.4	0	2.4
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.72	1.19	3.3	2.9	0	3.3	3.8	2.3	2.9	2.3	4.6	3.8	0	2.3	0	4	0	2.9	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.74	-4.26	2	3.5	3.5	3.3	3.9	2.7	3.5	2.7	4.7	2	0	0	0	2	2	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.32	-3.47	3.7	2.3	3	3	3.7	0	2.3	0	4.2	3	0	0	0	3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.83	-0.03	2.8	3.4	2.1	2.1	2.1	2.8	3.4	2.8	4.2	2.1	0	0	2.1	3.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.81	3.38	4	3.3	0	3.3	3.3	0	2.7	4.2	3.3	4.4	0	2.7	0	4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.58	2.32	4.1	2.9	0	3.2	2.9	0	2.2	0	3.5	4.1	2.2	0	0	3.7	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.51	-3.11	3.8	2.6	2.6	2.6	2.6	0	3.5	2.6	4.1	2.6	0	0	0	0	0	2	0	2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.8	-1.44	3.3	2.3	2.3	3.8	3.3	2.9	2.9	3.3	4.3	0	0	0	0	3.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.53	-0.27	4	0	2.8	2.8	3.5	2.2	2.8	0	4.4	3.2	0	0	0	2.2	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.71	0.36	3.8	2	0	3.3	2.6	2	3.7	3	4.2	3.3	2.6	0	0	3.3	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.22	3.72	3.9	0	0	2.2	3.2	0	0	3.2	4.3	4.2	3.5	2.8	0	4.2	0	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.76	-2.98	3	0	3.6	3.3	0	2.3	3	0	5	0	0	0	0	2.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.93	-2.1	4	0	3	3	0	2	2	2	4.3	0	2	0	0	0	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.16	5.53	4.2	2.2	0	3.5	0	2.2	2.2	2.8	4.7	3.9	2.8	0	0	3.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.53	0.99	4	2.3	2.9	0	2.9	0	3.3	2.3	3.8	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.2	1.3	3.8	3.3	0	2.2	2.2	0	2.9	0	4.6	0	0	2.2	2.2	2.2	0	2.2	0	2.2
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.42	4.69	3	0	0	3.4	0	0	0	0	4.1	4.1	3.4	0	0	3.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.18	-1.69	2.7	3.8	3.8	2.7	3.4	2.7	3.4	2.1	4.3	4.1	0	0	0	2.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.88	-2.45	4.4	3.6	2.9	3.6	2.9	0	2.3	2.3	4.5	2.3	0	0	0	2.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.91	-4.5	3.8	2.1	3.1	3.4	3.1	2.1	3.1	2.1	3.9	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.23	-3.27	2.8	2.2	2.8	3.9	2.8	2.2	2.2	0	4.4	0	0	0	0	0	0	0	0	2.2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.81	-1.55	3.4	2.9	3.2	3.4	4	2.5	3.6	1.9	4.8	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.78	-1.45	2.7	2.7	3.4	3.1	2.7	2.7	2.7	2.7	4	0	0	0	0	3.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.11	-0.76	4.7	3.8	0	0	0	0	3	2.4	4.1	4.1	2.4	1.8	0	2.8	0	1.8	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.31	-2.82	4.3	2.2	2.8	3.5	2.8	2.8	3.7	2.8	4.6	0	2.2	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.22	0.24	3.2	2.2	3.9	3.7	3.2	0	3.5	0	4.2	2.8	0	0	0	2.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.83	-3.3	3.2	0	2.5	4.5	3.5	2.5	0	2.5	4.5	0	0	0	0	2.5	0	2.5	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.12	-3.51	4.5	0	4.2	4.4	2.6	2.6	3.7	2.6	4	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.53	-3.87	2.8	3.1	4	3.6	3.4	2.1	3.1	3.1	4.3	0	0	0	0	2.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.72	-4.62	3.4	2.1	3.8	2.7	3.1	2.7	3.1	2.7	4.6	0	2.1	0	0	2.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.79	-0.96	4.4	2.9	3.6	3.8	3.8	2.9	3.8	3.8	4.6	2.3	0	0	2.3	3.8	0	2.3	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.1	-1.65	2.9	2.2	3.3	0	2.9	2.2	2.2	2.2	4.5	2.9	2.2	0	0	2.2	0	0	2.2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.88	-4.52	4	3.1	3.3	3.3	3.5	1.8	3.1	0	3.8	0	0	0	0	2.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.44	-4.14	4.2	3.2	3.7	3.6	3.2	3.2	3.6	2.4	4.7	1.8	0	0	0	2.7	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.96	-4.44	2.6	2.6	0	2.6	2.6	0	4.2	4	4.2	3.3	0	0	0	2.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.92	0.64	3.7	2.1	2.1	2.1	3.4	0	2.1	2.1	4.3	3.7	0	0	0	3.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.96	-0.3	3.9	2.9	2.2	3.3	2.9	2.2	2.2	3.8	4.6	3.5	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.89	-3.99	3.8	3	3	3.5	3.8	2.3	2.3	1.7	4.2	0	0	0	0	3.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.46	-1.26	4.3	3.9	3.1	2.1	2.1	0	3.1	2.7	4.3	4.1	0	0	0	3.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.79	-4.84	4.8	0	3.5	4	2.8	2.2	2.2	2.8	3.9	0	0	0	0	3.5	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.87	2.88	3.4	0	0	2.1	0	0	2.1	0	4.3	4.8	0	0	0	2.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.09	1.65	4.2	3	0	2.3	2.3	0	3.4	0	3.9	3.6	0	0	0	2.3	0	0	0	3.4
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.39	-2.89	3.6	3.1	2.5	3.5	4	0	2.5	1.8	4.1	2.8	1.8	0	0	3.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.94	1.4	3.6	4	0	0	2.3	0	2.3	0	4.4	4	0	2.3	0	3.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.14	-3.44	4.5	3.1	3.6	3.6	3.1	1.7	2.9	1.7	4.1	1.7	0	0	0	3.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.37	-3.72	2.8	3.6	2.8	3.6	3.1	3.4	2.1	3.4	4.2	0	0	0	2.1	3.1	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.08	0.13	4	3.7	3.2	3.4	2.9	2.5	2.9	0	4.1	1.9	0	0	0	3.2	0	0	0	2.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.9	-2.98	1.9	2.5	2.9	3.7	1.9	2.5	0	0	4.4	0	0	0	1.9	2.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.31	-2.72	0	3.3	3.3	4.2	3.6	2.3	2.3	2.3	4.3	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.75	-0.36	3.9	0	3.8	3.5	2.2	2.9	2.9	0	4.3	0	0	0	0	2.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.39	0.32	4	2.8	2.8	3.7	3.7	0	0	0	4	3.7	0	0	0	3.7	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.1	-1.97	3.6	3.9	2.6	3.6	3.3	2.6	3.3	2.6	4.9	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.07	1.48	4.1	3.2	3.2	0	2.6	3.9	0	0	4.3	3.6	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.72	-1.99	4.6	2.1	0	2.7	3.4	0	3.4	2.1	3.9	3.4	2.1	0	0	3.4	0	2.1	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.53	-0.72	3.9	3.2	2.6	4.3	4.1	0	3.2	3.9	4.1	3.6	0	0	0	4.1	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.35	4.37	4	3.1	0	3.1	0	0	3.1	2.4	3.5	4.4	0	0	2.4	2.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.1	-0.87	3	0	3	3	3.4	0	0	3	4.6	3	0	0	0	3	0	0	2.3	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.83	3.76	4.2	2.7	2.1	2.1	2.7	2.1	2.1	3.1	4.3	3.4	2.7	0	0	4.1	0	0	2.1	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0	1.24	4.5	3.2	0	2.2	3.2	0	3.5	2.2	3.7	2.2	2.2	0	0	2.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-5.13	0.34	3.3	0	3.8	3.3	3.6	2.3	2.3	0	4.9	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.31	-1.53	3.5	0	3.5	2.9	3.3	2.2	2.9	0	3.8	0	0	0	0	2.9	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.6	3.5	4.7	0	0	0	0	0	2.2	0	3.9	4.2	0	2.8	0	3.5	0	2.2	2.8	2.8
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.75	0.32	3.9	2.7	3.4	3.4	2.7	0	3.4	0	3.6	2.1	0	0	0	2.7	2.1	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.14	-1.23	3.8	2.3	3.6	3.3	3.6	0	2.9	0	4.5	2.3	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.32	0.26	3.8	3.1	0	2.1	2.1	0	2.7	3.4	4.3	4.5	0	0	0	2.7	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.03	-3.32	3.1	3.1	3.1	2.4	2.4	1.8	3.3	2.4	4.7	2.4	0	0	0	2.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.6	-0.7	2	2.6	2	3.2	4	2.6	3.6	0	4.5	3.4	0	0	0	2.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.23	2.31	4	4.3	0	0	2.7	0	0	0	4	3.8	0	0	0	3.8	0	2.7	3.4	2.7
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.07	-1.01	4	1.7	3.5	3.4	2.7	0	3	0	4.6	2.7	0	0	0	3.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.79	-1.25	4.2	3	3	3.4	3.4	0	3.7	3.7	3.9	3.7	0	0	0	4.5	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.7	4.7	3.4	0	0	3	0	0	0	0	3.7	3.7	2.4	2.4	0	3.9	0	2.4	2.4	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	5.43	3.51	4.1	0	0	3.3	0	0	2.6	0	4.1	4.4	3	0	2	3.5	3	0	2	3.7
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.45	-2.46	3.5	3.9	3.5	2.8	3.5	2.8	3.5	2.8	4.4	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.54	-3.21	3.7	3.2	4.2	3.7	3.2	0	2.8	0	4.4	2.2	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.54	3.42	3.8	0	0	2.3	2.3	0	0	0	4.4	4	0	0	0	2.9	0	2.3	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.65	-4.56	4.4	2.8	3.5	4.4	3.7	3.5	2.2	2.2	4.6	2.2	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.81	-2.98	3.7	2.4	3	3	2.4	0	3	0	4.7	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.01	-1.25	4	2	2.6	3.5	3.2	0	3	2.6	4.4	0	0	2	0	2	0	2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.17	-2.5	3.8	3.6	2.7	2.7	3.8	0	3.4	2.1	3.9	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1	0.7	4.2	2.1	2.8	0	3.1	0	3.4	2.1	4.1	3.1	0	0	0	3.1	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.48	4.54	4.3	2.2	2.2	2.9	0	0	2.9	2.2	3.2	3.9	3.2	2.9	2.2	2.9	0	2.2	0	2.2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.31	0.91	3.8	3.2	3.6	2.5	3.6	0	3.8	2.5	4.5	0	0	0	0	2.5	0	0	0	3.2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.91	0.24	3.1	0	2.7	2.1	2.1	0	3.1	0	4.2	0	0	0	0	0	0	2.1	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.5	-2.31	4.1	2	3	3.5	3.3	0	2.7	2	4.8	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.84	-1.09	4	3.5	2.8	3.2	3.5	0	3.2	3.2	4.1	2.2	0	0	0	2.2	0	0	0	2.2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.2	-1.31	3.4	0	2.9	3.2	2.6	1.9	2.6	2.9	4.4	0	0	0	0	0	0	2.9	0	2.6
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.04	-3.89	4.1	4	3.3	4.5	3.3	2.3	2.9	3.3	4	2.3	0	0	0	3.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.37	0.18	4	0	2.9	4	3.3	2.3	3.3	2.3	4.4	0	0	0	0	3.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.24	-0.24	3.2	0	0	3.5	3.5	0	2.2	2.2	3.7	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.25	1.76	2	0	3.5	0	4	0	2.6	0	3.9	2	0	0	0	2	0	2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.05	-3.37	4.1	2	0	2.6	3.5	2.6	3.5	2	4.5	2	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.29	-1.92	3.8	2.5	2.8	3.5	3.1	1.8	3.3	2.5	3.6	2.5	0	0	0	3.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.49	-0.35	3.8	3.1	2.7	2.7	2.1	0	2.1	0	4	0	0	0	0	2.7	0	2.1	0	2.1
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.26	2.3	3.3	2	2	0	3.8	0	2.6	0	4.3	2	0	0	2	2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.2	-1.98	3.7	4	0	3.3	0	2.7	3.3	2.7	4.6	2.7	0	0	0	2.7	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.27	-0.28	3.7	0	0	2.6	3	0	3.8	2.6	4.3	4.6	2	2	0	2.6	0	0	2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.42	-4.26	3.7	2	4.1	0	3	2	3	3.3	4	2.6	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.83	0.83	3.8	3.3	0	3.6	0	0	3.6	2.9	4.1	2.9	0	0	0	3.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.11	-2.83	3.5	3	3	2	3	2	3.3	0	4.3	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.82	-4.49	3.4	2.7	3.6	3.4	3.8	3.1	3.4	2.7	4	0	0	0	0	0	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.17	3.75	4.4	3.9	2.3	0	0	0	2.3	3	4	4.3	3.4	0	0	2.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.76	-1.04	2.9	0	0	3.5	2.9	0	0	0	3.9	0	0	0	0	3.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.12	-0.3	3.3	3	3.5	2.6	3.6	0	2.6	0	4.3	2	0	0	0	3.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.63	0.84	3.3	0	0	0	4	2.3	2.3	0	4.9	2.3	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.96	-1.23	3.5	2.2	2.9	3.5	3.5	1.6	1.6	1.6	4.3	2.2	2.2	0	0	3.4	0	1.6	1.6	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.42	0.63	4.3	3.2	3.2	3.6	3.5	2	3	2	4.6	0	0	0	0	2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.35	-2.18	3.3	0	4.2	2.6	2.6	3.3	2.6	2.6	4.9	0	0	0	0	3.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.33	-1.15	3.2	2.8	3.2	2.8	3.7	2.2	3.2	2.8	4.9	2.8	0	0	0	3.2	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.54	1.46	4.7	4.3	0	0	0	0	2.8	0	4.3	3.8	2.8	0	0	3.8	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.06	1.51	4.4	2	0	3	3	0	2.6	0	4.2	3.8	2.6	0	0	0	2	0	3	2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.25	1.65	3.4	3.4	3.8	0	0	0	2.7	0	4.1	4.9	0	0	0	4.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.02	0.27	2.8	2.8	3.2	2.8	3.8	2.1	2.8	0	4.4	2.1	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.82	-1.12	4.2	3.4	3.4	2.7	3.8	0	3.1	2.1	4.2	3.1	0	0	0	3.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.5	0.03	4.1	3.6	2.3	2.3	3.3	0	2.3	2.3	4.3	2.3	0	0	0	2.3	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	5.01	4.31	4.6	0	0	3.5	0	0	0	0	3.5	4.4	0	0	2.8	0	3.9	0	0	4.4
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.61	-4.04	2.7	3	2	3.5	3.7	0	2.7	3	4.7	0	0	0	0	3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.72	-1.62	3.9	2.3	3	3	3.9	2.3	2.3	0	4.3	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2	0.38	3.5	3	3.3	3.3	3	0	3.5	2	4.6	3.5	0	0	0	3.5	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.41	1.29	4.4	3.4	3.1	2.7	3.1	2.1	0	2.7	4.4	3.9	0	0	0	0	0	2.1	0	2.1
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.36	-1.12	3.5	0	3.5	2.5	2.5	2.5	3.5	0	3.5	3.1	0	0	0	3.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.22	-1.04	4.1	3.1	0	3.7	3.1	0	3.1	3.1	4.7	2.4	0	0	0	3.7	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.84	-0.72	4.4	2.8	0	4.2	2.8	0	3.9	0	4.4	0	0	0	0	2.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.66	1.67	0	0	2	2	3	2	3.7	0	4.4	0	2	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.41	0.05	2.8	2.8	2.8	2.2	3.7	0	3.2	2.8	4.4	2.2	0	0	0	2.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.78	-3.8	3.5	3.5	2.8	1.8	3.3	1.8	2.8	1.8	4.3	2.8	0	0	0	0	2.8	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.99	1.17	3.7	3.8	0	2.6	2.6	0	3.3	2.6	4.2	3	0	0	0	3.3	0	2	0	0
