day	Anno	celltype	UMAP_1	UMAP_2	marker:Cdx4	marker:Epha5	marker:Hes3	up:Hoxb9	up:Nkx1-2	up:Sox2	up:Nr6a1	up:Foxb1	up:Lyar	down:T	down:Tbx6	down:Mixl1	down:Snai1	down:Hes7	down:Hand1	down:Klf5	down:Mesp1	down:Msx2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.05	-3.67	3.4	2.9	3.2	3.4	3.6	1.9	2.9	2.5	4.5	1.9	0	0	0	1.9	0	2.5	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.58	-2.98	4	3.6	0	3.6	3.6	0	3.6	3.3	3.6	0	0	0	0	3.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.45	1.47	3.8	2.1	3.6	3.8	3.9	2.1	2.1	0	4.8	0	0	0	0	2.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.25	-4.72	3.1	1.8	3.6	2.8	2.8	0	0	2.8	4.2	0	0	0	0	1.8	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.54	3.88	2.9	2.9	0	2.3	2.3	0	2.3	0	4	4.8	2.3	0	0	2.3	0	0	0	3.6
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.5	2.47	3.4	0	2.1	2.7	2.1	2.1	2.7	0	4.5	3.1	0	0	0	2.7	2.1	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.92	-0.28	4	2.3	3.6	3.3	2.9	0	0	0	4	2.3	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.35	-3.51	3	2.4	3	2.4	3	0	2.4	3	3.7	4.1	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.2	-1.63	2.8	2.2	2.2	2.2	3.5	0	2.8	2.2	4	2.2	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.16	-3.8	3.2	3.5	2.2	3.5	3.7	2.8	2.8	0	4.3	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.59	-3.64	3.2	3.2	0	0	2.6	3.2	2.6	3.2	3.9	0	0	0	2.6	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.45	-0.85	4	3.7	3.3	3.3	3.3	0	4	3.3	4.2	4	2.6	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.05	-2.66	3.2	0	4.2	3.2	3.9	0	2.9	0	4.2	0	0	0	2.2	2.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.94	3.52	4.5	2.2	0	2.9	0	0	2.2	2.2	4.6	2.9	3.3	0	0	2.2	2.2	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.44	-2.86	3.2	2.8	3.5	3.7	3.5	0	2.8	0	4.6	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.29	-1.15	3.3	2.3	3.3	0	2.9	0	2.9	0	4.4	2.3	0	0	0	2.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.68	0.31	2.8	0	2.4	1.8	2.8	0	3.1	1.8	4.4	4.6	1.8	2.8	0	3.5	0	2.4	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.11	1.98	3.4	2.4	0	2.4	4.1	0	0	0	4.4	2.4	2.4	0	0	3.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.43	-4.65	2.2	0	3.2	2.9	4.2	2.9	0	2.2	4.2	0	0	0	0	2.2	0	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.72	-4.1	3	2.6	3.5	3.3	3	0	2.6	0	3.8	2	0	0	0	2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.76	-2.35	2.5	2.5	3.2	3.2	3.2	2.5	2.5	3.6	4.1	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.22	-3.88	3.8	3.5	2.9	3.3	2.9	0	2.2	0	4.3	2.2	0	0	0	3.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.75	-1.88	3.8	3.3	3.5	3.3	0	0	2.6	0	4.4	0	0	0	2	0	0	0	2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.63	-2.3	3.5	3	3	2	2	0	3.2	3.2	4	0	0	0	0	2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.56	-3.05	3.4	3.2	2.9	3.7	3.7	0	1.9	1.9	3.9	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.8	-0.85	3	0	2	2.6	0	0	3	0	4.5	2	0	0	0	0	0	2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.5	1.87	3	2.4	3	2.4	2.4	0	2.4	0	4.8	3	0	0	0	2.4	0	0	0	3
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.32	4.36	3.3	2.3	0	0	2.3	0	2.3	0	3.3	4	2.3	3	0	2.3	0	0	0	3
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.63	2.16	4.8	3.8	0	2.3	0	0	2.3	2.3	4.6	2.9	2.3	2.3	2.3	2.9	0	2.3	2.9	2.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.87	-3.83	2.9	0	2.9	2.9	3.6	0	3.8	0	4.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.44	-4.85	3.2	3.8	3.4	3	3.2	1.7	2.3	2.3	4.6	0	0	0	0	0	0	0	1.7	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.22	-1.31	3.4	3	1.4	3	2.3	0	2.8	3.1	4	2	1.4	0	0	2.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.7	-3.18	3.9	3.3	2	3	3.9	2	2.7	2.7	3.7	3	0	0	0	3.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.72	-4.69	3.3	0	3.1	2.7	3.5	3.5	2	2	4.6	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.02	4.94	3.8	2.5	2.5	3.2	1.9	1.9	3.2	1.9	4.1	2.5	2.9	0	2.5	3.2	0	1.9	0	1.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.39	0.99	3.8	0	0	3.2	3.2	0	3.8	2.1	4.3	2.1	0	0	0	2.1	2.1	0	0	2.1
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.02	0.04	2.9	2.2	2.2	3.5	2.2	2.2	2.9	2.2	4.3	0	0	0	0	0	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.44	4.04	3.4	0	0	3.4	0	0	2.4	0	4.4	4.3	3	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.78	2.4	2.2	2.2	2.2	0	4.2	0	2.9	0	4.2	3.3	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.34	1.7	4	2.5	2.5	0	3.5	0	3.1	0	3.1	3.8	2.5	0	0	3.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.8	-2.65	4	3.2	0	2	3.2	2.6	2.6	3	4.1	3.2	0	0	0	2	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	5.12	2.25	4.2	0	0	0	1.9	0	0	0	4	4.4	1.9	1.9	0	2.6	0	0	0	2.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.4	-3.17	4.7	2.6	0	3.7	2.6	2	3	0	4.4	3	0	0	0	2.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.01	-3.51	3.9	0	2.8	3.7	2.2	0	2.8	2.2	4.1	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.46	-0.87	4.2	3.1	2.1	3.1	0	0	3.1	3.4	3.4	3.8	0	0	0	3.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.43	0.23	2.6	3.7	0	3.3	3.3	0	2.6	3.7	4.3	3.3	0	0	0	2.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.36	1.88	4.8	3.3	2.3	3.3	2.3	0	2.9	2.3	4.5	4.3	2.9	0	0	3.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.03	-3.32	2.7	3.2	3.3	1.7	2.7	3.3	3.8	1.7	3.9	1.7	0	0	0	1.7	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.97	-3.99	3.6	2.6	3.9	4.4	3.9	0	3.9	3.2	3.9	0	0	0	0	2.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.58	-0.54	3.8	2.8	3.8	3.8	3.4	0	3.4	0	4.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.68	-3.47	3.6	0	3.3	0	3.6	2.7	3.3	0	4.2	0	0	0	0	0	0	0	0	2.1
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.33	-3.69	3.4	2.1	3.1	2.1	2.7	2.7	3.4	2.1	4.5	2.7	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.79	0.24	2.7	0	2.1	3.1	2.1	2.1	2.1	0	4.7	0	0	0	0	2.1	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.52	3.83	3.4	0	0	2.4	2.4	2.4	3.4	3	3	4.2	3	0	0	3.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.17	-1.03	4	2.4	2.4	2.8	3.9	1.8	3.3	0	4.7	2.4	0	0	0	2.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.75	-1.62	3.5	2.6	3.3	3.3	0	0	2.6	2.6	4.4	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.17	-1.88	3.8	3.1	2.1	3.1	2.1	2.8	2.8	2.1	3.6	3.4	0	0	0	2.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.21	-4.28	3.2	3.5	2.8	4.3	3.5	2.2	2.2	2.2	4.2	0	0	0	2.2	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.93	-0.31	3.2	1.7	2.7	0	3.2	0	2.7	0	4.3	3.4	0	0	0	2.7	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.11	5.06	4.1	2.4	0	2.4	0	0	3.7	2.4	4.7	4.1	3	0	0	3.9	0	2.4	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.08	-0.85	4	4.1	1.9	3.1	2.5	1.9	2.8	1.9	4.5	3.7	1.9	0	0	3.3	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.78	4.25	3.7	2.2	0	2.2	2.8	0	3.2	3.2	4	3.7	3.2	2.2	2.2	3.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.7	-2.24	3.8	2.1	3.1	2.1	3.1	2.1	2.8	3.6	4.6	0	0	0	0	2.8	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.16	5.71	2.7	0	0	2.7	0	0	0	0	4.3	3.6	3.8	0	0	3.6	0	2.1	2.1	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.1	-4.09	3.5	3.1	2.5	2.5	4	3.5	3.1	2.5	4.2	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.23	1.97	4.7	2.7	0	0	2.7	0	2.7	0	3.7	3.7	3.4	0	0	3.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.39	-1.6	3.1	2.4	2.4	2.4	2.4	2.4	0	0	4.4	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.05	-2.17	4.2	3.5	3.3	2.2	2.9	2.2	3.5	2.2	4.1	2.2	0	0	0	2.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.47	0.31	4.2	2.9	2.2	3.3	2.9	0	3.3	2.9	3.5	3.9	2.9	0	0	3.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.86	-1.66	2.2	2.2	3.2	2.2	3.5	3.2	3.7	0	4	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.15	3.55	0	0	2.3	3	3.4	0	3	2.3	4.2	3.4	3	0	2.3	3	0	2.3	2.3	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.19	-3.07	4	2.1	2.1	3.1	2.7	2.1	2.1	2.1	4.3	0	0	0	0	3.1	0	2.1	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.07	-1.51	2.6	3.2	0	3.6	3.6	2	3.2	2	4.1	3.4	2	0	0	3.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.47	0.84	3.4	3.6	2.7	0	3.4	0	3.4	3.4	4.5	3.1	0	0	0	3.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.43	-2.63	3.6	3.1	0	2.7	3.1	2.7	3.3	3.1	4.6	2.1	0	0	1.5	3.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.26	-4.79	2.6	2	3	3.6	2.6	2	2	2	3.6	0	0	0	0	0	0	0	0	2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.07	-3.59	2.1	3.1	3.6	2.7	4.2	0	3.3	3.3	4.2	0	0	0	0	2.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.05	-2.72	3.7	2.8	3.7	3.2	0	2.8	2.2	2.2	4.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.47	-0.75	3.6	2.5	2.9	3.2	3.2	0	1.9	1.9	4.2	2.5	0	0	0	1.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.41	0.18	0	3.3	2.6	2.6	2	0	3.5	3.3	4	4.2	0	0	0	2.6	0	0	2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.09	3.92	4.2	2.3	2.3	3	2.3	0	0	0	4.8	2.3	2.3	3	2.3	2.3	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.35	4.04	2.6	0	0	2.6	3.3	0	0	2.6	3.7	4	2.6	0	0	2.6	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.32	4.3	2.3	0	0	2.3	0	0	2.3	0	3.6	4.1	2.3	2.3	2.3	3.3	2.3	0	3.6	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.59	0.63	3.5	3.2	2.8	3.5	2.8	0	2.8	0	4.3	2.2	0	0	0	3.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.72	-1.37	3.7	3.3	2.7	3.3	2	2.7	2.7	3.1	4.6	3.5	0	0	0	3.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.5	-4.03	3.9	0	2.9	3.2	2.9	1.9	0	3.2	3.4	2.5	0	0	0	2.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.56	0.43	3.2	0	2.1	3.2	4	2.1	2.1	0	4.1	2.1	0	0	0	2.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.1	0.06	3.5	3.9	2.2	2.2	3.9	0	2.9	2.2	4.3	3.3	0	0	0	2.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.52	1.14	4.7	3.6	0	2.6	3.2	0	2.6	3.2	4.6	3.6	0	2.6	0	3.6	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.49	4.23	3.5	0	0	0	0	2.5	0	0	3.1	4	3.5	0	0	4.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.16	-2.44	3.4	3.8	2.8	3.1	2.1	0	2.1	2.1	4.1	0	0	0	0	3.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.08	-3	3.8	2.8	2.8	2.8	3.8	2.8	3.1	3.6	4.4	0	0	0	0	2.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.95	-3.38	4.1	3.1	3.5	3.5	3.7	2.4	3.5	0	3.9	0	0	0	0	2.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.7	-1.11	4	3.5	0	4	2	0	3.3	3	4.3	3	0	0	0	2.6	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.2	1.52	3.6	3.6	2.1	2.1	3.2	0	2.8	2.1	3.6	4.1	0	0	0	3.2	0	0	0	2.1
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.69	-2.96	3.4	2.3	3.4	3	3.8	2.3	0	2.3	4.5	0	0	0	2.3	2.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.91	-4.03	2.3	3.3	3	4	3.6	3.6	3.6	2.3	4.3	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.95	1.74	4.1	2.4	2.4	3.7	3.9	0	3.1	2.4	3.4	3.4	2.4	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.1	-3.74	4	3.3	0	3.3	4	0	3.3	2.3	4.1	2.3	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.63	-2.12	4.6	2.9	2.9	2.2	2.2	2.9	3.3	2.2	4.1	2.2	0	0	0	2.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.74	-0.1	4.4	3.5	2.2	3.5	0	0	2.2	3.5	4.5	4	0	0	0	2.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.79	0.38	4.1	2.8	4	3.5	2.8	0	2.2	2.2	4	3.8	0	0	0	2.2	0	0	0	3.2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.31	-3.69	3.7	0	4.3	3	2	3.3	3	0	4.4	0	0	0	0	2	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.08	1.27	4.5	2.4	0	3	0	0	2.4	3	4.4	3.4	0	2.4	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.03	-0.03	4	0	0	2.9	4.3	0	2.9	2.9	5.1	2.9	0	0	0	2.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.2	1.6	3.8	2.3	0	2.3	3	2.3	3.3	0	4.4	3	0	0	0	4	2.3	0	2.3	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.48	-0.43	4	0	1.9	3.7	2.8	1.9	3.5	1.9	4.3	1.9	0	0	0	0	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.78	5.6	3.4	0	0	2.1	0	0	2.1	0	4.2	3.4	4	0	0	2.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.21	-0.56	3.5	2.6	3.2	0	3	0	2	3.2	4.5	3.6	0	0	0	2.6	0	0	2.6	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.62	-1.73	3	3	3.6	4	3.6	3.6	3.6	0	3	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.24	-0.66	0	2.9	3.3	3.3	2.2	0	2.9	0	4.3	2.2	0	0	0	2.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.12	-0.71	3.9	3.3	3.7	2	2	0	0	0	4.2	0	0	0	0	2	0	0	0	2.7
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.82	-1.35	0	2	3.5	2.6	4.3	0	3	2.6	4	2.6	0	0	0	3.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.69	-4.54	3.7	2.5	3.8	3.4	2.9	2.9	0	2.9	4.4	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.57	-1.09	3.7	3.9	2.4	3.1	3.1	0	2.4	3.4	3.9	3.1	0	0	0	3.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.94	-1.95	4.4	3.6	0	3.6	2.9	2.9	2.9	2.3	4.6	2.3	0	0	0	2.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.87	-2.59	3.5	3.5	3.5	0	2.8	3.5	0	0	5	0	2.8	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.53	1.01	3.8	2.8	3.4	3.1	3.1	0	0	0	4.7	2.8	2.1	0	0	2.1	0	2.1	2.1	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.68	-0.1	4.3	2.8	2.5	1.9	2.8	0	1.9	2.5	4	1.9	0	0	0	3.3	0	2.5	0	3.1
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.56	-0.93	3.9	0	3.4	3	3.4	3.4	3.4	3	4.7	0	0	0	0	0	2.3	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.25	-2.12	4	2.8	2.8	2.8	3.8	0	3.1	2.8	4.5	2.8	0	0	0	3.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.44	-1.95	4.3	3.3	2.2	4.5	2.9	0	2.2	2.2	3.8	3.3	0	0	0	3.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.5	-1.38	2.8	0	3.8	3.3	3.5	1.8	0	0	4.6	3.1	0	0	0	2.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.38	-4.5	3.5	2.9	3.5	3.2	4.3	2.5	2.9	3.4	4.2	1.9	0	0	0	2.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.44	-3.78	3.4	2.4	3.4	3.4	3	2.4	3	1.8	4.6	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.76	-2.62	4	3.9	3.2	3.7	3.7	2.5	3.5	3.2	4.4	3.7	0	0	0	1.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.78	-2.25	3.8	2.9	4.2	0	3.9	0	2.9	0	4.7	2.2	0	0	0	2.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.9	-0.66	4	0	3.3	2.3	2.3	2.9	2.9	2.9	4.4	2.9	0	0	0	2.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.16	-0.83	3.8	2.3	3.8	3.8	4	0	2.3	2.9	4.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.38	0.52	3.8	1.9	1.9	0	3.1	0	2.5	0	4	3.8	0	0	0	0	0	0	0	1.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.26	-0.97	3.8	3.4	3.4	2.8	3.4	0	2.8	0	4.7	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.69	-4.02	3.8	3.4	2.7	3.7	3.7	3	3	2.4	4.5	1.8	0	0	0	2.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.84	-3.31	4.2	2.1	3.7	4.1	3.2	2.8	2.8	2.8	4.1	0	0	0	0	0	2.1	0	0	2.1
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.64	-3.12	3.7	2.9	3.5	3.5	3.3	2.9	2.2	2.2	4.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.37	-0.44	2.8	3.5	3.5	3.5	4.4	0	3.9	3.5	5.1	2.8	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.34	-2.79	4.3	3.2	0	3.6	3.9	1.9	2.5	1.9	4.3	2.9	0	0	0	1.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.53	-1.15	3.2	0	3.2	2.5	3.2	0	0	2.5	4.1	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.33	1.06	4.4	3.2	3.5	3.5	2.2	0	3.5	2.8	3.2	3.7	2.8	2.8	0	3.2	0	0	2.2	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.1	4.16	0	0	2.2	3.2	2.8	0	0	0	4	4	3.5	2.8	0	4.1	2.2	0	2.2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.69	2.1	3.6	4	2.9	0	2.9	0	0	0	3.6	4.8	2.9	0	0	2.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.34	0.11	3.2	0	4.1	3.2	3.8	0	2.8	0	4	0	0	0	0	2.8	0	0	0	0
