day	Anno	celltype	UMAP_1	UMAP_2	Alx1	Arid3b	Foxc2	Gata5	Irx1	Irx5	Mef2c	Myl4	Myl7	Nkx2-5	Pax3	Tbx1	Tcf15	Tnnt2	Tsc22d1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.35	-2.09	0	2.2	0	2.2	0	0	2.2	0	4.4	0	0	0	0	0	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.33	2.57	0	0	0	0	2	0	2	0	4.5	0	0	2	2	0	2.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.87	-2.7	2	0	0	2	2	0	3	0	3.7	2	0	0	0	0	2.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.26	-0.63	0	0	0	2.2	2.2	0	2.9	0	4.6	2.2	0	0	0	0	3.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.63	3.99	0	0	2	0	0	3	0	0	4.8	0	0	0	2.6	2.6	2.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.89	0.84	0	0	2.9	0	2.3	1.7	0	0	2.6	0	0	0	4.3	1.7	2.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.2	1.19	0	0	2.5	0	0	2.5	0	0	3.1	0	0	1.9	0	0	3.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.85	-1.78	0	0	0	2.7	0	0	2.7	0	4.5	0	0	0	0	0	2.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.01	-0.94	0	0	2.1	0	0	2.7	0	0	3.8	2.1	0	0	0	0	3.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.3	-1.26	1.9	0	1.9	0	0	2.5	0	0	0	0	0	0	2.9	0	2.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.79	1.62	2.4	0	3	0	0	0	0	0	4.4	0	0	0	3.9	0	3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.26	-1.43	0	2.2	0	0	0	0	0	0	0	0	0	0	4	0	2.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.13	1.76	0	0	0	0	0	0	0	0	4.2	0	0	0	2.4	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.98	-1.09	2.1	0	2.1	0	2.1	2.7	0	0	2.1	0	0	2.1	4.3	0	3.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.07	-1.82	0	0	0	0	0	0	4.1	0	4.2	2.8	0	0	0	0	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	6.01	-0.24	0	2	3.3	0	2	2	0	0	3.3	0	0	0	2	0	3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.15	-0.79	0	1.9	1.9	3.4	2.5	0	3.4	1.9	4.5	0	0	0	3.2	0	3.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.2	-2.96	0	0	0	3	0	0	0	0	5.4	0	0	0	0	0	3.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.5	-3.04	0	0	0	2.5	0	0	3.2	0	4.1	0	0	0	0	0	3.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.52	-0.68	0	0	0	3.1	0	0	3.1	0	4.7	2.1	0	2.1	0	0	3.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.01	-1.7	3.5	2	0	0	0	0	0	0	3	0	0	3.3	0	0	3.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.51	0.56	1.9	1.9	2.5	0	1.9	1.9	3.4	2.5	4.2	2.5	0	1.9	0	0	1.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.97	-2.75	0	0	0	2.5	0	0	3.1	2.5	4.5	0	0	0	0	0	3.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.25	-0.46	0	0	0	0	1.8	0	0	0	3.9	0	0	0	1.8	0	3.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.72	-3.44	0	2	0	0	0	0	0	0	4	0	0	0	0	0	3.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.37	5.51	1.8	0	0	0	0	0	2.4	0	4.2	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.28	1.84	0	0	3	0	3	0	0	0	4.2	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.88	0.26	0	0	0	0	0	0	0	1.5	3.6	0	0	0	0	0	2.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.43	-1.47	0	0	2.2	0	0	0	0	0	4.3	0	0	0	2.2	0	3.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.92	-0.8	0	0	2	0	0	3	0	0	2.6	0	0	2	4.3	0	2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.59	-0.38	0	0	2.3	0	0	2.3	0	0	4.4	0	0	2.3	3.8	0	2.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.09	-3.49	0	0	0	0	0	0	2.8	0	4.1	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.4	3.36	0	2.2	0	0	2.2	0	0	0	2.2	0	0	2.2	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.87	-0.15	0	0	2.1	0	2.1	2.7	0	0	0	0	0	0	2.1	0	2.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.08	1.52	0	0	0	0	2.5	0	0	0	5.2	0	2.5	0	0	0	2.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.33	4.99	0	0	2.5	0	0	3.1	0	0	4.6	0	0	0	3.5	0	1.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.12	1.21	0	0	2.1	0	2.1	2.1	0	2.1	2.7	0	0	0	3.1	0	2.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.59	0.35	0	0	3.4	0	2.1	2.1	0	0	0	0	0	2.1	5	0	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.17	-2.93	0	3	0	0	0	0	0	0	4.5	0	0	0	0	0	3.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.18	0.48	0	0	0	2.4	0	0	1.5	1.5	4.2	1.5	0	0	0	0	2.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.56	-2.87	0	2	3.9	0	2	2	0	0	2	0	0	0	3.5	0	2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.95	-2.45	0	0	0	2.1	0	0	0	0	5	0	0	0	0	0	3.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.5	-2.27	0	0	0	2.2	0	0	0	0	2.8	0	0	0	0	0	3.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.81	-1.13	0	0	4.2	0	3.5	0	0	0	2.8	0	0	0	3.5	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.97	1.39	0	2.1	2.1	2.8	0	0	2.1	0	4	0	0	0	0	0	3.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2	1.39	0	0	2.3	0	0	3.6	0	0	2.9	0	0	0	2.9	0	2.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.16	-0.52	0	3	2	0	2	2	2	0	3	0	0	2.7	0	0	3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.56	1.13	0	0	0	0	2.2	2.2	0	0	3.7	0	0	0	3.2	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.82	2.06	0	0	0	0	0	0	0	2.4	4.8	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.05	2.01	0	2.1	0	0	2.7	2.1	0	0	3.7	0	0	2.1	3.1	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.87	1.22	0	2.2	2.2	1.7	1.7	1.7	3.7	0	3.6	0	0	1.7	0	0	2.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.98	-0.09	0	0	0	0	0	3	0	0	0	0	0	2.3	4.5	0	2.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.85	-1.18	0	0	3.5	0	0	0	2.2	0	2.2	0	0	0	2.2	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.42	-1.12	1.9	2.6	1.9	0	1.9	1.9	3.2	0	2.6	0	1.9	2.6	0	0	2.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.26	0.25	0	0	2.7	0	2.1	3.1	2.7	2.1	2.1	0	0	3.6	3.6	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.87	-3.47	0	2.6	0	0	0	0	2.6	0	5.5	0	0	0	0	0	2.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.82	3.98	3.9	2.2	2.8	0	0	2.2	2.2	0	5	0	0	0	0	0	3.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.68	-0.71	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.12	1.46	0	0	0	0	0	2.2	0	0	4.4	0	0	3.2	0	0	3.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.67	0.43	0	0	2.8	0	1.6	2.2	2.2	0	3.2	0	0	0	4.2	0	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.42	-3.31	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	2.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.93	-2.99	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.2	-0.69	0	1.8	2.7	0	1.8	3.4	0	0	0	0	0	0	2.4	0	2.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.66	1.84	2.3	0	0	2.3	2.3	0	3.4	0	4.9	0	0	0	0	0	3.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.68	-2.92	0	0	0	2.1	2.1	0	2.8	0	5.3	0	0	2.1	0	0	3.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.78	1.48	0	0	3.6	0	2.1	0	0	0	4.2	0	0	0	0	0	3.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.94	-0.83	0	2	3.5	0	0	0	0	0	0	0	0	2	2	0	3.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.06	0.32	0	0	0	0	2.4	0	0	0	3.9	2.4	0	2.4	0	0	3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.43	2.48	0	0	0	2.5	0	0	0	0	5	0	0	0	0	0	3.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.3	-1.66	0	0	2.1	0	0	0	0	0	3.8	0	0	0	2.7	0	2.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.97	-1.68	0	0	3.1	0	0	0	0	0	0	0	0	0	3.3	0	3.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.44	-1.35	0	0	0	0	0	2.7	0	0	4.4	0	0	3.3	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.92	-1.01	2.1	0	0	2.7	0	2.1	2.7	2.1	5.4	2.1	0	0	0	0	2.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.78	-2.19	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.03	1.31	0	1.9	2.5	0	0	2.9	0	0	3.6	0	0	1.9	3.6	0	2.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.33	0.42	0	0	0	0	0	2.1	0	0	4.1	0	0	0	0	0	4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.61	-3.49	0	2.3	0	0	0	0	0	2.3	5.1	0	0	0	0	0	3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.64	1.74	0	0	0	0	0	2.3	0	0	4.2	0	0	0	0	0	2.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.03	-2.05	2.6	0	3.9	0	1.9	0	0	0	1.9	0	0	2.6	2.6	0	2.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.25	1.15	0	0	2	0	0	0	2	0	4.2	0	0	0	2	0	2.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.28	1.99	1.8	0	2.8	0	0	1.8	0	0	3.9	0	0	0	1.8	0	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.58	-1.86	0	0	0	0	0	0	1.8	0	3.5	0	0	0	2.4	0	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.46	-2.9	0	2.2	0	3.2	0	0	0	0	5.3	0	0	0	0	0	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.82	-3.11	0	2.9	0	2.3	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.54	2.93	0	0	0	0	0	0	0	0	4.5	0	0	0	3.8	0	2.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.7	1.06	2.3	0	2.9	0	0	2.3	0	0	3.8	0	0	0	2.9	0	2.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.42	-2.61	0	0	0	2.6	0	0	2.6	0	4.6	0	0	0	0	0	2.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.32	1.97	0	1.8	0	0	0	1.8	0	0	3.5	0	0	1.8	0	0	2.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.31	2.01	0	0	2.2	0	0	0	0	0	4	0	0	1.6	2.2	0	3.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.25	-1.7	0	0	0	0	2	2	2	0	2.6	0	0	0	3	0	2.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.1	-0.31	0	0	3.9	0	1.8	2.4	0	0	0	0	0	0	4.9	0	2.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.33	-2.57	0	0	0	2.4	0	0	3.2	0	4.7	0	0	0	0	0	2.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.2	-1.4	0	1.5	0	1.5	0	0	2.4	1.5	5	2.4	0	0	0	1.5	3.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.33	-1.46	1.5	0	2.9	1.5	1.5	0	0	0	3.4	0	0	0	2	0	3.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.36	-2.9	0	0	0	0	2.6	2.6	0	0	2.6	0	0	0	3.9	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.41	2.67	0	2.3	0	1.7	0	1.7	2.3	0	4.1	1.7	0	0	0	0	2.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.56	3.27	2.6	0	0	0	0	1.9	0	1.4	3.8	0	0	0	3.1	0	2.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.38	-3.61	1.7	1.7	2.3	1.7	0	0	0	0	4	1.7	0	0	0	1.7	3.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.5	-1.48	0	1.7	0	0	0	0	0	2.3	4.2	0	0	0	0	0	2.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.58	-2.6	2.6	0	1.7	0	1.7	1.7	0	0	3.3	0	0	0	0	0	1.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.85	-2.59	1.5	0	0	1.5	2.5	0	2.1	0	4.5	0	0	0	0	0	3.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.93	3.11	0	0	1.9	0	0	1.9	1.9	0	4.4	1.9	0	0	0	0	2.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.56	0.52	0	1.8	0	0	1.8	0	0	0	3.2	0	0	1.8	2.4	0	2.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.58	-1.74	0	0	3.7	0	0	2.8	0	0	0	0	0	0	4.5	0	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.97	2.26	0	1.8	1.8	0	1.8	3	0	0	2.4	0	0	2.8	4	0	3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.95	-1.14	0	1.6	0	1.6	0	0	3.9	3.2	5.2	2.2	0	0	0	1.6	3.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.45	0.72	0	1.7	1.7	1.7	0	0	2.3	0	4.8	0	0	0	2.3	0	4.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.22	-1.55	0	2.1	2.1	0	1.6	0	1.6	0	5	0	0	0	2.8	0	3.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.91	-2.42	0	2.5	0	1.6	0	0	2.5	0	4	0	0	0	0	0	3.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.53	-0.63	0	0	3	0	2.2	3.9	0	0	3.9	0	1.6	2.2	4	0	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.03	-0.78	0	1.2	1.7	1.7	0	0	3.5	0	4	1.7	0	1.2	0	1.2	3.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.66	-0.04	0	0	3.5	0	0	2.8	0	0	0	0	0	0	4.1	0	3.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.17	-3.6	3.7	0	2.3	0	1.7	0	0	0	3.4	0	0	0	0	0	2.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.15	-2.82	0	2.3	0	0	0	2.3	0	0	0	0	0	2.3	2.3	0	3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.94	0.19	0	0	0	0	2	2	4.2	0	2.6	2	0	0	0	0	3.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.57	-2.11	0	0	2.8	0	1.8	1.8	1.8	0	2.4	0	0	2.4	3.3	0	3.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.11	-1.46	0	2.3	0	1.7	1.7	0	3.6	0	3.3	1.7	0	2.3	0	0	2.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.68	-1.43	0	0	0	1.8	0	0	0	0	3.8	0	0	0	0	0	3.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.83	3.45	3.5	1.4	0	1.9	0	2.5	2.5	0	4.2	0	0	1.4	1.9	0	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.61	3.09	3.7	0	0	0	2.2	2.2	0	0	4.2	0	0	0	2.9	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.4	2.83	0	0	2.2	0	0	2.2	0	0	4.1	0	0	0	4.8	0	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.99	-3.12	0	0	0	2.3	0	0	0	0	4.8	0	0	0	0	0	3.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.63	4.85	2.2	0	2.2	0	2.9	2.2	0	0	4.8	2.2	0	0	0	0	2.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.48	-0.35	2.2	0	3.5	0	0	0	0	0	0	0	0	0	3.7	0	2.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.46	3.43	3.6	0	0	0	2.3	2.9	0	0	5.1	0	2.3	0	2.9	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.14	-3.28	0	2.4	0	0	0	0	0	0	4.5	0	0	0	0	0	3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.27	4.18	4.6	2.4	0	0	2.4	0	0	0	0	0	2.4	0	0	0	2.4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.86	-0.57	0	0	0	0	0	0	3	0	5.2	0	0	0	0	0	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.78	-2.55	0	2.8	0	3.5	0	0	2.8	0	4.6	0	0	0	0	2.8	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.3	-1.44	0	2.9	0	0	0	0	0	0	3.8	0	0	0	0	0	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.9	1.33	2.8	2.8	0	0	0	2.8	0	0	2.8	0	0	0	4.5	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.16	-0.69	0	0	0	2	0	2.7	0	2	3.5	0	0	2	2	0	2.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.2	-1.09	0	0	0	2.5	0	2.5	2.8	0	4.2	0	0	0	0	0	2.1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.27	2.87	3.2	2.2	0	0	2.8	2.2	0	0	3.5	0	0	2.2	3.5	0	3.5
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	-4.79	1.91	2.5	1.9	0	0	1.9	2.5	0	0	3.9	0	0	0	3.2	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.61	2.11	2.8	2.2	0	0	0	3.2	0	0	4	0	0	0	3.8	0	3.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.6	3.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	1.46	-1.44	2.3	1.9	1.9	0	1.9	2.5	0	0	3.3	0	0	2.3	2.3	0	1.4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.86	-3.48	0	0	0	0	0	0	3.2	0	3.6	0	0	0	0	0	3.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.13	3.37	3.2	2.2	2.2	0	0	2.2	0	0	4.5	0	0	0	2.5	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.19	-3.24	0	0	0	0	0	0	2.3	0	4	0	0	0	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.78	1.95	0	0	0	0	2.2	2.2	0	0	4.1	0	0	0	0	0	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.53	-0.17	0	0	3.6	0	0	3.8	0	0	0	0	2.3	2.3	4.6	0	2.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.58	2.52	2.3	0	0	0	0	2.3	0	0	4.4	0	0	0	0	0	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.87	-2.67	0	1.7	1.2	2.1	1.2	0	2.7	1.2	4.3	1.2	0	0	0	1.7	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.97	-2.74	0	1.9	0	1.9	0	0	2.9	0	4.2	0	0	0	0	0	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.63	3.2	0	0	2.3	0	0	0	0	0	2.3	0	0	2.3	3	0	0
