day	Anno	celltype	UMAP_1	UMAP_2	Alx1	Arid3b	Foxc2	Gata5	Irx1	Irx5	Mef2c	Myl4	Myl7	Nkx2-5	Pax3	Tbx1	Tcf15	Tnnt2	Tsc22d1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.25	0.81	0	2.4	0	0	0	2.4	0	0	2.4	0	0	0	0	0	3.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.24	2	3.6	2	3	0	2	2.6	0	0	3.2	0	2	2	4.4	0	3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	-0.6	2.91	3.2	2.2	2.2	0	0	0	0	0	3.7	0	2.2	0	0	0	2.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.06	-0.42	0	0	0	2.4	0	1.8	3.4	3.4	5.1	3.4	0	0	0	3.1	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.9	3.27	3.6	2.3	0	0	0	2.9	0	0	3.3	0	0	0	0	0	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.33	1.43	3.2	0	2.2	0	2.2	2.8	0	0	3.2	0	2.2	2.2	4.4	0	3.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.65	1.51	0	0	0	0	2	2.6	2.9	0	2.6	2.6	0	0	0	0	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.24	-1.04	0	0	0	0	0	3.9	0	0	2	0	0	3.9	5.1	0	3.3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.52	-3.16	0	0	0	2.8	0	0	3.2	0	2.8	0	0	0	0	2.2	3.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.95	3.25	2.5	1.9	2.9	0	1.9	3.2	0	0	2.5	0	0	1.9	0	0	3.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	3.83	0.23	0	1.8	2.4	0	0	1.8	0	0	4	0	0	2.7	3.2	0	2.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.21	-0.22	0	2.2	1.6	1.6	2.2	0	3.2	2.5	4.1	3.6	0	0	0	0	3.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.36	-1.62	0	0	2.8	0	1.6	2.2	0	0	0	0	0	0	4.5	0	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	2.9	-3.46	2.1	2.1	2.1	0	0	0	0	0	0	0	0	0	2.1	0	3.4
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.13	-0.65	0	3.3	0	2.9	2.5	0	4.8	6	7.3	3.7	0	0	0	5.9	4.2
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.01	-0.41	0	2.6	0	2.9	0	0	3.6	5.8	7.1	4	1.9	0	0	5.5	3.4
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.74	-0.05	0	1.9	1.9	2.5	1.3	0	2.7	5	6.7	3.3	0	0	4.2	5.2	3.5
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.36	-1.27	0	1.7	3.3	2.9	0	0	3.6	4.1	5.5	2.6	1.7	0	4.1	3.5	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.09	-1.19	0	2.4	2.7	0	0	0	1.5	1.5	2.4	1.5	2.1	0	3.1	0	3.1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.7	-0.69	0	0	2.6	0	0	0	0	0	0	0	2	0	4.3	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.26	1.29	2.8	1.8	1.8	0	1.8	2.4	1.8	0	1.8	2.8	1.8	0	0	0	2.4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.98	0	1.7	2.3	0	3.1	1.7	2.9	2.9	0	4.3	2.9	0	0	0	0	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.69	1.12	2	2	2	0	0	3	0	0	0	0	0	2.6	0	0	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.62	0.01	1.9	1.9	0	0	0	2.5	0	0	1.9	1.9	0	2.5	0	0	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.01	3.87	2.2	1.6	2.2	0	2.5	3	0	0	1.6	0	0	1.6	2.8	0	1.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.56	-1.9	0	0	3.4	0	0	0	0	0	0	0	1.9	0	4.9	0	3.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.65	1.78	3.2	2.5	0	0	0	2.9	0	0	3.2	0	0	0	2.9	0	3.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.49	-3.52	2.2	1.6	1.6	0	0	2.2	2.8	1.6	3.9	0	0	2.2	2.2	2.2	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.92	-2.77	0	0	0	0	1.9	1.9	0	0	2.5	0	0	1.9	1.9	0	2.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.87	-1.05	0	1.9	1.9	0	1.9	2.5	3.7	2.9	3.7	3.5	0	0	3.3	0	2.9
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.94	-1.03	0	2.3	0	3.1	0	0	4	6.2	7.4	3.9	0	0	0	5.8	3.6
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.17	1.23	2.6	2.6	2.6	0	0	0	0	0	4.4	0	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.91	-2.52	0	0	3	0	0	2	0	0	0	0	2	0	3.9	0	2
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.64	0.22	0	3	0	3	3	0	4.4	5.7	6.9	4.3	0	0	0	5.1	4.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.57	-3.6	0	0	0	3	0	0	3.8	3	4.5	0	0	0	0	0	3.3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.28	1.55	2.6	0	3	0	0	0	0	0	0	0	0	0	2	0	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.43	0.68	0	1.9	2.5	0	1.9	2.9	0	0	2.5	0	0	3.1	0	0	1.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.19	1.42	4	1.7	2.4	0	3.2	2.7	0	0	4	0	0	0	3.4	0	2.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	2.2	-3.18	2.7	0	2	0	0	0	0	0	2.7	0	0	0	2	0	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.33	-2.83	0	0	4.1	0	0	0	0	0	0	0	2	0	5.2	0	3.1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.51	-2.62	0	2	0	3	0	0	3.7	4.1	5.7	0	0	0	0	3.5	2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.1	-0.9	0	2.9	3.9	0	0	1.9	1.9	0	0	0	0	0	3.9	0	2.6
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.96	-3.44	0	0	0	2.9	0	0	2.5	2.5	4.3	2.5	0	0	0	4	3.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.85	-2.27	2.2	2.2	2.2	0	2.2	2.2	0	0	0	0	2.2	2.2	4.6	0	0
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-7.09	-1.05	0	3.2	0	3.2	0	0	4.7	5.7	7.2	4.2	0	0	0	5.6	4.1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.37	2.44	3.9	2.6	2	0	0	0	0	0	2	0	0	0	0	0	2.6
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.29	0.54	0	1.6	0	2.1	0	1.6	3.4	5.2	6.7	4	0	0	0	4.6	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3	1.71	0	0	0	0	2.2	3.2	0	0	0	0	2.9	2.2	4.2	0	2.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3	-1.41	0	2.5	0	3.6	2.5	2.5	4.3	3.9	5.4	3.2	0	0	0	3.9	3.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.79	-2.46	1.6	1.6	2.9	0	0	0	0	0	1.6	0	0	0	4.5	0	1.6
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	2.05	-2.88	2.2	0	0	2.2	0	2.2	0	0	0	0	0	2.2	2.2	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.05	-2.47	2.4	2.4	0	0	0	2.4	2.4	0	2.4	3.4	0	1.8	0	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.28	-2.54	0	0	3.7	0	0	0	0	0	0	0	1.9	0	4	0	2.5
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.23	-2.28	1.9	1.3	2.2	0	0	0	0	0	0	0	1.3	1.3	3.6	0	3.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.47	2.77	3.5	0	2.6	0	2.6	0	0	0	3.8	0	0	0	2	0	3.5
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-4.84	-1.79	0	1.9	0	0	0	0	3.2	5	5.7	3.6	0	0	0	4.9	3.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.34	0.47	0	2.2	3.7	0	2.2	3.7	0	0	0	0	0	3.2	4.7	0	0
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.51	0.71	0	3.1	0	1.7	2.3	0	3.1	5	6.9	3.1	0	0	0	4.4	4
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.02	-0.29	0	2.6	0	2	0	0	4	3.8	6.2	3.6	0	0	0	4.6	3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.1	3.35	0	1.8	1.8	0	1.8	2.4	0	0	1.8	0	1.8	1.8	0	1.8	2.4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.52	0.89	1.7	1.7	1.7	0	2.7	2.7	1.7	0	2.7	3	1.7	0	0	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.25	-1.67	0	2.8	0	0	0	0	0	0	0	0	0	0	4.6	0	3.5
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.08	5.44	2.4	2.4	3	0	2.4	0	1.7	0	0	0	0	0	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.34	-3.79	2.1	0	0	0	0	0	2.1	2.1	3.1	0	0	0	0	0	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.14	-2.79	0	2.9	3.6	0	0	2.9	2.9	0	0	0	0	0	2.9	0	2.9
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.91	0.23	0	2.4	1.8	1.8	0	0	3.4	4.5	5.6	3.7	0	2.4	0	4.4	3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.72	-1.35	0	1.7	2.7	0	1.7	0	0	0	2.3	0	1.7	1.7	4.2	0	2.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.41	1.39	2.6	0	1.9	0	1.9	2.6	2.9	1.9	3.8	3.2	0	0	0	0	1.9
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-7.13	-0.21	0	3	0	0	0	0	3.7	6.1	7.7	4.4	0	0	0	5.5	3.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.19	-3.56	0	0	0	2.9	0	0	2.2	2.9	0	0	0	0	0	2.2	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.36	1.71	0	2.1	4	0	2.1	0	0	0	0	0	0	3.2	3.4	2.1	2.1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.74	0.21	0	1.3	3.1	0	1.3	1.3	0	0	2.7	0	0	1.3	3.4	0	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.86	-2.28	0	0	0	3.3	0	0	0	2.7	4.6	2.7	0	0	0	0	3.3
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.24	-0.78	0	3.3	0	2.3	0	0	4	5.4	7	4	0	0	0	4.8	3.6
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.94	-0.88	1.9	2.5	1.9	0	1.9	0	2.9	0	0	0	0	2.9	0	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.76	-0.49	0	0	2.3	0	1.7	1.7	0	0	2.3	0	0	0	4.3	0	2.6
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.47	-2.25	0	0	0	0	0	0	2.1	2.1	0	2.7	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.39	1.16	0	1.9	0	0	2.6	2.9	0	0	3.2	2.9	0	0	0	0	2.6
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.62	1.01	0	0	0	2.5	0	1.5	3.7	4.9	6	4.1	0	0	0	4.2	2.1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.27	-4.07	2.4	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.94	-2.74	0	1.6	0	2.6	0	0	4.1	2.6	5.4	3.4	0	0	0	2.2	2.8
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.56	-0.8	1.7	1.7	0	2.3	0	0	4.5	5	6.2	3.5	0	0	0	5	3.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.92	0.4	2	0	0	0	2.6	3.3	2	0	2	2	0	3.3	0	0	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.75	-0.33	0	2.1	3.4	0	0	0	0	0	2.1	0	0	0	4.5	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.66	3.26	0	0	0	0	0	3.3	0	0	3.3	0	0	0	0	0	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.73	5.09	3.1	1.9	1.9	0	1.9	1.9	0	0	1.9	0	0	0	0	0	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.7	-1.56	1.9	1.9	0	1.9	2.5	2.5	0	2.9	1.9	0	0	0	0	0	3.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.64	-2.61	0	1.6	0	2.8	1.6	0	4.2	4	5.5	3.5	0	0	0	4.3	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.54	-0.95	0	1.8	2.4	0	0	3	0	0	2.4	0	1.8	3	4.4	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.81	-1.52	0	1.9	1.9	1.9	1.9	2.5	1.9	2.9	4.2	2.5	0	0	0	2.5	3.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.89	-2.13	0	3	3	0	0	0	0	0	0	0	0	0	4.7	0	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.05	-3.77	3	2.8	1.8	0	0	0	1.8	1.8	2.4	0	0	1.8	0	0	2.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.75	4.45	0	1.7	1.7	0	1.7	2.9	0	0	2.6	0	0	3.1	3.1	1.7	3.1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.88	-2.91	2.2	0	3.8	0	0	0	0	0	0	0	0	0	4.6	0	4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.08	-1.29	0	0	0	2.9	0	0	4.2	3.2	5.1	3.2	0	0	0	2.2	2.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.63	2.71	2.1	2.1	2.1	0	0	2.1	0	0	3.4	0	0	0	2.1	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	6.25	-2.5	0	0	2.4	0	2.4	0	2.4	0	0	0	3.1	0	5.3	0	3.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.09	-2.65	0	2.5	2.1	2.5	2.1	2.8	3.4	3.3	4.9	2.8	1.6	0	1.6	3.3	1.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.33	2.57	2.4	2.4	0	0	2.4	1.8	0	0	1.8	0	1.8	0	4.2	0	2.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.21	-1.52	0	3.3	0	2	0	0	4.2	4.1	6.4	3.5	0	0	0	3	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.03	-1.28	0	2.6	3	0	0	2.6	0	0	0	0	0	0	4.2	0	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.55	0.93	0	1.9	1.9	0	1.9	2.5	0	0	3.2	0	0	3.2	4	0	2.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.21	-0.27	1.3	2.9	0	1.3	0	0	1.9	4.6	5.4	3.4	0	0	0	4.3	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.19	4.1	3	0	2.6	0	0	2.6	0	0	2	0	0	0	2	0	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.26	3.93	3	2	2	0	0	2.7	0	0	2.7	0	0	0	0	0	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.09	0.5	0	0	0	2.2	0	0	2.8	0	4.3	0	0	0	0	0	3.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.11	1.7	2.8	0	0	0	2.2	0	2.2	2.2	3.7	0	0	0	0	0	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.03	3.79	3	1.7	1.7	0	0	1.7	0	0	3.4	0	0	0	2.7	0	3.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.26	1.09	2	3	3.3	0	2	3.9	0	0	2.6	0	2	2.6	5.1	0	3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.19	0.06	0	2.7	1.8	0	0	3.4	0	0	2.7	0	0	3.2	4	0	1.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.56	1.26	3.1	0	0	0	2.1	2.1	2.1	0	4.5	0	0	0	0	0	2.1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.8	-2.09	0	1.9	0	0	0	0	1.9	3.7	4.2	3.1	0	1.9	0	3.8	3.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.99	-3.6	1.8	2.4	0	1.8	0	0	0	1.8	3.1	0	0	0	0	1.8	3.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.86	-2.99	2.4	2.4	0	0	0	0	0	0	2.4	0	0	0	0	0	1.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.02	-1.12	1.7	2.3	0	1.7	0	2.6	2.3	2.9	3.3	2.6	0	0	0	0	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	-1.55	2.35	2.7	0	3.4	0	1.8	0	0	0	3	0	0	0	3.8	0	1.8
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-4.49	0.72	0	1.4	0	1.4	0	0	3.3	4.7	6.2	2	0	0	0	4.5	3.3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.08	2.3	0	2	0	2	0	3.5	2	0	3.5	2.7	0	2	0	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.06	5.23	2.8	1.8	1.8	0	2.5	3.1	0	0	2.5	0	0	0	0	0	3.3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.68	0.07	0	2.4	0	1.8	0	0	3	2.4	4.4	0	0	0	0	0	2.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.48	-2.1	1.8	2.4	0	0	0	2.4	2.8	1.8	0	0	0	0	0	0	2.4
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.5	-1	0	2.2	0	3.5	0	2.9	3.5	5.9	6.9	3.3	0	0	0	5.8	3.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.46	-1.76	1.8	0	1.8	0	1.8	3.3	3.1	1.8	3.1	0	0	3.3	0	0	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	-0.03	3.15	2.2	0	2.2	0	2.2	2.2	0	0	3.2	0	0	0	0	0	2.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.6	-1.22	0	0	2.4	1.8	2.4	2.4	0	0	3	3	0	0	0	0	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.9	-1.1	0	2.9	0	2.5	0	0	4.3	4.6	6.1	3.8	1.9	0	0	4.3	3.4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.77	-3.08	0	2.3	0	2.9	0	0	3.8	4.2	5.6	2.9	0	0	0	4	3.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.59	-2.61	0	2.4	2.4	0	0	0	0	0	0	0	3.1	0	4.8	0	2.4
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.48	-0.51	1.6	2.2	0	2.5	1.6	0	4.1	4.3	5.9	3.9	0	0	0	4	3.3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.04	-0.79	0	0	0	0	0	3.1	3.6	3.4	4.3	3.8	0	0	0	0	3.4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.11	-3.07	0	2.7	0	0	0	0	0	2.1	3.6	0	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.21	4.23	2.2	2.8	2.8	0	0	2.6	0	0	3	0	0	1.6	2.2	2.2	3.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.63	2.64	2.4	2.8	0	0	1.8	3.4	0	0	0	0	1.8	0	3.8	0	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	1.26	-2.63	2.7	0	2.7	0	0	2.1	0	0	0	0	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.3	1.9	4.6	2.1	2.8	0	0	3.7	0	0	4	0	0	2.8	4.1	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.05	-1.3	0	0	2	0	2	2	0	0	0	0	0	0	4.5	0	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.7	-2.25	0	0	3.6	0	2.5	0	0	0	0	0	0	0	4.3	0	3.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.72	4.53	2.4	1.8	2.4	0	2.4	1.8	0	0	3.9	0	0	0	0	0	1.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.63	-2.48	2.1	0	2.1	0	0	0	0	0	0	0	0	0	4.3	0	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.57	1.32	3.4	0	0	0	0	2.7	0	0	3.8	0	0	0	0	0	2.7
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.59	-0.46	0	3.2	2.2	1.6	0	1.6	4.1	5.6	7.1	3.5	0	0	3.6	5.3	3.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.8	2.57	3.1	2.4	0	1.8	0	2.4	2.4	0	3.1	2.4	0	1.8	1.8	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.95	-2.4	2.1	2.7	3.8	0	0	0	0	0	2.1	0	0	0	5.6	0	2.1
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.5	-2.43	0	2.9	0	0	0	0	2.9	4.9	7.1	3.9	0	0	0	5.2	2.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.73	-1.85	0	1.8	0	1.8	0	0	2.7	3.4	3	2.4	0	0	3.6	2.4	2.4
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.16	-0.1	0	2.1	2.1	0	0	0	3.9	5.5	6.9	4	0	0	0	5.1	3.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.3	1.04	3	0	3	0	0	2	0	0	2	0	0	0	3.7	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.6	1.91	0	2.3	2.3	0	0	0	0	0	2.3	0	0	3.3	4.7	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.43	-0.5	0	0	0	0	0	3.1	2.8	2.8	4.2	3.9	0	0	0	0	2.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.48	2	2	0	0	0	0	2.6	0	0	0	3.3	0	0	0	0	2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.39	-0.63	0	2.6	2.6	3	3.3	0	2.6	0	4.3	2.6	0	0	0	0	2.6
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.8	-1.89	0	0	0	0	0	0	3	6.2	7.8	0	0	0	0	6.3	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.57	-1.42	0	0	3.5	0	0	2.6	0	0	0	0	0	0	3.8	0	2.6
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.12	1.09	0	2	0	0	0	2	3.2	0	3	3	0	2	0	0	3.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.17	3.32	2.4	1.8	2.8	0	3	2.4	0	0	2.4	0	0	1.8	3.3	0	2.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	-0.27	4.89	0	0	1.8	0	0	2.4	0	0	0	0	0	0	0	0	2.4
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.77	-1.38	0	3.2	0	2.6	0	0	4.8	5.7	7.2	4	1.9	0	0	4.9	3.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.41	-2.56	0	2	0	2	0	0	2	4.4	3.6	2.6	0	0	0	2	2.6
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.34	-3.81	2	2.6	2	0	0	0	0	0	0	0	0	0	0	2	3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.66	-2.48	0	0	2	0	2	3	0	0	0	0	0	0	4.5	0	2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.85	3.67	0	0	0	0	2.1	2.7	0	0	3.1	0	0	0	3.6	0	2.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.18	0	2.1	2.7	2.1	0	2.1	2.7	2.1	0	3.4	2.1	0	2.7	0	0	3.1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.13	-3.91	3.6	2.3	0	0	0	0	2.3	0	0	2.3	0	0	0	2.3	0
