day	Anno	celltype	UMAP_1	UMAP_2	marker:Kdr	marker:Pecam1	marker:Cdh5	up:Elk3	up:Cebpd	up:Erg	up:Atf3	up:Sox18	up:Klf7	up:Bcl6b	up:Ets2	up:Mef2c	up:Carhsp1	up:Fli1	up:Lyl1	up:Xbp1	down:Lyar	down:T	down:Hand1	down:Tal1	down:Etv2	down:Mlx
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.53	-1.54	2.5	0	0	1.9	1.9	1.9	0	0	1.9	0	2.8	0	2.5	3.3	1.9	0	4	0	0	2.8	1.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.54	-1.28	3.2	2.5	0	2.1	0	0	0	1.6	0	0	2.5	0	2.1	2.5	0	2.8	4.1	1.6	0	3.2	4.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.83	-0.14	3.5	0	0	2.9	0	0	2.2	2.2	0	0	0	0	2.2	2.9	0	0	3.2	2.9	0	3.2	4.4	2.2
E7.75	E775_Endothelium	Endothelium	1.85	-2.66	3.1	1.6	2.2	3.1	2.6	0	1.6	1.6	3.7	1.6	2.2	2.8	2.8	3.1	2.2	0	3.8	0	0	2.2	2.6	1.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.9	-2.33	3.1	0	0	2.5	3.1	0	0	2.5	0	0	0	0	2.5	0	0	0	4.3	0	0	0	3.1	2.5
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.44	1.47	2.9	0	0	0	2.9	0	0	0	2.9	0	0	0	0	0	0	0	4	0	2.9	2.9	4	0
E7.75	E775_Endothelium	Endothelium	1.88	-2.86	3.6	1.7	0	3.4	1.7	1.7	1.7	0	3	0	1.7	1.7	2.3	3.5	0	2.3	3.4	0	0	1.7	3.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.84	2.29	2.4	0	1.8	0	0	0	0	0	0	0	1.8	0	2.8	2.4	2.4	2.8	4.2	1.8	0	3	3.8	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.7	-1.39	2	0	0	0	0	0	0	0	0	0	0	0	1.4	1.4	0	0	4	1.4	1.4	3.1	4.8	1.4
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.88	-0.68	3.7	1.8	0	1.8	0	0	2.4	0	2.7	0	2.7	0	0	3.5	1.8	1.8	4.2	0	0	2.7	4.8	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-6.37	0.51	0	1.7	0	2.3	0	0	0	0	0	0	0	0	0	1.7	0	0	4	0	0	1.7	2.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.42	2.32	2.5	0	2.5	2.5	0	0	0	2.5	0	0	0	0	2.5	3.8	0	0	2.5	0	0	0	3.5	0
E7.75	E775_Endothelium	Endothelium	2.86	-1.43	3.4	2.4	3	3	0	2.4	2.4	3	0	0	2.4	2.4	2.4	3	0	3	2.4	0	0	2.4	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.03	0.84	3.2	1.9	0	1.9	0	0	0	0	0	0	0	0	0	1.9	0	1.9	3.9	1.9	0	3.7	3.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.04	-1.51	3.7	0	0	2	0	0	2.6	0	2.6	0	0	0	0	0	0	2	4.2	2	0	2	4.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.65	-2.02	0	2.2	0	2.8	2.2	2.2	0	0	2.8	0	0	0	2.8	3.2	0	0	3.2	0	0	0	2.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.06	-3.55	4.3	3.1	2.1	2.1	0	0	3.1	0	2.1	2.7	2.7	2.1	2.1	3.1	0	2.1	4.4	0	0	2.1	2.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.52	0.07	2.8	0	2.2	0	0	0	2.2	0	0	0	0	0	3.5	2.2	0	0	3.9	0	0	0	4.7	2.2
E7.75	E775_Endothelium	Endothelium	5	-1.92	3.7	2.2	0	2.2	0	0	0	0	0	0	2.9	0	2.9	3.2	2.2	2.9	3.9	0	0	2.2	2.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5.05	1.04	3.2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	3.8	2	0	3.6	6	3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.34	-0.26	3.5	1.3	2.2	1.3	2.7	0	1.9	1.3	2.5	1.3	2.5	1.3	0	2.8	1.9	2.8	3.3	0	2.5	1.3	2.2	0
E7.75	E775_Endothelium	Endothelium	1.22	0.15	3.4	1.5	2.1	0	2.1	1.5	1.5	1.5	1.5	0	1.5	0	2.4	2.9	0	0	3.8	0	1.5	1.5	2.7	1.5
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.1	-0.76	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4.2	2.6	0	2.6	5.4	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.91	1.4	2.3	0	0	0	0	0	0	0	0	0	0	2.9	2.3	0	0	2.9	3.3	0	0	2.9	5.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.2	2.46	2.8	0	0	0	0	0	0	0	1.8	0	2.4	0	0	2.4	0	2.8	3.9	1.8	0	2.4	2.4	2.4
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.47	-2.79	2.9	0	0	0	1.7	0	0	0	0	0	0	0	0	1.7	0	1.7	4.3	1.7	1.7	1.7	3.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2	-3.35	3.1	0	2.1	2.1	2.1	0	0	3.1	0	0	2.1	0	3.1	0	2.1	0	4.2	0	0	2.7	4.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.84	-2.03	2.9	1.9	1.9	1.9	0	0	2.5	0	1.9	0	2.5	0	0	1.9	0	0	4.4	1.9	0	3.6	3.4	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-6.18	0.6	3.7	0	0	2.8	2.8	0	0	0	0	0	0	0	3	2.4	0	1.8	4.5	0	1.8	2.4	0	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.52	1.55	2.6	0	0	0	0	0	0	0	2	0	0	0	2.6	0	0	2	4.8	2	3	3.3	3.5	2
E7.75	E775_Endothelium	Endothelium	2.44	-3.8	2.5	3.5	2.5	2.5	0	2.5	3.1	0	3.5	0	0	0	3.1	3.8	0	2.5	3.5	0	0	2.5	2.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.05	1.48	2	0	0	2	0	0	0	0	2	0	0	2	2	0	0	2	3.8	0	0	3	4.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.33	1.67	3.2	0	2.5	2.5	0	2.5	0	0	3.2	0	2.5	0	0	2.5	2.5	0	4.1	0	0	2.5	0	0
E7.75	E775_Endothelium	Endothelium	3.47	-1.44	2.8	2.8	0	0	0	2.8	2.8	0	0	2.8	2.8	0	2.8	0	2.8	2.8	2.8	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.7	-4.03	2.8	0	0	2.2	1.6	0	0	0	0	0	0	0	2.8	1.6	0	2.5	3.7	0	3	2.8	4.9	1.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.26	0.39	2.4	2.4	2.4	2.4	0	0	2.4	0	2.4	0	2.4	0	2.4	2.4	0	0	4.1	0	0	3.1	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.4	-2.01	3.3	0	1.7	1.7	0	0	0	0	1.7	0	0	0	1.7	2.9	2.2	2.9	4.2	1.7	0	3.3	4.4	1.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.99	-3.12	2.5	0	0	1.8	0	0	0	0	0	0	1.8	0	2.5	3.1	2.5	2.8	3.5	0	1.8	1.8	3.9	3.1
E7.75	E775_Endothelium	Endothelium	4.32	-0.06	3	3.3	2	3.3	2	0	2	2.6	2	0	2.6	0	3	2.6	0	0	3.9	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.15	0.85	0	0	2.3	0	2.3	0	0	2.3	2.3	0	0	0	0	3.3	2.3	2.3	4	0	0	2.3	2.3	0
E7.75	E775_Endothelium	Endothelium	1.99	-2.99	2.5	2.2	1.6	2.2	0	2.5	2.2	2.2	2.5	1.6	2.5	1.6	3	3.9	2.2	3.3	3.8	0	0	1.6	2.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.48	3.05	2.7	2.1	0	0	0	0	0	0	0	0	0	0	0	3.1	2.1	2.1	4	0	3.1	3.1	4.1	2.1
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.75	-0.38	3.8	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	4	0	0	3.2	5.6	2.5
E7.75	E775_Endothelium	Endothelium	3.13	-3.42	3.4	2.4	3	2.4	1.7	1.7	0	1.7	1.7	0	0	2.7	3	3.5	2.4	3	3.4	0	0	0	1.7	1.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.47	-0.84	3.4	0	2.3	2.3	1.7	1.7	1.7	1.7	3	1.7	2.3	0	2.7	2.3	1.7	2.3	4.4	1.7	1.7	0	1.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.33	-1.5	0	0	0	0	0	0	2.3	0	0	0	0	0	2.3	2.3	0	0	4.4	2.3	0	2.3	4.4	2.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.11	-4.16	3.6	0	0	2.7	2.1	0	2.1	0	0	0	0	2.1	2.7	2.1	0	0	3.9	0	2.7	3.6	4.5	2.1
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.26	-3.38	3.3	0	0	2.3	0	0	0	0	0	0	0	0	0	2.3	0	2.3	4.3	0	2.3	2.3	4.7	2.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.37	4.17	2	2	2	0	0	0	0	0	0	0	2	0	2	2.7	0	3.5	4.1	0	2	2.7	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.48	-4.29	2.7	0	0	0	0	0	0	0	2.1	0	0	0	2.1	2.1	0	2.7	3.3	0	2.1	2.1	5.2	2.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1	2.67	0	1.9	0	0	0	0	0	0	0	0	0	0	2.5	2.9	0	1.9	4.4	1.9	0	1.9	1.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.14	-2.69	2.9	0	0	3.6	0	0	0	0	2.9	0	0	0	2.9	0	2.9	0	4.2	0	0	3.6	4.8	0
E7.75	E775_Endothelium	Endothelium	2.22	-0.1	3	0	2.7	2.5	1.9	0	0	1.3	2.2	0	1.9	1.9	2.5	2.5	1.3	0	4.4	0	0	1.9	3.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.39	-1.58	2.2	0	0	0	0	0	2.2	0	0	0	0	0	2.2	0	0	2.8	4.4	0	2.2	0	4.8	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.71	3	3.2	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	3.8	2.1	2.1	4.2	4.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.43	3.29	2.5	0	1.9	1.9	0	0	0	0	1.9	0	1.9	0	3.4	2.5	0	2.9	4.6	0	0	3.4	3.8	0
E7.75	E775_Endothelium	Endothelium	1.89	-4.38	3.1	2.8	3.4	2.8	2.1	0	2.1	0	0	0	0	0	2.8	3.1	2.1	3.6	3.1	0	0	0	2.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5.69	-0.24	2.3	0	0	0	0	0	0	0	2.3	0	0	0	2.3	1.7	0	2.3	4.4	1.7	0	1.7	3.6	0
E7.75	E775_Endothelium	Endothelium	2.93	-4.28	3.6	3.3	2.3	0	2.3	0	2.3	2.3	0	0	0	0	2.3	2.3	0	0	3.3	0	0	2.3	2.3	0
E7.75	E775_Endothelium	Endothelium	0.7	-1.99	2.6	0	2	3.3	3.3	0	0	2	0	0	2	2	3.5	2.6	2	3.3	4.1	0	0	2	3.9	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.45	3.57	1.6	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	1.6	4.4	2.5	0	2.2	2.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.3	-0.6	2.4	0	0	2.4	0	0	0	2.4	0	0	0	0	0	0	0	3	4.3	3	2.4	3.4	5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.54	0.56	3.4	2.3	2.3	0	0	0	2.3	0	2.9	1.7	2.3	0	2.9	2.9	0	0	4.1	0	0	2.3	0	1.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.51	1.92	2.8	0	2.6	2.8	0	0	1.6	0	0	1.6	1.6	0	2.8	1.6	0	1.6	4.5	0	1.6	3	3.9	2.2
E7.75	E775_Endothelium	Endothelium	2.34	-2.99	4	3.5	2.5	2.5	0	0	3.1	0	2.5	0	2.5	0	3.5	3.5	0	2.5	0	0	2.5	3.1	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.32	-3.26	3.5	0	0	1.9	1.9	0	0	1.9	1.9	0	2.5	0	2.8	3.3	1.9	1.9	4.2	0	1.9	3.5	5.1	2.5
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.69	1.27	3.2	2.4	0	0	0	0	0	0	2.4	0	2.4	1.8	3.5	2.4	2.4	0	4.5	0	0	2.4	0	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.62	-3.95	2.8	0	0	0	0	0	0	3.2	0	0	2.2	0	2.2	2.2	0	2.8	4.6	0	2.2	2.2	4.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.33	1.86	0	1.3	0	1.3	0	0	0	1.3	0	0	1.3	0	2.7	2.2	0	1.8	4.6	1.8	0	2.7	1.8	1.8
E7.75	E775_Endothelium	Endothelium	3.2	-3.67	3.4	0	3.4	0	0	2.4	0	0	0	0	0	0	2.4	3	0	0	2.4	0	0	0	0	0
E7.75	E775_Endothelium	Endothelium	4.09	-3.5	3.7	2.4	3	3	0	0	2.4	3.4	3.7	0	3.4	0	3.9	3.4	2.4	3	3.7	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.33	2.68	3.7	0	0	0	0	0	0	0	2.5	1.9	1.9	0	1.9	2.9	0	0	4.3	0	0	3.4	2.5	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.66	-2.65	3.5	0	0	1.7	0	0	1.7	1.7	0	0	0	0	2.7	1.7	0	0	4.5	0	0	2.7	5.2	1.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.73	-4.09	2.6	2.6	1.9	1.9	2.9	0	1.9	0	3.2	0	1.9	0	3.4	2.6	0	3.4	3.4	0	1.9	2.9	5.2	2.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.36	3.07	2.8	0	0	0	0	0	0	0	0	0	0	0	3.2	2.2	0	0	4.8	2.2	0	2.8	2.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.19	2.39	3.3	0	0	1.8	0	0	0	0	0	0	0	1.8	0	0	0	0	4.5	2.8	0	3.5	4.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.01	-3.26	3.3	0	0	2.4	2.4	0	0	0	0	0	1.8	0	0	1.8	0	3.7	4.5	0	2.4	3.1	4.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.06	-3.07	3.4	2.9	0	1.9	2.9	0	2.5	1.9	1.9	0	2.5	0	0	2.9	0	2.5	3.6	0	0	0	3.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.88	0.55	2.8	2.5	3.3	2.8	0	0	1.8	0	1.8	0	2.5	0	1.8	3.3	1.8	0	3.8	0	0	2.8	3.1	2.5
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.67	1.1	3.2	0	2.2	2.2	0	0	0	0	2.8	0	2.8	0	2.2	2.8	0	0	4	0	0	3.5	5	0
E7.75	E775_Endothelium	Endothelium	3.08	-3.51	3.7	2.8	2.9	2.5	2.8	1.2	2.5	0	3.2	1.2	2	2	3.1	2.7	2	2	3.5	0	0	1.7	2.5	1.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.24	1.74	3.6	0	0	4	0	0	0	0	0	0	0	0	0	3	3	0	3.6	3	0	3	4.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.88	-0.97	3.3	0	0	2.2	2.2	2.2	2.9	2.2	2.9	0	0	0	0	3.9	2.2	2.9	3.5	0	0	3.3	4.2	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.48	-3.75	3.7	0	0	0	0	0	2	0	2	0	0	0	2	3	0	2	4.1	0	0	2.6	5.1	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.96	0.37	2.9	0	1.9	1.9	0	0	0	1.9	2.9	0	2.6	0	0	2.6	1.9	0	4.1	0	0	2.6	3.8	0
E7.75	E775_Endothelium	Endothelium	1.64	-3.31	4.1	2.1	2.1	2.1	0	0	2.7	0	3.3	2.1	2.1	0	0	3.6	2.1	2.1	4.1	0	0	2.1	3.7	3.1
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.98	-0.34	2.2	2.2	0	0	0	2.2	0	0	0	0	0	0	2.8	2.8	0	0	3.8	0	0	3.4	2.8	2.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.18	0.73	2.7	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	2.1	4.5	0	0	3.6	5.4	2.1
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.27	-0.06	2.2	0	2.2	2.2	0	0	2.8	0	3.7	0	0	0	2.2	2.2	0	2.8	4.3	0	0	2.2	4.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5.51	1.49	2.6	2	2.4	2	0	0	1.4	0	1.4	0	2.4	0	2.6	2.6	2	2.4	3.3	0	0	1.4	2	0
E7.75	E775_Endothelium	Endothelium	5.14	-2.24	3	3	0	0	3.4	0	3	2.4	2.4	0	0	0	3	3.4	2.4	2.4	2.4	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.6	-3.92	3.6	0	0	2.8	3.1	0	2.8	0	2.1	0	0	0	3.1	2.8	2.1	4.1	4.2	0	0	3.6	4.2	0
E7.75	E775_Endothelium	Endothelium	3.36	-2.34	3	3	2.4	3	2.4	0	0	0	2.4	0	0	0	3.4	0	2.4	3	3	0	0	0	2.4	0
E7.75	E775_Endothelium	Endothelium	1.47	-2.41	3.6	0	1.8	3.2	0	2.4	1.8	0	3.2	0	2.7	0	2.7	2.4	1.8	3.4	4.4	0	0	3	2.7	0
E7.75	E775_Endothelium	Endothelium	2.38	-4.12	0	3.4	4.5	0	2.8	0	3.4	0	3.4	2.8	2.8	0	2.8	0	0	2.8	3.8	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.99	3.2	2.2	2.2	0	0	0	2.2	0	0	0	0	0	0	2.2	2.8	0	0	4	2.2	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.63	-1.73	3.5	0	0	2.6	0	0	2	2	4.2	0	0	0	2	3	2	2	4.1	0	0	2	2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.59	2.44	2.4	0	0	2.2	0	0	0	0	1.8	1.3	0	0	2.6	2.2	1.3	1.3	4	2.4	1.3	2.8	2.6	1.3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.34	-3.81	2.5	1.9	1.9	1.9	0	0	0	0	3.2	0	1.9	0	3.2	2.9	0	1.9	3.7	0	0	2.9	4.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.66	2.19	2.9	0	0	0	0	0	0	0	0	0	0	0	2.9	3.1	2.9	1.9	3.7	2.5	1.9	1.9	2.5	1.9
E7.75	E775_Endothelium	Endothelium	2.48	-2.5	1.9	2.5	0	1.9	1.9	1.9	0	0	2.9	0	1.9	2.5	2.5	3.1	0	1.9	3.9	0	0	2.9	3.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.49	-3.83	2.5	0	0	1.8	1.8	0	1.8	0	0	0	0	0	1.8	2.5	0	0	4.3	0	2.5	2.8	4.8	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.32	-0.31	2.7	0	0	2.7	0	0	3.3	0	0	0	2.7	0	3.3	3.7	0	3.3	4	0	0	2.7	2.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.96	-3.66	2.3	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	2.9	4.4	0	2.3	3.6	4.8	2.3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.42	-0.24	2.7	2.1	2.1	0	0	0	2.1	0	2.1	0	2.1	0	0	3.9	2.1	2.7	3.9	2.1	0	2.7	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.07	3.61	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	2	0	2.6	4.2	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.27	-1.48	3.1	0	1.5	1.5	0	0	0	0	0	0	1.5	0	2.5	3.3	2.1	0	4.3	2.1	0	2.7	4.4	1.5
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5.44	1.25	1.7	0	0	0	0	0	0	0	1.7	0	2.4	1.7	1.7	0	0	2.7	3.5	0	1.7	1.7	3.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.05	3.2	4	0	0	2.1	0	0	2.1	0	0	0	0	0	0	0	0	0	4.5	0	0	3.1	4.8	2.1
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.34	-1.89	2.6	3.3	2.6	0	0	0	2.6	0	2.6	0	0	0	3.7	3.7	2.6	2.6	3.7	0	0	0	2.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.14	-0.94	2.5	0	0	0	1.5	0	0	0	1.5	0	1.5	0	0	1.5	0	0	4.4	0	0	2.7	4.9	2.1
E7.75	E775_Endothelium	Endothelium	4.11	-3.06	2.5	1.9	2.5	3.4	0	0	2.5	1.9	1.9	0	1.9	0	2.5	3.6	2.5	1.9	3.7	1.9	0	2.5	2.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.47	-1.71	2.9	0	1.6	2.6	0	0	2.6	0	2.9	0	0	2.6	1.6	3.7	1.6	3.3	3.7	0	0	2.2	2.9	2.6
E7.75	E775_Endothelium	Endothelium	1.7	-1.97	3.4	3.1	0	3.1	0	0	0	0	2.4	0	0	2.4	3.4	2.4	0	3.1	0	0	0	0	3.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.83	-3.32	2	1.4	2	1.4	2.3	0	0	0	2.3	1.4	1.4	0	3.4	3.1	2	1.4	4	1.4	0	0	2.8	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.19	-1.75	3.2	1.8	0	1.8	0	0	2.4	0	0	0	0	0	0	0	1.8	0	4.7	1.8	3.5	4	5.4	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.85	-3.89	3.1	0	0	2.1	2.1	0	0	0	0	0	0	0	0	2.1	0	0	4.3	0	0	3.6	3.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.54	4.65	2.7	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	4.7	0	4.3	2.1	0	0
E7.75	E775_Endothelium	Endothelium	2.06	0.05	2.8	2	2	0	0	1.2	2.3	1.2	2	1.2	2.5	0	3.3	2.3	0	1.7	4.3	1.2	0	2	2.5	1.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.18	-3.73	3	0	0	0	0	0	0	0	0	0	0	1.8	0	1.8	0	0	4.4	0	1.8	3	5.4	3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.92	2.36	1.7	0	0	2.3	0	0	1.7	0	1.7	2.7	2.7	0	2.3	3.2	2.7	2.3	4.3	1.7	0	3.5	3	1.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.4	-0.1	3.6	0	0	2.4	0	1.8	1.8	0	2.8	0	1.8	0	3.4	2.8	0	2.4	3.9	1.8	0	2.4	3.9	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.8	-4.16	3	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	3	4.2	0	2.3	2.3	5.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.75	-4.33	2.4	0	1.8	1.8	0	0	0	0	0	0	0	0	3.1	0	0	3.1	4.4	0	2.4	2.8	4.7	2.4
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.36	-3.74	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4	0	3.2	2.5	4.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.6	-3.66	2.7	2	2.7	2	0	2	2	0	0	2	0	0	3.1	0	3.1	0	3.5	0	0	0	3.1	2.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.94	-2.39	4.3	0	0	2.6	0	0	0	0	0	0	0	0	2	2	0	2	4.6	0	0	3.5	5.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.65	-2.39	3.5	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	3.2	4.5	0	0	2.8	4.3	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-6.02	-0.87	2.4	2.4	2.2	2.2	0	0	2.6	1.3	0	0	1.3	0	2.6	2.8	1.8	1.3	3.9	4	0	1.8	2.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.3	0.94	2.9	1.3	0	0	0	1.3	0	1.3	2.7	0	0	0	2.5	2.7	1.9	0	4.2	1.9	2.2	0	1.9	1.3
