day	Anno	celltype	UMAP_1	UMAP_2	marker:Kdr	marker:Pecam1	marker:Cdh5	up:Elk3	up:Cebpd	up:Erg	up:Atf3	up:Sox18	up:Klf7	up:Bcl6b	up:Ets2	up:Mef2c	up:Carhsp1	up:Fli1	up:Lyl1	up:Xbp1	down:Lyar	down:T	down:Hand1	down:Tal1	down:Etv2	down:Mlx
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.88	0.73	3.5	0	0	0	0	0	3.1	0	0	0	2.5	0	2.5	0	0	0	4.5	0	0	2.5	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.06	3.68	2.2	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	2.2	3.9	2.2	5	2.2	2.2	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.75	1.29	2.9	2.5	0	1.9	0	0	0	0	0	0	0	0	0	1.9	1.9	0	4.2	1.9	1.9	1.9	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.64	0.12	0	0	0	0	0	0	0	2.2	0	0	0	0	3.2	2.2	2.2	2.2	4.6	2.2	0	0	2.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.24	4.11	1.8	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	2.4	4.6	1.8	3.3	0	1.8	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.01	-0.59	4	0	0	0	0	0	1.9	0	1.9	0	2.6	0	0	3.2	0	0	4.3	0	0	3.2	2.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.8	2.8	3.3	2	0	0	0	0	0	0	0	0	0	0	2	2.6	0	0	3.5	0	3	0	3.8	2
E7.75	E775_Endothelium	Endothelium	4.94	0.14	2.1	0	2.1	0	2.1	0	0	0	0	0	0	0	2.7	2.7	2.1	2.1	4.2	0	0	0	2.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.56	0.51	3.5	2.4	0	2.4	0	0	0	0	0	0	0	2.4	0	2.4	2.4	0	5	0	2.4	2.4	4.1	2.4
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.1	2.94	2.6	2.6	0	2.6	0	2	0	0	2	0	0	0	2.6	2.6	2	2	4.4	0	3	3	4	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.32	-1	2.2	1.3	0	1.3	0	0	0	0	0	1.3	1.3	0	2.2	2.7	1.9	1.3	4.4	3.3	1.9	3.3	4.1	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.81	1.69	3.4	0	0	0	0	0	0	0	1.8	1.8	2.8	0	2.4	3.4	2.4	2.4	4.5	2.4	0	3	1.8	2.4
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.93	-1.31	3.2	0	2.1	0	0	2.1	2.8	0	0	0	2.1	0	0	3.2	3.2	2.8	4.5	0	0	3.4	2.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.18	-0.5	2.5	0	0	0	0	0	0	1.9	1.9	0	1.9	0	2.9	3.4	0	2.9	4.2	0	0	2.9	2.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.02	0.6	2.5	0	3.2	0	0	0	0	0	2.5	0	2.5	0	2.5	2.5	3.2	0	4.2	0	0	4	0	2.5
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.56	3.91	3.1	1.8	0	0	0	0	0	0	0	0	0	0	2.8	2.4	1.8	1.8	4.5	0	5	2.8	0	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.51	4.67	2.1	0	0	0	2.1	0	0	0	0	0	0	0	2.7	2.7	0	0	4.3	0	0	0	2.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.04	-1.09	2	2	2	2	0	0	2	0	0	0	0	0	0	2.7	2	2.7	4.3	0	0	2	3.7	3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.59	0.24	3.1	0	0	1.8	0	0	0	0	0	0	1.8	0	1.8	0	0	0	4.1	3.1	0	2.8	4.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.34	3.17	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	4.1	0	2.4	0	3.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.61	2.4	2.8	0	0	0	0	0	0	0	0	0	0	2.2	2.2	0	0	2.6	3.8	2.2	3.2	3.4	4.7	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.45	1.06	3	2.3	2.3	0	0	2.3	0	0	2.3	0	0	0	3.4	2.3	0	0	4.5	0	0	2.3	3.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.27	-0.81	2	2.6	2	2	2	0	2.6	2	0	0	2.6	0	2	2	0	0	4.6	0	2	2	3.7	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.1	3.43	0	0	0	0	0	0	0	0	0	0	1.9	0	1.9	0	1.9	2.9	4.6	0	0	3.4	2.5	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.56	-1.56	3.3	2	0	3.3	0	0	0	0	2	0	0	0	2	3.7	2	2	3.8	0	2.6	2	3	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.84	-0.55	2.2	0	2.2	2.2	0	0	0	0	2.2	0	2.8	0	2.8	3.2	2.2	0	3.7	2.2	0	0	0	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.68	-2.94	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	2.5	4.7	0	3.5	3.1	4.6	2.5
E7.75	E775_Endothelium	Endothelium	2.98	-3.86	3.5	3.1	2.8	2.4	3.1	0	1.8	1.8	2.4	0	0	1.8	3.1	3.6	0	3.5	3.9	1.8	0	1.8	2.4	2.4
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.66	-3.27	3.8	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	4.6	0	4.1	0	3.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.85	4.37	0	0	0	0	0	0	0	0	0	0	0	0	2.7	2.1	0	3.1	4.1	0	3.4	2.1	2.1	0
E7.75	E775_Endothelium	Endothelium	3.66	-3.79	2.3	1.7	3.1	1.7	1.7	1.7	1.7	0	1.7	0	0	0	2.6	2.3	1.7	1.7	3.9	0	0	2.3	2.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.22	4.72	1.8	0	0	0	0	0	0	0	0	0	1.8	0	0	3.5	0	0	4.7	0	3.7	2.8	2.4	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.3	0.63	3.7	0	0	2.2	2.2	0	0	2.2	2.2	0	3.7	0	2.8	3.2	0	0	4.5	2.8	0	2.2	3.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.83	1.92	2.1	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	4.4	2.7	0	2.1	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.24	-1.45	3.7	2.8	0	2.2	0	0	2.8	0	2.2	0	2.2	0	3.2	3.5	0	2.8	4.3	0	0	2.2	2.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.33	1.73	2.3	0	0	0	0	0	0	0	0	0	3	0	2.3	0	0	0	4.4	3	0	0	2.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.41	-2.44	2.8	2.8	2.8	0	0	0	2.8	0	0	0	2.8	0	3.5	2.8	0	3.5	4.2	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.45	-1.77	1.9	1.9	2.6	2.6	1.9	1.9	0	0	1.9	0	3.2	1.9	2.9	1.9	2.6	2.6	3.9	0	0	3.2	1.9	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.84	0.61	1.8	0	0	0	0	1.8	2.4	0	1.8	0	1.8	0	2.4	2.8	0	3	3.8	0	0	2.4	0	3
E7.75	E775_Endothelium	Endothelium	5.65	-1.3	0	0	2.5	0	0	0	0	0	0	0	2.5	0	2.5	0	3.9	2.5	4.4	0	0	3.2	2.5	0
E7.75	E775_Endothelium	Endothelium	5.8	-1.52	2.7	1.7	2.3	0	0	1.7	2.3	1.7	1.7	0	1.7	0	2.3	2.3	1.7	2.3	4.1	0	0	2.7	1.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.26	1.26	2.8	0	0	0	0	0	0	0	0	0	0	0	2.1	2.8	0	0	3.6	0	0	2.8	5.6	2.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.97	-3.85	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	2.2	3.5	3.3	5	0
E7.75	E775_Endothelium	Endothelium	5.21	-1.98	2.4	1.8	0	2.8	2.4	2.4	0	1.8	0	0	3.5	0	1.8	3.3	1.8	3.1	3.6	0	0	0	2.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.14	-3.69	3.3	3.5	2.4	3.3	1.8	0	1.8	0	3.1	0	2.4	0	3.1	2.8	0	1.8	3.9	1.8	1.8	2.8	2.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.3	-3.74	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	4.1	3	0	0	3.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.47	-2.99	2.9	0	2.9	2.9	0	0	0	2.9	2.9	0	0	0	0	0	0	2.9	4.3	0	0	2.9	2.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.05	4.99	0	0	0	0	0	0	0	0	0	0	0	0	3.3	2.7	0	2.7	4	0	0	3.3	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.46	-1.65	3.8	0	0	1.9	1.9	0	2.5	0	0	0	2.5	0	2.9	1.9	0	1.9	4.4	2.5	2.5	3.5	5.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.07	-2.53	1.9	1.9	1.9	0	0	0	1.9	0	2.5	0	2.9	0	0	2.5	1.9	2.5	4.6	0	0	2.5	4.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.25	-1.69	1.7	1.7	2.3	1.7	0	0	1.7	2.3	0	0	0	0	2.3	2.7	1.7	2.3	3.9	1.7	0	1.7	0	2.3
E7.75	E775_Endothelium	Endothelium	4.49	-2.91	2.1	2.1	3.4	0	0	2.1	0	0	0	2.1	2.1	0	3.2	2.8	0	2.8	3.8	0	0	2.1	2.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.4	2.25	3.6	0	0	0	0	0	0	0	0	0	2.9	0	0	2.9	0	0	4.3	0	0	2.9	3.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.44	1.1	0	0	0	0	0	0	0	2.5	0	0	0	0	2.5	2.5	0	0	4.8	0	0	3.2	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.49	-2.59	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	4.7	2.9	4	3.6	5.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-6.09	-0.52	3.5	0	0	0	0	0	0	0	0	0	1.7	0	1.7	3.3	0	0	4.3	2.7	0	2.7	4.6	1.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.94	-3.02	3.7	3.3	0	3.3	0	0	0	0	0	0	0	0	3.3	3.3	0	0	4.4	0	0	0	0	2.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.3	3.66	2.7	0	1.7	0	0	0	0	0	0	0	1.7	0	0	1.7	2.3	0	5	0	0	3.5	2.3	2.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.05	-3.64	2.1	0	0	2.1	0	0	0	0	2.1	0	0	0	0	0	0	2.1	4.4	0	4.2	0	3.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.23	-0.8	3.1	0	0	0	0	0	0	0	2.4	0	0	0	0	3.1	0	0	4.1	0	0	3.5	3.1	2.4
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.24	-2.78	3.7	1.9	3.4	1.9	1.9	0	2.5	0	2.9	1.9	3.4	0	2.5	3.4	0	2.5	3.8	0	0	0	3.4	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.77	5.26	0	0	0	0	0	0	0	0	0	0	0	0	2.8	3.4	3.4	0	4.3	0	3.4	3.4	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.57	0.81	2.3	0	0	1.7	0	0	0	0	0	0	2.3	0	0	3	1.7	2.7	3.5	0	0	3.2	4.1	1.7
E7.75	E775_Endothelium	Endothelium	5.7	-1.22	2.4	1.8	2.8	2.4	0	0	0	1.8	1.8	0	2.4	0	0	1.8	2.4	2.4	3.9	0	0	1.8	2.8	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5.6	0.58	2.5	0	0	1.9	0	0	0	1.9	1.9	0	0	0	0	2.5	0	2.5	3.7	0	1.9	2.5	3.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.63	-3.46	3.6	2.3	0	0	2.3	0	0	0	0	0	0	0	2.3	3.9	0	0	4.9	2.3	2.3	3.4	4	2.3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.51	0.23	3.9	2.4	0	1.8	0	0	0	0	3	0	3	0	0	3.7	0	2.4	3.9	0	0	2.8	4.2	2.4
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.41	2.62	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	0	0	3	3.7	4.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.83	0.13	2.9	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	1.9	4.1	0	0	3.6	5.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.68	-0.48	0	0	0	3.1	0	0	0	0	0	0	0	0	0	3.1	0	0	4.5	2.5	0	2.5	5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.83	-0.31	2.2	2.8	0	0	0	0	2.2	0	0	0	2.8	0	0	3.5	2.2	2.2	4.4	0	0	2.2	3.5	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.7	2.22	2.7	0	1.7	1.7	0	0	0	0	0	0	0	0	2.7	2.3	1.7	2.3	4	0	0	3.9	3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.74	3.44	3.6	0	0	0	0	0	0	0	2.3	0	2.9	0	3.3	3.3	2.3	0	4	0	0	2.3	0	3.3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.43	1.2	3	0	0	0	0	0	0	2.3	2.3	0	3	0	0	2.3	2.3	0	4.2	0	2.3	2.3	4.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.14	-1.76	2.5	2.5	0	1.8	2.5	0	0	1.8	2.5	0	1.8	0	0	4.1	2.5	1.8	3.9	0	0	2.8	2.8	2.5
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.99	-2.9	3.6	0	2.3	2.3	0	0	0	0	0	0	0	0	0	2.9	0	0	4.3	0	0	2.3	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.85	0.79	2.1	2.1	2.1	0	0	0	0	0	0	0	0	0	0	2.1	0	0	4.2	2.1	2.1	2.1	3.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.48	-0.65	2.8	2.1	0	2.8	0	0	2.1	0	0	0	0	0	0	0	0	3.1	4.3	3.6	0	2.8	5.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.03	-2.69	3.6	0	0	0	0	0	2.3	0	0	0	2.3	0	0	3.4	0	2.3	3.9	0	0	0	4.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.33	-2.08	3.8	3.3	0	3	0	2	0	2	0	0	2.6	0	3	3.8	2	3.3	3.3	0	0	0	3.8	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.09	0.14	2.2	0	0	0	2.2	0	0	0	0	0	0	0	0	2.2	0	2.2	4	0	2.8	2.8	5.3	2.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.33	-1.51	3.2	2.1	0	2.8	0	0	0	3.2	0	0	2.1	0	0	2.8	2.1	0	4.2	0	2.1	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.8	-1.34	2.7	1.8	0	1.8	0	0	0	0	1.8	0	2.4	0	1.8	2.7	1.8	2.7	3.8	0	0	1.8	3.2	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.76	-3.91	2.1	0	3.8	2.7	0	0	2.1	2.7	0	0	2.1	0	2.1	2.7	2.1	3.6	4.3	0	2.1	0	2.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.25	-4.02	3.4	1.9	1.9	2.6	0	0	2.6	0	0	1.9	2.6	0	2.6	1.9	1.9	2.6	3.6	0	0	0	0	1.9
E7.75	E775_Endothelium	Endothelium	2.65	-3.49	3.3	2.7	2.7	2	2.7	2.7	0	0	0	2	2.7	0	3.5	3.5	2.7	3	3	0	2.7	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.74	1.25	2	0	2	0	0	0	0	2.6	0	0	2	0	0	3.3	0	0	4.5	2	0	3.3	4	2.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.31	-0.58	3.1	0	3.1	0	0	0	0	0	0	0	0	0	3.1	2.1	0	2.1	2.1	0	0	3.4	4.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.44	-1.88	3.2	2.4	0	0	0	0	0	0	0	0	0	0	1.8	2.8	0	1.8	4.4	2.8	0	3.4	4.6	2.4
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.71	-1.64	3	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	2.4	3	0	0	3.4	3.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.09	0.51	0	2	0	0	0	0	0	0	0	0	3	0	3.3	3.5	0	0	4.2	0	0	0	3	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.85	4.57	2.8	0	0	0	0	0	0	0	0	0	2.4	0	3.1	2.8	1.8	0	4.6	0	2.4	2.8	2.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.29	-4.16	2.6	0	0	0	2.6	0	0	0	0	0	0	0	0	3	0	0	4.7	0	2	2	3.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.26	-2.52	2.8	2.1	3.2	3.2	2.1	0	2.1	2.1	4	0	0	2.1	2.8	2.1	0	2.8	3.8	0	0	3.2	2.1	2.1
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.21	0.92	2.9	0	0	1.9	0	0	1.9	0	1.9	0	0	0	2.5	0	0	1.9	4	0	1.9	2.9	4.7	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.91	0.02	2.2	1.6	0	0	0	0	0	0	2.2	0	1.6	0	0	0	0	1.6	4.7	1.6	0	3	2.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.86	-0.86	3.2	0	0	0	1.9	0	0	0	2.5	0	0	1.9	2.5	1.9	0	2.5	4.4	2.9	0	0	4.8	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.3	1.39	3.2	2.6	0	0	0	0	2.6	0	0	0	0	0	0	4.1	0	2.6	4.3	3.2	0	3.9	3.2	2.6
