day	Anno	celltype	UMAP_1	UMAP_2	down:Klf6	down:Pitx2	down:Creb3l1	down:Tsc22d1	down:Peg3	down:Snai2	down:Prdm6	down:Tcf4	down:Tead1	down:Zfp711	down:Gata6	down:Hmg20b	down:Zfhx3	down:Purb	down:Tbx20	down:Epas1	down:Pbx1	down:Creb3	down:Myrf	down:Foxp1	down:Mbnl2	down:L3mbtl3	down:Tead4	down:Hlx	down:Dpf3	down:Tcf7l1	down:Gata5	down:Ets1	down:Zeb1	down:Cxxc4	down:Creb3l2	down:Zfp9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.56	-5.78	0	0	0	2.7	2.7	0	0	2	0	0	2.7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-1.59	3.53	0	0	0	2.6	2.9	0	1.9	0	0	0	2.6	1.9	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.34	-0.38	2.5	0	0	1.9	1.9	0	1.9	1.9	0	0	0	0	0	1.9	1.9	0	2.5	0	0	0	0	1.9	0	0	0	1.9	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.79	-1.45	1.9	0	0	2.9	1.9	0	2.5	1.9	0	0	2.9	1.9	0	1.9	0	0	0	1.9	0	0	0	0	1.9	0	0	0	0	0	1.9	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.54	0.69	0	0	0	2.9	3.7	1.5	0	1.5	1.5	0	1.5	1.5	0	0	1.5	0	1.5	0	0	0	1.5	0	0	0	1.5	1.5	0	2.1	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.42	-3.81	0	0	0	2.4	3.4	0	0	0	0	0	2.4	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-3.29	-2.79	3.5	0	0	3.5	3.1	0	3.1	0	2.4	0	0	0	2.4	2.4	3.1	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.64	3.82	0	0	0	2.1	2.8	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-3.91	0.63	0	3.2	0	2.5	3.2	0	2.5	0	2.5	0	2.5	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	2.5
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-1.06	-0.57	2.3	0	0	3.3	4.2	0	0	0	0	2.3	0	2.3	3.3	2.3	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.72	-4.33	0	0	0	3.3	2.7	0	0	0	0	0	2.7	3.3	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	2.7	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.16	1.23	2.6	0	0	2.3	2.8	0	1.4	0	2	0	2	2.3	1.4	0	0	0	2	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	1.4
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.9	-0.43	2.3	0	0	3.2	2.3	0	0	0	0	0	2.7	0	0	1.7	0	0	2.3	1.7	0	1.7	0	0	0	0	0	1.7	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-2.88	1.08	2.3	0	0	3.4	2.3	0	0	0	2.3	0	2.3	2.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.26	-2.16	3	0	2	4	2.6	3	2	2	0	0	0	2.6	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.44	0.27	1.5	0	0	3.5	2.7	0	2.1	2.1	1.5	0	2.4	2.7	0	2.1	1.5	0	2.4	2.1	0	0	0	1.5	0	0	0	1.5	0	1.5	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.51	3.13	0	0	0	2.3	2.3	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.43	-1.84	3.1	0	0	0	2.5	2.5	0	0	0	0	0	2.5	0	0	0	2.5	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	3.23	0.74	3.4	0	0	2.6	3.2	0	2	1.4	2.4	0	0	2.6	2	1.4	0	0	1.4	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.02	-2.22	0	0	0	3.8	0	2.2	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	2.2	2.2	2.2	2.2	0	2.2	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.74	-5.3	0	0	0	2.7	3.2	0	0	0	0	0	0	2.7	0	0	0	0	1.7	1.7	0	0	1.7	1.7	0	0	0	0	0	0	0	0	1.7	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.39	0.4	0	0	0	2.5	3.2	0	1.9	1.9	0	0	0	1.9	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	1.9	1.9	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-2.63	2.73	2.8	2.8	0	2.8	0	0	0	2.2	0	2.2	0	2.2	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.62	-1.51	0	0	2.3	4.1	2.3	0	2.3	0	2.3	0	0	2.9	2.9	0	2.9	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	0.65	4.48	0	0	0	2.3	2.9	0	2.3	0	0	0	0	0	0	2.3	2.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	4.89	4.26	0	0	0	3.5	3.2	0	2.8	2.2	2.8	0	0	2.8	2.2	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-0.43	5.28	0	0	0	2	3	0	3	0	2.6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	3.61	2.57	0	1.7	0	3.2	3.4	0	1.7	1.7	0	0	1.7	1.7	1.7	0	1.7	0	0	0	0	0	0	0	0	1.7	0	0	0	1.7	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-1.58	-2.97	2.5	0	0	3.2	1.9	0	2.5	1.9	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	1.31	3.02	0	0	0	0	3	0	0	2.4	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-7.11	0.84	4.1	2.8	3.7	0	2.2	2.2	2.2	2.2	0	0	0	2.8	2.2	2.2	2.2	0	2.8	0	0	0	0	0	0	0	2.2	0	0	0	2.2	0	2.8	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.48	-1.43	2.6	2	0	0	0	0	0	2	2	0	2.6	0	0	0	0	0	2.6	0	0	2	0	0	0	0	0	2.6	2.6	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-3.04	-1.28	2.1	0	0	0	3.4	0	2.1	2.1	2.1	0	0	0	0	2.1	2.1	0	0	0	0	0	0	2.1	0	0	0	0	0	2.1	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.2	-4.96	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.77	3.62	3.2	0	2.1	3.2	3.2	0	0	0	0	0	0	0	0	0	2.1	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.31	-4.34	2.7	0	0	0	4.5	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.94	2.42	3	0	0	2.4	2.7	0	3	0	0	0	1.8	3	0	2.4	0	1.8	1.8	0	1.8	0	0	0	0	0	0	1.8	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.58	-4.74	0	0	2.1	4	2.8	0	2.1	0	2.1	0	3.2	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.79	0.56	2	0	0	0	3.5	0	3.3	2.7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-2.17	1.73	0	0	0	0	3.4	0	2.4	2.4	0	2.4	0	2.4	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.17	-5.17	0	0	0	3.3	0	0	0	2.3	0	0	0	2.3	0	2.3	0	0	0	0	0	2.9	2.3	0	0	0	0	2.3	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.77	-4.66	0	0	0	3	3.7	0	0	0	2	0	2.7	2.7	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-5.57	-0.54	3.6	3.4	0	3.9	3.6	0	2.3	0	0	0	2.3	0	0	0	3	0	3	2.3	0	0	0	2.3	2.3	0	0	0	0	0	0	2.3	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.93	0.26	2.6	2.6	2.6	3	3.3	0	0	0	2.6	0	0	2	0	0	2	0	2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-1.51	3.13	2.1	0	0	2.7	2.1	0	2.7	0	0	0	0	2.1	0	0	3.1	0	2.1	0	0	0	2.1	0	0	0	0	0	0	0	0	0	2.1	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-5.12	-1.86	0	0	2.7	2.1	2.7	0	0	2.1	0	0	0	2.1	0	0	0	0	2.1	0	0	2.1	0	0	2.1	2.1	2.7	0	2.1	0	0	2.1	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-1.06	1.83	1.9	0	0	2.9	0	0	2.6	0	1.9	0	0	0	0	2.6	0	0	1.9	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4	-1.88	2.7	0	0	3.4	2.7	0	0	0	2.3	0	0	2.3	0	0	0	0	2.3	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-3.91	2.04	3	2	0	0	3	0	0	2	0	0	0	2	2	2.6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.84	3.6	0	0	0	3	3.3	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-1.41	2.59	2.5	0	0	3.6	3.2	0	0	1.9	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.93	-4.48	1.8	0	0	3	2.4	0	0	0	1.8	0	3	0	1.8	0	0	0	3.2	1.8	0	0	0	1.8	0	0	0	2.4	2.4	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-0.28	5.59	3.3	0	0	2.2	2.9	0	2.2	0	0	0	2.2	2.9	2.2	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-3.67	1.18	1.8	0	0	2.4	3.5	1.8	0	0	1.8	0	0	2.4	0	0	0	0	1.8	1.8	0	0	0	1.8	0	0	1.8	0	0	0	1.8	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.2	-1.63	0	0	0	2.3	0	0	0	0	2.3	0	2.3	0	2.3	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.31	-0.6	0	0	0	2.2	3.2	0	2.2	0	0	0	0	3.2	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-2.23	2.95	2.2	0	0	0	3.2	0	0	0	0	0	3.4	0	0	2.2	0	0	2.2	2.2	0	2.2	0	0	0	0	0	0	0	0	2.2	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	0.55	3.43	2	0	0	3.5	3	0	2.6	2	0	0	2	2.6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	2.7	3.87	1.9	0	0	1.9	2.9	0	1.9	0	1.9	0	2.5	1.9	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	2.5	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	0.27	3.21	0	0	0	2.9	2.5	0	0	1.9	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-0.33	-0.08	2.2	0	0	0	4	0	0	0	2.8	0	0	0	0	0	2.2	0	2.2	2.2	0	0	0	0	0	0	0	0	0	2.2	2.2	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.49	1.46	2.1	0	0	3.4	2.1	0	0	0	0	0	2.1	0	0	0	0	0	0	2.1	0	0	2.1	0	0	2.7	0	0	0	0	0	0	2.1	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-2.67	2.31	3	0	2	0	3	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.43	-4.21	0	0	0	2.2	3.9	0	0	0	2.2	0	2.2	0	0	2.2	0	0	0	0	0	2.2	0	0	0	0	0	2.2	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-1.89	1.89	3.1	1.9	0	2.9	3.1	0	2.5	2.5	1.9	2.5	2.5	0	0	0	0	1.9	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-1.49	3.73	2.3	0	0	0	2.3	0	2.3	2.3	0	0	2.9	0	0	0	0	0	2.3	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.01	4.47	1.8	0	0	2.8	2.8	0	2.4	0	0	0	0	2.4	0	0	0	0	1.8	0	0	1.8	0	0	0	0	0	0	1.8	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.5	-0.51	2.6	0	0	4.2	2.6	0	2.6	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	5.14	-0.16	1.8	0	0	1.8	1.8	0	2.4	1.8	2.4	0	0	0	0	1.8	1.8	0	1.8	1.8	0	0	1.8	0	0	0	0	1.8	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-3.76	-0.51	2	0	2	3.3	3.3	2	3	2.7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.37	3.49	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2.4	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.12	-4.64	3.6	0	2.1	4.2	2.1	0	0	0	2.1	0	0	3.1	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	0.28	-0.34	0	0	0	2	2	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	2	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.83	-4.33	0	0	0	0	0	0	0	0	0	0	2.6	2.6	2.6	0	0	0	0	0	0	2.6	2.6	0	2.6	0	0	3.2	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-1.59	0.33	2.7	0	0	2.3	2.7	0	1.7	1.7	2.3	0	1.7	2.3	0	1.7	1.7	0	0	1.7	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.36	-4.24	0	0	0	2.1	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	2.1	3.2	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	0.21	3.27	2.2	0	0	2.8	2.2	0	0	0	0	0	0	0	0	0	2.2	0	0	0	2.2	0	0	2.2	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-1.46	-3.23	2.2	0	0	3.2	3.9	0	3.7	0	0	0	2.8	2.2	0	0	0	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	0	2.2	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-0.47	0.44	3.2	0	0	3.2	3.6	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	2.6	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-2.35	-2.29	3.1	0	0	3.6	3.6	0	2.7	2.1	0	0	0	0	0	2.1	0	0	2.7	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-2.04	0.23	0	0	2	3.5	3.5	0	2	2	2.7	2	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-0.1	3.33	0	0	0	2.8	1.8	0	1.8	0	0	0	0	2.5	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.2	-5.62	2.2	0	2.2	2.8	2.2	0	0	0	2.2	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-3.34	0.43	3.2	2.2	0	3.7	4.1	0	2.8	0	2.8	0	2.2	3.7	0	2.2	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	0.78	1.22	3.3	0	0	0	3.3	0	2.6	0	2.6	0	0	2.6	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-3.01	1.99	1.9	0	1.9	3.3	3.3	0	1.9	0	2.5	0	0	1.9	0	0	0	0	0	1.9	0	1.9	1.9	0	0	0	0	0	0	0	0	1.9	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-5.79	0.52	0	2.3	2.3	0	3.6	0	0	0	2.3	2.3	2.3	2.3	0	0	2.3	2.3	0	2.3	0	0	2.3	0	2.3	0	0	0	0	2.3	0	0	2.3	2.3
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-6.89	0.06	2.5	4.1	0	2.5	3.2	0	2.5	0	0	2.5	0	0	0	0	2.5	0	2.5	2.5	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-5.25	-1.89	0	0	2.4	3.4	3	0	0	0	0	3	0	2.4	0	0	0	0	0	0	0	0	0	0	2.4	2.4	0	2.4	0	2.4	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-3.06	2.67	0	0	0	1.9	3.2	0	0	0	0	0	3.2	1.9	0	0	0	0	0	0	0	1.9	0	0	0	2.5	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-0.66	2.75	0	2	0	0	2.6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.61	-5.49	2.1	0	0	3.2	2.8	0	0	0	0	0	4.4	2.1	0	0	0	0	2.1	0	0	2.8	0	0	0	0	0	0	2.8	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-5.05	0.92	3	3.5	2.6	2.6	2	2.6	2	0	2	0	0	2.6	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
E7.5	E75_ExE_mesoderm	ExE_mesoderm	2.87	-1.25	2.9	0	0	2.2	3.2	0	2.2	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	2.2	2.2	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.86	-4.27	2.8	0	2.8	2.8	2.8	0	0	2.2	0	0	3.2	2.2	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	0.32	2.42	0	0	0	3.1	3.7	0	1.9	0	1.9	0	0	0	0	1.9	1.9	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.96	-1.56	2	0	0	3	2.6	0	2.6	2	2.6	2	2	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.51	-4.92	0	0	0	2.6	2.6	0	0	2	0	0	2	2	0	2	0	0	0	0	2.6	0	0	2	2	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.66	-5.02	2	0	0	2.6	4	0	3	0	0	2	2.6	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.57	0.45	2.4	0	2.4	3.1	4.2	0	3.5	0	2.4	0	0	2.4	0	0	0	3.1	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-0.36	1.94	2.8	0	0	2.2	4.2	0	2.2	0	0	0	0	0	0	0	2.2	0	2.8	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.98	-5.3	0	0	0	3.5	2.2	2.2	0	0	0	2.2	3.5	2.2	0	2.2	0	0	2.2	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.2	2.83	2.6	0	0	0	3.2	0	2.6	0	2.6	0	0	0	0	0	0	0	2.6	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-3.29	1.18	2	0	2	3.5	2	0	3.5	2	0	0	0	0	2	0	0	2	0	2	0	0	0	2.6	0	2	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	1.41	-1.75	2.1	2.1	0	0	3.4	0	0	0	2.1	0	0	2.7	2.7	0	0	0	2.1	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.37	-1.18	2.9	0	0	2.9	3.2	0	1.9	0	0	1.9	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-2.89	-0.43	3.3	0	2	3.8	3.5	2.6	2	2	0	0	2	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-2.95	-1.32	3	2	0	3.5	3.3	0	3	2.7	0	0	0	2.7	0	2.7	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-0.43	-0.71	2.7	0	0	3.9	4.2	0	0	0	0	0	0	2.1	0	2.1	3.1	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	1.79	3.24	0	0	0	2.2	2.9	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.32	5.01	2.3	0	0	2.3	2.3	0	2.3	0	0	0	2.3	0	0	0	0	0	0	2.3	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-1.05	3.24	0	0	0	2.3	2.9	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-5.3	2.36	3.2	2.2	0	2.2	2.8	2.2	2.2	2.2	0	0	2.2	0	2.2	0	0	0	2.2	2.2	0	0	0	0	2.2	0	2.2	0	0	0	0	2.2	0	2.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.57	-5.31	0	0	0	2.6	2.6	0	0	2	0	0	2	2	2.6	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.35	1.71	2.6	0	0	3.3	3.5	0	2.2	1.6	1.6	1.6	2.6	2.6	0	0	0	1.6	2.2	0	0	0	0	1.6	0	0	0	0	0	1.6	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.9	-5.18	1.7	1.7	0	2.3	3.1	0	0	0	0	2.3	0	1.7	0	0	1.7	0	1.7	0	0	0	1.7	1.7	0	0	0	1.7	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.69	-5.29	1.9	0	0	3.4	3.1	0	1.9	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0
