day	Anno	celltype	UMAP_1	UMAP_2	marker:Apela	marker:Krt8	up:Hesx1	up:Tal2	down:Pou5f1	down:Eomes	down:Lhx1	down:Sp5
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-5.79	-0.36	4	5.4	0	0	1.9	0	0	2.5
E7.5	E75_Definitive_endoderm	Definitive_endoderm	3.36	3.08	2.9	2.3	0	0	5.2	3.3	2.3	4.6
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-1.28	-4.58	2.7	4.4	2.7	0	3.8	2.1	2.1	3.4
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	0.52	0.51	0	4	0	0	3.8	1.9	4.1	4.2
E7.5	E75_Definitive_endoderm	Definitive_endoderm	2.27	6.15	3.1	2.5	0	0	4.8	3.8	0	3.5
E7.5	E75_Definitive_endoderm	Definitive_endoderm	1.57	4.15	1.8	3.7	0	0	4.5	2.4	2.4	3.6
E7.5	E75_Definitive_endoderm	Definitive_endoderm	0	0.48	0	5.2	2.7	0	3.7	0	3.7	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-1.15	2.21	0	3.5	0	0	3.9	0	2.5	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	2.48	5.34	0	2.9	0	0	4.7	3.3	0	3.6
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	0.81	-0.33	0	2.9	0	0	4.4	3.6	3.7	3.9
E7.5	E75_Definitive_endoderm	Definitive_endoderm	2.08	5.76	3.3	2.3	0	0	4.5	3.6	0	3.6
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	1.23	-0.53	0	3.4	0	0	3.2	1.7	3	3
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	4.67	0.85	0	3.2	0	0	4.5	0	2.9	4.9
E7.5	E75_Definitive_endoderm	Definitive_endoderm	0.44	5.69	2.5	2.5	0	0	5.3	3.7	0	3.8
E7.5	E75_Gut	Gut	-2.92	-2.29	4	4.5	2.3	1.7	0	0	0	2.3
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	3.24	0.22	0	2.7	0	0	4.5	2.7	2.3	3.1
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.08	3.67	0	4	0	0	3.8	0	3.1	4.2
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	0.5	-3.7	0	3.9	0	0	3.7	2.8	3.5	3.5
E7.5	E75_Gut	Gut	-3.32	-2.17	3.8	4.7	0	0	3.8	0	0	0
E7.5	E75_Gut	Gut	-2.03	-1.24	3.8	4.8	0	0	3.1	0	0	2.4
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-5.18	-2.6	3.4	4.7	0	0	3	0	0	3.9
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	4.32	-0.15	2.3	3.1	2.3	0	4.3	1.7	0	3.6
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.89	5.09	4	1.9	0	0	4	0	0	0
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	4.47	0.81	0	2.1	0	0	4	3.1	2.1	3.6
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.7	-1.24	0	4.4	2.2	0	0	0	4	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.27	5.52	2	2	0	0	4.3	3	0	0
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	0.7	-1.56	0	4	2.2	0	4.2	3.2	3.5	4
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	1.58	-2.36	1.9	3.2	0	0	3.9	1.9	4	3.6
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	2.68	0.34	0	2.1	0	0	4.2	2.7	0	3.1
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.58	1.24	0	4.8	2.1	0	2.7	0	2.7	3.1
E7.5	E75_Gut	Gut	-1.25	-0.58	0	4.9	5	0	2.1	0	0	0
E7.5	E75_Gut	Gut	-0.9	0.21	2.9	5	0	0	0	0	0	2.9
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-2.42	-2.1	3.1	3.7	1.9	1.9	3.7	2.5	0	2.8
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-4.89	-3.13	3.7	4.7	0	0	3.3	0	0	3.9
E7.5	E75_Definitive_endoderm	Definitive_endoderm	2.27	5.85	4.5	3.3	0	0	4.7	3	0	2
E7.5	E75_Definitive_endoderm	Definitive_endoderm	0.09	0.5	0	4.7	1.9	0	2.5	0	0	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-4.92	0.61	1.8	4.3	0	2.4	4	2.4	0	0
E7.5	E75_Gut	Gut	-2.14	-1.6	0	5.1	3.8	1.6	1.6	0	0	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-5.32	-0.13	2.1	5	3.1	1.7	2.7	1.2	0	2.1
E7.5	E75_Definitive_endoderm	Definitive_endoderm	2.26	-2.22	2.7	4	0	0	4	2.9	2.1	3.6
E7.5	E75_Definitive_endoderm	Definitive_endoderm	4.61	-1.04	1.8	1.8	0	0	3.7	3	2.4	2.4
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.26	-4.86	2.6	4.3	4.6	0	3	3.3	0	2
E7.5	E75_Gut	Gut	-1.32	-0.5	0	4.9	3.9	2.9	2.9	0	1.9	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-2.35	-4.36	3.1	4	0	0	2.8	2.3	0	2.8
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-5.36	-0.71	2.3	3.6	3.2	0	3.2	2	2	3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.31	-3.14	1.9	3.4	0	0	4	0	1.9	3.7
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	3.02	1.47	0	2	0	0	4.7	2.6	3.1	4
E7.5	E75_Gut	Gut	-2.53	-4.15	3.9	4.5	3.4	2.1	2.7	0	2.1	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	0.64	4.55	0	4.5	2.5	0	4.1	3.1	2.5	4.3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	0.07	1.44	0	4.8	0	0	2.3	1.7	2.3	2.3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.49	-2.02	1.7	3.9	3.6	0	3.8	0	2.3	3.5
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-1.34	-4.88	0	4.1	0	0	3.3	0	2.4	3.3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-5.04	-3.08	3.4	4	0	0	3	0	0	3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-2.24	4.09	2.4	2.4	1.3	0	4	1.8	1.8	1.8
E7.5	E75_Definitive_endoderm	Definitive_endoderm	5.01	-0.18	0	2.4	0	0	4.7	3.8	0	3.4
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-3.61	-4.01	3.4	4.6	0	0	1.7	0	0	3.4
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.62	-1.85	0	4.8	4.3	0	3.2	1.8	1.8	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-6.45	-0.62	4.7	4.9	0	0	3	0	0	2.5
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-2.22	-3.08	0	3.7	3.6	0	0	0	0	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-3.21	-3.28	3.7	4.4	0	0	2.4	0	0	3.4
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-2.36	4.15	1.7	1.7	0	1.7	3.5	2.3	0	2.7
E7.5	E75_Gut	Gut	-1.92	-2.8	0	5.3	4.5	0	0	0	0	0
E7.5	E75_Gut	Gut	-6.49	-0.05	2.4	5.1	3.8	1.8	1.8	0	0	2.4
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-2.13	-4.51	2.8	3.8	0	0	3.4	1.8	0	3.2
E7.5	E75_Gut	Gut	-3.03	-4.38	3.5	4.4	0	1.8	2.7	2.4	0	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	1.8	5.1	3.6	0	0	0	5.1	0	0	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-4.71	-0.1	2.2	4.7	0.7	0.7	3.8	0	0	1.5
E7.5	E75_Definitive_endoderm	Definitive_endoderm	4.85	-0.13	2	3	0	0	4.5	3.2	0	3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	0.19	-0.71	0	3.7	0	0	2.6	2.3	4.3	1.7
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-1.18	-4.12	0	3.8	3.4	0	1.5	1.5	1.5	0
E7.5	E75_Gut	Gut	-4.14	-0.64	3.8	4.8	2.8	0	2.5	1.1	0	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-3.55	-2.79	4.8	5.2	1.9	0	0	0	0	2.5
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	3.08	0.75	0	3.6	0	0	4.3	2.7	3.3	4.1
E7.5	E75_Gut	Gut	-2.71	-1.51	4.1	4.8	3.5	0	0	0	0	0
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	0.94	2.09	2.3	4.1	0	0	4.4	1.7	4.3	4.1
E7.5	E75_Definitive_endoderm	Definitive_endoderm	1.12	-2.71	0	4.4	0	0	4.1	0	3.8	2.8
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	4.61	-0.52	0	0	0	0	4.1	3.1	2.4	3.1
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-4.12	-3.66	5.1	4.9	0	0	2.3	0	0	3.3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-2.39	4.1	2.5	1.8	0	0	4.5	1.3	0	1.3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-3.06	2.48	2.4	3.6	0	0	4.4	0	0	1.6
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-2.79	-1.32	3.9	4.5	0	0	0	0	0	2.6
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	1.2	-1.21	0	4	0	0	3.9	1.7	4	3.8
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-2.75	2.48	2.1	2.1	2.4	0	4.4	0	0	2.1
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-1.86	4.32	4.2	1.6	2.2	0	4.1	0	1.6	2.2
E7.5	E75_Definitive_endoderm	Definitive_endoderm	0.92	4.68	2	4.7	0	0	4.1	0	0	4
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.87	-3.12	1.8	4.3	3.7	1.3	2.5	1.3	1.8	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-4.72	-3.16	4.2	4.4	0	0	2.8	0	0	3.3
E7.5	E75_Gut	Gut	-2.51	-1.8	3.6	4.1	3.1	0	4.1	0	0	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-4.27	-3.11	4.6	5.1	0	0	3.3	0	0	2
E7.5	E75_Definitive_endoderm	Definitive_endoderm	2.52	4.22	0	3.4	0	0	5	2.4	0	3.9
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-1.86	2.31	3.6	3.4	3.2	0	4	2.1	1.5	1.5
E7.5	E75_Gut	Gut	-2.25	-3.02	2.3	4.2	1.7	2.3	2.7	0	0	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-2.17	-3.34	2.3	4.7	3.7	0	1.7	0	0	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-3.74	-1.75	3.2	4.5	0	0	2.2	0	1.3	1.3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-6.25	-0.19	4.7	4.7	0	0	3.1	0	0	1.3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	1.5	5.14	0	2.1	0	0	5	3.3	2.1	3.3
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-5.89	0.25	1.5	4.1	0	0	1.5	2.5	1.5	2.7
E7.5	E75_Definitive_endoderm	Definitive_endoderm	0.45	5.96	4.4	1.9	0	0	4.9	2.9	0	2.9
E7.5	E75_Definitive_endoderm	Definitive_endoderm	2.74	4.68	3	0	1.6	0	4.7	0	0	2.8
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.51	-1.68	0	3.6	2.8	0	3.3	0	3.3	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-4.58	-3.44	4.2	4.8	0	0	1.7	0	0	3.4
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	1.38	0.87	1.7	3.4	0	0	3.9	1.7	3.7	3.1
E7.5	E75_Definitive_endoderm	Definitive_endoderm	3.67	2.87	0	0	0	0	4.3	2.1	2.1	4.2
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	3.97	1.08	0	3.2	0	0	4.4	3	3.2	3.9
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-3.31	3.17	2.6	3.5	3.8	1.4	3.5	0	0	0
E7.5	E75_Definitive_endoderm	Definitive_endoderm	-0.99	-4.83	3.2	3.9	0	0	2.9	1.9	2.6	3.6
E7.5	E75_Anterior_primitive_streak	Anterior_primitive_streak	0.36	1.13	1.7	4.5	0	0	3.6	1.7	3.8	3.6
E7.5	E75_Gut	Gut	0	0.98	0	5.3	1.7	0	3.5	0	2.3	2.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.57	2.98	0	0	0	0	4.4	2.8	0	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-3.75	2.61	0	2.2	0	0	4.3	3.2	3.7	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.6	1.39	0	2.6	0	0	4.2	4.3	4	2.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.69	1.42	0	2.9	0	0	3.8	3.6	4.1	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.62	-0.5	0	2.6	0	0	4.3	3	4.3	2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.26	3.85	2	0	0	0	4.4	2.6	3.3	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.23	-1.01	0	0	0	0	4.3	3.1	4.3	2.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.78	-1.5	0	2.7	0	0	4.4	2.7	3.6	2.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.67	4.72	2.1	2.1	0	0	4.7	2.8	2.8	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.45	0.45	0	2.6	0	0	3.5	3	4.1	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.19	-3.32	2	3.3	0	0	4.2	2.7	3.9	2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.16	-3.65	2	0	0	0	3.5	0	4.1	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.96	-1.06	0	0	0	0	4.5	3.8	3.8	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.16	-2.84	0	2.4	0	0	3.2	2.7	4.2	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.16	-0.3	0	2.5	0	0	4.4	3.4	3.5	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.81	4.5	0	2.3	0	0	4.2	3	2.3	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.96	0.98	1.6	2.6	0	0	4.3	2.6	2.9	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.29	-2.8	0	2.4	0	0	4	3.7	4.6	1.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.2	-3.45	0	3.2	0	0	3	2	3.8	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.74	-2.16	0	0	0	0	4.5	3.7	3.9	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.7	0.72	0	3.3	0	0	4.5	3.3	3.5	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.2	-1.69	0	0	0	0	4.1	3.2	4.3	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.74	-0.14	0	1.7	0	0	3.6	2.3	3.3	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.25	-0.91	0	0	0	0	4.5	2	4.3	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.43	2.77	2.6	0	0	0	4	2	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.01	4.1	0	2.3	0	0	3.6	3.3	4	2.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.53	5.9	2.4	3.1	0	0	3.4	3.4	2.4	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.84	4.04	3.6	0	0	2.3	3.8	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.78	-2.69	0	0	0	0	3.9	2.8	4	1.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.41	-2.94	0	2	0	0	4.5	2	3.8	2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.66	-0.87	0	2.3	0	0	3.9	1.7	3.8	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.44	-0.7	0	2.8	0	0	4.3	3.2	3.7	2.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2	2.5	3.2	1.9	0	0	4.2	3.4	1.9	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.58	1.19	0	0	0	0	4.6	2.1	3.1	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.77	2.74	0	3.5	0	0	4.8	3.5	3.4	1.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.86	0.77	2	0	0	0	4.8	3	3.3	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.28	3.49	0	0	0	0	4.7	2.5	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.97	-3.32	0	0	0	0	3.8	3.4	3.8	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.94	5.35	2.2	2.2	0	0	3.7	3.2	2.2	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.12	2.47	0	1.9	0	0	4.5	3.1	2.9	2.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.59	-4.06	0	2.6	0	0	3.7	0	3.8	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-3.49	2.74	1.6	2.6	0	0	4.6	2.2	3.5	1.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.82	2.63	0	3.8	0	0	4.7	2.4	2.4	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.27	5.76	3	0	0	0	4.1	3.4	3	2.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.57	2.94	0	2	0	0	4.2	2	3	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.2	5.08	2.9	2.3	0	0	4	3.6	3.3	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.97	-2.25	0	3.3	0	0	4.1	2	3.7	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.13	1.06	0	1.8	0	0	4.2	3.5	3.1	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.23	3.72	2.7	0	0	0	4.8	2	0	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.32	-0.42	0	3.1	0	0	4.4	2.1	2.1	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.44	3.34	2	3	0	0	4.2	2	3.5	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.29	-1.36	0	0	0	0	4.4	3.4	3.4	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.88	1.06	0	2.5	0	0	4.6	3.4	3.7	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.92	-1.12	0	3.3	0	0	3.8	2.8	4.5	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.18	-2.86	0	2.2	0	0	3.3	3.3	3.8	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.43	1.45	0	0	0	0	4	3.2	2.6	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.3	-3.76	0	3	3	0	3	2.3	4	2.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.03	2.56	0	5	2.4	0	3.4	2.4	3	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.15	-1.34	0	2.6	2.9	0	4.3	2.9	2.6	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.46	-1.41	0	0	0	0	4.1	3.4	3.1	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.75	-1.2	0	3.4	0	0	3.8	3.4	2.7	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.42	0.86	0	2	0	0	4.4	2	3	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.12	-1.47	0	0	0	0	4.3	3.1	4.1	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.12	1.8	0	2.8	0	0	4.1	3.8	2.8	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.3	1.48	1.8	3	0	0	3.6	3.4	3	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.42	-1.65	0	0	0	0	4.7	0	3.1	2.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.55	-0.17	1.9	2.5	0	0	4.1	3.5	1.9	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.75	-1.24	0	4.3	0	0	3	2.3	3.4	2.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.16	-4.34	0	4.5	2.2	0	2.8	2.2	2.8	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.32	1.15	4.1	0	0	0	4.5	2.4	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.33	-3.19	0	3.6	0	0	3.8	2.3	3.8	2.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.12	0.72	3.3	3.9	0	0	3.7	2.7	2.1	3.3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.99	3.36	4.4	0	0	0	4.6	2.3	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.99	1.49	2	2	0	0	4.3	3	3	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.98	-1.91	0	0	0	0	3.8	2.1	3.4	4.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.56	1.5	0	3.8	0	0	4.6	3.2	3.8	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.39	-3.65	0	3	0	0	4.4	0	4.6	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.87	-0.72	0	0	0	0	4.1	3.6	3.3	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.46	-1.02	0	3.2	2.2	0	4.3	2.2	4	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.66	3.11	1.6	0	0	0	5.1	1.6	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.37	-2.37	0	3.8	0	0	4	2.1	3.8	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.25	2.71	0	2.3	0	0	4.5	2.3	3.7	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.36	-3.55	0	3.1	0	0	3.1	2.1	2.1	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.68	5.09	2.9	1.9	0	0	5.1	3.2	3.2	3.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.26	0.94	0	3.7	0	0	3.5	2.9	4	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.46	-1.03	2.1	3.1	0	0	4.2	2.7	3.1	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-0.38	-0.1	0	3.2	0	0	3.9	3.4	4.3	1.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.75	5.73	3.9	0	0	0	4.8	0	0	2.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.21	-3.32	0	3.4	1.9	0	3.4	1.9	2.9	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.61	2.07	0	3.6	1.9	0	4	3.2	2.6	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.13	0.69	0	3.8	1.9	0	3.7	2.5	3.8	2.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.76	3.36	2	3	0	0	4.3	3	3.7	4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.82	1.47	1.9	0	0	0	4.4	3.4	3.6	2.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.61	0.99	0	3.7	0	0	3.9	2.9	3.7	3.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.68	-2.82	0	3.2	0	0	3.8	2	3.6	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.69	-2.63	0	2.7	0	0	3.4	3.4	2.1	3.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.64	-3.5	0	4.6	0	0	3.5	0	4	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	4.11	2.82	2.6	3	0	0	4.7	4	0	2.6
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-3.23	1.28	2	2	0	0	4.3	2.6	3.3	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-1.94	2.2	2.9	0	0	0	5.2	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.92	0.44	0	2.8	0	0	4.3	3.3	3.1	3.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.46	3.32	2.6	1.9	0	0	4	0	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-3.02	-4.54	0	3.3	0	0	3	3	0	3.5
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	0.22	1.96	0	3.5	0	0	4.7	3.5	0	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.61	3.92	2.6	3	0	0	4.3	3.8	3	3.9
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.18	-2.43	0	3.4	0	0	4.6	2.7	3.6	4.1
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.28	1.29	0	3.4	0	0	3.4	3.7	3	4.2
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	3.45	1.44	0	2.2	0	0	4.5	2.8	2.8	3.7
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.98	-3.09	0	0	0	0	3.7	3	4	3
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.02	2.39	0	2	0	0	4.6	2.8	3.2	2.8
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	1.98	3.09	2.8	4	0	0	4.6	3	1.5	3.4
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	-2.22	3.02	1.7	2.7	0	0	4.8	2.3	0	0
E7.25	E725_Anterior_primitive_streak	Anterior_primitive_streak	2.04	1.4	0	3.2	0	0	4.5	3.7	3.2	3.4
