day	Anno	celltype	UMAP_1	UMAP_2	marker:Runx1	marker:Hapln1	marker:Fli1	up:Hoxb2	up:Gata1	up:Gfi1b	up:Lyl1	up:Hoxb4	up:Runx1	up:Ascl2	up:Hoxb5	up:Emx2	up:Bcl11b	up:Hoxb6	down:Etv2	down:Pou5f1	down:Hes1	down:Msx1	down:E2f4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5.48	0.31	2.6	1.7	2.6	3.4	0	0	0	0	2.6	0	0	0	0	0	0	2.3	1.7	0	2.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.33	-2.94	0	0	1.4	0	0	0	1.4	0	0	0	0	0	0	0	5.4	3.8	0	2	3.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.74	0.39	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	5.5	3.8	2.2	0	4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.45	-0.65	1.9	0	0	0	0	0	0	0	1.9	0	0	0	0	0	5	4	3.4	3.4	3.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.03	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	3.5	2.4	2.4	3.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.53	1.06	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	4.8	3.4	2.4	2.4	3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.33	3.03	2	2.4	2.4	0	0	0	0	0	2	0	0	0	0	0	4.3	2.8	2.8	3.7	3.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.47	-1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	4	1.8	3.6	3.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.16	-2.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	3.4	1.9	0	3.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.69	2.63	2	0	2.6	0	0	0	0	0	2	0	0	0	0	0	4.3	3.8	3.5	3.3	2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.48	0.81	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	4.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.84	2.46	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	5.4	3.8	2.9	3.2	2.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.99	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	3	3.7	2	2.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.66	-0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	3.5	3.9	3	2.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.82	-0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	3.9	3.3	1.8	3.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.02	2.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1	3.9	3.3	3.3	2.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.12	1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.37	-2.27	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	5.1	2.1	2.5	3.6	2.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.24	-0.11	1.8	3.1	1.8	0	0	0	0	0	1.8	0	0	0	0	0	5.3	1.8	0	0	3.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.14	-0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	3.9	3.2	3.6	3.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.06	0.18	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	3.3	3.9	2.2	0	2.2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.82	-0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	4	2.6	2	4.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.46	-1.86	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	3.3	2	2	3.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.64	1.82	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	5.2	3.2	2.2	3.5	4.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.35	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	4.3	2.5	1.8	3.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.85	-0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	3.2	1.9	0	2.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.62	-2.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.7	2.2	1.6	3.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.61	1.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2	3.7	2.2	0	2.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.28	-1.48	0	0	2.2	0	0	0	0	0	0	2.2	0	0	0	0	5	3.3	0	0	4.2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.87	2.16	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	4.2	3.1	1.5	3.7	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.32	-3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.6	3.1	0	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.47	0.34	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	5.1	3.8	2.3	1.4	4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.48	1.17	0	0	3.3	2	0	0	1.4	0	0	0	0	0	0	0	2.6	3.3	2.4	2	2.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.86	-1.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	3.4	3.4	2.3	3.2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.91	1.24	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	3.8	3.4	2.8	2.8	0
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.22	-1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	3.4	0	0	3.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.14	2.28	2.3	2.3	2.3	2.3	0	0	0	0	2.3	0	0	0	0	0	0	3.6	2.3	0	0
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.92	-0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	3.2	3.2	1.9	2.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.28	1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	4.1	0	2.1	2.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.31	0.37	0	1.6	3	0	0	0	1.6	0	0	0	0	0	0	0	5.1	2.5	2.2	1.6	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.3	1.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	3.4	1.9	3.4	3.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.71	0.77	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	3.6	0	3.6	0	0
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.98	1.15	0	2.7	2.7	0	0	0	0	0	0	0	0	0	2.3	0	3.7	0	2.7	3.2	3.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.74	1.36	0	1.8	2.4	0	0	0	0	0	0	0	0	0	0	0	4.8	2.8	3.1	2.4	3.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.95	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	3.6	2.7	2.1	3.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.82	-0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	3.8	2.9	0	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.07	-1.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	3.3	3.6	2.7	2.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.68	-1.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	3.8	2.4	0	3.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.44	-0.22	0	0	1.8	1.8	0	0	0	0	0	0	0	0	0	0	4.7	3.5	3.5	1.8	3.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.67	-0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	2.9	3.4	3.4	3.2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.21	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.5	2	3.5	4.2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.29	1.98	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	4.4	4.2	3.7	3.4	2.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.12	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	3.8	2.1	3.4	3.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.92	1.21	1.9	0	0	0	0	0	0	0	1.9	0	0	0	1.9	0	3.5	2.5	1.9	1.9	2.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.63	-1.92	0	3	3	0	0	0	2	0	0	0	0	0	0	0	4.7	2.6	2.6	2	3.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.47	1.89	0	0	1.9	0	0	0	1.9	0	0	0	0	0	0	0	4.6	3.9	2.6	1.9	3.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2	2.5	0	0	0	2.4	0	0	0	0	0	0	0	0	0	2.4	4.6	3.5	1.8	3.3	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.97	-2.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	4.2	2.6	2.9	2.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.38	-0.12	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	5.3	3.7	0	0	4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.94	1.62	0	0	1.8	1.8	0	0	1.8	0	0	0	0	0	0	0	4.2	3.3	2.4	2.4	2.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.94	-2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2.8	3	1.6	3.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.08	-1.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	2	0	3	3.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.78	1.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	2.7	2.1	2.7	2.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.04	-3.4	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	5.6	3	0	2.2	3.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.03	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	2	3	3.5	0
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.19	-1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	2.6	0	2.6	3.2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.27	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	3.3	0	2	2.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.62	-2.72	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	4.8	2.7	3.1	0	3.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.65	1.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	3.7	3.7	2.4	3.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.95	-0.98	0	2.6	3.8	3	2	0	2	0	0	0	0	0	0	0	2.6	3	0	0	2.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.08	-0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	3.4	2.9	1.9	3.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.12	-1.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	3.8	3	3.8	4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.21	-1.73	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	4.4	2.8	3.5	0	3.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.06	2.16	2.2	0	0	0	0	0	0	0	2.2	0	0	0	0	0	4.7	3.5	3.2	0	3.2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.11	-2.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	3.6	2.7	2.1	3.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.16	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.6	3.1	0	3.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.67	1.57	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4.9	3.7	2	0	3.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.96	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.6	0	3.3	4.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.34	-0.89	0	2.6	0	2	0	0	0	0	0	0	0	0	0	0	4.1	3.7	2	3	3.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.06	-1.17	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	5	3.2	0	3	3.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.77	-0.54	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	3.8	3.1	3.3	0	2.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.47	2.75	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	3.3	3.3	3.3	4.1	3.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.97	-2.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	3.9	3.3	2	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.28	-3.03	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	5.6	3.1	2.4	2.4	4.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.44	-1.35	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	3	3.8	2	2.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.37	-3.55	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	5.5	4	3.1	0	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.11	1.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	2.7	0	0	2.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.45	1.68	0	0	1.7	2.3	0	0	1.7	0	0	0	0	0	0	1.7	3.3	2.7	1.7	0	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.33	-0.34	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	3.9	2.2	2.9	0	0
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.37	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	4	2.9	2.9	3.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.2	0.67	0	0	0	0	0	0	2.8	0	0	2.8	0	0	0	0	5.3	0	2.8	0	2.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.88	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	3.9	2.6	3.2	3.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.34	0.1	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	2.7	3.4	2.4	1.8	1.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.75	-0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	3.4	0	0	2.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.1	-1.51	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	5.4	3.1	2.1	3.4	4.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.76	-1.73	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	5.8	3.3	2.6	2.9	3.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.68	2.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	2.9	3.2	3.8	3.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.64	-3.46	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	6.2	3.6	2.9	0	3.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.26	-0.47	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3.9	0	0	0	3.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.44	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	2.9	0	2.9	4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.15	-2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	2.7	3	0	2.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.97	-1.72	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	5.4	2.9	2.6	0	3.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.7	-0.17	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	5.3	3.3	2.6	0	2.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.83	-1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2	4.4	0	0	4.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.41	-2.8	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	5.6	3.5	2.4	2.1	3.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.19	1.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	2.2	1.6	1.6	3.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.36	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.6	1.9	3.4	2.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.04	-2.56	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	5.5	3.5	2.7	0	3.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.02	1.86	1.9	0	0	1.9	0	0	0	0	1.9	0	0	0	0	0	3.2	2.5	2.5	2.5	3.2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.77	1.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	3.1	3.9	3.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.19	-3.09	0	0	2.1	0	0	0	2.5	0	0	0	0	0	0	0	3.8	3.3	2.5	3.3	3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.63	-1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1	2.9	1.9	0	2.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.11	0.08	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	4.6	3.8	2.1	3.4	3.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.29	-0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.6	2.6	3.2	3.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.12	1.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	3.2	0	2.6	3.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.57	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	3.6	0	4	2.1
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.1	0.94	0	1.8	1.8	3.3	0	0	0	0	0	0	0	0	0	0	3.1	2.4	1.8	0	2.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.93	-0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	3.6	1.9	0	2.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.49	-1.4	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	4.9	3.5	0	0	2.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.89	1.43	3.4	3.4	2.7	3.8	0	0	0	0	3.4	0	0	0	0	0	2.7	0	0	0	0
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.06	-2.07	1.9	0	0	0	0	0	0	0	1.9	0	0	0	0	0	4	3.8	2.5	3.4	2.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.78	-0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	4	0	3	2.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.54	2.02	0	0	1.8	0	0	0	1.8	0	0	0	0	0	0	0	5.2	3.3	1.8	0	1.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.07	-0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	3.4	0	2.8	2.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.37	1.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	2.4	0	3.1	0
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.9	-1.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	3.5	1.9	2.5	2.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	5.24	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	3.7	3.2	4	3.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.42	-1.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	3.5	3.1	0	4.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.14	-0.6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4.9	3.5	3	3	2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.29	-2.36	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	4.6	3	2.7	0	3.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.68	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	3.7	4	0	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.57	-3.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	3.8	2.9	0	2.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.66	1.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.3	0	2	2.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.49	-2.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	3.7	2.3	3.4	3.2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.95	-2.36	0	2.9	2.5	0	0	0	0	0	0	0	0	0	0	0	5	2.9	2.5	3.3	3.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.42	-0.46	1.8	2.5	1.8	0	0	0	0	0	1.8	0	0	0	0	0	4.1	1.8	3.5	2.8	3.5
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.05	3.25	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	2.5	3.3	3.5	3.3	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.61	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	3.4	1.9	4	3.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.97	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2	3.6	3.4	2.6	3.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.21	1.93	0	0	2.4	0	0	0	1.8	0	0	0	0	0	0	0	4.1	2.4	0	0	2.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.98	-0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.6	3.1	4.2	2.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.24	-2.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2	2.6	2.2	2.6	3.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.53	1.48	0	2.2	1.7	1.7	0	0	0	0	0	0	0	0	0	0	3.8	3.9	2.2	0	3.9
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.24	-1.04	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	3.4	2.8	3.4	0	2.8
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.51	-0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3.4	2.1	3.1	4.4
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.92	-0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	3.2	0	2.2	3.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.45	0.87	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	3	3.5	3.6	2.6
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.21	-2.18	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	5.4	3.2	3.4	1.7	3.2
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.08	-2.51	0	2.2	2.5	0	0	0	0	0	0	0	0	0	0	0	5.4	3.2	2.2	0	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.59	-0.03	0	0	2.8	0	0	0	2.2	0	0	0	0	0	0	0	5.1	3.7	2.8	3.7	3.7
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.23	-1.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	4.1	2.4	3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.86	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	2.3	3.8	3.3	3.3
E7	E7_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.9	-1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	3.1	3.1	1.7	3.4
