day	Anno	celltype	UMAP_1	UMAP_2	marker:Rorb	marker:Trpm3	marker:Epha6	up:Tox	up:Casz1	up:Vsx2	up:Mecom	up:Pou2f2	up:Meis1	up:Dach1	up:Zbtb16	up:Myb	up:Plagl1	up:Zfpm2	up:Npas3	up:Rax	up:Baz2b	up:Zfhx4	up:Zfp532	up:Tbx3	up:Zeb2	down:Mitf	down:Sox5	down:Pax2	down:Sox6	down:Pbx3	down:Otx2	down:Prdm16	down:Meis2	down:Nr2f2
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.84	2.03	0	5.8	6.2	6.2	0	3.8	4.9	4.9	5.9	5.6	5.8	0	0	0	5.4	0	4.5	0	0	0	5.2	0	5.2	0	0	6	4.9	0	5.2	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.98	-1.17	4.6	5.7	6.4	5.7	0	0	0	5.3	6.2	6.7	0	0	0	0	5.7	0	0	5.3	0	4.6	5.3	0	0	0	0	5.3	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.82	-2.74	0	6	4.7	0	0	0	0	0	4.7	5.7	6	0	4.7	4.7	5.7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.15	1.07	5.3	6	4.6	0	0	0	4.6	5.3	5.7	6.7	4.6	6.2	0	0	4.6	0	0	0	4.6	0	0	0	0	0	0	5.3	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.68	-2.02	0	5.7	0	5	0	0	0	0	0	5	0	0	0	4.4	4.4	0	0	0	0	0	0	5	5	4.4	6.4	5	0	0	6.8	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	6.25	3.75	4.4	6.8	0	0	0	0	0	0	4.8	5.7	4.4	0	0	0	3.7	0	4.8	3.7	0	0	3.7	3.7	5.8	0	6	5.9	0	5.1	5.8	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.55	3.01	4.5	7.2	0	0	0	0	0	0	0	6.1	0	0	0	0	0	0	5.2	0	0	0	0	6.1	4.5	0	0	4.5	0	0	0	5.6
E11.5	E115_Retinal_neurons	Retinal_neurons	0.64	3.9	0	6.5	0	0	0	0	7.2	0	6.7	6.6	0	4	0	0	5.5	0	0	4	4	0	0	0	0	0	0	4	0	0	5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	0.23	0.45	6	5.7	0	4.8	0	0	4.1	5.2	5.5	6.7	0	0	0	0	4.8	0	4.8	4.8	0	0	4.8	4.1	0	0	0	4.1	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.57	-0.53	5.8	6	6.4	6	0	0	0	4.1	0	5.7	0	0	4.1	4.1	4.1	0	0	4.1	4.1	0	4.1	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.3	0.53	0	5.8	4.4	0	0	0	6.7	5.1	5.1	6.3	5.5	0	0	0	4.4	0	6.5	0	0	0	0	0	0	0	4.4	0	4.4	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.9	4.39	0	7.1	0	0	0	0	0	0	0	4.7	0	0	0	0	5.4	0	4.7	0	0	0	4.7	6.3	0	0	4.7	0	0	0	5.4	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.16	2.57	4	5.9	0	6.2	0	4.7	5.4	0	5.1	6.6	4.7	0	0	0	5.9	0	5.9	4.7	5.4	0	4	0	0	0	0	4.7	0	0	4.7	4
E11.5	E115_Retinal_neurons	Retinal_neurons	0.16	-3.02	6.3	5.5	4.4	0	0	0	0	0	5.1	4.4	4.4	0	0	0	5.1	0	4.4	0	4.4	0	6.2	0	0	5.5	0	0	0	0	6	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.18	2.83	0	6.3	0	0	0	0	5.7	4.3	6.1	5.9	0	0	0	0	5.7	0	5.4	4.3	0	4.3	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	1.34	3.23	0	7.2	0	5.4	0	4.3	6.8	0	6.4	7.2	5	0	0	0	5.4	0	0	4.3	4.3	0	0	0	0	0	5	0	5	0	5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.23	3.14	4	5.6	6.3	4	0	0	5.6	0	5.1	5.1	5.1	0	0	0	0	0	5.1	0	4.7	0	0	4	0	0	0	5.4	4	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.82	-2.06	6.8	5.6	5.6	0	0	0	6	5.6	0	6	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.59	-1.06	7.6	4.5	4.5	5.9	0	0	5.2	0	4.5	6.4	6.3	0	0	0	5.6	4.5	6.6	0	0	0	0	0	0	0	0	6.3	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.45	-2.83	6.8	6.8	0	0	5	5	0	0	0	6.1	0	0	5	0	0	0	5.7	0	5	0	5.7	0	6.8	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.57	0.41	6.7	0	0	4.6	0	0	0	0	4.2	5.3	4.2	3.6	4.2	0	4.9	0	5.3	0	0	0	4.9	0	4.2	0	0	4.2	0	0	4.6	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	7.85	1.62	0	7.4	0	0	0	0	0	0	0	0	0	0	3.9	0	3.9	0	3.9	3.9	0	0	4.6	5.8	4.6	0	6.2	5.5	0	5	5.3	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.09	-0.89	0	6.1	4.3	5.4	5	0	5.7	0	5.7	5	0	0	0	0	5	0	6.4	4.3	0	0	5.9	0	0	0	0	5.4	0	0	4.3	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.35	-2.8	6.4	5.4	6	0	4	4	0	4	5.1	5.1	4	0	0	0	5.1	0	5.4	4	4	0	5.4	0	0	0	0	0	4	0	5.4	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.11	-0.31	0	4.7	5.8	6.6	0	0	0	5.7	5.4	5.1	4.1	5.1	4.7	5.4	4.1	0	4.7	5.4	4.7	0	4.7	0	0	0	0	5.4	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.38	-1.03	4	4.6	4.6	6.3	0	4	4	4	6.1	6	5	0	4.6	4.6	4	0	6.2	0	4.6	0	0	0	0	4	0	4.6	0	0	5	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.61	0.99	0	6.4	0	0	0	0	0	0	0	0	0	0	0	0	5.3	0	0	0	0	0	0	5.3	4.6	0	6.8	6	6.2	4.6	0	5.3
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.79	-1.52	6.5	5.8	0	5.5	0	5.1	0	0	5.1	6.2	4.5	0	0	0	5.5	0	0	5.5	0	0	0	0	0	0	0	0	4.5	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.76	-1.97	5.5	6.4	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	3.9	0	3.9	0	0	0	6.2	5.5	5.5	5.3	0	0	6.5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.46	-2.4	6.7	6.2	7.2	0	0	0	5.1	0	6.5	6.2	0	0	5.1	0	5.8	0	6.2	0	0	0	0	0	5.1	0	0	0	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	2.32	3.82	0	7.3	3.8	5.4	0	0	4.9	0	5.7	6.1	0	0	0	0	4.5	0	5.1	4.9	3.8	0	3.8	5.5	0	3.8	5.1	4.9	0	0	5.1	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.04	-5.2	7.2	0	4.8	0	0	0	0	0	5.7	7.8	0	0	0	0	4.8	0	4.8	0	0	0	5.7	0	4.1	0	0	4.1	0	0	4.8	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.44	0.62	5.3	4.7	0	4.7	4.7	0	0	0	5.3	6	6	0	0	0	4.7	0	5.8	0	0	0	4.7	0	0	0	0	5.8	0	0	5.3	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	2.42	2.11	4.1	6.5	0	0	0	0	4.1	0	4.8	6.7	0	0	4.1	0	5.2	0	0	0	0	0	0	4.8	5.2	0	4.8	4.8	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	3.62	1.65	0	7	0	0	0	0	0	0	5.2	5.9	0	0	0	0	0	0	0	0	0	0	0	5.2	5.2	0	4.6	6.2	5.2	0	5.2	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.06	0.99	6.5	5.1	5.8	0	0	0	5.8	0	5.8	0	5.8	0	0	0	5.1	5.1	5.8	5.1	0	0	0	0	0	0	0	5.8	0	0	0	5.1
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.01	-3.9	7.9	5.7	6.2	6.2	0	0	0	4.6	0	5.7	0	5.7	0	0	5.7	0	6.2	0	4.6	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.31	0.64	7.9	6.1	0	0	0	0	0	5	6.1	6.1	5.7	0	0	0	5	0	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.78	3.76	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6.2	0	0	5.3	5.3	0	0	5.7	4.6
E11.5	E115_Retinal_neurons	Retinal_neurons	1.69	1.91	4.8	5.9	0	0	0	0	4.8	0	4.8	0	0	0	0	0	4.8	0	0	0	0	0	0	4.8	0	4.8	0	5.5	0	5.5	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.84	-2.88	7	3.9	5.9	4.6	0	4.6	0	0	4.6	5.3	5	0	4.6	4.6	5.5	0	5.5	5	3.9	0	0	0	0	5	0	0	0	0	0	4.6
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	1.41	3.71	0	7.3	0	0	0	0	6.7	0	4.6	6.5	0	0	0	0	4.6	0	4.6	4.6	3.9	0	3.9	5	4.6	0	0	3.9	0	0	5.6	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.1	-1.88	0	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	0	0	0	5.4	4.3	6.5	5	6.1	6.4	0	0	4.3	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.93	-1.28	0	4.4	0	0	0	4.4	0	0	5.1	5.1	0	4.4	0	0	4.4	0	0	0	4.4	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.98	-1.83	8.2	5.5	0	0	0	0	6.2	5.5	0	6.6	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	2.58	3.81	0	6.8	0	0	0	0	0	0	5.7	6.5	0	0	0	0	4.6	0	0	0	3.9	0	0	4.6	5.3	0	5	0	3.9	0	5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	0.16	-1.11	6.1	5.9	0	0	0	0	0	0	6.4	5.6	0	0	0	0	0	0	5.6	0	5.2	0	5.6	4.5	0	0	0	0	0	0	5.2	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.73	-2.39	7.6	5.1	0	4.1	0	4.1	0	0	4.1	5.1	4.7	4.7	4.7	4.1	4.1	0	6.5	0	4.7	0	6.3	0	0	0	0	0	4.1	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.76	1.11	6.8	4.9	5.6	6	0	0	4.9	0	6.3	0	5.6	0	0	0	5.6	0	6	0	0	0	0	0	0	0	0	0	0	0	5.6	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.41	-1	6	4.5	5.3	6	0	4.5	0	0	5.3	6.3	5.9	0	0	5	4.5	0	6	0	3.4	0	5	0	0	3.4	0	0	0	0	5.2	3.4
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.58	-2.36	4.3	0	0	0	0	5	0	0	6.3	5	4.3	0	5	5.4	5.4	0	5.4	5	0	0	0	0	0	0	5	5	0	0	5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.37	0.37	6.5	5.7	6.8	4.3	4.3	0	5.9	0	5.4	6.1	0	5	5	0	4.3	0	5	0	0	0	4.3	0	0	0	0	5	0	0	4.3	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	7.7	3.09	5	6.8	0	0	0	0	0	0	0	4.6	0	0	0	0	5.7	0	5	0	0	0	3.9	4.6	5.3	0	4.6	3.9	0	0	5.5	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.4	4.07	0	7.2	5.2	4.3	0	0	0	0	5	5.9	0	0	0	4.7	4.3	0	4.7	0	0	0	3.6	6.3	0	0	5.6	0	4.7	0	4.7	3.6
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.72	-0.65	5.9	4.7	3.6	4.7	3.6	5.2	4.3	0	5	5	5.4	0	3.6	3.6	5.5	0	4.3	0	0	0	4.7	0	4.3	0	0	0	0	0	4.3	4.3
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	6.75	4.52	0	6.7	0	0	0	0	3.4	0	5.2	4.1	0	0	0	0	4.5	0	0	0	0	0	0	5.8	4.1	3.4	6	3.4	4.1	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	1.8	3.93	0	7.1	4.9	3.1	0	0	5.3	0	5.5	5.7	0	0	0	0	4.7	0	4.7	3.8	0	0	3.8	3.8	3.1	0	4.2	5.5	0	4.2	3.8	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.14	1.67	4.6	6.4	4	4.6	0	4.6	5.7	0	6.1	4.6	0	0	4.6	4	4.6	0	4.6	0	4	0	0	0	4.6	4	0	4	0	0	5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.49	0.84	5.5	5.3	4.8	5.9	0	3.7	4.8	0	6.7	5.8	4.8	0	0	3.7	3.7	0	5.3	3.7	3.7	0	5.8	3.7	0	0	0	5.1	0	0	3.7	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.85	-3.38	6.1	5.8	0	4.2	0	4.2	0	0	5.5	0	5.5	4.8	5.5	0	5.9	4.2	6.2	4.2	0	0	4.2	0	0	5.2	0	4.8	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.09	-1.95	6.2	5.6	4.6	5.6	0	0	5.6	0	6.7	5.6	0	0	0	0	0	5.2	6.2	4.6	0	0	0	0	0	0	0	6.3	0	0	0	5.2
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.64	2.49	0	6.2	3.7	5.5	0	0	6.9	0	3.7	6.6	0	0	3.7	3.7	4.4	0	0	4.8	4.4	0	4.4	0	0	0	0	0	0	0	5.3	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	6.8	0.44	3.9	7	0	0	0	0	0	0	3.9	3.9	0	0	0	0	3.9	0	5	4.3	3.3	0	0	4.9	3.3	4.9	5.5	5.9	4.6	4.3	4.6	4.3
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.01	4.32	5.7	6.6	0	0	0	0	0	0	0	5.7	0	0	0	0	0	0	5.4	0	0	0	4.3	5.4	4.3	0	0	5.4	5	0	5.4	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.35	-0.06	4.2	5.3	0	0	4.2	4.9	4.2	0	5.5	5.3	0	0	0	0	4.2	0	5.5	0	4.9	0	0	0	0	0	4.2	4.2	0	0	5.5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.82	1.75	5.4	6.8	6.9	5.8	5.4	4.7	5.4	0	4.7	7.1	0	0	0	0	5.4	0	0	5.4	0	0	0	0	0	0	4.7	4.7	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.18	-1.43	6.8	5.2	4.5	5.6	3.8	0	4.5	3.8	6.1	6.1	5.4	0	0	4.5	0	0	6	0	0	0	6.1	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.37	-0.62	5.7	5.6	0	5.4	4	4	4.3	0	6	6.3	5.1	0	3.6	4.7	3	0	5.1	3.6	4	0	5.3	0	3.6	0	0	5.1	0	0	4.9	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.04	-2.17	6	5.7	6.7	6	0	0	0	5.7	6	6.6	0	0	5.3	5.3	0	0	6	0	0	0	5.3	0	6	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.01	0.61	6.5	5.8	5.1	5.8	4.5	0	5.6	0	5.8	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.06	0.62	5.6	6	5.6	5.8	0	0	0	0	6.4	6.4	0	0	4.2	0	5.6	0	5.3	4.9	4.2	0	5.3	0	5.3	0	4.2	0	0	0	0	4.2
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.78	-0.02	6.4	3.6	5.2	6.3	3.6	4.3	0	0	5.2	7.2	5.9	3.6	0	3.6	5	0	5.4	4.3	4.7	3.6	5	0	0	3.6	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.35	-0.61	6.2	0	5.2	4.1	0	0	0	0	6.1	6.1	5	0	3.4	3.4	0	5	6	4.1	3.4	0	3.4	0	0	0	0	0	0	0	4.1	3.4
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.41	-3.86	0	4.1	5.9	5.9	4.1	3.4	4.5	4.5	4.1	5.5	3.4	0	3.4	3.4	4.8	4.1	4.8	4.8	4.5	0	4.5	0	0	0	0	4.5	0	0	3.4	0
E11.5	E115_Retinal_neurons	Retinal_neurons	0.6	1.17	0	5.3	0	0	0	0	6	0	0	5.3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	3.04	3.66	4.7	6.5	4.7	0	0	0	0	0	0	4.7	0	0	0	0	4.7	0	0	4.7	4	0	0	5.1	4	0	0	4	0	0	6.7	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.04	3.47	0	6.6	6.6	4.3	0	0	6.2	0	6.5	6.4	0	0	0	0	4.9	4.9	4.3	4.3	4.3	0	4.9	4.3	4.3	0	0	5.3	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-6.03	1.58	4.9	5.6	5.8	4.2	5.6	4.2	5.3	0	6	6.7	5.3	0	4.2	0	4.9	0	5.6	0	0	4.2	0	0	0	0	4.9	0	0	0	4.2	4.2
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.74	-0.2	0	4.9	4.9	4.9	4.9	0	4.9	0	0	6.9	4.9	0	0	0	0	0	0	0	4.9	0	4.9	0	0	0	0	4.9	0	0	0	4.9
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	3.87	-2.99	0	0	0	0	0	0	0	0	0	0	4.6	0	0	0	3.9	0	5.3	0	3.9	0	0	5	5.9	5.9	0	5.3	0	0	5.7	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.51	2.06	4.7	5.1	4	0	0	4	5.6	0	5.8	5.4	4.7	0	4	0	5.1	0	4.7	4.7	0	4	4.7	0	0	0	0	4	0	0	4.7	4
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.95	-2.38	6	6	0	5.8	0	4.4	0	4.8	5.6	5.6	4.4	0	0	0	0	0	5.6	4.8	0	0	4.8	0	0	4.8	0	3.7	0	0	3.7	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.1	-2.12	6.5	4.6	5.2	5	0	0	0	3.9	3.9	0	0	0	0	0	5	0	5.6	3.9	0	0	4.6	0	0	0	3.9	3.9	0	0	4.6	4.6
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.68	2.29	0	6.2	5.2	4.8	0	0	7	6	4.8	6.2	5.7	0	0	0	6	4.1	0	4.1	4.1	0	0	0	0	0	0	4.1	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.43	-1.76	0	5.9	5	4.3	0	4.3	5	0	6.6	5.4	0	0	0	5	5	0	6.1	4.3	5	0	6.2	0	0	4.3	0	5.4	0	0	5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.53	0.83	6.1	5.1	4.8	3.7	0	4.4	5.6	5.3	4.8	6.2	0	0	4.4	0	4.4	0	4.4	3.7	3.7	0	0	0	0	0	4.8	4.8	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.18	2.35	4.6	5.7	6	4.6	0	0	6	0	5	6.1	4	4	0	0	0	4.6	5.3	0	0	4	0	0	4	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.86	-0.51	6.7	6	4.7	4.7	0	4.7	0	0	0	6	5.3	0	5.3	0	5.3	0	4.7	0	0	0	0	0	0	4.7	0	0	5.3	0	4.7	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.72	-0.05	5.1	5.7	4.2	5.5	0	0	5.7	3.5	6.2	6.6	5.1	0	3.5	4.6	3.5	0	5.5	0	4.2	3.5	5.3	0	0	0	0	0	0	0	4.9	3.5
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.25	0.15	0	5.2	6.2	4.9	0	0	0	5.6	6.1	4.5	0	3.8	0	0	0	4.5	5.4	5.2	0	0	0	0	0	0	0	3.8	4.5	0	4.5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.61	2.84	0	6	4.8	5.3	3.7	0	4.8	3.7	5.6	6.1	4.4	0	0	0	4.8	4.4	4.4	0	4.4	0	0	0	0	0	0	4.4	0	0	4.8	4.4
E11.5	E115_Retinal_neurons	Retinal_neurons	2.14	-3.68	0	0	0	0	0	0	4.4	5.1	5.1	5.1	0	0	0	0	5.1	0	0	0	0	0	5.1	0	4.4	4.4	0	0	0	0	4.4	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	7.7	2.96	0	6.7	0	0	0	0	0	0	0	0	3.2	0	3.2	0	4.5	0	5.5	0	3.2	0	0	5.2	5.6	0	4.7	5.6	5.3	0	5.1	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	8.19	2.21	4.6	6.9	0	5.1	0	0	0	0	3.2	5.7	0	0	0	0	4.3	0	4.8	0	0	0	3.2	5.3	0	0	5.7	6.5	0	3.9	3.2	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.79	-2.86	5.8	4.5	5.6	4.5	4.5	0	0	0	0	6.1	0	0	4.5	0	5.2	4.5	0	0	4.5	0	4.5	0	0	0	0	4.5	0	0	5.6	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.14	3.47	5.4	6.8	3.5	0	0	0	5.2	0	5.2	6.3	0	0	0	0	3.5	0	5	0	0	3.5	0	4.1	0	0	5	5.4	5	3.5	5.4	3.5
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.55	1.59	3.7	5.9	6	5.3	0	0	5.7	0	5.5	6.6	0	0	0	0	4.4	0	0	0	0	0	4.4	0	0	0	3.7	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.27	-0.48	6.5	5.9	5.6	4.5	0	0	4.5	0	0	5.2	0	0	0	5.2	0	0	5.6	4.5	0	0	0	0	0	0	0	5.2	0	5.2	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.2	-1.59	6.6	4.3	0	0	5	0	0	5.4	5	0	5.9	0	4.3	0	4.3	0	5.4	0	0	0	4.3	0	5	0	0	5.4	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.16	1.96	4.7	5.9	5.8	4.4	0	3.3	5.1	0	4.7	5.7	5.7	0	0	0	5.1	0	5.1	3.3	3.3	0	4.9	0	0	0	0	4.7	0	0	5.4	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.87	-3.04	3.5	5.8	0	0	0	0	0	0	0	0	0	0	3.5	3.5	5.4	0	4.9	0	0	0	4.2	3.5	5.9	5.3	5.1	5.9	3.5	0	5.3	4.2
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	7.07	0.77	3.8	7.2	0	0	0	0	0	0	0	6.2	4.5	0	0	0	3.8	0	0	0	0	0	5.2	4.5	4.5	3.8	5.2	6.3	5.4	3.8	5.7	5.4
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.88	2.39	4.3	5.6	5.3	4.3	0	3.7	5.4	3.7	5.4	6	0	0	3.7	0	5	0	3.7	0	0	0	4.7	3.7	0	0	0	4.3	0	0	4.7	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.15	-0.66	7.4	5.4	6.3	6.8	0	0	5.4	0	6.1	5.4	5.4	0	0	0	0	0	5.4	0	0	0	5.4	0	0	0	0	4.7	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.81	0.05	0	4.9	0	0	0	0	0	4.9	4.9	0	0	0	4.9	5.6	0	0	5.6	0	5.6	0	0	0	0	0	0	0	4.9	0	0	4.9
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.69	-1.26	7.4	5.1	4.4	6	0	0	0	4.4	0	6.6	0	0	0	0	0	0	4.4	0	0	0	0	0	0	0	4.4	5.1	0	0	5.1	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.76	0.32	7	5.3	4.6	0	0	0	4.6	5.3	6.2	6	5.3	0	0	0	0	0	4.6	0	0	0	4.6	0	0	0	0	0	0	0	0	5.3
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.17	0.87	6.6	5.8	5.1	5.1	0	0	6.2	0	4.4	6.5	4.4	0	0	0	5.5	0	5.1	0	4.4	0	6.2	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.96	-0.02	4.6	5.3	4.6	0	0	0	6.7	0	0	0	0	0	0	0	0	0	6.2	0	5.3	0	4.6	0	0	0	0	5.3	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.56	2.86	0	6.6	5.6	4	0	4	6.3	0	5.6	5.6	0	0	0	0	5.9	0	0	0	4	0	5.4	0	4	0	5.6	4.7	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.82	1.1	5.4	6.7	0	5.4	0	0	0	4.9	6.5	7	0	0	0	0	3.8	3.8	5.8	3.8	3.8	0	5.2	0	0	0	0	0	0	0	4.5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.54	-0.47	5.8	6.1	0	0	0	0	5.1	0	0	0	0	5.1	0	0	4.5	0	6.1	0	0	0	0	0	0	0	0	0	0	0	5.6	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.17	-2.07	5.5	4.8	4.8	4.8	0	0	5.5	0	4.8	4.8	0	0	4.8	0	4.8	0	5.5	0	0	0	0	0	0	0	0	5.5	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.24	-1.1	5.5	5.1	0	4.4	3.7	3.7	0	0	6.1	6.5	4.8	0	4.4	4.4	5.3	0	0	4.4	3.7	0	5.3	0	0	4.4	0	5.3	0	0	5.1	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.01	-2.36	4.3	0	0	4.3	0	4.3	0	0	4.3	5	4.3	0	0	5	6.3	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.59	-0.38	6.6	5.1	6.2	5.9	0	0	6	0	5.3	6.9	0	0	0	0	5.8	0	0	4.4	4.4	0	4.4	3.7	5.1	0	5.6	0	0	0	4.8	0
