day	Anno	celltype	UMAP_1	UMAP_2	marker:Rorb	marker:Trpm3	marker:Epha6	up:Tox	up:Casz1	up:Vsx2	up:Mecom	up:Pou2f2	up:Meis1	up:Dach1	up:Zbtb16	up:Myb	up:Plagl1	up:Zfpm2	up:Npas3	up:Rax	up:Baz2b	up:Zfhx4	up:Zfp532	up:Tbx3	up:Zeb2	down:Mitf	down:Sox5	down:Pax2	down:Sox6	down:Pbx3	down:Otx2	down:Prdm16	down:Meis2	down:Nr2f2
E10.5	E105_Retinal_primordium	Retinal_primordium	5.12	3.87	0	7.1	4.3	0	0	0	0	0	3.6	6.2	4.3	0	4.3	0	5.4	0	0	3.6	0	0	4.7	5.4	0	0	5.4	4.7	3.6	0	4.7	3.6
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.4	-0.03	0	4.7	6	0	0	0	4.7	6.3	6.3	6.5	4.7	0	4.7	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.48	1.32	0	6.5	0	0	0	0	5.3	0	5.3	6.4	0	0	0	4.2	0	0	5.6	0	0	0	0	0	4.2	0	0	4.9	0	0	4.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	7.21	3.34	0	6.8	5.3	3.4	0	0	0	0	3.4	4.8	0	0	0	0	5.6	0	4.1	0	3.4	0	3.4	5.6	4.1	0	5.9	5	4.5	4.1	4.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.05	1.65	0	5	5.9	5	0	0	4.3	0	5	6.7	4.3	0	0	0	0	0	5.7	4.3	0	0	5.4	0	0	0	0	0	0	0	5	4.3
E10.5	E105_Retinal_primordium	Retinal_primordium	3.65	-2.63	5.8	4.2	0	0	0	0	0	0	4.9	0	4.2	0	0	4.2	0	0	6	0	0	0	4.2	4.2	0	5.8	4.9	5.6	0	0	5.8	5.8
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.17	-0.82	0	4.5	5.4	4.5	0	3.8	4.9	0	5.2	6.1	5.2	0	0	0	5.4	3.8	5.4	0	0	3.8	3.8	0	3.8	4.5	0	4.5	0	0	3.8	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-4.97	1.62	0	4.8	4.8	0	0	4.8	4.8	0	6.2	6.8	6.2	4.8	0	0	0	0	4.8	4.8	0	4.8	0	0	4.8	0	5.5	0	0	0	0	4.8
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.33	2.2	4.9	5.3	5.6	4.2	0	0	6.3	0	4.9	7.3	4.9	0	0	0	4.2	0	0	0	0	0	5.3	0	0	0	0	5.8	0	0	5.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.17	1.85	0	5	5	6.5	0	0	0	0	4.3	6.8	4.3	0	4.3	0	0	0	5.7	0	0	0	4.3	0	0	0	0	0	0	0	5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.34	-0.77	3.9	0	0	0	0	4.9	4.5	3.9	6.2	4.5	0	0	3.9	0	3.9	3.9	0	0	0	0	4.5	0	0	3.9	0	0	4.9	0	4.5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.55	-3.75	0	0	0	0	0	0	5.7	0	0	6.2	5.3	0	0	0	5.3	0	0	0	0	0	0	0	4.6	0	0	0	0	0	5.7	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.73	3.79	4.3	6.5	4.7	0	0	0	0	0	4.7	6.8	0	0	0	0	4.9	0	4.3	0	0	0	4.7	5.3	4.3	0	6.1	5.2	4.3	0	5.5	4.3
E10.5	E105_Retinal_primordium	Retinal_primordium	4.68	2.97	0	7	0	0	0	0	0	0	4.6	5.3	0	0	0	0	0	0	5.7	0	0	0	0	6.2	0	0	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	0.76	1.82	0	4.8	0	5.9	4.8	0	5.4	0	5.9	7.5	5.4	0	0	0	0	0	5.4	0	0	0	0	5.4	0	4.8	0	0	0	0	4.8	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.72	-3.18	4.3	0	0	5.4	0	0	0	0	5.4	4.3	5	0	0	5.9	5.9	0	0	0	0	0	0	4.3	6.5	0	0	4.3	0	0	5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	5.02	3.84	0	6.1	0	0	0	0	0	0	3.7	6.1	0	0	0	0	0	0	5.1	0	0	0	0	4.4	3.7	0	5.5	5.3	4.8	0	6.1	5.5
E10.5	E105_Retinal_primordium	Retinal_primordium	1.27	-3.96	5.9	0	0	0	0	0	0	0	4.8	0	4.8	0	0	0	6.1	0	0	4.8	0	0	0	0	5.4	4.8	0	4.8	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.34	-2.46	5.4	5.4	0	0	4.3	0	0	0	5.4	4.3	4.3	0	0	0	5	0	6.3	5	0	0	0	0	0	5.4	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	0.3	-2.4	0	0	0	0	0	5.4	0	0	5.6	6.2	4.3	0	4.3	0	4.3	0	5.4	4.3	5	0	5.6	0	6.2	5	0	0	0	0	6.2	5
E10.5	E105_Retinal_primordium	Retinal_primordium	6.66	2.87	0	7.3	5.4	0	0	0	4.7	0	0	4.7	0	0	0	0	4.7	0	0	0	0	0	0	5.8	0	0	6.3	0	0	5.4	0	4.7
E10.5	E105_Retinal_primordium	Retinal_primordium	0.62	-0.09	0	6	0	0	0	0	0	0	6.3	5.8	0	0	0	4.4	4.4	0	0	0	0	0	0	4.4	0	0	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.24	-4.72	0	0	0	4.4	0	0	0	0	6	5.5	0	0	0	4.4	6.2	0	6.2	0	4.4	0	0	0	0	0	5.1	5.1	0	0	0	5.1
E10.5	E105_Retinal_primordium	Retinal_primordium	-6.04	1.75	4.4	4.4	0	6.2	4.4	4.4	6.6	0	7	5.8	5.5	0	4.4	0	0	0	5.5	5.8	0	0	5.8	0	0	5.1	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	6.56	2.16	0	5.3	0	4.2	0	0	0	0	4.8	4.2	4.8	0	4.2	0	4.2	0	4.8	0	4.2	0	4.2	6.2	0	0	0	4.8	4.8	5.3	4.8	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.31	-4.94	0	0	0	0	0	0	0	0	5.6	0	0	0	0	4.6	6.3	0	0	0	0	0	0	0	0	0	4.6	5.9	0	0	5.9	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-4.49	2.62	0	4.7	4	0	0	4	5.5	4.4	4.4	6.7	4.9	0	3.3	0	4.4	0	5.1	0	3.3	3.3	4.7	4	0	0	0	0	0	0	4.7	3.3
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.76	3.35	0	6.2	5.3	5.6	0	0	0	5.3	6	6.1	0	5	0	0	4	0	5.3	4	0	0	4.6	0	0	0	0	4	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.82	2.46	4.7	5.9	4.7	0	4	0	6.3	0	4.7	5.7	4	4.7	0	4	4	0	0	5.3	0	0	4	0	0	0	0	4	0	0	4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	0.14	-4.63	0	0	0	0	0	0	0	0	0	7.7	0	0	0	0	0	0	5.5	4.4	0	4.4	0	0	4.4	0	0	0	0	0	6	5
E10.5	E105_Retinal_primordium	Retinal_primordium	3.72	-2.76	5.2	4.7	0	3.8	0	0	3.1	0	3.1	3.1	3.1	0	3.1	3.1	4.8	0	4.4	3.1	0	0	4.2	4.7	5.6	5.8	5.8	5	3.1	0	4.7	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.22	0	0	4.4	0	0	0	0	0	3.7	5.7	5.5	4.8	0	0	0	4.4	0	4.8	4.8	0	0	4.8	3.7	0	0	0	4.4	0	0	4.8	4.4
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.11	-0.77	0	6.3	4.7	5.4	0	0	4.7	0	0	6.3	0	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.77	0.81	4	5.3	4	5	0	0	4	0	5.3	5	0	0	0	0	5.3	0	4.6	4.6	4	0	4	0	4.6	0	4	4	0	0	5.5	4.6
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.94	2.52	0	5.4	5.4	5.7	0	0	5.9	0	5.4	6.6	4.7	0	0	0	4.7	3.7	5.4	0	3.7	3.7	5.3	0	3.7	0	0	4.3	0	0	4.7	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.3	2.38	5	5	5.7	5.4	0	0	5	0	5.4	7	0	0	0	0	0	0	0	0	0	0	4.3	0	0	0	0	6.2	0	0	0	5
E10.5	E105_Retinal_primordium	Retinal_primordium	5.82	2.54	0	6.4	0	0	0	0	0	0	0	0	0	0	0	0	4.3	0	0	0	0	0	4.3	6.4	0	0	5.9	0	5	5.7	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.23	-0.74	0	5.4	0	6.1	0	5.4	0	5.4	0	0	0	0	0	0	5.4	0	0	0	5.4	0	6.5	0	0	0	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.12	-1.84	5.8	4.7	5.4	0	0	0	0	4.7	0	5.4	5.8	0	0	0	4.7	4.7	6.5	4.7	0	0	4.7	0	0	0	0	0	0	0	0	5.4
E10.5	E105_Retinal_primordium	Retinal_primordium	-4.35	1.66	5	5	5.9	0	0	0	5	0	5.7	5.7	4.3	0	0	0	4.3	4.3	0	0	0	0	0	0	4.3	0	5.4	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.95	0.25	5	4.6	4.6	0	0	3.9	4.6	0	5.3	0	5.5	3.9	0	0	5	0	4.6	0	3.9	0	4.6	0	0	0	5.5	5.3	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.09	0.36	0	5.7	6.6	0	0	5	0	0	5	6.6	0	0	0	0	5	0	5.7	5	0	0	6.1	0	0	5	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-4.32	-1.27	6.2	4.3	4.3	4.3	0	5	5	5.4	0	0	0	0	4.3	0	6.3	0	5.9	0	0	0	0	0	0	4.3	4.3	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.03	-2.65	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	0	0	0	5	5	0	0	0	5.7	5	5.7
E10.5	E105_Retinal_primordium	Retinal_primordium	2.66	3.56	0	6.4	4	0	0	0	0	0	6.3	6.4	0	0	0	0	5.4	0	0	0	0	0	0	4	0	0	5.8	5.1	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.18	-2.77	4.3	3.6	0	0	0	0	0	0	4.3	4.3	3.6	0	0	0	0	0	5.2	3.6	4.7	0	0	4.3	6	5.7	4.7	5.4	0	0	5.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.31	-3.94	0	0	4.8	5.5	4.8	0	6.4	4.1	4.1	7	5.2	0	0	0	0	0	5.5	4.8	0	0	0	0	4.8	0	0	5.5	4.1	0	6.2	4.1
E10.5	E105_Retinal_primordium	Retinal_primordium	6.29	4.83	5.9	6.4	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	4.8	0	6.2	0	4.8	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.83	1.16	0	0	0	6.1	5	4.4	6.4	5	5.7	6.6	5	0	5	0	0	0	4.4	0	0	0	0	0	5.4	0	0	0	0	0	5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.1	2.67	0	5.2	5.6	0	0	0	6.6	0	5.2	6.1	0	0	0	0	5.2	0	0	0	0	0	0	4.5	0	0	0	0	0	0	5.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.04	0.86	0	6.4	0	0	0	0	4.5	5.2	6.1	6.9	4.5	0	0	0	0	0	4.5	0	0	0	0	0	0	0	4.5	5.2	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.43	-2.63	6.9	0	0	5.8	5.8	6.5	5.8	0	5.2	5.8	0	0	0	5.2	5.2	6.5	0	5.2	5.8	0	5.2	0	0	0	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	7.36	2.53	0	6.9	0	0	0	0	0	0	0	0	0	0	0	0	5.3	0	0	0	0	0	0	4.6	0	0	4.6	5.7	0	4.6	6	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.73	-0.51	0	5.4	0	5.4	0	0	0	0	5.4	6.7	0	0	0	0	0	0	0	0	0	0	5.8	0	0	4.7	0	7.2	0	0	6.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.48	2.38	0	6.1	4.2	5.9	0	0	5.4	0	5.1	6.7	3.5	3.5	0	0	5.4	3.5	0	0	4.2	0	3.5	4.6	4.2	0	0	5.5	0	0	5.1	4.2
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.88	0.89	0	4.3	0	0	4.3	5	5.4	0	5	5	4.3	0	0	4.3	5.7	0	5.7	4.3	4.3	0	5	0	5	0	0	0	0	0	4.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	6.58	3.24	0	6.5	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	0	4.4	0	5.1	6.3	0	0	6.2	0	4.4	5.3	6.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.36	-2.67	4.3	0	0	0	0	0	0	0	0	5	4.3	0	0	0	0	0	5	0	0	0	5	4.3	5.4	4.3	0	5.7	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.97	-2.42	6.5	4.7	6.1	5.1	0	0	4.7	4.1	5.7	6.9	4.1	0	4.1	4.1	5.1	0	4.1	4.7	4.1	0	5.4	0	0	5.8	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.34	3.03	0	6.2	6.4	0	0	0	0	0	5.9	7	0	0	0	0	4.8	0	4.8	0	0	0	0	0	0	0	5.5	4.8	4.8	0	5.5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	6.22	2.9	0	7	5.4	0	0	0	0	0	0	4.7	5.4	0	0	0	0	0	6.3	4.7	0	0	0	0	0	0	6.1	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-4.75	1.51	0	4.8	5.5	6.2	0	0	6.2	0	6.6	6.2	0	0	0	0	5.9	0	0	0	0	0	0	5.5	0	0	0	6.4	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.11	2.37	0	5.6	0	4.5	0	3.4	6.1	5	5.8	6	0	0	0	3.4	4.5	0	5.4	0	4.1	0	4.5	3.4	0	3.4	0	6.4	0	0	6.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.98	2.27	0	0	5.3	0	4.9	4.2	5.3	0	6	6.1	0	0	0	4.2	4.2	0	4.9	0	0	0	5.6	0	4.2	4.9	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	5.7	3.42	0	6.9	5.1	0	0	0	0	0	4.4	6.1	0	0	0	0	4.4	0	0	0	0	0	0	5.8	3.7	0	5.1	4.4	5.1	0	3.7	4.4
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.43	-2.57	0	0	4.5	0	0	0	0	4.5	6.1	0	0	0	0	0	5.2	0	5.9	4.5	0	0	5.2	0	4.5	4.5	0	0	0	0	5.6	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-4.85	1.32	5.6	5.2	5.8	5.9	0	4.3	5.2	0	4.7	6.3	0	0	0	0	5.8	0	6.3	3.6	0	0	5	0	3.6	3.6	0	0	0	0	4.7	0
E10.5	E105_Retinal_primordium	Retinal_primordium	6.83	1.26	4.4	6.5	0	0	0	0	4.4	0	3.7	3.7	0	0	0	0	5.6	0	4.8	0	3.7	0	3.7	5.3	0	3.7	5.6	5.3	0	5.3	4.4	5.3
E10.5	E105_Retinal_primordium	Retinal_primordium	1.29	0.16	0	6.3	0	4.9	0	4.9	4.9	4.2	6	6.9	0	0	0	0	4.2	0	4.9	0	0	0	4.2	4.9	4.2	4.9	0	0	4.9	0	5.6	4.2
E10.5	E105_Retinal_primordium	Retinal_primordium	-6.09	0.67	4.9	4.2	6.1	5.3	4.9	4.2	4.9	0	0	4.9	0	0	0	4.9	0	0	0	0	0	0	4.2	4.2	0	5.6	0	5.6	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.01	0.94	0	6.9	0	0	0	0	0	0	5.3	6.8	0	0	0	0	5.3	0	4.9	4.2	4.2	0	0	4.2	4.2	0	6.5	6.3	4.2	0	6	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.29	-3.63	5	4.3	0	0	0	0	0	0	5	5	5	0	0	5	5.7	0	6.1	5	0	0	0	0	5.7	5.4	0	0	0	0	5.4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.83	-3.29	5.1	5.1	0	5.1	0	0	0	0	4.4	6.5	4.4	5.1	0	5.5	5.5	0	5.5	4.4	4.4	0	0	0	4.4	4.4	0	5.1	0	0	5.5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	7.24	2.36	0	6.9	4.3	0	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	4.3	0	0	5.3	4.9	0	6.4	5.9	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.28	-3.4	0	0	0	0	0	0	0	0	0	0	0	5.4	5.8	0	5.8	0	5.4	0	0	0	0	4.7	0	4.7	0	5.4	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.62	0.57	5.8	5.6	6.9	0	4.9	0	5.2	4.5	4.5	5.9	3.9	0	0	0	0	3.9	0	4.5	4.9	0	3.9	0	4.5	0	0	4.5	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.7	-3.68	5.7	0	0	0	0	0	0	0	7.1	0	0	0	0	4.4	4.8	0	4.4	3.8	0	0	0	4.8	5.3	5.3	5.3	6.3	0	0	3.8	4.8
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.29	1.01	0	4.3	0	0	4.3	0	0	0	5.9	6.1	0	0	0	0	0	0	5.4	0	4.3	0	0	0	5	0	0	5	0	0	0	5
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.82	0.9	4.5	4.5	4.7	4.5	0	3.4	4.7	4.7	5.3	5.6	5.1	0	3.4	4.1	4.7	0	5.8	0	0	0	5.1	0	0	4.7	4.5	5.1	4.1	0	4.5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	5.13	3.24	0	6.3	0	4.7	0	0	0	0	0	0	4.7	0	0	0	5.8	0	5.4	0	0	0	4.7	5.4	0	0	0	4.7	0	0	0	5.4
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.34	2.33	0	5.5	5.3	4.5	0	4.1	6.6	0	5.7	6.1	0	0	0	0	4.7	0	4.1	3.4	3.4	0	5.1	0	0	0	0	4.5	0	0	5.4	4.1
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.16	-1.27	0	4.7	5.4	0	0	0	0	0	6.8	6.6	0	0	0	4.7	0	0	6.3	0	4.7	0	0	0	0	0	0	5.4	0	0	6.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	6.31	4.05	4.8	6.5	0	4.8	0	0	0	0	0	6	0	0	0	0	4.1	0	0	0	0	0	0	5.9	6	0	5.7	5.9	5.7	4.1	5.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	0.85	-0.31	4.4	5.4	0	4	3.3	3.3	4.4	3.3	4.4	5.4	0	0	3.3	0	4.7	0	4.9	4	0	0	4.4	0	0	4.7	4.7	4.9	0	0	3.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.07	-3.95	4.6	4.6	5.3	0	0	0	0	0	0	0	0	0	4.6	0	0	0	6.4	0	0	0	0	0	4.6	6.2	0	7	0	0	5.7	5.3
E10.5	E105_Retinal_primordium	Retinal_primordium	0.46	0.27	0	6.2	0	3.9	3.9	0	0	0	5.2	7.2	4.5	0	3.9	0	3.9	3.9	5.5	3.9	0	0	5.6	0	0	0	0	6.2	0	0	3.9	3.9
E10.5	E105_Retinal_primordium	Retinal_primordium	2.51	-3.15	5	0	0	0	0	0	0	3.9	6.2	0	4.6	0	0	3.9	0	0	5	3.9	0	0	0	5	6.5	5.2	0	5.5	0	0	0	5
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.69	-0.83	4.9	6.7	5.6	0	0	0	4.9	0	6.2	7.5	0	0	0	0	6.2	0	0	0	4.9	0	0	0	0	0	0	4.9	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	0.73	-0.84	0	5.2	0	0	0	0	0	0	3.6	4.3	6	0	0	0	3.6	0	5.2	0	4.7	0	4.3	3.6	0	3.6	5	6.5	4.3	0	5.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.68	-1.34	0	5.4	0	0	0	0	0	0	4.3	4.3	0	0	0	0	0	0	0	0	0	0	4.3	4.3	4.3	0	5.4	6.9	0	0	5.4	5
E10.5	E105_Retinal_primordium	Retinal_primordium	0.45	1.79	0	5.7	0	0	0	3.9	5	0	5.8	6.3	5.3	0	0	0	3.9	0	0	0	0	0	5.3	3.9	0	0	0	5.5	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.12	-0.07	4.4	5.1	5.1	6.3	4.4	5.1	0	0	4.4	7.1	4.4	0	0	0	5.5	4.4	6	5.1	0	0	5.5	4.4	0	0	5.1	5.1	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.8	-3.9	0	4.5	0	4.1	3.4	0	0	0	5.8	6.3	4.5	0	3.4	0	3.4	0	4.1	4.1	0	0	4.7	0	4.1	0	3.4	5.3	0	4.1	6.1	4.5
E10.5	E105_Retinal_primordium	Retinal_primordium	0.88	-1.38	5.5	5.1	0	0	5.5	5.8	0	0	0	0	0	0	4.4	0	5.1	0	0	0	0	0	4.4	0	0	0	0	5.1	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.88	1.12	0	5.1	6.2	6.4	0	0	0	0	5.5	5.5	0	0	0	0	4.5	0	0	4.5	4.5	4.5	0	0	0	0	0	0	4.5	0	5.5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.39	-0.99	0	6.2	5.9	4.8	0	0	5.9	0	4.8	0	0	0	4.8	0	0	0	5.9	0	0	0	0	0	0	0	0	5.5	0	0	5.9	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.73	-0.33	6.1	5.4	5.4	4.7	0	0	0	0	0	5.4	0	0	0	0	5.4	0	0	0	0	0	0	0	0	4.7	0	4.7	5.4	0	4.7	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.46	1.06	4.6	3.9	5	0	0	0	4.6	0	5.6	6.7	5.2	0	0	0	0	0	0	3.9	3.9	0	5.5	3.9	0	0	0	5.5	0	0	4.6	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.33	1.33	5.2	0	6.4	0	0	4.1	4.8	0	0	6.7	4.8	0	0	0	6.2	4.8	6.2	4.8	0	0	4.8	0	4.1	0	0	4.8	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.62	0.54	0	6.4	6.7	5.3	0	0	4.6	0	5.3	6.2	0	0	0	0	0	0	0	0	0	0	5.7	4.6	0	0	5.3	4.6	0	0	5.3	6.2
E10.5	E105_Retinal_primordium	Retinal_primordium	5.87	1.9	4.2	6.7	0	0	0	0	0	0	4.6	6.3	0	0	0	0	5.1	0	4.2	0	3.5	0	5.1	5.9	3.5	0	6	6.2	5.2	3.5	4.2	4.6
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.26	-0.23	0	4.9	6	0	0	0	6.8	0	4.9	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	0.02	0.7	3.6	5.5	5	0	0	4.3	4.3	3.6	5.9	6.2	4.3	0	0	0	0	0	3.6	0	3.6	0	4.7	4.3	5.4	3.6	4.3	5.4	3.6	0	5.7	0
E10.5	E105_Retinal_primordium	Retinal_primordium	6.3	2.84	5.1	6.5	4	0	0	0	0	0	0	5.1	0	0	0	0	4	0	0	0	4	0	4.7	4.7	0	0	4	5.4	5.9	4.7	5.8	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.19	-0.61	5.8	6.1	5.8	4.7	0	0	0	0	5.4	6.1	0	0	0	0	4.7	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.2	-4.37	0	0	0	0	4.9	0	6.3	0	0	5.6	0	0	4.9	0	0	0	4.9	0	0	0	0	0	4.9	0	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.19	2.01	0	6.1	0	0	0	0	5.6	0	6	5.8	0	0	4.2	4.9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4.2
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.35	-1.06	4.9	0	0	0	0	0	5.8	0	4.2	6.2	0	0	4.2	0	6	0	0	0	0	0	4.9	0	0	4.2	0	4.9	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.22	0.75	0	4.7	0	0	0	0	0	0	6	6.1	0	4.1	0	0	0	0	5.4	4.7	0	4.7	0	4.1	4.1	0	4.1	4.7	0	0	0	4.1
E10.5	E105_Retinal_primordium	Retinal_primordium	5.53	1.24	5.5	7	4.4	0	0	0	0	0	4.4	4.4	4.4	0	0	0	0	0	0	0	4.4	0	5.1	5.8	0	0	0	6.5	0	0	4.4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.46	1.03	0	6.9	0	4.3	0	0	4.3	0	5	6.5	0	0	0	0	5	0	6.1	4.3	5	0	0	0	5.4	0	4.3	5.4	0	0	5.7	5.4
E10.5	E105_Retinal_primordium	Retinal_primordium	0.84	2.91	0	6.7	0	0	0	0	4.7	0	4.7	4.7	0	0	0	0	4	0	6	0	4	0	5.1	0	4	0	4	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.11	-0.7	6.1	4.7	0	4.1	0	0	4.1	0	5.7	6.1	4.7	0	0	0	4.1	0	0	4.1	4.1	0	5.1	0	0	0	4.1	4.1	4.1	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	0.67	-3.32	4.1	4.1	0	0	0	0	0	0	0	0	0	0	4.1	0	4.1	0	4.8	0	0	0	4.8	0	5.2	5.2	6.1	0	4.1	0	4.8	5.2
E10.5	E105_Retinal_primordium	Retinal_primordium	1.58	-3.73	4	3.3	4	0	0	0	4.4	4	3.3	3.3	3.3	0	3.3	0	4.4	0	3.3	3.3	0	0	0	0	6.4	5.7	0	5.8	0	0	4.4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.94	-4.7	0	0	5.2	0	0	0	0	0	0	0	0	0	0	0	4.5	0	6.5	5.2	0	0	4.5	0	5.6	4.5	0	4.5	0	0	5.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	5.2	0.75	4.5	6.6	0	0	4.5	0	0	0	0	4.5	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	5.6	4.5	6.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.09	1.86	0	6.3	0	0	0	0	0	0	5.4	5.4	0	0	0	0	0	0	5.4	0	0	0	0	4.7	0	0	0	0	0	0	0	6.1
