day	Anno	celltype	UMAP_1	UMAP_2	marker:Sim1	marker:Pax2	marker:Mecom	up:Dach1	up:Prdm16	up:Grhl2	up:Hnf1b	up:Tfap2a	down:Tshz2	down:Zeb2	down:Zeb1	down:Meis1	down:Ebf1	down:Nr2f2	down:Osr1	down:Meis2	down:Pknox2	down:Hoxa3	down:Zfhx4	down:Hoxc4	down:Tshz1	down:Foxp2	down:Zfp516	down:Zbtb16	down:Foxn3	down:Bnc2	down:Pbx1	down:Hoxa5	down:9430076C15Rik	down:Wt1	down:Hoxc5	down:Rora	down:Hoxc6
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.5	3.34	0	3.2	0	4.8	0	0	0	0	4.7	2.6	3.9	4.5	3.5	3.5	2.6	5.7	3.9	3	2	3	3.5	0	3	2.6	2	0	5.2	2.6	0	0	2	3.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.57	-1.47	0	0	3.5	4.6	0	0	0	0	5.7	2.5	2.5	5	4.9	3.8	3.1	5.4	3.1	3.1	3.1	4.4	3.1	2.5	3.1	3.5	0	0	5.5	0	0	2.5	0	4.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.73	2.38	3	6	5.2	4.4	0	2.3	0	0	4.6	2.3	3	0	3.6	0	0	5.3	2.3	0	3.6	0	0	0	3.3	3.3	2.3	3.6	5.3	3.3	0	0	0	4.7	2.3
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.1	3.28	3.4	5.7	4.5	0	0	0	0	0	4.1	0	4.5	0	3.4	0	0	5.3	0	3.4	3.4	0	0	0	0	0	4.1	0	4.1	4.1	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.51	0.41	4.3	5.5	5.6	3.4	0	0	0	0	5	0	0	5.7	4.9	4.1	0	6.3	4.1	3.4	2.8	0	0	0	2.8	0	4.5	0	5.3	3.8	0	0	0	4.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.3	1.17	3.6	0	0	4.3	0	0	0	0	4.8	4.9	3.9	5.2	2.5	3.9	4.4	6	3.6	2.5	3.6	0	4.1	0	2.5	0	3.2	0	5.2	2.5	0	0	2.5	3.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.19	3.88	0	5.7	0	4.1	0	0	0	0	3	3.7	0	4.1	0	0	0	5.2	0	0	0	0	4.1	4.1	3	0	0	0	5.4	0	0	0	0	3.7	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.43	2.78	0	4.6	2.5	5.6	0	0	0	0	5.3	2.5	4.3	4.5	4.8	0	0	4.9	3.1	3.8	3.1	2.5	0	0	2.5	2.5	0	0	5.2	0	0	0	0	3.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.87	1.44	0	4.3	3.3	3.9	0	0	0	0	5	4.3	3.3	4.8	5.4	0	3.9	5.5	3.9	0	4.3	0	0	0	0	0	3.3	0	6	3.3	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.67	1.91	3.1	4.8	3.5	4.7	0	0	0	3.1	3.1	3.8	4.1	5	2.4	3.8	3.8	4.7	2.4	2.4	4.7	0	2.4	4	3.8	3.5	0	3.8	5.1	0	3.5	0	2.4	4.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.2	-1.18	0	5.3	0	4.6	0	0	0	0	5.3	4.1	3.9	5	4.6	3.8	2.3	5.8	2.3	1.7	3.7	3.4	2.7	2.7	3.5	2.7	1.7	2.7	6.1	0	1.7	1.7	1.7	4.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.8	-0.92	2.6	0	0	4.6	0	0	0	0	4.9	4.2	0	4.6	3.3	2.6	0	5.2	4.6	0	4.5	3.9	3.3	0	0	4.6	3.3	0	5.3	0	2.6	0	0	3.3	2.6
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.07	3.81	2.1	5.9	4.6	5.6	0	0	0	0	3.8	3.4	3.1	3.1	0	0	2.1	4.4	0	3.1	4.2	2.7	0	0	2.1	0	0	0	5.8	0	2.1	0	2.1	3.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.45	1.25	2.3	5.5	2.9	4	0	0	2.3	0	5.5	3.6	3.6	5	5.5	2.3	0	5.6	2.9	0	3.3	2.3	2.3	0	3.8	0	3.6	0	5.7	2.3	0	0	0	5.2	2.3
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.69	1.35	0	2.2	0	4.1	0	0	0	0	3.9	5	3.3	5.1	3.5	3.5	3.5	6	4.1	2.9	3.8	3.5	4.1	2.9	3.8	3.5	4.1	0	5.9	0	0	0	0	4.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.57	3.51	2.4	0	2.4	5.3	0	0	0	0	3.1	3.5	4.3	4.9	2.4	4.3	0	5.2	3.1	2.4	4	0	2.4	4	3.5	3.1	0	2.4	5.6	0	2.4	0	0	2.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.25	-0.23	2.9	5.8	3.6	0	0	0	0	0	4.2	0	0	4.8	0	4	0	5.7	4.5	0	2.9	3.6	0	0	4	5.4	0	0	5.6	0	0	0	0	4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.87	-0.61	0	0	0	4.5	0	0	0	0	5.1	3.6	3.6	4.9	4.5	5.2	3.6	6.1	3.9	0	4.7	3.6	0	3.2	3.6	4.1	3.6	3.2	6.5	0	3.9	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.61	2.2	2.8	4.8	4.5	4	0	0	0	0	4.8	4	3.2	4.1	2.8	3.5	3.2	5.5	3.7	0	2.8	2.2	2.2	0	2.8	3.2	2.8	0	4.7	3.2	2.8	0	2.2	4.6	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.07	0.99	0	6	4.1	3.4	0	0	0	0	5.8	0	0	3.4	5.5	0	0	5.7	3.4	0	3.4	0	0	0	0	4.1	3.4	0	5.2	0	0	0	0	4.1	3.4
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.24	2.04	0	6.2	0	6.1	0	0	0	0	4.4	4.1	2.8	3.9	0	3.5	2.8	5.6	3.9	4.1	0	2.8	0	0	2.8	4.7	2.8	0	5.2	0	0	0	0	4.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.27	4.24	2.4	5.7	4.3	4.9	0	0	0	0	4	4.3	3.5	4.4	3.1	0	3.5	4.8	0	3.5	3.1	2.4	2.4	3.5	3.8	2.4	4.2	4.7	5.2	3.1	3.5	0	2.4	4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.15	-0.16	3.4	5.8	5.1	2.7	0	0	0	0	5.2	4.6	2.7	5.1	4.6	4.5	0	5.8	0	2.7	0	0	3.8	2.7	2.7	2.7	3.4	0	5.1	3.8	2.7	0	0	4.7	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.8	2.43	0	0	0	5.5	0	0	0	0	4.2	3.5	4.6	5.4	4.7	3.8	3.8	5.8	2.5	0	4.5	0	3.8	2.5	4	0	3.5	3.5	6.4	0	0	0	0	2.5	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.79	0.13	0	5.7	0	4.2	0	2.4	0	0	5.5	4.1	4.6	4.4	4.7	2.4	2.4	5.4	0	0	2.4	3	0	0	0	3.7	3	2.4	4.9	0	0	0	0	5	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.07	0	4.2	0	0	4.9	0	0	0	0	5.5	4.7	0	4.7	5.2	0	0	6.2	3.8	3.1	0	3.1	0	4.2	3.1	0	3.1	0	5.7	0	0	0	0	3.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.52	2.86	0	0	0	5.3	2.3	0	0	0	4.9	4.4	3.9	4.4	0	2.3	3	5.8	3.6	3	3.6	2.3	2.3	2.3	3.4	3	2.3	3	5.8	0	0	2.3	0	2.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.49	2.48	3.1	4.4	3.1	5	0	0	0	0	4.1	3.7	4.4	4.6	3.1	3.7	3.1	4.8	0	3.1	4.8	0	0	4.1	3.1	0	3.1	0	5.4	0	3.1	0	0	4.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.14	2.93	0	4.2	0	4.2	0	0	0	0	5.2	0	4.2	5	0	3.9	0	4.2	2.8	4.4	4.2	2.8	3.5	0	3.5	2.8	4.4	3.9	6.4	0	0	0	0	0	2.8
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.48	-0.78	0	0	0	0	0	0	0	0	5	5.5	0	5.4	5.1	4.1	4.3	5.9	3	3.7	3	3.7	0	3	0	3	4.1	0	6.2	0	0	0	0	4.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.63	-0.15	0	5.4	3.5	4.6	0	0	0	0	5.2	0	3.7	4.5	3.7	4.1	3.1	5.7	3.5	3.1	3.1	2.4	2.4	0	2.4	0	3.5	2.4	5.5	0	0	0	0	4.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.71	4.15	3.7	4.9	4.6	5.8	0	0	0	0	2.4	3.7	0	4.6	2.4	2.4	2.4	5	3.4	2.4	3.4	0	0	0	0	0	3	0	4.5	2.4	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.97	-0.58	1.8	2.4	3.6	3	0	0	0	0	5.2	3.8	4.1	5.4	4.1	3.4	2.8	5.3	3.8	2.8	4	3.4	0	3.4	2.4	1.8	3.4	1.8	5.1	0	0	2.8	1.8	2.8	3.3
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.27	2.02	0	4.5	0	0	0	0	0	0	3.8	3.1	4.5	4.2	0	3.1	0	5.3	3.8	0	0	0	3.1	3.1	0	3.1	0	3.1	5.3	0	0	0	0	3.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	6.53	0.68	0	0	2.8	4.1	0	0	0	0	3.9	4.5	4.3	4.6	2.2	3.5	3.5	5.3	4.5	3.2	4	3.2	2.8	3.2	3.9	3.2	3.5	2.8	6	0	0	2.2	0	3.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.23	1.23	2	3.3	0	5.6	0	0	0	0	4.7	3.7	4.4	4.3	4.6	3.9	3.1	6	2.7	2	3.3	3.9	2.7	3.3	3.5	0	2.7	0	5.9	3.1	2	0	0	4.6	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.71	3.91	4.7	5.4	4.4	4.3	0	0	0	2.7	4.1	1.7	0	2.3	3.3	2.3	0	4.6	2.7	1.7	0	0	2.7	2.9	3.3	2.7	2.3	1.7	4.2	0	0	0	0	2.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.17	1.4	3.4	2.1	2.1	5.4	0	0	0	0	5	2.8	3.2	5.3	4.2	2.1	0	5.7	3.7	0	3.8	2.1	0	4.2	0	3.2	2.8	0	6.1	2.1	2.8	0	0	3.7	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.26	1.95	0	5.2	0	4.4	0	0	0	0	4	0	0	4.7	3.3	4.4	2.7	5.4	2.7	0	3.3	0	4.2	4.7	0	3.3	0	2.7	5.6	0	0	0	0	3.7	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.29	0.67	2.9	0	0	4.3	0	0	0	0	5	3.6	0	3.6	0	0	2.9	6	4	2.9	4.3	2.9	2.9	0	3.6	2.9	3.6	0	6.2	0	0	0	0	3.6	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.64	2.43	0	5.1	4.3	5.9	0	0	0	0	4.7	4.5	4	4.7	0	3	0	5.4	3	3	3.6	0	0	3	0	3.6	4.7	3	5.9	0	3	0	0	4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.38	3.49	3.9	5.9	5.3	2.9	0	0	0	0	4.4	3.9	2.9	3.5	2.9	0	0	5.5	3.5	3.5	3.9	0	3.5	0	2.9	2.9	2.9	0	5.7	2.9	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.08	-0.09	3.1	0	4.2	5.6	0	0	3.1	0	3.1	3.8	3.1	5.3	3.1	3.1	0	5.9	3.1	3.1	4.9	0	0	3.8	3.1	0	3.1	3.8	5.5	3.1	0	0	0	4.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.21	3.31	3.4	4.9	4.5	3.8	0	0	0	0	4.7	2.8	3.4	2.8	0	3.8	0	5.4	3.4	3.4	0	0	0	0	0	2.8	0	0	6	0	0	0	0	2.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	6.75	0.09	3	0	0	5.1	0	0	0	0	5	5.2	0	4.9	0	0	3.6	4.7	3	0	3.6	0	0	0	4	0	0	3	5.2	0	0	0	0	4.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.64	0.36	0	5.6	4.5	4.5	0	0	0	0	5	3.8	0	4.4	3.6	3.2	2.5	5.3	0	2.5	2.5	3.6	0	0	0	2.5	2.5	0	5	0	0	0	0	4.5	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.37	-1.05	0	0	2.8	3.5	0	0	0	0	5.2	4.7	2.8	3.5	3.5	4.2	0	5.1	5.1	3.5	4.2	3.9	2.8	0	0	2.8	4.2	0	5.4	0	0	0	0	4.6	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.35	0.07	3.4	2.8	0	5.3	0	0	2.8	0	5.1	4.1	0	4.7	5.3	3.4	2.8	6.1	3.4	2.8	2.8	2.8	0	5.2	0	0	2.8	0	5.4	0	0	0	2.8	2.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	6.26	2.49	5.2	0	0	4.1	0	0	0	0	2.7	4.9	3.8	3.4	4.3	0	4.6	6.2	0	2.7	2.7	0	0	4.1	4.1	0	3.4	0	5.4	0	0	0	0	5.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.63	3.75	4.6	5.5	3.9	4.7	0	0	0	1.9	3.7	3.1	3.8	4.5	0	2.9	0	4.9	1.9	0	3.1	3.1	3.3	0	2.5	1.9	2.9	0	5.3	0	0	0	1.9	2.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.74	2.5	0	5	0	3.2	0	0	0	0	3.9	4.8	3.2	4.6	3.2	3.2	3.9	4.6	0	0	0	3.2	4.6	4.3	4.3	0	3.2	0	4.8	3.2	0	0	0	3.9	3.2
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.81	0.43	3.2	5.7	5.2	4.7	0	0	0	0	4.9	0	0	4.3	2.5	4.1	0	5.2	3.6	0	3.9	0	0	2.5	3.2	4.1	3.9	0	5.6	2.5	0	0	2.5	5.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.16	-0.99	0	0	0	0	0	0	0	0	5.8	0	0	4	5.9	4	0	6.7	0	0	0	0	0	0	0	0	0	4.7	5.6	0	4	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.34	-0.15	2.4	4.7	3.1	3.5	0	0	0	0	5.7	3.1	0	4.8	0	3.1	3.1	5.5	2.4	3.7	4.3	3.5	2.4	0	2.4	3.7	2.4	3.7	6.8	3.1	0	0	0	4.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.53	1.73	0	5.5	4.1	4.6	0	0	0	0	5.9	0	0	3.1	0	3.1	0	4.8	3.1	0	0	0	0	0	3.7	0	3.1	0	6.3	0	0	0	3.1	3.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.08	0.85	0	5.8	4.8	4.6	0	0	0	3.1	4.8	4.2	0	3.1	3.5	0	0	5.9	2.5	2.5	0	0	0	2.5	0	2.5	3.5	2.5	4.5	0	0	0	0	4.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.18	-1.91	2.5	0	0	4.2	0	0	0	0	5.3	3.5	3.2	4.4	4.8	3.8	2.5	5.6	3.5	3.2	3.5	3.8	2.5	0	0	4	3.5	3.8	5.3	0	3.2	3.2	0	4.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.41	2.34	2.9	5.6	5.6	4.8	0	0	0	0	5.6	4.2	0	4.5	0	2.9	2.9	5.6	4	0	0	2.9	4	0	0	0	0	0	5.9	0	3.6	0	2.9	3.6	2.9
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.91	2.04	0	2.5	0	4.9	0	0	0	0	6	2.5	3.5	4.5	3.5	3.2	2.5	5.5	4	2.5	4.2	3.2	3.8	3.5	3.5	4	4	3.5	5.9	0	3.2	0	0	4.5	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.78	1.62	3.7	4.8	0	5.5	0	0	0	0	2.7	4	3.7	5.4	0	3.7	3.3	6.3	0	2.7	0	0	3.3	0	2.7	3.3	3.3	2.7	5.9	3.3	2.7	0	0	4.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.75	3.74	3.1	5.7	4.4	5.7	0	0	0	2.1	4	0	0	2.8	0	3.1	2.8	4.9	3.1	0	2.1	0	2.1	0	2.8	2.8	2.8	0	4.5	2.8	0	0	0	3.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.17	2.28	2.7	5.3	5.6	0	0	0	0	0	3.3	3.7	2.7	2.7	0	3.3	0	4.8	3.3	2.7	2.7	2.7	0	4.2	0	3.3	0	0	4.2	0	0	0	2.7	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.06	3.42	2.7	4.7	6	4.6	0	0	0	0	4.7	2.7	0	0	0	3.7	2.7	5	3.3	2.7	0	0	0	0	4	3.7	2.7	0	4	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.04	0.82	0	3.3	3.3	3.3	0	0	0	0	6.2	0	0	4.8	4.3	3.9	0	6.2	0	0	3.9	0	3.3	3.9	3.3	3.9	3.3	0	5	0	0	3.3	0	5.9	3.3
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	6.01	-0.88	2.9	0	2.5	5.3	0	0	0	0	4.2	4.8	3.7	4.7	2.9	3.1	3.3	5.4	3.7	2.5	4.1	3.1	0	3.7	4	2.9	4.3	3.5	5.8	0	0	0	0	4.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.64	3.49	0	4.5	2.8	2.8	0	0	0	2.8	4.1	5	3.4	2.8	2.8	3.8	0	5.6	3.8	0	2.8	3.4	0	0	3.4	0	0	0	5.5	3.4	3.4	0	0	3.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-5.24	2.63	4.9	5.3	4.8	3.8	0	0	0	0	3.8	2.8	2.8	0	0	0	0	3.8	0	0	0	0	0	0	2.8	4.1	2.8	0	3.4	0	0	0	0	3.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.62	2.34	4.3	5.3	4.5	3.3	0	0	0	0	5.2	2.2	2.9	0	5.8	3.8	0	4.7	0	2.2	3.3	2.2	0	0	3.3	2.2	3.5	0	4.1	2.2	2.2	0	0	4.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.21	1.15	4.2	4.7	2.8	3.5	0	0	0	0	4.2	3.9	2.8	5.8	0	4.2	0	5.7	4.4	2.8	2.8	0	2.8	0	3.5	4.6	0	4.4	5.7	0	0	0	0	4.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.27	0	0	3.4	0	3.4	0	0	0	0	5.1	4.9	2.7	5.5	5.6	3.4	3.4	5.2	2.7	3.4	2.7	0	0	2.7	0	2.7	2.7	0	5.7	2.7	0	2.7	2.7	3.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.82	3.89	2.5	4.1	2.5	0	0	0	0	0	3.6	2.9	2.5	1.9	2.5	1.9	0	4.1	1.9	0	1.9	1.9	1.9	3.2	2.5	1.9	3.2	0	4.1	1.9	0	0	0	3.6	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.48	-1.22	0	0	0	3.2	0	0	0	0	5.3	4.7	4.9	5.1	3.2	3.5	2.5	4.8	3.2	3.8	4.4	4.6	0	0	0	3.2	4.4	4	5.5	0	0	0	0	3.2	3.2
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.99	3.65	0	3.8	5.2	3.5	0	0	0	2	4.7	3.3	0	0	0	0	0	3.8	0	2	2	0	2	0	2.6	2	2	0	4.8	0	0	0	0	2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.4	0.29	3.2	4.4	3.2	0	2	0	0	0	5.2	4.5	4.2	4.7	4.7	3.9	0	6.1	2	2	3	3	0	3	3.2	3	3.2	0	6	2	0	0	2	4.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.34	2.41	0	3.2	0	4.2	0	3.2	0	0	4.7	4.2	0	4.7	0	0	3.8	4.7	3.2	0	0	0	4.5	3.2	3.2	3.8	3.2	0	6	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.84	1.4	0	0	0	0	0	0	0	0	4.7	4.1	4.8	3.8	3.4	2.8	4.1	4.9	3.4	2.8	4.1	3.4	2.8	3.4	0	3.4	3.4	3.4	5.9	0	0	2.8	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.56	3.74	2.4	1.8	0	4.3	0	0	0	0	3.7	3.6	4	3.6	1.8	3.3	2.8	4.7	2.4	0	2.4	0	2.4	3.8	2.8	0	3.1	4	5.6	2.4	0	0	0	3.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.51	2.02	4.1	5.7	5.2	3.4	0	0	0	3.8	5.4	4.1	0	2.7	0	0	0	5.1	4.1	0	0	0	2.7	0	2.7	3.8	0	0	5.1	0	0	0	0	3.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.66	4.28	3.6	4.7	4	2.9	0	0	0	0	0	2.9	0	3.6	2.9	2.9	0	2.9	2.9	2.9	0	0	0	2.9	0	0	2.9	0	4.3	0	0	0	0	4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.67	-0.28	0	0	0	4.6	0	0	0	0	3.5	3.5	4.2	5.3	0	0	0	4.6	5.4	0	0	4.6	0	0	3.5	4.2	3.5	3.5	4.9	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.87	1.55	0	4.9	3.7	0	0	0	0	0	3.7	0	3	4.8	0	0	0	5.5	3	0	3	0	4.6	4.6	3	4.9	0	0	5.1	0	0	0	0	4.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.33	-0.88	0	4.6	0	4.8	0	0	0	0	4.8	3	3	4.1	3.7	4.4	3.7	5.5	3	0	3	3	3	3.7	3.7	3	3.7	0	5.7	0	3	3	3	3.7	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.63	-2.03	0	0	0	4.6	0	0	0	0	0	4.8	4.6	4.3	4.8	0	4.3	6.2	4.3	3.3	5	3.3	3.3	0	0	0	3.9	0	5.7	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.06	1.27	3.6	5.9	3.6	5.8	0	0	0	0	0	0	0	4.7	0	0	0	4.3	0	0	0	3.6	0	0	0	3.6	5	0	3.6	0	0	0	3.6	3.6	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.97	-0.42	0	0	0	3.8	0	0	0	0	5.3	4.1	3.4	4.3	3.8	3.4	0	5.7	5.7	3.4	5.4	4.1	0	0	3.4	3.4	2.8	0	6	0	0	0	0	3.4	3.8
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.3	-0.6	0	4.5	4.2	3.7	0	0	0	0	4.5	3.2	1.9	4.7	3.4	3.6	0	5.6	2.9	2.5	1.9	2.9	3.6	0	3.4	3.2	3.6	2.9	6.1	0	0	0	0	5	1.9
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.54	4.04	3.2	5.5	4	6	0	0	0	2.8	0	2.2	0	2.8	0	2.2	2.8	4.9	2.2	2.2	4.5	2.2	0	2.2	2.2	2.8	2.2	0	4.5	0	0	0	0	2.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.81	3.75	2.5	3.1	2.5	4.9	0	0	0	0	4	3.1	3.8	4.8	3.8	3.5	3.5	5.7	0	3.1	4.2	0	2.5	4.7	2.5	0	3.8	3.8	5.4	0	3.1	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.04	-1.69	0	5.6	3.3	4.3	0	0	0	0	5.4	3.1	4.6	5.2	5.4	3.7	3.1	5.8	2.7	3.6	4.6	3.3	3.1	3.3	4.1	4.2	3.6	3.6	5.7	2.7	0	0	0	3.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.65	2.84	3.4	5.8	5.3	5	0	0	0	0	4.3	0	4.5	2.8	0	0	0	3.8	3.8	2.8	3.4	2.8	0	0	2.8	4.1	2.8	0	5.1	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.35	2.76	4	5.7	4.1	3.5	0	0	0	3.1	2.4	0	0	4	0	0	0	3.5	3.1	0	2.4	0	0	3.1	0	4.1	4	0	4.4	2.4	0	0	0	4.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	6.44	-0.26	0	2.3	0	4.6	0	0	0	0	4.6	3.9	3.7	4.3	4.2	3	3	5.2	3.7	3	4.3	3.9	2.3	0	3.4	3.4	2.3	2.3	5.2	0	0	0	0	2.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	6.16	0.31	0	0	4.4	5.9	0	0	0	0	4.6	3.3	3.3	4.5	2.6	2.6	2.6	5.9	4.5	2.6	4	3.7	4.2	0	4	0	4.8	0	5.1	0	0	2.6	0	4.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.36	0.92	3.4	0	3.4	4.9	0	0	0	0	4.1	4.2	3.4	4.6	5.3	4.3	2.3	6.6	4.3	0	5.3	3.7	3	3.9	3	3.4	3.4	0	5.8	0	0	0	0	2.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.65	3.07	2.5	5.5	3.2	3.2	0	0	0	2.5	4.7	3.6	3.6	3.6	2.5	0	0	4.8	0	2.5	2.5	2.5	3.6	0	3.9	2.5	3.9	0	4.4	3.2	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.2	2.47	0	4.7	3.9	5.6	0	0	0	0	3.6	2.6	0	4.9	0	3.6	0	5.3	2.6	0	3.2	3.2	3.2	0	0	4.5	3.6	4.1	5.4	0	0	0	2.6	3.9	0
