day	Anno	celltype	UMAP_1	UMAP_2	marker:Sim1	marker:Pax2	marker:Mecom	up:Dach1	up:Prdm16	up:Grhl2	up:Hnf1b	up:Tfap2a	down:Tshz2	down:Zeb2	down:Zeb1	down:Meis1	down:Ebf1	down:Nr2f2	down:Osr1	down:Meis2	down:Pknox2	down:Hoxa3	down:Zfhx4	down:Hoxc4	down:Tshz1	down:Foxp2	down:Zfp516	down:Zbtb16	down:Foxn3	down:Bnc2	down:Pbx1	down:Hoxa5	down:9430076C15Rik	down:Wt1	down:Hoxc5	down:Rora	down:Hoxc6
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.59	2.02	0	0	0	4.5	0	0	0	0	4.9	3.7	3.9	4.9	3.9	2.4	3.7	5.8	3	3	4.5	0	2.4	0	0	0	3.4	0	5.9	0	0	0	0	3.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.53	0.48	0	2.6	0	5.2	0	0	0	0	0	5.2	3.7	4.6	2.6	2.6	2.6	5.4	0	3.7	0	0	3.3	2.6	3.3	3.3	3.7	0	6.3	3.3	0	3.3	0	0	2.6
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.74	1.1	0	4.8	2.4	0	0	0	0	0	4.2	4.1	0	5.3	3	3.4	2.4	5.1	0	2.4	3.7	0	3.4	0	3.9	3.4	0	0	5.3	0	2.4	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.38	0.96	3.2	2.5	3.2	5	0	0	0	0	4.1	4.5	4.2	5.7	5.7	2.9	3.5	5.3	1.9	2.5	4.6	0	1.9	0	3.4	0	2.9	2.9	6.3	2.5	0	0	0	3.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.18	1.16	4.3	0	2.4	5.4	0	0	0	0	5.1	4.3	4.3	4.7	4.9	3.1	0	6	4.1	0	5	2.4	3.7	2.4	2.4	0	3.1	4.3	5.6	0	0	0	0	4.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.96	2.14	0	5.4	5.7	0	0	0	0	0	3.6	2.4	1.8	0	0	3.5	1.8	4.2	1.8	1.8	1.8	2.4	1.8	3.1	3.7	2.4	2.4	2.4	4.9	2.8	0	0	0	4.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.57	-1.77	0	4.9	4.5	4.8	0	0	0	0	5.4	4.6	3	5.6	4.4	2.4	3.4	5.8	3	2.4	3	4.2	0	3	2.4	2.4	4.2	0	5.8	0	0	0	2.4	4.5	3.4
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.07	3.21	1.9	5.3	4.6	3.2	0	0	0	0	3.4	3.4	0	0	0	0	0	4.6	2.9	0	2.9	0	1.9	0	3.4	4	1.9	2.9	5	2.6	0	0	0	3.6	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.67	-1.91	2.4	0	0	5.7	0	0	0	0	5.6	4.6	4.9	5.3	4.4	3.6	2.7	5.4	4.4	3.6	4.5	4	3.6	4.2	2.7	3	4	3.4	5.9	0	0	0	0	4.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.89	0.65	0	5.2	0	0	0	0	0	0	5.3	4.3	3.1	3.8	3.5	4.3	3.8	4.9	4.4	3.1	4.2	3.1	3.1	2.4	3.1	3.1	3.8	3.5	6.1	0	0	3.5	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.11	4.27	0	5	3.1	4.2	0	0	0	0	4	2.9	3.1	4.3	0	3.1	2.7	4.6	3.2	0	3.2	2.4	3.2	3.1	3.2	3.2	3.1	2.1	5.5	3.7	0	0	0	2.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.39	-0.31	3.1	4.3	4.7	4.6	0	0	0	0	5.5	3.1	4.4	4.9	4.5	3.7	2.4	6	0	3.1	2.4	3.5	0	3.1	2.4	0	3.1	4.1	5	0	0	3.1	0	5.1	3.1
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.78	1.56	4.1	4.1	3.2	5	0	0	0	0	4.7	4.8	3.6	5.2	2.5	0	0	5.8	2.5	3.6	3.2	0	0	4.1	2.5	2.5	2.5	0	5.7	2.5	0	2.5	0	4.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.69	0.38	0	5.5	4.2	3.8	0	0	0	2.5	6	3.1	0	5	0	4.2	4.2	6	0	2.5	0	3.1	0	0	3.8	4.9	3.8	0	5.8	2.5	0	0	0	3.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.08	-0.03	0	5	3.4	5.4	0	0	0	0	5.4	4.2	3.2	4.6	1.9	3.8	1.9	5.3	3.2	2.5	4	3.7	0	3.2	3.4	3.2	3.2	0	5.2	0	2.5	0	0	4.5	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.88	3.25	2.4	4.6	0	5.4	0	0	0	0	4.3	2.4	4	4.2	2.4	3.1	0	5.9	3.5	0	5	0	0	4.4	3.8	3.1	4.8	3.1	5.5	4.2	3.5	0	2.4	4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.58	-0.46	3	5.4	4.5	4.5	0	0	0	0	5.4	3.5	3.7	4.7	3.5	3.5	2	5.7	0	2.7	3.5	3.5	2.7	0	3	3	3	3.3	4.9	3.7	0	2	0	4.5	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.87	-0.66	0	3.8	3.6	5	0	0	0	0	5.6	4.6	4.1	4.2	3.6	4.1	0	5.8	4.3	2.2	3.8	3.6	2.9	3.9	2.2	3.6	3.9	4.1	5.9	2.9	3.3	2.9	2.2	4.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.32	2.42	4.3	5.7	5	5.6	0	0	0	0	3.5	4.3	2.8	3.8	0	0	2.8	4.7	3.5	3.5	3.8	2.8	4.3	0	2.8	2.8	0	0	2.8	2.8	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.03	-3.27	3.2	0	4.5	5.3	0	0	0	0	4.5	5.4	4.4	5	5	4.3	0	6	4.4	2.8	2.8	2.8	3.5	3.2	3.5	2.8	3.7	2.2	5.6	2.2	0	0	0	4	2.2
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.94	3.04	0	4.3	4	5.1	0	0	0	0	2.2	0	3.7	5.5	0	2.2	2.8	5.5	4	0	4	0	0	4.2	3.2	2.2	2.8	4.5	5.2	0	3.7	0	0	4.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.49	3.79	0	0	0	5.5	0	0	0	0	3.2	4.5	3.5	3.7	0	3.5	2.2	4.8	2.2	2.2	4.9	0	3.2	4.9	2.8	0	2.8	2.8	5.5	0	0	0	0	3.5	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.21	1.45	0	4.6	5	5.6	0	0	0	0	5.2	4.5	3.3	4.9	0	4.2	2.6	4.6	4.1	3.7	4.2	2.6	3.7	3.8	3	3	2	3.3	5.8	2	0	0	0	4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.63	2.76	0	4.4	4.5	5.3	0	0	0	0	4.5	2.4	3.9	5.2	0	2.4	3	5	3	3.7	0	0	3.7	4.2	2.4	2.4	0	2.4	5.6	0	2.4	0	0	2.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	6.44	1.09	4.2	0	0	6	0	0	0	0	4.2	4.9	0	4.9	3.5	0	0	6.1	4.6	3.5	0	0	0	0	0	0	3.5	0	5.1	3.5	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.35	0.53	3.9	0	0	3.9	0	0	0	0	3.7	5.1	3.7	5.4	4.3	3.7	3.3	5.9	3.3	0	3.7	2.6	3.9	0	3.3	2.6	3.3	0	5.4	2.6	0	0	0	3.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.47	-0.59	0	5.4	3.6	3.4	0	0	0	0	5.8	4	4.7	5.4	5.4	3.9	2.3	5.7	3	2.3	2.3	3.4	0	0	3.9	3	2.3	2.3	5.5	0	0	2.3	2.3	5	2.3
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.77	1.97	2.4	5.3	4.8	0	0	0	0	0	5.3	3.7	2.4	4.5	3.9	4.2	2.4	5.5	3	2.4	3.4	3	3	3	3	0	3	0	5.3	2.4	2.4	0	0	4.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.96	2.96	0	0	0	6	0	0	0	0	3.7	3.9	3.1	5.4	0	2.7	2.1	4.6	3.1	0	3.9	0	3.4	2.7	3.1	0	2.1	2.7	5.3	0	0	0	0	3.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.62	-1.75	2.1	0	3.4	4.5	2.1	0	0	0	4.9	4.5	4.3	5.4	4.1	3.7	0	5.6	3.7	4.1	3.2	3.2	3.7	0	3.4	2.8	2.8	3.7	6.2	0	0	2.1	0	4	2.1
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4	2.46	0	5.5	0	3.8	0	0	0	0	4.8	4.2	0	5.5	4.1	0	2.2	5.3	2.2	2.8	3.2	2.2	2.2	0	3.5	2.8	3.7	0	5.6	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.03	0.57	0	5.1	2.5	3.5	0	0	0	0	5.6	2.5	1.8	5.1	2.8	3.8	0	5.1	4.1	3.5	4.3	3.9	3.5	0	3.6	0	3.3	1.8	5.4	0	0	2.8	0	2.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.5	2.36	4.9	5.1	0	5.3	0	0	0	3.8	2.7	0	0	4.6	0	2.7	0	5.4	0	0	2.7	3.4	0	0	2.7	3.4	0	0	4.3	0	0	0	0	2.7	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.14	-0.57	0	5.1	5.4	4.2	0	0	0	0	5.8	2.9	1.9	6	0	4	3.2	6	0	3.2	4.1	3.6	1.9	2.9	3.6	3.8	1.9	3.6	6.1	0	0	0	0	4.6	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.41	-1.1	0	4.5	4	4.4	0	0	0	0	5.3	5.2	4.6	5.6	3.8	3.6	1.8	5.7	4.1	4.2	4.1	2.8	4.1	3.1	2.8	4.5	4.1	1.8	6.1	1.8	2.8	3.8	1.8	1.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.39	2.33	0	2.5	3.5	6.2	0	0	0	0	5.2	3.1	4.4	4.9	0	4.6	2.5	5.7	3.8	2.5	4.4	2.5	0	3.5	0	3.8	4	2.5	5.9	0	3.5	0	0	4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.24	2.27	4.5	2.7	0	4.8	0	0	0	0	5.1	5	4.7	3.9	5.7	2.7	2.7	5	3	0	2	2	2.7	4.5	2.7	0	2.7	2	5.2	3	0	0	0	3.5	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.76	3.81	2.4	5.3	3.1	5.1	0	0	0	0	4.9	0	2.4	3.1	3.9	0	2.4	4.7	0	3.1	0	0	0	2.4	2.4	2.4	3.7	0	5	3.4	0	0	2.4	2.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.08	1.66	4	5.6	5.6	4.4	0	0	0	0	4.8	4	3.5	3.5	0	3.5	0	4.8	0	0	4	2.2	0	2.8	2.8	3.2	3.2	4.5	4.7	0	0	0	0	2.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.45	2.04	2.5	1.9	1.9	4.9	0	0	0	0	5.5	4.2	4.3	4.8	3.8	4.1	2.5	6.1	4	3.1	4.5	3.3	4.3	4	3.5	1.9	4	2.5	5.6	0	2.9	0	1.9	3.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.68	1	0	3.7	0	4.8	0	0	0	0	4.9	2.2	4.9	4.9	0	4	0	5.9	3.4	0	4.1	3.2	3.4	3.2	3.7	4	2.8	2.2	6.8	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.1	3.44	2.5	2.5	0	5.1	0	0	2.5	0	3.2	3.8	3.8	4.2	3.2	3.2	2.5	5.5	2.5	3.2	5.1	0	4.1	4.5	4.2	0	2.5	0	5.5	3.8	0	0	0	4.1	2.5
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.93	2.1	2.4	2.4	4.1	3.9	0	0	0	0	4.1	3.4	4.4	3.4	3.4	3.1	0	4.7	3.4	3.4	2.4	3.1	3.4	3.9	2.4	3.7	3.9	0	6	3.1	0	2.4	2.4	3.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.14	2.14	4.1	5.2	3.2	4.2	0	0	0	0	3.9	3	3.2	3.9	0	2	3.4	5.4	3.2	0	3.8	0	3	0	2.6	0	3	0	5.1	0	0	0	0	5.1	2
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.86	1.82	3.5	5.3	4.4	5.1	0	0	0	0	2.4	4.6	3.1	3.7	4	3.7	3.1	5.2	0	4.1	0	0	2.4	0	2.4	0	3.7	4	5.7	2.4	0	0	0	4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.42	2.6	0	4.8	0	4.5	0	0	0	0	0	3.3	0	3.7	0	3.3	3.7	4.8	0	0	0	2.7	0	2.7	0	3.7	0	0	4.2	2.7	0	0	2.7	3.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.43	4.32	3	5.3	4.2	3.5	0	0	0	0	4.2	3.6	3.4	4.3	0	3.8	2.6	4.6	3	0	3.3	2.4	2.6	1.5	2.9	0	2.9	1.5	5.2	2.9	2	0	1.5	2.4	1.5
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.14	3.14	2.3	5.1	3	4.5	0	0	0	0	5.2	4.5	4.9	5.2	0	3	0	5.6	2.3	3	3.6	2.3	3	0	0	4	0	3	5.1	3	2.3	0	0	0	2.3
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.99	-0.85	4.7	2.4	0	5.5	0	0	2.4	0	4.8	4.1	4.6	5.1	5	4.1	2.4	5.8	0	2.4	3.7	0	0	4.8	3.4	0	4.2	3.4	5.6	3.4	0	2.4	0	3.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.67	2.31	4.2	5.1	4.7	4.7	0	0	0	0	5.1	3.8	3.1	3.6	0	0	0	5	3.1	0	2.1	0	0	0	2.1	3.4	3.8	0	4.9	2.1	0	0	0	4.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.92	4.39	3	5.2	4.5	4.7	0	0	0	0	2.2	1.6	0	3	2.2	1.6	2.2	4.4	2.2	1.6	1.6	0	1.6	3	2.2	2.2	2.5	0	4.5	3.6	0	0	1.6	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.26	0.76	0	0	2.8	5.2	0	0	0	0	4.6	4.6	0	4.9	0	2.8	3.5	6.6	3.9	2.8	4.4	2.8	2.8	3.5	2.8	0	0	0	5.5	2.8	0	0	3.5	2.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.4	0.92	4	1.8	2.7	5.4	0	0	0	0	5.3	4	3.4	5	5.4	3.8	0	5.7	1.8	1.8	3.9	0	2.4	5	3.2	2.4	4.5	3.7	5.7	0	1.8	0	0	4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.07	-2.2	3.6	0	2.1	5.2	0	0	0	0	5.6	5	3.8	4.8	3.1	3.8	4.6	5.1	4.4	4	4.6	0	4.2	3.1	2.8	3.1	3.8	3.1	5.7	0	0	2.1	0	3.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.78	3.46	0	5.4	3.3	3.8	0	0	0	0	2.9	2.3	2.3	4.6	2.3	3.6	0	5.3	2.9	0	3.8	2.3	4.3	2.9	3.3	2.3	3.8	4	5.9	0	0	0	0	2.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.25	0.92	3.4	4.2	4.8	4.9	0	0	0	0	3.7	4.6	0	4	2.7	3.4	2.7	6	4	0	4.2	0	2.7	2.7	2.7	0	4.6	0	6.3	0	0	0	0	3.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.1	1.62	3.6	5.4	5.6	4.5	0	0	0	0	3.8	3.6	2.9	2.9	2.3	3.6	2.3	4.5	2.9	2.9	0	4.2	3.6	0	3.8	4.4	2.9	0	4.8	2.3	0	0	0	3.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.31	1.14	3.7	5.4	2.9	3.4	0	0	0	0	4.5	3.7	2.9	3.2	4.9	3.7	3.4	4.3	0	0	3.6	3.2	2.9	3.4	1.9	2.6	3.6	2.9	5.6	2.6	0	0	2.6	4.7	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.66	1	4	2.5	2.9	5.5	0	0	0	0	4.8	4.3	2.9	5.3	4.9	3.8	3.2	6.1	3.6	3.2	4.7	2.9	3.4	3.7	3.4	0	3.6	0	5.9	3.2	0	2.5	0	2.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.88	0.48	0	5.5	4.6	3.9	0	0	0	0	6	2.6	0	5.2	0	3.4	2.9	5.5	3.2	3.4	3.9	2.6	1.9	2.9	2.6	4.1	1.9	0	5.8	1.9	0	0	1.9	3.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.38	3.09	0	4.1	3.9	2.5	0	0	0	0	5.3	4.3	4.3	5	1.9	4	2.9	5.8	4	2.9	4	2.5	4.1	3.9	1.9	3.2	3.7	0	5.8	1.9	0	0	0	3.4	1.9
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	6.4	0.81	0	2.4	3.4	3	0	0	0	0	5.1	4.8	4.1	4.6	0	2.4	2.4	5.1	4.1	3	4.4	3.7	2.4	0	2.4	0	2.4	0	5.5	0	0	2.4	2.4	4.2	2.4
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.19	0.52	0	5.6	5	4.3	0	0	0	0	5.5	3.2	3.8	3.4	3.8	3.7	0	5.4	3.6	2.9	3.2	3.4	1.9	3.2	3.2	4.2	3.8	0	5.5	2.5	1.9	3.4	2.5	4.2	2.5
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.8	0.81	2.7	0	3.2	5	0	0	0	0	5.3	4.8	3.9	5.5	3.7	3.2	3.6	6	4	2.7	3.2	3.7	3	2.4	3.7	3.7	3.2	2.4	4.9	1.8	1.8	2.4	1.8	3.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.29	0.08	2.1	5.2	3.7	5.4	0	0	0	0	5.8	3.3	3.9	5.1	3.9	4.3	2.9	5.7	2.9	1.5	3.8	4.1	1.5	0	3.4	2.1	3.1	0	4.8	2.1	1.5	1.5	0	4.7	2.5
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.95	0.59	4.8	5.1	5.6	0	0	0	0	0	4.1	2.5	0	4.2	0	3.2	2.5	5.9	0	2.5	3.8	2.5	4.4	0	3.6	3.2	3.2	0	4.5	3.6	0	0	2.5	3.2	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.07	3.71	0	4.9	3.8	5.8	0	0	0	0	4.2	3	3.7	4.7	0	3.3	0	5.1	2.6	2	3.3	3	4.5	0	3.5	0	2	2	5.8	0	4	0	0	4.8	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.45	-2.23	0	3.4	3.8	4.3	0	0	0	0	5	4.3	3.4	5.3	5.6	0	0	6	3.8	3.4	4.6	2.7	2.7	4.4	0	4	2.7	4.7	6.2	2.7	2.7	4	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.7	3.02	0	2.6	0	4.5	0	0	0	0	4.4	3.2	3.5	4	4.7	3.6	3.8	4.7	3.2	3	3.6	0	2.6	3	2.6	2	3.6	0	5.1	2.6	2.6	0	0	4.4	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.76	-0.75	0	5.8	4.1	5.5	0	0	2.8	0	3.8	4.3	4.3	0	0	0	0	4.8	2.8	2.8	2.8	0	0	0	3.4	0	0	4.8	4.5	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.78	0.83	0	4.2	0	5.1	0	0	0	0	5.4	4.3	3.7	4.6	2.8	3.5	2.2	5.9	4.3	2.2	3.2	3.7	3.2	4.5	2.8	2.8	3.7	2.2	6	2.8	4	2.8	0	2.8	2.2
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.78	3.33	0	4.7	3	3.7	0	0	0	0	3.7	4.3	4.3	4.8	1.8	1.8	3	5.5	2.8	3	3.8	2.8	2.8	3.7	3	3.6	3.4	3.7	6.1	2.4	1.8	0	0	4.3	1.8
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	4.89	0.57	0	2.2	3	4.7	0	0	0	0	5.1	4.7	4.2	5	2.6	3.4	3.6	5.3	3.8	3.6	3.4	3	1.6	4	3.8	2.8	3	4.3	5.5	0	3.2	1.6	1.6	3.5	1.6
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.34	4.4	2.3	5.2	0	2.9	1.4	0	0	0	3.4	2.9	3.3	3.7	2.5	3.7	3.4	4.5	3.1	1.9	1.4	1.9	1.9	0	2.9	1.4	2.5	0	4.9	2.3	0	0	1.9	4.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.21	1.04	2.9	4.7	0	4.2	0	0	0	0	0	4.6	3.5	4.7	0	2.9	0	5.7	0	3.9	4.7	0	2.9	0	0	3.5	3.5	0	2.9	3.5	0	2.9	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	6.15	1.04	0	0	0	4.9	0	0	0	0	4.8	5.1	0	4	4.2	2.6	2.6	5.9	4.2	2.6	4.8	3.7	2.6	0	0	0	0	0	5.1	3.3	3.7	0	0	0	2.6
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.47	1.59	0	2.1	2.1	4.3	0	0	0	0	3.8	3.8	4.4	5.1	2.8	4.1	4.5	5.5	3.6	3.4	4.1	2.1	2.1	0	3.6	0	3.1	3.1	5.6	3.6	0	2.8	0	3.6	3.1
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.59	-0.14	3.1	2.5	4	4.2	0	0	0	0	3.5	4.7	0	4.7	4	4.6	2.5	5.5	3.8	2.5	0	2.5	0	0	2.5	0	2.5	0	4.3	2.5	0	0	0	3.1	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.47	0.01	2	2	4	5.2	0	0	0	0	5	3.7	3.7	4.2	3.3	2	0	4.8	3	3.5	3	3.3	3	0	3.3	2	3.3	0	4.8	0	0	0	0	4.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.3	4.29	0	5	2.6	5.7	0	0	0	0	5.7	3.3	2.6	4.6	0	0	0	4	3.3	0	2.6	0	3.7	2.6	3.7	4	4.9	0	5.7	0	0	0	0	0	2.6
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.26	-1.77	2.8	0	0	5.3	0	0	0	0	4.5	4.2	4	5.6	3.4	4.7	3.4	5.1	4.6	2.1	3.6	3.6	3.1	3.6	2.8	2.1	2.8	2.1	5.5	0	0	2.1	2.1	5	2.1
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	1.59	1.72	0	3.8	0	5.4	0	0	0	0	5	4.5	4.2	4.9	0	4.4	0	5.5	4.9	3.5	3.3	3.5	2	3.5	4.1	4.4	2.6	4.5	5.8	0	0	0	0	4.2	2
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	3.22	0.09	4.4	3.7	3.4	5.5	0	0	0	0	5.1	4.6	0	5.5	5.5	4.2	3.4	5.5	0	3.7	2.7	2.7	0	0	3.7	0	3.7	0	5.8	3.7	0	0	0	2.7	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.37	4.52	2.9	5.2	4.3	4.7	0	0	0	0	4.2	4.1	3.8	4.6	2.9	3.4	1.9	5.2	2.5	2.5	0	1.9	2.9	0	1.9	3.1	2.9	3.7	5.2	2.5	0	0	1.9	2.9	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	2.49	1.96	3	0	0	4	0	0	0	0	5.1	3.6	0	4	3.6	4.5	4.9	5.8	0	0	3	0	4.7	0	3.6	0	4	0	5.9	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	5.46	3.2	3.4	0	0	3.4	0	0	0	0	0	0	0	4	0	3.4	0	5.4	3.4	3.4	4.4	0	0	4.4	0	0	0	0	4.4	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	0.37	3.29	0	3.7	4.5	4.2	0	0	0	0	4.4	2.6	3.7	5	0	0	0	5.1	4	2.6	0	2.6	2.6	2.6	3.3	3.7	3.7	4.4	6.4	0	3.3	0	0	3.3	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-4.47	4.35	2.9	4.6	4.6	5.4	0	0	0	0	0	3.3	2.9	3.6	0	0	0	4.8	3.6	0	4.2	0	3.3	0	0	2.9	2.3	2.3	4.2	0	0	0	0	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-3.82	3.52	0	5.6	3.6	2.6	0	0	0	0	4.6	3.2	0	3.6	0	0	0	3.9	0	0	2.6	0	3.2	0	0	3.2	2.6	3.6	5.8	2.6	0	0	2.6	0	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.62	-1.42	0	6	4.5	4.8	0	0	0	0	5.7	4.2	2.5	5.5	0	3.5	0	5.2	3.8	3.1	3.1	3.5	2.5	0	3.5	2.5	3.5	2.5	5.3	0	3.5	0	0	2.5	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-0.91	3.91	0	4.5	4.2	3.4	0	0	0	0	5.2	2.9	2.3	4.6	0	2.6	2.6	5	3.4	3.1	3.1	2.3	1.7	2.9	2.6	4.2	3.4	3.3	6	1.7	2.3	0	0	4.5	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-1.56	2.88	0	4.8	2.8	4.8	0	0	0	0	5.3	3.8	3.1	5.1	0	3.6	2.1	5.2	2.8	2.1	3.4	2.1	2.8	0	2.8	2.8	2.8	2.8	5.3	2.1	0	0	0	3.6	0
E8.5b	E85b_Intermediate_mesoderm	Intermediate_mesoderm	-2.93	0.02	0	5.9	4.4	4.4	0	0	0	0	5.4	0	0	3.7	0	2.6	0	5.7	4.5	2.6	3.3	0	2.6	3.3	2.6	2.6	3.7	0	5.9	0	0	2.6	0	4.7	0
