day	Anno	celltype	UMAP_1	UMAP_2	Bach2	Cpa2	Dach1	Dll1	Fgf10	Hes7	Hoxa1	Hoxb1	Lmx1b	Mecom	Meis2	Meox1	Msx1	Pax2	Pax8	Prrx1	Sim1	Tbx6	Tshz2	Wnt5a
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	7.06	0.47	0	0	0	0	0	0	2.8	0	0	0	2.8	0	0	0	0	0	0	0	0	2.8
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-5.8	3.85	0	0	0	0	0	0	0	0	0	1.9	0	3.2	3.4	1.9	2.5	0	0	0	1.9	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.06	1.58	0	0	0	0	0	2.6	0	0	0	0	2.9	0	2.9	0	0	0	0	0	2.6	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1	-6.23	0	0	0	0	0	0	2.3	2.3	0	0	3	0	0	0	0	3	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-0.08	-5.23	0	0	0	0	0	0	2.7	0	0	0	3	0	4.1	0	0	2.7	0	0	2.7	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.9	0.61	0	0	0	0	0	2.1	2.1	3.4	0	0	0	0	2.7	0	0	0	0	2.1	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-6.46	4.03	0	1.7	0	0	1.7	0	0	0	0	1.7	2.3	2.9	3.8	0	3.1	0	1.7	0	2.7	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.53	-3.48	0	0	2	0	0	0	0	0	0	0	2	2	3.3	0	0	2.7	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.63	-3.34	0	0	0	0	0	0	1.8	2.4	0	0	2.7	0	3.7	0	0	2.4	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	3.48	-3.04	0	0	0	0	0	0	0	0	0	0	3.1	0	3.1	0	0	3.1	0	0	2.4	2.4
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.44	1.06	0	0	0	0	0	2.9	2.9	2.5	0	0	1.9	0	2.9	0	0	0	0	1.9	2.5	2.9
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.37	1.3	0	0	2	0	0	2	0	2	0	0	2	2	3.5	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	4.46	3.22	0	0	0	0	0	4.1	0	2.1	0	0	2.1	0	3.1	0	0	0	0	2.8	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.7	-0.59	0	0	0	0	0	2.5	0	2.5	0	0	3.1	2.5	3.1	0	0	0	0	0	0	2.5
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-1.44	4.57	0	0	0	0	0	2.6	0	2.6	0	0	2.6	0	3	0	0	3.5	0	0	2.6	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.01	-1.59	0	0	0	2.3	0	3.8	2.3	2.3	0	0	2.3	0	0	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.37	-3.75	0	0	0	0	0	0	2.5	0	0	0	3.1	0	4.4	0	0	2.5	0	0	1.9	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.25	-6	0	0	0	0	0	0	3.1	0	0	0	2.1	0	3.6	0	0	2.1	0	0	0	2.1
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-2.78	-5.14	0	0	0	0	0	0	0	0	0	2	0	0	3.6	0	0	2.6	0	0	2.6	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.93	-6.13	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	2	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.28	-0.22	0	0	0	0	0	3	0	0	0	0	0	0	4.5	0	0	0	0	2.3	0	4.1
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.44	-1.27	0	0	0	0	0	0	1.9	0	0	0	1.9	0	2.9	0	0	1.9	0	0	0	2.5
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.35	-0.38	0	0	0	0	0	3.1	0	0	0	0	3.1	0	0	0	0	0	0	0	3.1	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.33	-5.88	0	0	0	0	0	0	0	2	0	0	2.7	0	3.5	0	0	3.3	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.71	5.14	0	0	0	0	0	4.4	0	2.6	0	0	2.6	3	0	0	0	0	0	2	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	0.24	-5.19	0	0	0	0	0	0	2.3	2.3	0	0	3.2	0	3.7	0	0	2.7	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.5	5.49	0	0	0	0	1.9	0	0	1.9	0	0	1.9	3.4	0	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.39	-4.64	0	0	0	0	0	0	0	1.9	0	0	2.9	0	3.7	0	0	2.5	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.51	-1.38	0	0	0	0	0	2.5	1.9	2.5	0	0	0	1.9	0	0	0	0	0	0	1.9	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	7.07	0.97	0	0	0	0	0	0	0	0	0	0	1.7	0	4	0	0	2.3	0	0	2.3	2.9
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.1	-3.53	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	2	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.3	-5.34	0	2.7	0	0	2.1	0	2.1	0	0	0	2.7	0	3.6	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	0.46	-4.76	0	0	0	0	0	0	2.4	3.1	0	0	1.8	1.8	3.4	0	0	2.8	0	0	1.8	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.42	-4.37	0	0	0	0	1.9	0	1.9	1.9	0	0	2.9	0	3.4	0	0	3.1	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.78	2.99	0	0	0	0	0	2.9	0	4	0	0	0	0	2.3	0	0	0	0	3.8	0	2.3
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.78	-3.52	1.7	0	1.7	0	0	0	2.7	1.7	0	0	3.3	1.7	2.3	0	0	1.7	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-1.59	-5.84	1.6	0	0	0	0	0	1.6	1.6	0	0	3	0	0	0	0	0	0	0	1.6	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.45	0.91	0	0	0	0	1.8	3.1	2.4	2.8	0	0	0	0	3.1	0	0	0	0	0	0	1.8
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	7.42	0.53	0	0	0	0	0	0	0	1.7	0	0	2.7	0	2.3	0	0	2.3	0	0	3	2.3
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-6	3.85	0	0	2.5	0	0	0	0	0	0	2.5	1.9	0	2.5	2.8	2.8	0	0	0	1.9	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	4.61	2.37	0	0	0	0	0	0	2.5	0	0	0	0	0	2.5	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.84	-5.65	0	0	0	2	0	0	2.7	2	0	0	3.1	0	2	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-3.04	-4.8	0	0	0	0	0	0	3.2	0	0	2.2	2.2	0	3.7	0	0	2.9	0	0	2.2	2.2
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.52	3.08	0	0	0	0	0	3.1	0	2.9	0	0	0	0	3.1	0	0	0	0	2.9	1.9	1.9
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-2.54	-4.74	0	0	2	0	0	0	3.5	2.7	0	0	2	0	3.3	0	0	2	0	0	2	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.08	-5.65	2.2	0	0	0	0	0	0	2.8	0	0	2.2	0	3.7	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.49	2.51	0	0	0	0	1.6	2.9	1.6	2.6	0	0	1.6	1.6	2.9	0	0	0	0	2.2	0	2.6
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.39	-4.01	1.5	0	1.5	0	0	0	2.1	1.5	0	0	3.3	2.1	2.4	0	0	1.5	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.69	-1.27	0	0	0	0	0	0	0	0	0	0	3	0	4.1	0	0	2	0	0	2	2.6
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	0.78	-5.65	0	0	2.7	0	0	0	2.1	2.1	0	0	2.7	0	2.7	0	0	3.1	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.17	-3.07	0	1.7	0	0	0	0	0	0	0	0	2.3	0	3.2	0	0	2.7	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-7.23	2.85	0	0	0	0	0	0	2.1	0	0	0	2.7	0	4	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.97	-4.46	0	0	0	0	0	0	1.9	0	0	0	2.9	0	1.9	0	0	0	0	0	2.5	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.24	-1.33	0	0	0	0	0	0	0	0	0	0	1.9	0	4.5	0	0	0	0	0	1.9	3.7
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	4.8	-1.69	0	0	0	0	0	0	0	2.7	0	0	0	0	4	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.36	-1.23	0	0	0	2	0	2.7	0	0	0	0	0	0	4.7	0	0	0	0	0	2	2
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	0.85	-6.18	0	0	0	0	0	0	2.6	1.9	0	0	2.6	0	2.9	0	0	1.9	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.8	2.6	0	0	0	0	0	1.9	1.9	2.5	0	0	2.5	0	0	0	0	0	0	0	0	2.5
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.07	-6.17	0	0	0	0	2.3	0	0	0	0	0	0	0	3.3	0	0	3.3	0	0	0	3
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.95	-0.31	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-0.82	3.77	0	0	0	0	0	2	2	3	0	0	3	2	2	0	0	0	0	0	2.6	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.02	1.24	0	0	0	0	0	2.1	0	2.1	0	0	0	0	2.1	0	0	0	0	2.1	0	2.1
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.72	-3.29	0	0	0	0	0	0	0	2.3	0	0	3.2	1.7	2.9	0	0	3.3	0	0	0	1.7
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.89	-1.08	0	0	0	0	1.7	0	0	0	0	0	2.3	1.7	1.7	0	0	0	0	1.7	2.3	2.3
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.83	1.43	0	0	0	0	0	2.5	1.9	2.9	0	0	0	0	0	0	0	0	0	1.9	0	1.9
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.53	-5.52	0	0	0	0	0	0	1.9	1.9	0	0	3.4	0	3.4	0	0	2.9	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.45	4	0	0	0	0	0	1.6	2.2	0	0	0	2.6	0	3.2	1.6	0	0	0	2.2	2.8	2.6
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.17	2.4	0	0	0	0	0	1.8	1.8	3.1	0	0	2.8	1.8	1.8	0	0	0	0	0	1.8	1.8
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-2.52	-5.47	0	0	1.6	0	2.2	0	1.6	1.6	0	0	3	2.5	4.3	0	0	2.8	0	0	1.6	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.48	-0.79	0	0	0	0	0	2.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	3.3
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.68	-0.81	0	0	0	0	2.8	0	0	0	0	0	2.2	0	2.8	0	0	2.2	0	0	0	2.8
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.41	1.79	0	0	0	3	0	3.5	0	3	0	0	2	0	3.6	0	0	0	0	2.6	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.57	-5.96	0	0	2.5	0	0	0	0	1.8	0	0	2.5	0	2.5	0	0	3.5	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.49	-3.05	0	0	0	0	0	0	2	0	0	0	2.6	0	2	0	0	2	0	0	2	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.12	3.13	0	0	0	0	1.7	1.7	0	1.7	0	0	2.7	0	3.5	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.89	-3.24	0	0	2	0	0	0	2	0	0	0	3.8	0	3	0	0	2.6	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.45	-0.71	0	1.8	0	0	0	2.8	2.8	1.8	0	0	1.8	0	2.8	0	0	1.8	0	2.4	0	1.8
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.1	-2.96	0	0	0	0	0	0	1.9	1.9	0	0	0	0	2.5	0	0	0	0	0	1.9	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.98	-6.02	0	0	2.8	0	0	0	0	0	0	0	2.8	2.8	0	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.18	-0.38	0	0	0	3	0	3.4	0	2.4	0	0	2.4	0	0	0	0	0	0	0	2.4	3
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.67	0.27	0	0	0	0	0	0	0	4.1	0	0	0	0	4	0	0	0	0	0	0	3
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.02	1.89	0	0	0	0	0	0	1.7	0	0	0	2.3	0	3.5	0	0	1.7	0	1.7	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.45	-3.75	0	0	0	0	0	0	0	0	0	0	2.9	0	2.5	0	0	2.9	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	7.27	0.46	0	0	0	0	0	0	2.4	0	0	0	0	0	2.4	0	0	0	0	0	0	2.4
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.61	-2.57	0	0	0	0	1.9	0	2.6	0	0	0	2.6	0	1.9	0	0	1.9	0	0	1.9	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.49	5.3	0	0	0	2	0	4.6	0	2	0	0	2	4.1	0	0	0	0	0	2.6	2	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.27	-4.67	0	1.8	1.8	0	0	0	3.4	0	0	0	3.4	0	1.8	0	0	2.8	0	0	1.8	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.44	-4.41	0	0	0	0	0	0	0	0	0	0	2.9	0	2.5	0	0	0	0	0	2.9	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.99	1.93	0	1.8	0	0	0	2.4	2.4	3	0	0	1.8	0	1.8	0	0	0	0	0	1.8	2.4
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.75	1.24	0	0	0	0	0	2.8	1.8	2.8	0	0	2.4	1.8	3.1	0	0	0	0	1.8	1.8	1.8
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.73	1.29	0	0	0	3.1	0	2.7	0	0	0	0	0	0	2.1	0	0	0	0	3.8	0	2.1
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.63	2.99	0	0	0	2	0	2.6	0	3	0	0	0	0	0	0	0	0	0	0	0	2.6
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	3.07	-3.4	1.6	0	0	1.6	0	1.6	2.2	1.6	0	0	3	1.6	3.2	0	0	2.2	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.01	-5.49	0	0	0	0	0	0	0	0	0	0	2.1	0	2.1	0	0	0	0	0	2.1	2.1
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.9	0.27	0	0	0	0	0	1.7	0	2.6	0	0	1.7	0	4.9	0	0	2.3	0	0	2.3	1.7
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.68	1.1	0	0	0	0	0	3.7	0	3.2	0	0	0	0	2.1	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-1.58	-5.91	1.7	0	0	0	1.7	1.7	1.7	1.7	0	1.7	3.3	0	2.9	0	0	3.1	0	0	2.3	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-3.71	3.74	0	0	0	0	0	0	2	0	0	2	2.6	3.2	2.6	2	2	0	0	0	3.5	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-0.29	-5.59	0	0	1.3	0	0	0	2.2	1.3	0	0	2.7	1.3	3	0	0	2.9	0	0	0	1.9
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.73	2.27	0	0	1.9	0	0	0	1.9	3.8	0	0	0	0	3.9	0	0	0	0	0	0	3.2
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.11	-4.14	0	0	0	0	0	0	2.5	0	0	0	2.5	0	3.2	0	0	3.4	0	0	1.9	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.93	-5.19	1.8	0	1.2	0	0	0	0	1.8	0	0	1.8	0	3.4	0	0	2.4	0	0	1.2	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-1.98	-4.94	0	0	0	0	0	0	2.3	1.7	0	0	2.3	0	3.5	0	0	2.7	0	0	1.7	1.7
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.81	-6.17	0	0	0	0	0	0	2.5	0	0	0	3.2	0	3	0	0	1.6	0	0	0	1.6
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-6.1	4.07	0	0	1.9	0	2.9	0	0	0	0	0	2.6	2.6	4.6	0	2.6	0	0	0	2.6	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.14	-5.18	0	0	0	0	0	0	2.5	1.9	0	0	2.5	1.9	2.5	0	0	2.5	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.86	-5.85	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.18	0.41	0	0	0	0	0	1.8	2.4	1.8	0	0	1.8	0	3.8	0	0	1.8	0	1.8	0	2.4
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	7.09	0.51	0	0	0	0	2.3	2.7	0	1.7	0	0	2.3	0	3.6	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	3.84	4.05	0	0	0	2.1	0	0	2.1	2.7	0	0	3.1	0	2.7	0	0	0	0	0	2.1	2.1
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.52	1.7	0	0	0	2.6	0	2.9	2.6	2.6	0	0	0	0	0	0	0	0	0	3.2	2	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	0.27	-5.31	0	2.1	0	0	0	0	0	2.8	0	0	2.8	2.1	3.4	0	0	3.1	0	0	2.8	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.74	0.85	0	0	0	0	1.7	0	0	0	0	0	2.6	0	0	0	0	1.7	0	0	1.7	1.7
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	7.44	0.67	0	0	0	0	0	2.7	0	2.1	0	0	0	2.1	0	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	4.88	2.62	0	0	0	0	0	3.3	0	2.9	0	0	0	0	3.6	0	0	0	0	0	0	3.3
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.21	-0.73	0	0	2.3	2.9	0	4.9	0	3.6	0	0	0	0	0	0	0	0	0	4.1	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-5.95	2.91	0	0	0	0	2.2	2.2	2.2	2.2	0	2.2	3.5	0	3.2	0	0	2.8	0	0	2.2	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.99	-0.44	0	0	0	0	0	0	2	2	0	0	0	2	3	0	0	0	0	2	2	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	0.12	-5.67	0	0	0	0	0	0	0	0	0	0	2.4	0	3.5	0	0	3.3	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	7.12	1.1	0	0	0	0	0	0	2.3	1.7	0	0	0	0	2.3	0	0	0	0	0	1.7	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.27	-3.4	0	0	0	0	0	1.8	0	1.8	0	0	2.4	0	4.1	0	0	3.3	0	0	1.8	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	0.54	-4.69	0	0	0	0	0	0	1.7	2.3	0	0	0	1.7	2.7	0	0	1.7	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.01	-5.93	0	0	0	0	1.4	0	1.9	2.3	0	0	3.4	0	3.6	0	0	2.5	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.21	-3.66	0	1.3	1.3	0	1.9	0	2.2	1.3	0	0	3.6	0	3.5	0	0	2.7	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.79	-3.9	0	0	0	0	0	0	2.7	0	0	0	3.4	0	3.1	0	0	3.1	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.31	0.24	0	0	0	0	0	0	0	0	0	0	1.9	0	3.1	0	0	1.9	0	0	0	2.5
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	3.93	3.55	0	0	0	0	0	2.1	2.1	2.7	0	0	2.1	0	0	0	0	0	0	3.4	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.22	-1.34	0	0	0	0	0	2.9	2.3	0	0	0	2.3	0	3.3	0	0	0	0	2.3	2.3	2.3
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.57	-0.23	0	0	0	0	0	2.1	2.1	0	0	0	0	0	3.4	0	0	0	0	2.7	0	2.1
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.54	-2.99	0	0	2.6	0	0	0	0	2.6	0	0	3.7	0	2.6	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.12	-3.69	0	0	0	0	0	0	2.5	2.5	0	0	2.5	0	2.5	0	0	3.2	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-1.54	-5.86	0	0	1.9	0	0	0	1.9	0	0	1.9	3.6	0	3.8	0	0	3.4	0	0	0	1.9
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.08	2.97	0	1.9	0	0	0	3.9	1.9	2.8	0	0	0	0	3.5	0	0	0	0	2.8	1.9	2.8
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.53	-1.56	0	0	0	0	0	0	2.6	0	0	0	0	0	4	0	0	0	0	0	1.9	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.02	-5.33	2.4	0	0	0	0	0	0	1.8	0	0	3.4	0	3	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.79	-3.79	0	0	0	0	1.6	0	1.6	1.6	0	0	2.8	0	2.2	0	0	2.6	0	1.6	2.2	1.6
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.85	0.23	0	0	0	0	0	0	1.5	1.5	0	0	2.1	0	4.3	0	0	0	0	0	0	3.1
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-2.51	-5.88	0	1.9	0	0	1.9	1.9	1.9	2.5	0	0	2.9	0	2.9	0	0	2.9	0	0	0	1.9
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	0.32	-4.92	1.4	0	1.4	0	0	1.4	2.3	1.4	0	0	3.3	0	3	0	0	2	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-2.26	-6.09	1.6	0	0	0	0	0	0	0	0	0	3	0	4.6	0	0	3.2	0	0	2.2	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.13	-0.51	1.8	0	0	0	0	0	0	0	0	0	2.8	1.8	2.8	0	0	0	0	0	0	2.4
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-0.42	-5.9	0	0	1.6	0	1.6	1.6	0	1.6	0	0	2.6	0	4.1	0	0	3.4	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-4.36	4.18	0	0	0	0	1.7	0	1.7	0	0	1.7	3	0	1.7	0	3.2	0	0	0	1.7	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.54	1.45	0	0	1.8	0	0	2.7	0	1.8	0	0	0	0	3.2	0	0	0	0	1.8	0	2.7
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-4.41	2.07	0	0	0	0	0	2.4	0	0	0	0	3.4	0	2.4	0	0	2.4	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.57	3.1	0	0	0	0	0	2	0	2	0	0	0	0	4	0	0	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	6.08	0.73	0	0	0	2	0	0	2	0	0	0	0	0	3.7	0	0	2	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-5.53	3.92	0	0	1.6	0	0	0	1.6	1.6	0	0	3.5	3.5	3.2	2.2	3.2	2.2	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.3	-0.37	0	0	0	0	0	0	2.4	3.4	0	0	0	0	2.4	0	0	0	0	0	2.4	3.9
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	-6.68	3.98	0	0	0	0	2.1	0	0	2.1	0	2.1	2.7	2.7	0	0	2.1	0	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	2.22	-5.76	0	0	0	0	0	0	1.8	0	0	0	1.8	0	3.6	0	0	3.2	0	0	0	0
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	5.74	1.96	0	0	0	1.8	0	4.3	2.4	3	0	0	1.8	0	1.8	0	0	0	0	3	1.8	2.4
E8.5	E85_Intermediate_mesoderm	Intermediate_mesoderm	1.78	-6.16	0	0	0	0	0	0	1.7	0	0	0	1.7	0	4.5	0	0	2.4	0	0	2.4	0
