day	Anno	celltype	UMAP_1	UMAP_2	Bach2	Cpa2	Dach1	Dll1	Fgf10	Hes7	Hoxa1	Hoxb1	Lmx1b	Mecom	Meis2	Meox1	Msx1	Pax2	Pax8	Prrx1	Sim1	Tbx6	Tshz2	Wnt5a
E9.5	E95_Paraxial_mesoderm_B	Paraxial_mesoderm_B	2	3.72	0	0	0	0	0	0	0	0	0	0	0	5.3	0	0	0	0	0	0	0	0
E9.5	E95_Paraxial_mesoderm_B	Paraxial_mesoderm_B	2.94	4.08	0	0	0	0	0	0	0	0	0	0	6.3	4.9	0	0	0	0	0	0	0	4.9
E9.5	E95_Limb_mesenchyme_prog	Limb_mesenchyme_prog	-3.53	-3.25	0	0	6.2	0	0	0	0	0	5.1	5.1	6.5	0	0	0	0	0	0	0	5.1	0
E9.5	E95_Limb_mesenchyme_prog	Limb_mesenchyme_prog	1.14	-1.05	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0	4.4	0	0	0	5.5
E9.5	E95_Paraxial_mesoderm_B	Paraxial_mesoderm_B	5.19	0.39	0	0	4.9	0	0	4.9	0	0	0	4.9	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Limb_mesenchyme_prog	Limb_mesenchyme_prog	-2.92	-0.38	0	0	0	0	0	0	0	0	0	0	6.6	0	0	0	0	0	0	0	6.3	0
E9.5	E95_Paraxial_mesoderm_B	Paraxial_mesoderm_B	4.95	5.72	0	0	4.6	0	0	0	0	0	0	0	6	0	3.5	0	0	0	0	0	4.9	3.5
E9.5	E95_Limb_mesenchyme_prog	Limb_mesenchyme_prog	-2.77	-4.6	5.8	0	5.1	0	5.1	0	0	0	0	5.1	6.2	0	0	0	0	5.8	0	0	5.8	0
E9.5	E95_Paraxial_mesoderm_B	Paraxial_mesoderm_B	1.22	4.39	5.1	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	0	0	5.1	0
E9.5	E95_Paraxial_mesoderm_B	Paraxial_mesoderm_B	4.86	3.07	0	0	6	0	0	0	0	4.9	0	0	6.5	0	0	0	0	0	0	0	4.9	0
