day	Anno	celltype	UMAP_1	UMAP_2	marker:Tcf21	marker:Isl1	marker:Gata4	up:Mycn	up:Hmga2	up:Id2	up:Meis1	up:Mef2c	up:Foxc2	up:Irx1	up:Zic3	up:Irx5	up:Tcf15	up:Meis2	up:Twist1	up:Hmgb1	up:Irx3	up:Foxp1	up:Tbx1	up:Tgif1	up:Gata5	up:Osr1	up:Alx1	up:Sox4	up:Prrx2	up:Prrx1	up:Id3	up:Foxc1	up:Otx2	up:Meox1	up:Gata6	up:Pbx1	up:Id1	up:Rarb	down:Lyar	down:Hand1	down:Mixl1	down:Msx1	down:Evx1	down:Msx2	down:T	down:Cdx2	down:Tbx3	down:Prdm6	down:Cdx1	down:Myc	down:Cdx4	down:Foxf1
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.88	-1.39	0	0	0	2.6	3.2	0	0	0	0	0	0	0	0	0	0	5.7	0	0	0	0	0	0	0	2	0	0	3	0	0	0	2	0	0	0	3.9	4.3	0	2	0	2	0	0	0	2.6	0	3	0	3.8
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	5.7	-1.53	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	5.7	0	0	0	0	0	0	0	2.2	0	0	5.1	0	0	0	0	0	2.2	0	4.1	5.2	0	2.9	0	3.2	0	2.9	0	2.2	0	3.2	0	3.2
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.69	-0.86	2.1	0	2.1	2.1	2.1	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	2.1	0	0	0	3.1	0	0	3.4	0	0	0	0	0	0	0	4.4	4.7	0	3.6	2.1	3.6	0	2.1	2.1	0	0	2.7	0	3.6
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	6.02	-2.56	0	0	0	0	2.8	2.2	0	0	0	1.6	1.6	0	0	2.2	1.6	5.4	0	1.6	0	0	0	0	2.2	1.6	1.6	0	4.3	0	0	0	1.6	1.6	1.6	0	4.5	4.6	0	4.1	0	2.5	0	2.8	0	2.2	0	2.2	0	1.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.56	-4.39	2.9	3.4	0	3.2	2.9	4.6	1.9	3.4	2.5	1.9	2.5	1.9	0	1.9	0	5.8	1.9	1.9	1.9	2.9	0	0	1.9	0	0	0	5.3	0	0	0	1.9	2.9	4	0	3.7	0	0	0	0	0	0	0	0	1.9	0	0	0	1.9
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.97	-1.47	0	0	0	2.1	2.7	2.1	0	0	0	0	0	0	0	2.1	0	5.6	0	0	0	2.1	0	0	2.1	2.1	0	0	4.3	0	0	0	2.7	0	2.1	0	4.1	4.9	0	2.7	0	3.6	0	3.6	0	0	0	2.7	0	4.1
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.24	0.99	0	0	0	0	2.8	2.8	0	0	0	0	0	0	0	2.1	0	5.9	0	2.1	0	2.8	0	0	0	0	0	0	4.7	0	0	0	3.4	0	0	0	3.8	4.7	0	0	2.1	3.2	0	3.8	2.1	0	0	3.2	0	3.8
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.23	2.93	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	5.8	0	0	0	3.1	0	0	0	0	0	0	3.8	0	0	0	2.4	0	0	0	4	4.8	2.4	3.8	2.4	2.4	2.4	4.4	0	2.4	0	4	0	3.8
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.75	-0.05	0	0	0	1.8	4	2.7	0	0	0	0	0	0	0	2.4	0	5.7	0	2.4	0	1.8	0	0	0	0	1.8	0	4.2	0	1.8	0	1.8	1.8	3	0	4.4	2.7	1.8	1.8	0	0	3.5	0	0	0	0	0	0	0
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.94	-1.95	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	5.5	0	0	2.3	0	0	0	0	2.9	0	0	4.7	0	0	0	2.3	0	0	2.3	4.7	4.9	0	2.3	0	0	0	0	2.3	0	0	0	0	3.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.48	-3.58	0	0	2.5	2.5	4.3	0	2.5	3.1	0	0	0	0	0	0	0	5.5	0	0	0	0	2.5	0	0	2.5	3.1	0	4.5	0	0	0	2.5	0	0	0	3.5	4	0	0	0	3.1	0	0	0	3.1	0	0	0	3.1
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	5.66	-1.83	0	2.1	0	3.1	3.4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2.8	0	0	5	0	0	0	2.1	2.1	2.8	0	4	4.8	0	4.3	0	3.4	0	2.8	0	2.1	0	0	0	4.1
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.26	1.93	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	5.9	2	2	0	3.5	0	0	0	2.7	0	0	5.1	0	0	0	2	0	0	0	3.9	4.8	0	2	0	2.7	0	3.5	0	2	0	3.3	0	4.1
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.56	2.59	0	0	0	1.7	3.5	1.7	0	0	0	0	0	0	0	1.7	1.7	5.6	0	0	0	1.7	0	0	0	2.3	1.7	0	4.9	0	0	0	0	2.3	3.9	0	4.6	3.9	0	3.5	0	4.3	0	2.3	1.7	1.7	0	1.7	0	3.4
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.74	1.1	0	0	0	3.8	3.3	0	0	0	1.8	0	1.8	1.8	0	0	0	6	1.8	0	0	3.4	0	0	2.8	3.3	0	0	4.8	1.8	0	0	0	1.8	0	0	4.1	3.1	0	0	0	0	0	0	0	1.8	0	3.3	0	1.8
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.31	-2.21	0	2.8	0	2.8	3.4	0	0	0	0	0	0	0	0	0	0	5.3	0	0	0	2.8	0	0	0	2.8	0	0	4.5	0	0	0	3.4	0	0	0	4.5	3.8	0	2.8	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	5.37	-0.16	0	0	0	0	3.6	2.7	0	0	0	0	0	0	0	0	0	5.7	0	2.1	0	0	0	0	0	2.1	0	0	4.4	0	0	0	2.1	0	2.7	0	3.9	3.8	0	2.1	0	3.6	0	3.4	2.7	0	0	2.7	0	4.1
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.22	-0.59	0	0	0	2.8	2.2	2.2	0	0	0	0	2.2	0	0	0	0	6	0	0	0	0	0	0	0	2.2	0	0	5	0	0	0	0	0	0	0	4.7	4.6	0	3.5	0	3.7	0	2.2	0	2.8	0	0	0	3.5
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.27	3.78	0	2.3	0	2.3	2.3	0	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	0	0	3.3	0	0	4.8	0	0	0	0	0	3.8	0	4.1	5	2.9	4	0	3.3	4	2.9	0	0	0	2.3	4.4	3.6
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.27	-0.39	0	1.6	0	1.6	3	2.6	0	0	0	0	0	0	0	0	2.2	5.9	0	0	0	1.6	1.6	0	0	0	2.2	0	4.9	0	0	0	2.2	0	2.2	0	4.4	4.6	0	3.5	0	3.7	1.6	2.6	2.2	1.6	0	2.2	0	2.6
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.04	3.12	0	2.5	0	1.9	2.9	3.3	0	0	0	0	0	0	0	1.9	0	5.8	0	0	0	1.9	0	0	0	3.1	1.9	0	4.2	0	0	0	1.9	0	3.3	0	4.3	5.1	0	4	0	4.5	1.9	4	2.9	1.9	0	3.1	4.3	3.7
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.79	5.14	0	2.4	0	0	3	1.8	0	0	0	0	0	0	0	2.7	1.8	5.8	0	0	0	1.8	0	0	0	1.8	2.4	0	4.8	0	1.8	0	0	1.8	4.2	0	3.8	3.8	0	2.7	0	2.4	3.2	3	1.8	0	0	0	3.5	2.7
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	5.13	-0.58	2.1	0	2.1	2.1	2.8	0	0	0	0	2.1	0	0	0	0	0	5.6	0	2.1	0	0	0	0	2.1	2.1	0	0	4	0	0	0	2.1	2.1	2.1	0	4.4	4.5	0	2.1	0	3.2	0	2.1	0	2.1	0	2.8	0	3.6
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.15	4.36	0	0	0	0	2.9	2.9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2.9	0	5	0	0	0	0	0	4.6	0	2.9	4.2	0	3.5	0	0	2.9	0	0	0	0	0	0	3.5
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.06	0.54	0	0	0	3.4	2.3	2.3	0	2.3	0	0	0	0	0	0	0	5.8	0	0	0	2.3	0	0	0	0	0	0	4.3	0	0	0	0	2.3	2.3	0	4.3	0	0	2.3	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	5.29	-2.13	1.7	0	0	1.7	2.3	2.9	0	0	0	0	0	0	0	1.7	0	5.7	0	1.7	0	0	0	0	0	1.7	1.7	0	4.4	0	0	0	0	1.7	2.9	0	4	5	0	2.7	1.7	2.7	0	3.6	1.7	1.7	0	2.3	0	2.9
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.78	5.53	0	3	0	2.4	3.7	4.2	0	0	0	0	0	0	0	0	0	5.8	0	0	0	2.4	0	0	0	3.4	2.4	0	4.4	0	0	0	2.4	0	3.7	0	4.2	4.5	0	3	2.4	3	3.7	3	2.4	2.4	2.4	0	4.1	2.4
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.52	-0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	0	0	2.1	0	0	4.7	0	0	0	0	0	0	0	3.6	5.1	0	4.5	2.1	3.9	3.3	2.1	0	0	0	2.7	0	3.6
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.92	4.68	0	0	0	0	3.6	2.1	0	0	0	0	0	0	0	3.1	0	6	0	0	0	2.7	0	0	0	0	0	0	4.4	0	0	0	0	0	0	0	4.4	4	0	2.7	0	3.4	3.8	0	2.1	2.1	2.1	0	0	3.6
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.26	3.83	0	0	0	3.3	3.3	3	0	0	0	0	0	0	0	0	3.3	5.7	0	0	0	0	0	0	0	3	0	2.3	4.3	0	0	0	0	0	4.5	0	4.4	5.3	0	3.6	0	3.3	0	3.3	0	2.3	0	3	3	3.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.82	-2.72	0	2.2	2.2	3.5	3.5	4.1	0	0	0	0	2.2	0	0	0	0	5.9	0	0	0	2.2	2.2	0	0	3.5	2.2	0	5	0	0	0	2.2	2.2	2.8	0	4.2	3.5	0	2.8	0	3.2	0	0	0	0	0	0	0	2.8
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.37	1.48	0	1.5	1.5	1.5	2.9	3.2	0	0	0	0	0	0	0	0	0	5.7	0	0	0	2.1	0	0	0	2.1	0	0	4.4	0	0	0	1.5	0	3.6	0	4.5	4.3	2.4	3.9	2.4	3.2	2.4	3.1	0	2.1	0	1.5	0	3.6
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.92	3.24	0	1.6	0	1.6	3.7	0	0	0	0	0	0	0	0	1.6	1.6	5.7	0	0	0	2.6	1.6	0	0	3.6	2.2	1.6	4.8	0	0	0	0	0	3.5	0	4.4	4.4	2.6	3	2.2	2.8	3.4	4.3	0	1.6	1.6	1.6	2.8	3.7
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.2	3.78	0	0	0	0	3.4	3	0	0	0	0	0	0	0	0	0	5.9	0	0	0	3	0	0	0	2.3	0	0	4.8	0	0	0	0	0	4	0	4.5	4.5	3	3	0	2.3	3.4	4	2.3	3	3	3.9	3.4	3.9
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	5.02	0.52	0	0	0	0	3.2	2.2	0	0	0	0	0	0	0	0	0	5.7	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	2.2	0	2.2	0	4.1	3.2	2.2	2.8	0	0	0	3.5	0	2.2	0	0	0	3.5
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.46	-0.2	0	0	0	1.9	3.5	1.9	0	1.9	0	0	0	0	0	0	0	5.8	0	0	0	1.9	0	0	0	0	1.9	0	3.2	0	0	0	0	3.4	2.5	0	4.7	4.1	0	2.5	0	1.9	0	0	2.5	0	0	2.5	0	2.5
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.02	0.08	0	2	0	0	3.3	2	0	0	0	2	0	0	0	2	0	5.5	0	0	0	2.6	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	4	5	0	3.7	0	3.3	0	2	0	0	0	2	0	3.3
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-5.09	0.83	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6.1	0	0	0	2.7	0	0	0	2.7	0	0	4.6	0	0	0	0	2.7	0	0	4.7	0	0	0	0	0	2.7	0	0	0	0	0	0	3.4
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.57	-2.32	2.4	0	0	0	2.4	0	0	0	0	0	0	0	0	0	2.4	5.7	0	3.1	0	3.1	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	4.4	4.3	0	0	0	2.4	2.4	0	0	0	0	3.5	0	3.7
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.9	0.62	0	2.2	0	2.2	3.5	0	0	0	2.2	2.2	0	0	0	0	0	5.9	0	0	0	0	0	0	0	2.2	0	0	4.2	0	0	0	2.2	0	4.4	0	4.9	2.8	0	3.9	0	2.2	2.2	2.2	3.2	2.8	0	3.2	0	2.8
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-4.35	-0.89	0	0	2.8	2.8	3.7	0	2.2	0	0	0	0	0	0	0	0	6	0	0	0	2.2	2.2	0	0	2.2	0	0	3.2	0	0	0	0	2.2	0	0	4.1	4.1	0	0	0	2.8	0	0	2.8	0	0	3.4	0	2.2
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-4.84	0.43	0	0	2.4	3.1	3.5	0	0	1.8	2.8	0	1.8	0	0	1.8	1.8	6.2	0	0	0	2.8	0	0	0	3.5	0	0	3.1	0	0	0	0	3.1	0	0	4.1	1.8	0	1.8	0	0	0	0	0	1.8	0	1.8	0	2.4
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.9	0.87	0	0	0	0	2.2	3.2	0	0	0	0	0	0	0	2.9	0	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	2.2	0	4.1	3.9	0	0	0	0	0	3.9	2.2	0	0	0	0	4.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.26	-4.73	1.8	0	1.8	4	3.6	1.8	1.8	0	0	1.8	1.8	0	1.8	1.8	2.8	6	0	1.8	0	2.8	0	0	0	2.8	0	0	4.1	0	0	0	0	1.8	2.4	0	3.7	2.8	0	0	0	0	0	0	0	0	0	0	0	2.8
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.32	3.6	0	0	0	2.4	0	2.4	0	0	0	0	0	0	0	2.4	0	5.8	0	0	0	0	0	0	0	2.4	0	0	3.7	0	0	0	0	0	3	0	4.6	4.9	2.4	3.9	0	3	2.4	3.4	0	0	2.4	3	3.4	2.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.7	-1.86	2.4	0	2.4	2.4	3.4	4	0	2.4	0	0	0	0	0	0	2.4	5.8	0	0	0	0	0	2.4	0	0	0	0	5	0	0	0	0	0	3.7	0	3.8	4.3	0	1.8	0	2.4	0	1.8	0	1.8	0	3	0	3.4
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.97	-1.15	0	0	2.3	3	3.9	2.3	0	0	0	0	2.3	0	0	2.3	0	6	0	0	0	3	0	0	0	2.3	0	0	5	0	0	0	0	0	3.7	0	4.6	4.3	0	4.2	2.3	2.3	0	0	0	2.3	0	0	0	3
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.14	-2	1.5	1.5	1.5	2.1	2.4	3.2	0	0	0	0	0	0	0	0	2.1	5.6	0	0	0	1.5	0	0	1.5	3.4	1.5	0	4.4	0	0	0	1.5	0	3.1	0	4.3	4.6	0	4	0	3.5	1.5	2.1	0	2.1	0	1.5	0	2.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.48	-5.28	2	0	0	4.1	3.3	2.6	2.6	0	0	0	2.6	0	0	0	0	5.9	0	0	0	2.6	0	3.5	0	2	2	2	4.2	0	2	0	2	0	0	0	4	2	0	0	0	0	2	0	0	0	0	3	0	2
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.65	-1.23	0	0	0	4.6	2.6	0	0	0	0	0	0	0	0	0	0	5.9	0	0	0	3.6	0	0	0	2.6	0	0	4.7	0	0	0	0	0	3.9	0	3.6	3.6	0	0	2.6	2.6	0	0	2.6	2.6	0	3.9	0	3.9
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.96	2.23	0	2	0	2	3.5	0	2	0	0	0	0	0	0	2	0	5.8	0	0	0	0	0	0	0	2.6	0	0	5	0	0	0	0	2	2	0	4.2	4.7	2	0	2.6	2	3	2	0	2	0	3	0	3.5
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.68	2.04	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	4.1	0	0	0	0	0	3	0	4.7	3.4	0	3	0	2.4	0	3	0	0	0	4.1	0	2.4
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.38	3.07	0	1.7	1.7	0	3	2.7	0	0	0	0	0	0	0	0	0	5.8	0	0	0	1.7	0	0	0	3	0	0	4	0	0	0	1.7	0	1.7	0	4.2	4.3	0	3.4	1.7	3.9	1.7	3.2	0	0	1.7	0	0	3.5
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.54	-0.77	0	2.2	0	2.2	4.2	0	0	0	0	0	0	0	0	0	0	5.7	0	0	0	2.2	0	0	0	2.2	2.2	0	4.6	0	0	0	2.2	0	3.2	0	4.4	3.9	0	2.8	0	2.2	0	0	0	2.2	0	2.2	0	3.5
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	5.14	-0.81	2	0	0	3.5	2	3	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	2	0	0	4.2	0	0	0	0	2	2	0	3.9	4.2	0	2	2	3.5	0	3.5	0	0	0	2.6	0	4
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-2.58	2	0	0	0	2.1	3	3.1	0	0	0	0	0	1.6	0	0	0	5.5	0	2.1	0	2.8	0	0	0	3	0	0	4.5	0	1.6	0	0	0	4	0	4.5	3.9	0	2.5	1.6	3	1.6	2.5	1.6	0	0	1.6	1.6	3
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.5	0.57	0	3	2.4	0	3.6	1.8	0	2.4	0	0	0	0	0	1.8	0	6	1.8	1.8	0	0	1.8	0	0	2.4	0	0	4.9	0	0	0	1.8	1.8	3.6	0	4.5	3.4	0	1.8	0	0	0	1.8	0	1.8	0	0	0	3.2
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.23	-1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	2.2	0	0	3.5	0	0	3.5	0	2.2	0	2.2	0	2.2	0	3.9	4.7	0	2.2	0	3.5	0	2.2	0	0	0	0	0	2.2
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.21	-1.38	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	0	2.8	0	0	4.4	4.4	0	4.9	2.8	2.8	0	0	0	0	0	2.8	0	2.8
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.1	0.27	0	0	0	0	2.5	0	0	0	0	0	0	0	0	2.5	0	5.4	0	2.5	0	0	0	0	0	0	0	0	4.6	0	0	0	0	0	3.5	0	4	4.5	0	3.1	0	0	0	3.5	0	2.5	0	3.1	0	4
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.84	-1.24	0	2.1	2.1	3.4	2.1	0	0	2.1	0	0	0	0	0	2.8	0	5.7	2.1	2.1	0	0	2.1	0	0	2.8	2.1	0	4.5	0	0	0	0	0	3.6	0	4	3.4	0	3.6	0	0	0	0	2.1	0	0	0	0	3.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.99	-4.54	1.8	0	0	3.7	2.8	4.3	0	2.4	0	0	1.8	0	0	1.8	0	5.7	0	1.8	0	2.8	0	2.4	1.8	1.8	0	0	5.5	0	0	0	2.4	1.8	4.4	0	4.1	2.4	0	0	0	3	0	0	1.8	1.8	0	1.8	0	2.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.7	-3.31	3	0	2.4	3.9	3.7	0	0	0	3	3	3	0	0	3	0	5.6	0	0	0	2.4	0	0	0	2.4	0	0	4.2	2.4	2.4	0	0	0	2.4	0	2.4	0	0	0	0	0	0	0	0	0	0	3	0	0
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-2.8	2.14	0	1.8	0	2.4	2.7	4.1	0	0	0	0	0	0	0	0	1.8	5.9	0	0	0	2.7	0	0	0	3	0	0	4	2.4	2.4	0	1.8	1.8	3.4	0	4.1	4.1	2.4	2.7	0	2.7	2.7	3.2	0	2.4	0	1.8	2.7	3.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.53	-2.75	0	0	2.8	3.2	3.2	3.2	2.2	0	0	0	0	0	0	2.2	0	6	0	0	0	2.2	0	2.2	0	2.2	2.2	0	4.8	0	0	0	3.5	2.2	0	0	3.5	4.3	0	2.2	0	3.2	0	2.8	2.8	0	0	3.2	0	3.5
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.4	-0.61	0	1.9	0	1.9	2.6	0	0	0	0	0	0	0	0	0	0	5.7	0	0	0	1.9	0	0	0	0	0	0	4.3	0	0	0	0	0	0	0	4	4.8	0	3.4	0	3.4	0	3.4	0	0	0	2.6	0	3.8
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.43	-2.74	0	0	0	0	4	3.5	0	1.7	0	0	0	0	0	0	0	5.8	0	0	0	0	1.7	0	1.7	1.7	1.7	0	4.3	0	0	0	0	1.7	2.7	0	4.2	3.9	0	1.7	0	1.7	0	1.7	0	0	0	1.7	0	3.4
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-5.28	0.25	0	0	0	2.8	4.1	0	0	0	0	0	0	0	0	0	0	5.8	0	3.4	0	2.8	0	0	0	2.8	0	0	4.5	0	0	0	0	0	3.4	0	2.8	2.8	0	2.8	2.8	0	0	0	0	2.8	0	2.8	0	2.8
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.52	-1.96	0	0	0	3.1	3.1	2.1	0	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	0	0	2.8	0	0	2.1	0	0	0	2.1	0	0	0	4.7	3.8	0	2.8	0	3.1	0	0	0	2.1	0	0	0	4
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.9	-1.93	0	0	0	3.1	3.1	3.8	0	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	0	2.1	2.7	2.1	0	4.6	0	0	0	2.1	2.1	2.7	0	3.4	4.7	0	3.9	0	3.1	0	0	2.1	0	2.1	2.1	0	3.8
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.78	-2.63	0	1.7	0	0	3.3	1.7	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	1.7	0	0	0	1.7	0	4.3	0	0	0	2.3	0	3	0	4.3	5.3	0	4.2	0	4	0	3.2	1.7	1.7	1.7	2.7	1.7	4.2
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.44	3.15	0	2.8	2.2	2.2	3.2	2.8	0	0	0	0	0	0	0	0	2.2	6	0	0	0	2.2	0	0	0	0	0	0	4.8	0	0	0	0	0	3.2	0	4.3	4.3	2.2	3.7	0	2.2	3.2	3.2	2.2	2.2	0	0	3.2	3.2
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.23	-1.51	0	0	0	2.1	2.7	2.1	0	0	0	0	0	0	0	0	0	5.4	0	2.1	0	0	0	0	0	2.1	0	0	3.8	0	0	0	2.1	2.7	0	0	4	4.6	0	2.1	0	4.1	0	2.7	0	0	0	2.7	0	3.1
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.65	-2.84	0	0	0	2.5	3.2	2.5	0	0	0	0	0	0	0	0	0	5.4	0	1.9	0	0	0	0	0	0	1.9	0	4.3	0	0	0	1.9	0	0	0	4	4	0	3.4	0	3.4	0	0	1.9	2.9	0	1.9	0	3.4
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.85	3.11	0	0	0	2.1	2.8	4	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	2.8	0	0	4.9	0	0	0	0	2.1	0	0	4.6	4.5	0	3.2	0	3.2	0	3.8	0	0	0	4	0	3.7
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.44	-1.63	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	0	5.7	0	0	0	2.2	0	0	0	2.2	0	0	5	0	0	0	2.2	0	2.2	0	3.5	4.5	0	4.3	0	3.3	0	0	2.2	2.2	0	0	0	2.9
E7.5	E75_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.52	1.96	0	0	0	1.8	2.7	2.4	0	0	0	0	0	0	0	0	1.8	5.5	0	0	0	1.8	1.8	0	0	3.2	0	0	4.6	0	0	0	0	0	2.4	0	4.1	3.7	1.8	2.7	0	0	2.7	3.9	1.8	0	1.8	3	3.4	2.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.24	-4.7	2.5	1.5	2.1	3.3	3.4	3.6	1.5	0	0	0	1.5	0	0	2.1	0	5.6	0	0	0	1.5	0	2.1	0	2.7	1.5	1.5	4.4	0	0	0	1.5	1.5	4.6	0	4.1	3.6	0	3.3	0	2.7	0	0	1.5	0	0	0	0	3.1
E7.5	E75_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.8	-1.28	0	0	0	3.2	3	2	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	0	0	0	2	0	4.6	0	0	0	2	0	2	0	3.6	4.2	0	3.6	0	3	0	0	0	2	0	0	0	3.9
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-4.34	-0.42	0	0	2.1	3.9	0	2.1	0	2.1	0	0	2.1	0	0	2.1	0	6	0	0	0	2.1	0	0	0	2.1	0	0	4.5	2.1	0	0	0	0	3.1	0	3.9	2.1	0	3.4	0	0	0	0	0	0	0	2.1	0	2.7
