day	Anno	celltype	UMAP_1	UMAP_2	Atf3	Cdh5	Cebpd	Elk3	Kdr	Klf7	Pecam1	Xbp1
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	3.71	2.64	0	0	0	0	0	0	1.9	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-3.15	0.54	0	0	0	0	2.8	0	0	2.6
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-4.55	0.16	0	0	0	0	2.2	0	0	2.2
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-2.01	2.5	0	0	0	0	2.2	0	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-3.33	1.74	0	0	0	2.5	3.8	2.5	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-5.06	0.5	1.7	0	0	0	0	0	0	1.7
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	4.9	-2.61	0	0	0	2.4	2.4	0	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-4.55	2.24	0	0	0	0	3.7	2.2	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-1.1	1.06	0	0	0	0	3.2	0	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-5.25	1.18	0	0	0	0	0	0	0	2.2
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-0.32	1.58	0	0	0	0	2.5	1.9	1.9	1.9
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.14	-2.22	0	2	2	0	2	0	0	2
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	3.3	1.78	0	0	0	0	2.7	0	0	2.1
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	0.3	-1.03	0	0	0	0	3.9	1.6	0	2.2
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	1.79	-4.46	0	0	0	2.3	3.6	2.3	3.3	3.6
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-3.42	3.09	2.3	0	0	0	2.3	0	0	2.9
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.5	3.51	0	0	0	0	2.7	0	0	3
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.2	0.94	0	0	0	0	2.4	1.8	0	1.8
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	0.1	3.18	0	0	0	0	2.9	0	0	2.9
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	0.26	3.62	0	0	0	0	1.8	0	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.14	-2	2.2	0	0	1.6	1.6	0	1.6	2.6
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	1.72	4.3	0	0	1.5	0	1.5	0	0	2.4
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	0.37	2.49	0	0	0	0	2.6	0	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	1.2	-0.07	0	1.4	0	1.4	2.8	2	0	2.8
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-3.06	-1.83	0	0	0	2.6	2.8	0	0	2.2
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.66	2.59	0	0	0	1.9	0	0	0	1.9
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-0.29	4.23	0	0	0	0	1.8	0	0	1.8
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	1.53	-1.56	0	0	0	1.7	0	1.7	1.7	2.6
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-3.28	3.89	0	0	0	0	2.8	0	0	1.8
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-3.61	4.23	0	0	0	1.5	2.1	0	0	1.5
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-2.63	0.45	0	0	0	1.7	3	0	0	2.3
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-4.32	3.28	0	0	0	0	2.3	2.3	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-5	1.74	0	0	0	1.3	3	1.3	1.3	1.3
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	4.07	-3.58	0	1.4	1.9	1.4	2.3	1.4	1.4	2.8
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-4.73	-0.91	1.8	0	0	0	0	0	1.8	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.38	1.94	0	0	0	0	2.2	0	0	2.2
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	1.67	0.18	0	1.3	0	1.3	2.4	1.3	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	0.33	-3.19	0	0	0	1.8	1.8	1.8	0	3.5
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.5	-0.97	0	0	0	0	2.1	2.1	0	1.6
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-4.06	-0.04	0	0	0	0	2.1	0	0	2.8
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	3.3	1.01	0	0	0	1.5	2.4	0	0	2.1
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-0.35	2.51	0	0	0	0	1.8	0	2.4	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	3.02	1.24	0	0	0	0	0	2.2	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-4.04	2.43	0	0	0	0	3.3	0	0	2.7
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-1.66	0.33	1.9	0	0	1.9	3.1	3.1	0	3.4
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-0.88	-1.03	1.6	0	0	0	3.5	1.6	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.08	-1.32	0	0	0	2.8	3.4	0	2.5	1.5
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.95	-3.86	0	1.8	0	1.8	1.8	1.8	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	0.65	-2.99	0	0	0	0	0	1.8	0	2.5
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	1.04	4.07	0	0	0	0	1.7	0	0	1.7
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	0.63	3.38	0	0	0	1.6	3	0	0	2.8
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	1.82	-0.16	0	2.4	0	0	2.4	1.8	1.8	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	0.45	-1.4	1.6	0	0	2.2	3	1.6	0	2.6
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	1.61	2.84	0	0	2	0	2	0	0	2
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-0.25	2.96	1.5	0	0	0	3	0	0	1.5
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-0.55	4.18	0	0	0	1.6	2.2	1.6	0	2.2
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	4.09	-3.27	0	0	0	0	0	0	0	2.5
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.37	0.88	0	0	0	0	2.9	0	0	0
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-2.66	2.52	0	0	0	0	2.4	1.8	0	2.6
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	0.47	4.77	0	0	0	0	2.8	2.4	0	1.8
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	3.66	2.73	0	1.2	0	0	1.2	0	0	1.8
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	-3.82	3.39	0	0	1.5	0	2.1	0	0	2.8
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	4.09	-2.34	0	0	0	0	3.2	1.5	0	2
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	0.26	4.65	0	1.6	0	0	1.6	2.2	0	2.2
E7.5	E75_Haematoendothelial_prog	Haematoendothelial_prog	2.52	0.46	1.5	0	0	1.5	0	1.5	0	2.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.31	-4.75	0	2.7	3.4	2.7	2.7	0	0	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.18	1.56	1.7	1.7	0	0	0	0	2.3	1.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.51	3.65	0	0	0	0	2.2	0	0	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.86	0.23	0	0	0	0	2.6	0	0	2.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.77	-2.51	0	0	0	4.1	3.7	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.54	3.39	0	0	0	0	0	0	0	3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.57	4.1	0	0	0	0	2	0	1.4	3.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.7	2.69	0	0	0	1.9	1.9	0	0	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.91	-0.37	0	0	0	2.3	3.8	0	2.9	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.72	1.51	0	0	0	0	0	0	2.1	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.52	4.4	0	0	0	0	3.9	0	2.4	3.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.85	2.28	2.4	0	0	0	3.1	0	2.4	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.91	2.09	0	0	0	0	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.25	2.76	0	1.6	0	0	3	1.6	1.6	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.33	2.95	0	0	0	0	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.1	2.31	0	0	0	0	0	0	0	2.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.71	-0.52	0	2.1	0	0	2.1	0	0	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.22	-1.51	0	2.7	0	0	2.7	0	0	3.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.29	3.75	0	0	0	0	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.8	-2.01	2.4	0	0	0	3.4	3.4	0	3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.15	2.38	0	0	0	0	4	2.4	0	3.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.94	-2.15	0	1.8	2.1	1.2	1.8	1.2	1.8	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.07	-0.69	0	0	0	2	3.3	0	0	2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-6.13	1.52	0	0	0	1.5	2.4	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.05	-1.41	0	0	0	0	2.8	2.1	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.4	-3.05	2.5	0	0	2.5	2.5	2.5	2.5	3.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-6.24	1.68	1.7	0	2.3	0	1.7	0	0	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	5.06	-1.32	2.8	0	0	0	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.98	0.55	2.5	2.1	0	1.5	0	0	2.5	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.66	-2.96	0	0	2.2	2.2	3.3	2.2	2.2	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2	4.28	0	0	0	0	3.4	1.9	0	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.88	3.56	0	0	0	2.1	3.4	0	0	2.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.97	0.07	0	2	2	1.5	2.7	0	2.7	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.74	2.49	0	2.2	0	0	2.8	0	0	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.61	0.21	0	0	0	0	4.3	2	0	2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.85	2.05	0	0	0	0	2.1	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.26	3.47	0	0	0	0	2.4	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.41	3.22	0	0	0	0	2.2	0	1.3	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.87	1.66	0	0	0	2.2	3	0	1.6	2.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.75	0.44	0	1.8	0	1.8	4.3	1.8	2.8	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.26	-1.68	2.9	2.3	0	0	0	2.9	0	2.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.3	0	2	0	0	0	3.3	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.2	3.32	0	0	0	0	3.3	0	0	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.65	-1.01	0	2.9	0	0	0	0	0	2.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.79	-0.68	0	0	0	0	3.2	2.1	0	3.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.43	-1.57	0	0	0	0	4	0	2.8	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.38	1.85	0	0	0	0	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.36	0.94	0	0	0	0	2.2	2.2	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.74	0.42	0	0	0	0	2.5	0	0	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.28	-0.97	0	0	0	0	2.9	2.2	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.32	-0.05	3.1	0	0	0	3.5	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.48	4	0	0	0	0	2.2	0	0	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.53	0.78	0	0	0	1.9	2.9	0	2.5	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	5.23	-0.89	0	0	0	0	0	0	0	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.22	3.98	0	0	0	0	1.8	0	0	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.59	-1.53	1.9	0	0	0	4	1.9	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.76	2.63	0	0	0	0	3.3	0	2	0
E7.75	E775_Endothelium	Endothelium	4.97	-1.07	0	2.1	2.1	0	2.1	0	0	2.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.77	0.6	0	0	0	2.4	3.5	0	2.4	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.02	2.64	0	0	0	2.6	2.6	2	2.6	2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.32	0.09	0	0	0	1.3	2.2	0	1.3	1.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.1	1.18	0	0	0	0	3.4	1.8	0	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.77	-1.97	2.8	2.1	0	0	3.2	0	0	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.11	-1.48	0	0	0	0	2.5	1.9	0	2.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.77	-0.21	0	3.2	0	0	2.5	2.5	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.9	3.34	0	0	0	0	3.1	0	1.8	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.09	4.7	0	0	2.1	0	2.1	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.74	-2	2	2	0	2	2	0	2	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.96	2.98	0	0	0	1.8	3.1	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.63	3.31	0	0	0	0	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.95	3.8	0	0	0	0	2.8	0	0	2.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.2	0.41	0	2.3	0	0	3	2.3	2.3	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.61	-1.91	2.6	2	2	2	2	0	2.6	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.21	3.44	0	0	0	0	0	0	0	2.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.98	-1.97	0	0	0	3.3	3.3	2	2	2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.83	-1.28	0	2.2	0	2.2	2.2	2.2	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.56	-2.09	0	0	0	0	0	0	0	2.5
E7.75	E775_Endothelium	Endothelium	1.47	-4.59	1.8	2.8	3.1	2.4	3.5	2.4	3.1	3.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.02	-1.93	0	0	0	2.7	3.8	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.19	4.19	0	0	0	0	0	0	0	3.1
E7.75	E775_Endothelium	Endothelium	2.9	-4.49	1.7	3.1	1.7	1.7	2.3	1.7	1.7	1.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.48	4.42	0	0	0	0	1.8	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1	-1.18	0	0	2.2	2.2	3.7	2.2	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.46	1.3	0	0	0	0	2.1	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.71	-2.4	2.8	0	0	2.2	3.7	2.2	2.8	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.08	0.82	0	0	0	0	2.3	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.05	-4.04	2.8	2.8	0	0	2.8	0	2.8	3.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.71	-3.12	0	2.6	1.9	2.6	1.9	1.9	1.9	2.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.01	1.26	2.4	0	0	0	1.8	1.8	0	3
E7.75	E775_Endothelium	Endothelium	4.66	-2.78	0	2.5	0	0	0	0	0	2.5
E7.75	E775_Endothelium	Endothelium	4.8	-2.93	2.3	2.3	0	0	2.7	1.7	1.7	2.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.98	2.28	0	0	0	0	2.8	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.8	-2.34	0	0	0	0	2.9	0	0	0
E7.75	E775_Endothelium	Endothelium	4.5	-3.7	0	0	2.4	2.8	2.4	0	1.8	3.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.6	-3.96	1.8	2.4	1.8	3.3	3.3	3.1	3.5	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.35	-2.81	0	0	0	0	0	0	0	3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.38	-3.86	0	2.9	0	2.9	2.9	2.9	0	2.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.15	4.35	0	0	0	0	0	0	0	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.19	-0.35	2.5	0	1.9	1.9	3.8	0	0	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.37	-2.55	1.9	1.9	0	0	1.9	2.5	1.9	2.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.64	-2.88	1.7	2.3	0	1.7	1.7	0	1.7	2.3
E7.75	E775_Endothelium	Endothelium	3.59	-3.87	0	3.4	0	0	2.1	0	2.1	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.77	2.05	0	0	0	0	3.6	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.31	2.01	0	0	0	0	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.05	-1.04	0	0	0	0	3.2	0	0	2.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.95	1.49	0	0	0	0	3.5	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.79	-3.95	0	0	0	3.3	3.7	0	3.3	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.57	2.42	0	1.7	0	0	2.7	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.09	-1.75	0	0	0	2.1	2.1	2.1	0	2.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.49	-0.88	0	0	0	0	3.1	2.4	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.43	-3.4	2.5	3.4	1.9	1.9	3.7	2.9	1.9	2.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.41	4.65	0	0	0	0	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.22	0.46	0	0	0	1.7	2.3	0	0	2.7
E7.75	E775_Endothelium	Endothelium	4.97	-2.97	0	2.8	0	2.4	2.4	1.8	1.8	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.9	1.67	0	0	0	1.9	2.5	1.9	0	2.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.81	-2.45	0	0	2.3	0	3.6	0	2.3	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.95	-0.24	0	0	0	1.8	3.9	3	2.4	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.86	2.49	0	0	0	3	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.49	0.61	0	0	0	0	2.9	0	0	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.65	0.44	0	0	0	3.1	0	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.95	0.44	2.2	0	0	0	2.2	0	2.8	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.96	1.1	0	1.7	0	1.7	2.7	0	0	2.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.53	2.35	0	0	0	0	3.6	2.3	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.93	0.21	0	0	0	0	3	2.3	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.16	-2.05	0	0	2.5	1.8	2.5	2.5	2.5	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.3	-3.78	0	2.3	0	2.3	3.6	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	4.81	-0.71	0	2.1	0	0	2.1	0	2.1	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.52	-0.01	2.1	0	0	2.8	2.8	0	2.1	3.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.93	-0.84	2.3	0	0	0	3.6	0	0	2.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.14	-1.76	0	0	0	3	3.8	0	3.3	3.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.97	0	0	0	2.2	0	2.2	0	0	2.2
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.46	-2.38	0	0	0	2.8	3.2	0	2.1	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.33	-3.37	0	0	0	1.8	2.7	1.8	1.8	2.7
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.15	-4.34	2.1	3.8	0	2.7	2.1	0	0	3.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.1	-4.01	2.6	1.9	0	2.6	3.4	0	1.9	2.6
E7.75	E775_Endothelium	Endothelium	1.37	-4.08	0	2.7	2.7	2	3.3	0	2.7	3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.81	0.77	0	2	0	0	2	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.34	-0.66	0	3.1	0	0	3.1	0	0	2.1
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.33	-0.28	0	0	0	0	3.2	0	2.4	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.97	-0.48	2.4	0	0	0	3	0	0	2.4
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	3.17	0.62	0	0	0	0	0	0	2	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.89	4.23	0	0	0	0	2.8	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.43	-2.88	0	0	2.6	0	2.6	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.46	-2.85	2.1	3.2	2.1	3.2	2.8	4	2.1	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.29	1.22	1.9	0	0	1.9	2.9	1.9	0	1.9
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-3.94	1.13	0	0	0	0	2.2	2.2	1.6	1.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-2.32	-0.02	0	0	1.9	0	3.2	2.5	0	2.5
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.44	-0.29	2.6	0	0	0	3.2	0	2.6	2.6
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	0.09	-1.25	0	0	1.9	1.9	2.5	1.9	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.72	-1	0	0	0	2.1	3.2	0	2.5	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.73	-0.87	2.2	0	0	2.9	3.5	0	0	0
E7.75	E775_Endothelium	Endothelium	0.51	-3.35	1.6	2.2	2.6	3.1	3.1	3.7	1.6	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-0.16	-2.2	0	0	3.1	2.5	3.1	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.41	1.78	0	0	2.9	0	2.9	2.9	0	0
E7.75	E775_Endothelium	Endothelium	1.29	-3.22	1.7	0	1.7	3.4	3.6	3	1.7	2.3
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	2.3	1.92	0	1.8	0	0	2.4	0	0	2.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-4.56	-0.12	0	0	0	0	2	0	0	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-1.47	0.03	2.4	0	0	1.8	3.7	2.7	1.8	1.8
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	-5.92	2.47	0	0	0	2.3	0	0	1.7	0
E7.75	E775_Haematoendothelial_prog	Haematoendothelial_prog	1.82	2.07	0	2.5	0	2.5	2.5	0	0	0
