day	Anno	celltype	UMAP_1	UMAP_2	marker:Cdx4	marker:Epha5	marker:Hes3	up:Hoxc8	up:Hoxb9	up:Hoxa7	up:Hoxc6	up:Msx1	up:Hoxa9	up:Hoxc4	up:Sox4	up:Etv4	up:Hoxc9	up:Evx1	up:Hoxb6	up:Hoxb8	up:Hes7	up:Zfp503	up:Hoxa3	up:Tbx6	down:Hoxa1	down:Zic3	down:Meis2	down:Jund	down:Pbx2	down:Tshz1
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.42	2.88	3.4	3.8	3.4	2.9	3.2	2.6	0	2.6	0	0	3.2	3.2	1.9	1.9	0	2.9	2.6	2.6	0	0	3.6	1.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.21	1.97	4.3	3.3	3.8	2.6	3.8	0	3	3.8	0	3.3	4.3	3.7	0	2	2.6	3.8	3.9	2	3	0	0	0	0	0	0	2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.2	-1.25	4.5	0	3	3	0	3	0	3.6	0	0	3	3.6	0	3	0	3.6	3	0	0	0	0	0	3	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.05	4.02	2.2	0	2.2	0	2.2	0	0	2.8	0	0	2.2	3.5	0	0	0	3.5	2.8	0	0	0	0	2.8	2.2	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.02	-0.7	3.3	0	2	0	3	0	0	2	0	0	0	2.6	0	0	0	3.3	0	2	0	0	2	2	2.6	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.01	1.52	3.8	3.2	0	4.1	2.8	2.2	3.2	2.2	0	0	4	3.8	0	3.2	0	3.4	2.2	0	2.2	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.57	-1.91	2.2	0	4.4	0	0	0	2.2	0	0	2.2	2.9	2.9	0	0	0	3.9	0	2.2	0	0	4.2	0	2.9	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.69	-1.51	4.1	3.5	2.8	3.7	2.2	2.8	3.2	4.1	2.2	2.2	2.8	3.2	2.2	2.2	0	3.9	3.5	2.2	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.74	-1.14	4.1	0	4.2	4.1	3.2	2.5	2.5	2.5	0	0	3.6	2.5	0	0	0	3.8	0	0	2.5	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.87	-3.23	3.9	0	2.9	3.2	1.9	0	2.5	4.3	0	1.9	2.9	3.2	0	2.9	2.5	1.9	1.9	0	2.5	0	2.9	3.2	0	1.9	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.29	-1.17	3.4	2.4	2.4	3.7	3	0	0	3.4	0	2.4	3.9	2.4	0	3	3	3.9	3.4	0	0	0	2.4	0	0	0	0	2.4
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.62	-0.2	3.2	2.8	3.2	2.8	2.8	2.1	3.4	3.2	0	0	2.8	2.8	0	2.1	2.1	4	0	0	2.1	0	2.8	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.01	-0.01	4.1	3	3.3	3.7	3.7	2.6	0	3	2	2.6	3	3	2	2	3.3	2.6	2	2	0	0	2	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.62	-1.9	3.4	2.8	2.2	2.8	2.2	3.7	2.2	4.3	2.2	2.2	3.7	2.2	0	0	2.8	2.8	2.8	0	2.8	0	2.2	0	0	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.84	-1.7	3.4	4.1	3.4	2.4	2.4	2.4	3.4	4.4	2.4	0	3.7	3	2.4	3	3	3.4	3.7	0	3	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.31	2.94	0	0	3.2	0	0	0	0	0	0	2.8	2.2	0	0	0	0	0	0	2.2	2.2	0	4	0	2.2	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.32	-1.42	2.5	0	3.2	0	2.5	0	0	0	0	0	2.5	3.6	0	0	2.5	2.5	0	0	0	0	2.5	2.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.46	-1.38	2.7	3.4	3.6	0	3.1	0	0	3.4	0	0	3.1	2.1	0	0	0	3.1	0	2.7	0	0	2.1	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.24	-2.25	4.4	2.8	2.1	4.2	3.4	4	0	4.2	3.4	0	3.4	3.1	3.6	0	2.8	4.2	0	2.8	0	0	0	0	0	2.1	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.57	0.42	4.5	3.2	0	4.6	2.8	2.8	0	4	2.2	2.2	2.8	3.5	0	0	2.2	3.5	3.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.92	-0.84	4.5	2.7	2.1	3.1	2.7	2.7	0	3.1	2.7	2.1	3.4	3.8	2.7	3.4	0	3.9	4.2	0	0	2.1	2.1	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.06	-2.01	3.6	3.6	2.1	2.1	2.1	2.7	2.1	2.7	2.1	2.7	3.8	3.1	0	0	0	3.1	0	2.7	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.83	0.34	3	0	3.3	0	3.3	0	0	0	0	0	2.3	2.3	0	0	0	2.3	0	2.3	0	0	0	0	3	2.3	2.3	2.3
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	5.51	-1.02	4.8	3.6	2.5	3.9	0	3.6	0	4.5	0	3.2	0	2.5	0	2.5	2.5	3.2	2.5	2.5	0	2.5	0	0	0	3.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.5	-2.42	2.8	3.2	2.2	3.2	3.2	2.8	2.2	0	0	0	3.2	2.2	0	2.8	0	4	3.7	2.8	0	0	2.8	0	2.2	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.94	0.7	4	2.1	2.8	0	3.6	0	0	0	0	0	3.4	0	0	0	0	3.4	0	0	2.1	0	0	0	2.1	0	2.1	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.57	0.57	2.7	3	3.3	0	3	2	0	4	0	0	2	0	0	2	2.7	2.7	0	0	0	0	0	0	0	0	0	2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.56	-3.01	3.4	0	2.3	3.4	2.3	2.3	3	3.9	3.4	2.3	3	3.4	2.3	0	2.3	0	0	2.3	2.3	0	2.3	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.96	3.06	0	0	2.8	0	2.2	0	0	2.8	0	0	2.2	0	0	0	0	3.2	0	2.2	0	0	4.4	0	2.2	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.86	1.73	3.6	3.6	2.3	2.3	2.3	2.9	0	2.9	0	2.3	3.6	3.6	0	0	2.3	4.1	4.5	2.3	2.3	2.3	0	0	2.3	2.3	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.5	-2.42	4.6	3.3	3.3	4	0	3.8	3.3	4.3	2.3	0	3.8	4.4	2.9	2.3	2.9	3.3	0	2.3	0	0	2.3	0	0	2.3	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.39	-1.49	4.4	0	2.7	3.4	4.1	3.6	0	3.7	3.1	0	3.7	2.1	0	0	3.6	2.7	2.7	2.1	2.1	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.44	-0.13	2.1	2.8	0	0	3.1	0	0	2.1	0	0	2.1	3.4	2.1	2.8	0	4.2	0	0	0	0	3.1	0	0	0	2.1	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.47	-1.9	3.4	3.1	3.9	2.1	3.9	2.7	3.1	2.1	2.1	2.1	2.1	0	2.1	0	0	3.9	0	2.1	2.1	0	0	0	2.7	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4	-2.38	3.4	3.6	3.4	3.6	2.1	2.1	0	4	2.8	3.1	2.8	3.4	2.1	2.8	0	3.4	2.1	2.1	2.1	0	2.1	0	0	2.1	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.48	-3.52	2.7	2.7	0	0	2.7	0	0	2	0	0	3.3	2.7	0	0	3.1	3.3	2	0	2	0	2	0	3.1	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.68	3.66	3.9	3.3	2.4	2.8	2.4	2.4	0	3.3	0	0	2.4	3.6	0	2.4	2.8	2.8	3.7	1.8	2.4	1.8	3	0	1.8	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.79	4.1	2	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4.4	0	3	0	2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.65	-1.29	4	2.8	0	3.6	2.1	2.1	2.8	2.1	2.1	2.8	2.1	2.8	3.1	2.8	2.8	2.1	2.8	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.4	-0.74	3.8	3	2.3	0	3.3	0	0	2.3	0	0	3	3	0	3	2.3	0	0	2.3	0	0	2.3	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.03	-0.52	4	2.7	3.6	0	4	2.7	0	3.1	0	0	3.4	0	0	3.1	2.7	3.6	0	0	2.1	0	3.4	0	2.1	2.1	2.1	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3	-1.64	0	2.1	2.7	0	2.1	3.1	3.1	2.1	2.1	2.1	3.8	2.1	0	0	0	3.9	0	0	2.7	0	3.4	0	2.1	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.94	0.73	0	0	3.8	0	3.6	0	0	0	0	0	0	2.3	0	0	0	3.8	0	0	0	0	3.6	0	2.3	0	2.3	2.3
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.61	0.68	4.1	3.6	3.2	3.6	3.8	2.9	1.9	1.9	0	1.9	3.2	4.1	0	2.5	1.9	4.1	1.9	1.9	1.9	0	0	0	1.9	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.38	-1.1	4.7	0	0	4.3	3.6	3.6	0	2.9	2.9	0	0	2.9	0	3.6	0	3.6	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.68	3.34	2	0	3.3	0	0	0	0	0	0	0	2.6	2.6	0	0	0	4.2	0	0	3	0	3	2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.94	-4.33	4	0	0	3.8	4	3.2	0	3.8	0	2.8	2.8	2.8	0	0	2.8	3.8	0	0	0	0	2.8	0	0	0	2.1	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.9	-2.26	4.1	0	0	3.6	2.9	0	0	3.3	0	0	3.3	2.3	2.9	0	3.3	2.3	3.6	2.9	2.9	0	0	0	0	2.3	0	2.3
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.18	-3.63	4.2	2.8	2.1	0	2.1	3.6	0	3.8	2.1	2.1	2.1	3.4	0	2.8	2.8	3.8	2.1	2.8	0	0	2.8	0	0	0	2.8	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.45	0.35	4.6	3.6	2.6	3.9	0	0	2.6	4.1	0	0	4.3	3.2	2.6	2.6	2.6	2.6	4.1	0	0	2.6	2.6	0	2.6	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.32	-0.74	3.5	2.2	2.8	0	2.2	2.2	2.2	0	0	2.2	2.8	3.5	2.2	3.2	0	4.1	2.2	3.2	0	0	2.8	0	0	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.85	-1.22	2.9	2.2	3.3	0	3.5	0	0	0	0	0	2.9	0	0	0	2.2	3.5	2.2	0	0	0	0	0	0	2.9	0	2.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.18	-0.66	0	3	2.3	0	2.3	0	0	2.3	0	2.3	0	2.3	0	2.3	0	3	0	3	0	0	4	0	2.3	2.3	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.99	-0.6	0	0	2.2	0	2.2	0	0	2.2	0	0	3.3	0	0	0	0	2.2	0	0	0	0	2.9	0	0	0	0	2.2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.96	1.73	4.2	3.5	3.1	3.8	3.5	1.9	0	3.3	0	1.9	3.5	3.3	1.9	2.8	0	3.3	2.8	0	2.5	0	1.9	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.04	1.71	4.4	2.8	3.3	3.5	3.7	2.4	0	4.1	0	1.8	3.6	3.3	0	1.8	3.1	2.4	2.4	1.8	1.8	0	1.8	0	1.8	0	0	1.8
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.06	-0.78	3.7	3.7	2.4	4	4	0	0	3.5	0	2.4	2.4	0	0	2.4	0	0	3.5	0	0	3.1	2.4	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.94	-1.9	2.8	2.2	2.2	0	2.8	0	0	3.2	0	0	2.8	0	0	2.2	0	3.2	3.2	0	0	0	2.2	0	2.2	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.05	-2.08	3.5	2.8	2.2	3.7	2.8	0	0	3.7	2.8	2.2	3.9	2.8	0	0	2.8	3.5	2.2	0	0	2.2	2.2	0	0	0	0	2.2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.39	0.98	3.5	3.3	3.7	3.5	3.3	3	3	2	2	2.6	3.7	2.6	2.6	2	0	2	3	3	2	0	3	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.22	-1.01	2.6	2.6	3	0	3	3.2	2	0	0	0	0	3	0	2	0	3.9	0	0	2	0	2.6	0	2.6	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.08	1.9	3.5	2.5	3.3	0	3.1	2.5	1.9	2.5	0	1.9	0	3.7	0	2.5	0	3.5	1.9	1.9	1.9	0	3.1	1.9	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.12	-1.59	4	2.3	3	0	3.6	0	0	3	0	0	3	3.4	0	2.3	0	3	0	2.3	0	0	3	0	3	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.87	-0.82	3.6	2.3	3.3	0	2.3	2.3	0	4	0	2.3	3.8	0	2.3	2.3	3.6	3.3	0	2.3	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.33	-0.34	4.4	3.9	3.4	4	3.4	3	2.3	3.9	0	2.3	3	2.3	2.3	2.3	2.3	3.9	3.4	0	3	0	2.3	0	2.3	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.79	-2.23	3.4	2.8	3.2	0	2.1	0	0	0	0	0	3.6	0	0	0	2.1	2.1	2.8	2.1	0	0	2.8	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.39	0.71	4	2.3	2	3.8	2.6	2	0	4	0	2	2.6	3.1	1.4	2.3	1.4	3.4	3.1	2	0	1.4	0	1.4	0	2	1.4	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.61	-0.56	4.6	3.8	2.3	2.9	3.3	3.3	0	2.3	2.3	2.3	3.3	4	0	3.8	2.3	4	3.8	0	2.3	0	2.3	2.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.15	1.42	4.2	3.2	3.2	3.9	1.9	3.2	2.6	4.4	0	2.6	2.9	3.6	1.9	0	0	3.2	2.9	2.9	0	0	0	0	0	1.9	0	1.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.71	-2.37	4	2.9	0	2.9	0	0	0	4.1	0	0	3.6	3.6	0	0	2.9	4.1	4.1	0	0	0	2.3	0	2.3	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.42	1.44	3.7	3.5	2.2	3.3	3.7	2.2	2.9	3.5	2.2	3.3	2.9	4.1	3.3	2.9	0	3.9	3.5	2.2	2.2	0	0	0	0	3.3	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.91	-1.47	3.9	3.3	3.3	4.5	3.9	3.7	0	3.3	2.6	2.6	0	2.6	0	0	0	3.3	2.6	0	2.6	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3	1	4.2	3.6	3.6	4	2.8	3.6	1.8	3.1	1.8	1.8	3.9	3.3	0	2.4	0	3.3	3.6	0	1.8	0	1.8	1.8	0	1.8	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.75	0.36	0	0	3.3	0	2.9	0	0	2.3	0	0	2.3	2.3	0	0	0	3.8	0	2.3	0	0	3.3	0	2.3	0	2.3	2.3
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.47	-1.67	0	2.3	4	2.3	2.9	2.3	0	2.3	0	0	0	3.6	0	0	0	3.3	0	2.3	0	0	3.8	0	0	0	2.3	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.93	0.28	4.5	3.6	3.4	3.9	3.3	1.8	2.4	3.7	1.8	1.8	3.3	3.3	2.4	3.4	1.8	2.8	3.3	2.8	2.4	1.8	2.4	0	0	1.8	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.35	2.12	3.1	3.1	3.8	1.9	3.5	1.9	0	2.5	0	3.1	2.9	2.5	1.9	2.9	1.9	2.9	0	3.1	2.9	0	3.4	0	1.9	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.9	2.92	3.8	0	3.2	0	2.5	0	0	3.2	0	2.5	3.6	0	0	0	0	0	4.7	0	0	0	3.2	2.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.54	1.57	4.2	1.9	2.5	0	3.7	2.9	0	0	0	0	2.9	3.2	0	0	2.9	3.7	2.5	0	0	0	3.4	1.9	1.9	1.9	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.91	2.95	0	0	2.4	0	0	0	0	3.4	0	0	0	0	0	0	2.4	3	0	0	0	0	3.4	0	0	2.4	0	3
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.72	1.84	4.3	3.9	2.7	3.9	3.7	0	0	3.7	0	0	2.7	3.6	0	2.7	2.1	3.7	3.1	2.1	0	0	0	0	0	2.1	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.55	1.99	3.6	4	2.1	3.1	2.7	2.1	0	3.1	2.1	2.1	3.3	3.3	2.1	0	0	2.7	4.3	0	0	0	3.1	0	2.7	2.7	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.14	3.04	3.6	2.9	2.9	3.3	3.8	0	0	2.9	0	2.3	2.3	2.9	2.3	2.9	3.3	3.3	3.3	2.3	2.3	2.3	3.3	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.69	1.02	2.9	0	3.4	0	1.9	0	0	0	0	0	1.9	2.9	0	0	0	3.4	0	0	1.9	0	4	1.9	1.9	0	0	2.5
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.49	-0.32	0	2.9	0	0	2.9	0	0	1.9	0	0	3.2	1.9	0	0	1.9	3.8	1.9	1.9	0	0	3.6	0	2.6	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.56	-0.7	2.7	3.3	2.7	2.1	3.6	0	0	3.7	0	2.7	3.6	3.1	3.1	2.1	2.1	3.7	3.3	2.1	3.1	2.1	2.1	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.23	1.85	3.8	2.1	2.1	2.7	3.1	2.7	0	2.7	0	0	2.7	2.7	0	0	0	3.4	0	0	2.1	0	3.8	2.1	0	0	0	2.1
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.17	-0.7	3	2.6	2	3.5	3.3	2.6	3	3	2	0	3	3	0	3	2	3.7	3.3	2.6	2	0	3	0	3.3	2.6	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.88	2.42	2.5	1.9	3.6	0	3.2	0	0	2.5	0	1.9	1.9	2.5	0	0	1.9	3.7	0	0	0	0	3.7	1.9	1.9	0	0	1.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.86	-1.9	3.8	3.6	2.1	3.4	2.7	2.7	2.7	2.7	2.1	2.1	3.4	3.4	2.1	0	0	3.4	0	0	2.1	0	0	0	0	2.1	2.1	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.05	-1.47	4	2.9	0	4.2	0	4.5	2.9	5	2.9	0	3.6	2.9	0	2.9	0	0	2.9	0	3.6	3.6	3.6	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.55	2.51	3.5	2	3	0	3.3	2	2	3.5	0	2.6	3	3.3	0	0	0	3.9	0	0	0	0	4.2	0	2	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.99	-0.55	4	4.2	3.4	3.8	0	0	2.8	3.1	0	2.1	2.1	2.8	0	2.8	0	2.8	2.1	0	0	0	2.1	0	0	2.1	2.1	2.1
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.95	-2.02	2.3	0	0	0	3.4	2.3	2.3	0	0	2.3	3.4	3.4	0	0	0	3	0	3	0	0	2.3	0	3	2.3	3	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.32	-1.81	2.6	0	2.6	0	0	0	0	2.6	0	2	2	2	0	0	0	3.3	0	0	2	0	3.3	2	2	0	0	2
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.69	1.51	4.1	0	2.2	2.2	2.9	0	0	0	0	0	0	2.2	0	0	2.2	2.9	0	2.2	2.2	0	3.8	2.2	2.2	2.2	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.38	0.22	3.5	3.1	3.5	0	3.5	0	0	0	0	3.1	4	3.1	0	0	2.5	0	2.5	0	3.1	0	3.5	0	3.1	2.5	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.06	3.26	3.6	3.8	1.9	0	3.4	0	0	3.2	0	2.6	2.9	2.9	0	1.9	2.6	3.9	0	1.9	1.9	0	2.6	0	0	0	1.9	1.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.06	-0.54	3.8	3.5	3.9	4.1	0	2.2	2.2	3.9	2.2	4.2	3.5	3.8	2.9	2.9	3.8	3.3	0	3.5	2.2	0	2.2	0	2.2	0	2.2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.77	-0.75	3.4	1.9	3.6	3.2	2.6	1.9	0	3.8	2.6	3.2	2.6	1.9	0	0	0	3.2	2.6	2.6	1.9	0	1.9	0	1.9	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.88	-1.78	3.6	0	3.1	2.1	3.6	2.1	2.1	4.4	0	0	3.6	0	0	2.1	0	2.7	2.1	2.1	0	0	3.4	0	2.1	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.15	-1.12	3.8	2.1	2.1	3.4	3.2	0	2.1	4	0	2.8	2.1	2.8	2.1	2.1	2.1	3.6	2.1	0	2.1	0	2.8	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.42	-0.17	3.4	2.3	2.3	2.3	2.3	2.3	0	0	0	2.3	3	3.4	0	3	0	4.2	3.9	0	2.3	0	3	0	0	2.3	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.49	-3.09	3.7	3	2.6	2	3.3	2.6	2	2.6	2	2	2	3.3	0	2	0	3.5	3	0	0	0	3	0	0	2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.66	2.14	3.5	2.2	2.2	0	2.2	0	0	2.2	0	0	0	3.3	0	0	0	2.9	4.1	0	0	0	2.2	2.2	2.2	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.71	0.88	3.9	2.5	0	4.4	2.5	3.2	0	0	0	0	0	3.2	0	3.6	0	3.2	0	0	0	2.5	2.5	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.28	2.02	3.9	2.4	3	3.4	3	0	0	2.4	0	0	3	3.4	0	0	0	3	2.4	0	0	0	3	0	2.4	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.73	1.56	3.3	2.6	0	0	0	0	0	0	0	2.6	2.6	3.7	0	0	0	3.3	0	2.6	0	0	4.4	0	2.6	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.71	1.91	3.6	0	0	2.1	3.1	2.7	0	2.7	0	2.1	3.6	3.6	2.7	0	2.1	2.7	2.1	0	2.1	0	0	0	0	2.1	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.97	-1.39	4.4	3	3.9	3.7	3.7	0	2.4	3.4	2.4	0	3	3	2.4	3	0	0	3.7	2.4	0	0	3.4	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	5.89	-0.46	4.1	0	0	3.9	3.5	2	2	3.5	0	2.7	2.7	3.3	3	2	3.5	3.5	3.7	0	0	2	2	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-5.24	0.3	0	0	2.8	0	2.2	0	0	2.2	0	0	2.8	3.7	0	0	0	2.8	0	0	2.2	0	0	3.2	2.2	0	2.2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.52	2.59	3.2	3.4	1.9	3.2	2.9	1.9	1.9	1.9	0	2.5	2.5	3.2	0	1.9	2.5	2.9	1.9	0	1.9	1.9	2.5	0	1.9	2.5	0	0
