day	Anno	celltype	UMAP_1	UMAP_2	marker:Cdx4	marker:Epha5	marker:Hes3	up:Hoxc8	up:Hoxb9	up:Hoxa7	up:Hoxc6	up:Msx1	up:Hoxa9	up:Hoxc4	up:Sox4	up:Etv4	up:Hoxc9	up:Evx1	up:Hoxb6	up:Hoxb8	up:Hes7	up:Zfp503	up:Hoxa3	up:Tbx6	down:Hoxa1	down:Zic3	down:Meis2	down:Jund	down:Pbx2	down:Tshz1
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.5	-2.51	2.1	0	0	0	0	0	1.5	2.5	0	1.5	2.8	3.6	0	1.5	1.5	3	3.4	0	2.5	0	2.1	0	1.5	2.5	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.17	-2.82	3.9	2.3	2.3	0	2.7	0	0	3.5	0	2.3	3.3	3.9	0	0	2.3	3.3	1.7	0	0	0	3	0	0	1.7	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.61	-1.43	3.4	3.3	2.9	3.1	1.7	1.7	0	3.9	1.7	2.6	2.9	3.6	1.7	2.6	2.9	3.9	3.6	1.7	1.7	0	0	0	0	1.7	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.29	-2.35	1.8	3.1	3.9	1.8	3.3	0	0	2.8	0	2.5	3.8	3.5	0	0	2.5	3.1	0	2.5	0	0	0	0	0	0	2.5	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.96	-1.34	0	0	4.4	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	3.2	0	2.2	0	2.2	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.27	3.45	0	2.7	3.3	0	1.5	0	0	3.4	0	0	2.5	2.7	0	0	0	3.1	0	2.5	0	0	3.8	1.5	2.5	2.1	1.5	2.7
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.97	-2.59	3.6	3.4	3	3.2	1.8	0	0	3.6	0	2.4	3.2	3	1.8	1.8	0	3	0	0	0	0	2.4	1.8	0	0	1.8	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.27	4.02	1.5	0	2.1	0	0	0	0	2.1	0	0	2.1	2.9	0	1.5	0	1.5	0	0	0	0	4.4	0	1.5	1.5	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.37	-4.14	2.6	0	2.3	1.7	2.3	1.7	0	4.2	0	0	3.4	1.7	0	0	1.7	2.6	0	0	1.7	0	1.7	0	0	2.3	0	2.3
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	5.04	-1.07	3.7	1.8	1.8	3.4	3	1.8	2.4	3.6	0	1.8	2.7	4.2	0	2.7	2.4	2.4	3.4	2.4	0	2.4	1.8	0	0	2.4	1.8	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.51	-1.37	4	2	3	3.5	3.3	0	0	2.7	0	0	3	3	0	2.7	3.7	0	3.3	0	0	3.3	0	0	0	0	2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.31	-2.48	2.1	1.5	1.5	0	1.5	0	0	2.7	0	0	1.5	2.9	0	1.5	2.4	2.7	3.5	0	0	1.5	3.5	1.5	0	1.5	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.93	-3.48	3.5	1.9	2.9	0	2.5	1.9	0	2.5	0	1.9	3.8	3.7	0	0	0	3.4	3.8	1.9	1.9	1.9	2.9	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.57	0.45	4.1	4.1	2.8	3.3	1.8	0	3.1	4	1.8	1.8	3.9	4.2	0	0	2.8	3.8	3.5	3.3	1.8	0	0	0	1.8	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.07	0.45	0	2.8	3.4	1.6	3	2.2	0	4	0	0	3.6	2.2	0	1.6	1.6	3.5	1.6	2.2	2.2	0	3.4	1.6	0	2.2	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.11	0.78	3.2	0	3.2	0	2.2	1.6	0	0	0	1.6	1.6	2.6	0	0	0	3.1	1.6	2.2	1.6	0	3.7	0	1.6	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.84	1.63	4.1	0	0	3.6	3.7	0	0	3	0	1.6	4.2	2.2	1.6	2.2	2.2	3.5	2.5	2.8	2.2	3.2	0	0	0	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.4	1.38	1.7	0	3.5	0	2.3	0	0	0	0	0	3.3	2.9	0	0	0	2.3	0	1.7	0	0	3.9	2.3	3.1	1.7	1.7	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.07	-0.04	3.7	0	3.4	3.7	3.1	0	1.6	3.9	0	2.2	4.3	3.8	2.2	2.2	3.3	2.2	3.9	1.6	1.6	2.2	2.9	0	0	1.6	1.6	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.03	1.23	4	2.6	2.8	2.4	2.8	0	0	3.5	0	2	3.5	3.8	1.4	2.4	2	2.8	3.2	2.6	2	2	2	0	0	0	0	1.4
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.52	-0.97	2.8	2.2	2.8	0	2.8	2.2	0	4.2	2.2	0	0	3.8	2.8	2.2	2.8	3.7	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.41	1.28	4.4	2.8	3.2	3.6	3.5	2.8	2.2	3.1	0	2.2	4	3.2	0	2.2	2.6	3.2	3.2	3.1	2.2	0	3.2	0	2.2	1.6	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.01	2.64	3.7	2.2	2.5	0	3.9	1.6	1.6	2.2	0	2.2	3	2.2	0	2.8	2.5	4	0	1.6	1.6	0	3.9	0	2.5	1.6	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.47	0.26	4	2.1	3.6	2.1	3.9	2.1	0	3.1	0	0	3.6	2.1	0	2.1	3.8	3.4	0	0	2.1	0	2.1	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.65	0.83	4.1	0	0	0	3.7	0	0	0	0	0	4.1	3	0	0	0	3	3	0	0	0	0	0	0	3.7	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.6	3.03	2.3	0	2.5	0	1.3	0	0	2.9	0	0	2.3	2.3	0	0	2.7	3.2	2.3	2.3	0	0	4.2	1.3	1.3	1.9	2.5	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.68	2.3	2.9	2.1	1.5	2.5	3.5	1.5	0	2.5	0	0	3.9	2.5	0	0	1.5	3.8	2.9	0	0	2.1	2.5	1.5	1.5	2.1	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.93	-0.89	2.3	1.7	3.5	0	3.2	2.3	0	1.7	0	1.7	3.7	2.9	0	0	0	2.3	0	0	2.3	0	2.3	2.3	2.7	2.7	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.93	3.71	3.6	3.1	1.7	1.7	3.8	1.7	0	2.9	0	2.7	2.3	3.5	0	2.7	0	4	2.7	1.7	0	0	3.6	0	0	3.1	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.1	2.09	2	1.5	3.2	0	0	0	0	0	0	1.5	2	2	0	0	0	2.7	0	0	0	0	4.1	1.5	2.4	1.5	2	1.5
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.73	3.84	0	0	3.2	0	0	0	0	1.6	0	0	3.3	0	0	0	0	0	0	1.6	1.6	0	4.2	2.2	2.8	1.6	1.6	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.18	-1.15	2.7	2.1	3.9	0	3.4	2.1	0	2.1	0	0	3.1	3.1	0	2.1	2.7	3.4	2.7	0	0	0	2.1	0	2.1	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.2	4.48	3.3	0	2	0	1.4	0	0	2	0	1.4	2.8	3.5	0	1.4	1.4	2.8	2	1.4	2	0	3	0	1.4	1.4	1.4	1.4
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.13	-4.31	3.2	0	0	0	0	2.8	0	4.3	0	0	3.5	2.8	0	0	0	3.5	0	2.2	0	0	3.2	0	0	2.2	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.87	0.2	2.8	0	2.5	0	1.6	0	0	1.6	0	1.6	3	0	0	0	1.6	1.6	2.2	2.2	0	0	1.6	0	0	2.5	1.6	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.96	1.64	2.8	0	0	2.5	2.5	0	0	2.5	0	1.9	2.5	2.8	0	1.9	1.9	3.3	3.1	0	1.9	1.9	0	1.9	1.9	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.32	0.38	2.8	2.8	2.5	3.2	3	2.8	0	2.5	2.2	0	3.4	3	0	2.8	3	4	3.3	0	1.6	0	2.5	0	1.6	1.6	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.73	1.3	4	3.5	2.7	3.1	3.6	3.2	1.9	1.9	1.4	2.3	3.1	3.5	1.9	2.3	2.5	4	2.5	2.3	0	0	2.7	0	0	2.9	1.4	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.76	-2.2	4	2.8	2.8	3.2	3.7	0	2.8	3.7	0	2.2	3.2	3.5	0	2.2	3.5	2.8	0	0	2.2	0	2.8	0	0	0	0	2.2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.48	-2.57	4	1.7	3.6	3.1	2.6	2.3	0	3.3	2.3	2.3	2.9	3.6	0	0	2.6	3.7	2.3	2.3	2.3	0	2.3	0	0	1.7	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.66	0.54	4.4	3	2.5	2.5	2.8	0	0	3.3	0	1.6	3.8	3.7	0	2.5	2.5	3.2	2.1	1.6	0	0	0	0	0	1.6	0	1.6
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.13	-2.58	2.7	3	1.7	1.7	2.3	0	0	2.3	0	1.7	2.7	3	0	0	2.3	3	2.3	0	0	0	3.5	1.7	2.7	2.7	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.98	3.66	3.3	0	3.6	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	2.6	0	0	4.5	0	2.6	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.21	-2.18	2.7	0	3.6	1.7	3	0	0	2.3	0	1.7	2.7	2.7	0	1.7	0	3.3	1.7	0	0	0	3.2	1.7	1.7	0	0	1.7
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.94	3.33	2.2	2.2	0	0	2.6	0	0	2.2	0	0	2.6	1.6	0	0	0	3.5	2.2	0	0	0	3.2	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.01	1.43	3.8	2.9	2.9	3.1	3.4	2.2	1.6	3.7	0	0	3.4	4.1	1.6	2.6	0	4.2	2.6	2.2	2.6	0	2.2	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.77	-1.39	2.8	1.8	3.3	0	2.8	0	0	0	0	0	1.8	3.5	0	0	0	2.8	0	0	0	0	3.9	1.8	0	1.8	0	1.8
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.48	-0.2	0	0	3.3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3.3	2	3	3	2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.38	-1.85	3.1	2.6	2	0	3.1	0	0	2.8	0	2	3	3.3	0	0	1.4	3	1.4	2.4	2	0	3	0	1.4	2	1.4	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.07	3.42	1.8	0	3.8	0	0	0	0	0	0	0	3.7	2.4	0	0	2.4	0	0	0	0	0	4	1.8	2.4	3	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.48	0.57	3.5	2.3	1.7	4	2.7	0	0	2.7	0	1.7	3.9	3.4	1.7	2.7	2.7	2.3	4	1.7	3	3.4	1.7	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.57	-1.95	3.4	0	1.8	2.4	0	0	2.4	3.4	0	0	4.2	4.1	0	0	0	3.2	2.7	0	2.7	0	1.8	0	0	2.7	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.59	-0.74	2.7	0	3.4	3	3.5	0	2.7	0	0	0	2.7	2.4	0	0	2.7	2.4	1.8	0	2.4	0	3.8	0	1.8	2.4	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.95	-1.46	3.8	2	2	3.5	2.6	3	0	3.5	0	2	3.8	3.3	0	0	2.6	3.5	3	0	0	0	0	0	0	2	0	2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.94	-0.61	3.7	0	4.6	1.8	3.5	0	1.8	4.8	0	1.8	2.7	3.2	0	0	2.4	3.2	0	2.7	1.8	0	3.2	1.8	0	1.8	1.8	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.68	3.54	1.7	0	2.9	0	0	0	0	2.6	0	0	3.1	1.7	0	0	0	0	0	0	1.7	0	4.2	0	2.6	0	1.7	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.19	1.13	2.5	0	3.4	0	3.7	0	0	0	0	2.5	3.4	3.7	0	0	0	1.9	1.9	0	0	0	1.9	0	0	3.2	1.9	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.41	1.06	3	4	3.2	4	2.8	2.2	2.5	3.3	1.6	2.8	3.6	3.7	1.6	2.2	0	3.6	3	2.2	2.2	0	0	0	0	2.5	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.08	-0.3	3	3.5	2.3	1.7	3.4	3	0	3.8	2.3	2.7	3.5	3.8	1.7	1.7	1.7	3.8	3.4	0	0	0	1.7	0	0	1.7	0	1.7
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.66	-2.77	2	2	2.6	0	2	0	0	3.1	0	1.4	2.3	2.8	0	0	0	3	0	0	0	0	3.1	1.4	2	2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.87	-3.26	2.4	2.8	2.4	3.9	2.4	2.4	0	4.8	0	2.4	1.8	3.8	1.8	2.8	0	3.6	3.1	1.8	0	0	2.4	0	0	1.8	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.98	-1.64	3.6	3.7	2.6	3.6	3.2	1.6	2.2	3.2	1.6	2.2	0	3.2	3	2.2	1.6	3.2	3.2	1.6	1.6	0	1.6	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.29	-3.35	2.9	0	3.7	2.7	1.7	2.7	2.7	4.8	2.3	1.7	2.7	2.9	0	2.7	2.7	2.7	1.7	0	1.7	0	2.7	0	0	1.7	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.32	0.66	2.4	2.7	3.4	0	3	0	0	0	0	0	3	3.8	0	0	1.8	3.9	0	0	2.4	0	4.2	1.8	2.7	1.8	1.8	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.7	1.31	3.5	2.8	0	3.5	2.8	0	0	2.8	0	0	0	2.8	0	3.5	0	3.9	2.8	0	0	2.8	2.8	0	2.8	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.51	-1.49	2.8	1.9	4.2	2.8	3.5	1.9	2.8	1.9	1.9	1.9	1.9	2.8	0	0	0	3.1	1.9	1.9	1.9	0	3.8	0	0	2.8	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.85	1.05	3.7	1.9	0	0	2.5	0	0	1.9	0	1.9	3.5	4.1	0	1.9	1.9	3.8	0	1.9	0	1.9	1.9	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	5.49	0.53	3	2.6	0	0	2.6	2	1.4	3.3	1.4	1.4	3.2	3.7	1.4	1.4	2	3.5	3.5	0	2	0	2	2	2	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.41	-0.59	2.2	0	2.8	0	2.8	2.8	0	4.2	0	0	2.8	3.2	0	0	0	2.8	0	0	0	0	3.7	0	0	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.56	1.33	4.3	2.5	3.9	3.9	3.2	3.7	0	2.8	2.5	1.6	3.7	4.1	3	3	2.2	2.8	3	1.6	2.2	0	1.6	0	0	1.6	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.32	-4.34	0	0	3.7	0	1.7	0	0	4.3	0	0	2.3	1.7	0	0	2.9	2.3	0	2.7	1.7	0	3.7	0	1.7	1.7	2.3	1.7
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	5.4	1.53	3.7	0	0	2.6	2	2	0	3.7	0	2	3.5	3	2	2	3	4.2	3.5	2	2	3	2	0	0	2.6	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.78	-1.21	2.9	2.6	2.6	3.1	2.6	3.1	1.7	3.5	1.7	0	3.7	3.8	0	2.9	1.7	3.9	3.3	1.7	1.7	0	0	0	0	2.6	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.61	4.3	2	2	2	0	2.6	1.5	0	3	0	1.5	2.6	2	0	0	0	3	1.5	2.4	0	0	3.4	2.4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	5.09	1.57	3.2	3.6	0	3.5	2.6	0	1.6	3.6	0	1.6	3.9	3.5	2.2	2.6	2.2	3.4	3.7	1.6	0	2.2	2.2	0	0	2.6	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.43	-3	3	1.8	1.8	2.4	3.3	1.8	0	3.7	0	2.8	3.7	2.8	1.8	2.8	0	3.8	3.3	0	1.8	0	2.4	0	0	1.8	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.36	1.26	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	4.4	0	0	2.8	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.99	-1.06	3.7	2.6	2.6	2.6	2.6	0	0	3	0	2	3.5	4	2	2	3	3.3	0	2	0	0	2	0	0	2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.41	1.21	3.3	3	3.6	1.6	3.2	1.6	1.6	3.3	0	0	2.5	3.3	0	0	2.1	3.3	2.1	2.8	2.1	0	3	1.6	1.6	1.6	2.1	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.28	-1.67	3.6	2.8	2.8	3.6	0	0	2.4	2.4	0	2.4	2.4	2.8	1.8	0	2.8	3.7	3.3	2.4	2.4	0	1.8	0	0	2.4	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.81	-1.75	2.6	0	0	2.6	3.9	0	0	3.6	0	0	4.1	3.9	2.6	0	2.6	3.6	3.6	0	0	0	2.6	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.05	-2.99	3.6	0	0	1.8	4.3	0	2.4	2.8	0	0	3.9	2.8	1.8	0	0	3.8	2.8	0	0	1.8	1.8	0	1.8	0	1.8	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.29	0.86	3.7	2.6	2.3	4.1	3.1	2.6	2.3	0	1.7	2.3	2.9	3.8	2.3	2.3	1.7	3.7	3.8	1.7	2.3	0	0	0	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-5.95	-0.8	2.5	3.4	3.6	1.9	3.4	1.9	1.9	2.9	0	2.5	0	3.6	0	0	0	1.9	2.5	1.9	1.9	0	3.4	1.9	1.9	2.9	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.52	0.67	3.2	3.2	3.8	2.6	3.4	2.8	2.2	4	0	1.6	3.4	3.2	0	2.6	0	3.7	3.2	3.2	2.2	0	2.6	0	2.2	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.32	0.16	4.1	3	4.1	3.7	0	3.7	0	3	0	3	3	0	0	3	0	0	3	0	0	0	0	0	3	3	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.5	2.76	3.6	3.8	2.9	2.2	2.2	2.2	2.2	3.8	0	0	3.6	3.8	0	2.9	2.2	3.6	3.3	0	0	0	0	0	2.2	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.4	1.31	3.8	2.3	3.6	0	2.3	1.7	2.3	0	0	2.3	3.2	3.4	0	0	0	3.5	2.3	2.3	1.7	0	3	1.7	1.7	0	0	1.7
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.08	0.72	3	3	3	3	0	0	0	0	0	0	3	3	0	0	3	3	3.7	0	3	0	3	0	3	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.3	-2.96	4	1.8	2.8	3.5	2.4	2.4	0	4.5	0	1.8	2.8	3.5	0	2.4	0	3.1	0	2.4	1.8	0	2.8	0	0	1.8	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	3.15	-2.66	2.7	0	0	0	0	0	0	0	0	3.3	3.7	2.7	0	0	0	3.3	4.2	0	0	2.7	3.3	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.95	-0.66	0	0	3.7	0	0	0	0	0	0	0	3.3	2.6	0	0	0	2.6	0	0	0	0	4.2	0	3.3	2.6	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	5.21	-0.2	4.2	3.7	2.2	2.9	3.3	1.6	2.6	3.7	1.6	0	2.6	3.8	0	2.9	2.2	3.3	3.9	0	1.6	1.6	0	0	1.6	1.6	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.33	-4.07	2.9	2.2	3.4	0	3.7	0	0	0	0	0	3.3	2.2	0	0	1.6	3.1	2.2	0	0	0	3.4	0	0	2.2	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.94	3.39	2.1	0	2.1	0	0	0	0	3.2	0	1.5	2.5	2.5	0	1.5	0	2.5	1.5	2.1	0	0	2.1	1.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.47	-2.9	2.6	2.3	1.7	1.7	2.9	0	0	3.7	0	0	1.7	3.5	0	0	0	2.9	3.1	1.7	1.7	0	2.3	1.7	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.59	-2.87	2.3	0	3	0	2.6	2	0	4.3	0	1.4	0	3	0	2.8	2	3	2.8	1.4	2	0	2.8	1.4	0	0	0	1.4
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.32	0.21	2.3	0	4.4	0	0	0	0	0	0	0	3.6	2.9	0	0	0	2.3	0	0	0	0	2.3	0	2.9	2.3	2.3	2.3
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.01	0.32	2.5	1.9	3.3	0	3.1	0	0	3.7	0	0	3.5	2.5	0	1.9	0	2.5	2.5	0	0	0	3.9	0	2.8	0	0	1.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.25	1.33	3.9	2.7	3.4	3.5	3.3	2.1	0	3.3	1.5	1.5	2.5	3.9	0	2.7	1.5	2.9	3.6	2.7	1.5	0	2.1	0	1.5	1.5	1.5	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.42	-4.33	3.2	0	1.9	0	2.9	2.5	0	4.1	0	1.9	2.5	1.9	0	0	0	3.7	0	2.9	0	0	3.2	0	1.9	1.9	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.03	1.32	2.2	0	2.2	0	0	0	0	0	0	0	2.8	0	0	0	2.2	3.5	0	2.2	2.2	0	2.8	0	2.2	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.39	2.85	3.5	0	3.5	0	0	0	0	4	0	1.8	2.8	2.8	0	0	0	2.5	0	0	0	0	3.9	1.8	1.8	1.8	0	1.8
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.81	3.84	2	0	3.8	0	2	0	0	1.5	0	0	3.3	2.4	0	2	0	4	0	2.7	0	0	3.6	1.5	2.4	1.5	0	1.5
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.61	3.78	2.9	1.5	0	1.5	2.9	0	1.5	2.9	0	1.5	2.4	2.7	0	0	0	2.9	3.1	0	0	2.1	1.5	1.5	1.5	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.34	-1.93	3.9	2.7	4.2	2.9	3.2	2.7	0	2.9	0	0	3.2	3.6	1.7	2.3	2.9	2.3	2.7	0	1.7	0	2.9	0	0	1.7	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.77	-2.64	3.2	0	3.2	0	2.5	0	0	2.5	0	0	4	2.5	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.4	1.57	2.7	0	3.7	0	1.5	0	0	0	0	0	2.9	1.5	0	0	1.5	2.9	0	1.5	1.5	0	3.8	0	2.5	0	1.5	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.69	2.98	0	0	1.8	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	3.4	1.8	3	2.7	1.8	2.4
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.76	-0.49	3.6	3.4	3.5	1.7	3.5	2.7	0	3.8	1.7	0	2.3	2.7	0	2.3	3	3.8	2.3	1.7	1.7	0	2.7	0	1.7	2.3	0	1.7
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.64	1.59	4.6	3.9	3.4	3.5	3.4	1.7	3.2	3.5	0	0	2.7	3.4	0	2.3	2.3	3	0	2.3	1.7	0	1.7	0	0	3.5	1.7	1.7
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	4.82	2.23	3.4	2.7	2.7	3.2	2.7	2.3	2.3	3.2	0	0	3.5	3	1.7	1.7	0	3.5	1.7	3.2	0	1.7	3	0	1.7	2.3	0	0
