day	Anno	celltype	UMAP_1	UMAP_2	Casz1	Epha6	Mecom	Mitf	Oca2	Pou2f2	Rora	Rorb	Sox6	Trpm1	Trpm3	Tyr	Vsx2	Zfp385b	Zmat4
E11.5	E115_Retina_pigment_cells	Retina_pigment_cells	-1.48	4.93	0	5.4	0	0	0	5.4	6.1	0	0	4.7	6.3	0	4.7	0	0
E11.5	E115_Retina_pigment_cells	Retina_pigment_cells	5.58	0.04	0	0	0	6	0	0	4.6	4.6	6	4.6	7.2	5.3	0	0	5.3
E11.5	E115_Retina_pigment_cells	Retina_pigment_cells	8.04	-1.27	0	0	0	6.1	5.5	0	6.1	0	4.6	4.6	6.5	6.8	0	5.3	0
E11.5	E115_Retina_pigment_cells	Retina_pigment_cells	1.47	-3.79	0	0	0	4.8	0	0	5.8	0	0	5.4	0	0	0	0	0
E11.5	E115_Retina_pigment_cells	Retina_pigment_cells	0.63	-4.25	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0
E11.5	E115_Retina_pigment_cells	Retina_pigment_cells	6.43	-1.68	0	0	0	5.2	5.2	0	5.7	3.8	5.6	5.6	7.2	5.4	0	0	0
E11.5	E115_Retina_pigment_cells	Retina_pigment_cells	5.6	1.35	0	3.8	0	5.7	4.9	0	5.7	3.8	0	4.9	7.4	5.6	0	0	0
E11.5	E115_Retina_pigment_cells	Retina_pigment_cells	3.88	-3.28	0	0	0	4.7	0	0	5.4	0	0	6.6	5.4	0	0	0	0
E11.5	E115_Retina_pigment_cells	Retina_pigment_cells	7.09	-1.31	0	0	0	5	5.3	0	4.6	5.3	5.3	5.5	6.8	5.3	0	5.5	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.71	2.55	4.9	4.2	6.4	0	0	0	5.5	6.1	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.24	-0.01	0	5.1	6.5	0	0	5.1	0	0	0	0	5.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.77	0.09	5.5	6.2	5.5	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.23	3.01	0	0	0	0	0	5.4	0	7	0	0	5.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.8	3.52	0	0	0	0	0	0	5.4	5.4	0	0	5.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.82	2.07	5.4	6.1	0	0	0	0	5.4	6.1	0	0	5.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.76	3.47	0	0	0	0	0	0	0	0	0	0	6.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2	-5.82	0	0	5.8	0	0	0	0	0	4.7	0	4.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.54	2.08	5.4	0	0	5.4	0	0	5.4	6	0	0	5.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.67	4.61	0	4.9	6.3	4.9	0	0	5.6	0	0	0	6.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.14	-0.02	0	0	5.9	0	0	0	0	5.3	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.35	2.51	4.6	6.7	0	0	0	0	0	6	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.25	-1.52	0	0	0	0	0	0	5.4	5.4	0	0	6.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.91	-3.37	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.15	-1.87	0	5.6	0	0	0	0	0	7.4	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.29	1.79	0	0	4.8	0	0	0	4.8	5.9	0	0	5.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.22	0.22	4.7	0	4.7	0	0	0	5.4	6.6	0	0	6	0	4.7	4.7	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.84	1.27	0	4.5	5.9	0	0	4.5	5.9	5.9	0	0	5.9	0	0	0	4.5
E11.5	E115_Retina_neuron	Retina_neuron	-0.07	-5.41	0	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.47	1.13	5.2	5.2	6.3	0	0	0	0	5.2	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.97	3.85	0	0	5.4	0	0	4.3	6.1	4.3	0	0	5.9	0	4.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.54	-0.96	0	0	5.7	0	0	5	0	5.7	0	0	5.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.54	-0.2	0	6.3	0	5.2	0	0	0	0	0	0	6.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.74	-4.14	0	0	0	0	0	0	0	0	5.9	0	5.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.48	-4.4	0	0	0	0	0	5.3	4.6	4.6	0	0	4.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.69	2.8	5.5	0	6.6	0	0	0	6.9	0	5.5	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.91	2.72	4.8	4.8	4.8	0	0	0	0	5.5	0	0	5.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.4	-0.71	0	0	6.2	0	0	6.2	0	6.2	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.4	3.32	0	0	6.7	0	0	0	5.6	0	4.9	0	5.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.78	-0.36	0	0	4.6	0	0	0	0	6.9	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.52	0.58	0	4.9	0	0	0	0	5.6	7.3	0	0	6	0	4.9	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.96	-0.7	0	6.6	5.2	0	0	5.2	0	7	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.82	1.49	0	0	0	0	0	0	0	0	0	0	7.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.28	2.31	5.3	5.3	5.3	0	0	0	5.3	5.9	0	0	5.3	0	5.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.22	1.56	0	4.8	5.5	0	0	4.8	0	0	0	0	4.8	0	5.5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.29	-1.02	5	0	0	0	0	5	0	6.1	0	0	6.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.29	1.91	0	0	6.1	0	0	0	4.7	0	0	0	5.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.24	1.8	0	5	5.7	0	0	5	0	6.4	5.7	0	6.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.16	3.39	4.5	0	4.5	0	0	4.5	4.5	0	0	0	5.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.02	-3.27	0	0	0	4.6	0	0	5.3	5.3	5.7	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.21	-3.49	0	0	0	0	0	0	5	4.4	0	0	4.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.16	-0.65	0	0	0	0	0	0	4.8	5.9	0	0	5.9	0	4.8	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.01	-4.72	0	4.6	5.3	0	0	0	4.6	0	4.6	0	4.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.23	2.31	0	0	0	0	0	0	0	5.7	0	0	5.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.57	2.51	0	0	5.5	0	0	0	0	5.5	0	4.1	6.5	0	5.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.42	-2	0	5.6	0	0	0	0	0	6.9	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.83	3.13	5.8	5.1	0	0	0	0	6.6	5.1	4.4	0	5.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.33	0.42	6.2	0	5	0	0	5.5	5.9	7.2	0	0	4.6	0	5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.32	1.93	0	0	4.6	4.6	0	4.6	4.6	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.91	-5.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.96	1.68	4.8	4.1	5.2	0	4.1	4.8	5.5	0	0	0	5.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.37	2.66	0	0	5.1	5.8	0	0	0	0	0	0	6.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.32	-4.1	0	0	0	0	0	0	5.4	4.3	5	0	5.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.52	1.34	0	5.4	0	0	0	0	6.1	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.94	-1.79	0	0	0	0	0	0	5.1	6.5	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.08	-5.14	0	0	6.5	0	0	0	4.6	0	4.6	0	4.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.6	0.39	0	6.6	0	0	0	0	0	6.1	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.17	-1.7	0	0	0	0	0	0	0	5	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.35	0.29	0	4.2	4.9	0	0	0	6	6	0	0	6.5	0	5.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.28	-6.26	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.54	0.44	0	6.1	5.4	0	0	5.4	5.4	4.7	0	0	5.4	0	5.4	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.84	4.88	0	0	5.8	5.4	0	4.7	6.3	0	0	0	7.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.72	1.91	0	4.8	4.8	0	0	0	4.8	0	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.21	-5.9	0	0	0	0	0	0	5.4	5.4	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.8	-5.53	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.74	3.83	3.8	3.8	4.9	0	0	0	4.5	0	0	0	6.6	0	3.8	3.8	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.24	2.56	0	0	0	0	0	5.6	0	6.3	0	0	0	0	4.9	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.61	1.61	0	5.2	5.6	0	0	0	5.9	5.2	0	0	6.1	0	5.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.09	-2.85	0	4.6	0	4.6	0	0	4.6	6.7	0	0	5.3	0	4.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.64	-1.63	0	0	0	0	0	0	0	6.9	0	0	6.4	0	6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.69	-4.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.56	1.5	4.5	5.2	0	0	0	0	5.2	5.2	0	0	5.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.7	2.39	4.7	5.4	0	0	0	0	4.7	5.4	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.69	0.04	0	0	4.6	0	0	0	5.3	5.7	0	0	5.3	0	5.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.45	-0.34	4.9	5.3	0	0	0	0	4.9	6.2	0	0	5.9	0	4.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.08	3.81	5.5	5.5	6.6	0	0	0	5.5	6.4	0	0	5.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.97	-1.16	4.6	4.6	5.7	0	0	0	4.6	5.3	0	0	5.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.44	0.2	0	0	0	0	0	0	5.5	0	4.8	0	4.8	0	5.5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.17	2.39	0	4.6	0	4.6	0	0	0	0	0	0	5.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.97	3.65	6	6.7	0	0	0	0	0	0	5.3	0	7.1	0	5.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.47	-1.3	0	5.1	5.1	0	0	5.1	0	5.1	0	0	6.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.76	-0.02	5.1	0	0	0	0	0	5.1	7	0	0	5.1	0	5.1	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.48	-1.24	0	6.3	0	0	0	0	4.5	0	0	0	4.5	0	0	4.5	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.53	2.33	0	0	6.4	0	0	0	5.5	0	0	0	4.4	0	4.4	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.26	-4.12	0	0	0	0	0	0	5.9	0	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.54	2.19	0	0	4.9	0	0	0	0	4.9	0	0	6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.91	-5.75	0	0	0	5.5	0	0	5.5	4.9	5.5	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.99	-4.46	0	0	0	0	0	0	5.7	0	5.7	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.09	-3.19	0	0	0	6.1	0	0	0	5.4	5.4	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.42	-0.43	4.6	4.6	4.6	0	0	4.6	5.3	5.3	0	0	5.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.79	-0.55	0	0	5	0	0	0	5	0	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.43	-5.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.1	1.55	0	0	5.4	0	0	0	0	5.4	0	0	5.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.85	1.08	4.1	6.3	4.8	0	0	4.1	4.1	5.2	4.1	0	5.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.96	0.39	0	4.7	5.4	0	0	0	4.7	6.5	4.7	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.83	3.25	0	6.3	4.7	0	0	0	5.8	5.4	0	0	5.4	0	4.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.91	-0.16	0	6.3	0	0	0	4.5	0	5.6	0	0	5.6	0	5.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.3	4.12	0	0	5.5	0	0	0	0	4.8	0	0	6.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.12	0.24	0	0	5.4	0	0	0	0	0	0	0	6.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.17	4.32	0	0	6.1	0	0	4.9	6.1	4.2	4.2	0	5.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.23	-0.06	4.8	5.5	0	0	0	0	0	6.2	0	0	4.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.88	-1.63	0	0	0	0	0	4.4	5.1	6	4.4	0	6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.87	-2.17	4.4	5.1	0	0	0	5.5	6.2	6.2	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.61	4.42	0	0	5.8	0	0	0	0	4.7	0	0	4.7	0	4.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.32	-6.15	0	0	4.6	0	0	0	5.9	0	0	0	4.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.53	-0.28	0	6	0	0	0	5.3	0	0	0	0	0	0	5.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.19	1.24	0	0	5.5	0	0	4.8	0	0	4.8	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.25	-3.03	0	0	0	4.5	0	0	4.5	5.9	0	0	5.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.01	1.84	0	0	5.7	0	0	5.1	5.1	5.7	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.39	0.59	4.7	6.1	0	0	0	0	5.8	6.6	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.71	1.6	5.2	0	6.3	0	0	0	0	4.5	0	0	5.9	0	4.5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.35	3.92	0	0	6.5	0	0	0	5.4	5.4	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.88	-0.85	4.5	0	4.5	0	0	0	4.5	7.3	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.56	1.57	0	6.1	0	0	0	5	0	0	0	0	7.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.02	-4.83	0	0	0	0	0	0	5.1	0	6.2	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.26	1.95	0	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.59	2.46	0	5.9	4.5	0	0	0	4.5	4.5	0	0	4.5	0	4.5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.33	2.48	0	4.5	6.1	0	0	5.2	0	0	4.5	0	4.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.06	0.62	0	0	0	0	0	5.6	0	0	0	0	6.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.21	-5.62	0	0	0	0	0	0	0	0	4.9	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.32	1	0	5.1	6.2	0	0	0	5.8	0	0	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.39	1.75	0	4.4	5.5	0	0	4.4	5.8	5.8	0	0	6.2	0	4.4	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.39	0.94	0	0	6.4	0	0	5	0	5.7	0	0	5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.31	-1.43	0	4.8	0	5.5	0	4.8	4.8	6.4	4.8	0	4.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.04	-1.55	0	5.8	0	0	0	0	5.5	6.9	0	0	5.5	0	4.4	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.99	-0.21	0	4.4	4.4	0	0	4.4	0	6.6	0	0	5.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.18	-5.73	0	0	0	0	0	0	5.8	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.46	-0.2	0	6.1	4.5	0	0	0	5.2	5.2	0	0	6.3	0	4.5	4.5	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.37	1.32	4.5	6.5	0	0	0	4.5	4.5	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.75	-4.9	0	0	4.8	0	0	0	0	4.8	4.8	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.85	0.58	0	4.6	4.6	0	0	0	4.6	4.6	0	0	5.7	0	4.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.48	1.7	0	4.8	5.2	4.1	0	4.8	0	4.8	0	0	6.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.71	-6.52	0	0	6.8	0	0	0	0	0	5.4	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.4	2.13	3.7	3.7	5.3	3.7	0	3.7	5.1	5.5	0	0	5.7	0	3.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.62	3.09	0	6.1	5.4	0	0	0	5.4	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.92	-1.23	0	5.3	0	0	0	5.3	0	0	5.3	0	5.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.65	4.27	0	4.2	5.3	0	0	0	4.2	0	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.77	3.58	0	0	4.9	4.3	0	0	4.3	0	0	0	6.3	0	0	0	4.3
E11.5	E115_Retina_neuron	Retina_neuron	-2.25	0.3	0	6	0	0	0	0	0	6.4	0	0	6.4	0	6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.68	1.87	5	5.7	5.7	0	0	5.7	5	5	0	0	5.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.89	2.63	4.3	0	4.3	0	0	0	5.4	5	0	0	5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.22	-1.74	0	0	0	0	0	0	4.9	5.6	0	0	6.3	0	4.9	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.7	-0.15	4.2	0	4.2	0	0	0	4.9	5.6	0	0	5.8	0	4.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.29	-5.48	0	0	0	4.6	0	0	4.6	0	0	0	5.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.67	-1.26	0	6.6	0	0	0	5.2	5.2	5.9	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.04	-4.48	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.12	-1.5	0	5.7	0	0	0	4.6	5.7	4.6	0	0	4.6	0	4.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.91	3.72	0	4.4	6	4.4	0	0	0	0	4.4	3.7	5.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.06	0.44	0	5.4	0	0	0	0	6.5	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.72	-0.25	5.2	0	5.2	0	0	5.2	4.5	4.5	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.76	-5.79	0	0	0	0	0	0	0	5.9	0	0	7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.12	-2.39	0	0	0	0	0	0	0	5.4	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.82	-0.53	5.9	6.8	0	0	0	0	5.9	6.3	0	0	5.9	0	5.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.64	-4.39	0	0	0	5.6	0	0	0	0	0	0	6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.99	3.16	0	6.9	0	0	0	5.6	0	0	0	0	6.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.3	0.43	0	0	4.6	0	0	0	6	6.2	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.53	-6.31	0	0	5.1	0	0	0	5.1	0	5.1	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.84	3.51	0	4.9	4.9	0	0	0	4.9	4.9	4.9	0	6	0	6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.11	4.67	0	0	4.6	0	0	0	4.6	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.63	3.94	0	6	5.7	0	0	0	4.8	0	0	4.1	6.3	0	4.8	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.26	-4.2	0	0	0	0	0	0	0	5.2	0	0	6.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.65	-5.39	0	4.8	0	0	0	0	4.8	0	5.5	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.75	-0.06	0	4.9	5.6	0	0	0	5.6	0	0	0	5.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.99	4.63	5	5.5	4.6	0	0	0	5.2	5.2	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.32	2.95	5.2	0	0	0	0	0	6.3	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.6	1.11	0	0	5.8	0	0	0	0	5.1	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.54	0.28	4.8	5.2	5.2	0	0	4.8	4.8	5.9	0	0	6.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3	1.88	0	5.2	5.9	0	0	0	5.2	6.3	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.01	1.08	0	0	5	0	0	0	5	6.4	5	0	6.1	0	5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.62	2.22	0	0	4.8	0	0	0	5.9	4.8	0	0	7.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.81	1.34	0	4.9	0	0	0	0	0	5.6	0	0	6.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.36	2.53	0	0	0	0	0	5.2	0	5.6	0	0	5.6	0	5.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.56	-0.62	4.9	6	0	0	0	0	4.9	6.7	4.9	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.41	-6.21	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.84	-4.11	0	4.5	4.5	3.8	0	0	5.9	3.8	5.1	0	4.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.98	-1.66	0	0	4.6	0	0	0	5.7	6.4	4.6	0	4.6	0	5.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.91	4.26	0	5.6	5.9	3.7	0	0	4.3	5.4	0	0	5.7	0	3.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.28	2.03	4.3	5	0	0	0	0	0	6.4	0	0	4.3	0	4.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.14	4	0	5.2	5.2	0	0	0	4.1	5.9	0	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.62	2.28	5.9	0	0	0	0	0	4.8	6.1	0	0	6.1	0	4.8	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.28	2.07	0	0	5.5	0	0	5.5	5.5	0	0	0	6.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.65	-0.03	0	5.2	5.9	0	0	0	0	0	0	0	6.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.13	3.59	0	0	5	0	0	0	5	4.3	4.3	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.59	3.31	0	6.6	5.1	0	0	0	4.4	5.5	0	0	5.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.81	0.42	0	4.6	0	0	0	5.3	4.6	6	0	0	0	0	5.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.82	2.69	0	6.8	0	0	0	0	6.1	6.1	0	0	5.4	0	5.4	0	0
