day	Anno	celltype	UMAP_1	UMAP_2	Casz1	Epha6	Mecom	Mitf	Oca2	Pou2f2	Rora	Rorb	Sox6	Trpm1	Trpm3	Tyr	Vsx2	Zfp385b	Zmat4
E10.5	E105_Retina_primordium	Retina_primordium	0.34	-3.9	0	0	0	4.9	0	0	0	4.9	4.9	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.38	-3.09	0	0	0	4	0	0	5	0	0	0	4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.49	3.29	4	4	5.6	0	0	0	4.7	0	0	0	6.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.75	1.59	0	5.7	5	0	0	0	0	5.7	0	0	5.7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.21	2.41	0	5.1	0	0	0	0	5.1	6.4	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.96	2.22	0	6.7	5	0	0	0	5.7	5.4	0	0	5.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	2.91	-1.4	0	0	0	5.2	0	0	0	5.2	0	0	5.8	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.26	1.6	0	6.5	4.8	0	0	0	0	0	4.8	0	6	0	4.1	4.1	0
E10.5	E105_Retina_primordium	Retina_primordium	0.25	3.77	0	4.5	4.5	0	0	0	0	0	0	0	6.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.95	0.78	0	5.1	0	0	0	0	0	0	0	0	7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.18	0.59	5.5	0	5.5	0	0	0	0	0	0	0	5.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.03	3.06	0	5.8	5.4	0	0	0	4.7	0	0	0	6.1	0	5.8	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.05	1.62	0	6.4	5.3	0	0	0	0	0	0	0	6.7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.08	-2.97	0	0	0	0	0	4.9	4.9	0	4.9	0	4.9	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.86	-1.96	0	0	0	0	0	0	0	5.5	5.5	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.63	-0.42	0	7.2	0	0	0	0	0	6.8	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.08	2.33	0	5.9	0	0	0	4.1	0	0	0	0	5.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	4.09	1.84	0	0	0	4.7	0	0	5.8	0	4.7	0	7.3	0	0	0	4.7
E10.5	E105_Retina_primordium	Retina_primordium	-0.48	-0.22	0	0	0	0	0	0	0	5.1	0	0	0	0	5.8	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.3	-2.99	0	4.6	0	0	0	4.6	0	0	0	0	5.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.62	4.5	0	6.1	0	5.4	0	0	0	0	0	0	6.5	0	5.4	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.79	-0.36	0	5.1	0	5.1	0	0	6.2	5.1	0	0	5.8	0	0	5.1	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.49	-2.03	0	0	0	0	0	0	0	5.7	0	0	5.1	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.58	1.95	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.79	1.61	0	0	0	5.1	0	0	0	0	0	0	6.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.23	0.44	0	5.4	0	0	0	0	0	5.4	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.3	0.37	0	5.3	0	0	0	0	0	0	0	0	5.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.12	1.64	4.7	5.8	6.1	0	0	0	0	0	5.4	0	5.8	0	0	4.7	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.13	-0.01	0	0	0	0	0	0	5.9	0	0	0	0	0	4.9	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3	3.48	4.7	5.4	4.7	0	0	0	4.7	0	5.4	0	6.1	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0	2.35	0	0	4.3	0	0	0	4.9	6.2	0	0	4.9	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.82	0.86	0	6.3	0	0	0	0	6.3	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.33	3.42	0	4.8	4.8	0	0	0	0	5.5	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.47	2.22	0	0	6.4	0	0	0	0	0	0	0	7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.59	-0.55	0	6.2	0	0	0	0	0	6.6	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.4	2.04	0	6.3	4.7	0	0	4	4.7	0	0	0	5.8	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.16	-1.87	0	0	0	0	0	0	0	5.2	0	0	5.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.18	4.15	0	0	4.7	0	0	4.7	6.1	0	0	0	5.8	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.37	0.17	0	3.7	0	0	0	5.3	0	0	0	0	5.8	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.91	0.15	0	0	5	0	0	0	3.9	5	0	0	6.1	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.67	2.3	0	0	6.5	0	0	0	0	0	0	0	5.1	0	5.1	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.36	0.75	0	0	5.7	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.28	0.3	4.9	0	6	0	0	0	0	5.6	0	0	6.3	0	4.9	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.25	-1.13	0	0	4.8	0	0	0	0	0	0	0	4.8	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.96	0.55	0	0	4.2	0	0	4.2	5.9	5.8	0	0	4.8	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.61	0.27	0	0	0	0	0	0	5.1	4.5	0	0	5.1	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.23	1.85	0	0	0	0	0	0	0	5.3	0	0	5.3	0	4.6	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.29	-1.13	0	0	5.2	0	0	0	5.2	0	0	0	5.9	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.39	2.06	0	4.4	4.4	0	0	5.8	0	0	4.4	0	6.4	0	0	4.4	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.06	1.12	5.1	0	5.4	0	0	0	0	0	0	0	4.7	0	4	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.43	-1.35	0	0	0	0	0	0	0	0	5.2	0	6.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.19	-2.27	0	0	0	0	0	0	0	6	5.4	0	6.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	2	2.07	0	0	5.9	5.5	0	4.9	0	0	4.9	0	5.5	0	0	4.9	0
E10.5	E105_Retina_primordium	Retina_primordium	-5.36	2.8	0	5.2	5.9	0	0	0	5.9	5.9	0	0	5.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2	4.54	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.26	-3.42	0	0	0	0	0	0	5.3	0	4.6	0	4.6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.6	4.64	0	3.9	5.5	4.6	0	4.6	5.5	0	0	0	5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.31	4.15	0	4.6	0	0	0	5.2	0	0	0	0	6.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.54	-0.75	0	5.8	3.6	0	0	0	4.3	6.1	5	0	5.4	0	4.7	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.01	-2.55	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.86	2.84	0	4.5	5.9	0	0	0	0	5.2	0	0	6.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.77	-2.19	0	3.9	3.9	5.5	0	0	5	0	5	0	5.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.22	-1.35	0	0	4.7	5.4	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.8	0.62	0	4.8	5.3	0	0	4.2	5.5	0	0	0	5.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.51	-2.6	0	0	0	0	0	0	3.9	0	4.5	0	6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.74	-0.03	0	0	5.5	0	0	0	5.5	0	0	0	6.9	0	4.8	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.82	1.32	0	0	0	0	0	4.1	5.2	4.8	0	0	5.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.81	0.56	5.3	0	5.3	0	0	0	0	0	0	0	6.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.15	2.79	0	0	0	4.3	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.05	-4.38	0	0	4.5	0	0	0	4.9	0	3.8	0	3.8	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.9	-2.22	0	6.2	0	0	0	0	5.5	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.8	4.06	6.1	0	0	0	0	0	0	6.1	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.44	3.75	4.9	5.6	5.6	0	0	0	4.9	0	0	0	6.9	0	4.9	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.01	3.61	0	6.2	5.1	0	0	0	5.1	0	0	0	6.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.09	-1.81	0	0	0	0	0	0	4.2	0	4.2	0	4.2	0	4.2	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.12	-0.67	0	0	0	0	0	0	5.4	0	5.4	0	5.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4	2.84	0	5.5	0	0	0	0	4.6	0	3.9	0	5.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.37	3	5.5	5.5	0	0	0	0	5.5	5.5	0	0	6.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.94	-1.95	0	0	4.1	0	0	0	0	5.5	0	0	4.1	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.32	-1.7	0	0	0	0	0	0	0	4.7	0	0	4.7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.49	-3.42	0	0	0	4.4	0	0	4.4	0	4.4	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.04	0.94	0	6.1	5.5	0	0	0	4.5	5.1	0	0	6.2	0	5.5	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.33	-0.05	0	0	5.3	0	0	0	0	0	0	0	6.7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.91	3.96	0	4.8	4.1	4.8	0	4.1	0	0	0	0	6.6	0	4.1	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.86	4.05	0	0	0	0	0	0	0	4.5	0	0	5.9	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.86	0.53	5.3	6.4	0	0	0	0	0	6	0	0	5.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.31	2.16	0	5.1	6	0	0	0	0	5.8	4.7	0	5.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.95	-2.69	0	0	0	4.8	0	0	0	4.8	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.88	3.02	0	5.3	5.6	0	0	0	4.9	0	0	0	5.6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.45	2.33	4.5	6.4	4.5	0	0	0	4.5	4.5	0	0	5.6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.49	1.48	0	4.8	4.8	0	0	0	0	4.8	0	0	4.8	0	0	0	4.8
E10.5	E105_Retina_primordium	Retina_primordium	1.8	-1.62	0	0	0	4.3	0	0	0	0	0	0	6.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.78	3.94	4.6	5.3	0	5.3	0	0	4.6	4.6	0	0	6.3	0	5.7	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.03	-2.36	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.44	-0.57	0	0	0	0	0	5.2	5.2	0	5.2	0	6.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.66	-5.47	0	0	0	0	0	0	0	0	0	0	7.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.02	-2.45	0	5.6	0	0	0	0	0	5.6	0	0	0	0	4.9	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.36	2.42	4.8	4.8	4.8	0	0	4.8	0	4.8	4.8	0	6.7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.09	0.56	0	0	5.3	0	0	5.3	0	0	0	0	6.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.42	1.25	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.36	0.23	0	0	0	0	0	0	0	5.3	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.56	2.06	0	6	4.9	0	0	0	5.6	4.9	4.9	0	4.9	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.36	-0.15	0	5.1	0	5.1	0	0	0	0	0	0	5.1	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.77	-3.23	0	0	4.6	5	0	0	3.9	4.6	0	0	6.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.46	0.37	0	4.5	4.5	0	0	0	0	5.2	5.2	0	5.2	0	4.5	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.73	-2.53	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.32	-1.4	0	0	4	4	0	4	4	4	0	0	0	0	4	5.1	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.77	-1.25	0	0	0	0	0	0	0	6.2	0	0	5.1	0	5.1	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.96	2.99	0	0	5.2	0	0	0	5.9	5.2	0	0	5.9	0	5.2	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.81	-0.77	0	0	0	0	0	0	4.7	4.7	0	0	5.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.65	-1.28	0	4	4	5.1	0	0	4	4	4	0	5.1	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.5	-1.2	0	4.8	4.8	0	0	4.8	5.5	5.5	0	0	4.8	0	5.5	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.98	1.3	0	5.8	5.4	0	0	0	5.4	5.8	0	0	5.8	0	5.4	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.42	2.27	0	0	0	0	0	0	0	0	0	0	6.6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.63	-2.79	0	0	0	0	0	5	5	0	0	0	5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	2.6	0.43	0	0	0	0	0	0	0	0	4.7	0	7.1	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.15	-0.81	0	0	0	0	0	4.9	0	4.9	0	0	5.6	0	4.9	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.15	1.73	0	5.7	5	0	0	0	0	0	0	0	5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.16	0.66	0	5.4	5.8	4.7	0	5.4	0	0	0	0	5.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.04	1.66	4.8	0	0	0	0	0	0	0	0	0	6.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.62	-2.96	0	0	0	4.3	0	0	5.4	5	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.04	0.39	0	4.1	0	0	0	4.1	4.1	0	0	0	0	0	4.1	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.45	-1.1	0	0	5.3	0	0	0	0	5.3	5.3	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.98	1.05	0	0	5.4	0	0	0	0	0	0	0	6.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.08	2.22	0	4	4.7	4	0	5.3	5.1	4.7	0	0	5.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.21	0.28	0	5	0	0	0	5.6	5	5	0	0	6.1	0	5	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.14	-0.64	0	6.7	5.3	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-5.15	-5.65	0	0	0	0	0	0	5.5	0	4.8	0	6.2	0	0	4.2	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.12	-3.79	0	0	4.3	4.7	0	0	4.3	4.3	0	0	5.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.32	1.39	0	6	4.6	4.6	0	0	0	6	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.62	-0.57	0	0	5	0	0	0	0	5.7	5	0	5.7	0	5	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.27	0.6	0	5.6	0	0	0	0	5	0	0	0	6.1	0	5	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.09	-4.25	0	6.3	0	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.35	0.18	3.8	0	3.8	0	0	0	0	0	0	0	5.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.59	2.56	0	0	4.4	0	0	0	5.1	0	0	0	4.4	0	4.4	4.4	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.32	2.64	0	0	5	0	0	0	0	0	0	0	5.6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.38	0.44	0	0	0	0	0	0	0	4.9	4.9	0	4.9	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.04	0.73	0	0	5.5	0	0	5.5	0	5.5	0	0	6.8	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.92	0.93	0	5.9	6.7	0	0	0	4.8	0	0	0	4.8	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.21	-0.22	3.8	3.8	5.4	0	0	0	4.5	0	0	0	5.4	0	4.9	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.17	3.65	0	0	0	0	0	0	0	0	0	0	6.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.08	2.36	0	5.7	0	0	0	5	5.7	6.9	0	0	5	0	6.1	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.59	-2.72	0	6.2	0	0	0	0	0	6.2	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.51	3.45	0	0	0	0	0	0	0	4.9	0	0	6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.4	3.36	0	5.1	0	0	0	0	0	0	5.1	0	6.8	0	5.1	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.96	-0.77	0	5.5	0	0	0	0	0	0	0	0	5.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.99	2.27	0	0	5.8	0	0	0	5.2	5.2	0	0	7.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.98	-4.48	0	0	5	0	0	0	0	0	0	0	5.7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.1	2.55	0	4.3	5.4	0	0	0	0	0	4.3	0	5.4	0	5	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.86	-1.53	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.29	-3.55	0	0	0	0	0	0	5.2	0	5.2	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.6	-1.12	0	5.2	5.2	0	0	0	5.2	5.2	0	0	5.9	0	0	5.2	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.9	2.5	0	0	0	0	0	0	0	0	0	0	6.7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.01	0.6	0	0	0	0	0	0	6.2	0	5.1	0	5.8	0	0	0	5.1
E10.5	E105_Retina_primordium	Retina_primordium	0.11	-0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.9	-1.99	0	0	0	0	0	0	0	5.3	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	3.62	1.97	0	0	0	5.3	0	0	0	4.6	6	0	5.7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.65	-2.55	0	4.6	4.6	0	0	3.9	5.5	0	5.5	0	4.6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.8	1.3	0	0	5.3	0	0	0	4.6	4.6	0	0	6.6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	4.38	0.33	0	0	0	0	0	0	5.5	0	0	0	6.9	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.28	-0.16	0	4.6	5	0	0	0	3.9	3.9	0	0	6.7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.27	4.14	5.2	0	0	5.2	0	0	0	0	0	0	0	0	5.2	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.74	-0.23	0	0	0	0	0	0	0	5.2	0	0	5.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.08	-0.37	0	0	0	0	0	0	0	6.7	0	0	0	0	4.9	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.61	1.62	5.1	5.5	6.3	0	0	4.4	0	5.5	0	0	6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.32	-2.34	0	0	0	0	0	0	6.2	0	5.8	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.95	2.72	0	0	6.4	0	0	5.1	5.8	0	0	0	0	0	5.1	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.23	1.95	0	5.2	5.2	0	0	0	6.3	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.27	3.19	0	0	0	0	0	5.2	5.2	0	0	0	6.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.5	-0.34	0	0	0	0	0	0	0	5.1	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3	2.59	0	5.9	4.8	0	0	5.5	4.8	4.8	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.43	-3.19	0	0	0	4	0	0	4.7	0	0	0	5.6	0	4	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.53	-3.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.46	0.29	0	4.2	4.2	0	0	0	5.5	4.2	0	0	5.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.54	3.03	0	4.9	6	0	0	0	4.9	0	0	0	6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.06	-1.16	0	5.8	4.7	0	0	4.7	0	4.7	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.89	-1.74	0	0	6.2	0	0	0	6.2	6.2	0	0	5.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.5	-0.69	0	6	5.6	0	0	0	0	0	0	0	0	0	4.9	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.51	0.95	0	4.9	0	0	0	0	0	6.7	0	0	4.9	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.76	1.73	5.4	0	0	0	0	0	0	6.8	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.77	4.3	0	6.6	4.3	0	0	0	4.3	0	0	0	4.3	0	4.3	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.06	1.84	0	6	4.4	0	0	0	4.4	5.5	0	0	5.8	0	0	0	4.4
E10.5	E105_Retina_primordium	Retina_primordium	2.45	-0.68	0	5.5	0	0	0	0	0	6.2	6.2	0	7.1	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.53	4.58	0	0	5.4	4.7	0	0	0	0	5.4	0	5.8	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.05	2.35	0	0	6.1	0	0	0	0	0	0	0	6.1	0	0	0	5
E10.5	E105_Retina_primordium	Retina_primordium	-2.4	1.74	0	0	5.9	0	0	0	5.2	0	0	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	1.02	1.9	0	0	5	0	0	0	5	4.3	0	0	6.5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.16	-0.35	0	5.3	0	0	0	0	0	0	0	0	5.3	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-2.9	0.46	5	5	0	0	0	5	5	5	5	0	5	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.41	2.31	0	0	5.3	0	0	0	4.6	0	0	0	4.6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.61	2.86	4.9	0	4.9	0	0	0	4.9	0	0	0	4.9	0	4.9	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-4.22	4.4	4.9	4.9	6.5	0	0	0	6.2	0	4.2	0	6	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.33	3.01	0	4.8	5.5	0	0	0	0	0	4.8	0	6.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.37	0.85	0	0	5.4	0	0	0	0	0	4.7	0	4.7	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-3.23	2.16	0	0	5.2	0	0	0	0	0	5.2	0	5.2	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-1.63	-1.04	0	0	5.1	0	0	5.8	0	5.8	5.1	0	0	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.1	1.69	0	0	0	0	0	0	0	0	0	0	5.3	0	5.3	0	0
E10.5	E105_Retina_primordium	Retina_primordium	-0.55	1.46	0	6	0	0	0	0	0	0	0	0	6	0	5.1	0	0
E10.5	E105_Retina_primordium	Retina_primordium	2.49	2.48	0	0	4.8	4.8	0	0	0	0	4.8	0	5.4	0	0	0	0
E10.5	E105_Retina_primordium	Retina_primordium	0.41	-0.33	0	0	5	0	0	0	6.1	0	0	0	6.6	0	5.7	0	0
