day	Anno	celltype	UMAP_1	UMAP_2	marker:Tbx4	marker:Hoxa11	up:Pitx1	up:Hoxc9	up:Hoxa10	up:Hoxa9	up:Hoxa7	up:Hoxc8	up:Prrx2	up:Smad7	up:Twist1	up:Snai1	up:Twist2	up:Gata5	up:Bbx	up:Hoxc10	up:Smarca1	up:Zfx	up:Hey2	up:Hoxc11	up:Jun	up:Gata4	up:Tcf21	up:Smad6	up:Klf14	up:Tbx2	down:Mesp1	down:Pou5f1	down:T	down:Hoxb1	down:Foxf1	down:Mixl1	down:Evx1	down:Sub1	down:Cdx2	down:Cdx4	down:Irf1	down:Msx2	down:Foxo4	down:Cdx1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.77	-0.85	0	0	0	2.1	0	2.1	3.3	2.7	0	2.1	0	2.1	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	2.1	2.1	3.6	2.1	0	0	4.4	3.3	3.6	0	3.6	0	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.57	-1.18	0	0	0	2	0	0	2	2	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2.6	3.6	3	3	2	0	2	4.8	3	3.2	0	2	0	3.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.53	1.65	0	0	0	0	0	0	0	0	2.9	0	0	2.6	0	0	1.7	0	0	1.7	0	0	0	0	0	0	0	0	3.3	2.6	0	3.1	2.9	0	1.7	4.5	3.3	4	0	3.4	0	3.4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.76	0.56	0	0	0	0	0	0	0	0	1.5	3.5	0	2.7	2.1	0	1.5	0	0	0	0	0	3	1.5	2.7	1.5	0	0	3.8	2.5	1.5	2.1	3.6	2.5	3.3	4.6	3.5	2.7	0	3.3	3.3	2.1
E7.75	E775_Allantois	Allantois	-2.61	-0.34	0	0	4.3	2.4	3.1	2.4	2.4	0	3.5	2.4	0	3.1	0	0	3.1	0	0	0	0	0	0	3.1	0	0	0	0	0	0	2.4	0	0	0	0	3.8	2.4	0	0	4	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.35	0.27	0	0	0	0	0	0	0	0	2.3	0	2.3	2.3	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	4.6	3.5	1.7	3.2	2.3	0	2.3	4.8	4.2	3	0	0	0	0
E7.75	E775_Allantois	Allantois	-3.73	3.29	2	2	2.7	2	2	2	2	2.7	2.7	0	0	2	2.7	2.7	3.1	2.7	3.1	2	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	4.6	0	2	0	3.1	2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.08	-1.62	0	2.1	3.1	3.4	3.4	3.6	2.1	3.1	0	3.1	0	0	0	0	2.1	2.7	0	0	0	0	3.4	0	2.1	0	0	0	2.1	2.1	0	0	3.4	0	2.1	4.4	3.9	4.3	0	4.1	2.7	3.1
E7.75	E775_Allantois	Allantois	-5.51	-0.5	2.2	0	2.9	0	2.2	0	0	0	3.9	3.5	0	2.2	2.2	2.9	3.2	0	0	0	2.2	0	3.9	2.9	2.9	0	2.2	0	0	0	0	0	3.2	0	0	5	3.9	0	0	3.2	0	0
E7.75	E775_Allantois	Allantois	-2.99	1.08	1.8	1.8	3	2.4	3.2	2.4	2.4	2.4	2.4	1.8	2.8	2.8	1.8	0	1.8	0	0	1.8	0	0	1.8	1.8	0	0	0	0	0	3	0	0	1.8	0	0	4.8	2.8	2.8	0	0	1.8	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.41	-1.56	0	0	0	0	0	2	0	0	2	2	0	2.6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	4	3	0	2	3.3	3.5	4.3	4.1	4	2	3.3	2	2
E7.75	E775_Allantois	Allantois	-3.24	2.02	0	2.1	3.6	2.1	2.8	2.1	2.1	2.1	0	2.8	0	3.1	0	0	3.4	0	0	2.1	0	0	0	0	2.1	0	0	2.1	0	0	0	0	3.4	0	2.1	3.1	3.4	2.8	0	2.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.32	0.97	0	0	0	2.5	1.9	0	2.5	2.5	1.9	1.9	0	2.9	1.9	0	1.9	0	1.9	0	0	0	0	0	1.9	0	0	0	1.9	2.5	2.9	0	2.5	0	1.9	4.6	3.2	2.5	0	0	0	1.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.72	-1.85	1.8	1.8	1.8	0	2.4	2.4	1.8	2.4	2.8	1.8	0	2.8	0	0	2.4	0	0	0	0	1.8	2.4	0	0	0	0	1.8	2.4	2.4	2.4	0	3.1	1.8	0	3.4	3.6	3.4	0	3.6	0	2.4
E7.75	E775_Allantois	Allantois	-7	1.09	2	2.6	3.9	0	3.5	0	2	0	0	2	0	2.6	3	2	0	2	0	0	0	0	2.6	0	2	0	0	2	0	0	0	0	3.2	0	0	4.5	0	0	0	3.2	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.77	-3.55	2.2	0	0	0	2.2	0	0	2.2	0	0	0	0	0	0	2.8	0	0	0	0	0	0	2.2	0	2.2	0	0	3.8	2.8	0	0	2.8	0	3.4	4.8	4.2	3.2	0	2.8	0	0
E7.75	E775_Allantois	Allantois	-5.01	-0.7	2.1	2.7	3.4	2.7	2.1	2.7	2.1	0	3.1	2.1	0	2.1	2.7	2.7	2.7	2.1	2.7	0	0	0	2.7	0	0	2.1	0	0	0	0	0	0	0	0	0	4.4	2.1	0	0	2.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.07	0.9	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	2.7	0	2.1	0	0	0	0	0	0	0	0	0	0	2.7	2.1	3.1	3.1	0	0	4.3	2.7	3.1	0	2.1	0	4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	7.06	-0.34	0	0	0	0	0	0	0	0	2.5	2.9	0	1.9	0	0	2.5	0	0	0	0	0	2.5	1.9	0	0	0	0	3.5	3.7	2.5	1.9	2.5	0	1.9	4.4	2.9	0	0	3.4	0	1.9
E7.75	E775_Allantois	Allantois	-4.26	2.36	0	0	4.1	0	3.2	0	2.5	2.5	2.5	0	0	3.2	0	0	2.5	0	0	0	0	0	0	0	2.5	3.2	0	2.5	0	0	0	0	3.2	0	0	4.8	3.9	0	0	4.1	2.5	0
E7.75	E775_Allantois	Allantois	-2.77	1.81	1.9	0	2.9	1.9	2.5	3.4	3.4	2.5	2.9	2.5	2.5	2.5	0	0	3.4	0	2.5	0	1.9	0	0	0	2.5	0	0	1.9	0	2.5	0	0	3.6	0	1.9	3.6	3.6	3.4	0	2.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.86	-0.53	0	0	0	0	0	0	0	0	1.7	1.7	0	0	0	0	2.7	0	0	0	0	0	3	0	0	0	0	0	2.3	3	2.7	2.7	3.4	0	2.3	3.4	2.3	1.7	0	3.7	0	0
E7.75	E775_Allantois	Allantois	-5.17	-0.6	0	3.1	4	2.4	3.7	0	0	3.1	3.1	4	0	2.4	2.4	0	0	0	0	0	0	0	0	3.5	2.4	0	0	0	0	0	0	0	2.4	0	0	3.5	2.4	0	0	3.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.67	-0.27	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2.6	0	0	0	0	0	0	2.6	0	0	0	0	4.6	4.2	2	3.3	2.6	0	2	4.7	3.7	3.8	0	0	2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.81	-1.05	2.1	2.7	0	2.1	3.6	2.1	0	2.7	2.7	2.1	2.1	2.7	2.1	0	0	2.1	0	0	0	0	0	0	0	0	0	0	2.1	2.1	0	0	3.6	2.1	2.7	4.8	2.7	3.1	0	3.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.88	0.03	1.8	1.8	1.8	1.8	3.2	2.4	3.9	0	1.8	1.8	0	2.4	0	0	0	0	0	0	0	0	2.4	1.8	0	0	0	1.8	2.7	1.8	0	1.8	4.1	0	2.7	4.6	3.6	3	0	3.2	0	3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.63	0.4	2.3	0	3.6	0	2.3	2.3	0	2.3	2.3	2.9	0	2.3	0	0	0	0	2.3	0	0	0	2.3	0	0	0	0	0	0	3.3	2.3	0	2.9	0	2.3	4.6	3.8	3.3	2.3	2.9	2.3	2.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.98	-4.01	0	0	0	0	0	0	0	0	0	2.2	2.2	3.2	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	4.1	3.2	3.5	0	0	0	3.2	4.6	3.5	3.7	0	4	3.2	3.5
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.52	2.45	0	0	1.6	0	0	0	2.6	0	1.6	0	1.6	2.2	0	1.6	0	0	0	1.6	0	0	0	1.6	0	0	0	0	0	2.6	0	1.6	2.2	0	0	4.4	2.6	3.4	0	2.2	2.2	2.6
E7.75	E775_Allantois	Allantois	-3.25	-0.9	2.6	1.9	4	0	2.6	0	0	1.9	2.9	1.9	0	3.2	0	0	2.6	0	1.9	0	0	0	1.9	1.9	0	0	0	1.9	1.9	1.9	2.6	0	3.2	0	0	5.1	3.2	1.9	0	3.8	0	0
E7.75	E775_Allantois	Allantois	-4.34	0.84	2.1	0	3.2	0	3.6	0	2.1	2.1	2.1	0	0	2.1	2.1	0	2.8	0	2.1	2.1	0	0	2.1	2.1	0	0	0	0	0	0	0	0	2.1	0	0	4.2	4	0	0	2.8	2.1	0
E7.75	E775_Allantois	Allantois	-3.65	0.61	3.1	1.8	3.1	1.8	2.8	2.4	0	2.4	0	3.1	1.8	2.4	2.4	1.8	0	0	0	1.8	1.8	0	1.8	0	0	1.8	0	0	0	1.8	0	0	2.4	0	0	4.4	2.4	0	0	2.4	0	0
E7.75	E775_Allantois	Allantois	-2.09	2.33	0	0	3	2.6	3.8	0	2.6	2	0	2.6	0	2	0	0	2	0	2.6	0	0	0	3.3	0	2	0	0	0	0	2	0	0	2	0	0	4.2	3.8	3	0	3.3	0	0
E7.75	E775_Allantois	Allantois	-2.85	3.08	0	0	3.3	2	2.6	0	2	2.6	0	2.6	0	3.3	2.6	0	2.6	0	2	0	0	0	2	0	0	2	0	0	0	2	2	0	3.3	0	0	4.5	3.5	3	0	3.5	0	2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.71	0.74	0	0	0	0	0	0	0	0	0	2.4	0	1.8	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	2.4	1.8	3	1.8	0	0	3	2.7	4	0	3.4	0	4
E7.75	E775_Allantois	Allantois	-4.45	0.96	2.6	0	3.8	2.6	2	0	2.6	3.3	2.6	2.6	2.6	2.6	0	0	2	0	3.3	0	0	0	0	2	2	2	0	0	0	0	0	0	3	0	0	4.2	2.6	0	0	3	2	0
E7.75	E775_Allantois	Allantois	-5.46	2.03	1.8	0	3.4	3.1	1.8	2.8	2.8	2.8	2.8	2.8	0	0	1.8	1.8	1.8	0	0	2.4	1.8	0	0	2.4	0	1.8	0	0	0	1.8	1.8	0	1.8	0	0	4	0	2.4	0	1.8	0	0
E7.75	E775_Allantois	Allantois	-2.87	2.4	0	1.8	3	3.7	0	1.8	3	0	1.8	2.4	2.8	1.8	0	0	0	1.8	0	0	0	1.8	1.8	1.8	1.8	0	1.8	0	0	0	1.8	0	0	0	1.8	4.3	2.4	0	0	2.4	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.17	-1.54	0	0	0	1.7	2.3	0	1.7	0	0	1.7	1.7	1.7	1.7	0	2.7	0	0	0	0	0	0	0	0	0	0	0	4.2	3.5	2.9	1.7	2.3	0	2.9	5.1	3.3	3.5	0	3.3	2.7	1.7
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.21	-1.08	0	0	0	1.9	0	0	1.9	0	0	0	0	2.6	0	0	1.9	0	0	0	0	0	3.2	0	0	0	0	0	2.6	3.2	3.4	3.9	3.4	2.9	2.6	3.9	3.6	4.6	0	0	0	3.8
E7.75	E775_Allantois	Allantois	-3.37	3.45	0	2.5	2.5	2.5	2.5	0	3.1	0	0	3.1	2.5	0	2.5	0	3.1	3.1	0	3.1	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	3.5	3.5	2.5	0	2.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.24	0.11	2.3	2.3	2.9	2.3	2.3	2.3	2.3	2.9	0	3.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	2.3	0	0	2.9	0	0	4.9	3.6	2.3	0	3.3	0	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.27	2.11	0	0	0	0	0	0	0	0	1.6	0	2.2	2.2	0	1.6	0	0	0	1.6	0	0	1.6	1.6	0	1.6	0	0	2.6	2.2	0	1.6	3.3	0	0	3.5	3.1	2.6	0	3.1	1.6	1.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.55	-2.64	0	2	3.2	0	3.5	2	2	2	2.6	3.2	0	2	0	0	2.6	0	0	0	0	0	0	2.6	0	0	0	0	2.6	2	0	0	3	0	0	4.3	3	3.5	0	3.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.81	-0.81	0	0	0	0	0	0	0	0	0	2.6	0	3	0	0	0	0	2.6	0	0	0	3	0	0	0	0	0	3.3	3.5	2	3	2	0	0	4.9	2.6	3	2	3.3	0	2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.9	-1.77	0	0	3.1	2.8	2.4	2.8	2.4	1.8	2.4	1.8	0	1.8	2.4	0	2.4	0	0	0	0	0	0	0	0	0	0	0	3.1	2.8	0	0	3.3	2.4	2.4	4.2	3.7	3.8	0	3.8	2.4	1.8
E7.75	E775_Allantois	Allantois	-5.65	1.08	0	0	4.2	1.9	1.9	3.2	2.5	1.9	3.5	0	2.9	3.2	1.9	1.9	2.9	0	3.2	0	0	0	2.5	0	1.9	1.9	0	0	0	0	0	0	2.9	0	0	4.4	3.2	0	0	0	0	0
E7.75	E775_Allantois	Allantois	-4.18	3	0	2.6	4.3	2	3.3	2	2	0	2	2	0	2.6	2	0	2	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	2.6	0	0	4.3	2.6	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.27	1.52	0	0	0	0	0	0	0	0	1.4	2.6	0	2.6	0	1.4	0	0	0	0	0	0	1.4	0	0	1.4	0	0	3.4	2.6	1.4	1.4	3.3	0	0	4.3	2.6	3	0	3	0	1.4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.25	0.4	2.9	0	2.9	0	0	0	2.9	2.9	0	3.6	2.9	2.9	0	0	0	0	2.9	0	0	0	2.9	0	0	0	0	0	0	0	2.9	0	2.9	0	0	5.2	4	2.9	0	2.9	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.48	1.04	0	0	0	0	0	0	0	0	0	0	2.4	2.8	0	0	3.1	0	1.8	0	0	0	0	0	0	0	0	0	0	1.8	0	2.8	2.8	0	1.8	3.8	1.8	2.8	0	1.8	0	3.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.72	1.41	0	2.5	3.4	2.5	0	2.9	0	2.9	2.9	2.9	1.9	3.7	2.9	0	1.9	1.9	0	0	1.9	1.9	0	1.9	1.9	1.9	0	0	0	1.9	0	1.9	2.5	0	0	4.5	2.9	3.2	0	3.4	0	0
E7.75	E775_Allantois	Allantois	-3.68	-0.65	1.8	1.8	3.7	2.4	1.8	2.8	1.8	0	2.8	1.8	1.8	2.8	1.8	0	1.8	0	0	0	1.8	0	2.8	2.4	0	0	1.8	2.4	0	2.4	0	0	0	0	0	4.4	3.6	1.8	0	0	0	1.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.81	0.66	0	0	3.3	2.3	0	1.7	0	0	1.7	0	2.3	3.8	1.7	0	1.7	2.7	2.3	1.7	0	0	1.7	1.7	1.7	0	0	0	0	2.9	1.7	0	3.5	0	0	4.5	2.9	2.9	0	0	1.7	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.94	-3.48	0	0	0	0	0	2.4	0	0	2.4	0	2.4	3.8	2.4	0	0	0	0	0	0	0	2.4	0	0	0	0	0	4.2	3.5	3.1	2.4	3.8	0	2.4	4.7	4.2	3.1	0	3.1	3.1	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.3	-2.73	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0	2.8	0	2.1	0	0	0	0	0	0	0	0	0	4.1	3.4	3.6	4	0	2.1	2.8	4.1	3.4	2.1	0	2.1	0	3.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.03	0.73	0	0	2.7	0	0	0	0	0	2.7	2.7	0	0	2.7	0	2.7	0	0	0	0	0	0	0	0	0	0	0	2.7	2.7	0	0	2.7	2.7	2.7	4.8	3.3	2.7	0	3.3	2.7	0
E7.75	E775_Allantois	Allantois	-4.39	-1.73	0	0	3.6	2.9	1.9	0	0	2.5	4	0	2.5	3.4	3.2	0	2.5	0	1.9	2.5	0	0	1.9	2.5	0	0	1.9	0	0	0	0	0	1.9	0	0	4.6	2.9	1.9	0	3.7	0	0
E7.75	E775_Allantois	Allantois	-5.97	-0.9	2.3	0	3.4	2.9	1.7	1.7	2.9	1.7	4.1	2.9	2.6	3.1	3.3	2.3	2.3	0	1.7	1.7	2.3	0	3.9	1.7	0	0	0	2.3	0	0	0	0	2.6	0	0	3.4	1.7	0	0	3.4	0	0
E7.75	E775_Allantois	Allantois	-6.01	2.41	2	0	2.6	2.6	2.6	2	0	0	3	2.6	2.6	2.6	2.6	0	2.6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	4.7	3	0	0	2	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.33	0.76	0	0	3.4	0	3.8	0	0	0	3.4	0	0	3.8	2.8	0	0	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	3.8	0	2.8	4.1	2.8	2.8	0	0	2.8	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.55	-1.64	1.7	0	3.9	1.7	1.7	3.6	2.7	2.3	2.7	2.3	2.3	0	2.3	2.3	2.3	0	0	1.7	0	0	1.7	0	0	0	0	1.7	0	2.9	0	0	1.7	0	2.3	4.1	3.5	4.1	0	1.7	1.7	0
E7.75	E775_Allantois	Allantois	-1.89	2.16	0	0	3.6	3.2	2.6	2.6	1.9	3.4	1.9	1.9	1.9	1.9	0	0	1.9	0	0	0	0	0	2.9	0	0	1.9	0	0	0	1.9	0	0	3.9	0	2.6	4.3	3.6	3.2	0	3.2	1.9	1.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.87	-1.17	0	0	0	2	0	0	2	0	0	0	0	2.6	0	0	2	0	2	0	0	0	3	0	0	0	0	0	2.6	3.3	2.6	3	2.6	0	3	4.9	4	3.5	0	3	0	3.5
E7.75	E775_Allantois	Allantois	-3.84	0.1	2.9	1.9	4.1	0	2.5	2.9	3.2	2.5	1.9	1.9	3.2	2.9	0	0	1.9	0	1.9	0	0	1.9	2.9	2.9	0	1.9	0	0	0	2.5	0	0	2.9	0	0	3.9	1.9	0	0	2.9	1.9	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.82	-4.72	0	0	0	0	0	0	2.9	0	0	0	0	2.9	0	0	2.9	0	0	0	0	0	0	0	0	0	0	2.9	0	3.9	3.6	0	2.9	2.9	0	4.5	3.6	0	0	3.6	2.9	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.34	-1.39	0	0	2	3.3	2.6	3	3	2	2	3	3	3.5	0	0	2.6	0	0	0	0	0	2.6	0	0	2	0	2	3	2	2	2	2.6	0	0	4.3	3.3	3.5	0	3.7	0	2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.1	-1.74	0	1.9	0	1.9	3.2	3.2	1.9	2.9	0	3.2	0	2.5	1.9	0	1.9	0	0	0	0	0	0	0	0	0	0	1.9	2.9	0	1.9	1.9	4	0	2.5	4.7	4	3.5	0	3.2	1.9	2.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.81	-0.8	0	0	2.2	0	0	0	0	0	2.2	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	4	3.5	2.2	2.2	3.9	0	0	4.5	4.1	3.2	0	2.8	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.93	-0.74	1.4	0	1.9	0	1.4	0	0	1.9	1.4	1.4	1.9	1.4	0	0	2.6	0	1.4	0	0	0	2.6	0	0	0	0	0	3.7	2.8	1.4	1.4	1.4	0	1.9	4.2	3.6	1.4	0	2.6	1.9	0
E7.75	E775_Allantois	Allantois	-5.12	0.35	0	0	3.4	3.1	2.1	2.7	2.7	0	3.4	4	2.1	0	0	3.7	2.1	0	0	2.1	0	2.1	2.1	2.1	0	2.7	0	0	0	2.1	0	0	0	0	0	4	0	0	0	0	0	0
E7.75	E775_Allantois	Allantois	-1.15	0.82	0	2.1	4	2.8	0	3.8	3.7	3.4	2.1	0	0	3.2	2.1	0	0	2.8	2.1	2.1	0	0	2.1	2.1	0	0	0	0	0	2.8	0	2.1	3.2	0	0	4.3	2.8	3.4	0	2.8	2.1	0
E7.75	E775_Allantois	Allantois	-5.44	-0.06	0	0	2.9	0	2.9	2.9	2.9	3.9	2.9	2.9	0	0	2.9	0	2.9	0	0	3.5	0	0	3.9	0	3.5	2.9	0	0	0	0	0	0	0	0	0	4.4	2.9	0	0	0	0	0
E7.75	E775_Allantois	Allantois	-1.82	-1.72	1.6	1.6	2.8	1.6	2.1	3	2.8	1.6	3.2	2.8	3.6	3.8	2.8	1.6	2.1	0	0	0	0	0	1.6	0	0	1.6	0	1.6	0	0	0	0	3.3	0	0	4.2	3.3	3.2	0	1.6	0	1.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.75	-2.94	0	0	0	2.3	0	0	3	2.3	0	3	0	3.6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	2.3	0	2.3	2.3	3.9	3.6	4.6	2.3	3	2.3	3.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-2.2	1.79	0	0	2.8	0	2.8	2.8	2.8	2.8	0	0	0	2.8	0	0	2.8	0	2.8	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	2.8	4.5	2.8	0	0	3.8	0	0
E7.75	E775_Allantois	Allantois	-4.87	-0.02	2	0	2.6	2.6	2.6	2.6	0	2	3.3	2	3	3.5	0	2.6	3	0	2	0	0	0	0	2.6	0	2	2	0	0	0	0	0	2.6	0	2	4.5	2	0	0	2	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.97	0.95	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	3.3	2.7	0	0	5.1	0	0	0	4	0	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.4	0.07	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2.7	3.7	0	2	4.6	3.9	4	0	2.7	2	3.5
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.76	-1.69	0	0	0	1.8	0	0	0	1.8	1.8	0	0	1.8	0	0	2.8	0	0	0	0	0	1.8	0	0	0	0	0	0	3.3	2.4	3.4	3.6	2.8	2.4	4.7	4	4.1	0	2.8	2.4	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.36	-0.87	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	3.8	3.2	2.5	3.2	4.5	3.2	5	0	3.2	0	3.2
E7.75	E775_Allantois	Allantois	-2.31	1.52	0	0	3.4	1.8	2.4	2.8	3.3	0	1.8	1.8	0	2.8	0	0	1.8	2.4	2.4	2.8	1.8	0	1.8	2.4	0	0	0	0	0	1.8	1.8	0	3.3	0	1.8	4.1	2.8	2.4	0	0	1.8	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.13	0.1	0	0	1.8	1.8	0	0	0	1.8	0	1.8	1.8	2.4	0	0	2.4	0	0	0	0	0	0	0	2.4	0	0	0	1.8	3.1	0	3.3	3.3	0	1.8	4.1	4.1	4.6	0	3.1	0	3.1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.38	-2.37	0	0	0	0	0	0	0	0	0	2.8	0	2.8	0	0	3.1	0	0	0	0	0	1.8	0	0	0	0	0	5	4	3.7	3.3	2.4	3.1	1.8	4.7	2.8	0	1.8	3.7	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.2	-0.15	0	0	2.3	0	0	0	2.9	0	3.3	2.9	0	2.3	0	0	2.3	0	0	0	0	0	4	0	0	2.3	0	0	2.9	0	0	0	2.9	0	2.9	4.4	2.9	4.1	0	3.8	0	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.56	-3.04	0	0	0	2.4	0	3	2.4	2.4	0	3	0	2.4	0	0	2.4	0	0	2.4	0	0	0	0	0	0	0	0	4.1	3.7	4.1	3.7	0	0	2.4	4.6	3.4	4.1	0	3.7	0	3.4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.28	1.8	0	0	0	0	0	0	2.6	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2.6	0	0	2.6	3.5	2	0	4.1	3	2.6	0	0	0	2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.5	-1.24	0	0	0	0	1.8	1.8	2.4	0	1.8	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	3.9	3.9	3	1.8	1.8	0	4.5	2.7	4	1.8	3	1.8	2.4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.32	-3.53	0	0	0	0	0	0	0	0	0	2.5	0	2.5	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	4.1	3.2	0	2.5	4.3	2.5	0	5	3.2	3.2	0	2.5	3.2	0
E7.75	E775_Allantois	Allantois	-2.51	-0.96	2.9	1.9	2.9	3.1	2.5	0	1.9	2.5	3.1	3.1	2.5	2.9	2.5	1.9	1.9	0	0	0	0	0	0	0	0	2.5	1.9	1.9	0	2.9	0	0	0	0	1.9	4.2	3.4	2.5	0	3.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.76	2.62	0	0	2.3	2	2.3	0	1.4	1.4	2	2	2.8	2.3	2.3	0	2	0	0	0	0	0	1.4	0	1.4	1.4	0	0	1.4	1.4	0	1.4	2.8	0	1.4	4.3	2.8	2.3	0	3.7	1.4	3.1
