day	Anno	celltype	UMAP_1	UMAP_2	marker:Tbx4	marker:Hoxa11	up:Pitx1	up:Hoxc9	up:Hoxa10	up:Hoxa9	up:Hoxa7	up:Hoxc8	up:Prrx2	up:Smad7	up:Twist1	up:Snai1	up:Twist2	up:Gata5	up:Bbx	up:Hoxc10	up:Smarca1	up:Zfx	up:Hey2	up:Hoxc11	up:Jun	up:Gata4	up:Tcf21	up:Smad6	up:Klf14	up:Tbx2	down:Mesp1	down:Pou5f1	down:T	down:Hoxb1	down:Foxf1	down:Mixl1	down:Evx1	down:Sub1	down:Cdx2	down:Cdx4	down:Irf1	down:Msx2	down:Foxo4	down:Cdx1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.57	0.69	0	0	0	0	0	0	2	0	2	2.6	2	3.2	0	0	3	0	0	0	0	0	0	2	0	2	0	0	3.6	3.2	2.6	0	3.2	0	0	4.6	3.9	3.6	0	3.2	2	2
E7.75	E775_Allantois	Allantois	-5.04	3.25	0	2.9	4.4	0	2.9	1.9	0	1.9	1.9	2.6	1.9	2.6	1.9	0	0	0	1.9	0	0	0	1.9	0	0	0	1.9	1.9	0	0	0	0	2.9	0	0	4.2	1.9	0	0	2.9	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.91	-0.07	0	0	2.1	0	2.1	2.7	2.1	0	0	0	0	2.7	0	0	2.1	0	0	2.1	0	0	2.7	2.1	2.1	0	0	0	2.7	3.3	2.1	0	3.1	2.1	2.1	4.6	2.7	3.9	0	3.7	0	2.7
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.85	1.45	0	0	0	0	0	0	0	0	1.9	0	0	2.5	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	1.9	3.8	1.9	0	2.9	0	0	4.6	2.9	3.4	0	3.1	0	1.9
E7.75	E775_Allantois	Allantois	-1.96	0.25	1.7	1.7	2.9	2.9	1.7	0	2.6	1.7	2.6	0	2.6	2.6	2.6	0	1.7	0	0	1.7	0	0	0	0	0	0	0	1.7	1.7	2.6	0	0	2.6	0	2.2	4.9	3.7	2.2	1.7	3.1	0	1.7
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.72	-3.95	0	0	0	2.9	0	3.8	2.9	0	0	0	0	2.2	0	0	2.2	0	0	0	0	0	0	0	0	2.9	0	0	3.8	2.9	3.9	0	0	2.2	2.2	3.5	3.5	3.3	2.2	4.2	2.2	2.2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.26	-1.07	0	0	0	0	0	0	0	0	0	0	1.7	2.3	0	0	1.7	0	1.7	0	0	0	1.7	0	0	0	0	0	3.9	4.2	3.5	2.7	1.7	3.2	2.7	4.8	3.6	3	0	2.3	0	1.7
E7.75	E775_Allantois	Allantois	-1.7	1.82	2	1.5	2	2	2.7	3	2.4	3.5	2.4	2.7	1.5	2.7	1.5	1.5	2	0	0	0	0	0	2.4	2.7	0	2	0	1.5	1.5	2.7	0	0	3.5	1.5	1.5	4.9	3	2.4	0	2.9	2.4	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	7.14	-0.35	0	0	0	0	0	0	0	0	1.9	1.9	0	3.5	2.5	0	0	0	0	1.9	0	0	0	0	0	0	0	0	3.1	3.4	1.9	3.4	3.4	2.9	1.9	4.7	3.4	2.5	0	2.5	2.5	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.33	-0.95	0	0	0	3.1	0	0	2.7	0	0	2.1	0	0	0	0	3.1	0	2.1	0	0	0	0	0	0	0	0	0	2.7	3.3	0	0	2.7	0	2.1	4.9	4.1	4.3	0	3.1	0	2.1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.03	-0.59	0	0	0	0	0	0	2.2	0	0	0	0	2.2	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	3.2	3.2	2.2	2.2	3.4	2.2	2.2	5.2	3.2	3.8	0	3.7	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.82	-0.9	0	0	3.4	2.1	0	2.7	0	3.4	2.7	2.7	2.1	3.1	2.1	0	0	0	0	0	0	0	2.7	0	0	0	0	0	2.1	2.7	0	2.1	2.7	0	0	4.9	3.4	3.1	0	4.2	2.1	2.1
E7.75	E775_Allantois	Allantois	-5	-1.2	1.8	0	4.1	3.1	3.1	3.3	1.8	2.4	3.6	1.8	2.8	2.8	1.8	2.8	1.8	0	0	0	1.8	1.8	1.8	2.4	0	2.4	0	0	0	0	0	0	2.4	0	0	4.7	2.4	0	0	3.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.05	1.16	0	0	0	0	0	0	0	0	2.4	0	1.8	1.8	0	0	1.8	0	0	0	0	0	2.8	0	0	1.8	0	0	4.7	3.2	1.8	3.2	2.4	0	0	4.9	2.8	0	0	2.4	1.8	3
E7.75	E775_Allantois	Allantois	-4.43	0.34	0	0	3.6	3.3	2.9	2.3	0	2.3	0	0	0	2.3	0	2.3	2.3	0	2.3	0	0	0	0	0	0	0	2.9	0	0	2.3	0	0	2.3	0	0	4.7	2.9	0	0	3.3	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.52	-1.49	0	2.5	1.9	3.1	3.9	0	2.5	2.9	1.9	3.1	2.5	1.9	0	0	1.9	1.9	0	0	0	0	1.9	0	0	0	0	0	3.9	2.5	2.5	0	3.5	1.9	3.3	4.2	3.3	4	0	3.1	1.9	1.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-3.01	-1.5	0	0	3.9	0	1.8	3.1	2.4	1.8	2.4	0	2.4	3.3	2.8	0	1.8	0	1.8	0	0	0	1.8	2.4	0	1.8	0	0	1.8	1.8	0	0	2.8	0	0	4.4	3.1	1.8	0	1.8	0	1.8
E7.75	E775_Allantois	Allantois	-2.35	-1.46	0	0	3.8	0	0	2.3	2.3	0	3.3	2.3	3.3	2.9	0	0	2.3	0	0	0	0	2.3	2.3	0	0	0	2.3	2.9	0	2.9	0	0	3.8	0	2.3	4.6	3.8	2.9	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.14	-0.79	0	0	0	2.6	0	0	0	0	1.9	1.9	0	2.6	0	0	1.9	0	0	2.6	0	0	0	1.9	0	0	0	0	3.4	3.4	2.6	3.2	2.6	0	0	5.1	3.4	2.9	0	2.6	0	1.9
E7.75	E775_Allantois	Allantois	-3.2	3.28	0	0	3.4	2.1	2.8	2.1	3.2	2.8	2.1	3.2	2.1	2.1	2.8	0	2.1	0	2.1	0	0	0	2.1	0	0	2.1	0	0	0	0	0	0	0	0	0	4.4	2.1	0	0	2.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.36	-1.95	0	2.9	3.6	2.9	3.2	3.4	1.9	3.4	2.5	2.9	0	2.5	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	1.9	2.9	0	0	1.9	2.5	1.9	4.7	4	3.6	0	3.8	1.9	1.9
E7.75	E775_Allantois	Allantois	-4.36	-1.26	2.1	0	2.7	3.8	2.1	2.7	3.1	0	2.7	2.1	2.1	4.1	2.1	0	3.4	2.7	2.1	2.1	2.1	2.1	0	0	0	2.1	0	0	0	0	0	0	2.7	0	2.1	4.7	2.1	3.1	0	3.8	0	2.1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.74	-1.16	0	0	0	0	0	0	0	0	1.9	2.5	1.9	1.9	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	3.8	2.9	3.5	0	2.5	0	0	4.4	3.1	2.5	0	2.9	1.9	3.1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.4	0.23	0	0	0	0	2.1	0	0	0	2.8	2.1	0	2.8	0	2.1	2.1	0	0	0	0	0	2.8	0	0	2.1	0	0	2.1	2.8	0	2.1	3.8	0	2.8	5	3.1	3.6	0	4.3	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.3	1.8	0	0	3.1	0	3.3	3.5	0	3.1	2.7	3.5	0	2	2	0	0	2	2	0	0	2	2	0	0	2	0	0	0	3.1	0	0	3.3	0	0	4.1	3.3	2.7	0	3.3	0	2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.36	2.17	0	0	0	0	0	0	0	0	2.4	3.1	0	2.4	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	2.8	2.4	0	1.8	3.1	0	0	4.9	2.8	1.8	0	2.8	0	1.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.94	-2.08	0	0	0	0	0	0	2.1	0	2.1	2.1	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	3.4	2.1	3.4	0	2.1	2.1	4.4	3.6	4.1	0	2.1	2.1	3.1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.02	0.47	0	0	0	0	1.6	1.6	0	0	1.6	3	1.6	3	1.6	0	0	0	0	1.6	0	0	0	1.6	0	2.2	0	0	3.6	2.2	0	2.8	2.8	0	2.6	4.8	3.4	2.6	0	2.2	1.6	2.2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.38	-1.86	0	2.6	1.9	0	3.6	2.6	1.9	2.6	1.9	3.4	1.9	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	1.9	0	0	4.2	2.9	1.9	4.6	3.4	3.9	0	3.2	1.9	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.84	0.95	0	0	0	0	0	0	0	0	2	0	0	1.4	0	0	2.6	0	0	0	0	0	1.4	2	0	0	0	0	2	3.1	2.6	2.6	3.3	0	0	4.8	1.4	2.3	0	3.4	0	3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.22	-3.24	0	2.1	0	3.1	2.7	3.1	2.7	3.1	0	2.1	0	0	0	0	2.1	0	0	0	0	0	0	0	0	2.1	0	0	4.3	0	0	0	3.4	2.1	2.7	4	3.9	4.2	0	3.9	2.1	0
E7.75	E775_Allantois	Allantois	-3.44	2.61	0	0	4.2	0	2	2.6	3	3	0	2	2.6	2.6	0	0	3.7	2.6	0	2	2	2	0	0	2.6	0	0	0	0	0	0	0	2.6	0	2	4.5	3	3	0	2.6	0	0
E7.75	E775_Allantois	Allantois	-4.44	-1.44	0	0	3.8	2.2	2.2	2.8	2.2	2.2	3.5	2.8	3.5	4	2.2	3.2	2.8	0	2.8	0	0	2.2	2.8	0	0	0	0	2.2	0	0	0	0	0	0	0	4.9	3.5	2.2	0	2.2	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.1	-0.59	2.6	0	2	0	3.2	3.9	0	3	2.6	2.6	2	3	0	0	0	2	0	0	0	0	2	2	0	2	0	0	0	2	0	0	3	0	2	5.1	3.6	2.6	0	3.9	0	2.6
E7.75	E775_Allantois	Allantois	-6.13	-0.83	0	0	3.3	2.6	3.1	1.6	1.6	2.6	2.9	2.2	0	3.5	3.4	0	2.9	0	0	0	0	1.6	2.9	1.6	0	0	0	1.6	0	0	0	0	3.4	0	0	4.4	3.3	0	0	3.3	0	0
E7.75	E775_Allantois	Allantois	-6.09	1.68	0	1.9	3.9	0	2.9	0	2.5	2.9	2.9	2.9	0	3.7	2.9	0	3.5	0	0	0	0	0	0	1.9	1.9	1.9	0	0	0	0	0	0	2.5	0	1.9	4.6	2.9	0	0	0	0	0
E7.75	E775_Allantois	Allantois	-6.05	0.1	0	2.3	3.6	0	2.9	3.3	2.9	2.3	3.3	3.6	3.6	3.8	2.3	2.3	2.3	0	2.9	2.3	0	0	2.9	0	2.3	2.3	0	0	0	0	0	0	2.3	0	0	4.6	2.9	2.3	0	2.3	0	0
E7.75	E775_Allantois	Allantois	-3.95	2.81	0	2	2.6	0	3	0	3	3	0	2.6	0	0	2	2	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	4.6	2.6	0	0	2	2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.95	-4.08	0	0	0	2.7	3.4	0	2.1	2.1	2.1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	4.2	0	2.1	0	2.7	0	3.4	4.2	4.1	2.1	0	2.7	2.1	2.1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.52	1.45	0	0	0	0	0	0	0	0	1.9	0	0	2.5	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	2.5	0	0	2.9	0	0	1.9	4.3	2.9	0	0	3.3	0	2.9
E7.75	E775_Allantois	Allantois	-4.6	1.52	2	0	3.2	0	3	2	2	0	2	2	0	0	0	0	3.2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2.6	0	0	4.4	3.2	2	0	2.6	0	0
E7.75	E775_Allantois	Allantois	-4.83	0.18	0	0	3.3	1.9	2.5	0	1.9	2.5	2.5	3.5	2.8	2.8	0	1.9	1.9	1.9	0	0	0	1.9	1.9	0	0	0	0	2.5	0	0	0	0	2.5	0	0	4.6	2.5	0	0	3.1	0	0
E7.75	E775_Allantois	Allantois	-4.56	-0.42	0	2.6	3	0	2	0	0	0	3	3.2	2	0	0	2	2.6	0	2	2	0	0	3	0	0	0	2	0	0	3	0	0	2.6	0	0	5	2	0	0	3	2.6	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.76	-2.17	2.7	2.1	3.3	2.7	2.1	2.1	2.1	3.1	3.1	2.7	2.7	3.1	2.1	0	2.7	0	0	0	0	0	0	0	0	3.1	0	0	2.1	2.1	0	2.1	0	0	0	4.6	4.1	3.3	0	4.2	2.7	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.94	2.69	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	4.9	0	2.3	0	0	0	0
E7.75	E775_Allantois	Allantois	-2.85	0.23	1.9	0	3.3	1.9	1.9	2.5	2.5	1.9	1.9	1.9	0	1.9	1.9	1.9	1.9	0	1.9	1.9	1.9	0	0	0	0	0	1.9	0	0	1.9	0	0	0	1.9	0	4.9	3.1	0	0	2.5	2.5	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.48	0.38	0	0	3.4	0	3	0	0	0	0	2.3	0	0	2.3	0	2.3	0	3.4	2.3	0	0	0	0	0	0	0	0	0	0	0	0	3.6	0	2.3	4.7	4.3	0	0	3.4	0	0
E7.75	E775_Allantois	Allantois	-3.2	1.73	0	0	3.3	2.3	2.6	2.9	1.7	3.1	3.1	1.7	1.7	2.9	2.3	0	2.3	0	0	1.7	1.7	0	0	1.7	1.7	1.7	1.7	0	0	0	0	0	2.6	0	1.7	4.7	2.6	0	0	2.3	0	0
E7.75	E775_Allantois	Allantois	-3.27	0.72	0	2.7	0	1.8	2.4	2.4	3	2.7	3	1.8	1.8	3.7	0	1.8	2.4	0	1.8	0	0	0	3.2	0	0	1.8	0	0	0	0	0	0	2.4	0	0	4.8	3.2	3	0	2.7	0	0
E7.75	E775_Allantois	Allantois	-4.08	1.29	1.8	0	3.7	1.8	2.8	1.8	3.6	2.4	3	1.8	3.6	2.4	1.8	2.8	1.8	1.8	1.8	1.8	0	0	0	1.8	1.8	1.8	1.8	0	0	0	0	0	0	0	1.8	4.6	2.4	0	0	2.8	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.03	-0.36	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	1.9	0	0	2.5	0	0	2.5	1.9	0	1.9	0	0	2.8	2.5	2.8	1.9	3.3	0	2.8	4.7	3.3	3.7	0	3.7	0	0
E7.75	E775_Allantois	Allantois	-7.14	0.48	2.1	0	2.7	0	0	2.1	2.7	2.7	2.1	2.1	0	0	3.1	0	3.1	0	2.7	2.7	0	0	0	2.1	0	0	0	0	0	0	0	0	2.1	0	0	4.4	2.7	0	0	3.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.07	-2	2	0	3	2	3.3	3.8	2.6	0	3.3	2.6	2	3.8	0	0	0	2	0	2	0	0	2.6	2	0	0	0	0	0	3	0	0	2.6	0	2	4.3	3.3	3.3	0	3.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.54	-1.95	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	4	0	0	0	0	0	0	3.2	0	0	0	0	4.4	3.2	2.2	2.2	2.8	0	0	4.7	4.1	4.1	0	2.8	0	0
E7.75	E775_Allantois	Allantois	-4.91	2.86	0	2	4.1	2	2	0	2	0	2	2	0	3.3	0	0	3.3	0	2.6	2	0	0	2.6	0	0	0	0	0	0	0	0	0	2	2	0	4.6	0	0	0	2.6	0	0
E7.75	E775_Allantois	Allantois	-2.07	2.85	0	2	2.6	2.6	0	2.6	3	2.6	0	0	0	2	2	2	3	2	2	2	0	2	2.6	2	2	0	0	0	0	2.6	0	0	2	0	0	4.6	3.3	2.6	2	3.9	2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.89	-0.01	0	0	2	0	0	0	2.7	0	0	0	0	0	0	0	2.7	0	0	0	0	0	3	0	2	2.7	0	0	2.7	2.7	0	2	3.3	0	2	4.7	2.7	0	0	4	2	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.92	-0.25	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	1.9	0	0	1.9	3.4	0	1.9	3.2	1.9	2.9	4.4	3.2	4.4	0	2.9	0	3.4
E7.75	E775_Allantois	Allantois	-4.4	1.7	2.1	0	4	2.1	2.1	2.7	2.7	2.1	0	3.1	3.4	0	2.7	0	3.1	0	3.4	2.7	0	0	2.1	0	2.1	2.1	0	0	0	0	0	0	2.7	0	0	4.5	2.7	2.7	0	2.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.29	0	0	0	0	0	0	0	0	0	2.1	3.2	0	2.8	2.1	0	2.1	0	0	0	0	0	3.8	0	0	3.2	0	0	3.4	2.8	2.8	0	3.4	0	2.1	4	3.7	3.7	0	4.4	0	3.2
E7.75	E775_Allantois	Allantois	-5.77	-0.48	0	0	4.3	3	3.4	0	3	0	3	4.2	3.4	3.7	2.4	0	2.4	0	3.4	0	0	0	3.9	2.4	2.4	2.4	0	0	0	0	0	0	0	0	0	4.2	2.4	0	0	3.7	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.08	-0.04	1.8	0	2.4	0	2.4	0	0	0	0	1.8	1.8	2.4	1.8	0	2.4	0	1.8	2.4	0	0	1.8	1.8	0	2.8	1.8	0	3.7	2.4	0	0	2.8	0	2.4	4.5	4.1	2.4	0	3	2.4	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.65	-0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	2.2	0	0	0	0	2.2	3.2	2.2	3.5	0	0	0	4.8	3.2	2.2	0	2.8	0	3.2
E7.75	E775_Allantois	Allantois	-1.77	1.25	0	2.1	2.1	2.1	3.4	2.1	3.4	0	2.7	2.1	2.1	3.6	2.1	0	0	0	0	0	0	2.1	2.1	0	2.1	2.1	0	0	0	0	2.1	0	3.4	0	0	4	3.6	2.1	0	3.1	0	0
E7.75	E775_Allantois	Allantois	-2.01	-0.67	2.6	0	2.3	1.7	3.8	2.3	1.7	2.9	0	2.6	0	1.7	0	1.7	0	0	0	0	1.7	1.7	2.6	0	0	0	0	0	1.7	2.3	1.7	0	2.6	0	1.7	4.2	4	3.7	0	2.6	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.15	0.47	0	0	0	0	2.8	2.1	3.2	3.2	2.8	3.2	0	3.2	0	0	0	0	0	0	0	0	2.1	0	0	2.1	0	0	0	2.8	0	0	2.8	0	2.1	5.1	3.2	3.7	0	3.8	2.8	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.56	0.47	0	0	2.2	2.2	2.2	2.8	0	2.2	0	2.2	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	2.2	3.2	2.8	0	0	2.8	2.8	2.2	5	2.2	3.7	0	2.8	0	2.2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.19	-0.77	0	0	0	0	2.9	1.9	2.9	0	0	3.2	0	2.6	0	0	1.9	0	0	1.9	0	0	1.9	0	0	1.9	0	0	0	3.2	0	0	3.4	0	1.9	4.9	3.8	4	0	3.8	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.81	-0.59	0	0	0	0	0	0	0	0	1.9	0	0	2.5	0	0	0	0	0	1.9	0	0	2.5	1.9	0	0	0	0	4.3	3.5	2.5	2.5	2.8	0	1.9	5	2.5	0	0	3.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.78	2.03	0	0	0	0	0	0	0	0	2.4	0	1.8	1.8	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	2.8	2.8	0	3.6	1.8	0	0	4.3	2.8	2.8	0	0	0	3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.06	-0.42	0	0	1.8	0	1.8	0	0	0	1.8	0	0	3.1	0	0	2.4	0	2.4	0	0	0	3.7	0	0	0	0	0	4	3.6	3.1	3.4	2.8	2.8	2.4	4.7	3.4	3.3	0	3.4	0	4
E7.75	E775_Allantois	Allantois	-5.75	-0.96	2.3	1.7	2.7	2.3	3.5	1.7	0	0	2.9	2.7	1.7	2.9	3.3	1.7	0	0	0	1.7	0	0	2.9	1.7	0	2.3	0	1.7	0	0	0	0	3.1	0	1.7	4.6	2.7	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-2.03	-0.6	0	0	2.7	2.1	2.1	0	1.5	2.1	1.5	2.5	2.7	2.7	2.7	0	2.5	0	0	1.5	0	0	0	1.5	1.5	0	0	0	0	1.5	0	0	3.3	0	1.5	4.7	3.1	2.5	0	4.1	0	1.5
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.22	0.66	0	0	2.2	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	2.2	2.2	0	3.2	0	2.2	4.6	3.7	2.2	0	2.8	0	2.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.28	1.46	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	2.9	0	1.9	0	0	0	4.7	3.7	2.5	0	3.4	0	1.9
E7.75	E775_Allantois	Allantois	-3.51	-0.29	2.3	1.7	2.3	2.3	3.3	1.7	1.7	0	2.3	2.7	2.3	3.3	1.7	0	1.7	0	0	1.7	0	0	0	2.3	0	0	0	1.7	0	2.7	0	0	1.7	0	0	4.7	1.7	0	0	3.3	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.61	1.96	0	0	2.3	0	0	0	2.3	3	0	2.3	0	0	1.7	0	2.3	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	3	0	2.3	4.6	2.7	3.2	0	3.4	2.3	1.7
E7.75	E775_Allantois	Allantois	-5.49	2.15	2.1	2.1	3.8	2.7	4	2.1	3.1	0	2.7	2.1	2.7	2.7	2.1	0	2.1	0	2.7	2.1	0	0	2.7	2.1	0	2.1	0	0	0	0	0	0	3.4	0	0	4.4	3.1	0	0	2.1	0	0
E7.75	E775_Allantois	Allantois	-4.46	3.12	1.9	1.9	3.4	0	1.9	1.9	0	0	2.5	2.9	1.9	3.9	2.5	0	2.5	0	0	1.9	1.9	0	0	1.9	0	1.9	0	0	0	0	0	0	1.9	0	0	4.8	0	0	0	2.5	1.9	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.62	-1.81	2.6	0	0	0	2.6	2.6	2.6	0	0	2.6	0	0	0	0	3.3	0	0	0	0	0	2.6	0	0	0	0	0	3.7	0	0	2.6	0	3.3	0	4.2	3.3	3.9	0	0	3.7	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.05	-3.5	0	0	0	0	2.4	0	2.4	0	0	4.1	0	0	0	0	2.4	0	2.4	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	4.4	3.7	2.4	2.4	4.1	3	0
E7.75	E775_Allantois	Allantois	-5.04	0.82	0	0	4.2	2	0	2	2	0	3.9	2	3	3	2.6	0	2	2	0	0	2.6	0	2	2.6	0	2	0	2	0	2	0	0	0	0	0	4.6	2	2	0	0	0	0
E7.75	E775_Allantois	Allantois	-3.9	-1.27	2.4	0	3.1	2.4	2.8	3.5	2.8	2.4	3.1	2.4	2.4	3.1	3.1	0	2.4	1.8	0	1.8	0	0	3.3	2.4	1.8	2.4	1.8	0	0	1.8	0	0	2.4	0	0	4.8	2.4	0	0	0	2.4	0
E7.75	E775_Allantois	Allantois	-4	0.94	0	1.8	3.1	2.5	1.8	2.8	1.8	0	3.3	2.5	2.5	3.3	3.1	1.8	1.8	0	1.8	1.8	1.8	0	2.5	1.8	0	1.8	0	1.8	0	0	0	0	2.8	0	1.8	4.5	2.5	0	0	3.1	0	1.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.14	-2.42	0	1.8	2.4	3.4	3.3	3.7	3.1	3.3	2.4	0	0	2.4	2.4	0	2.4	0	0	0	0	1.8	0	0	1.8	1.8	0	0	2.8	2.8	0	1.8	3.4	2.8	3.1	4.5	3.7	4.3	0	2.8	2.4	0
E7.75	E775_Allantois	Allantois	-2.04	2.3	2.7	0	2.1	2.1	2.7	3.4	3.6	2.7	0	2.7	2.7	2.7	2.7	0	0	0	0	0	0	0	2.1	0	0	0	0	2.1	0	3.1	0	0	2.1	0	0	5.1	3.4	0	0	3.1	2.1	0
E7.75	E775_Allantois	Allantois	-3.78	-1.31	0	1.8	4.2	2.4	1.8	2.4	0	2.4	2.4	2.4	3.1	2.4	1.8	1.8	2.4	2.4	1.8	1.8	0	0	3.1	0	0	1.8	0	1.8	0	0	0	0	1.8	0	2.8	4.8	3.3	0	0	1.8	0	0
E7.75	E775_Allantois	Allantois	-5.1	1.04	3.2	3.6	2.5	3.6	3.2	2.5	0	2.5	0	2.5	0	2.5	2.5	0	2.5	0	3.2	3.6	0	0	3.2	2.5	2.5	0	0	0	0	0	0	0	2.5	0	0	4.8	3.6	0	0	2.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.85	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	3.2	0	0	0	0	0	0	4.3	2.6	3.2	2.6	0	0	5.2	3.2	3.6	0	0	0	3.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.58	-2.38	0	0	0	0	0	0	0	0	0	2.1	0	3.8	0	0	2.8	0	2.1	0	0	0	0	0	0	0	0	0	3.8	4.3	3.6	3.6	2.1	3.1	3.1	4.7	4	2.8	0	3.1	0	0
E7.75	E775_Allantois	Allantois	-5.82	0.57	0	0	4.2	2.8	2.8	0	0	0	3.5	2.8	0	4.2	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	3.9	0	0	0	3.9	0	0
