day	Anno	celltype	UMAP_1	UMAP_2	marker:Fstl5	marker:Dscaml1	marker:Lhx2	up:Myt1l	up:Uncx	up:Ebf2	up:Aff3	up:Emx2	up:Nfib	up:Tshz1	up:Ncoa1	up:Fezf1	up:Klf12	up:Pbx1	up:Ebf3	up:Tshz3	up:Zfp608	up:Lcorl	up:Mxi1	up:Foxo6	up:St18	up:Mbd2	up:Foxp1	up:Arid5b	down:Zeb2	down:Setbp1	down:Isl1	down:Pou4f1	down:Zeb1	down:Meis2	down:Tcf4	down:Rora	down:Onecut1	down:Foxn3	down:Neurod1	down:Nr2f2
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.92	1.08	0	0	0	0	0	5.4	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	6.3	5	4.3	6.1	0	0	4.3	0	0	4.3	4.3
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.25	-3.06	0	4	0	0	0	5.3	5.7	0	0	0	0	0	4.7	5.9	5.3	0	0	0	4	0	0	0	5.3	4	6.5	6.3	6.3	5.1	5.9	4	4.7	4	0	5.3	4	4
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-8.03	-2.74	7	0	4.6	5.8	4.2	6.3	5.8	0	4.2	5.8	5.6	0	5.7	5.7	6.1	0	5.1	5.9	0	0	0	0	4.9	4.6	0	5.6	0	0	3.5	0	3.5	0	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.29	-2.02	0	0	0	0	0	4.5	0	0	0	0	0	0	0	4.5	5.2	0	0	4.5	4.5	0	0	0	0	0	5.9	5.9	4.5	0	0	0	4.5	0	5.2	0	5.6	5.6
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.6	-4.1	0	3	3	0	0	5.4	0	0	0	4.8	0	0	3	5.7	5.5	0	0	4.6	0	0	0	3.7	0	0	4.6	6.7	5.5	0	5.1	4.8	4.1	4.1	0	4.8	0	4.1
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.78	-2.56	4.6	3.9	0	0	0	0	3.9	0	0	0	0	0	3.9	3.9	3.9	3.9	0	0	0	0	0	3.9	6.1	3.9	5	5.5	4.6	0	0	0	0	0	0	3.9	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	5.11	-2.79	0	5	0	0	0	4.6	5	0	0	0	0	0	0	5.5	0	0	4.6	4.6	0	3.9	0	0	0	0	5	6.7	5.2	4.6	5	3.9	4.6	3.9	0	3.9	4.6	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-4.14	-5.4	0	0	0	0	0	3.9	4.2	0	0	0	3.5	0	3.9	2.8	4.7	2.8	5	2.8	2.8	0	0	0	4.2	0	5.3	4.4	5.2	3.5	2.8	5	3.5	2.8	3.5	4.6	4.7	4.2
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.87	-3.25	4.9	0	0	0	0	4.7	0	0	0	4.7	0	0	5.1	5.5	4.7	0	3.3	3.3	0	0	0	0	4.9	4.9	5.9	5.7	4.7	3.3	5.1	0	4	0	3.3	4.4	3.3	4.9
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-8.38	-1.18	6.7	5.4	5	5	0	6	5	4.4	0	4.4	4.4	0	0	5	0	4.4	5.4	6	0	0	4.4	0	5.4	0	0	0	0	0	4.4	0	5	0	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-3.02	-5.16	5.2	0	0	0	0	3.8	4.5	0	0	0	0	0	3.8	4.9	4.5	0	0	4.9	0	0	0	0	3.8	0	5.4	5.4	5.4	4.5	5.4	5.2	0	0	3.8	0	3.8	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.26	-1.05	0	4.9	0	0	0	6.3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4.9	0	0	6	0	0	4.9	0	0	0	5.6	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.16	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1	0	0	0	5.2	0	0	0	0	4.1	0	5.9	6.8	4.1	5.9	4.8	0	5.2	0	4.1	4.8	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.26	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5.4	0	0	0	0	0	0	6	7.5	4.7	0	5.4	0	4.7	0	0	0	5.4	6
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.84	-2.95	4.6	0	0	0	0	5	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	5.7	4.6	5	4	4	5	4	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.34	0.31	0	0	0	0	0	5.6	0	0	0	0	0	0	0	5.8	5.8	0	0	0	4	0	0	4.7	4.7	0	5.4	7	0	4.7	5.1	5.8	5.8	0	5.1	0	4	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-8.17	6.49	4.5	0	0	0	0	0	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	5.2	0	0	0	0	0	0	0	0	4.5	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-2.07	-6.99	0	0	0	0	0	4.5	5.2	0	0	0	0	0	3.4	4.1	4.7	0	4.1	0	3.4	0	0	0	3.4	0	4.5	4.5	0	4.5	3.4	6.5	0	0	3.4	4.1	0	3.4
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-3.87	-6.4	3.5	4.4	0	0	0	4.8	4.4	0	0	3.9	3.5	0	2.8	5.6	4.8	2.8	4.5	4.4	4.1	0	3.9	0	4.5	0	5.7	5.5	5.1	5.1	4.8	2.8	0	3.5	3.5	4.9	4.7	4.8
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	5.25	1.7	0	0	0	0	0	4.6	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5.7	0	5.3	0	0	0	5.3	0
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-6.51	1.12	0	5.1	5.1	4	0	6.4	5.4	0	6.7	0	4	4	0	4.7	5.1	0	0	4	0	0	0	0	5.4	0	0	0	0	0	0	0	4	0	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-3.4	5	0	0	0	0	0	4.9	5.6	0	0	0	0	0	0	5.6	5.6	0	4.9	6.2	0	0	0	0	0	0	6.8	6	0	0	0	5.6	4.9	0	0	0	0	4.9
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-2.92	-3.38	2.8	2.8	0	0	0	5.2	2.8	0	0	3.5	2.8	0	3.9	4.2	4.7	2.8	4.2	4.9	2.8	3.9	0	3.9	5.4	0	5.3	6.2	3.5	3.5	5	0	5.2	4.6	4.2	4.4	3.5	2.8
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	5.3	-1.26	0	4.7	0	0	0	5.8	5.4	0	0	0	0	0	0	6.5	0	0	0	4.7	0	0	5.4	0	0	0	5.8	6.3	0	5.4	4.7	0	4.7	0	0	0	0	4.7
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.42	-6.62	4.2	0	0	0	0	5.3	5.3	0	0	0	0	0	0	0	5.3	0	4.9	0	0	0	0	0	5.8	0	4.9	4.2	5.3	0	4.9	5.8	4.2	4.2	0	0	4.9	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.88	-2.2	0	0	0	0	0	4.3	0	0	4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	5	6.8	5.7	5.7	0	0	0	5	0	5.7	5	4.3
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.24	-5.97	0	0	0	0	0	5.9	4.4	0	0	0	3.1	0	5.6	5.4	5.6	0	0	3.1	0	0	0	3.1	5.4	0	5.5	6.3	5.1	3.1	4.2	6	3.8	0	3.1	4.7	5	4.8
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	6.38	-1.53	0	4.4	0	0	0	6	0	0	4.4	0	0	0	0	5.7	0	0	0	0	0	0	5	0	4.4	0	4.4	6	5.4	5	6.1	4.4	0	4.4	0	0	0	4.4
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	6.3	-0.75	0	4.4	0	0	0	6	5.1	0	0	0	0	0	0	5.8	0	0	0	0	5.1	0	4.4	0	5.1	0	5.8	7.1	0	4.4	5.8	0	4.4	5.8	0	4.4	5.1	4.4
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-6.25	1.89	0	0	0	0	0	5.7	7	0	6	0	4.1	0	0	4.7	4.7	0	4.1	4.7	4.1	0	0	0	0	0	0	6.7	0	0	6	4.1	4.1	0	0	0	5.2	0
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-6.97	-3.62	6.2	0	4.2	5.3	0	5.3	5.5	3.5	0	0	4.9	0	3.5	5.4	4.6	0	0	4.6	3.5	0	0	0	5.5	0	0	4.9	0	0	3.5	5.3	4.9	0	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	5.13	0.03	0	0	0	0	0	5	0	0	0	5.4	0	0	0	0	0	0	0	5.4	0	0	0	0	6.1	0	5.4	6.2	5	5.7	5.7	0	4.3	0	0	5.9	5	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.98	-5.96	0	0	0	0	0	0	5	0	0	0	0	0	0	4.6	5.8	0	3.9	0	0	0	0	3.9	3.9	0	5.3	3.9	4.6	5.3	3.9	3.9	4.6	5.3	4.6	5	5.3	3.9
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.11	-3.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	0	0	5.3	0	0	0	0	4.6	0	5.7	7.2	4.6	0	5.7	4.6	0	0	0	0	0	4.6
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-6.47	1.67	0	4.3	0	0	0	5.7	5	4.3	0	0	0	5	0	0	0	0	0	4.3	0	0	4.3	0	5	4.3	0	5	0	0	0	0	4.3	5	0	0	4.3	0
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-8.6	-0.75	6.1	5.6	5.6	5.9	4.5	6.3	6.3	0	0	0	5.2	0	4.5	6.1	6.1	0	0	0	0	0	4.5	0	5.6	0	0	5.6	0	0	0	0	0	0	0	5.2	0	5.2
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.61	-4.01	0	0	0	0	0	5.3	4.2	0	0	0	4.9	0	0	4.9	4.9	0	4.2	0	4.2	0	0	0	4.9	0	4.9	5.6	4.9	0	0	0	4.9	4.9	0	5.3	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.32	-3.83	4.8	4.8	0	0	0	0	0	0	0	0	5.4	0	5.4	4.8	0	0	5.8	0	0	0	0	0	0	0	5.4	5.4	4.8	0	0	4.8	0	4.8	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.94	-1.41	0	4.2	0	0	0	5.1	0	0	3.5	3.5	4.2	0	4.2	5.6	4.6	0	0	5.6	3.5	0	4.6	0	3.5	0	5.2	7.4	4.2	4.2	5.5	0	5.5	4.6	0	4.2	4.2	4.2
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.95	4.01	0	0	0	0	0	5.7	0	0	0	0	0	0	0	0	5.3	0	0	0	0	0	0	0	6.7	0	4.6	6	5.3	5.3	0	0	0	0	0	0	6.2	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-2.25	-4.44	0	0	0	0	0	0	0	0	0	0	0	0	4.2	5.1	4.9	0	4.6	3.5	0	0	0	0	4.2	0	5.4	5.3	3.5	3.5	5.4	0	4.6	3.5	3.5	0	3.5	4.9
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-4.43	5.69	0	0	0	0	0	4.3	0	0	5.9	3.6	0	0	3.6	0	4.7	0	0	0	0	0	3.6	0	6.2	0	4.7	6.7	3.6	0	4.3	0	5.4	5	0	3.6	5	3.6
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.03	-7.2	3.9	0	0	0	0	5.8	6.1	0	0	0	3.9	0	0	5.6	5.8	0	5.6	0	0	3.9	0	0	4.3	0	3.9	5.7	5.4	3.2	4.6	0	3.2	4.6	0	3.9	3.9	3.9
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	6.74	0.8	0	0	0	0	0	6.4	0	0	0	0	0	0	0	0	0	0	0	4.4	0	0	0	0	0	0	5.1	6.9	4.4	5.1	6.5	0	5.1	5.8	0	4.4	0	5.8
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-2.77	2.49	0	5.9	0	0	0	4.8	5.2	0	4.1	0	4.1	0	4.8	5.2	4.8	0	0	5.2	0	0	0	4.1	6	0	6.8	0	4.1	4.1	5.5	0	4.1	4.1	4.8	0	4.8	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.82	-0.08	0	0	0	0	0	5.9	0	0	0	0	0	0	0	0	4.8	0	0	4.1	0	0	4.8	0	4.8	4.1	0	6.8	4.8	4.1	5.9	0	5.2	4.8	0	4.8	4.8	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.29	-1.9	0	0	0	0	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	6.3	6.3	5.4	5.8	0	4.7	0	0	4.7	5.4	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.82	-6.95	4.5	0	0	0	0	4.9	5.4	0	0	0	4.9	0	3.8	3.8	4.5	0	4.9	5.4	0	0	0	0	3.8	0	5.6	4.9	4.5	3.8	3.8	6.1	0	3.8	0	0	4.5	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-3.35	-4.05	3.9	3.3	0	0	0	5	0	0	0	0	3.3	0	3.9	3.3	5	3.9	4.8	0	0	0	0	0	5	0	5	6.4	4.6	0	4.3	4.3	5.4	3.9	0	4.3	4.8	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.4	-6.99	0	0	3.1	0	0	5.7	5.1	0	0	0	0	0	5	5.2	5.6	0	4.8	4.8	3.1	0	0	0	0	0	5.4	5.4	4.4	3.1	5.3	5.6	3.1	0	3.1	5.1	0	4.6
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.57	-4.45	0	0	0	0	0	0	0	0	0	0	5.8	0	5.1	5.6	5.6	0	4	5.3	0	0	0	0	0	0	6.8	6.5	5.3	4	0	5.6	4	0	4	4.7	5.3	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.12	-2.23	4.4	4.4	0	0	0	5.6	0	0	0	3.3	0	0	4	4.6	5.4	0	0	4	0	0	3.3	0	4.4	0	4	6.1	0	3.3	5.6	5.2	4	4.4	3.3	5.2	4	4
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.93	-6.28	0	0	0	0	0	3.9	5.9	0	0	0	0	0	4.9	5.2	5.2	0	0	4.9	0	0	0	0	4.5	0	5.5	5.6	3.9	3.9	4.9	4.5	4.5	0	3.9	4.5	4.5	5.8
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.82	-5.67	4.2	0	0	0	0	6.1	4.9	0	0	4.2	4.9	0	5.3	6	5.3	0	0	4.9	0	0	0	0	5.8	0	5.6	6.6	4.9	5.3	0	0	4.9	0	0	4.2	4.2	0
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-7.5	1.39	0	6.5	0	0	0	5.8	0	0	0	6.1	6.1	0	5.8	0	4.7	0	0	5.8	4.7	0	0	0	5.4	0	0	5.4	0	0	0	5.4	4.7	0	0	5.4	4.7	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	6.45	-0.61	0	0	0	0	0	6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	4.6	0	4.6	6.8	5.3	4.6	5.9	0	0	0	0	0	5.7	0
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-7.55	-2.85	6.6	5	3.7	5.4	3.7	5	5.7	0	0	5.2	0	0	5.4	7	6.2	0	5.6	0	0	0	0	0	3.7	0	0	5	0	0	3.7	0	5.4	0	0	4.7	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-4.1	-5.85	4	0	0	0	0	4.5	3.6	0	0	4	4	0	3.6	4.5	5.4	0	4.7	3.6	0	0	0	0	4	4.3	5	5.2	4	0	0	4	0	3.6	0	4	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.73	-4.14	0	3.8	0	0	0	3.8	3.8	0	0	4.5	4.9	0	4.9	4.5	0	0	5.2	0	0	0	0	0	3.8	0	5.2	6.9	0	3.8	3.8	4.9	3.8	0	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.59	-4.05	0	5.6	0	0	0	5.5	0	0	0	5	0	0	0	5.8	3.5	0	0	4.5	4.5	0	4.5	3.5	4.8	0	6.2	6.5	5.4	4.5	6	4.5	5	3.5	0	4.5	4.1	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.06	-3.39	0	0	0	0	0	4	0	0	0	0	0	0	0	4	4	0	5.6	4.7	4	0	0	0	5.1	4	5.1	5.8	0	0	5.1	4	4	0	0	4.7	4	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	6.54	-0.43	0	4.6	0	0	0	4.6	4.6	0	5	0	0	0	0	5	0	0	0	5.5	0	0	0	0	5.3	0	5.5	6.6	5.3	5	5.9	0	5	5.3	0	0	6	3.9
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-2.86	-3.42	3.5	0	0	2.9	0	2.9	0	0	2.9	0	0	0	4.2	5	4.7	0	4.2	0	3.5	0	0	0	3.5	0	5.8	5.7	3.5	4.2	0	2.9	4.2	5	2.9	4.6	4.6	2.9
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-2.53	-3.86	0	0	0	3.8	0	3.8	3.8	0	0	0	4.5	0	0	5.4	5.6	0	0	3.8	3.8	0	0	0	4.9	0	3.8	3.8	5.2	3.8	4.5	0	0	0	0	3.8	5.4	5.4
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.35	-4.96	0	0	0	0	0	4.3	3.6	0	0	0	0	0	5.5	5.7	4.3	3.6	0	0	3.6	0	3.6	0	4.3	0	6.2	6.2	5.4	0	5	0	4.7	4.7	3.6	3.6	5.2	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-2.37	-3.18	3.5	0	0	3.9	0	2.8	0	0	0	0	4.7	0	4.9	4.2	5.7	2.8	2.8	4.4	0	0	2.8	2.8	4.2	2.8	5.5	5.9	5	4.2	5.7	5.9	4.6	2.8	0	5.3	4.4	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.58	6.89	0	4.3	0	0	0	0	5.9	0	0	0	0	0	4.3	6	0	0	4.9	0	0	0	0	0	5.6	0	6.2	4.3	0	0	0	0	6	4.9	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.36	-6.39	3.8	0	0	0	0	3.8	5.1	0	0	0	4.5	0	4.9	3.8	5.1	0	0	4.5	0	0	0	0	5.1	4.9	4.5	6.1	5.8	3.8	0	4.9	3.8	4.5	0	4.9	0	4.9
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.76	-2.83	0	0	0	0	0	5.2	4.5	0	0	0	0	0	0	6.5	4.9	0	0	3.8	3.8	0	4.5	0	0	0	5.4	6.7	5.4	4.5	3.8	5.2	6	0	0	5.6	5.6	4.5
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.11	-5.47	0	0	0	0	0	5.8	0	0	0	0	0	0	0	4.8	4.8	0	0	4.8	0	0	4.1	0	0	0	4.8	6.7	5.2	4.8	5.2	0	5.4	0	0	4.1	4.1	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-3.6	-6.93	4.9	0	0	0	0	5.2	3.3	0	0	0	4	0	3.3	0	5.2	3.3	4.7	0	0	0	0	3.3	4.7	3.3	3.3	4.7	0	4	3.3	5.6	4	4.9	3.3	4.9	4	3.3
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	6.12	0.96	0	0	0	0	0	5.5	0	0	4.4	0	0	0	0	5.5	0	0	0	0	3.7	0	0	0	0	0	4.8	6.3	4.4	0	5.5	0	5.1	4.4	0	4.8	4.8	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-2.02	-5.27	0	0	0	0	0	0	5.9	0	0	0	0	0	0	4.8	6.2	0	5.9	4.8	0	0	0	0	5.5	0	0	6.2	0	0	4.8	0	5.5	0	0	0	4.8	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.77	-2.35	0	0	0	0	0	0	0	0	0	0	6.3	0	0	4.8	4.2	0	0	0	0	0	4.2	0	0	0	5.8	6.3	5.2	0	5.2	4.8	4.2	0	0	4.8	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	6.01	-2.11	0	5.4	0	0	0	4.9	0	3.8	4.5	0	0	0	3.8	0	0	0	0	5.7	0	0	3.8	0	4.9	0	5.9	6.4	0	4.5	5.5	0	4.5	0	0	0	5.1	3.8
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	5.63	-1.74	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0	5.8	4.7	0	5.4	0	0	0	5.4	6.5	4.7	5.4	5.8	0	0	0	0	5.4	6.1	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.25	-6.39	0	0	0	0	0	5.8	6	0	0	0	3.8	0	4.7	5.6	5.1	0	4.2	0	3.1	0	0	3.8	4.7	3.8	5.1	5.8	0	0	4.8	5.6	0	4.4	3.1	5.2	4.2	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.62	-3.92	0	4	0	0	0	4	0	0	0	0	0	0	4	5.1	5.1	0	5.9	4	4	0	0	0	4	0	5.6	5.9	4	4	0	5.8	4	4	4	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	6	2.93	0	0	0	0	0	6.2	0	0	0	0	0	0	0	5.2	0	0	0	3.9	0	0	4.5	0	4.5	0	4.5	6.2	0	3.9	4.9	0	5.5	5.2	0	0	5.5	4.9
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.09	-6.57	4.7	0	0	4	0	5.7	0	0	0	0	0	0	4	0	5.7	0	5.1	0	0	0	0	0	4	0	5.7	5.7	5.1	0	0	5.9	4	0	4	0	4.7	4
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	5.03	-1.96	0	0	0	0	0	5.7	0	0	0	3.9	3.9	0	0	5	0	0	0	5	0	0	0	0	5.3	0	0	6.4	5	3.9	6.5	0	4.6	5	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.5	-2.82	0	4.4	0	0	0	0	0	0	0	5.5	5.1	0	0	5.1	5.5	0	0	0	0	0	4.4	4.4	0	0	5.8	6.6	0	5.5	4.4	0	4.4	5.1	0	0	5.8	4.4
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-7.58	-1.58	6.7	5.5	0	5.8	0	5.9	5.5	0	0	4.8	5.3	0	4.4	6.1	6.1	0	5.6	5.9	3.7	0	4.4	3.7	5.5	0	0	4.4	0	0	0	0	3.7	0	0	4.4	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.83	-0.62	0	0	0	0	0	5.8	5.4	0	0	0	0	0	5.4	0	0	0	0	0	0	0	4.7	0	5.4	0	0	6.1	4.7	0	5.4	0	0	4.7	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.34	-4.13	0	4	0	0	0	5.5	3.3	0	4	0	0	0	4.7	4.7	4.9	0	5.2	5.5	0	0	0	0	4	0	5.8	6.3	5.6	4.7	4	3.3	3.3	0	0	3.3	4.4	4
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-3.93	-6.65	0	0	0	3.1	0	5.2	4.1	0	0	0	3.7	0	0	5.1	5.3	0	5.4	3.7	0	0	0	0	4.1	0	0	5.9	3.7	0	3.1	5.5	3.1	0	3.1	3.1	0	3.7
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.91	-3.48	3.7	4.3	0	0	0	5.4	0	0	0	4.3	4.3	0	4.3	3.7	0	0	0	3.7	4.3	0	0	0	3.7	0	0	6.6	5	5	5.4	5.6	3.7	5.2	0	4.7	0	5.6
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.56	-2.85	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	4.3	0	4.3	5.4	5	0	3.6	0	0	0	5.5	7	6.1	0	3.6	4.3	4.7	5	0	0	5.5	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-4.19	1.05	0	3.9	0	3.9	0	3.5	5	0	0	0	3.9	0	0	0	4.9	0	4.8	0	0	0	0	0	5	2.9	6.3	4.8	4.4	3.9	0	5.1	3.9	3.5	0	5.5	2.9	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.55	0.5	0	0	0	4.5	0	5.2	0	0	0	0	0	0	0	4.5	5.9	0	0	0	0	0	0	0	5.6	0	6.5	6.7	4.5	4.5	4.5	5.2	0	5.2	0	0	0	0
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-8.26	-0.96	5.9	5.5	5.5	6.3	0	6.6	0	0	0	4.8	0	0	5.2	4.2	6.7	0	5.5	4.2	0	0	0	0	5.5	0	0	4.2	0	0	4.8	0	4.2	0	0	0	0	0
E10.5	E105_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.19	-2.46	3.9	3.9	0	0	0	5	0	0	0	0	0	0	0	5.3	3.9	0	0	4.6	0	0	3.9	0	3.9	3.9	6.2	5	5.3	3.9	0	0	3.9	0	3.9	5	6.2	0
E10.5	E105_Olfactory_sensory_neurons	Olfactory_sensory_neurons	-7.2	-0.96	5.9	5.2	4.6	6.3	0	5.2	6.2	0	5.2	0	4.6	0	5.2	0	4.6	0	5.2	5.6	4.6	0	0	0	4.6	0	0	5.9	0	0	5.2	0	0	0	0	0	0	0
