day	Anno	celltype	UMAP_1	UMAP_2	marker:Fstl5	marker:Dscaml1	marker:Lhx2	up:Myt1l	up:Uncx	up:Ebf2	up:Aff3	up:Emx2	up:Nfib	up:Tshz1	up:Ncoa1	up:Fezf1	up:Klf12	up:Pbx1	up:Ebf3	up:Tshz3	up:Zfp608	up:Lcorl	up:Mxi1	up:Foxo6	up:St18	up:Mbd2	up:Foxp1	up:Arid5b	down:Zeb2	down:Setbp1	down:Isl1	down:Pou4f1	down:Zeb1	down:Meis2	down:Tcf4	down:Rora	down:Onecut1	down:Foxn3	down:Neurod1	down:Nr2f2
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-2.4	-2.74	3.7	3.7	0	0	0	5.1	4.8	0	0	0	3.7	0	0	5.8	4.8	0	3.7	4.4	0	0	3.7	0	4.8	0	4.8	5.8	3.7	3.7	4.4	5.8	0	3.7	0	4.4	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.3	-5.18	0	4.1	0	0	0	5.5	0	0	0	0	0	0	5.2	0	4.1	0	5.5	4.8	0	0	0	0	0	0	6.5	6.2	0	0	5.2	4.1	4.8	4.8	4.1	5.2	4.8	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.79	0	0	4.5	0	0	0	5.9	4.5	0	0	0	3.8	0	0	5.6	5.2	0	0	0	0	0	0	0	0	3.8	3.8	6.4	0	3.8	4.9	0	4.5	5.2	3.8	5.2	3.8	4.5
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.29	1.13	0	0	0	0	0	4.9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	6.7	6.5	0	4.9	5.6	0	4.9	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.8	2.5	0	4.1	0	0	0	4.8	4.1	0	0	4.1	0	0	0	4.1	5.5	0	5.5	0	0	0	0	0	5.2	0	4.1	6.3	0	5.5	4.1	5.9	5.5	4.8	4.1	4.8	4.1	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.5	2.45	0	0	0	0	0	4.5	5.2	0	0	0	4.5	0	4.5	5.2	0	0	5.2	0	0	0	0	0	5.2	0	0	6.5	0	0	0	5.6	4.5	4.5	0	5.2	5.2	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.68	2.5	0	0	0	0	0	5.2	0	0	0	0	0	0	0	4.1	0	0	5.5	4.8	0	0	0	0	4.1	0	0	6.6	4.1	4.8	0	0	5.7	4.1	4.1	0	4.1	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.97	0.61	0	4.4	0	0	0	5.8	0	0	0	0	0	0	0	5.5	4.4	0	0	0	4.4	0	0	0	0	0	5.8	6.5	5.1	4.4	5.1	5.1	4.4	0	0	5.5	4.4	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.33	1.67	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	5.4	4.7	0	4.7	0	0	4.7
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.14	1.41	5.4	0	0	0	0	0	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	4.7	4.7	0	6.1	0	4.7	0	5.8	5.4	4.7	0	0	0	5.4	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-6.76	5.23	0	0	0	0	0	4.3	4.3	0	0	0	0	0	4.9	4.9	0	0	0	4.9	0	0	0	0	0	0	6	5.3	0	0	0	6	0	0	0	5.6	4.3	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.41	-3.09	0	4.8	0	0	0	5.5	0	0	0	0	0	0	4.2	0	4.2	0	0	4.2	4.2	0	4.2	0	0	0	5.3	6.6	0	5.3	4.2	0	4.8	4.2	4.2	4.8	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.87	-0.15	0	4.6	0	0	0	0	0	0	0	0	4.6	0	4.6	0	0	0	0	0	0	0	0	0	0	0	5.2	5.9	4.6	4.6	5.2	0	5.6	4.6	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.87	4.54	0	0	0	0	0	5.4	6.1	0	4.5	3.8	4.9	0	0	5.6	0	0	5.6	4.5	0	0	0	0	0	0	4.9	5.2	0	4.5	3.8	5.2	5.4	4.5	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.58	6.86	0	5.8	0	0	0	0	5.8	0	0	0	0	0	0	5.1	0	0	0	4.4	0	0	0	0	4.4	0	5.8	5.8	4.4	0	4.4	5.1	5.1	4.4	0	5.1	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.54	-2.66	0	0	0	0	0	5.4	0	0	0	0	0	0	4.3	0	6.1	0	5	0	0	0	4.3	0	4.3	0	0	5.9	0	5	5	0	5	4.3	0	4.3	5	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-4.05	3.62	0	0	0	0	0	4.7	0	0	5.4	5.4	0	0	0	0	5.8	0	7	0	0	0	4.7	0	0	0	4.7	4.7	4.7	0	0	6.7	0	4.7	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-7.6	5.94	0	0	0	0	0	4.9	4.5	0	0	0	0	0	0	5.4	4.5	0	0	3.8	3.8	0	4.9	0	4.9	3.8	5.6	5.2	0	0	4.5	0	4.5	0	0	4.5	0	3.8
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.44	1.71	0	4.1	0	0	0	5	4.5	0	4.1	0	0	0	4.1	5	4.8	0	4.8	5.3	0	0	3.4	0	5.3	0	5.7	6.2	5	4.5	5	5.3	4.5	5	0	3.4	5.3	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.61	2.29	0	0	0	0	0	4.4	5.1	0	5.4	0	0	0	0	5.5	0	0	4	0	0	0	0	0	3.4	0	5.1	6.7	5	5.4	5	5.5	5.7	0	3.4	0	4	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.39	2.19	0	4.3	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0	4.9	0	0	0	0	0	4.3	0	6	5.9	0	4.9	6	0	0	0	0	4.3	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.22	3.81	0	5.3	0	0	0	0	0	0	5.3	0	0	0	0	4.6	0	0	0	0	0	0	0	0	4.6	5.7	0	6.4	0	0	0	5.3	6	0	4.6	4.6	0	5.3
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.88	-3.3	0	0	0	0	0	6	0	0	0	0	0	0	4.4	4.4	6	0	0	5.5	4.4	0	0	4.4	5.1	0	5.5	5.5	0	4.4	5.1	0	0	5.1	0	5.1	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.57	2.39	0	4.7	0	0	0	4.7	6.1	0	0	0	4.7	0	0	0	5.8	0	6.1	0	0	0	0	4.7	0	0	0	6.1	6.3	6.9	5.4	0	4.7	5.4	0	4.7	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.16	-3.67	0	0	0	0	0	5.5	0	0	0	0	5.1	0	0	5.1	0	0	0	4.4	0	0	0	0	0	0	4.4	6.2	6	4.4	4.4	5.1	0	0	0	6.4	5.1	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.52	2.02	0	0	0	0	0	5.4	4.3	0	0	4.3	0	0	4.3	4.3	0	0	0	5	0	0	0	0	4.3	0	5	6.9	4.3	0	5.4	0	5	4.3	0	4.3	4.3	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.05	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	0	0	5.2	0	0	0	0	0	5.9	0	5.2	0	0	0	5.9	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.61	0	0	0	0	0	0	5.3	5.3	0	0	0	6	0	0	6	6	0	0	0	0	0	5.3	0	0	0	0	5.3	0	5.3	0	0	0	0	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.79	0.51	0	0	0	0	0	6.6	0	0	0	0	0	0	0	0	6.6	0	5.9	0	0	0	0	0	5.9	0	0	5.2	0	0	0	0	6.3	0	5.2	0	5.9	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.89	1.81	0	0	0	0	0	5.2	4.1	0	0	0	0	0	4.1	5.7	5.2	0	0	0	0	0	0	0	5.2	0	7	6.6	0	4.8	4.1	5.9	5.7	4.1	0	0	0	4.1
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.55	-0.02	0	4.7	0	0	0	0	0	0	0	0	4	0	0	5.1	4.7	0	0	0	0	0	0	0	0	0	4	5.3	0	0	4.7	4	4.7	4	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.4	0.72	0	0	0	0	0	4.8	0	0	5.5	0	0	0	6.2	5.5	4.8	0	0	4.8	0	0	0	0	0	0	6.2	6.9	0	5.9	4.8	4.8	4.8	0	0	0	4.8	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.5	-0.78	0	5.1	0	0	0	5.5	4.4	0	0	0	0	0	0	0	5.8	0	4.4	0	0	0	0	4.4	0	0	4.4	6.9	5.5	0	5.5	5.5	0	5.5	0	0	4.4	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.95	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	5.3	0	0	0	0	0	0	0	0	5.3	0	5.3	0	0	5.3	0	5.3	0	5.3
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-6.12	1.39	3.6	5.2	0	0	0	5.4	6.7	0	5.4	3.6	3.6	0	5	5.6	5.4	0	3.6	5.2	4.3	0	4.3	0	6.1	0	0	6.3	0	0	0	4.3	4.3	4.3	0	4.7	3.6	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.67	3.31	0	0	0	0	0	0	5.6	0	0	4	0	0	0	4.7	0	0	4	5.1	0	0	0	0	0	0	4	6.6	4.7	0	0	6	4.7	4.7	4.7	4	4.7	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.02	2.2	0	0	0	0	0	4.8	0	0	0	0	0	0	4.8	6.4	0	0	0	0	0	0	0	0	4.8	0	0	6.2	0	0	0	6.2	6.8	5.9	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.19	5.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	6.6	0	0	0	0	5	5	0	5	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.76	1.94	0	0	0	0	0	4.4	0	0	0	0	0	0	0	5.1	0	0	5.1	0	0	0	0	0	0	0	0	5.8	0	0	5.8	5.1	0	4.4	0	5.1	0	5.5
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.06	1.48	0	0	0	0	0	5	0	0	0	0	5	0	0	6.6	0	0	6.1	5	5	0	0	0	5	0	0	6.9	5	0	5.7	0	5.7	5	0	0	6.6	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.86	-3.65	0	5.6	0	0	0	5.2	0	0	0	0	5.2	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	5.2	5.6	0	4.5	5.2	0	5.2	0	5.2	5.8	4.5
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.27	-1.82	0	5.7	0	0	0	0	0	0	0	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	5.7	5.7	0	5.7	0	5.7	0	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.67	2.16	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6.5	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.76	2.66	0	0	0	0	0	4.2	0	0	0	0	0	0	0	6.6	0	0	0	0	0	0	0	4.2	0	0	4.2	6.8	4.2	0	5.6	4.2	4.9	5.3	0	0	4.2	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.68	-0.67	0	0	0	0	0	5.1	5.8	0	0	0	0	0	5.1	0	0	0	0	0	0	0	5.8	0	6.2	0	6.2	5.8	5.1	0	0	5.8	5.1	0	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.9	-0.55	0	5.5	0	0	0	6.2	5.5	0	0	0	5.5	0	0	0	0	0	6.6	6.4	0	0	4.8	0	5.5	0	5.9	4.8	0	0	4.8	0	4.8	0	0	0	0	5.5
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.8	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7	0	5.4	0	0	0	0	0	0	0	0	5.8	4.7	0	4.7	0	4.7	0	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.19	3.42	0	0	0	0	0	5.4	5	0	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0	5.4	0	5.9	6.7	5	5	5.6	4.3	0	0	4.3	5	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.51	-0.15	0	0	0	0	0	4.8	4.8	0	0	0	4.1	0	0	6.4	0	0	0	0	0	0	4.1	0	0	0	6.1	6	0	5.7	5.2	0	0	0	4.1	5.2	4.1	5.7
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.8	1.65	0	0	0	0	0	5.3	6.3	0	0	0	0	0	3.9	5	4.6	0	5.7	5.5	0	0	0	3.9	4.6	0	0	6.9	4.6	0	5	3.9	5	3.9	0	5.3	3.9	3.9
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.82	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1	5.7	0	0	0	0	0	0	5	6.3	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.34	1.94	0	4	0	0	0	4.7	0	0	0	0	0	0	0	6.7	4	0	0	0	4	0	0	4	0	0	5.4	6.3	0	4	0	4.7	5.6	0	0	4	4.7	4.7
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.05	-0.28	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	5.5	0	0	5.5	0	5.5	5.5	0	6.6	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.21	-1.51	0	0	0	0	0	5.4	4.8	0	0	0	4.8	0	0	4.8	4.1	0	4.1	0	4.1	0	0	0	0	0	4.1	6.2	0	4.1	5.2	0	4.8	0	4.8	5.2	6.1	4.1
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.36	4	0	0	0	0	0	0	0	0	0	0	0	0	5.5	4.8	6.2	0	0	5.5	4.8	0	4.8	0	5.9	0	0	6.8	0	0	0	5.5	5.5	4.8	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.7	1.7	0	0	0	0	0	5.1	5.1	0	0	0	0	0	0	5.1	0	0	0	0	0	0	0	5.1	0	0	0	6.8	5.7	0	6.1	5.1	0	0	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.19	1.42	0	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6.7	6	0	5.4	0	5.4	6	5.4	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.54	-4.47	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6.4	0	0	0	5	0	0	0	5.7	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.25	-5.71	0	0	0	0	0	5.6	6	0	0	0	4.2	0	3.5	4.2	5.5	0	0	4.6	3.5	0	3.5	3.5	4.2	0	6.1	5.7	5.3	4.9	4.2	4.2	0	5.6	0	5.1	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.92	1.05	0	0	0	0	0	4.6	0	0	0	0	5.7	0	0	5.7	4.6	0	0	0	0	0	0	0	5.7	0	5.3	6	4.6	4.6	0	4.6	5.3	0	5.3	0	0	5.3
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.82	6.67	0	0	0	0	0	0	4.1	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	0	6	0	5.2	6.2	0	4.1	5.9	0	5.2	4.8	4.1	0	0	4.1
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.07	-3.54	0	4.6	0	0	0	0	0	0	0	0	0	0	0	4.6	0	0	4.6	6.2	0	0	0	0	0	0	5.7	0	0	4.6	4.6	5.3	4.6	0	0	5.3	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.38	3.3	0	0	0	0	0	5.2	0	0	4.1	0	0	0	5.2	0	0	0	0	5.2	0	0	4.1	0	4.1	0	0	6.2	4.1	4.1	4.1	0	0	0	4.1	4.8	4.1	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.6	3.72	0	0	0	0	0	4	0	0	4	0	4.7	0	0	4.7	0	0	0	5.9	0	0	0	0	5.1	0	6.3	6.5	5.8	4.7	4	5.8	4.7	0	4.7	6.1	4.7	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	1.64	-3.61	0	0	0	0	0	5.5	0	0	0	0	0	0	0	5.9	5.9	0	0	5.5	0	0	4.8	0	0	0	6.6	5.9	0	0	0	5.5	0	0	0	0	4.8	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.04	4.26	0	0	0	0	0	4.7	4.7	0	0	0	4.7	0	0	0	0	4.7	0	0	0	0	0	0	0	0	6.8	6.4	0	0	4.7	4.7	5.3	0	0	5.3	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-2.35	3.13	0	0	0	0	0	0	0	0	0	0	0	0	5.9	4.5	0	4.5	4.5	4.5	0	0	0	0	5.6	0	0	5.2	0	0	0	6.1	5.9	0	0	5.2	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-8.56	5.87	0	0	0	4.1	0	3.7	4.9	0	0	0	3.7	0	0	5.5	5.8	3.7	4.8	0	0	0	3.7	0	0	3.7	5.9	6	3	0	4.4	3	4.4	4.1	3.7	5.1	0	3.7
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.69	-7.01	4.3	0	0	0	0	0	0	0	0	0	0	0	4.8	5.6	5.3	0	3.9	0	3.3	0	0	0	5	0	3.9	5.4	3.3	0	3.3	4.6	3.3	3.3	0	3.3	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.76	2.37	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	5.2	0	0	0	0	0	0	5.2	7.1	0	6.1	5.2	6.3	0	4.5	0	0	4.5	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	5.03	3.91	0	0	0	0	0	4.5	3.8	0	0	0	0	0	0	3.8	0	0	0	5.7	0	0	0	0	3.8	0	3.8	6.7	0	4.9	6.1	6	5.9	3.8	0	4.5	3.8	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.86	2.17	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0	4.7	0	0	0	0	0	0	0	4.7	6.9	0	5.4	5.8	0	5.8	4.7	0	5.4	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.77	6.22	0	4.9	0	0	0	4.7	5.8	0	0	3	3.7	0	0	3.7	3	0	4.3	4.3	0	0	5.1	0	5.3	0	6.3	6	4.1	0	4.7	4.6	4.7	5.5	3	5.4	5.7	3.7
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.65	-1.89	0	4.6	0	0	0	0	5.3	0	0	0	5.3	0	5.3	4.6	4.6	0	0	0	0	0	0	0	0	0	0	6.8	0	0	4.6	4.6	4.6	4.6	0	0	0	4.6
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.7	0.5	0	0	0	0	0	4.8	0	0	0	6.4	0	0	0	4.8	5.9	0	0	4.8	0	0	0	0	0	0	4.8	5.5	0	0	0	0	4.8	0	0	0	5.5	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.4	-0.33	0	4.4	0	0	0	5.5	0	0	0	0	4.4	0	0	5.1	4.4	0	0	0	0	0	4.4	0	0	0	5.5	5.5	0	5.1	0	5.8	5.1	0	5.1	0	4.4	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.13	1.93	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	4.6	0	0	0	0	4.6	5.2	4.6	6.3	0	4.6	4.6	5.2	4.6	0	5.2	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.09	-2.64	0	5.1	0	0	0	5.1	4.7	0	0	0	4	0	0	4	4.7	0	0	0	0	0	0	0	4.7	0	6	5.9	0	0	5.1	0	5.1	4.7	0	5.3	5.1	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-5.29	4.88	0	0	0	0	0	5.8	0	0	4.4	0	0	0	5.1	5.5	0	0	0	0	4.4	0	5.5	0	0	0	5.8	6.8	0	0	5.5	6	4.4	5.5	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-5.12	4.57	0	0	0	0	0	0	4.9	0	0	4.2	4.2	0	5.3	5.3	0	0	0	0	0	0	5.8	4.2	0	0	6.5	6.4	0	0	0	6	4.2	4.9	0	0	4.2	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-1.07	3.11	0	0	0	0	0	5.2	3.9	0	0	0	3.9	0	0	4.6	3.9	0	5.5	3.9	0	0	0	0	4.6	0	5	5.9	0	4.6	5.5	5.2	5.5	5.5	5	0	5	3.9
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.75	3.44	0	0	0	0	0	5.2	0	0	4.9	0	0	0	3.2	5.8	4.8	0	4.8	0	0	3.9	3.9	0	5.5	4.8	4.3	6.3	5.2	4.5	5.1	6	5.8	0	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.35	-0.59	0	3.8	0	0	0	5.4	3.8	0	0	0	0	0	0	5.9	5.4	0	3.8	3.8	0	0	3.8	3.8	5.2	0	5.8	6.3	4.9	0	5.2	5.2	5.4	5.4	3.8	5.8	5.2	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	0.29	-3.7	0	0	0	0	0	4.8	4.1	0	0	4.1	0	0	0	5.5	6.1	0	4.8	0	0	0	4.8	0	0	0	5.9	5.9	0	4.8	4.1	5.5	5.5	4.1	0	0	0	4.1
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	2.64	0.75	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1	0	0	0	0	4.7	4.7	0	0	0	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4.89	2.35	0	0	0	0	0	5.9	0	0	0	0	0	0	0	5.5	0	0	0	5.9	0	0	0	0	5.5	0	4.8	7	0	4.8	6.2	5.5	5.5	5.5	0	0	6.4	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-5.18	4.71	0	0	0	0	0	4.7	0	0	0	0	0	0	0	6.8	4.7	0	4.7	4.7	0	0	4.7	0	0	0	5.8	5.4	0	0	4.7	5.4	0	0	0	0	5.4	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-4.75	6.16	0	0	0	0	0	5.2	5.1	0	0	0	2.8	0	3.5	4.4	5.7	0	3.5	4.4	2.8	0	5.2	0	4.4	2.8	4.6	6.7	3.9	0	4.4	5.3	5.1	4.7	0	4.4	4.7	4.7
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.53	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	4.3	6.6	0	4.3	5.7	5.4	0	0	0	5	5	5
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.45	-0.52	0	0	0	0	0	4.6	0	0	0	0	0	0	0	5	5.5	0	3.9	5.3	0	0	3.9	3.9	0	0	5.5	5.8	3.9	3.9	5.8	0	5.7	4.6	5	0	5.5	3.9
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	4	1.01	0	0	0	0	0	5.6	5.2	0	0	5.2	0	0	0	0	0	0	0	0	0	0	0	0	6.1	0	4.5	6.8	0	0	5.6	5.2	6.1	0	5.6	0	5.2	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-4.54	4.05	0	0	0	0	0	4.8	5.5	0	0	0	5.5	0	0	5.5	0	0	0	4.8	0	0	0	0	0	0	4.8	5.9	0	0	4.8	4.8	6.2	0	0	4.8	4.8	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.72	2.89	0	0	0	0	0	5.6	3.4	0	5	3.4	0	0	0	5.6	4.1	0	5.2	4.1	0	0	0	0	5.6	0	3.4	6.5	4.8	5	5.5	5.8	4.8	5.2	0	4.8	4.1	3.4
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.93	3.24	0	0	0	0	0	4.6	3.9	0	0	0	5	0	4.6	5	5	0	0	0	0	0	0	0	5	3.9	0	6.2	3.9	0	4.6	4.6	5	4.6	3.9	5	5.3	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	3.25	0.58	0	5.5	0	0	0	4.9	0	0	0	0	0	0	0	4.9	5.5	0	0	0	0	0	0	0	0	0	5.5	6.2	0	5.5	5.5	5.5	0	4.9	0	0	5.5	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-5.3	2.27	0	0	0	0	0	0	5.3	0	0	4.6	0	0	0	0	0	0	6	6.2	0	0	0	4.6	0	0	0	4.6	0	0	0	4.6	0	0	0	0	5.3	0
E9.5	E95_Neural_crest_PNS_neurons	Neural_crest_PNS_neurons	-0.82	6.54	0	0	0	0	0	5.5	4.4	0	0	0	0	0	4.4	0	0	0	0	0	0	0	0	0	5.1	0	6.3	6.3	0	0	4.4	0	5.1	5.1	0	5.8	0	0
