day	Anno	celltype	UMAP_1	UMAP_2	Fli1	Gata1	Gfi1b	Hapln1	Hoxb2	Hoxb4	Lyl1	Runx1
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-2.2	0.67	0	0	0	0	0	0	2.8	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.88	0.58	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.34	0.1	0	0	0	1.8	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.75	-0.76	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.1	-1.51	0	0	0	2.1	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.76	-1.73	0	0	0	0	1.6	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	2.68	2.94	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	1.64	-3.46	0	0	0	0	0	0	1.6	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-0.26	-0.47	2	0	0	0	0	0	2	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.44	0.69	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.15	-2.3	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.97	-1.72	0	0	0	2.2	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-2.7	-0.17	2.6	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.83	-1.01	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	1.41	-2.8	0	0	0	2.1	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	2.19	1.82	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.36	1.36	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	1.04	-2.56	1.7	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.02	1.86	0	0	0	0	1.9	0	0	1.9
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	1.77	1.85	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.19	-3.09	2.1	0	0	0	0	0	2.5	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.63	-1.19	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	5.11	0.08	2.1	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.29	-0.63	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.12	1.24	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	2.57	1.8	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-4.1	0.94	1.8	0	0	1.8	3.3	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.93	-0.65	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.49	-1.4	3.5	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-2.89	1.43	2.7	0	0	3.4	3.8	0	0	3.4
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	5.06	-2.07	0	0	0	0	0	0	0	1.9
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.78	-0.62	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-2.54	2.02	1.8	0	0	0	0	0	1.8	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-0.07	-0.3	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	1.37	1.92	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.9	-1.88	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	5.24	0.11	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.42	-1.11	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.14	-0.6	2	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.29	-2.36	0	0	0	1.8	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.68	0.87	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.57	-3.41	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	1.66	1.37	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.49	-2.72	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.95	-2.36	2.5	0	0	2.9	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-2.42	-0.46	1.8	0	0	2.5	0	0	0	1.8
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	2.05	3.25	0	0	0	0	2.9	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.61	0.07	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.97	0.32	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-3.21	1.93	2.4	0	0	0	0	0	1.8	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.98	-0.68	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-0.24	-2.28	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-2.53	1.48	1.7	0	0	2.2	1.7	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-3.24	-1.04	0	0	0	2.8	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.51	-0.13	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.92	-0.9	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.45	0.87	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.21	-2.18	0	0	0	0	2.7	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.08	-2.51	2.5	0	0	2.2	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.59	-0.03	2.8	0	0	0	0	0	2.2	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.23	-1.55	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.86	0.85	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.9	-1.6	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-3.55	1.25	0	0	0	2.8	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.97	0.44	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.46	-2.36	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-0.51	-1.05	2	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.81	0.93	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.28	-2.56	0	0	0	0	0	0	2.1	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.75	-0.48	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.39	-0.8	0	0	0	2.4	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.19	1.68	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	1.34	0.67	0	0	0	1.9	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.81	1.71	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.22	-1.6	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3	0.89	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	1.1	0.03	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.71	1.71	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.8	-1.8	1.7	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-3.13	0.86	2.5	0	0	0	0	0	1.9	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	2.87	2.11	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-3.47	-0.18	3.2	0	0	0	2.3	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.43	0.37	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.72	0.45	2.3	0	0	0	0	0	0	1.7
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.18	-2.8	0	0	0	2.1	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.14	-2.19	2.9	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	5.39	-0.82	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.91	0.8	2.7	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	2.92	2.73	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-0.22	0.94	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-3.03	1.57	2.7	2.7	2.7	0	0	0	0	2.7
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	2.69	0.03	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-0.79	-0.34	0	0	0	0	0	0	0	1.9
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-3.37	-1.98	0	0	0	3.4	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.86	-1.31	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.76	2.48	0	0	0	0	0	0	0	1.7
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.51	0.9	2.2	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	1.91	-1.68	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.7	-0.6	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	2.81	0.17	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.13	-2.21	2	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.13	0.96	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.9	-0.02	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-0.59	3.02	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	1.8	-1.01	2.6	0	0	1.6	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.48	-2.03	2.1	0	0	4	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.32	1.69	2.6	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-2.45	0.44	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	2.07	-0.41	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.22	0.03	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.24	-1.54	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	3.59	-1.16	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	0.49	1.13	1.9	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-0.43	2.95	3.1	0	0	2	3	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-2.91	2.33	0	0	0	1.6	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	4.67	0.91	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-0.8	-1.83	0	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-0.43	-0.7	2.1	0	0	0	0	0	0	0
E7	E7_Haematoendothelial_prog	Haematoendothelial_prog	-1.43	3.19	1.8	0	0	0	0	0	1.8	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.88	-3.31	1.8	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-5.63	-0.54	3.1	3.1	0	3.1	2.1	2.1	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.48	-0.04	1.9	0	0	0	0	0	0	1.9
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.73	0.49	0	0	0	2.9	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.37	-0.13	2.2	0	0	0	0	0	0	2.2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.49	0.66	0	0	0	0	2.2	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.38	-0.65	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.7	0.98	0	0	0	0	0	0	2.2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.41	2.22	2.3	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.38	-1.33	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.89	-0.83	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.44	-0.9	2	0	0	0	0	0	2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.44	-0.5	2.3	0	0	0	0	2.3	0	2.3
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.15	-0.65	2.9	0	0	3.3	0	0	0	2.2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.57	-2.33	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.5	2.07	0	3	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.45	0.09	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.14	-0.35	0	0	0	2.2	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.48	0.71	2.3	0	0	0	0	0	0	2.9
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.73	-2.67	2.9	0	0	1.9	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-4.18	-0.95	0	0	0	0	2.8	0	2.2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.98	0.59	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-3.81	0.24	0	2.4	0	3.1	3.1	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.41	-2.63	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.43	-0.47	2.2	0	0	0	2.2	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.48	0.15	2.2	0	0	0	2.2	0	0	3.3
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.34	2.24	0	2	2	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-5.85	0.31	3.4	3	0	0	4.1	3	0	2.4
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.69	-0.94	0	0	0	3	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-3.8	1.49	0	2.7	2.7	0	2.1	0	2.1	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.93	-0.06	2.8	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.24	2.39	2.8	1.8	1.8	2.8	2.5	2.5	0	1.8
E7.25	E725_Blood_prog	Blood_prog	-4.51	-0.41	2.6	0	0	2	3	0	2	2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.16	2.71	0	0	0	0	0	0	1.9	0
E7.25	E725_Blood_prog	Blood_prog	-3.88	2.69	1.6	1.6	2.2	2.6	2.6	0	2.2	1.6
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.7	0.22	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.07	-1.85	2.8	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.92	2.96	2.3	0	0	1.7	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.5	-2.14	2.2	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.71	-1.56	0	0	0	3.2	3.5	0	0	2.5
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.46	0.83	2.1	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.63	-1.12	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.88	-2.58	0	0	0	1.8	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.81	2.09	0	2.6	2.6	2	3.8	0	3	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.7	-0.02	2.8	0	0	0	0	0	0	2.1
E7.25	E725_Blood_prog	Blood_prog	-4.61	-1.33	2.2	2.2	0	2.2	3.7	0	2.2	2.2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.16	-2.44	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-3.94	-0.21	2.1	3.1	0	2.7	2.7	0	0	2.1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.99	1.41	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.61	-0.45	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.46	-1.39	2	0	0	2	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.54	-2.14	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.2	-0.89	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.33	-1.59	2.4	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.6	1.06	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.54	-2.99	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.14	-0.25	3.3	0	0	2.3	0	0	2.3	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.8	0.93	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-5.18	-0.62	2	2	0	2.6	2	0	2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.7	1.95	2.2	2.2	0	0	0	2.2	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.97	0.49	2.8	0	0	0	0	0	2.2	0
E7.25	E725_Blood_prog	Blood_prog	-5.04	1.7	3.2	2.1	0	3.2	3.4	2.8	0	3.7
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.24	2.92	0	0	0	0	4	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.11	-2.91	2.8	0	0	2.2	0	0	2.2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.64	-0.52	2.3	0	0	2.3	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.75	-2.09	3.5	0	0	0	0	0	0	2.8
E7.25	E725_Blood_prog	Blood_prog	-3.11	0.65	0	0	3	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.05	0.2	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.03	-2.67	0	0	0	2	2.7	0	2	2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.1	-1.01	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.87	-2.75	0	0	0	0	0	0	0	1.5
E7.25	E725_Blood_prog	Blood_prog	-4.25	0.04	2.6	0	2.6	0	3.2	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.48	3.27	0	0	0	0	3.3	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-5.11	2.01	0	0	0	0	3.2	0	1.8	2.7
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.09	1.55	2.2	0	0	2.2	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.65	-2.15	2.3	0	0	3	3	0	0	1.7
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.25	-1.13	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.48	-2.66	2.3	0	0	0	0	0	2.3	2.3
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.96	0.67	0	2.8	0	2.8	2.2	0	2.2	2.2
E7.25	E725_Blood_prog	Blood_prog	-5	-0.07	2.3	2.3	0	0	2.3	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.95	-2.07	2.1	0	0	0	2.7	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.96	-0.52	0	0	0	2.9	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.8	-2.09	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.25	-0.48	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.09	-0.79	0	0	0	2.9	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-5.06	0.09	0	3	3	0	3	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.99	-0.35	3.1	0	0	2.4	0	0	2.4	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.46	1.07	2.6	0	0	0	2	0	0	2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.31	-1.6	0	2.6	0	2.6	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.9	2.88	1.7	0	0	1.7	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.59	-0.76	2.2	0	0	2.2	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.64	-2.62	1.7	0	0	0	1.7	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.24	0.48	2	0	0	2	0	0	2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.22	1.63	3.2	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-6.08	0.23	0	2.1	2.1	0	4	2.1	0	2.7
E7.25	E725_Blood_prog	Blood_prog	-4.38	1.2	0	1.8	0	0	3.5	1.8	3.1	0
E7.25	E725_Blood_prog	Blood_prog	-5.23	0.21	2	3	2	0	3	0	2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.67	-2.33	1.6	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.46	0.62	0	0	0	1.9	2.9	2.9	1.9	1.9
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.98	0.06	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.31	1.08	2	0	0	3	0	0	0	2
E7.25	E725_Blood_prog	Blood_prog	-5.18	1.48	1.9	0	0	2.6	1.9	1.9	1.9	2.6
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.44	0.12	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.19	-2.73	2	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.64	0.58	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.72	-2.1	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.93	-1.92	0	0	0	2.6	2.6	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	5.26	-0.94	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.73	-0.87	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.19	-3.02	2.6	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.98	-0.21	0	0	0	0	2.3	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.71	-2.75	0	0	0	2.2	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.11	-3.17	1.5	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.5	3.32	0	0	0	0	2	0	3	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.89	-1.43	3.3	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.19	-1.54	3.4	0	0	0	0	0	0	2.6
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.37	3.12	0	0	0	0	2	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.53	-0.33	0	0	0	0	2.3	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.59	1.57	0	0	0	3.1	0	0	0	2.1
E7.25	E725_Blood_prog	Blood_prog	-5.75	-0.08	3.1	2.1	3.1	0	3.4	0	0	2.1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.05	-0.96	2.9	0	0	0	0	0	0	1.9
E7.25	E725_Blood_prog	Blood_prog	-4.74	-0.14	0	2.8	0	2.2	0	2.2	2.2	0
E7.25	E725_Blood_prog	Blood_prog	-3.19	1.21	0	2.7	0	4	0	2.7	2.7	3.4
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.49	-1.73	2.4	0	0	0	0	0	0	0
