day	Anno	celltype	UMAP_1	UMAP_2	Fli1	Gata1	Gfi1b	Hapln1	Hoxb2	Hoxb4	Lyl1	Runx1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.47	2.17	1.7	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.01	3.1	2.3	1.4	0	1.4	0	0	2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.15	1.28	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.83	0.25	0	2.2	0	0	0	0	0	2.8
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.06	-1.68	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.91	-0.49	2.9	0	0	2.3	2.3	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.31	2.15	0	0	0	0	2.3	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-5.62	-0.66	2.2	0	2.2	2.2	3.3	0	0	2.2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.18	-1.56	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.24	-0.92	0	2.4	0	0	2.4	0	2.4	2.4
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.45	-0.15	3.4	0	0	2.9	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.36	-1.33	0	2.6	0	0	3	0	2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.43	-2.05	2.3	0	0	0	2.7	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.62	2.21	2.7	0	0	0	3.1	2.1	2.1	2.1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.87	-2.79	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.37	-3.61	1.6	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.69	1.38	1.9	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.51	0.91	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.71	-2.11	2	0	0	2.7	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.04	1.62	2	0	0	0	2.6	0	0	2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.88	-0.54	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-1.3	2.66	2	2	0	2	0	2	2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.21	-1.39	2.2	2.2	0	0	0	0	0	2.2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.63	2.37	1.8	0	0	2.4	1.8	1.8	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.72	-1.34	2.8	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.79	-1.64	2.5	0	0	3.2	0	1.9	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.48	-0.36	1.9	0	0	1.9	1.9	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.61	2.83	1.8	1.8	2.7	3.5	4.1	0	1.8	2.4
E7.25	E725_Blood_prog	Blood_prog	-4.16	2.18	2.5	1.9	1.9	1.9	2.5	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.63	-1.53	0	0	0	2.4	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.53	-1.2	0	2.2	0	0	0	0	2.2	2.2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.59	-3.12	2.4	0	0	2.4	2.4	0	2.4	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.42	2.87	3.5	0	2	3	0	0	0	2
E7.25	E725_Blood_prog	Blood_prog	-4.6	2.79	2.5	3.1	2.5	1.9	3.3	1.9	2.9	1.9
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.31	0.6	0	0	0	0	0	0	0	2.5
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.36	-1.19	2.7	0	0	2.7	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.82	0.57	2.3	3.4	0	3	2.3	0	2.3	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.47	1.06	0	2	0	2	2	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.24	3.29	0	0	0	0	2.1	0	2.1	2.1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.53	0.76	0	2.3	0	2.3	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.78	1.77	0	2.9	0	3.5	0	0	2.9	2.9
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.21	-2.28	2	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-5.13	1.35	2.7	2.7	2.7	2.1	0	0	2.1	2.7
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.67	3.11	0	2.1	2.1	2.1	3.1	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.12	0.68	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.48	0.17	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.68	0.02	2.1	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.68	-1.29	0	0	0	2.2	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2	-0.72	2.4	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.12	0.4	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.38	3.07	1.9	2.5	2.9	1.9	2.9	2.5	1.9	2.5
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.3	-2.34	2.9	0	0	2.3	2.9	0	3.3	2.3
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.43	-1.33	2.4	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.9	-0.82	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.21	-1.57	3.2	0	0	2.3	1.7	0	1.7	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.2	0.41	0	0	0	2.1	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.7	0.47	0	2.3	0	2.3	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.31	-2.22	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	0.61	2	0	2.1	2.1	2.1	2.1	3.1	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.95	0.56	2.4	0	0	1.8	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.63	0.99	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.19	0.71	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-3.33	2.77	2.6	2.6	0	1.9	3.8	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-4.18	-1.17	2.3	0	0	3.6	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.11	-2.71	2	0	0	0	2.6	0	0	2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.68	2.9	1.9	1.9	0	0	0	0	0	2.5
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3	-0.51	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.4	-1.83	0	0	0	0	0	0	2	2.6
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.11	2.94	0	0	0	0	3	0	0	2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.62	1.65	0	1.8	0	0	0	0	2.8	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.14	-1.19	2.8	0	0	0	2.1	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.43	1.62	0	0	0	0	0	0	0	2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.35	-0.02	0	0	0	0	2.1	0	2.1	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.34	-0.91	0	0	0	0	1.9	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.39	-1.33	0	0	0	2.2	2.2	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.3	-1.2	2.6	0	0	0	3.3	0	3.3	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.11	2.66	0	0	0	2.3	0	0	0	1.7
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.2	1.17	0	0	0	0	0	0	2.1	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.72	2.35	1.7	0	0	2.6	0	0	2.6	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.57	-1.49	2.1	0	0	1.6	1.6	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.6	-0.84	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.61	-0.33	0	0	0	2.1	2.1	0	0	2.1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.72	-2.21	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.05	-3.23	0	0	0	1.5	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.94	-0.29	3.1	0	0	1.9	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.99	-1.17	0	0	0	1.8	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.93	-0.17	2.4	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.64	-1.89	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.71	-0.46	2	0	0	2	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.21	2.09	0	0	2.3	3.6	2.9	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.27	-1.83	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.01	-2.77	3.2	0	0	2.4	1.7	0	0	1.7
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.4	-3.04	0	0	0	0	0	0	2.4	2.4
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.89	-1.07	1.7	0	0	0	2.7	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.13	1.48	0	0	0	0	0	0	1.8	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.51	-2.17	2.9	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.88	0.33	0	0	0	0	0	0	0	2.1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.15	2.66	0	0	0	2.3	0	0	2.3	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.28	0.69	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.57	-0.22	0	0	0	2.1	0	0	2.8	2.1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.97	-1.09	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.88	-2.25	2.8	0	0	1.8	2.4	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.84	2.43	3.2	0	1.6	3.2	2.8	0	0	2.5
E7.25	E725_Blood_prog	Blood_prog	-4.13	2.13	1.9	2.9	2.9	2.9	0	1.9	0	1.9
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.52	-3.08	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.24	2.74	2.5	2.5	3.3	1.8	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.1	-3.14	0	0	0	1.9	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.46	0.45	0	2.5	0	3.5	3.2	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-3.75	2.7	2.2	3.2	0	2.8	2.8	2.2	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.32	3.02	0	1.7	0	3.3	1.7	0	0	1.7
E7.25	E725_Blood_prog	Blood_prog	-0.86	1.93	3.1	0	3.1	2.5	3.5	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.07	1.22	3	0	0	2.3	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.16	1.3	0	0	0	2.3	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.87	-1.3	2.3	0	0	0	2.3	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.89	-0.38	2.6	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.04	-1.92	1.8	0	0	0	0	0	1.8	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.54	-0.97	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.76	-2.73	1.9	0	0	3.6	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.69	0.67	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.2	1.11	0	0	0	0	2.6	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.81	2.4	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.42	0.74	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.79	2.18	0	3.4	0	2.8	3.2	0	0	2.1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.91	0.85	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.27	-2.88	2.3	0	0	0	0	0	1.7	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.02	0.96	2	0	0	0	0	0	2.6	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	5.52	0.09	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.34	1.92	2.5	2.8	1.8	2.5	3.8	0	2.8	2.5
E7.25	E725_Blood_prog	Blood_prog	-4.31	0.11	2.3	3.6	3	2.3	0	3	2.3	3
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.58	-2.96	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.44	-2.77	4	0	0	0	0	0	0	2.9
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.5	0.47	1.8	0	0	2.4	0	0	1.8	1.8
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	5.57	-1.47	2.4	0	0	1.8	3	1.8	0	1.8
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.36	-0.4	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.45	0.03	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.81	2.03	2.4	1.8	0	2.8	1.8	0	1.8	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.55	-0.37	2.3	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.98	2.53	0	0	0	0	2.8	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	3.74	1.57	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.48	-0.42	0	0	0	0	2.4	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-2.98	2.76	0	0	2.2	3.9	3.2	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.95	-0.68	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.51	-1.98	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.82	-0.43	2	0	0	0	2.7	0	2	0
E7.25	E725_Blood_prog	Blood_prog	-4.71	1.34	0	0	2.4	3.9	3	2.4	3.7	2.4
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.2	0.43	1.6	0	0	1.6	0	0	1.6	1.6
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.11	-2.64	2.2	0	0	2.2	0	0	2.2	2.2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.94	-1.06	1.9	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.01	1.84	2.2	0	0	1.6	0	0	0	2.2
E7.25	E725_Blood_prog	Blood_prog	-4.82	0.4	2.9	0	0	0	1.9	0	2.5	1.9
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.35	-2.95	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.83	1.55	0	0	0	0	2.1	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.3	0.46	0	2.2	0	2.8	2.2	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.62	-0.29	0	0	0	0	0	0	0	2.1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.4	-0.56	0	0	0	0	2.2	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.59	-1.64	2	2	0	2	0	0	0	2
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.4	-0.98	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-2.77	2.15	2.5	0	0	3.2	2.9	2.5	2.5	1.9
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.91	0.87	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-4.84	-0.81	2.1	0	0	2.8	3.6	0	2.1	2.8
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.08	0.27	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.86	1.35	3.4	0	0	0	0	0	2.4	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.95	2.01	0	0	0	2.3	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.53	-2.9	0	0	0	0	1.9	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-0.52	2.11	0	0	0	2.1	0	0	0	2.7
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	2.2	2.75	2	0	0	0	3	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.06	-0.41	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-1.71	-2.91	0	0	0	2.3	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-3.41	0.78	2.1	2.1	2.7	2.7	3.6	2.1	0	2.1
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	1.63	2.67	2	0	0	2	2	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	0.58	-0.93	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-3.75	-1.61	3.1	0	0	0	3.8	0	0	2.1
E7.25	E725_Blood_prog	Blood_prog	-4.72	-0.84	0	0	0	0	3	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.18	-1.22	0	0	0	0	0	0	0	0
E7.25	E725_Blood_prog	Blood_prog	-5.95	-0.13	2.9	2.9	0	0	2.5	1.9	1.9	2.5
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.32	-1.87	2.9	0	0	2.2	0	0	2.2	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	4.34	-1.44	0	0	0	0	0	0	0	0
E7.25	E725_Haematoendothelial_prog	Haematoendothelial_prog	-2.12	1.67	2.9	0	0	0	3.4	1.9	2.5	0
E7.25	E725_Blood_prog	Blood_prog	-4.65	1.24	3	0	2.4	4.1	3	0	2.4	2.4
