day	Anno	celltype	UMAP_1	UMAP_2	down:Trps1	down:Maf	down:Tcf7l2	down:Hivep3	down:Mef2c	down:Zfp608
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.76	-3.15	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.94	-4.32	0	0	0	0	4.8	4.8
E10.5	E105_White_blood_cells	White_blood_cells	2.25	1.73	5.4	0	0	0	5.4	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.86	-4.66	4.4	0	0	0	4.4	0
E10.5	E105_White_blood_cells	White_blood_cells	4.81	4.91	0	0	4.4	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	2.49	-4.1	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.88	1.32	0	0	0	0	7.4	0
E10.5	E105_White_blood_cells	White_blood_cells	0.75	1.35	0	0	0	0	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	6.74	4.87	4.6	4.6	4.6	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.31	6.25	4.6	4.6	0	4.6	5.3	0
E10.5	E105_White_blood_cells	White_blood_cells	2.88	4.23	0	0	0	0	6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.45	-2.92	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.05	4.42	5.4	6.1	0	0	5.4	0
E10.5	E105_White_blood_cells	White_blood_cells	2.98	3.36	4.8	0	4.1	4.1	6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	1.15	-4.78	0	0	0	0	4.9	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.35	5.67	0	0	5.1	0	5.1	0
E10.5	E105_White_blood_cells	White_blood_cells	0.82	7.64	5.7	4.1	0	0	5.2	4.1
E10.5	E105_White_blood_cells	White_blood_cells	0.5	5.52	5.2	0	0	0	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	4.23	5.05	0	4.8	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.13	7.23	4.6	5.3	0	4.6	4.6	0
E10.5	E105_White_blood_cells	White_blood_cells	2.54	5.71	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.5	4.13	0	0	5.4	0	5.4	0
E10.5	E105_White_blood_cells	White_blood_cells	1.94	6.87	4.9	4.9	0	0	5.6	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.49	3.44	5.3	6	5.3	0	6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.98	-5.31	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.29	-6.3	0	0	0	0	0	5.1
E10.5	E105_White_blood_cells	White_blood_cells	2.47	3.93	0	0	4.6	0	5.7	0
E10.5	E105_White_blood_cells	White_blood_cells	3.37	4.55	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	4.1	-2.17	0	0	0	0	4.9	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.02	1.88	0	0	0	0	0	5.2
E10.5	E105_Megakaryocytes	Megakaryocytes	-7.29	-2.97	3.7	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.4	2.68	0	5.6	0	0	5.6	0
E10.5	E105_White_blood_cells	White_blood_cells	7.3	4.51	0	5	0	4.3	5	0
E10.5	E105_White_blood_cells	White_blood_cells	2.6	1.31	5.4	0	0	0	6	0
E10.5	E105_White_blood_cells	White_blood_cells	0.87	6.06	4.2	4.2	4.2	0	5.8	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.88	-5.45	0	0	0	0	5.8	4.6
E10.5	E105_White_blood_cells	White_blood_cells	0.93	1.18	0	0	5	0	5	0
E10.5	E105_White_blood_cells	White_blood_cells	2.53	5.72	0	5.3	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.89	4.86	0	0	5.2	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.42	-5.18	0	0	0	0	4.7	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.7	5.96	0	5.4	4.7	4.7	6.5	0
E10.5	E105_White_blood_cells	White_blood_cells	2.05	4.88	4.6	0	0	0	0	4.6
E10.5	E105_White_blood_cells	White_blood_cells	-0.96	7.26	0	0	0	4.3	5	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.28	2.28	0	0	0	0	4.9	4.9
E10.5	E105_White_blood_cells	White_blood_cells	2.24	2.84	0	0	0	0	6.8	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.57	-2.46	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	4.87	-2.78	0	0	5	0	5.7	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.33	-5.67	0	0	0	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	0.89	-4.06	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.09	3.5	5	5	0	5	5.7	5
E10.5	E105_White_blood_cells	White_blood_cells	4.98	1.34	5	0	3.9	0	5.3	3.9
E10.5	E105_White_blood_cells	White_blood_cells	1.42	1.49	0	4.9	4.9	0	4.9	0
E10.5	E105_White_blood_cells	White_blood_cells	2.01	-3.57	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.5	5.03	0	5.3	5.3	0	6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.55	-2.52	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.77	-4.87	0	0	0	0	4.9	0
E10.5	E105_White_blood_cells	White_blood_cells	1.69	3.1	0	0	5	0	5	5
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.19	-3.95	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.82	-5.07	4.7	0	0	0	4.7	0
E10.5	E105_White_blood_cells	White_blood_cells	1.87	-2.39	0	0	0	0	0	4.8
E10.5	E105_Megakaryocytes	Megakaryocytes	0	-3.45	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.9	3.88	5.3	5.3	0	0	5.7	4.6
E10.5	E105_White_blood_cells	White_blood_cells	1.6	4.41	5.4	4.7	0	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	1.25	-2.52	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	5.22	-3.05	0	0	0	0	5.6	0
E10.5	E105_White_blood_cells	White_blood_cells	0.74	6.58	0	5.9	4.5	0	5.6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.25	-5.31	0	0	0	0	5.1	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.08	-2.18	0	0	0	0	5.1	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.49	-4.26	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.13	-2.45	4.9	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.34	4.49	4.4	0	0	0	6.2	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.43	-4.82	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.63	-4.72	0	0	0	0	0	5.4
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.33	-6.66	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.64	3.06	5	5	0	0	5.7	0
E10.5	E105_White_blood_cells	White_blood_cells	1.51	5.83	4.6	5.3	4.6	5.7	5.3	0
E10.5	E105_White_blood_cells	White_blood_cells	2.3	5.49	5.1	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.72	0	5.3	0	0	5.3	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.47	6.31	4.7	0	0	0	4.7	0
E10.5	E105_White_blood_cells	White_blood_cells	0.26	4.75	0	0	0	0	6.2	5.1
E10.5	E105_White_blood_cells	White_blood_cells	1.52	5.64	4.5	5.2	4.5	0	5.6	5.2
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.93	-5.21	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.18	3.8	0	5.1	0	5.1	6.5	5.1
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.46	-2.59	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.23	5.63	0	5.6	4.9	0	5.6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.57	-4.77	0	0	0	0	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	-1	5.12	0	4.7	5.3	0	5.7	0
E10.5	E105_White_blood_cells	White_blood_cells	4.41	3.95	4.7	0	4.7	0	4.7	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-8.39	-4.55	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	7.37	4.76	0	3.7	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.11	3.34	0	5.1	0	0	5.8	0
E10.5	E105_Megakaryocytes	Megakaryocytes	1.17	-5.59	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.88	-7.01	0	0	0	0	6.1	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.05	5.32	0	5.4	0	5.4	6.5	5.4
E10.5	E105_White_blood_cells	White_blood_cells	2.15	5.23	0	5	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.26	-2.9	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.48	-0.61	0	0	0	5.1	5.1	0
E10.5	E105_White_blood_cells	White_blood_cells	2.84	7.52	4.1	4.8	6	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.05	0.69	0	0	0	0	5.9	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.96	-5.35	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-7.36	-3.97	0	0	4.8	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.17	-6.58	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.89	1.84	6.1	0	0	0	6.5	0
E10.5	E105_White_blood_cells	White_blood_cells	3.16	5.6	0	4.3	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.77	5.69	5.8	0	0	0	4.7	5.4
E10.5	E105_White_blood_cells	White_blood_cells	1.42	4.56	0	5.4	0	0	5.4	0
E10.5	E105_White_blood_cells	White_blood_cells	3.29	-3.89	4.2	0	0	0	5.6	4.9
E10.5	E105_White_blood_cells	White_blood_cells	0.73	3.81	0	5.1	0	0	0	5.1
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.69	-6.54	0	0	0	0	7	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.51	-6.81	0	0	0	0	4.9	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.11	4.08	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.58	3.77	5.3	0	4.9	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.45	6.33	0	0	0	0	5.9	4.8
E10.5	E105_White_blood_cells	White_blood_cells	-0.64	6.89	0	4.9	4.9	0	5.6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.15	-4.45	0	0	4.2	0	4.2	0
E10.5	E105_White_blood_cells	White_blood_cells	1.66	6.7	5.1	0	0	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	1	3.45	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.51	-3.06	0	0	0	5.2	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.29	5.29	4.5	5.1	0	0	5.1	4.5
E10.5	E105_White_blood_cells	White_blood_cells	2.76	2.14	0	0	0	0	5.8	5.8
E10.5	E105_White_blood_cells	White_blood_cells	-0.53	6.46	0	4.3	0	4.3	5.4	4.3
E10.5	E105_White_blood_cells	White_blood_cells	3.23	7.16	3.8	4.5	4.9	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.69	-5.69	0	0	0	0	6.6	0
E10.5	E105_White_blood_cells	White_blood_cells	3.63	2.02	0	0	5.1	0	6	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.02	-1.77	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	4.23	4.05	0	5.3	0	0	6.4	0
E10.5	E105_White_blood_cells	White_blood_cells	2.89	2.87	4.6	4.6	0	0	4.6	4
E10.5	E105_White_blood_cells	White_blood_cells	0.43	6.63	4.4	4.4	0	0	5.1	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.76	-2.94	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.89	6.5	0	0	4.6	0	5.3	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.24	6.55	0	4.9	4.9	0	4.9	0
E10.5	E105_White_blood_cells	White_blood_cells	1.6	4.75	0	0	0	0	6.2	4.1
E10.5	E105_White_blood_cells	White_blood_cells	0.01	3.95	0	0	0	0	5.2	5.2
E10.5	E105_Megakaryocytes	Megakaryocytes	0.88	-5.86	0	0	0	0	5.4	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.35	3.18	6.7	4.9	0	4.9	6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.27	-4.46	0	0	0	0	5.7	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-7.77	-3.08	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.35	6.38	0	5	0	0	6.1	5
E10.5	E105_White_blood_cells	White_blood_cells	3.75	2.12	5.1	0	0	0	6.7	5.1
E10.5	E105_White_blood_cells	White_blood_cells	3.27	6.98	3.8	5.1	5.4	0	0	3.8
E10.5	E105_White_blood_cells	White_blood_cells	1.01	1.63	0	6.5	0	0	5.1	0
E10.5	E105_White_blood_cells	White_blood_cells	1.91	-2.76	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.05	-4.69	4.5	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	1.16	-4.51	0	0	5.1	0	5.1	0
E10.5	E105_White_blood_cells	White_blood_cells	3.5	6.01	4.5	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.26	4.85	4.6	0	0	0	6.4	0
E10.5	E105_White_blood_cells	White_blood_cells	0.77	3.31	5.7	0	5.7	0	5.7	0
E10.5	E105_White_blood_cells	White_blood_cells	0.36	6.94	0	4.4	0	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.21	5.48	5	0	0	0	5.6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.32	-3.1	0	0	0	0	5.3	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.47	-6.25	0	0	0	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	3.43	-3.43	0	0	0	4.1	4.1	4.1
E10.5	E105_Megakaryocytes	Megakaryocytes	0.16	-5.46	0	0	0	0	5.1	4.4
E10.5	E105_White_blood_cells	White_blood_cells	4.07	1.02	0	0	0	0	7.2	5.5
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.63	-7	0	0	0	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	1.34	2.44	5.2	0	0	0	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	3.28	-0.65	5	0	0	0	5	0
E10.5	E105_White_blood_cells	White_blood_cells	4.76	-2.51	4.3	4.3	4.3	0	4.3	5
E10.5	E105_White_blood_cells	White_blood_cells	4.42	2.18	0	4.4	0	4.4	5.1	5.1
E10.5	E105_White_blood_cells	White_blood_cells	2.01	4.09	0	0	0	0	5.7	0
E10.5	E105_White_blood_cells	White_blood_cells	0.45	5.69	5.4	0	4.3	4.3	6.5	4.3
E10.5	E105_White_blood_cells	White_blood_cells	3.44	5.36	4.5	5.2	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.45	-2.34	0	0	0	0	0	4.8
E10.5	E105_White_blood_cells	White_blood_cells	2.64	4.34	0	0	0	4.8	5.5	0
E10.5	E105_White_blood_cells	White_blood_cells	3.66	2.86	5.6	5.6	4.5	4.5	6.8	0
E10.5	E105_White_blood_cells	White_blood_cells	0.87	4.66	0	4.6	0	0	5.3	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.57	-3.35	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	1.05	-5.41	3.9	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.56	6.6	4.5	0	4.5	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	2.89	4.13	0	0	4.6	0	5.7	0
E10.5	E105_Megakaryocytes	Megakaryocytes	1.27	-5.18	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.4	-4.34	0	0	0	0	5	0
E10.5	E105_White_blood_cells	White_blood_cells	3	2.63	0	0	0	0	5.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.54	-2.16	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.06	6.14	5.1	5.5	4.4	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	3.89	0.29	0	0	4.7	0	5.8	4.7
E10.5	E105_White_blood_cells	White_blood_cells	2.53	3.23	0	5.4	0	0	5.4	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.95	-5.85	0	0	0	0	4.4	0
E10.5	E105_White_blood_cells	White_blood_cells	1.83	-1.82	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.72	-5.79	5.3	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.13	6.6	0	0	4.7	0	4.7	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.47	-3.98	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.21	6.22	0	5.3	6	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.15	-5.62	0	0	0	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	3.19	2.85	5.2	0	4.5	0	6.3	0
E10.5	E105_White_blood_cells	White_blood_cells	1.54	6.95	4.9	4.5	0	0	4.9	4.9
E10.5	E105_White_blood_cells	White_blood_cells	-0.18	1.99	5.4	0	5.4	0	6.5	0
E10.5	E105_White_blood_cells	White_blood_cells	4.8	-2.39	0	0	0	0	4	5.1
E10.5	E105_White_blood_cells	White_blood_cells	0.65	2.49	6.2	0	5.5	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.75	-5.83	0	0	4.1	0	5.2	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.73	-2.63	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.27	3.78	0	5.3	0	0	6	0
E10.5	E105_White_blood_cells	White_blood_cells	0.56	4.7	0	4.9	0	0	6.8	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.38	-6.32	0	0	0	0	5.1	0
E10.5	E105_White_blood_cells	White_blood_cells	4.14	-1.6	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.59	6.25	0	5.1	0	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	0.52	6.42	6.3	4.1	4.1	4.1	4.8	4.1
E10.5	E105_White_blood_cells	White_blood_cells	2.57	-2.86	4.6	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.07	-6.13	0	0	0	0	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	6.77	3.78	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.51	-6.92	0	0	0	0	6.3	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.26	-2.88	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.04	-3.79	5	0	0	0	5.7	5
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.96	-5.96	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.24	6.91	4.6	5.3	0	5.3	5.7	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.7	-2.82	0	0	0	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	0.92	-1.56	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	4.27	-2.99	4.4	0	4.4	0	5.5	4.4
E10.5	E105_White_blood_cells	White_blood_cells	3.79	6.21	0	5.2	0	0	0	5.2
E10.5	E105_White_blood_cells	White_blood_cells	4.24	-0.68	5.6	0	0	4.9	6	0
E10.5	E105_White_blood_cells	White_blood_cells	3.97	-0.23	5.4	0	0	0	6.5	0
E10.5	E105_White_blood_cells	White_blood_cells	1.08	6.18	4.4	0	0	0	5.1	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.94	-2.35	0	0	0	0	0	4.8
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.22	-3.02	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.11	6.41	0	4.4	0	0	5.8	4.4
E10.5	E105_White_blood_cells	White_blood_cells	2.98	3.03	5.1	5.1	0	0	6.2	0
E10.5	E105_White_blood_cells	White_blood_cells	1.25	4.16	6.1	4.3	0	0	6.1	0
E10.5	E105_White_blood_cells	White_blood_cells	5.93	-2.56	0	0	0	0	0	5.6
E10.5	E105_Megakaryocytes	Megakaryocytes	0.63	-4.63	4.9	0	4.9	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.35	7.13	0	4.7	0	0	6.3	4.7
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.52	-5.07	0	0	0	0	5.2	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.51	-5.05	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-7.29	-2.62	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	7.13	4.92	0	0	0	0	5.4	4.9
E10.5	E105_White_blood_cells	White_blood_cells	-1	5.26	0	5.9	0	0	5.9	5.2
E10.5	E105_Megakaryocytes	Megakaryocytes	0.62	-5.29	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.82	7.21	4.8	4.1	0	4.8	5.2	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.94	-6.82	0	0	0	0	6.1	0
E10.5	E105_White_blood_cells	White_blood_cells	0.65	4.26	5	0	5	0	5	0
E10.5	E105_White_blood_cells	White_blood_cells	1.17	5.57	4.6	5.2	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.16	4.64	4.5	4.9	5.4	3.8	6.4	3.8
E10.5	E105_White_blood_cells	White_blood_cells	0.81	-1.1	0	0	0	0	0	5.2
E10.5	E105_Megakaryocytes	Megakaryocytes	0.27	-5.55	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.02	6.25	4.7	5.4	0	0	6.3	5.4
E10.5	E105_White_blood_cells	White_blood_cells	0.99	5.95	3.9	3.9	0	4.6	3.9	3.9
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.26	-5.32	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.52	-5.44	0	0	0	0	6.1	0
E10.5	E105_White_blood_cells	White_blood_cells	4.57	0.92	6	0	0	0	4.9	4.2
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.03	-5.29	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.92	-3.92	0	0	0	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	2.82	-2.72	0	0	0	0	0	4.9
E10.5	E105_White_blood_cells	White_blood_cells	3.52	-3.41	4.4	0	0	0	5.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.37	-3.2	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.07	1.7	5.2	0	0	0	5.9	5.9
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.6	-3.22	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.46	-5.18	0	0	0	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	2.29	2.97	5.4	0	0	0	6.4	0
E10.5	E105_White_blood_cells	White_blood_cells	3.93	6.87	0	4.8	5.1	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.85	-5.85	4	0	0	0	4.7	4
E10.5	E105_White_blood_cells	White_blood_cells	-0.15	5.29	6	4.6	6	0	6.2	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.22	5.75	4.7	4.7	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.68	4.74	0	0	0	0	0	5
E10.5	E105_White_blood_cells	White_blood_cells	1.48	4.02	4.3	4.7	0	0	6	3.6
E10.5	E105_Megakaryocytes	Megakaryocytes	1.29	-5.06	4.4	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	4.65	3.33	5.2	0	0	0	4.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.9	-5.76	0	0	0	0	6.8	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.48	3.68	0	0	0	5.4	5.4	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.43	-5.98	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.3	-5.83	0	0	0	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.68	3.09	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.84	-5.84	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	4.09	-1.1	0	0	0	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.19	3.71	0	0	0	0	5.8	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.16	-4.1	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.46	-5.54	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.9	6.89	0	0	0	4.4	4.4	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.29	5.66	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.2	2.65	0	5.5	0	0	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	1.33	1.28	5.3	0	0	0	7.3	0
E10.5	E105_White_blood_cells	White_blood_cells	1.08	0.42	5.9	0	0	0	5.2	5.2
E10.5	E105_White_blood_cells	White_blood_cells	4.63	1.6	6.6	0	4.2	4.2	6.1	0
E10.5	E105_White_blood_cells	White_blood_cells	1.44	1.01	5.3	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.32	4.83	0	6.5	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.08	-5.9	0	0	0	4.4	5.1	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.71	-1.62	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.02	7.26	0	4.6	0	0	5.3	0
E10.5	E105_White_blood_cells	White_blood_cells	4.17	1.66	4.6	4.6	4.6	4.6	4.6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.26	-2.05	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.11	-5.39	0	0	0	0	4.9	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.47	2.92	0	0	5.4	0	6.5	0
E10.5	E105_White_blood_cells	White_blood_cells	0.06	6.82	4.6	0	0	0	5.9	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.97	-6.5	0	0	0	0	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	0.56	6.42	5	0	0	0	5.7	5
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.05	-4.38	0	0	0	0	4.6	0
E10.5	E105_White_blood_cells	White_blood_cells	2.58	6.74	4.2	4.9	4.9	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.6	3.14	0	0	0	0	0	5.5
