day	Anno	celltype	UMAP_1	UMAP_2	down:Trps1	down:Maf	down:Tcf7l2	down:Hivep3	down:Mef2c	down:Zfp608
E10.5	E105_White_blood_cells	White_blood_cells	5.39	-3.28	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.87	-6.07	0	0	0	0	5.4	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.42	-6.5	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.23	-5.93	0	0	0	0	4.4	0
E10.5	E105_White_blood_cells	White_blood_cells	1.73	-2.48	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.22	-0.6	0	0	0	0	5.4	0
E10.5	E105_White_blood_cells	White_blood_cells	2.12	2.26	0	0	0	0	6.2	0
E10.5	E105_White_blood_cells	White_blood_cells	0.93	2.57	6.3	0	4.9	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.3	-3.99	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.27	-3.54	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-7.62	-5.83	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.21	-5.04	0	0	0	0	5.3	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-7.4	-3.13	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.11	-6.4	0	0	0	0	5.6	0
E10.5	E105_White_blood_cells	White_blood_cells	1.27	4.95	0	0	0	0	6.3	0
E10.5	E105_White_blood_cells	White_blood_cells	3.1	2.2	0	0	0	0	5.1	5.1
E10.5	E105_White_blood_cells	White_blood_cells	3.88	0.77	0	5	0	0	6.6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.24	-6.15	0	0	0	0	5.2	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.39	-5.47	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.98	-4.99	4.9	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-8.38	-3.8	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.47	6.96	4.6	3.9	4.6	0	0	4.6
E10.5	E105_White_blood_cells	White_blood_cells	2.35	3.93	0	0	0	0	6.1	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.11	-6.6	4.7	0	0	0	5.9	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.25	-5.03	0	0	0	0	5.3	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.55	-4.24	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	4	-0.68	0	0	0	0	6	0
E10.5	E105_White_blood_cells	White_blood_cells	0.55	5.25	4.9	0	0	0	4.9	4.9
E10.5	E105_White_blood_cells	White_blood_cells	4.65	-2.45	0	0	0	0	4.7	0
E10.5	E105_White_blood_cells	White_blood_cells	1.82	-3.63	4.6	0	0	0	4.6	0
E10.5	E105_White_blood_cells	White_blood_cells	3.98	2.46	0	4.8	0	0	6.7	5.2
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.88	-5.19	0	0	0	0	7	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.26	-2.39	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.18	3.61	0	0	0	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	1.42	-5.01	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.33	5.57	0	5.6	0	4	5.8	4
E10.5	E105_White_blood_cells	White_blood_cells	3.09	3.32	4.7	0	0	4.7	7	4.7
E10.5	E105_White_blood_cells	White_blood_cells	3.99	1.15	5.6	0	4.5	5.2	6.8	4.5
E10.5	E105_White_blood_cells	White_blood_cells	0.3	1.23	0	5	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.67	-6.03	0	0	0	0	5.9	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.07	-1.43	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.11	5.66	5	6.1	5.7	5	5.7	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.42	5.89	0	5.8	0	5.1	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	1.25	2.66	5.4	5.4	5.4	0	5.8	4.7
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.4	-1.42	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.58	6.03	0	0	5.1	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.56	3.64	6.4	0	0	0	6.4	0
E10.5	E105_White_blood_cells	White_blood_cells	0.8	5.72	0	4.8	4.8	0	5.7	0
E10.5	E105_White_blood_cells	White_blood_cells	2.77	-3.34	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.05	-1.81	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	5.35	-2.87	0	0	0	0	5.1	4.5
E10.5	E105_White_blood_cells	White_blood_cells	3.52	2.15	4.9	0	0	0	4.9	4.5
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.2	-4.19	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.47	-3.22	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.63	-2.52	0	0	0	0	4.2	4.2
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.83	-2.11	0	0	0	0	4.9	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.66	5.93	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.58	6.38	5.1	4.4	4.4	0	4.4	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.16	3.62	0	6.1	0	0	6.8	0
E10.5	E105_White_blood_cells	White_blood_cells	0.94	1.69	6.6	0	0	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	4.97	3.7	0	0	0	0	5.4	4.7
E10.5	E105_White_blood_cells	White_blood_cells	1.28	0.28	5.2	0	5.2	0	0	5.9
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.41	-4.75	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	6.81	4.68	0	0	0	0	0	4.3
E10.5	E105_White_blood_cells	White_blood_cells	1.58	3.5	0	5.2	0	0	0	5.2
E10.5	E105_White_blood_cells	White_blood_cells	-0.98	6.68	4.8	4.8	0	0	6.2	0
E10.5	E105_White_blood_cells	White_blood_cells	1.5	4.5	4.8	0	0	4.8	4.8	0
E10.5	E105_White_blood_cells	White_blood_cells	1.17	7.05	0	0	0	0	5.3	0
E10.5	E105_White_blood_cells	White_blood_cells	0.79	6.7	5.1	4.4	4.4	0	5.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.25	-5.17	0	0	0	0	6.4	0
E10.5	E105_White_blood_cells	White_blood_cells	2.67	1.99	5.6	0	4.9	0	5.6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.9	-6.61	5	0	0	4.3	5	0
E10.5	E105_White_blood_cells	White_blood_cells	0.09	5.29	5.7	0	0	0	5	0
E10.5	E105_White_blood_cells	White_blood_cells	3.07	3.46	0	0	0	0	6.3	0
E10.5	E105_White_blood_cells	White_blood_cells	5.03	2.33	4.9	0	3.5	0	4.6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.07	-5.06	0	0	0	0	6.3	0
E10.5	E105_White_blood_cells	White_blood_cells	1.57	-3.04	0	0	0	0	5.2	0
E10.5	E105_Megakaryocytes	Megakaryocytes	1.01	-4.6	0	0	0	0	5.4	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.7	-5.93	0	0	0	0	5.5	0
E10.5	E105_White_blood_cells	White_blood_cells	1.14	-3.06	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.67	2.85	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.29	2.63	0	0	0	0	6.2	0
E10.5	E105_White_blood_cells	White_blood_cells	2.09	3.69	0	5.3	0	5.3	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.6	0.82	0	5	0	0	6.8	0
E10.5	E105_White_blood_cells	White_blood_cells	0.87	5.53	0	4.6	0	0	5.2	4.6
E10.5	E105_White_blood_cells	White_blood_cells	-0.23	5.25	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.97	6.42	0	5	0	4.3	5.4	0
E10.5	E105_White_blood_cells	White_blood_cells	2.76	-1.81	0	0	4.8	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.56	1.6	0	5.4	5.4	5.4	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.67	4.48	0	0	0	5.2	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.21	5.03	0	6	6	0	6	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.15	1	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.03	0.55	4.8	0	0	0	4.8	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.06	6.87	4.8	5.5	0	0	5.5	0
E10.5	E105_White_blood_cells	White_blood_cells	3.02	3.74	4.6	0	3.9	0	6.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.47	-5.44	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.03	-3.54	0	0	0	0	4.7	0
E10.5	E105_White_blood_cells	White_blood_cells	5.03	2.9	0	0	4.9	0	5.3	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.09	4.3	6.4	5.3	5.3	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.88	-3.62	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.5	0.09	0	0	4.5	0	4.5	5.5
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.79	-6.19	0	0	0	0	6.2	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.49	-4.81	0	0	0	0	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	0.97	6.56	0	4.5	0	0	0	4.5
E10.5	E105_White_blood_cells	White_blood_cells	4.02	5.32	0	0	0	0	6.5	0
E10.5	E105_White_blood_cells	White_blood_cells	1	6.86	4.7	4	4	0	5.6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.21	-2.71	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	6.9	4.19	0	0	0	0	4.8	0
E10.5	E105_White_blood_cells	White_blood_cells	3.3	7.55	5.1	5.1	5.4	4	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.2	-5.12	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.07	-0.15	5.5	0	0	0	5.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.84	-4.61	0	0	0	0	5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.28	-2.43	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.18	2.01	0	0	0	0	6.5	0
E10.5	E105_White_blood_cells	White_blood_cells	2.6	2.28	0	0	5.4	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.27	-5.48	0	0	0	0	5.3	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.19	-3.96	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.2	1.5	0	0	5.7	0	6.4	0
E10.5	E105_White_blood_cells	White_blood_cells	1.14	4.89	5.2	4.6	0	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	3.47	6.79	4.5	5.6	4.5	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	1.22	5.67	0	5	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.83	3.4	0	0	0	0	6.7	0
E10.5	E105_White_blood_cells	White_blood_cells	3.35	3.84	4.4	0	0	4.4	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.26	1.64	0	0	5.4	0	6.1	0
E10.5	E105_White_blood_cells	White_blood_cells	3.12	2.53	5.3	0	0	0	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.07	6.36	4.7	5.4	0	4.7	4.7	0
E10.5	E105_White_blood_cells	White_blood_cells	4.65	2.8	5.5	5.5	4.1	4.1	5.2	4.1
E10.5	E105_White_blood_cells	White_blood_cells	-0.25	7.6	4.7	5.4	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.88	-6.69	0	0	0	0	5.7	0
E10.5	E105_White_blood_cells	White_blood_cells	3.02	-3.58	5.3	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	4.55	0.2	4.6	0	0	0	6.1	3.5
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.23	-5.81	0	0	0	0	6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.85	-5.27	0	0	0	3.6	4.3	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.45	4.29	0	5.5	5.5	0	5.5	0
E10.5	E105_White_blood_cells	White_blood_cells	3.18	-2.28	4.3	0	0	0	5.7	4.3
E10.5	E105_White_blood_cells	White_blood_cells	1.09	4.79	3.5	4.2	4.2	4.2	5.8	3.5
E10.5	E105_White_blood_cells	White_blood_cells	6.53	4.66	4.6	0	0	0	4.6	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.19	7.5	4.1	4.1	0	4.1	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.29	4.78	0	0	0	0	5.3	0
E10.5	E105_White_blood_cells	White_blood_cells	1.04	7.18	4	5.7	4	0	5.9	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.76	-6.55	0	0	0	0	5.4	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.78	2.69	0	0	0	5.5	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.31	-5.61	3.7	0	0	0	3.7	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.26	3.39	0	0	0	0	5.2	0
E10.5	E105_White_blood_cells	White_blood_cells	1.61	4.89	0	0	5.2	5.9	7	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.51	-5.21	4	0	0	0	6.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.24	-4.46	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	4.07	-2.65	4.8	0	0	0	4.8	0
E10.5	E105_White_blood_cells	White_blood_cells	3.32	-0.07	5	0	0	0	6.6	0
E10.5	E105_White_blood_cells	White_blood_cells	5.12	2.12	4.5	0	0	0	6.5	4.9
E10.5	E105_White_blood_cells	White_blood_cells	0.12	2.94	5.5	0	4.4	0	6	0
E10.5	E105_White_blood_cells	White_blood_cells	3.64	3.74	0	5	0	0	6.4	0
E10.5	E105_White_blood_cells	White_blood_cells	0.11	3.26	5.8	5.1	5.1	0	6.2	0
E10.5	E105_White_blood_cells	White_blood_cells	2.06	3.22	0	0	0	0	6	5.6
E10.5	E105_White_blood_cells	White_blood_cells	0.63	2.61	0	4.6	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.58	-6.01	0	0	0	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	1.96	1.57	0	0	5	0	6.1	5
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.89	-5.84	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.11	-6.58	0	0	0	0	6.4	0
E10.5	E105_White_blood_cells	White_blood_cells	2.51	-3.49	4.4	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.73	-6.38	0	0	0	0	4	0
E10.5	E105_White_blood_cells	White_blood_cells	2.35	3.84	0	0	0	0	6.9	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.48	-5.06	0	0	0	0	5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.52	-4.97	0	0	0	0	4.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.34	-5.88	3.8	0	0	0	4.9	3.8
E10.5	E105_Megakaryocytes	Megakaryocytes	-7.74	-3.2	5.1	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.53	5.31	0	5.8	4.8	4.8	5.8	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.38	-4.47	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.29	1.83	4.8	5.5	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-8.88	-4.05	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.35	7.06	4.7	5.9	0	0	4.7	0
E10.5	E105_White_blood_cells	White_blood_cells	2.63	6.35	5.8	4	4.7	4	5.1	4.7
E10.5	E105_Megakaryocytes	Megakaryocytes	0.05	-3.79	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.1	2.65	5.4	0	0	0	5.4	0
E10.5	E105_White_blood_cells	White_blood_cells	3.4	1.05	5.4	0	0	0	6.5	0
E10.5	E105_White_blood_cells	White_blood_cells	0.81	2.23	5.6	5.6	0	0	6	0
E10.5	E105_White_blood_cells	White_blood_cells	1.29	2.91	5.1	5.8	0	0	6.5	5.1
E10.5	E105_White_blood_cells	White_blood_cells	1.94	5.32	0	0	0	0	4.8	5.5
E10.5	E105_White_blood_cells	White_blood_cells	3.42	5.38	4.5	5.6	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.2	-6.65	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.71	5.78	4.9	6	0	0	6	0
E10.5	E105_White_blood_cells	White_blood_cells	0.08	5.06	4.8	0	0	0	5.9	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.68	-7.22	0	0	0	0	6	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.41	-6.53	0	0	0	0	5.3	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.94	-2.64	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.49	6.22	0	0	0	0	5.3	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.17	-5.51	0	0	0	0	6.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-7.6	-2.83	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.31	6.34	5.1	5.1	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.35	5.69	0	0	5.1	5.1	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.68	1.72	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.89	7.6	0	0	0	0	5.7	0
E10.5	E105_White_blood_cells	White_blood_cells	3.18	-3.26	0	0	0	0	4.9	4.9
E10.5	E105_Megakaryocytes	Megakaryocytes	-5.89	-6.26	0	0	0	0	6.2	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.22	5.05	5.1	5.8	0	0	5.8	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.07	-4.4	0	0	0	0	5.4	0
E10.5	E105_White_blood_cells	White_blood_cells	4.86	3.82	4.4	5.1	5.1	0	4.4	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2.43	-5.94	0	0	0	0	6.4	0
E10.5	E105_White_blood_cells	White_blood_cells	1.37	6.27	5.5	0	4.8	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.55	-6.45	4.6	0	0	0	0	4.6
E10.5	E105_White_blood_cells	White_blood_cells	1.84	7.63	4.6	3.9	3.9	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.48	-6.81	0	0	0	0	5.9	0
E10.5	E105_White_blood_cells	White_blood_cells	2.05	-1.27	0	0	0	0	0	5.1
E10.5	E105_White_blood_cells	White_blood_cells	-0.02	7.52	4.6	4.6	0	3.9	6.1	0
E10.5	E105_White_blood_cells	White_blood_cells	2.75	4.91	4.3	5	0	0	5.4	4.3
E10.5	E105_White_blood_cells	White_blood_cells	3	-3.83	5.2	0	0	0	3.9	3.9
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.86	-2.7	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.9	6.36	3.6	4.3	0	0	6.5	3.6
E10.5	E105_White_blood_cells	White_blood_cells	-1.22	7.03	0	5.1	0	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	5.47	-3.07	0	0	0	0	0	4.3
E10.5	E105_White_blood_cells	White_blood_cells	7.03	4.86	0	4.3	4.3	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.06	1.83	5.4	0	5.4	0	5.4	0
E10.5	E105_White_blood_cells	White_blood_cells	0.96	5.6	0	6.4	4.8	0	5.5	4.8
E10.5	E105_White_blood_cells	White_blood_cells	1.76	5.17	4.4	4.4	0	0	6	0
E10.5	E105_White_blood_cells	White_blood_cells	-1	3.68	0	5.4	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.23	6.24	5.5	4.4	0	0	5.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-2	-4.64	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.23	3.56	5.6	5.2	4.5	0	6.3	4.5
E10.5	E105_White_blood_cells	White_blood_cells	3.72	-2.73	0	0	0	0	5.1	0
E10.5	E105_White_blood_cells	White_blood_cells	0.96	-5.11	0	0	0	0	5.6	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.44	3.35	5.2	0	5.2	0	5.9	5.2
E10.5	E105_White_blood_cells	White_blood_cells	2.72	2.6	5.4	5.8	0	4.7	5.4	4.7
E10.5	E105_White_blood_cells	White_blood_cells	-0.35	4.9	0	5.6	0	0	6.3	5
E10.5	E105_White_blood_cells	White_blood_cells	2.67	2.41	5.8	0	0	0	5.1	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-8.58	-4.36	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.54	1.26	4.9	4.9	4.9	0	4.9	0
E10.5	E105_White_blood_cells	White_blood_cells	2.75	5.47	0	5.8	0	0	5.8	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.3	-6.77	0	0	0	0	6.7	0
E10.5	E105_White_blood_cells	White_blood_cells	4.12	3.97	5.3	0	0	0	5.6	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.4	-1.26	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.8	-5.93	0	0	0	0	5	0
E10.5	E105_White_blood_cells	White_blood_cells	3.61	6.09	0	0	0	0	5.7	4.7
E10.5	E105_White_blood_cells	White_blood_cells	0.3	1.86	0	5.9	5.3	0	5.3	0
E10.5	E105_White_blood_cells	White_blood_cells	0.64	4.02	4.5	5.6	0	4.5	6.1	0
E10.5	E105_White_blood_cells	White_blood_cells	1.19	1.28	0	0	0	0	0	5.2
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.72	-3.85	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.52	7.53	0	4.4	4.4	4.4	5.1	0
E10.5	E105_White_blood_cells	White_blood_cells	1.88	6.43	0	0	0	4	4.7	4
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.67	-2.61	0	0	0	0	5.3	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.29	-4.12	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.29	2.95	0	0	0	0	5.3	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.45	3.14	5.1	5.8	5.1	5.1	5.1	5.1
E10.5	E105_White_blood_cells	White_blood_cells	3.55	-0.96	0	0	5.6	0	6.3	5.6
E10.5	E105_Megakaryocytes	Megakaryocytes	-8.37	-4.03	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.15	-2.78	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.72	-2.56	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.06	-6.4	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.83	-6.19	0	0	0	0	5.6	0
E10.5	E105_White_blood_cells	White_blood_cells	2.64	-0.85	0	0	0	0	4.9	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.37	4.35	6	0	0	0	0	5.3
E10.5	E105_White_blood_cells	White_blood_cells	2.44	-1.37	5.3	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.01	-4.62	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	0.55	0.73	6.1	0	0	0	7.2	0
E10.5	E105_White_blood_cells	White_blood_cells	0.25	7.2	0	0	0	0	0	5.5
E10.5	E105_Megakaryocytes	Megakaryocytes	-3.64	-5.48	0	0	0	0	6.5	0
E10.5	E105_White_blood_cells	White_blood_cells	0.47	6.51	4.4	5.1	5.5	0	6.2	0
E10.5	E105_White_blood_cells	White_blood_cells	-1.42	5.36	0	0	0	0	6	0
E10.5	E105_White_blood_cells	White_blood_cells	0.19	4.31	0	4.3	4.3	0	5.7	5
E10.5	E105_White_blood_cells	White_blood_cells	3.1	5.37	0	0	0	0	5.8	0
E10.5	E105_White_blood_cells	White_blood_cells	0.39	3.53	0	5.4	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	3.85	4.03	0	0	0	0	6.1	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.3	4.03	0	0	5	0	5	5
E10.5	E105_White_blood_cells	White_blood_cells	3.37	1.48	5.5	5.5	5.5	0	5.5	4.9
E10.5	E105_White_blood_cells	White_blood_cells	2.18	2.53	5.5	0	0	0	5.5	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-4.69	-6.68	0	0	0	0	6.2	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.27	7.7	0	4.7	0	0	5.8	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.18	-5.09	0	0	0	0	4.4	0
E10.5	E105_White_blood_cells	White_blood_cells	2.99	4.51	5.2	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.88	-3.86	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.3	-2.25	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.39	-4.81	0	0	0	0	5.3	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-0.6	-2.95	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	4.07	-0.94	4	0	4	4	6.4	0
E10.5	E105_White_blood_cells	White_blood_cells	0.36	5.9	0	4.8	0	0	5.9	4.8
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.88	-3.83	0	0	0	0	5.6	0
E10.5	E105_White_blood_cells	White_blood_cells	4.38	-1.15	0	0	0	0	5.2	5.2
E10.5	E105_Megakaryocytes	Megakaryocytes	0.62	-5.96	0	0	0	0	5.5	0
E10.5	E105_White_blood_cells	White_blood_cells	2.92	4	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	0.84	-5.53	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	1.74	-3.29	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-1.47	-3.84	0	0	0	0	0	5.1
E10.5	E105_Megakaryocytes	Megakaryocytes	-6.16	-6.36	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	-0.11	-2.75	0	0	0	0	0	0
E10.5	E105_Megakaryocytes	Megakaryocytes	-7.78	-5.2	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.63	7.71	4	5.1	4	0	5.1	4
E10.5	E105_Megakaryocytes	Megakaryocytes	-8.48	-4.71	0	0	0	0	0	0
E10.5	E105_White_blood_cells	White_blood_cells	2.47	3.04	5.3	0	0	0	7.4	0
