day	Anno	celltype	UMAP_1	UMAP_2	marker:Cer1	marker:Krt18	up:Sox17	up:Hesx1	up:Nr2f6	up:Hmga1	up:Sall4	up:Ovol2	up:Klf6	up:Mbd3	up:Elf3	up:Lin28a	up:Tead2	up:Nfkb1	up:Ybx1	down:Pou5f1	down:Mixl1	down:T	down:Foxj1	down:Sp5	down:Pa2g4	down:Foxa2	down:Trp53	down:Eomes	down:Cebpb	down:Junb	down:Sox11	down:Mycn	down:Lef1	down:Egr1	down:Olig1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.92	-4.03	2.7	2	0	0	0	0	3.3	0	0	2	0	0	3.7	0	5.8	4.5	2.7	0	3.7	3.3	4.5	3.3	3	2.7	0	0	2.7	2	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.67	-1.08	2.2	3.4	0	0	2.2	3.2	2.2	2.2	0	2.8	2.2	0	2.2	0	6.2	4.1	2.2	2.8	0	3.2	4.3	0	2.2	3.4	0	0	2.8	0	2.2	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.42	2.26	5.6	3.1	5.9	1.8	0	3.1	3.5	2.4	0	2.8	0	1.8	3.3	0	6.1	3.5	2.8	3.3	0	3.9	4.3	3.1	3.6	2.4	0	0	1.8	0	1.8	2.4	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.37	3.66	2.9	3.6	5.1	0	2.3	2.3	2.9	0	0	2.9	2.9	2.3	3.6	0	5.9	4.3	0	0	0	4.2	5	0	3.3	3.8	2.3	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.14	0.37	2	3	0	0	0	3	0	0	0	0	0	0	3.8	0	5.8	4.5	3.3	3	2	3.6	4.2	4.3	3	3.5	3.5	0	0	0	0	0	2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.19	1.35	5	3.1	4.8	3.1	2.7	2.1	2.7	2.1	0	3.1	0	0	3.6	0	5.9	4.2	2.1	0	0	3.4	4	2.1	3.4	2.7	0	0	2.1	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.97	-0.38	4.5	2.4	5.1	0	1.8	0	3.6	0	1.8	3.3	0	1.8	4	0	5.9	4.3	2.8	2.4	0	1.8	4	3.3	3.5	3.1	0	0	2.4	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.73	-5.64	2.1	2.8	3.7	0	2.8	3.2	2.8	2.1	0	2.8	0	0	3.7	0	5.7	5.1	0	0	0	3.2	4.6	0	3.4	2.1	2.1	0	0	2.1	2.1	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.39	3.39	4.4	3.8	5.1	0	1.8	2.8	3.6	3	1.8	3.3	3.4	0	3.4	1.8	6	2.4	1.8	0	0	3.3	4.2	3	3	2.4	0	1.8	0	0	0	2.4	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.59	0.23	4.7	0	4.5	0	0	2.1	2.8	0	0	3.2	0	2.8	3.2	0	6.2	4	3.2	2.1	0	2.8	4	3.2	3.2	3.4	0	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.4	0.63	5.3	4.3	4.4	0	3	2	2.6	3	2	3.8	0	2	3.9	0	5.9	3.8	2	0	0	0	4.2	3	3.2	2.6	0	0	2	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.2	2.74	3.8	3.4	4.6	0	2.6	2.6	3.2	2	2	3.6	0	2.6	3.6	0	5.7	3.9	3.2	2	0	0	3.2	3	4.1	2	0	0	0	0	0	2	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.38	2.65	5.4	3.7	5.1	0	1.8	1.8	3.7	2.4	2.4	2.8	0	3.3	3.1	0	5.7	2.4	1.8	1.8	0	2.8	4.4	1.8	3.1	3.3	0	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.59	1.42	4.3	2.8	4.1	1.8	1.8	1.8	1.8	1.8	0	2.5	0	3.1	3.7	0	6	4	3.7	3.5	0	4.5	2.8	2.5	3.9	3.8	2.5	1.8	2.5	0	0	0	3.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.11	2.44	4.3	0	5	0	0	0	2.2	0	0	3.3	0	2.2	2.9	0	5.9	4.3	2.9	0	0	3.9	2.2	3.3	3.3	3.3	0	3.3	0	0	0	2.2	2.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	5.14	-0.95	3.7	1.8	0	0	0	2.7	1.8	0	0	3.4	0	1.8	3	0	5.9	4.7	2.4	2.4	0	2.7	4.3	4.3	3.4	3.2	0	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.86	2.1	3.1	3.5	1.9	0	2.5	0	1.9	0	0	3.1	0	2.5	2.9	0	6.1	4.4	2.9	3.4	0	3.1	4	3.1	3.9	2.5	0	0	2.5	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.45	1.6	5.3	3	4.2	2	2.6	3	0	2.6	0	2.6	0	0	3.9	0	6	3.2	2	2	0	0	4	2	3.5	2.6	3	0	0	0	0	0	2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.58	-5.03	2.3	0	0	0	0	0	2.3	0	2.3	4	0	0	3.3	0	6.3	4.5	2.3	0	0	2.3	3.8	2.9	3.3	3.3	0	0	2.3	2.3	2.3	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.33	1.78	2.8	3.6	3.8	0	0	2.1	2.8	2.1	2.1	2.8	2.1	2.1	3.4	0	6.2	4	3.1	0	0	3.4	4.2	3.1	3.1	3.6	0	0	0	0	0	2.1	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.32	2.96	5.4	3.5	4.9	2.5	3.2	3.8	2.5	2.5	0	0	0	0	3.2	0	6	4.5	0	0	0	4.4	4.7	2.5	2.5	0	0	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.52	-0.79	2.6	2.6	4.6	0	0	3	2.6	0	2.6	2	0	0	3.3	0	6.1	4.2	3	0	0	3.8	3.5	2.6	3	2.6	0	3	2.6	0	0	2	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.57	1.2	3.7	2.8	3.7	0	0	3.2	2.2	0	0	2.8	0	0	2.2	0	5.8	3.2	4.4	2.2	0	4.1	4	2.2	2.8	3.5	0	0	0	0	2.8	0	2.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.25	1.48	2.9	3.6	0	0	0	1.9	2.9	0	2.5	0	0	0	3.4	0	5.9	4.4	3.8	3.2	1.9	4.6	4.3	3.8	3.4	3.6	2.5	1.9	0	1.9	1.9	0	1.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.27	-3.77	2.8	2.6	0	0	2.2	2.2	2.6	1.6	0	3.6	0	1.6	3.7	0	6.2	4.6	3	1.6	0	3.2	3.7	0	3.4	2.8	0	0	0	1.6	1.6	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	5.21	2.56	2	2.7	0	0	0	3.1	2	2	0	3.9	0	0	4.1	0	6.1	5.1	3.3	2.7	2.7	3.1	4.4	4.6	3.3	3.5	0	2.7	0	2.7	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.03	2.47	4	0	4.3	0	2.1	2.8	3.4	0	0	2.8	0	0	3.1	0	6	3.6	2.8	2.1	0	4.2	4.5	3.6	3.1	2.1	0	0	0	0	0	2.1	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.12	2.14	0	2.7	0	0	2.7	2.7	0	0	2.7	0	0	2.7	3.7	0	5.9	4.8	0	0	3.3	2.7	4.2	4	3.7	2.7	2.7	0	2.7	3.3	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.54	-0.56	2.9	0	2.9	0	2.9	2.9	2.9	0	0	4.2	0	0	3.5	0	6.5	4.6	2.9	0	0	3.5	2.9	0	2.9	3.5	0	0	0	2.9	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.52	2.83	5.8	2.9	5.3	2.2	0	2.9	3.3	2.2	2.2	3.5	3.3	2.2	2.9	0	6	3.9	0	2.2	0	0	4.2	2.2	3.8	0	0	2.9	2.2	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.54	-1.3	4.4	1.8	3.6	0	0	2.8	0	0	1.8	2.8	0	0	3.7	0	6	3.9	4	0	0	3.2	4	2.4	3.9	2.4	0	0	1.8	0	1.8	1.8	1.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.48	0.48	4	2.5	4.8	0	0	3.2	2.9	0	1.9	3.4	0	1.9	3.9	0	6.3	3.7	3.6	2.9	0	4	4	2.5	3.6	3.6	1.9	0	1.9	0	0	0	1.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.74	2.1	0	2.9	0	1.9	1.9	1.9	2.9	0	0	2.9	0	1.9	3.7	1.9	5.9	4.3	0	0	3.4	0	4.5	3.7	3.2	1.9	1.9	0	2.5	3.9	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.75	2.21	4.4	3.3	4.6	0	1.7	1.7	1.7	0	0	3	0	0	3.5	0	6	4.4	3	3.7	0	4	3	0	3.6	2.3	1.7	0	0	0	0	0	1.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.62	2.7	5.5	3.9	4.7	1.8	1.8	3.2	2.8	3	3.2	3.2	0	2.4	3.9	0	6	3.6	0	0	0	0	3.8	2.4	2.8	2.8	0	0	1.8	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.02	-1.98	2.4	2.4	2.8	0	0	1.8	2.4	0	1.8	2.8	0	0	3.4	0	6.1	3.9	3.8	0	0	1.8	4	2.8	3.2	3	2.4	0	1.8	0	0	1.8	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.2	-4.29	4	2	3.9	0	0	2.6	2	0	2	2.6	0	2.3	3	0	6.1	4.4	3	2.3	0	3.6	4.2	2	3.2	3.1	0	0	2.3	2	2.3	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.31	-1.12	0	2.6	4.7	0	0	2	0	0	0	3	0	0	3.5	0	6.2	4.6	3.8	2.6	0	3.2	5	3.2	3.5	3.5	0	0	0	0	2	2	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.14	-1.56	0	2.1	0	0	0	0	2.8	0	0	3.2	0	2.1	3.8	0	6.2	4.7	4.7	3.6	0	3.8	3.6	2.1	2.8	3.4	2.8	2.8	0	2.8	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.19	-3.09	3.7	3.1	4.4	0	1.9	1.9	2.5	0	1.9	2.9	0	0	3.4	1.9	6.1	3.4	3.8	1.9	0	4.6	3.9	0	3.7	2.9	0	0	2.5	1.9	1.9	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.89	4.45	0	3.5	0	0	0	3.7	0	0	0	2.8	0	2.2	3.2	0	5.8	5	4.8	4.7	4.2	3.9	4	2.8	0	4.2	0	2.2	2.2	2.2	0	2.2	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.98	-2.65	0	0	0	0	0	3.3	1.8	0	1.8	3.4	0	2.4	2.8	0	5.8	4.7	4.3	3.6	0	3.7	4.1	4.3	3.8	3.9	0	0	2.4	1.8	1.8	1.8	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.42	-5.83	0	0	0	0	2.2	3.4	1.6	0	0	3.2	0	1.6	3.4	0	6.1	4.9	2.8	3.2	1.6	3.2	4.4	2.2	3.6	2.8	1.6	0	2.2	2.6	1.6	2.2	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.5	-1.87	3.4	2.7	2.7	0	0	0	3.4	0	0	3.8	0	0	3.4	0	6.1	4.6	4	2.7	0	4.3	0	0	0	0	2.7	0	2.7	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.18	-5.9	0	1.5	0	0	1.5	2.4	2.9	0	1.5	3.5	0	2.1	3.1	0	6	4.6	3.4	3.6	0	3.6	3.7	2.4	3.4	2.9	0	0	2.7	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.6	-1.28	4.1	0	4.3	0	1.6	3.4	2.9	0	0	2.9	0	0	3.9	0	6	4.3	4.7	1.6	0	3.7	4	0	2.9	2.2	1.6	2.6	2.6	2.9	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.38	-2.93	0	0	0	0	0	2.1	0	0	0	2.7	0	2.1	3.6	0	6.2	4.2	2.7	0	0	3.3	4	0	2.7	3.9	0	0	3.1	2.1	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.37	0.8	3.4	2.1	5.2	0	2.1	3.1	3.1	2.7	0	2.7	0	0	2.1	0	6	4.6	2.7	0	0	2.7	4.5	2.1	2.7	2.1	0	0	3.1	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.77	-3.68	2.3	2.9	2.3	0	0	2.9	3.3	0	2.3	2.9	0	0	3.3	0	6.3	4.3	2.9	4	0	5	4	0	2.3	2.3	0	0	2.3	0	0	0	2.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.54	-0.88	0	2.2	0	0	0	2.9	2.2	0	0	3.2	0	2.2	3.2	0	6.2	4.9	2.9	2.9	0	4.2	2.2	2.9	2.9	2.2	2.2	0	2.2	2.9	2.2	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.16	0.11	4.4	3.7	5.1	0	2.9	2.9	3.3	0	1.6	3.3	0	1.6	3.1	0	5.9	3.3	2.2	0	0	3.4	4.1	1.6	3.5	2.6	0	0	2.9	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6	2.21	0	3.2	0	0	0	2.2	3.2	0	2.2	3.2	0	0	2.2	0	6.1	4.8	3.5	2.8	3.9	0	3.7	3.5	3.2	3.7	3.5	2.2	2.2	2.2	0	3.2	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-6.18	0.35	5.9	4.1	5.3	0	2.9	2.9	3.7	3.4	1.9	1.9	0	3.4	3.6	0	5.9	3.2	2.5	1.9	0	3.6	4.6	1.9	3.2	2.5	1.9	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.81	1.97	4.3	3.9	4	0	0	0	2.4	0	0	3.3	0	1.8	3.6	0	6	4.2	4.2	2.4	0	3.6	4.2	2.8	3.8	3.3	2.8	1.8	1.8	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.33	2.2	3	2.6	0	0	0	0	2	0	2.6	3	0	0	3.7	0	6.4	5.1	2	2	3.7	0	4	3.3	3.7	2.6	0	2	2.6	2.6	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.84	0.87	4.5	2.1	2.1	0	2.1	3.1	2.7	0	0	2.7	0	0	3.3	0	5.9	4.5	2.7	2.7	0	3.9	3.6	2.1	3.6	0	2.1	0	2.1	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.93	-1.54	0	2	0	0	2.6	3.5	3	0	2	2.6	0	0	3	0	6.1	4.8	4.5	3.6	0	3.9	4	4.2	3.6	3.9	3	0	2	0	2	2	2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.52	-2.15	0	2.1	0	0	0	1.5	2.1	0	0	3.8	0	1.5	3.3	0	6.1	4.6	4.1	3	0	4.2	4.7	3.4	3.5	3.7	0	0	3	2.1	2.1	0	1.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.88	1.99	5.1	3.5	3.7	0	2.2	2.8	2.2	0	0	3.7	0	2.2	3.9	0	5.8	3.7	3.2	2.8	0	3.2	4.3	0	3.5	0	0	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.94	-1.26	2.4	3.1	2.4	0	0	0	0	0	0	3.1	0	1.8	3.3	0	6.2	3.9	3.9	2.8	0	4.3	4.6	3.1	3.6	2.8	0	0	0	1.8	0	0	1.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.48	0.75	4	3.8	0	0	2.5	2.5	0	0	2.5	3.5	0	0	2.5	0	6.4	4.2	4	3.8	2.5	4	3.8	4.3	2.5	3.1	0	0	2.5	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.46	-0.59	4.7	3.8	4.5	1.6	2.2	1.6	2.9	0	0	3.3	0	2.6	2.6	0	6	4.2	2.9	2.6	0	3.5	4.2	3.3	2.2	1.6	0	1.6	0	0	0	0	1.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.32	0.3	5.5	2.5	5.3	0	2.5	3.1	3.5	0	0	2.5	0	2.5	3.5	0	6.5	3.8	0	0	0	3.1	4.5	0	3.5	2.5	0	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.07	0.72	4.7	1.8	4	0	0	2.8	3.3	0	2.5	3.3	0	0	3.5	0	6.1	4.3	3.3	1.8	0	3.8	4.4	2.8	3.5	2.8	0	0	0	0	1.8	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.83	-1	4.6	3.1	4.7	0	0	2.4	3.9	0	1.8	2.8	0	1.8	4.1	0	6.2	3.8	2.8	2.4	0	3.5	3.8	1.8	3.3	1.8	0	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.5	-0.22	2.1	0	4.2	0	0	2.1	2.8	0	2.1	3.4	0	2.1	3.4	0	6.2	3.8	3.8	0	0	2.8	4.3	3.1	3.1	2.1	0	2.8	2.8	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.14	0.03	4	2.6	2	0	2.6	2.6	2.6	0	2.6	0	0	2	3.2	0	5.9	4.7	2.6	3.8	2.6	4.3	3.8	3.8	3.6	3.8	0	0	0	0	2	3	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.34	3.58	2.8	4.2	0	0	0	0	0	0	3.5	0	0	0	2.8	0	5.2	3.5	3.5	4.4	0	3.9	0	0	0	3.5	2.8	0	2.8	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.03	1.74	5.1	3.5	4.2	2.7	2.9	2.7	3.1	1.7	2.9	2.7	2.3	2.3	2.9	0	5.7	3.1	0	0	0	3.1	4.1	2.9	3.1	2.3	0	0	1.7	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.47	0.26	1.9	2.5	0	0	1.9	1.9	2.9	2.5	0	2.5	0	1.9	3.8	0	5.9	4.6	3.7	0	0	4.2	4.1	2.5	3.7	2.9	1.9	1.9	2.5	2.5	1.9	2.5	2.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-6.62	3.54	3.7	3	2.6	0	1.6	3.5	1.6	1.6	0	3.4	2.2	1.6	3.8	0	6.1	4.7	3.7	4	0	3	4	1.6	3	2.6	1.6	1.6	2.2	1.6	1.6	1.6	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	5.57	2.26	1.9	3.4	0	0	0	2.6	0	0	2.6	3.2	0	1.9	3.6	0	5.9	4.7	0	2.6	3.6	3.2	3.6	3.9	3.2	3.2	1.9	3.4	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.5	2.34	5.4	2	4.7	0	0	2	2.6	2.6	2	4.2	0	2.6	3.3	0	6	4.2	0	2	0	3	4.1	3	3.8	0	0	2	2.6	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.09	4.35	4.8	4.5	3.6	0	1.8	2.8	3.5	2.8	1.8	3.5	0	1.8	3.8	0	6	3.9	2.8	0	0	4.2	4.6	1.8	3.3	3.5	0	2.4	1.8	1.8	0	1.8	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.27	-1.97	0	1.9	4	0	2.5	2.5	3.5	1.9	2.5	2.9	0	0	3.2	0	6	4.7	3.2	3.5	0	2.9	4.4	2.9	2.9	0	0	0	1.9	0	1.9	1.9	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.85	-0.2	5.5	0	5.8	0	3.3	4	3.7	0	2.6	3.3	0	0	3.7	0	6.2	4.2	0	0	0	3.7	4	2.6	3.3	0	0	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.96	2	0	3.1	0	0	0	2.8	2.8	0	0	2.1	0	2.1	3.1	2.1	6	5.1	0	0	3.1	0	3.8	0	3.4	2.1	3.1	0	0	4.3	2.1	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.75	2.98	5	3.2	4.5	0	2	2	2.6	2	0	2	0	0	4	0	5.9	3.5	0	0	0	2.6	4	2.6	3.6	2	2	2	2.6	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.37	-3.03	3.2	0	2.8	0	1.6	0	2.6	0	0	2.8	0	2.2	4.3	0	6	4.2	4	3.2	1.6	3	3.6	3.5	3.5	3.6	2.6	0	2.8	0	0	0	2.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.33	-1.09	4.1	3.9	4.7	0	2	3.2	2	2.6	0	3.5	0	0	3	0	6.2	4.1	3.9	0	0	3.6	3.5	3.2	3.5	3	0	2	0	0	2.6	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.05	-5.87	0	1.9	0	0	0	2.5	1.9	0	1.9	2.2	0	0	3.3	0	6.2	4.7	1.3	2.2	0	3.5	4.2	2.7	2.5	2.9	0	0	2.7	2.5	1.3	1.9	1.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.74	-1.79	2	0	0	0	0	3	3	2.6	2	3.4	0	2	3.2	0	6.1	4.6	4.1	2	0	3	4.6	3.2	4.3	3.4	2	2	2	2	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.12	-2.57	0	2.3	0	0	0	0	2.3	0	2.3	3.3	0	0	4	0	5.7	4.4	0	0	0	3.6	4.1	2.9	2.3	2.3	0	0	2.3	2.3	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.79	-2.65	0	1.9	0	0	0	2.9	0	0	0	3.6	0	0	1.9	0	5.9	4.6	4.1	2.9	0	4.3	4.3	2.9	3.2	3.2	1.9	0	2.6	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.8	-4.4	3.6	2.9	2.5	0	0	2.5	3.4	0	0	2.5	0	0	2.9	0	6.2	4.5	2.9	3.7	0	3.2	4.1	1.9	3.6	3.2	0	0	2.5	0	2.9	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.37	2.71	4.2	2.4	4.8	0	2.4	2.4	3	2.4	0	3.2	0	0	2.8	1.8	5.8	4	3	1.8	0	2.8	4.1	2.8	3	2.8	2.4	0	0	0	1.8	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.24	-0.3	2.5	0	0	0	0	1.9	0	0	0	2.5	0	1.9	3.2	0	5.6	4.2	1.9	1.9	0	3.6	4.5	3.2	3.6	3.2	1.9	0	2.5	0	1.9	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.48	2.08	4.9	2.9	4.9	0	0	2.3	0	0	0	0	0	0	3.8	0	6	4.7	0	2.3	0	2.3	4.1	2.9	4.2	2.9	0	0	2.3	2.3	0	2.3	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.74	2.43	2.6	0	0	0	0	3.5	2	2	0	2	0	0	3.5	0	5.9	4.8	3.3	0	3	2.6	3.8	2.6	3.3	3.7	2.6	0	2.6	2	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.21	-1.5	0	2.1	0	0	0	3.1	0	0	0	2.1	0	2.1	3.1	0	6	4.4	3.4	2.7	0	4.1	4.2	2.1	3.1	4.2	2.1	0	0	2.1	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.81	2.63	4	3.4	4.2	0	1.9	2.9	2.6	2.9	1.9	1.9	0	1.9	3.6	0	5.9	3.6	2.9	1.9	0	2.9	4.7	1.9	3.2	2.9	0	0	3.2	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.01	0	3	0	4.5	0	0	2.7	2	0	0	3.5	0	0	3.7	0	6	3.5	3.5	2	0	4.1	4	2.7	4	0	0	2	2	2	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.45	-0.86	0	0	2.8	0	0	3	2.8	0	1.8	2.4	0	1.8	2.8	0	6	4.4	2.8	2.8	0	3.8	4	3.4	2.4	2.8	0	0	0	0	0	2.8	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.51	0.98	4.1	3.6	3.9	0	2.1	2.7	3.4	0	0	0	0	2.1	3.6	0	6	4	4	3.4	0	3.1	4.7	2.7	3.6	3.4	0	0	0	0	2.7	2.1	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.94	0.08	5.3	3.5	5.2	0	2.6	2.9	3.4	1.7	0	2.9	0	2.2	3.3	0	6	3.7	0	0	0	2.2	4.4	3.4	3.3	0	0	0	1.7	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.76	-1.71	3.7	0	0	0	0	1.9	2.5	0	0	3.2	0	1.9	3.2	0	6.2	5	4.2	2.5	2.5	4.1	3.4	4.1	2.5	3.2	1.9	1.9	3.2	0	0	2.5	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.39	-2.97	0	2.3	2.3	0	0	3.4	2.7	0	0	1.7	0	0	3	0	5.9	4.4	3.4	2.3	0	4.7	3.8	3.2	3.5	3.4	0	1.7	2.3	1.7	2.3	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.7	3.29	0	0	0	0	2.1	0	2.1	0	2.1	3.4	0	2.8	3.2	0	6.3	4.5	0	0	3.4	0	3.7	0	2.8	2.8	2.8	0	0	3.8	2.1	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.62	2.44	4.6	3.9	0	0	1.7	2.7	2.7	0	2.3	2.7	0	2.3	3.5	0	5.8	4.3	2.9	3.3	0	3.3	4	3.3	4.1	1.7	2.9	0	2.9	1.7	2.3	1.7	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.73	1.62	0	3.8	0	0	0	3.1	2.5	0	0	2.5	0	2.5	0	0	6.2	4.9	4	2.5	0	2.5	4.3	3.8	3.5	3.1	2.5	0	2.5	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.98	-2.86	0	0	0	0	0	0	2.8	0	0	3.8	0	0	3.8	0	6.3	5.1	4.8	0	0	4.3	3.5	2.8	3.8	3.5	0	2.8	3.5	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.17	1.99	5.3	2.6	5.3	0	2.6	1.9	2.6	2.6	0	2.9	0	0	3.6	0	6	3.6	3.4	0	0	3.9	3.6	2.6	3.7	0	0	0	0	0	0	0	0
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.85	2.67	5.7	2.7	5.3	0	0	0	2.7	2.1	0	3.8	0	2.1	4.2	0	5.7	4.3	2.1	0	0	3.6	4.2	0	3.4	2.1	0	0	2.7	0	0	0	0
