day	Anno	celltype	UMAP_1	UMAP_2	down:Trp63	down:Sox6	down:Nr2f2	down:Sox5	down:Foxp2	down:Lef1	down:Bnc2	down:Bach2	down:Mbnl2	down:Nr3c1	down:Dach2	down:Rarb	down:Meis2	down:Foxp4	down:Foxp1
E8.5	E85_Placodal_area	Placodal_area	-1.78	-0.2	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	2.2
E8.5	E85_Placodal_area	Placodal_area	7.58	6.45	1.5	0	0	0	0	2.9	0	0	1.5	0	0	0	2	1.5	2.7
E8.5	E85_Placodal_area	Placodal_area	2.25	-4.1	0	0	2	0	0	2	0	0	0	0	0	0	3.5	0	2
E8.5	E85_Placodal_area	Placodal_area	0.94	-2.57	0	0	0	0	0	0	0	0	0	0	0	2.8	3.5	0	0
E8.5	E85_Placodal_area	Placodal_area	5.33	4.65	0	0	0	0	0	2.2	0	0	2.2	0	0	0	3	0	2.2
E8.5	E85_Placodal_area	Placodal_area	3.78	-2.38	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	2.6
E8.5	E85_Placodal_area	Placodal_area	0.71	-1.26	0	1.7	2.3	0	0	1.7	0	0	2.7	0	0	1.7	3	1.7	0
E8.5	E85_Placodal_area	Placodal_area	5.87	4.71	0	0	1.7	0	0	0	0	1.7	0	0	0	0	3.2	1.7	0
E8.5	E85_Placodal_area	Placodal_area	-0.85	-3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
E8.5	E85_Placodal_area	Placodal_area	1.81	-5.4	0	0	0	1.8	0	0	0	0	0	0	0	0	2.4	0	0
E8.5	E85_Placodal_area	Placodal_area	0.01	-1.76	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	2.1
E8.5	E85_Placodal_area	Placodal_area	-0.81	0.32	0	0	1.6	0	0	0	0	0	0	0	0	1.6	3.3	1.6	1.6
E8.5	E85_Placodal_area	Placodal_area	7.52	5.32	0	0	0	0	0	0	0	0	0	0	0	0	1.8	1.8	1.8
E8.5	E85_Placodal_area	Placodal_area	-2.27	1.94	0	0	0	0	0	2.4	0	0	0	0	0	0	2.8	0	1.8
E8.5	E85_Placodal_area	Placodal_area	-0.73	-0.57	1.6	0	0	0	0	1.6	0	0	0	0	0	0	3.7	0	2.6
E8.5	E85_Placodal_area	Placodal_area	0.84	-1.85	0	0	1.8	0	0	0	0	0	0	0	0	0	1.8	0	0
E8.5	E85_Placodal_area	Placodal_area	0.53	-6.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.39	-1.66	2.7	0	0	0	0	0	0	2	2	0	0	2	3.5	0	2
E8.5	E85_Placodal_area	Placodal_area	1.78	-6.46	0	0	1.3	0	0	0	0	0	0	0	0	0	2.8	1.3	0
E8.5	E85_Placodal_area	Placodal_area	-2.32	1.94	0	0	2.3	0	0	0	0	0	0	0	0	0	2.9	0	0
E8.5	E85_Placodal_area	Placodal_area	-3.03	3.97	0	0	0	0	0	2.3	0	0	0	0	0	2.3	0	2.3	0
E8.5	E85_Placodal_area	Placodal_area	-0.42	-3.32	0	0	2.9	0	0	1.3	0	1.3	2.5	0	1.3	0	3.6	1.9	2.5
E8.5	E85_Placodal_area	Placodal_area	-0.82	-3.05	0	0	0	0	0	2.1	0	0	0	0	0	0	2.1	0	2.1
E8.5	E85_Placodal_area	Placodal_area	3.03	-1.69	0	0	0	0	0	0	0	0	0	0	0	2.1	3.8	0	2.7
E8.5	E85_Placodal_area	Placodal_area	0.46	-7.96	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2
E8.5	E85_Placodal_area	Placodal_area	4.13	-3.39	0	0	2.2	0	0	0	0	0	0	0	0	0	2.8	2.2	2.8
E8.5	E85_Placodal_area	Placodal_area	5.86	2.17	0	0	1.6	0	0	0	0	0	2.2	0	0	2.8	3.6	1.6	1.6
E8.5	E85_Placodal_area	Placodal_area	7.8	5.63	0	0	0	0	0	0	0	0	1.8	0	0	0	2.2	1.3	2.2
E8.5	E85_Placodal_area	Placodal_area	1.21	-4.24	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	1.9
E8.5	E85_Placodal_area	Placodal_area	0.65	-2.87	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0
E8.5	E85_Placodal_area	Placodal_area	7.52	6.26	0	0	2.4	0	0	1.8	0	0	0	0	0	0	3.2	0	1.8
E8.5	E85_Placodal_area	Placodal_area	2.82	-4.07	0	0	3	0	0	0	0	0	0	0	0	0	1.8	1.8	1.8
E8.5	E85_Placodal_area	Placodal_area	1.64	-5.97	0	2.1	2.1	0	0	0	0	0	2.1	0	0	0	2.5	0	2.8
E8.5	E85_Placodal_area	Placodal_area	4.37	-3.43	0	0	3.5	0	0	0	0	0	0	0	0	0	2.6	0	3.3
E8.5	E85_Placodal_area	Placodal_area	-0.42	-0.9	0	0	0	0	0	2.5	0	0	0	0	0	0	2.5	0	2.5
E8.5	E85_Placodal_area	Placodal_area	7.46	6.14	1.8	0	0	0	1.3	1.3	0	0	0	0	0	0	0	2.2	1.8
E8.5	E85_Placodal_area	Placodal_area	-1.43	-1.26	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	2
E8.5	E85_Placodal_area	Placodal_area	-0.17	-2.72	2.1	0	0	0	0	2.1	0	0	0	0	0	0	3.6	0	2.1
E8.5	E85_Placodal_area	Placodal_area	-1.28	-1.06	0	0	0	0	0	2.5	0	0	0	0	0	0	2.5	0	0
E8.5	E85_Placodal_area	Placodal_area	0.61	-3.65	0	0	0	0	0	0	0	0	2.9	0	0	0	2.9	0	2.2
E8.5	E85_Placodal_area	Placodal_area	0.29	-1.76	0	0	3.1	0	0	0	0	0	0	0	0	0	3.1	0	2.1
E8.5	E85_Placodal_area	Placodal_area	0.51	-0.31	1.8	0	0	0	0	0	0	0	0	0	0	0	3.6	1.8	2.8
E8.5	E85_Placodal_area	Placodal_area	-0.37	-3.37	0	2.4	2.4	0	0	3	0	0	0	0	0	0	3.7	0	3.7
E8.5	E85_Placodal_area	Placodal_area	-1.03	-2.15	0	1.5	0	2.1	0	2.5	0	1.5	1.5	0	0	0	3.4	0	2.7
E8.5	E85_Placodal_area	Placodal_area	1.95	-2.69	0	0	2	0	0	0	0	0	0	2	0	2	3	2.6	2.6
E8.5	E85_Placodal_area	Placodal_area	-0.89	-1.92	2.2	0	0	0	0	2.9	0	0	0	0	0	0	3.5	3.2	0
E8.5	E85_Placodal_area	Placodal_area	0.9	-6.8	0	1.6	0	0	0	0	0	0	0	0	0	0	2.2	0	0
E8.5	E85_Placodal_area	Placodal_area	2.35	-3.1	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0
E8.5	E85_Placodal_area	Placodal_area	1.39	-6.7	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.37	-1.87	0	2.4	0	0	0	1.8	0	0	0	0	0	0	2.4	0	2.4
E8.5	E85_Placodal_area	Placodal_area	7.97	5.93	0	0	2.2	0	0	2.2	0	0	0	0	0	0	3.4	1.6	2.6
E8.5	E85_Placodal_area	Placodal_area	4.32	-2.53	0	0	1.6	0	0	0	0	1.6	2.5	0	0	0	2.8	2.2	2.8
E8.5	E85_Placodal_area	Placodal_area	2.62	-2.33	0	0	0	0	0	2	0	0	0	0	0	0	3	0	3
E8.5	E85_Placodal_area	Placodal_area	2.78	1.43	2.2	0	0	0	0	0	0	0	0	0	0	0	3.5	0	2.2
E8.5	E85_Placodal_area	Placodal_area	-0.6	-2.13	0	0	2	0	0	0	0	0	0	0	0	0	2.6	0	2
E8.5	E85_Placodal_area	Placodal_area	1.45	-3.69	0	0	2.1	0	0	0	0	0	0	0	0	2.1	2.7	0	3.1
E8.5	E85_Placodal_area	Placodal_area	1.43	-7.8	0	0	1.7	0	0	0	0	0	0	0	1.7	0	1.7	1.7	1.7
E8.5	E85_Placodal_area	Placodal_area	4.12	-1.87	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	2.4
E8.5	E85_Placodal_area	Placodal_area	2.65	-3.01	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0
E8.5	E85_Placodal_area	Placodal_area	0.14	-3.6	2.4	0	1.8	0	0	1.8	0	0	1.8	0	0	0	2.8	0	2.4
E8.5	E85_Placodal_area	Placodal_area	1.99	-2.69	0	0	2.3	0	0	0	0	0	0	0	0	0	2.9	0	2.3
E8.5	E85_Placodal_area	Placodal_area	0.82	-2.46	0	0	0	0	1.8	1.8	0	0	0	0	0	0	3.1	1.8	1.8
E8.5	E85_Placodal_area	Placodal_area	7.25	4.78	1.4	0	3.1	0	0	0	1.4	0	2.3	0	0	0	3	1.4	1.4
E8.5	E85_Placodal_area	Placodal_area	-0.99	-2.68	0	0	2.9	0	0	1.6	0	0	0	0	0	0	2.9	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.8	-2.28	0	0	2.1	0	0	0	0	0	0	0	0	0	3.4	2.1	0
E8.5	E85_Placodal_area	Placodal_area	1.44	-3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Placodal_area	Placodal_area	1.35	-3.63	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	3.6
E8.5	E85_Placodal_area	Placodal_area	-2.01	0.35	0	0	2	0	0	2	0	0	0	0	0	0	2.6	2	0
E8.5	E85_Placodal_area	Placodal_area	8	6.46	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	2
E8.5	E85_Placodal_area	Placodal_area	-0.22	-2.37	0	0	3.2	0	0	1.9	0	0	0	0	0	0	2.5	0	1.9
E8.5	E85_Placodal_area	Placodal_area	-0.9	-2.42	0	0	0	0	0	0	0	0	2.9	0	0	0	4	0	0
E8.5	E85_Placodal_area	Placodal_area	1.38	-5.5	0	0	0	0	0	0	0	0	2.8	0	0	0	2.8	0	0
E8.5	E85_Placodal_area	Placodal_area	-1.26	-2.1	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.81	0.04	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0
E8.5	E85_Placodal_area	Placodal_area	1.07	-4.61	0	0	0	0	0	0	0	0	0	0	1.8	0	0	2.5	1.8
E8.5	E85_Placodal_area	Placodal_area	7.59	5.03	0	0	2	0	0	1.6	1.1	0	0	0	0	0	3	1.1	1.6
E8.5	E85_Placodal_area	Placodal_area	7.48	4.45	0	0	2.2	1.3	0	0	1.3	0	1.3	0	0	1.3	2.7	1.3	2.9
E8.5	E85_Placodal_area	Placodal_area	1.01	-5.49	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2
E8.5	E85_Placodal_area	Placodal_area	-2.22	-2.45	0	0	3	2	0	1.4	0	0	1.4	0	0	2	2.3	1.4	0
E8.5	E85_Placodal_area	Placodal_area	1.58	-5.12	0	0	0	0	0	0	0	1.9	0	0	0	0	3.1	1.9	0
E8.5	E85_Placodal_area	Placodal_area	-0.81	-1.59	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0
E8.5	E85_Placodal_area	Placodal_area	0.29	-3.44	0	0	3	0	0	0	0	0	0	0	0	0	3.7	2	0
E8.5	E85_Placodal_area	Placodal_area	0.68	-4.28	0	0	0	0	0	1.8	0	0	0	0	0	0	2.4	0	3.1
E8.5	E85_Placodal_area	Placodal_area	1.91	-2.75	0	0	0	2.2	0	0	0	0	0	0	0	0	3.5	0	0
E8.5	E85_Placodal_area	Placodal_area	-2.6	3.42	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.26	-3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8
E8.5	E85_Placodal_area	Placodal_area	1.09	-2.62	2.8	0	2.8	0	0	1.8	0	0	1.8	0	0	0	1.8	0	1.8
E8.5	E85_Placodal_area	Placodal_area	-0.54	-2.65	0	0	0	0	0	2.8	0	0	0	0	0	0	3.8	0	0
E8.5	E85_Placodal_area	Placodal_area	4.59	1.7	0	0	3.1	0	0	0	0	0	2.6	0	0	0	2.6	1.7	0
E8.5	E85_Placodal_area	Placodal_area	-2.36	0.34	0	0	2	2	0	2	0	0	0	0	0	0	2	0	2
E8.5	E85_Placodal_area	Placodal_area	2.09	-1.91	0	0	0	2.1	0	2.1	0	0	0	0	0	0	3.1	0	0
E8.5	E85_Placodal_area	Placodal_area	0.1	-2.52	1.5	0	1.5	0	0	0	0	0	2.1	0	0	0	2.7	2.4	2.7
E8.5	E85_Placodal_area	Placodal_area	-1.72	0	0	0	0	2.1	0	2.1	0	2.1	0	0	0	0	3.1	0	0
E8.5	E85_Placodal_area	Placodal_area	2.8	-4.02	0	0	2.8	0	0	0	0	0	1.8	0	0	0	2.8	1.8	3.1
E8.5	E85_Placodal_area	Placodal_area	7.39	6	0	1.4	0	0	0	1.4	0	0	0	0	0	0	2.8	1.4	2.3
E8.5	E85_Placodal_area	Placodal_area	-0.03	-3.02	0	0	2.4	0	0	2.4	0	0	2.4	0	0	0	2.4	0	0
E8.5	E85_Placodal_area	Placodal_area	0.74	-2.3	0	0	2.5	0	0	0	0	0	2.5	0	0	3.2	2.5	2.5	2.5
E8.5	E85_Placodal_area	Placodal_area	0.79	-7.92	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Placodal_area	Placodal_area	1.04	-3.81	0	0	2.3	0	0	0	0	0	0	0	0	0	3.8	2.3	2.3
E8.5	E85_Placodal_area	Placodal_area	-0.22	-2.56	0	0	2.1	0	0	0	0	0	0	0	0	0	3.8	0	2.1
E8.5	E85_Placodal_area	Placodal_area	-0.64	-1.39	0	0	0	0	0	0	0	0	0	0	0	0	3.6	1.9	0
E8.5	E85_Placodal_area	Placodal_area	1.61	-2.64	0	2.3	2.6	0	1.7	1.7	0	1.7	0	0	0	0	3.6	0	1.7
E8.5	E85_Placodal_area	Placodal_area	-1.23	-2.49	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
E8.5	E85_Placodal_area	Placodal_area	2.95	-2.26	0	0	0	0	0	0	0	0	0	0	0	2.8	2.8	2.8	2.1
E8.5	E85_Placodal_area	Placodal_area	-4.75	-2.33	0	0	1.7	0	0	0	0	0	0	0	0	0	2.3	0	1.7
E8.5	E85_Placodal_area	Placodal_area	0.15	-3.14	0	0	0	0	0	2	0	0	0	0	2	2	3.4	2	3.4
E8.5	E85_Placodal_area	Placodal_area	1.02	-2.31	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	2.6
E8.5	E85_Placodal_area	Placodal_area	-7.19	-2.15	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0
E8.5	E85_Placodal_area	Placodal_area	0.62	-2.96	0	1.9	1.9	0	0	0	0	0	1.9	0	0	0	2.9	0	1.9
E8.5	E85_Placodal_area	Placodal_area	0.8	-3.68	0	0	0	0	0	0	0	0	0	0	0	2.1	3.8	0	0
E8.5	E85_Placodal_area	Placodal_area	1.62	-7.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Placodal_area	Placodal_area	-1.84	0.13	0	0	0	2	0	0	0	0	0	0	0	0	2.7	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.25	-2.1	0	0	3.3	0	0	0	0	0	0	0	0	0	3.6	0	2.3
E8.5	E85_Placodal_area	Placodal_area	2.46	-2.23	0	0	0	0	0	0	0	0	0	0	0	0	3.8	2.9	2.3
E8.5	E85_Placodal_area	Placodal_area	1.75	-6.63	0	0	0	1.5	0	0	0	1.5	2	0	0	0	1.5	0	0
E8.5	E85_Placodal_area	Placodal_area	-1.34	-1.94	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0
E8.5	E85_Placodal_area	Placodal_area	1.63	-5.86	0	0	0	1.9	0	0	0	0	0	0	0	0	2.9	1.9	1.9
E8.5	E85_Placodal_area	Placodal_area	-1.22	4.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
E8.5	E85_Placodal_area	Placodal_area	3.66	-2.35	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	2.1
E8.5	E85_Placodal_area	Placodal_area	-0.71	-2.88	0	0	2.7	0	0	0	0	0	0	0	0	0	3.8	2.1	0
E8.5	E85_Placodal_area	Placodal_area	2.04	-2.95	0	0	0	0	0	1.8	0	0	0	0	0	1.8	2.7	0	0
E8.5	E85_Placodal_area	Placodal_area	4.8	2.29	0	0	2.2	0	0	0	0	0	2.2	0	0	0	3.2	0	2.2
E8.5	E85_Placodal_area	Placodal_area	-1.78	-1.1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
E8.5	E85_Placodal_area	Placodal_area	1.17	-2.85	0	0	0	0	0	1.8	0	0	1.8	0	0	1.8	2.4	0	1.8
E8.5	E85_Placodal_area	Placodal_area	0.91	-3.13	0	0	2.3	0	0	0	0	0	0	0	0	0	2.9	0	2.3
E8.5	E85_Placodal_area	Placodal_area	0.36	-2.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Placodal_area	Placodal_area	2.82	-3.94	0	0	2.8	0	0	0	0	0	0	0	0	0	3.2	0	0
E8.5	E85_Placodal_area	Placodal_area	1.07	-7.26	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	1.8
E8.5	E85_Placodal_area	Placodal_area	-0.54	-1.26	0	0	2	2	0	0	0	0	0	0	0	0	3.9	0	2
E8.5	E85_Placodal_area	Placodal_area	1.9	-5.48	1.7	0	0	0	0	0	0	0	1.7	0	0	0	3	2.3	0
E8.5	E85_Placodal_area	Placodal_area	1.52	-3.78	0	0	0	1.8	0	0	0	0	1.8	0	0	0	3.6	2.4	0
E8.5	E85_Placodal_area	Placodal_area	0.3	-1.62	0	0	0	0	0	0	0	0	0	0	0	0	3.9	2.2	0
E8.5	E85_Placodal_area	Placodal_area	0.36	-3.43	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0
E8.5	E85_Placodal_area	Placodal_area	1.14	-3.28	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0
E8.5	E85_Placodal_area	Placodal_area	1.97	-6.06	0	0	0	0	0	0	0	0	2.7	0	0	0	1.7	0	0
E8.5	E85_Placodal_area	Placodal_area	3.03	-2.09	0	0	0	0	0	0	0	0	0	0	0	2.1	2.1	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.2	0.12	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.17	-1.41	0	0	2.2	0	0	0	0	0	0	0	0	0	2.2	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.74	-1.81	0	0	0	0	0	0	0	0	0	0	0	1.7	3.6	1.7	0
E8.5	E85_Placodal_area	Placodal_area	-0.94	-2.38	0	0	0	0	0	1.9	0	0	0	0	0	0	2.5	0	1.9
E8.5	E85_Placodal_area	Placodal_area	2.68	-4.07	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	2.4
E8.5	E85_Placodal_area	Placodal_area	-2.15	2.47	0	0	0	1.9	0	2.6	0	0	0	1.9	0	0	3.2	0	0
E8.5	E85_Placodal_area	Placodal_area	0.66	-1.69	0	0	0	0	0	0	0	0	1.9	0	0	0	2.6	1.9	2.6
E8.5	E85_Placodal_area	Placodal_area	0.24	-1.39	0	0	0	0	0	0	0	0	2.3	0	0	1.7	2.6	0	1.7
E8.5	E85_Placodal_area	Placodal_area	2.42	-2.71	0	0	1.9	0	0	0	0	0	0	0	0	0	1.9	0	0
E8.5	E85_Placodal_area	Placodal_area	-1.18	4.56	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0
E8.5	E85_Placodal_area	Placodal_area	1.37	-5.66	0	0	0	0	0	0	0	0	0	0	0	0	2.6	2	0
E8.5	E85_Placodal_area	Placodal_area	-0.38	-2.36	0	0	0	0	0	0	0	0	0	0	0	0	3.6	0	0
E8.5	E85_Placodal_area	Placodal_area	1.1	-5.89	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0
E8.5	E85_Placodal_area	Placodal_area	3.13	-3.77	0	0	1.9	0	0	0	0	0	0	0	0	0	2.9	0	0
E8.5	E85_Placodal_area	Placodal_area	3.06	-2.99	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0
E8.5	E85_Placodal_area	Placodal_area	1.76	-2.65	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	1.7
E8.5	E85_Placodal_area	Placodal_area	5.39	1.8	0	0	0	0	0	0	0	0	2.4	0	0	0	3.3	0	0
E8.5	E85_Placodal_area	Placodal_area	2.06	-6.19	0	0	0	0	0	0	0	0	1.8	0	0	0	2.7	0	0
E8.5	E85_Placodal_area	Placodal_area	-2.2	-1.57	0	0	0	0	0	0	0	0	0	0	0	1.4	2.7	1.4	0
E8.5	E85_Placodal_area	Placodal_area	-1.9	0.59	0	0	0	0	0	2.6	0	0	0	0	0	0	2.3	1.7	0
E8.5	E85_Placodal_area	Placodal_area	-0.34	-0.86	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	2.8
E8.5	E85_Placodal_area	Placodal_area	0.78	-1.79	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0
E8.5	E85_Placodal_area	Placodal_area	-2.1	0.86	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0
E8.5	E85_Placodal_area	Placodal_area	3.78	-1.4	0	0	0	0	0	0	0	0	1.6	0	0	0	1.6	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.56	-3.19	0	0	2.3	0	0	0	0	0	0	0	0	1.7	3.3	1.7	2.9
E8.5	E85_Placodal_area	Placodal_area	1.77	-3.56	0	0	2.5	0	0	1.6	0	0	0	0	0	0	1.6	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.15	-0.07	0	0	1.8	0	0	0	0	0	0	0	0	0	2.8	0	0
E8.5	E85_Placodal_area	Placodal_area	0.25	-1.6	0	0	0	0	0	2.5	0	0	0	0	0	0	3.1	0	2.5
E8.5	E85_Placodal_area	Placodal_area	-0.52	-0.29	0	0	0	0	0	1.6	0	0	2.2	0	0	0	2.8	0	1.6
E8.5	E85_Placodal_area	Placodal_area	0.29	-2.03	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.32	-0.49	0	0	1.8	0	0	0	0	0	0	0	0	0	3	1.8	0
E8.5	E85_Placodal_area	Placodal_area	2.17	-3.91	0	0	1.8	0	0	0	0	0	0	0	0	0	3.3	1.8	2.4
E8.5	E85_Placodal_area	Placodal_area	2.34	-3.07	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0
E8.5	E85_Placodal_area	Placodal_area	0.06	-0.97	0	0	0	0	0	0	0	0	0	0	0	0	2.3	1.7	1.7
E8.5	E85_Placodal_area	Placodal_area	2.14	-6.66	0	0	0	1.7	0	0	0	0	0	0	0	0	2.3	0	0
E8.5	E85_Placodal_area	Placodal_area	-1.42	-1.4	0	0	0	0	0	2.3	0	0	0	0	0	0	2.3	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.41	-1.02	0	0	0	0	0	0	0	0	0	0	0	2.4	3	0	0
E8.5	E85_Placodal_area	Placodal_area	0.22	-2.29	0	0	0	0	0	0	0	0	0	1.8	0	0	3.7	0	1.8
E8.5	E85_Placodal_area	Placodal_area	0.57	-2	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0
E8.5	E85_Placodal_area	Placodal_area	-2.4	2.51	0	0	0	1.8	0	0	0	0	0	0	0	1.8	0	0	1.8
E8.5	E85_Placodal_area	Placodal_area	0.22	-0.95	0	0	0	0	0	1.6	1.6	0	0	0	0	0	3	0	2.1
E8.5	E85_Placodal_area	Placodal_area	0.29	-2.1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
E8.5	E85_Placodal_area	Placodal_area	3.68	-4.16	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	1.9
E8.5	E85_Placodal_area	Placodal_area	-0.35	-1.86	1.7	0	0	0	0	1.7	0	0	1.7	0	0	0	1.7	0	0
E8.5	E85_Placodal_area	Placodal_area	2.04	-5.41	0	0	2.5	0	0	1.9	0	0	0	0	0	0	2.5	1.9	1.9
E8.5	E85_Placodal_area	Placodal_area	-1.75	4.61	0	0	0	1.2	0	0	0	0	0	0	1.2	1.2	1.7	0	1.2
E8.5	E85_Placodal_area	Placodal_area	-1.17	-0.57	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Placodal_area	Placodal_area	-2.47	0.58	0	0	1.7	0	0	0	0	0	0	0	0	1.7	3.2	1.7	0
E8.5	E85_Placodal_area	Placodal_area	1.39	-5.99	0	0	0	0	0	0	0	0	2.3	0	0	0	2.3	1.7	0
E8.5	E85_Placodal_area	Placodal_area	-0.62	-0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
E8.5	E85_Placodal_area	Placodal_area	2.16	-2.97	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0
E8.5	E85_Placodal_area	Placodal_area	-1.87	-1.1	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0
E8.5	E85_Placodal_area	Placodal_area	2.47	-1.94	0	0	1.6	0	0	0	0	0	0	0	0	1.6	3	0	2.2
E8.5	E85_Placodal_area	Placodal_area	-0.97	4.39	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0
E8.5	E85_Placodal_area	Placodal_area	-2.52	3.58	0	0	0	0	0	0	0	0	0	1.4	0	0	1.9	0	2.8
E8.5	E85_Placodal_area	Placodal_area	1.46	-5.4	0	0	0	0	0	2.1	0	0	0	0	0	0	2.1	0	0
E8.5	E85_Placodal_area	Placodal_area	0.35	-1.81	0	0	1.7	0	0	2.3	0	0	0	0	0	0	2.7	2.3	0
E8.5	E85_Placodal_area	Placodal_area	-0.36	-3.26	0	0	0	0	0	2.1	0	0	2.1	0	0	0	3.4	0	2.1
E8.5	E85_Placodal_area	Placodal_area	-0.79	-0.98	0	0	0	0	0	0	0	0	2.6	0	0	0	3	0	0
E8.5	E85_Placodal_area	Placodal_area	0.46	0.29	2.1	0	2.1	0	0	0	0	0	0	0	0	0	3.6	0	0
E8.5	E85_Placodal_area	Placodal_area	-1.88	1.14	0	0	0	0	0	0	0	0	1.7	0	0	0	2.3	0	1.7
E8.5	E85_Placodal_area	Placodal_area	0.79	-7.57	0	0	0	0	0	0	0	0	2.4	0	0	0	1.8	0	0
E8.5	E85_Placodal_area	Placodal_area	1.02	-5.79	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0
E8.5	E85_Placodal_area	Placodal_area	-2.22	0.79	0	0	2.1	0	0	1.6	0	0	0	0	0	0	2.8	0	0
E8.5	E85_Placodal_area	Placodal_area	1.78	-3.77	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0
E8.5	E85_Placodal_area	Placodal_area	0.14	-3.3	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	2.2
E8.5	E85_Placodal_area	Placodal_area	3.3	1.36	0	0	2.4	2.4	0	0	0	0	0	0	0	0	3.1	0	0
E8.5	E85_Placodal_area	Placodal_area	-1.6	-0.88	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0
E8.5	E85_Placodal_area	Placodal_area	2.27	-3.85	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2.6
E8.5	E85_Placodal_area	Placodal_area	-0.15	-1.38	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
E8.5	E85_Placodal_area	Placodal_area	-0.27	-3.16	0	0	0	0	0	0	0	0	2.2	0	0	0	3.7	0	0
E8.5	E85_Placodal_area	Placodal_area	3.1	-1.69	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0
E8.5	E85_Placodal_area	Placodal_area	1.1	-2.92	0	0	0	2	0	2	0	0	0	0	0	0	3.3	2	0
