day	Anno	celltype	UMAP_1	UMAP_2	marker:Tdo2	marker:Hsd11b2	marker:Pmp22	marker:Hand1	up:Foxp1	up:Hoxb2	up:Creb3l1	up:Mef2c	up:Gata5	up:Hlx	up:Nr2f2	up:Nkx2-3	down:Pitx1	down:Cdx2	down:Msx1	down:Hoxb6	down:Msx2	down:Hoxd1	down:Hoxd9	down:Lef1	down:Hoxb8	down:Sp5	down:Hoxa1	down:Tcf7	down:Cdx1	down:Hoxa10	down:Nkx1-2	down:Evx1	down:Alx3	down:Hoxb9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.01	-4.33	0	0	4.5	3.8	0	2.5	2.5	0	0	0	0	0	3.1	0	3.5	0	2.5	0	0	2.5	0	0	0	2.5	2.5	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.03	-3.31	3.3	0	4.7	2.9	0	3.5	0	3.5	0	0	0	0	0	2.2	0	0	2.2	0	0	0	0	0	2.2	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.16	5.68	0	0	5	4.2	0	2.6	0	0	0	0	0	0	3.5	2	2.6	3.7	3.3	0	0	0	2	0	0	0	0	2	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.54	-2.67	2.1	2.1	4.4	4.6	0	2.1	2.1	0	0	0	2.1	0	3.6	2.1	3.8	3.4	3.8	0	0	3.1	2.7	0	0	0	0	0	2.1	0	2.1	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.57	4.05	0	0	3	4.5	0	1.8	1.8	0	0	0	0	0	3.3	4.3	3.3	3.7	2.8	0	2.8	0	0	0	0	1.8	1.8	0	2.8	2.4	1.8	1.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.71	5.04	0	0	4.1	2.5	1.9	2.5	0	0	0	0	1.9	0	2.9	1.9	1.9	0	0	0	0	0	0	0	1.9	0	0	0	1.9	1.9	0	1.9
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.9	-2.02	2.6	3.3	4	4.6	2.6	3.5	0	2	0	3.5	0	2	2	3.8	0	2	0	0	0	2	2	0	2	0	0	0	0	0	2	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.22	6.59	2.3	2.3	4.1	2.9	0	0	2.3	0	0	0	0	0	2.9	2.9	0	2.3	2.3	2.9	0	2.3	0	3.3	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.7	-5.4	3.6	2.9	4.9	4	0	0	0	3.6	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.65	-4.75	3.9	2	4.1	4.7	0	2	0	0	0	2.7	0	0	0	2.7	2.7	3	2	0	0	0	0	0	2	0	0	0	0	0	2	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.21	4.1	0	0	2.1	3.6	0	2.1	0	0	0	0	0	0	3.8	4	2.8	3.6	0	0	2.1	2.1	0	2.8	0	0	0	0	2.8	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.7	-0.55	2.3	2.3	4.4	4.4	1.7	3	2.3	0	0	0	1.7	0	2.3	3.4	3.4	2.3	0	0	0	1.7	0	0	1.7	1.7	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.22	0.95	0	0	3.9	4.3	2.8	3.1	2.4	1.8	2.8	0	0	0	2.8	3.1	2.4	2.4	0	3.1	1.8	1.8	1.8	0	0	2.4	0	0	0	1.8	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.26	-2.81	3	2.3	4.2	4.6	0	3.7	3	0	0	3	0	0	0	2.3	2.3	2.3	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.64	-3.93	4.3	2.9	4.5	4	0	3.6	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	2.3	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-6.56	3.28	0	0	2.1	3.7	0	2.1	0	0	0	0	0	0	2.1	4	4.3	2.7	2.7	0	2.1	2.1	3.1	0	0	2.1	0	2.1	0	2.1	2.1	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.73	2.61	4.4	2	5.8	5.2	2	4.1	2.7	0	2	2	0	0	0	0	5.1	3	3.3	0	0	0	2	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.35	-1.2	0	2.7	4.5	3	0	3	2	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.89	3.45	0	0	5.3	4.9	0	3.1	0	0	0	0	0	0	2.4	2.4	4.1	2.4	3.9	0	3.1	2.4	0	2.4	0	2.4	0	0	0	0	0	2.4
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.29	-1.8	0	0	4.2	3.4	1.8	0	0	0	1.8	0	0	0	0	0	1.8	0	3	3.2	0	0	0	0	2.4	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.87	4.67	0	0	4.3	4.4	0	1.9	0	0	1.9	0	0	0	1.9	2.6	3.2	2.6	3.2	0	0	2.6	2.9	0	0	1.9	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.86	-1.51	2.9	1.7	4.4	4.7	2.3	2.3	2.3	0	0	1.7	0	0	2.3	2.3	0	1.7	2.3	0	0	0	0	0	1.7	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.19	-0.05	0	2.5	4.1	3.5	0	3.5	0	0	0	0	0	0	0	2.8	2.8	2.5	3.1	1.8	0	0	0	0	2.8	1.8	1.8	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.39	-0.08	0	2.6	3.8	4.5	0	3.3	2.6	0	0	0	0	0	2	2.6	4.4	0	3.3	3	0	2	2	0	2	0	2	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-6.22	2.61	0	0	0	4.7	0	3.3	0	0	0	0	0	0	3.5	3.9	3	3.8	2.6	2	2	0	2	0	0	2.6	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.28	5.82	0	0	4.9	4.6	0	3.1	2.1	0	0	0	0	0	2.8	2.8	0	2.1	3.4	2.1	0	2.8	3.1	2.1	2.1	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.31	3.93	0	1.7	4.8	3.9	0	1.7	2.3	0	0	0	0	0	2.7	3	3.2	2.7	3.8	0	0	1.7	0	2.3	0	0	0	0	1.7	1.7	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-6.64	3.44	0	0	0	3.5	0	2	0	0	2	0	0	0	3	3	3	2	2	2	2	0	2	0	0	2.6	0	0	2.6	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.82	-1.98	0	2	4.8	3.2	0	3	0	0	0	0	0	0	0	0	2	0	3	2.6	0	0	0	0	2.6	2	0	0	0	2	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.46	-1.89	0	1.8	4.9	3.8	0	1.8	0	0	1.8	1.8	0	1.8	1.8	3.1	3.5	2.4	1.8	1.8	0	0	0	0	2.4	2.4	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.39	0.29	2.2	0	4.5	3.6	0	3.3	0	0	0	0	0	0	2.2	2.8	4.1	1.6	0	0	0	2.5	0	0	1.6	0	1.6	0	0	0	1.6	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.59	5.53	0	0	5.1	4.4	0	2.7	2	0	0	0	0	0	3.3	2	3.3	3.9	3.7	2	0	2	2	2	0	0	0	2	2	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.61	-2.88	1.9	2.5	5	4.2	1.9	2.5	1.9	1.9	0	0	0	0	1.9	3.2	2.9	1.9	1.9	1.9	0	0	0	1.9	0	1.9	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-2.86	-6.36	0	2.9	5.2	4.9	2.9	0	0	3.5	0	0	0	0	0	0	3.5	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.36	0.13	0	2.1	3.6	4.2	2.7	1.5	0	0	0	1.5	0	1.5	3.2	4	1.5	1.5	2.1	0	1.5	1.5	2.1	0	0	0	1.5	0	0	1.5	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.25	-4.23	3.8	2.3	5.2	4.2	0	0	0	0	2.3	0	0	0	0	2.3	2.9	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.04	0.79	0	0	4.5	4.4	0	2.2	1.6	0	0	0	0	0	1.6	2.6	3.7	2.9	3.1	2.2	0	2.6	1.6	0	0	0	0	0	0	0	1.6	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.25	-3.02	2.5	2.5	4.5	4.3	0	2.5	2.5	1.9	1.9	1.9	0	0	1.9	1.9	2.9	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.6	-4.24	2.3	0	4.9	4.5	0	2.3	3	0	0	2.3	0	0	2.3	0	3	2.3	3	2.3	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.42	-1.55	0	0	4.3	4.6	0	0	0	0	0	0	0	0	0	0	4.1	3.2	3.2	0	0	0	2.2	0	0	0	0	0	0	2.2	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.02	5.3	1.5	0	1.5	4.3	0	0	2.1	0	0	2.1	0	0	3.1	4.3	3.6	1.5	2.9	0	0	1.5	1.5	0	0	1.5	0	0	0	1.5	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-6.1	3.62	0	0	2.3	4.7	0	2.3	0	0	0	0	0	0	3.1	3.6	3.6	3.8	2.9	0	2.3	0	2.6	0	1.7	0	0	0	2.3	1.7	1.7	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.01	-2.58	2.8	3.5	5	3.2	0	3.5	2.2	0	0	2.2	0	0	0	2.2	2.8	2.8	2.8	0	2.2	0	0	0	0	2.2	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.5	2.01	1.9	1.9	3.8	3.5	1.9	1.9	2.9	0	0	0	0	0	1.9	0	0	0	0	0	0	1.9	1.9	0	1.9	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-6.18	4.61	0	0	0	3.1	0	0	0	0	0	2.1	0	0	2.1	2.1	3.7	2.7	0	0	2.1	3.6	2.1	0	0	2.1	0	2.7	0	2.1	0	2.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.93	-1.71	4	3.3	4.6	4.4	0	1.8	1.8	0	0	0	0	0	2.8	3.5	0	2.4	0	0	0	1.8	1.8	0	0	0	1.8	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.38	-1.13	0	0	4.5	4.2	0	1.9	1.9	0	0	0	0	0	0	3.4	4.1	4	3.9	0	2.9	0	2.5	0	0	2.9	1.9	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.73	-2.28	0	2.9	4.4	4.3	0	0	2.6	0	0	1.7	0	0	2.3	2.9	2.6	0	0	1.7	1.7	2.3	0	0	0	1.7	0	0	2.3	0	1.7	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.78	-2.24	3.7	0	4.9	4	1.6	3	2.5	0	1.6	0	0	0	0	1.6	1.6	0	0	0	0	1.6	0	0	1.6	1.6	0	0	0	0	2.2	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.19	2.52	0	2.3	3.9	4.6	0	2.7	0	0	0	0	0	0	0	3.7	4.3	2.3	3.2	3.2	2.7	1.7	0	0	0	1.7	2.7	3.2	1.7	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.36	1	0	1.6	4.3	3.9	0	1.6	2.8	0	0	0	0	0	3.3	0	2.1	1.6	2.1	0	1.6	0	1.6	1.6	2.1	1.6	0	0	0	1.6	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.27	4.78	0	0	0	4	2	2	2	0	2	0	0	0	2	3.8	4.1	2.6	0	2	3.2	2	2	2	0	2	0	0	2	2	2	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.57	0.12	3.2	1.5	4.2	3.7	1.5	2.4	0	0	0	1.5	1.5	0	0	3.6	0	1.5	1.5	0	0	2.1	1.5	0	0	0	0	0	0	0	1.5	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.68	4.25	3.2	3	4.8	4.4	1.7	2.3	2.3	0	0	0	0	0	0	3	1.7	0	2.3	0	0	0	1.7	2.7	0	1.7	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.44	-0.03	0	0	3.7	3.4	1.8	2.8	0	0	0	0	0	0	1.8	2.8	3.6	2.4	2.4	2.8	2.4	3	0	1.8	3	0	0	0	0	1.8	1.8	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.39	-5.55	0	0	4.7	4.5	0	3.4	2.1	2.1	2.1	0	0	0	0	0	3.9	0	3.9	3.1	0	0	0	0	2.7	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.95	4.04	0	0	1.5	4.5	0	2.5	2.5	0	0	1.5	0	0	3.8	3.8	2.9	3.5	2.9	0	2.9	0	2.5	0	0	2.1	0	2.7	1.5	2.1	0	1.5
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.19	2.05	0	3	4.7	5.2	0	2	0	0	0	0	0	0	0	3.3	3.7	2.7	2.7	2	0	2.7	2	2.7	0	0	0	0	2	0	0	2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.42	-4.1	3.6	2.1	4.5	3.4	2.1	3.1	2.8	0	0	2.1	0	2.1	0	0	3.8	0	3.1	0	0	0	2.1	0	2.1	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	6	2.11	0	0	4.4	5.1	0	3	2	0	0	0	0	0	2.6	3.5	4.9	0	3.7	2.6	0	2	2	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.56	5.68	0	0	4.9	4.1	0	1.9	3.4	0	1.9	0	0	0	3.2	0	2.9	0	3.2	0	0	2.5	1.9	1.9	1.9	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.61	3.11	0	2.1	3.1	4.1	0	0	0	0	0	2.7	0	2.7	3.4	4.1	3.4	2.1	0	0	0	0	0	0	0	0	0	2.7	2.1	0	0	2.7
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.13	-2.34	3.4	3.1	4.5	4.8	2.1	2.1	2.5	0	1.5	2.1	0	0	1.5	0	3.1	1.5	3.1	0	0	1.5	0	0	0	1.5	0	0	0	0	2.1	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.14	2.72	2.6	0	5.1	4.9	0	2.6	2.9	0	0	0	0	0	2.9	1.9	3.4	3.2	3.6	2.6	0	1.9	3.2	0	1.9	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.63	2.13	1.8	0	4.2	3.8	0	1.8	2.4	0	0	0	0	0	2.7	3.4	4	2.4	2.7	0	1.8	2.4	0	0	2.4	1.8	3.9	0	0	1.8	2.4	1.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.04	4.63	0	0	1.8	2.8	0	0	0	0	0	0	0	0	2.5	4.3	3.1	3.1	0	1.8	1.8	2.8	2.5	0	1.8	2.8	0	1.8	2.5	3.1	0	3.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.27	4.08	0	0	3.3	5.1	0	3.5	0	0	0	0	0	0	2.8	4.2	4.7	2.8	2.4	1.8	1.8	2.8	1.8	0	0	2.4	0	2.4	1.8	0	1.8	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.86	7.68	0	0	4.7	4.7	0	0	2.3	0	0	0	0	0	4.1	3.4	3.7	2.3	3.4	0	0	2.3	0	0	0	2.3	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.31	-3.65	3.8	3.1	5	4.8	2.3	3.5	0	0	1.7	0	0	0	0	0	3.9	3.1	2.3	0	0	0	0	1.7	0	0	1.7	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5	-1.84	0	2.4	4.6	0	0	2.4	0	0	0	0	0	0	0	0	0	0	2.4	2.4	0	2.4	0	2.4	0	2.4	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.79	-0.88	0	2.7	3.9	4.1	0	0	0	0	0	2.7	0	0	0	2.7	0	0	2.1	0	0	2.1	3.1	2.1	0	0	3.3	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.92	6.12	0	0	3.5	4.3	0	2.7	2.7	0	0	0	0	0	4.5	2	3.7	2.7	2	0	0	2.7	2	0	0	0	0	0	2	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.82	2.85	0	0	2	3.6	0	2	0	0	0	2	0	0	3	3.6	3.6	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.48	-2.27	5	2.3	5.2	4.5	0	2.3	3	0	0	2.3	0	0	3	2.3	0	2.3	3.4	0	0	2.3	0	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.26	-1.95	3.4	1.9	5	4.5	1.9	3.7	1.9	0	0	0	0	0	1.9	1.9	4	3.7	4.1	2.9	1.9	1.9	0	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.37	2.85	1.8	1.8	2.4	4	0	2.4	0	0	0	1.8	0	0	2.8	4	1.8	1.8	2.4	0	2.4	1.8	2.4	0	0	0	0	0	1.8	0	0	1.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.25	8.16	0	0	5.2	3.5	0	2.2	2.9	0	0	0	0	0	3.9	0	2.9	0	2.2	0	0	2.2	0	0	0	2.2	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.34	4.34	2	2	2.6	4.8	0	2	0	0	0	0	0	0	0	4.2	2	2.6	2.6	0	2	3	0	2	0	0	0	0	3	3	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.22	-1.74	0	0	5.3	4.5	0	3.2	0	0	0	0	0	0	2.8	0	4.2	0	0	2.8	0	0	0	0	0	2.2	2.2	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.17	4.35	0	0	3.1	4.6	0	0	0	0	0	0	0	0	3.8	3.1	3.8	2.1	2.1	0	2.1	2.7	3.1	0	0	0	0	0	2.1	0	2.1	2.1
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.3	6.7	0	0	4.9	5.4	0	2	2	0	0	0	0	0	3.3	2	3.5	2	3.3	0	2	0	0	2	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.92	-4.73	4.1	3.1	5	5	0	3.1	2.4	0	2.4	0	0	0	0	0	3.5	0	3.7	0	0	2.4	0	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.14	7.3	0	2.3	5.2	3.9	0	2.3	2.3	0	0	0	0	0	4.8	0	2.3	3	0	0	2.3	0	0	2.3	0	3	0	0	0	0	2.3	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-5.81	4.19	0	0	3.7	4.6	0	0	0	0	0	0	0	0	2.7	4.2	3.6	3.1	2.7	2.1	0	2.7	0	2.1	0	2.1	0	0	0	2.1	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.83	-0.75	4.9	0	5	5.1	2.2	0	0	0	0	0	2.2	0	0	0	3.9	2.2	3.2	0	0	0	2.2	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.87	0.75	0	0	4.5	4	1.6	3.2	0	0	0	0	0	0	2.2	1.6	3.2	1.6	2.5	0	0	0	0	0	0	1.6	0	0	0	0	1.6	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.3	7.11	0	0	4.5	4.7	0	2.2	2.2	0	0	0	0	0	4.2	0	3.2	2.2	2.2	0	0	3.2	0	2.2	2.2	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	1.62	-1.1	2.4	2.4	4.8	4.7	2.4	3.1	2.4	0	0	0	0	0	2.4	0	4.4	0	2.4	0	0	3.1	0	2.4	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.41	-1.67	4.1	0	4.4	4.7	2.5	3.3	0	0	0	0	0	0	1.8	0	2.8	0	1.8	1.8	0	3.6	0	0	2.5	1.8	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.14	5.47	0	0	4.9	4.2	0	0	2	0	0	0	0	0	4.1	2	0	2	3.5	0	0	0	2	2	0	2.7	0	2.7	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.57	-1.33	0	0	4	4.3	0	2.1	0	0	0	0	2.1	0	0	0	2.7	0	2.7	0	0	0	0	0	0	2.1	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.33	-2.51	4.3	2.3	4.9	4.6	2.3	2.6	3.6	0	0	1.7	0	0	1.7	1.7	3.1	0	2.9	0	0	1.7	0	0	0	0	2.3	0	0	0	1.7	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.92	0.28	0	1.7	4.3	2.9	0	2.6	1.7	0	0	0	0	0	2.3	3.6	4	2.9	3.3	3.3	1.7	1.7	0	0	0	2.6	0	0	1.7	1.7	2.3	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.47	2.89	0	2.4	4.8	4.2	0	4.3	0	0	2.4	0	0	0	0	3.4	4.1	2.4	3	0	0	0	2.4	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.19	-1.32	3.2	1.7	4.2	4.3	1.7	3.2	0	0	1.7	0	1.7	0	0	0	2.7	0	3.2	0	0	0	0	0	2.7	2.3	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.49	2.88	2.9	2.2	5	4.5	2.2	2.2	2.2	0	1.6	0	0	0	0	1.6	3.4	3.3	3.8	2.6	0	1.6	2.9	0	2.2	2.2	0	0	0	0	2.2	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	6.04	1.62	0	2.2	4.6	5	0	2.2	2.9	0	0	0	0	0	3.5	2.2	2.2	3.2	2.2	0	2.2	2.2	2.2	0	0	2.2	0	0	2.2	2.2	2.2	2.2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.23	1.97	2.8	2.2	4.5	4.6	0	2.2	2.2	0	0	0	0	0	0	2.8	3.9	2.8	2.8	2.2	2.2	0	0	0	2.2	2.2	0	0	2.2	2.2	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.07	-2.64	0	0	5.3	2.7	0	3.3	0	0	0	0	0	0	0	0	3.7	0	3.3	0	0	0	0	0	2.7	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	3.66	0.68	2	0	4.5	4.5	2	3.4	2	0	0	0	0	0	0	0	4.5	2	2.6	2.6	0	0	0	0	2	0	0	0	0	0	2	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.16	-1.17	2.2	0	4.7	2.2	2.2	2.8	0	2.2	2.2	2.2	0	0	2.2	3.2	3.9	0	2.2	2.8	0	2.2	0	0	0	0	2.2	0	2.2	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.9	-1.37	0	2.1	4	4.4	0	2.8	0	0	0	0	0	0	0	0	2.8	2.8	0	0	0	2.1	0	0	2.8	0	2.1	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	5.68	1.37	2.1	2.8	4.6	4	0	2.1	2.8	0	0	0	0	0	0	2.1	4.2	3.1	3.8	2.1	0	0	2.1	0	2.1	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-0.13	0.93	1.4	1.4	4.3	4.1	0	3.3	1.4	0	1.4	2.6	0	0	1.4	0	4	2.4	2.4	1.4	0	0	1.4	0	0	0	0	0	0	0	1.4	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-1.5	-1.21	2.4	2.1	4.2	3.7	1.5	2.1	1.5	0	0	2.1	0	1.5	0	2.9	2.1	0	0	0	0	1.5	0	0	0	2.1	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-3.15	-7.05	2.6	2.6	3.9	3.6	1.6	3.8	1.6	3.1	2.2	0	0	0	1.6	1.6	3.4	0	1.6	0	0	1.6	0	0	1.6	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.24	2.97	0	2	4.4	5.3	0	0	0	0	0	0	0	0	2	3.3	4.4	3.9	3.3	2	2.7	2.7	2	0	0	0	0	0	0	0	2	2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-2.85	-3.53	1.8	1.8	4.7	4.3	0	3.1	0	0	1.8	0	0	0	1.8	0	3.6	0	1.8	0	0	1.8	0	0	1.8	2.8	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	-4.33	4.82	0	2	2.6	4.3	2	2	0	0	0	0	0	0	3	4.1	3	3	3	0	0	2	3	0	0	2.6	0	2	2.6	3	2.6	2
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.36	2.29	1.3	1.3	4.8	4.4	0	3.8	2.2	0	1.3	0	0	0	1.3	0	4.1	2.2	1.8	2.5	0	0	1.3	0	1.3	1.3	0	0	0	0	1.3	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.08	6.19	0	2.2	5.3	4.6	2.8	0	0	0	0	0	0	0	2.2	0	3.9	2.2	3.2	0	0	2.2	0	0	0	0	0	2.8	0	0	0	2.8
E8	E8_Somatic_mesoderm	Somatic_mesoderm	4.22	4.24	0	0	4.3	4.5	0	0	3.1	0	0	0	0	0	3.6	0	3.1	2.7	3.8	0	2.7	2.1	2.1	2.1	0	2.1	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.33	6.3	0	2.3	4.5	3.5	0	2.7	2.9	0	0	0	0	0	3.3	0	2.3	3.1	3.3	1.7	0	2.9	1.7	2.7	2.9	2.7	1.7	0	0	2.3	0	2.3
E8	E8_Somatic_mesoderm	Somatic_mesoderm	2.95	-1.48	3.1	1.9	4.9	4.3	2.5	2.5	2.9	0	0	3.1	0	0	0	3.4	1.9	1.9	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0
E8	E8_Somatic_mesoderm	Somatic_mesoderm	0.09	-4.13	3.2	0	4.9	4.8	0	3.4	0	0	2.2	0	0	0	0	0	3.4	0	3.4	0	0	0	0	0	0	0	0	0	0	0	2.2	0
