day	Anno	celltype	UMAP_1	UMAP_2	marker:Foxa2	marker:Shh	marker:Ntn1	marker:Bmp7	up:Nkx6-1	up:Foxa1	up:Nkx2-9	up:Tox2	up:Arx	up:Tsc22d1	up:Peg3	up:Rfx4	up:Barx2	up:En1	up:Hey1	up:Sox4	up:Mxd4	up:Tal2	up:Dmrtb1	up:Sox2	up:Xbp1	up:Hes1	up:Pou6f2	up:Otx2	down:Id2	down:Lyar	down:Irx3	down:Irx5	down:Hes3	down:Hmgb1	down:Irx2	down:Mycn	down:Meis2	down:Cnbp	down:Pax3	down:Id1	down:Gli3	down:Myc
E8.5a	E85a_Hindbrain	Hindbrain	4.71	-3.3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	2	0	0	3.3	2	0	0	0	4	4.4	2.6	2	3.6	5.8	0	3.3	3	4.9	3	2.6	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-1.19	1.01	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	3.7	0	0	0	3.5	2.2	2.2	0	0	4.3	3.5	3.9	3.2	2.2	6	0	3.7	2.2	4.6	0	3.2	0	2.2
E8.5a	E85a_Anterior_floor_plate	Anterior_floor_plate	-8.07	-0.95	3.9	3.5	2	2	0	3.5	0	2	0	4.2	3.8	0	2	3.5	0	4.6	2.6	0	0	4.3	2	3	2.6	0	0	2	2	0	0	5.2	0	0	2.6	4.5	0	2.6	0	0
E8.5a	E85a_Hindbrain	Hindbrain	5.99	-4.95	0	0	0	0	0	2.5	0	0	0	3.1	0	0	0	0	0	0	2.5	0	0	2.5	2.5	0	0	0	5	4.6	0	0	0	5.6	0	4	3.5	4.9	0	4	0	2.5
E8.5a	E85a_Hindbrain	Hindbrain	-0.16	-1.2	0	0	0	0	0	0	0	0	0	4	3.1	0	0	0	0	3.8	0	0	0	0	2.5	2.5	0	0	3.8	3.8	3.1	3.8	3.5	5.6	0	0	0	4.4	2.5	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	6.12	-0.59	0	0	0	0	0	0	1.8	0	0	4	0	0	0	0	1.8	3.8	0	0	0	2.4	0	0	0	0	4.1	3.6	2.8	2.8	0	5.7	0	2.4	2.4	5.5	0	2.4	0	0
E8.5a	E85a_Anterior_floor_plate	Anterior_floor_plate	-8.86	0.78	2.7	3.8	2.7	0	0	0	0	3.8	2.7	4	4	2.7	0	0	0	2.7	2.7	0	0	4.3	0	0	0	0	0	0	0	0	0	5.4	0	2.7	0	5	0	0	2.7	0
E8.5a	E85a_Hindbrain	Hindbrain	6.91	-1.68	0	0	0	0	0	0	0	0	0	3	0	2.6	0	0	0	0	0	0	0	3	2	0	0	0	4.3	3	2	0	2.6	5.3	2	3	3	4.9	3	3.2	2	0
E8.5a	E85a_Hindbrain	Hindbrain	5.77	0.2	0	0	0	0	0	0	0	0	0	3.9	0	0	0	0	0	2.3	0	0	0	2.3	3	0	0	0	4.5	4.2	0	2.3	0	5.3	2.3	3	3.4	5.1	2.3	3.4	0	3
E8.5a	E85a_Hindbrain	Hindbrain	-0.87	6.3	0	0	0	0	3.4	0	4.6	0	0	3.4	0	0	0	0	0	3.6	0	0	0	3	0	3.4	0	0	3.9	3.9	0	0	0	5.3	2.3	4	3.4	4.9	0	3	0	0
E8.5a	E85a_Hindbrain	Hindbrain	6.16	2.2	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0	0	0	3	3.3	2	0	0	4	3.6	3	0	2.6	5.7	2.6	3.5	3.3	4.9	2	3.3	2	2
E8.5a	E85a_Hindbrain	Hindbrain	-3.72	-2.17	0	0	0	0	0	0	1.8	0	0	3.1	1.8	1.8	0	0	0	4.1	0	0	0	3.6	1.8	2.5	0	0	3.9	4.1	0	0	0	5.6	1.8	1.8	0	5.1	0	1.8	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-0.01	-3.13	0	0	0	0	0	0	0	0	0	4	2.8	2.2	0	0	0	3.2	0	0	0	2.8	0	0	0	0	5.2	3.8	2.2	2.2	2.8	5.7	3.2	3.4	0	4.7	0	3.7	0	0
E8.5a	E85a_Hindbrain	Hindbrain	0.34	-2.95	0	0	0	0	0	0	0	0	0	3.5	0	2.2	0	0	0	2.2	0	0	0	3.5	2.2	0	0	0	5.5	4.7	3.7	0	0	5.3	2.8	3.7	3.9	5.1	2.8	0	0	0
E8.5a	E85a_Anterior_floor_plate	Anterior_floor_plate	-9.29	0.61	3	3.6	0	0	3.6	0	0	0	3.6	4.3	0	3	0	0	3	3	3	0	3	3.6	3	0	3	0	0	3	0	0	0	4	0	0	0	4.3	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	2.5	6.79	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	4.9	3.5	3.1	3.5	0	5.8	0	0	4.1	4.9	0	2.4	0	0
E8.5a	E85a_Hindbrain	Hindbrain	0.48	5.94	0	0	0	0	2.3	0	2.3	0	0	3.8	0	2.3	0	0	0	2.3	0	0	0	0	0	2.3	0	0	3	2.3	3.3	0	0	5.7	2.3	2.3	3.3	4.7	0	2.3	2.3	0
E8.5a	E85a_Hindbrain	Hindbrain	-0.83	-3.06	0	0	2.5	0	3.2	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	2.5	3.2	2.5	2.5	0	3.8	4.1	2.5	0	0	5.4	0	2.5	0	5.5	0	2.5	0	0
E8.5a	E85a_Hindbrain	Hindbrain	6.68	-0.22	0	0	0	0	0	0	0	0	0	4.3	0	0	0	0	0	3.3	0	0	0	3.8	0	2.2	0	0	4.2	3.9	2.2	0	0	5.7	0	0	2.9	5.2	0	0	0	0
E8.5a	E85a_Anterior_floor_plate	Anterior_floor_plate	-8.32	-2.84	3.3	3.3	2.7	0	3.3	4	0	2.7	0	3.7	4.7	2.7	0	0	0	4	3.3	0	0	3.3	3.3	3.3	0	3.7	2.7	3.3	0	0	0	5.3	0	0	0	4.7	0	2.7	0	0
E8.5a	E85a_Hindbrain	Hindbrain	1.96	7.04	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	3.5	0	2.2	0	0	3.9	4.1	2.2	3.2	0	5.5	0	2.8	2.8	5.4	0	2.2	2.2	0
E8.5a	E85a_Hindbrain	Hindbrain	3.84	2.92	0	0	0	0	0	0	0	0	0	3.4	0	0	0	0	0	2.4	0	0	0	0	3.9	3	2.4	0	3.7	3.9	0	0	0	5.8	3	0	3	5.1	2.4	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-4.6	-2.7	0	0	0	2.1	2.8	0	4.2	2.1	0	3.8	0	0	0	2.1	0	3.8	0	0	0	2.1	2.1	0	0	0	3.2	4	2.1	0	0	5.6	3.6	3.6	2.1	5.2	0	2.8	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-0.33	6.5	0	0	0	0	3.2	0	0	0	0	3.7	0	0	2.2	0	0	0	0	0	0	3.5	2.8	0	0	0	3.5	4.2	0	2.2	0	5.6	2.8	2.8	3.7	4.8	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	4.61	-5.68	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	4	0	0	0	2.3	0	0	0	0	4.9	4.3	0	2.3	0	5.4	2.9	2.9	2.3	4.6	0	3.6	2.3	2.3
E8.5a	E85a_Anterior_floor_plate	Anterior_floor_plate	-7.07	-2.75	2.4	3	0	0	2.4	2.4	0	2.4	3	3.7	0	0	0	0	0	3.4	0	0	0	2.4	2.4	2.4	0	2.4	2.4	3.9	2.4	0	0	5.4	0	0	0	4.5	0	3	0	0
E8.5a	E85a_Hindbrain	Hindbrain	3.99	2.61	0	0	0	2.1	0	0	0	0	0	2.7	0	0	0	0	0	2.7	0	0	0	0	2.7	3.6	0	0	5.9	3.6	0	0	0	5.9	0	2.1	2.7	4.9	2.1	3.6	2.1	0
E8.5a	E85a_Hindbrain	Hindbrain	4.16	-2.54	0	0	0	0	2.4	0	0	0	0	3	2.4	0	0	0	0	3	0	0	0	0	0	2.4	0	0	4.4	3.9	3	0	3.4	5.4	0	2.4	4.2	5.3	0	3	0	2.4
E8.5a	E85a_Hindbrain	Hindbrain	4.77	-4.41	0	0	0	0	0	0	0	0	0	2.6	0	1.6	0	0	0	0	0	0	0	0	1.6	0	0	0	2.9	3.2	0	1.6	1.6	5.6	2.9	2.2	2.2	4.8	0	2.9	1.6	0
E8.5a	E85a_Posterior_floor_plate	Posterior_floor_plate	-5.08	4.46	1.9	0	0	0	1.9	0	1.9	0	0	1.9	0	3.2	0	0	0	3.2	0	0	0	2.5	0	0	0	0	3.9	3.5	2.9	2.9	0	5.6	0	1.9	2.5	5	0	1.9	0	0
E8.5a	E85a_Hindbrain	Hindbrain	3.12	-2.74	0	0	0	0	0	0	0	0	0	3.8	2.7	0	0	0	0	3.4	0	0	0	4.3	0	2.7	0	0	4.5	4.5	2.7	3.4	3.8	6	0	3.8	2.7	4.9	0	3.8	0	0
E8.5a	E85a_Hindbrain	Hindbrain	2.88	4.4	0	0	0	0	0	0	0	0	0	2.8	0	2.2	0	0	0	3.5	0	0	0	0	0	2.2	0	0	4.7	4	2.2	0	0	5.3	3.2	3.2	3.2	4.6	2.8	4.2	2.2	0
E8.5a	E85a_Hindbrain	Hindbrain	2.93	5.86	0	0	0	0	2.8	0	0	0	0	0	3.8	0	0	0	0	3.4	0	0	0	3.8	2.8	2.8	0	0	4.9	4.3	0	0	0	5.4	2.8	3.4	3.4	4.9	0	3.4	2.8	0
E8.5a	E85a_Posterior_floor_plate	Posterior_floor_plate	-5.45	2.6	3.4	0	0	0	3.7	0	4.2	0	0	3.4	0	3.2	0	0	0	4.1	0	0	0	2.8	3.4	2.1	0	0	0	4.1	0	0	0	5.7	0	0	2.1	5.1	0	2.1	2.1	0
E8.5a	E85a_Hindbrain	Hindbrain	4.98	-4.91	0	0	0	0	0	0	0	0	0	2.7	0	2	0	0	0	3.3	2	2	0	0	0	0	0	0	3	4.2	2	0	2	5.8	0	0	0	5.2	2	0	0	0
E8.5a	E85a_Posterior_floor_plate	Posterior_floor_plate	-6.38	3.88	0	0	2.5	0	3.8	0	4	0	0	3.1	0	3.1	0	0	0	4	3.1	0	0	3.5	0	3.1	0	0	2.5	3.1	0	0	0	5.6	0	0	3.1	5	0	2.5	0	0
E8.5a	E85a_Hindbrain	Hindbrain	4.44	2.43	0	0	0	3	0	0	0	0	0	2.3	0	0	0	0	0	3	2.3	0	0	0	2.3	3.6	0	0	4.4	2.3	2.3	0	0	5.4	0	0	3.6	4	2.3	2.3	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-0.33	-3.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0	2.7	0	0	0	0	3.6	3.9	3.4	3.4	3.4	5.4	0	0	0	4.8	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	2.62	5.56	0	0	0	0	0	0	0	0	0	3.1	2.8	0	0	0	0	2.1	0	0	0	2.8	2.1	0	0	0	5.1	4.3	2.8	3.1	0	5.9	3.1	2.1	3.1	4.8	2.1	2.1	2.1	0
E8.5a	E85a_Hindbrain	Hindbrain	-0.43	-2.83	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	2.9	2.3	0	2.3	0	4.2	4.4	3.6	2.9	2.9	5.5	0	2.3	0	5.1	0	0	2.3	0
E8.5a	E85a_Hindbrain	Hindbrain	-2.6	-2.91	0	0	0	0	2.3	0	2.3	0	0	2.3	0	0	0	0	0	3	0	0	0	2.3	3	3	0	0	3.6	4	0	0	0	5.5	0	0	3.4	4.8	0	3.4	0	0
E8.5a	E85a_Hindbrain	Hindbrain	7.81	2.17	0	0	0	0	3.3	0	2	0	0	4.5	3	2	0	0	0	2	0	0	0	3.3	0	2	0	0	4	3.9	2	2	0	5.4	0	3.3	2	4.9	0	2	0	2
E8.5a	E85a_Hindbrain	Hindbrain	0.09	7.01	0	0	0	0	0	0	0	0	0	3	2.3	0	0	0	0	3.4	0	0	0	2.3	2.3	0	0	0	4.1	3.7	3.4	2.3	0	5.5	0	2.3	0	4.7	0	2.3	0	2.3
E8.5a	E85a_Hindbrain	Hindbrain	7.55	2.7	3.2	0	0	0	0	0	4.5	0	0	4.9	2.5	0	0	0	0	3.6	0	0	0	2.5	0	2.5	0	0	2.5	2.5	0	2.5	0	5	0	2.5	3.6	4.3	0	2.5	0	0
E8.5a	E85a_Hindbrain	Hindbrain	2.2	-4.89	0	0	1.8	0	0	0	0	0	0	3.2	1.8	1.8	0	0	0	3.8	0	0	0	3	3	2.4	0	0	3.8	4.2	3	2.4	3.6	5.6	1.8	2.4	2.4	4.8	1.8	3.7	2.8	1.8
E8.5a	E85a_Hindbrain	Hindbrain	-0.37	-1.31	0	0	2.4	0	0	0	0	0	0	3.5	2.4	0	0	0	0	3.1	0	0	0	3.5	0	0	0	0	0	4	0	2.4	0	5.7	0	3.7	0	5.1	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	7.05	1.82	0	0	0	0	1.8	0	0	0	0	4.1	1.8	0	0	0	0	2.8	1.8	0	0	3.5	3.1	2.4	0	0	3.3	2.4	3.3	1.8	0	5.5	0	0	2.4	4.8	0	1.8	0	0
E8.5a	E85a_Hindbrain	Hindbrain	4.79	-5.12	0	0	0	0	0	0	0	0	0	3.1	2.8	1.8	0	0	1.8	1.8	0	0	0	1.8	1.8	1.8	1.8	0	3.6	3.3	0	0	0	5.8	1.8	3.3	2.8	4.8	2.4	3.8	1.8	0
E8.5a	E85a_Hindbrain	Hindbrain	0.94	0.78	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3.5	0	0	0	2.4	2.4	2.4	0	0	5.2	3.5	3.1	0	0	5.4	0	4	2.4	5.3	2.4	4.2	0	0
E8.5a	E85a_Anterior_floor_plate	Anterior_floor_plate	-8.63	-1.62	0	3.4	0	0	2.7	2.7	2.7	3.4	0	2.7	3.4	3.8	0	3.8	0	4.6	0	0	0	3.4	0	3.8	0	3.4	0	0	2.7	0	0	5.4	0	3.4	2.7	3.4	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	2.47	6.76	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	2.5	0	0	0	3.1	0	3.1	0	0	4.6	3.8	0	0	0	5.4	2.5	2.5	4	4.9	3.1	4.5	2.5	0
E8.5a	E85a_Posterior_floor_plate	Posterior_floor_plate	-7.23	2.48	3.2	3.6	0	0	0	0	4.6	0	2.6	4.5	3.2	0	0	0	3.2	2.6	3.2	0	0	3.6	2.6	0	2.6	0	0	3.9	0	0	0	5.4	0	2.6	0	5	0	2.6	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-1.41	0.4	0	0	0	0	0	0	0	0	0	3.1	2.1	0	0	0	0	2.8	0	0	0	2.1	0	2.8	0	0	5	3.8	2.8	3.1	3.6	5.6	2.1	2.1	2.8	5.1	0	3.6	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-1.95	-1.2	0	0	2.2	0	3.5	0	0	0	0	3.7	0	2.2	0	0	0	3.7	0	0	0	0	2.2	0	0	0	4.1	4	2.2	0	0	5.6	0	2.8	2.2	4.9	0	3.5	0	0
E8.5a	E85a_Hindbrain	Hindbrain	0.4	1.25	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2.7	0	0	0	4	0	3.1	0	0	5.1	4.6	3.1	0	2.7	5.6	0	3.1	3.1	5	3.1	3.3	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-0.66	6.35	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	3.8	0	0	0	3.9	2	2	0	0	4.2	3.8	3	2.6	0	5.3	0	2	3.3	5.1	0	2.6	0	0
E8.5a	E85a_Hindbrain	Hindbrain	6.14	-3.12	0	0	0	0	0	0	0	0	0	1.8	0	1.8	0	0	0	2.4	0	0	0	2.4	2.8	1.8	0	0	4.2	4	3.1	2.8	2.4	5.7	1.8	2.4	2.4	4.8	1.8	2.8	0	0
E8.5a	E85a_Hindbrain	Hindbrain	0.99	-0.23	0	0	0	0	0	0	0	0	0	2.9	0	2.3	0	0	0	0	0	0	0	2.9	0	0	0	0	5.3	4.6	2.3	0	0	5.6	3.3	0	3.8	5	2.3	4	2.3	2.3
E8.5a	E85a_Hindbrain	Hindbrain	0.67	-2.64	0	0	0	0	0	0	0	0	0	3	2.3	0	0	0	0	3.6	0	0	0	2.3	2.3	3	0	0	3.8	3.3	0	3.3	2.3	5.6	2.3	3	2.3	5.3	0	2.3	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-0.72	-0.6	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	2.4	2.4	0	0	3.4	0	0	0	0	5.1	3.4	3.7	2.4	0	5.9	2.4	3.9	4.2	4.5	3.4	2.4	3	0
E8.5a	E85a_Hindbrain	Hindbrain	-3.11	-0.08	0	0	2.2	0	0	0	0	0	0	3.9	2.9	2.9	0	0	2.2	3.2	0	0	0	2.9	2.2	0	0	0	4.8	3.5	3.2	2.9	2.9	5.4	0	2.2	3.2	4.7	0	2.9	0	2.2
E8.5a	E85a_Hindbrain	Hindbrain	1.37	-4.85	0	0	1.8	0	3.1	0	4.2	0	0	3.6	1.8	0	0	0	1.8	3.4	1.8	0	0	3.4	2.4	3.6	0	0	0	3.7	0	0	0	5.4	0	3.7	2.4	5	0	4	0	0
E8.5a	E85a_Hindbrain	Hindbrain	1.31	4.77	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	2	0	0	2	2	2	0	0	4.6	4.2	2	2.6	0	5.4	2	2.6	3	5.3	2.6	2.6	0	0
E8.5a	E85a_Hindbrain	Hindbrain	2.01	3.97	0	0	0	0	0	0	0	0	0	3.5	2	2	2	0	0	3.6	2	0	0	2	2	2	0	0	4.2	3	2	2.6	0	5.6	3.3	3.6	3.9	5.1	2.6	3.6	2.6	0
E8.5a	E85a_Hindbrain	Hindbrain	0.13	0.15	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	4	3.8	3.8	3.6	3.6	5.6	2.3	3.3	0	5	2.3	2.9	0	0
E8.5a	E85a_Posterior_floor_plate	Posterior_floor_plate	-5.9	4.13	2.8	0	0	0	0	0	4.6	3.4	0	2.8	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	4.3	0	0	0	5.8	0	0	4.1	4.5	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	0.7	7.17	0	0	0	0	0	0	2.5	0	0	3.5	0	0	0	0	0	2.5	0	0	0	3.8	0	0	0	0	4.8	4.2	3.5	0	0	5.7	0	3.5	3.2	4.8	0	2.5	0	0
E8.5a	E85a_Hindbrain	Hindbrain	2.05	7.73	0	0	0	0	0	0	0	0	0	3.6	3.3	0	0	0	0	0	0	0	0	3.6	0	2.2	0	2.2	5.3	3.9	2.9	3.3	2.2	5.9	0	3.6	2.9	5.1	2.9	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-1.46	0.73	0	0	0	0	0	0	0	0	0	3.2	0	1.9	0	0	0	1.9	1.9	0	0	2.6	1.9	2.6	1.9	0	5	3.6	1.9	3.2	3.2	5.9	1.9	3.6	1.9	4.7	1.9	3.7	0	0
E8.5a	E85a_Hindbrain	Hindbrain	1.63	5.56	0	0	0	0	0	0	0	0	0	3.2	1.9	0	0	0	0	3.2	0	0	0	2.9	1.9	2.9	0	0	4.8	3.6	0	0	0	5.4	2.9	4.2	3.4	5	1.9	3.4	1.9	0
E8.5a	E85a_Anterior_floor_plate	Anterior_floor_plate	-7.58	-3.71	0	3.5	0	0	2.4	0	0	0	0	3.1	0	0	0	0	0	3.5	0	2.4	0	3.1	0	2.4	0	2.4	2.4	3.7	2.4	0	0	5.7	0	0	2.4	4.8	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	6.79	1.91	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	3.2	0	0	0	3.2	0	0	0	0	3.2	3.2	2.6	0	0	5.7	2.6	3.2	3.6	5.2	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	3.37	4.5	0	0	0	0	0	0	0	0	0	2.2	2.2	2.2	0	0	0	3.3	0	0	0	2.2	2.2	2.2	0	0	4.3	3.9	0	0	0	5.8	2.2	2.9	3.9	4.7	0	3.3	2.2	0
E8.5a	E85a_Hindbrain	Hindbrain	2.56	7.62	0	0	2.2	0	0	0	0	0	0	3.5	0	0	0	0	2.2	2.2	0	0	0	3.8	0	0	0	0	2.2	3.9	2.2	0	0	5.7	0	2.9	3.8	5.2	0	3.5	0	2.2
E8.5a	E85a_Hindbrain	Hindbrain	1.66	-4.7	0	0	1.9	0	0	0	0	1.9	0	3.8	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	2.9	3.8	3.5	0	1.9	5.7	0	2.9	2.9	5	0	3.2	1.9	0
E8.5a	E85a_Hindbrain	Hindbrain	-1.94	-3.41	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2.5	0	0	0	4.4	0	4.5	0	0	4.7	3.8	0	3.1	0	5.8	0	3.5	2.5	5.3	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	1.6	-5.02	0	0	2.2	0	3.2	0	2.9	2.2	0	4.2	0	2.9	0	0	0	3.2	0	0	0	3.5	0	2.2	0	0	4.3	3.5	2.2	0	0	5.4	0	2.2	0	5	0	3.7	0	0
E8.5a	E85a_Anterior_floor_plate	Anterior_floor_plate	-7.81	2.23	2.5	3.5	0	0	0	2.5	2.5	0	0	5.1	3.5	0	0	0	3.2	0	0	0	0	3.2	2.5	0	0	0	0	3.5	0	0	0	5.6	0	0	3.5	5.3	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	6.8	-1.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	2.2	0	0	2.2	4.5	2.9	2.9	3.8	5.5	0	2.2	3.3	4.7	2.2	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	2.5	-4.31	0	0	1.6	0	2.2	0	0	0	0	2.5	2.2	0	0	0	0	3.2	0	0	0	2.2	2.8	1.6	0	0	2.2	3.9	1.6	1.6	0	5.8	0	3.3	2.5	5.2	0	1.6	1.6	1.6
E8.5a	E85a_Hindbrain	Hindbrain	-3.03	0.02	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1.8	3	0	0	0	3.2	1.8	1.8	0	0	4.1	4.3	2.4	3.2	2.7	5.7	1.8	2.4	3	5.2	0	2.4	2.4	0
E8.5a	E85a_Hindbrain	Hindbrain	-3.04	-1.56	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	2.7	0	2.1	0	0	4.2	4.1	3.1	3.1	0	5.4	0	3.1	3.8	5.4	0	2.7	0	0
E8.5a	E85a_Hindbrain	Hindbrain	2.09	-4.1	0	0	0	0	2.8	0	0	0	0	3.5	0	1.8	0	0	0	3.5	0	0	0	3.8	1.8	0	0	0	3.1	4.1	2.8	0	0	5.5	0	3.1	2.4	5.1	0	3.5	1.8	0
E8.5a	E85a_Hindbrain	Hindbrain	7.29	-2.05	2.6	2.6	0	0	1.6	1.6	3.8	0	0	4	3	1.6	0	2.2	1.6	2.6	0	0	0	3	2.2	2.8	1.6	0	3.6	3.5	2.2	0	0	5.6	0	2.2	2.8	4.9	0	2.6	0	0
E8.5a	E85a_Hindbrain	Hindbrain	6.9	2.33	0	0	0	0	3	0	0	0	0	4.4	2.4	0	2.4	0	0	3.7	0	0	0	2.4	0	2.4	0	0	3	3.4	0	0	0	5.6	2.4	0	3	5.1	0	0	0	2.4
E8.5a	E85a_Hindbrain	Hindbrain	-3.49	-1.45	1.9	0	0	0	2.8	0	4.7	0	0	3.5	0	0	0	1.9	0	4.4	0	0	0	3.3	1.9	0	0	0	3.3	3.7	3.1	0	0	5.2	2.5	2.5	2.8	4.3	0	3.5	0	0
E8.5a	E85a_Hindbrain	Hindbrain	4.29	2.17	0	0	0	0	0	0	0	0	0	3.4	2.2	0	0	0	0	3.2	2.2	0	0	0	2.2	2.2	0	0	4.5	3.4	2.2	0	0	5.5	0	2.2	3.4	4.4	0	2.8	2.2	2.2
E8.5a	E85a_Hindbrain	Hindbrain	-0.14	5.46	0	0	2.5	0	0	0	0	0	0	3.9	2.5	2.5	0	0	0	2.5	0	0	0	4.4	0	3.2	0	0	4.3	4.5	2.5	0	0	5.4	0	0	4.1	4.7	0	0	2.5	0
E8.5a	E85a_Hindbrain	Hindbrain	4.93	-0.45	2.8	0	2.2	2.2	2.2	0	4.1	2.8	0	4.6	2.2	3.2	0	0	2.2	3.5	0	0	0	3.2	2.8	3.2	0	0	4.2	3.9	0	2.2	0	5.9	0	2.8	0	4.1	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-1.64	0.39	0	0	0	0	0	0	0	0	0	3.1	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	4.2	2.1	2.1	0	5.6	0	3.4	0	5.2	0	3.4	0	0
E8.5a	E85a_Hindbrain	Hindbrain	3.11	3.38	0	0	0	0	0	0	0	0	0	3.5	2.8	0	0	0	0	3.5	0	0	0	2.8	0	0	0	0	4.4	2.8	2.2	0	0	5.6	3.2	3.2	3.2	4.9	0	2.8	2.2	0
E8.5a	E85a_Hindbrain	Hindbrain	6.21	2.97	0	0	0	0	0	0	0	0	0	4.4	0	0	0	0	0	0	0	0	0	3.6	2.6	2.6	0	0	4.8	4.4	0	2.6	0	5.8	2.6	0	3.6	5.3	2.6	4.3	0	0
E8.5a	E85a_Posterior_floor_plate	Posterior_floor_plate	-4.61	3.81	0	0	0	0	0	0	3	0	0	2.4	0	0	0	0	2.4	2.4	0	0	0	2.4	0	0	0	0	3	4.4	2.4	0	0	5.5	0	3	0	4.7	0	0	0	0
E8.5a	E85a_Hindbrain	Hindbrain	7.39	2.46	0	0	0	0	0	0	0	0	0	3.7	2.2	0	0	0	0	3.5	2.2	0	0	2.8	2.2	0	0	0	3.9	3.2	3.5	0	0	5.7	0	2.8	2.8	5.5	2.8	2.8	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-0.37	1.26	0	0	0	0	0	0	0	0	0	2.5	3.5	0	0	0	0	3.1	0	0	0	2.5	2.5	0	0	0	5.4	3.1	2.5	2.5	0	5.2	3.1	2.5	0	4.2	3.1	3.8	2.5	0
E8.5a	E85a_Hindbrain	Hindbrain	1.93	4.24	0	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	2.3	2.9	0	0	0	2.3	2.3	0	0	5.1	3.6	0	0	0	5.4	3.3	2.3	0	5.2	3.6	3.6	2.3	0
E8.5a	E85a_Hindbrain	Hindbrain	-3.11	-2.94	0	0	0	2.4	0	0	3	0	0	2.4	0	0	0	0	0	3.7	0	0	0	3.7	0	3	0	0	5.4	3.7	3	0	0	5.6	0	0	2.4	5.4	0	2.4	0	0
E8.5a	E85a_Hindbrain	Hindbrain	-0.4	1.62	0	0	0	0	0	0	0	0	0	3.7	0	1.9	0	0	0	2.5	0	0	0	3.5	0	2.5	0	0	4.8	3.5	3.1	1.9	0	5.6	2.8	3.5	1.9	4.8	2.5	4.5	3.1	0
E8.5a	E85a_Hindbrain	Hindbrain	1.79	5.43	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	3.5	0	0	0	2.5	2.5	0	0	0	2.5	3.5	0	2.5	0	5.6	2.5	0	3.5	3.1	0	2.5	0	0
E8.5a	E85a_Anterior_floor_plate	Anterior_floor_plate	-5.1	-0.64	0	0	0	0	3.1	0	4.3	0	0	3.1	0	0	0	0	0	3.8	0	0	0	3.8	0	2.7	0	0	3.4	4	2.1	0	0	5.6	2.1	0	2.1	5.3	0	0	0	0
