day	Anno	celltype	UMAP_1	UMAP_2	marker:Pcdh15	marker:Sox6	up:Zfpm2	up:Sox6	up:Myt1	up:Etv1	up:Olig1	up:Sox10	down:Pax3	down:Gli3	down:Setbp1	down:Meis1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.44	3.36	0	5.2	0	5.2	0	0	0	0	0	0	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.11	4.61	0	6.5	6.2	6.5	0	0	0	0	0	0	5.2	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.57	2.63	0	0	0	0	0	0	0	0	0	0	0	6.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.65	1.83	0	5.6	4.9	5.6	0	0	0	0	0	4.9	6.3	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.41	-0.77	0	0	0	0	0	0	0	0	5	0	0	5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.48	0.1	0	0	0	0	4.5	0	0	0	4.5	0	6.2	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.52	-0.25	0	0	0	0	0	0	0	0	0	0	5	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.99	-0.49	0	4.1	0	4.1	0	0	0	0	5.5	4.8	5.9	4.8
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.99	3.38	0	6.1	4.8	6.1	0	0	0	0	0	4.8	0	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.36	-1.32	0	0	5.5	0	0	0	0	0	6.8	0	6.8	6.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	2.23	3.46	0	5.2	4.5	5.2	0	0	0	0	0	0	5.6	4.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.58	-2.15	0	0	0	0	0	0	0	0	5.4	0	6.1	5.8
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.98	0.09	0	0	0	0	0	0	0	0	5.7	6.2	4.3	4.3
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.76	4.22	4.5	5.9	0	5.9	0	0	0	0	0	0	6.1	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.44	0.81	4.5	5.2	0	5.2	0	0	0	0	0	5.2	5.2	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.92	-0.33	0	5.5	0	5.5	0	0	0	0	0	0	5.5	6.1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.26	3.94	0	0	0	0	0	0	0	0	0	4.8	5.5	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-5.21	1.35	0	0	0	0	0	0	0	0	0	4.9	4.9	4.9
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.06	6.47	0	6.3	4.9	6.3	0	0	0	0	0	0	4.9	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.41	4.65	0	0	0	0	0	0	0	0	0	0	5.5	5.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.98	1.03	0	5.1	0	5.1	0	0	0	0	5.8	0	5.8	5.1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.17	4.41	0	5.1	0	5.1	0	0	0	0	0	0	6.2	5.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-5.47	0.81	0	0	0	0	0	0	0	0	5	5.4	5.4	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.97	2.73	0	5.1	0	5.1	0	0	0	0	5.1	5.1	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.8	-0.49	0	0	0	0	0	0	0	0	0	4.3	6.6	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.34	4.22	0	5.8	0	5.8	0	0	0	0	0	0	4.7	4.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.8	4.01	0	5.6	0	5.6	0	0	0	0	0	0	5.6	4.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.43	-5.23	0	0	0	0	0	4.9	0	0	0	0	6	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.23	1.75	0	6.2	0	6.2	0	0	0	0	0	5.5	5.5	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.32	-0.27	0	5.3	0	5.3	0	0	0	0	0	3.9	5	4.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.97	-0.46	0	4.8	0	4.8	0	0	0	0	4.8	4.8	5.4	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.45	-1.52	0	4.6	0	4.6	0	0	0	0	5.7	5.3	6.6	6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.42	-1.18	0	5.8	0	5.8	0	0	0	0	6.2	5.7	6.6	3.9
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	3.43	-1.94	0	3.9	0	3.9	0	0	0	0	6	5.3	5	5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.86	0.88	0	4.6	0	4.6	0	0	0	0	5.7	0	5.7	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.33	2.98	0	4.2	0	4.2	0	0	0	0	0	0	5.3	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.16	0.22	0	5.3	0	5.3	0	0	0	0	5.1	4.8	6.1	5.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	2.45	1.69	5.1	0	0	0	0	0	0	0	0	5.1	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.58	1.62	0	6.2	0	6.2	4.4	0	0	0	5.1	5.5	4.4	4.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.86	0.95	0	0	0	0	0	0	0	0	0	5	5	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.22	2.22	0	4.7	0	4.7	0	0	0	0	0	4.7	6.3	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.66	1.31	0	0	0	0	0	0	0	0	0	0	6.1	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.73	0.38	0	4.1	0	4.1	0	0	0	0	4.8	4.8	5.7	4.1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	1.64	6.07	0	5.2	5.2	5.2	0	0	0	0	0	0	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.23	4.71	0	5.8	0	5.8	0	0	0	0	0	0	6.5	6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.55	5.26	0	4.8	0	4.8	0	0	0	0	0	4.1	4.1	5.9
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.04	5.42	0	6.1	0	6.1	0	0	0	0	0	0	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.43	-0.71	0	5.9	0	5.9	0	0	0	0	5.3	0	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	1.19	-0.41	0	5.3	0	5.3	0	0	0	0	5.3	5.7	5.3	5.3
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-5	0.56	0	6.3	4.1	6.3	0	0	0	0	5.5	5.7	6.2	6.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	2.55	-1.45	0	0	0	0	0	0	0	0	0	0	4.8	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.79	3.16	0	5.5	4.4	5.5	0	0	0	0	0	0	6.3	4.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.78	5.31	0	6.6	4.8	6.6	0	0	0	0	0	4.8	5.5	5.9
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.71	-0.19	0	6.1	0	6.1	0	0	0	0	0	0	5	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.37	2.11	0	5	0	5	0	0	0	0	0	5	5.6	5.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.02	-2.57	0	5.4	0	5.4	0	0	0	0	0	0	5.4	6.3
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.3	3.8	0	6.3	0	6.3	0	0	0	0	0	0	5.2	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.07	1.48	0	0	0	0	0	0	0	0	0	0	5.6	4.9
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.31	3.76	0	5.4	4.7	5.4	0	0	0	0	0	0	4.7	6.1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.73	4.65	0	5.2	0	5.2	0	0	0	0	0	0	5.9	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.72	3.46	0	5.9	0	5.9	0	0	0	0	0	0	5.6	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.76	3.15	0	6.1	0	6.1	0	0	0	0	4.5	4.5	5.9	5.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.11	-0.61	0	4.9	0	4.9	0	0	0	0	4.9	4.2	6.4	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.01	0.75	0	4.9	0	4.9	0	0	0	0	4.9	4.9	6	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.25	4.42	0	5.7	0	5.7	0	0	0	0	0	0	5	5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.05	5.87	0	4.1	5.1	4.1	0	0	0	0	0	5.4	4.1	4.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.19	3.93	0	5.9	0	5.9	0	0	0	0	0	4.8	4.8	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.48	5.58	0	5.3	0	5.3	0	0	0	0	0	4.6	5.5	4.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.87	1.43	0	4.8	0	4.8	0	0	0	0	0	0	6.4	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.31	4.25	0	6.1	0	6.1	0	0	0	0	0	0	5.4	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.08	1.11	0	5.9	0	5.9	0	0	0	0	0	5.2	5.2	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.9	0.35	0	4.1	0	4.1	0	0	0	0	0	0	5.9	4.1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.58	0.19	0	4.4	0	4.4	0	0	0	0	5.8	4.4	6	4.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	1.22	-2.17	0	0	4	0	0	4	0	0	5.3	4	5.9	5.3
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.51	2.12	0	5.2	0	5.2	0	0	0	0	0	0	5.6	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.96	5.52	0	0	0	0	0	0	0	0	0	0	5.4	5.9
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.37	1.27	0	4	0	4	0	0	0	0	0	4.7	6.4	4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.01	2.8	0	5.7	0	5.7	0	0	0	0	0	0	6.4	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.67	1.7	0	4.7	0	4.7	0	0	0	0	0	0	4.7	4.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.48	5.06	0	5.9	4.1	5.9	0	0	0	0	0	0	5.2	4.8
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.64	2.39	0	5.5	0	5.5	0	0	0	0	0	0	5.5	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.26	4.72	0	5.8	5.2	5.8	0	4.5	0	0	0	4.5	5.6	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.55	1.78	0	5	0	5	0	0	0	0	0	5	0	5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.05	0.36	0	0	0	0	0	0	0	0	5.2	0	5.8	5.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.35	0.87	0	5	0	5	0	0	0	0	0	4.3	5.7	4.3
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.79	2.92	0	4.7	4.7	4.7	0	0	0	0	0	4.7	5.8	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.74	5.23	0	5.6	0	5.6	0	0	0	0	0	4	5.1	4.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.21	1.36	0	0	4.4	0	0	0	0	0	0	4.4	6.8	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.66	1.28	0	4.5	0	4.5	0	0	0	0	0	4.5	4.5	4.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.34	1.95	0	6.4	0	6.4	0	0	0	0	0	0	6.4	5.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-5.6	0.75	0	4.6	4.6	4.6	0	0	0	0	6	5.3	5.3	6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	1.04	-0.57	0	6.1	0	6.1	0	0	0	0	5.4	0	6.1	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.52	3.89	0	0	5.2	0	0	0	0	0	0	5.2	5.2	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.05	3.23	0	6	0	6	0	0	0	0	0	0	5.6	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.42	0.19	0	0	0	0	0	0	0	0	4.8	0	0	4.8
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	3.05	-1.98	0	4.5	0	4.5	0	0	0	0	5.6	4.5	6.1	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.45	3.63	0	5.2	0	5.2	0	0	0	0	0	5.9	6.6	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.99	0.78	0	0	0	0	0	0	0	0	5.8	0	5.1	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.68	1.15	0	0	0	0	0	0	0	0	0	5.6	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.63	1.82	0	6.6	0	6.6	0	0	0	0	0	0	0	4.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.38	1.24	0	5.1	4.4	5.1	0	0	0	0	5.1	5.1	6.8	5.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.37	-0.53	0	0	0	0	0	0	0	0	0	5	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.62	0.75	0	4.5	0	4.5	0	0	0	0	0	4.5	4.5	5.1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.17	3.23	0	5.3	0	5.3	0	0	0	4.4	0	0	5.1	4.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.83	2.74	0	5.1	0	5.1	0	0	0	0	0	0	6.1	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-5.36	-0.09	0	4.6	0	4.6	0	0	0	0	6	5	5.5	4.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	2.3	0.6	0	0	0	0	0	0	0	0	0	5.1	5.1	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.37	0.7	0	6.1	0	6.1	0	0	0	0	5.7	5.7	6.1	5.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.64	4.41	0	5.6	5.2	5.6	0	0	0	0	0	0	5.2	5.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.19	-2.57	0	0	0	0	0	0	0	0	6.1	4.2	6.4	6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.17	2.86	0	5.5	4.8	5.5	0	0	0	0	0	0	4.8	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.19	1.78	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.01	2.57	0	5	5.7	5	0	0	0	0	0	0	5	5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.14	1.67	0	6	5.3	6	0	0	0	0	0	0	5.3	5.3
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.27	0.8	0	0	0	0	0	0	0	0	0	5.5	4.8	5.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	1.58	6.38	0	6.2	5.2	6.2	0	0	0	0	3.8	3.8	4.9	3.8
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.9	1.9	0	0	0	0	0	0	0	0	0	0	5.9	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.01	1.97	0	5.8	0	5.8	0	0	0	0	5.8	4.9	4.9	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.1	3.28	0	5.8	0	5.8	0	0	0	0	0	0	5.8	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.2	-0.57	0	4.4	0	4.4	0	0	0	0	4.4	6	5.5	4.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.26	3.91	0	5.9	4.3	5.9	0	0	0	0	0	0	5	4.3
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.7	5.04	0	5.4	0	5.4	0	0	0	0	0	0	4.3	5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	2.11	-2.31	0	0	0	0	0	0	0	0	5.9	0	6.2	5.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.67	-0.26	0	5.6	0	5.6	0	0	0	0	0	0	5.6	5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.99	3.22	0	5.6	4.3	5.6	0	0	0	0	0	4.3	6	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.55	-1.43	0	0	0	0	0	0	0	0	4.5	5.2	5.2	4.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.16	0.8	0	0	0	0	0	0	0	0	5.9	5.5	6.4	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.1	-1.43	0	5.3	0	5.3	0	0	0	0	0	4.6	5.7	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.75	2.97	0	5.6	0	5.6	0	0	0	0	0	4.9	4.9	4.9
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.42	-1.57	0	3.7	0	3.7	0	0	0	0	5.3	6	4.4	5.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.15	4.62	0	4.7	0	4.7	0	0	0	0	0	0	6.3	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.85	4.29	0	4.7	4	4.7	0	0	0	0	0	0	6.3	4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.85	2.46	0	0	0	0	0	0	0	0	5.8	5.8	4.7	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.71	4.96	0	5.6	0	5.6	0	0	0	0	0	0	6.3	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.25	-2.35	0	5.8	0	5.8	0	0	0	0	5.5	5.1	5.8	4.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.93	4.41	0	5.3	0	5.3	0	0	0	0	0	4	6.3	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.52	3.79	0	5.4	0	5.4	0	0	0	0	0	0	4.8	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.12	5.93	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.81	2.64	0	6.4	0	6.4	0	0	0	0	0	0	0	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.22	4.6	0	5.2	5.6	5.2	0	0	0	0	0	0	5.6	4.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.16	-1.66	0	5.9	0	5.9	0	0	0	0	0	4.3	6.1	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-5.12	3.02	0	4	0	4	0	0	0	0	0	0	6	4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.64	1.94	4.7	5.4	0	5.4	0	0	0	0	0	4.7	6.1	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.73	2.21	0	6.5	0	6.5	0	0	0	0	0	4.2	5.8	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.16	2.58	0	6.9	0	6.9	0	0	0	0	0	4.9	4.9	4.9
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.4	5.45	0	0	0	0	0	0	0	0	0	0	5.2	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.74	1.44	0	0	0	0	0	0	0	0	0	5.2	5.2	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.96	-0.52	0	0	0	0	0	0	0	0	4.8	4.1	5.2	4.1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.17	0.78	0	5.2	0	5.2	0	0	0	0	5.2	5.2	5.2	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.41	-1.63	0	4.7	0	4.7	0	0	0	0	4.7	0	5.8	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.14	1.45	0	0	4.5	0	0	0	0	0	0	4.5	6.1	4.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.46	5.66	0	5.4	0	5.4	0	0	0	0	0	0	4.7	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.62	2.84	0	6.5	4.8	6.5	0	0	0	0	0	0	6.4	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.17	-1.82	0	0	0	0	0	4.7	0	0	5.4	5.4	4.7	5.8
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	1.19	5.1	0	5.3	0	5.3	0	0	0	0	0	0	5.3	5.3
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.89	-2.02	0	5.9	0	5.9	0	0	0	0	6.6	0	4.8	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.02	1.74	0	7.1	0	7.1	0	0	0	0	0	0	5.8	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-5.4	-0.31	0	0	0	0	0	0	0	0	5.9	5	0	5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.33	1.26	0	0	0	0	0	0	0	0	0	4.9	6	5.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.26	-0.07	0	5.2	0	5.2	0	0	0	0	5.9	0	5.9	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.56	1	0	0	0	0	0	0	0	0	5	5	0	5.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.18	-2.72	0	0	6.2	0	0	0	0	0	5.1	5.1	5.8	5.1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.23	1.07	4.9	4.9	4.9	4.9	0	0	0	0	6.7	5.6	5.6	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.58	4.7	0	6.1	5.2	6.1	0	0	0	0	0	0	5.6	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.34	-0.55	0	6.3	0	6.3	0	0	0	0	4.7	4.7	4.7	6.1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.03	-0.16	0	5.4	0	5.4	0	0	0	0	4.7	0	6.1	5.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.48	3.13	3.9	5.5	0	5.5	0	5	0	0	0	3.9	6.2	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.82	2.98	0	0	0	0	0	0	0	0	0	5.9	5.2	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.22	0.97	0	5.2	0	5.2	0	0	0	0	5.2	5.2	5.9	5.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	2.69	-1.76	0	6.7	0	6.7	0	0	0	0	5.6	5.9	5.9	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	0.05	-2.12	0	5	0	5	0	0	0	0	6.4	0	5	5.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.76	1.17	0	0	0	0	0	0	0	0	0	5.4	0	4.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.28	-0.39	0	0	0	0	0	0	0	0	5.4	0	6.5	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	3.03	-1.81	0	0	0	0	0	0	0	0	6	5.8	6.3	4.9
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.29	3.81	0	6.1	0	6.1	0	0	0	0	0	0	6.9	4.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.41	-0.88	0	0	0	0	0	0	0	0	6.2	0	6.2	5.1
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.59	3.32	0	6	0	6	0	0	0	0	0	0	6.7	4.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.14	0.89	0	5.3	0	5.3	0	0	0	0	0	0	5.3	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.04	5.11	0	0	0	0	0	4.8	0	0	0	0	5.9	4.8
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.54	3.16	0	5.2	0	5.2	0	0	0	0	0	0	5.2	4.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.17	-1.56	0	0	0	0	4.4	0	0	0	4.4	5.1	6	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-4.4	2.37	0	6.4	0	6.4	0	0	0	0	0	5.3	4.2	4.9
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-3.39	3.48	0	4.4	0	4.4	0	0	0	0	0	4.4	5.8	4.4
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	2.14	-2.42	0	4.7	4.7	4.7	0	0	0	0	4.7	0	4.7	4.7
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-1.69	0	0	0	0	0	0	0	0	0	4.2	5.3	5.3	4.2
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	1.35	2.38	0	5.5	0	5.5	0	0	0	0	0	0	5.5	5.5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-5.22	-0.76	0	0	0	0	0	0	0	0	4.7	0	4.7	0
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.61	6.08	0	6	4.2	6	0	0	0	0	0	0	4.9	5.6
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.24	-2.72	0	4.7	0	4.7	0	0	0	0	5.3	4.7	6	6.3
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-0.48	-0.67	0	0	0	0	0	0	0	0	5.7	0	5.7	5
E11.5	E115_Spinal_cord_ventral	Spinal_cord_ventral	-2.7	-2.08	0	5.8	0	5.8	0	0	0	0	0	0	5.4	0
