day	Anno	celltype	UMAP_1	UMAP_2	Gata6	Hand1	Lefty2	Lhx1	Mesp1	Mesp2	Sp5
E6.5	E65_Primitive_Streak	Primitive_Streak	5.04	-0.92	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.2	0.12	0	0	1.7	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.14	-2.28	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.1	-3.52	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.45	-0.18	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.42	-1.36	0	0	0	0	0	0	2.2
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.34	-2.4	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.53	-1.63	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.17	2.85	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.08	-2.07	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.51	-2.23	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.37	-1.81	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.04	-0.72	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.72	1.99	0	0	1.8	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.71	0.9	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.01	-3.02	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.05	2.33	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.68	1.17	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.2	0.17	0	2.2	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.03	-2.77	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.93	-3.57	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.91	-1.93	0	0	0	0	0	2.6	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.99	0.35	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.38	3.14	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.5	-2.78	1.9	0	0	0	0	0	1.9
E6.5	E65_Primitive_Streak	Primitive_Streak	2.42	-1.46	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.23	-0.01	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.57	4.63	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.42	3.56	0	0	1.4	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.79	-2.15	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.21	-2.26	0	0	0	0	2.2	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.62	-2	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.97	-0.34	0	0	0	0	3.9	0	3.1
E6.5	E65_Primitive_Streak	Primitive_Streak	2.13	4.45	0	0	1.2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.67	-1.9	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.91	-1.57	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.15	-3.58	0	1.7	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.33	-0.14	0	0	0	0	3.3	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.51	-0.48	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.24	-2.72	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.66	-1.13	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.07	0.45	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.1	2.87	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.13	-2.8	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.35	-1.45	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.95	0.44	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.59	-1.89	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.61	0.22	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.48	0.76	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.61	4.43	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.08	-1.6	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.19	0.2	0	0	1.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.18	-1.81	0	0	0	0	0	0	1.8
E6.5	E65_Primitive_Streak	Primitive_Streak	3.75	-1.97	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.37	-3.33	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	5.28	0.42	0	0	1.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.67	-1.21	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.03	-2.85	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.58	-2.12	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.59	-0.04	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.23	-2.25	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.78	-3.29	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.69	-0.22	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.4	-2.28	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.97	2.92	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.35	4	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.36	-0.03	0	0	2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.27	-1.98	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	5.48	-0.54	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.89	-0.68	0	0	0	0	2.1	0	3.1
E6.5	E65_Primitive_Streak	Primitive_Streak	3.92	-1.35	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.72	2.44	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.03	-2.22	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.64	-0.52	0	2	0	0	0	0	2.6
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.78	0.01	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.01	0	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.96	2.8	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.59	4.45	0	0	1.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.73	1.12	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.49	-3.64	0	0	0	0	0	0	1.7
E6.5	E65_Primitive_Streak	Primitive_Streak	3.1	2.33	0	0	2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.18	-0.21	0	0	0	0	3.3	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.8	2.21	0	0	2.5	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.39	-2.58	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.23	1.68	0	1.3	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.07	0.41	0	0	3.1	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.36	2.21	0	0	2.2	0	1.6	0	3
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.37	2.88	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.83	-2.07	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.43	-2.82	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.42	0.66	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.66	-3.39	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.06	1.53	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.95	0.47	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.82	2.84	0	0	1.7	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.95	1.48	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.81	3.84	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.77	0.63	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.8	1.08	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.51	0.17	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.54	-1.18	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.67	2.95	0	0	2.2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.64	-1.48	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.62	-1.73	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.89	-1.87	0	2.7	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.74	2.73	0	0	3.5	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.07	2.47	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.74	0.02	0	0	1.7	0	2.9	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.51	0.75	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.24	-1.97	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.29	-0.43	0	0	1.8	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.14	-1.92	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.97	1.52	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.39	1.12	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.51	-0.05	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.42	-3.26	0	0	1.8	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.59	-3.45	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.01	-2.07	0	2.1	0	0	0	0	2.7
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.35	0.43	0	0	0	0	1.9	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.25	-2.12	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.35	3.11	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.22	1.98	0	0	1.5	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.59	-0.04	0	0	0	0	3.4	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.82	-3.36	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.95	3.19	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.09	-2.99	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.16	0.45	0	0	0	0	0	0	3
E6.5	E65_Primitive_Streak	Primitive_Streak	4.51	1.61	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.42	-2.14	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.52	2.52	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.93	-3.56	0	0	1.8	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.5	-2.49	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.17	-1.02	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.98	1	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.45	3.39	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.73	-3.24	0	0	2.3	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.64	2.25	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.9	1.43	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	5.91	-0.78	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.69	-1.94	0	0	2.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.32	4.37	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.41	3.9	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.35	3.18	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.78	3.81	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.74	-3.33	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.52	4.26	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.45	-1.92	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.36	1.54	0	0	0	2.3	0	0	2.9
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.6	0.8	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.2	0.9	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.7	0.57	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.97	3.28	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.27	4.04	0	0	2.9	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.9	2.59	0	0	2.3	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.08	4.35	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.3	-2.89	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.04	-1	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.59	-1.47	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.69	0.95	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.38	1.64	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.7	-3.08	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.06	-2.55	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.48	3.7	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.95	1.77	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.76	-1.99	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.83	0.32	0	0	0	0	0	0	2.4
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.1	0.98	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.23	0.3	0	0	0	0	2.7	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.59	4.6	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.65	-2.32	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.77	1.21	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.91	0.6	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.07	1.78	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.95	1.14	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.99	0.54	0	0	3.2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.27	-0.85	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.39	0.27	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.11	2.68	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.89	4.25	0	0	2.1	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.23	-1.59	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.59	1.85	0	0	0	0	0	0	3.2
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.95	-3.47	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.47	2.74	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.28	-2.89	0	0	3.1	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.76	-3.14	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.2	-2.6	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.84	-0.38	0	0	2.5	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.15	1.95	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.04	-0.63	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.13	-3	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.17	3.86	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.1	3.68	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.07	4.55	0	0	0	0	0	0	2.4
E6.5	E65_Primitive_Streak	Primitive_Streak	4.01	2.46	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.3	-1.57	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.73	-0.25	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.62	-1.36	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.25	2.28	0	0	2.4	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.58	4.84	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.63	-1.16	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.61	-3.05	0	0	0	0	0	0	3
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.1	0.85	0	0	3.5	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.55	-2.42	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.12	-1.88	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.85	-1.78	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.37	1.23	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.65	-1.43	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.85	3.73	0	0	1.8	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.11	-0.59	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.08	-1.67	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.21	0.27	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.24	0.46	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.93	-1.88	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.1	1.84	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.18	1.39	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.55	2.33	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.99	-0.16	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.26	0.41	0	0	2.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.98	-3.55	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.8	2.76	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.28	-1.5	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.78	2.49	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.61	1.21	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.81	1.29	0	0	4.7	0	4.5	2.5	2.5
E6.5	E65_Primitive_Streak	Primitive_Streak	2.46	-2.1	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.13	-0.49	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.99	2.22	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.28	-0.15	0	2.4	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.99	-1.4	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	5.53	-0.3	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.81	-2.48	0	0	0	0	0	0	2.4
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.23	-2.16	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.67	-2.29	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.57	4.95	0	0	2.1	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.58	1.95	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.42	4.23	0	0	2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.41	-0.37	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.08	1.51	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.01	-1.53	0	2.7	0	0	3.8	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.06	-1.8	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.66	2.65	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.73	-3.03	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.07	4.78	0	0	1.7	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.05	2.66	0	0	2.2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.54	4.29	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.99	-1.24	0	0	2.2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.22	0.77	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.12	4.6	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.67	-2.89	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.54	3.23	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.75	-1.4	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.39	-1.8	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.99	-0.37	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.99	1.91	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.86	-0.25	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.47	-2.63	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.22	-2.41	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.43	2.49	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.42	-3.7	0	0	2.1	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.46	-0.93	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.02	4.77	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.86	0.14	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.03	-3.38	0	0	2.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.24	-1.13	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.86	1.15	0	0	2.3	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.36	0.93	0	0	0	0	0	0	2.2
E6.5	E65_Primitive_Streak	Primitive_Streak	1.3	4.7	0	1.8	0	1.8	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.02	-2.68	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.26	-1.66	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.93	1.47	0	2.5	2.5	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.43	-3.08	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.65	1.11	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.31	-1.25	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.87	1.9	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.5	1.79	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.78	0.88	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.06	2.82	0	0	2.4	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.95	-1.64	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.82	-1.94	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.5	1.32	0	0	3.2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.69	-2.02	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.02	-1.61	0	0	0	0	0	0	0
