day	Anno	celltype	UMAP_1	UMAP_2	Gata6	Hand1	Lefty2	Lhx1	Mesp1	Mesp2	Sp5
E6.75	E675_Primitive_Streak	Primitive_Streak	1.19	-1.3	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.16	0.91	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.41	-3.37	0	0	0	0	4.1	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.63	2.21	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	5.97	-1.32	0	0	2.1	0	0	0	3.1
E6.75	E675_Primitive_Streak	Primitive_Streak	0.8	-2.65	0	0	0	0	0	0	2.8
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.54	-2.08	0	0	0	0	3.3	0	3.3
E6.75	E675_Primitive_Streak	Primitive_Streak	1.55	-0.77	0	0	0	0	0	0	3.3
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.76	-2.46	0	2.6	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-1.92	-1.07	0	0	0	0	5	3.6	4.3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.33	-2.87	0	4.3	0	0	3.8	0	3.4
E6.75	E675_Primitive_Streak	Primitive_Streak	2.17	-1.18	0	0	0	0	3.9	2	2.7
E6.75	E675_Primitive_Streak	Primitive_Streak	4.11	1.95	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-2.79	-0.29	0	0	0	0	5.4	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.04	1.21	0	0	0	0	2.5	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.42	-0.06	0	0	2.5	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.34	-0.73	0	0	3	3.6	5	3	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	2.3	0.3	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.92	0.56	0	2.3	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.04	3.05	0	0	0	2.1	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.1	1.66	3.1	0	4.9	0	5.1	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5	-0.88	0	2.7	4.4	2.7	5	2.7	3.4
E6.75	E675_Primitive_Streak	Primitive_Streak	2.54	-0.52	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.14	1.53	2.5	0	5.3	3.5	4.5	3.5	3.1
E6.75	E675_Primitive_Streak	Primitive_Streak	1.07	1.85	0	0	0	0	0	0	2.7
E6.75	E675_Primitive_Streak	Primitive_Streak	1.43	-0.42	0	0	2.5	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.41	0.42	0	0	3.7	0	0	0	3.4
E6.75	E675_Primitive_Streak	Primitive_Streak	0.71	-0.46	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.99	-0.16	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.21	0.95	0	0	0	0	0	0	3.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.61	-2.36	2.4	2.4	0	0	4.3	2.4	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.58	-2.79	0	0	0	0	0	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	1.46	2.23	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.66	-1.29	1.9	2.6	3.4	2.9	4.7	0	1.9
E6.75	E675_Primitive_Streak	Primitive_Streak	2.17	-0.79	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.66	-3.68	2.7	4.9	0	0	4.7	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.07	-0.4	0	0	0	0	0	0	2.8
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6	-0.21	2	2	5.1	4	3.2	2.6	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.68	1.41	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.57	-0.55	0	0	0	0	0	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	1.87	-0.53	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.43	1.85	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.36	0	0	0	0	0	3.3	2.3	2.9
E6.75	E675_Primitive_Streak	Primitive_Streak	1.7	3.76	0	0	0	0	0	0	2.9
E6.75	E675_Primitive_Streak	Primitive_Streak	5.69	-2.04	3.5	0	2.4	3.1	0	0	3.5
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.7	-0.84	0	2.7	0	0	4.8	0	3.7
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.4	0.15	4	0	0	3.4	4.3	0	4.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.81	-1.89	0	2.4	3.7	0	4.6	2.4	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.83	-1.42	0	0	2.7	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.31	-0.16	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.49	4.7	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.73	1.85	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.65	2.82	0	0	2.4	0	0	0	2.4
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.58	0.96	2.4	0	5.1	4.7	2.4	0	3.4
E6.75	E675_Primitive_Streak	Primitive_Streak	1.88	-0.73	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-2.56	1.28	0	0	4.4	3.1	3.7	3.1	2
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.19	-2.05	0	3	0	0	5	0	3
E6.75	E675_Primitive_Streak	Primitive_Streak	2.78	1.56	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.3	2.91	0	0	2.8	0	4.4	2.4	2.8
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.21	0.52	3	0	3	3.4	4.7	2.4	3.7
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.38	-1.72	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.22	-0.84	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.73	-1.27	0	3.4	3.8	3.4	4.6	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.36	2.82	0	0	3.2	0	3.2	0	2.2
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.69	0.82	3.2	0	5.6	4.7	5.3	2.6	2.6
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.17	-1.18	0	0	0	0	0	0	2.6
E6.75	E675_Primitive_Streak	Primitive_Streak	0.81	2.35	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2	0.63	2.4	0	2.4	2.4	2.4	0	4.1
E6.75	E675_Primitive_Streak	Primitive_Streak	0.37	-2.36	0	2.4	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.53	-0.31	0	0	0	2.7	5.6	0	4
E6.75	E675_Primitive_Streak	Primitive_Streak	1.17	-0.65	0	0	2.6	0	2.6	0	3.3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-2.44	-1.01	0	0	0	0	3.8	0	2.7
E6.75	E675_Primitive_Streak	Primitive_Streak	1.55	-0.55	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.22	2.29	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.5	-0.18	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.33	-1.87	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.43	-1.21	0	3.3	0	3.3	4.2	0	2.6
E6.75	E675_Primitive_Streak	Primitive_Streak	2.9	3.18	0	0	2.1	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.15	0.55	0	0	2.7	0	0	0	3.3
E6.75	E675_Primitive_Streak	Primitive_Streak	1.31	1.83	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.28	1.93	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.95	1.71	2.5	0	4.9	2.5	5.6	3.8	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	0.28	1.14	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.19	-0.32	0	0	3.2	0	3.2	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.1	1.18	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.36	-3.21	2.3	4.7	0	0	2.3	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.32	0.72	2.3	2.3	3.6	0	5	3	2.3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.01	-0.21	0	2.4	4.5	3.4	4.9	3	3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.63	-1.49	3.9	2.6	2.6	0	4.6	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.22	2.49	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.89	0.85	0	0	2.8	0	0	0	2.8
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.41	-2.09	0	2.5	0	0	4.7	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.07	1.1	0	0	4.2	3.3	3.7	3.3	3.7
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.11	-2.42	0	0	0	2.5	0	0	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	0.55	-1.75	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	4.9	-2.43	2.6	0	0	2.6	0	0	3.2
E6.75	E675_Primitive_Streak	Primitive_Streak	0.98	0.64	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.98	1.39	0	0	3.1	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.79	0.26	2.5	0	4.2	0	5	0	3.8
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.15	-0.47	0	0	3.9	2.1	4.1	2.1	2.1
E6.75	E675_Primitive_Streak	Primitive_Streak	0.38	1.46	0	2.9	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.72	3.95	0	0	3.2	0	0	0	2
E6.75	E675_Primitive_Streak	Primitive_Streak	0.89	0.8	0	0	0	0	0	0	2.5
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.41	0.18	3.9	0	4.7	3.6	5.3	3.2	3.9
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.88	0.59	0	0	5.3	3.9	4.6	2.6	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	1.66	-0.68	0	0	0	0	2.5	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.05	1.31	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.06	-1.85	0	0	0	3	4.7	0	3
E6.75	E675_Primitive_Streak	Primitive_Streak	2.39	0.61	0	0	0	2.5	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.74	0.7	0	0	3.8	3.5	0	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	-4.48	-1.95	0	2.9	0	0	4.5	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.15	-1.83	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.48	0.94	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.56	-0.77	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.51	-2.1	0	0	0	0	2.4	0	3.7
E6.75	E675_Primitive_Streak	Primitive_Streak	4.7	-2.42	2.7	0	0	3.3	0	0	4.2
E6.75	E675_Primitive_Streak	Primitive_Streak	1.72	1.52	0	0	0	0	0	0	2.5
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.21	-2.54	0	3.1	0	2.5	4.2	0	2.5
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.85	-3.05	0	4.4	0	0	4.3	0	3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.16	1.58	2.9	0	3.3	2.9	5.3	0	2.2
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.53	1.07	0	0	0	2.3	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2	-0.31	0	0	0	0	0	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	0.78	-1.05	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.85	1.87	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.12	-0.51	0	0	0	2.9	0	0	2.9
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.75	-2.14	0	3.3	4.2	2.7	4.7	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.09	3.18	0	0	2.9	0	0	0	2.9
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.79	1.23	0	0	2.2	0	3.8	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.72	2.31	0	0	0	0	4.1	0	3
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.85	-3.29	0	3.9	0	0	2.8	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-2.66	-2.03	0	3.1	0	2.7	4.3	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.64	-0.25	2.7	2.7	5.1	0	3.8	0	3.4
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.6	-1.91	0	0	0	0	2.8	0	2.8
E6.75	E675_Primitive_Streak	Primitive_Streak	3.17	2.99	0	0	0	0	0	0	2.6
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.76	-3.02	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.19	1.37	0	0	0	0	0	0	3.1
E6.75	E675_Primitive_Streak	Primitive_Streak	-3.56	-0.74	0	0	0	2.5	5	2.5	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	1.48	5.16	0	0	1.8	3.6	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.56	-1.19	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.68	0.84	2.6	0	4.9	3.3	4.6	3.9	3.3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.04	-1.53	0	3.8	4	0	5.5	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	3.8	1.83	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.41	0.93	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.14	-1.11	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.68	-1.65	0	4.4	4.2	0	4.5	3.3	2.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.75	-0.94	0	0	5	3.9	4.9	2.6	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.26	-1.07	0	0	0	3.1	3.1	0	3.1
E6.75	E675_Primitive_Streak	Primitive_Streak	2.33	-0.02	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.49	0.1	3.6	0	4	2.9	4.3	2.9	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	0.21	2.61	0	0	2.1	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.47	1.95	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.51	-0.89	0	0	0	0	0	0	2.4
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.96	-0.97	0	0	2.6	0	5.5	3.3	3.3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.38	-0.79	0	2.6	3.3	3.3	5.3	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6	-2.52	2.5	2.5	3.5	2.5	3.8	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.7	2.57	0	0	3.1	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.37	0.3	0	0	2.7	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-2.73	-2.15	0	0	0	2.2	4	0	2.8
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.05	-3.32	0	3.8	0	0	4.6	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.04	-2.04	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.56	-0.36	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.03	2.46	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.98	-1.27	2.5	2.5	2.5	0	4.9	2.5	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.14	0.22	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.65	0.49	0	0	0	3.3	3.8	0	3.3
E6.75	E675_Primitive_Streak	Primitive_Streak	2.18	0.09	0	0	0	3.3	0	0	2.2
E6.75	E675_Primitive_Streak	Primitive_Streak	1.79	0.24	0	0	2.4	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.63	-0.84	2.9	0	4.9	2.9	4.5	0	2.9
E6.75	E675_Primitive_Streak	Primitive_Streak	0.71	-0.22	0	0	2.6	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.25	0.11	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.4	-2.89	0	0	0	0	2.5	0	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	1.16	-0.67	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.66	-1.32	0	0	0	0	3.2	0	4.1
E6.75	E675_Primitive_Streak	Primitive_Streak	0.8	3.44	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.29	1.01	0	0	0	0	4.9	0	2.4
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.58	-1.78	2.7	2.7	3.7	0	4.7	2.7	2.7
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.04	-0.84	0	0	0	0	2.6	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.38	-1.55	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.71	0.2	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.76	2.35	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.84	-0.12	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.26	1.41	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.79	4.24	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.17	-0.17	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.22	-1.81	0	0	0	0	4.4	0	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.07	2.6	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.88	4.36	0	0	2.1	0	3.4	0	2.1
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.23	-2.69	0	3.4	0	2.7	3.1	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.92	0.98	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.37	-2.02	0	3	0	0	3	3	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-1.39	-0.48	0	0	0	2.2	4.2	2.2	3.9
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.36	-2.42	0	3	2.3	3	4.6	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.48	-2.44	0	0	2.5	2.5	2.5	0	3.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.33	-3.74	3.3	4.4	0	2.6	4.7	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.76	-1.15	3.2	0	0	0	3.9	2.6	3.2
E6.75	E675_Primitive_Streak	Primitive_Streak	1.19	-0.18	0	0	3.1	0	3.6	0	2.7
E6.75	E675_Primitive_Streak	Primitive_Streak	3.94	-2.17	0	0	0	2.6	0	0	3.3
E6.75	E675_Primitive_Streak	Primitive_Streak	0.79	2.45	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.11	-1.21	3	2.4	4.4	0	5	0	2.4
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.23	-2.7	2.5	4	3.1	0	4.5	0	2.5
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.65	-0.24	2.6	0	4.8	2.6	4.9	2.6	3.7
E6.75	E675_Primitive_Streak	Primitive_Streak	2.78	-0.05	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.29	-1.91	3	0	0	0	4.9	2.4	3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.84	-2.35	0	3.5	0	2.2	4.3	0	2.2
E6.75	E675_Primitive_Streak	Primitive_Streak	2.57	1.24	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.14	-1.77	2.6	0	2.6	2.6	4.4	0	2.6
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.54	0.13	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.83	-3.46	2.5	3.8	2.5	0	5.3	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.7	0.02	0	2.5	0	0	2.5	0	3.5
E6.75	E675_Primitive_Streak	Primitive_Streak	3.32	-1.4	0	0	0	0	0	0	4.1
E6.75	E675_Primitive_Streak	Primitive_Streak	3.27	1.29	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.74	0.62	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.02	-0.37	0	0	3.1	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.02	-1.32	2.7	3.4	2.7	2.7	4.3	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.02	-3.57	0	3.6	0	0	4.5	0	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	0.67	-1.26	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.02	-1.1	0	0	3.1	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.29	2.71	0	0	0	0	3.8	0	2.6
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.97	1.25	0	0	0	2.3	4.6	0	2.3
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.46	-2.8	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.76	1.83	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.29	0.71	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.89	0.39	0	0	2.4	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.64	0.95	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.22	-0.84	0	0	4.5	0	4.3	3.8	3.8
E6.75	E675_Primitive_Streak	Primitive_Streak	2.91	-0.67	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.95	1.69	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.57	1.06	0	0	4.4	3.5	5	3.5	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.22	1.89	0	0	0	0	3.2	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.43	-2.89	0	0	0	0	0	0	2.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.2	-1.24	0	4.3	4	3.8	5.5	3.4	2.7
E6.75	E675_Primitive_Streak	Primitive_Streak	0.86	1.32	0	0	0	0	0	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.57	1.37	0	0	3.5	3.5	0	0	4.3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.14	-2	0	2.6	4.5	3.3	4.2	2.6	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.12	0.81	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.66	-1.08	0	0	0	0	0	0	3.2
E6.75	E675_Primitive_Streak	Primitive_Streak	1.96	-0.01	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.97	-2.96	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.96	0.54	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.02	-2.78	0	0	0	0	0	0	3.8
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.11	-0.44	2.7	2.7	4.7	2.7	3.8	2.7	3.4
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.18	-3.18	0	0	0	0	0	0	2.9
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.11	-3.68	0	4.4	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.48	1.02	0	0	2.6	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	5.75	-1.74	0	0	2.1	2.7	0	0	2.1
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.13	-1.45	0	0	0	3	4.7	0	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	1.65	1.48	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.9	0.4	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.27	0.35	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.15	1.34	0	0	4.4	3.3	4.3	0	3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-2.12	0.27	0	0	0	0	4.3	1.8	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.55	-1.23	0	0	0	0	0	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	2.08	-0.73	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.61	3.06	0	0	0	0	3.2	0	3.2
E6.75	E675_Primitive_Streak	Primitive_Streak	1.55	4.3	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.47	2.08	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.85	0.04	0	0	0	0	0	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	1.51	1.18	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.15	2.33	0	0	2	3	3.6	2	0
