day	Anno	celltype	UMAP_1	UMAP_2	marker:Osr1	marker:Lhx1	marker:Pax2	marker:Pax8	up:Hmga2	up:Foxp1	up:Meis1	up:Foxc2	up:Tcf7l1	up:Twist1	up:Alx1	up:Irx1	up:Pbx1	down:T	down:Mixl1	down:Evx1	down:Nkx1-2
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-1.28	-0.31	0	0	0	0	3.1	0	2.1	0	0	0	0	0	2.1	2.1	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-2.06	-0.8	0	2.8	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.61	-4.37	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	2.7	2.7	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-1.69	-2.54	0	0	0	0	2.5	0	0	0	0	0	0	0	0	3.4	1.9	1.9	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-2.07	-4.3	3.1	0	0	0	2.4	0	0	0	0	0	0	0	2.4	3.9	3.1	3.1	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	1.77	2.88	0	0	0	0	2.4	2.4	1.8	0	2.4	0	0	0	2.4	3.1	0	2.4	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-1.55	-0.91	0	0	0	0	0	0	0	0	2.4	0	0	0	2.4	0	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-7.46	-2.09	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	2.8	3.6
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-3.41	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0	2.1
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-1.47	-0.03	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-0.29	-2.25	2.8	0	0	0	4.1	0	0	0	0	0	0	0	3.4	3.4	2.8	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	4.52	2.61	0	0	0	0	3.3	0	0	3.3	0	2.6	0	0	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-6.8	-1.74	0	0	0	0	2.7	0	0	0	0	0	0	0	0	4	0	3.1	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.03	-5.1	0	0	0	0	2.8	0	0	0	0	0	0	0	2.8	0	0	2.8	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-4.9	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	2.8	0	3.2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.22	-5.91	1.7	0	0	0	2.3	1.7	0	0	0	2.3	0	0	0	0	0	2.3	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.11	-2.68	3	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	3	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	-0.02	5.39	0	0	0	0	1.9	1.9	0	0	0	0	0	1.9	0	4.5	0	0	1.9
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.92	0.41	0	0	0	0	2.6	0	0	0	0	0	0	0	2	4	2	2.6	2.6
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.81	1.04	0	0	0	0	0	0	0	0	0	0	0	0	1.9	4.1	0	0	2.9
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	2.23	1.32	0	0	0	0	0	2.2	0	3.2	2.8	0	0	2.2	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-4.02	-0.91	0	0	0	0	2.1	0	0	0	0	0	0	0	0	3.6	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.41	-6.53	0	0	0	0	3.6	0	0	0	0	0	0	0	0	3.6	2.9	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.22	-5.58	4	0	0	0	2.6	0	0	0	2	3	0	0	0	2	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.22	-5.38	2.5	0	0	0	3.5	0	0	0	0	0	0	0	0	1.9	0	2.5	1.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.4	-3.21	0	0	0	0	3.2	0	0	0	0	0	0	0	2.2	2.2	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.72	-3.98	0	0	0	0	2.3	1.9	0	0	0	1.9	0	0	1.9	1.4	0	1.9	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.91	-0.55	0	0	0	0	2.9	2.2	0	0	0	0	0	0	1.6	3.7	0	3.1	3.1
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-7.22	-3.11	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	2	3
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-1.65	-1.46	0	0	0	0	2.8	0	0	0	0	0	0	0	2.1	2.1	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-0.78	-0.05	0	2	0	0	0	0	0	2	0	0	0	0	2.6	0	0	2.6	0
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	2.52	0.61	0	0	0	0	3.8	2.3	2.3	0	2.3	2.9	0	0	2.3	2.3	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-2.79	-0.67	0	0	0	0	3	0	0	0	0	0	0	0	0	3.4	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.57	-1.12	0	0	0	0	2.8	0	0	0	0	0	0	0	0	3.9	0	2.2	3.5
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	1.78	4.69	0	2	0	0	2.6	0	0	0	0	0	0	0	2.6	3.9	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-4.15	1.25	0	0	0	0	2.6	0	0	2	0	0	0	0	2.6	3.7	0	0	2
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-0.26	0.52	0	0	0	0	2.9	0	0	3.6	0	2.9	0	0	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-0.73	-1.39	0	0	0	0	2.9	1.7	0	1.7	0	0	0	0	1.7	1.7	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.4	-4.13	3	0	0	0	3	0	0	0	0	0	0	0	0	3	2.3	2.3	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	0.61	0.35	0	0	0	0	2.4	2.4	0	3	2.4	0	0	0	2.4	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	-1.67	-2.5	0	2.1	0	0	3.6	0	0	0	0	0	0	0	2.1	4.1	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	5.06	1.8	0	0	0	0	3.8	0	0	3.8	0	0	0	2.8	0	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	4.88	3.26	0	0	0	0	3.9	2.9	0	2.9	0	2.2	2.9	0	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.35	-5.62	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0	2.8	0
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	2.85	3.3	0	0	0	0	0	0	0	2.1	0	0	2.1	2.8	3.2	3.7	0	0	0
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	0.79	-0.65	1.8	3.5	0	0	1.8	3.1	0	0	1.8	0	0	0	0	1.8	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-7.08	-0.82	0	0	0	0	2.6	0	0	0	0	0	0	0	0	3.4	0	2.9	4
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-2.56	-1.92	0	0	0	0	2.6	2	0	0	0	0	0	0	0	3.3	0	2	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-3.89	-0.23	0	0	0	0	2	0	0	0	0	0	0	0	2	3	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.31	-0.98	4.2	0	0	0	2.7	3.3	3.3	0	0	0	0	0	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.02	-3.25	2.7	0	0	0	0	3	0	0	0	0	0	0	3	0	0	2	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	1.84	3.04	0	2	0	0	2.6	0	0	2	0	0	0	0	3	3.3	0	2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.15	-4.36	3.8	0	0	0	0	0	0	0	0	0	0	0	0	2.4	2.8	2.4	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.83	-4.03	4.2	0	0	0	3.6	2.5	0	0	0	0	0	0	0	0	2.5	3.2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.02	-4.46	2.8	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	1.8	0
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	2.42	3.76	0	3	0	0	3.7	3	0	0	0	0	0	3	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.35	-2.19	0	0	0	0	2.6	1.9	0	0	0	0	0	0	1.9	1.9	0	0	3.2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.54	-3.68	0	1.8	0	0	0	0	0	0	0	0	0	0	2.4	3.7	3.1	1.8	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.74	-2.83	0	2.3	0	0	3.6	2.3	0	0	0	0	0	0	0	0	0	2.9	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.09	0.83	0	0	0	0	2.7	2.7	0	0	0	0	0	0	2	2.7	0	0	2.7
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.05	-5.05	3.4	0	0	0	0	2.4	0	0	0	0	0	0	0	4.1	0	2.4	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-4.48	-1.13	0	0	0	0	3.3	0	0	1.9	0	1.9	1.9	0	1.9	3.7	0	0	1.9
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	0.84	4.72	0	0	0	0	3	0	0	0	2	2	0	0	3.2	4.6	0	2.6	0
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	4.27	3.21	0	0	0	0	3.8	0	0	3.5	1.8	2.7	1.8	2.4	2.7	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	2.29	4.9	0	0	0	0	2.6	0	0	0	0	2.6	0	0	2	3.5	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	0.1	-0.41	2	0	0	0	3.3	2.7	0	2	0	2	0	0	0	2	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-7.06	-2.8	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	2	2
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	3.86	1.81	0	0	0	0	2.8	3.1	0	0	0	2.8	0	0	2.1	0	0	0	0
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	2.15	0.71	0	0	0	0	3.7	0	2	2	2	0	0	2	2.6	2	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	0.03	4.65	0	0	0	0	3.7	0	0	0	0	0	0	0	2.2	4.9	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-1.46	0.43	0	0	0	0	0	0	2.6	2.6	0	0	0	0	0	2.6	0	0	0
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	4.94	1.32	0	0	0	0	3.6	0	1.8	0	1.8	0	0	0	1.8	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	6.26	2.65	0	1.7	0	0	3.7	0	0	0	1.7	0	3	0	2.3	0	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-0.57	-1.98	3.4	2.6	0	0	3.2	0	0	0	0	0	0	0	0	2.6	0	2.6	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	-1.38	0.12	0	0	0	0	2.6	0	0	0	2.6	0	0	0	0	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	6.22	3.15	0	0	0	0	3.7	0	0	2.6	0	0	2	2	2	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.95	-1.67	3.2	0	0	0	3	0	0	0	0	0	0	0	2	0	2	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.37	-3.61	3	0	0	0	1.8	0	0	0	0	0	0	0	0	3.9	1.8	0	1.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.04	-5.19	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	2.5	0	2.5
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	6.05	1.48	0	2.5	0	2.5	0	0	0	2.5	0	3.5	0	0	3.1	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.71	-3.31	2	0	0	0	3	2	1.4	0	1.4	2.8	1.4	0	1.4	0	0	1.4	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-4.73	1.44	0	0	0	0	2.5	0	0	0	0	0	0	0	0	3.7	1.9	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.5	-2.97	0	0	0	0	3.1	1.5	0	0	0	2.1	0	0	0	2.5	1.5	2.1	1.5
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-2.67	-3.31	0	0	0	0	2.2	1.6	0	0	1.6	0	0	0	0	4.5	3.3	1.6	1.6
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	1.78	-0.3	2.2	2.2	0	0	3.7	2.8	0	0	2.2	0	0	2.2	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-3.83	-1.1	0	0	0	0	4.1	2.8	0	0	0	0	0	0	0	0	0	0	3.5
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-1.43	-1.93	0	2.3	0	0	2.3	0	2.9	0	0	0	0	0	2.9	3.6	2.3	3.8	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	0.68	1.03	0	0	0	0	3.4	2.7	2.7	3.1	2.1	0	0	0	2.1	0	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-6.85	-2.77	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	3.1
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.79	-3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	2.9	2.2	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-6.77	-2.98	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	2.1	3.1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.58	-4.38	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	1.59	5.43	0	2.3	0	0	2.3	0	0	0	0	0	0	2.3	2.3	4.7	2.3	2.3	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.86	-1.77	2.5	2.5	0	0	3.5	0	0	0	0	3.1	0	0	0	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	6.13	1.48	0	0	0	0	3.3	0	0	2	2	0	0	0	2	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	1.72	4.15	0	1.6	0	0	3.2	0	0	0	2.2	1.6	0	0	2.8	3.7	1.6	2.8	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-2.93	2.03	0	0	0	0	3	2	0	2	0	0	0	0	2.7	2	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	5.49	1.3	1.9	1.9	0	0	3.9	2.5	0	1.9	2.5	0	0	1.9	1.9	0	0	0	0
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	3.11	3.88	0	0	0	0	0	0	0	1.9	2.6	0	1.9	1.9	2.6	2.6	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	0.51	0.82	0	0	0	0	3.4	0	0	2.4	2.4	0	0	0	3	2.4	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-1.18	1.31	0	0	0	0	2.6	0	0	0	0	0	0	0	0	2.6	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-2.45	-1.54	0	0	0	0	2.1	0	0	0	0	0	0	0	2.1	2.1	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	0.93	0.57	0	0	0	0	3.3	3	0	0	2	2	0	0	3.3	0	0	0	0
E7.75	E775_Somatic_mesoderm	Somatic_mesoderm	3.79	-1.16	0	1.9	0	0	3.3	2.5	2.8	0	0	0	0	0	0	0	0	0	1.9
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.51	-4.23	0	0	0	0	2.2	2.2	0	0	0	0	0	0	0	3.2	2.2	2.8	2.2
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	-0.36	2.11	0	0	0	0	2.8	2.5	1.6	2.5	0	2.2	0	0	2.8	3.8	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.17	-4.02	0	0	0	0	3.1	0	0	0	0	0	0	0	0	3.4	2.1	2.7	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-0.58	-1.48	2.3	1.7	0	0	3.1	1.7	0	0	2.3	0	1.7	0	1.7	0	1.7	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.59	-2.95	0	0	0	0	3.6	0	0	0	0	0	0	0	2.7	2.7	2.1	2.1	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.65	-0.69	0	0	0	0	2.6	0	0	3.2	0	0	0	0	2.6	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.96	-2.62	2.8	0	0	0	3.9	0	0	0	0	0	0	0	0	0	2.8	2.8	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.97	-2.9	0	0	0	0	3.2	2.2	0	0	0	0	0	0	0	3.2	0	0	2.8
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	0.17	3	0	0	0	0	0	0	0	2.5	0	0	0	0	2.9	3.5	0	0	1.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.48	-3.7	0	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	2.7
E7.75	E775_Somatic_mesoderm	Somatic_mesoderm	4.19	-0.98	2.5	0	0	0	4.2	0	2.5	0	0	2.9	0	0	2.5	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	6.43	2.29	0	1.7	0	0	3.5	1.7	0	1.7	0	0	2.3	0	2.7	0	1.7	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	3.53	3.18	0	0	0	0	2.7	2.1	0	0	0	2.7	0	2.7	2.7	0	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-4.86	0.16	0	0	0	0	0	0	0	0	0	0	0	0	3.4	3.4	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.74	-5.19	0	0	0	0	3.2	0	0	2.2	0	0	0	0	0	0	2.9	0	2.2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.17	-6.69	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	3.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.07	-2.19	0	0	0	0	3	0	0	0	0	0	0	0	2	2	2.6	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.36	-4.7	2.8	0	0	0	3.5	0	0	0	2.2	2.2	0	0	0	0	0	2.2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.36	-4.24	2.9	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	1	-0.89	2.6	0	0	0	3.3	0	0	0	2	2	0	0	2.6	2.6	0	2.6	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.3	-2.36	0	0	0	0	2.7	2	0	0	0	0	0	0	0	3.3	0	2	2.7
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-7.09	-1.88	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	2.4
E7.75	E775_Somatic_mesoderm	Somatic_mesoderm	2.72	-0.96	3	2.4	0	0	3.7	2.4	2.4	0	2.4	0	0	0	3	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	0.57	4.81	0	0	0	0	2.2	0	0	0	1.6	0	0	0	1.6	4.8	2.2	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.63	-5.14	3.1	0	0	0	2.8	0	0	0	1.8	0	0	0	0	0	1.8	1.8	1.8
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-0.1	-0.86	0	1.9	0	0	3.3	2.5	1.9	0	0	1.9	0	0	1.9	2.9	1.9	1.9	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.46	-4.77	0	0	0	0	3.4	1.6	0	0	0	1.6	0	0	0	0	0	2.1	2.1
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-2.69	-0.27	0	0	0	0	2.3	2.3	0	0	0	0	0	0	2.3	2.3	3	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.41	-3.57	0	0	0	0	1.9	0	0	0	0	0	0	0	0	1.9	0	0	3.2
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-3.5	0.7	0	0	0	0	3.3	0	0	0	0	0	0	0	0	4	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-6.7	-1.56	0	0	0	0	0	2.1	0	0	0	0	0	2.1	2.1	2.1	0	2.1	3.6
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-4.82	-0.43	0	0	2.2	0	2.2	0	0	0	0	0	0	0	0	4	0	3.2	2.2
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-3.39	-0.24	0	0	0	0	0	2.2	0	0	0	0	0	0	0	3.2	0	0	0
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	2.65	-0.49	0	2.8	0	0	3.5	3.2	0	0	0	0	2.2	0	2.8	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.62	-5.28	0	0	0	0	3.6	0	0	0	0	1.9	0	0	0	2.5	0	2.5	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-0.35	-0.81	0	0	0	0	2.3	3.3	1.7	2.3	0	0	0	0	2.6	2.9	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	0.32	2	0	1.8	0	0	3.4	1.8	1.8	2.4	0	0	0	0	2.7	1.8	0	0	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-2.78	-2.28	0	0	0	0	3.9	0	0	0	2.1	0	0	0	0	3.1	2.7	2.1	2.1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.95	-2.45	2	2	0	0	2	0	0	0	2	0	0	0	2.7	2.7	0	2.7	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-0.6	1.28	0	0	0	0	2.4	0	0	0	0	0	0	0	2.4	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	0.84	5.19	0	2.1	0	0	2.1	2.1	0	0	0	0	0	0	0	4.2	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-4.47	-0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	2.2	0	2.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.07	-3.34	0	0	0	0	3.4	1.7	0	0	0	0	0	0	2.3	2.3	1.7	2.3	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.66	-0.25	0	0	0	0	3.1	0	0	0	0	0	0	0	2.5	3.8	0	3.1	2.5
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-5.86	-0.11	0	2.5	0	0	0	0	0	0	0	0	0	0	0	3.5	2.5	0	2.5
E7.75	E775_Somatic_mesoderm	Somatic_mesoderm	2.85	-1.54	0	2.4	0	0	0	0	0	0	2.4	3.1	3.1	0	0	0	0	0	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	-1.07	-1.29	0	2.9	0	0	3.3	0	0	0	0	2.2	0	0	2.2	3.5	0	0	0
E7.75	E775_Intermediate_mesoderm	Intermediate_mesoderm	2.74	3.19	0	0	0	0	3.3	0	0	2.3	2.9	0	0	0	2.3	3.3	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-6.82	-0.68	0	0	0	0	2.4	2.4	0	0	0	0	0	0	0	3.7	0	3	2.4
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-1.44	-2.67	2.3	2.3	0	0	2.3	0	0	0	0	0	0	0	3.3	2.9	2.3	2.9	0
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-3.24	-1.37	0	0	0	0	4.1	2.3	0	0	2.3	0	0	0	2.3	3.7	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.18	-3.44	0	2	0	0	3	2.6	0	0	0	0	0	0	0	3.7	2.6	2.6	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.95	-1.43	0	0	0	0	2.1	2.1	0	0	0	0	0	0	2.1	2.8	0	0	2.1
E7.75	E775_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-0.24	-3.69	0	0	0	0	3.5	0	0	0	0	0	0	0	0	3.1	0	2.8	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.58	-4.17	0	0	2.3	0	2.3	0	0	0	0	0	0	0	0	2.3	0	3	0
E7.75	E775_Nascent_mesoderm	Nascent_mesoderm	5.78	1.27	0	0	0	0	3.7	0	2.2	0	0	0	0	2.2	2.8	0	0	0	0
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-6.37	-1.52	0	0	0	0	2.1	0	0	0	0	0	0	0	0	2.1	0	2.1	3.1
E7.75	E775_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-2.02	-5.71	0	0	0	0	0	2	0	0	0	0	0	0	3.2	3.8	2	2	0
