day	Anno	celltype	UMAP_1	UMAP_2	down:Pou5f1	down:Gbx2	down:Hoxb1	down:Hoxa1	down:Tal2	down:Dlx5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.84	-2.41	4.5	2	3	3.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.7	-0.31	3.2	0	0	2.9	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.02	0.45	4.5	3.2	2.1	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.74	5.63	4.2	0	0	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.89	-2.26	3.9	3.9	2.9	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.25	-0.04	3.5	0	2.9	2.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.33	-0.54	4.7	0	3	4.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.62	-2.15	4.6	2.3	2.9	4	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.77	0.01	3.9	0	0	2.9	0	2.2
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.91	1.03	4.6	0	2.5	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.07	-0.63	3.9	2.2	2.2	2.2	2.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.92	-0.81	4	2.3	3.3	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.13	-3.88	3.9	0	0	3.7	3	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.51	2.3	3.8	2.8	2.8	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.69	-1.73	4.2	0	0	3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.1	-0.7	4	0	3.3	2.7	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.92	0.79	3.4	0	0	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.13	1.3	4.6	0	3	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.97	0.94	3.9	2.1	0	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.13	-1.65	4.5	3	3.4	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.63	-1.93	4.1	2	2.7	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.3	-0.35	4.1	3	2.3	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.4	0.25	3.2	0	3.2	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.06	-4.04	4.1	0	2	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.23	0.08	4.4	2.4	0	3.1	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.81	1.99	4.7	2	3	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.5	-2.76	4.4	0	3	3.5	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.33	1.03	4.9	3.3	3.3	4.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.51	0.35	3.6	3	3	3.6	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.89	-3.47	4.3	2.1	0	0	2.1	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.41	1.74	4.1	0	1.9	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.45	-1.22	4.1	2	2.6	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.97	-2.24	4.3	3.2	2.2	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.07	0.65	3.7	0	0	2.3	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.82	1.2	4.5	2.8	1.9	4	2.5	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.8	1.23	4.2	0	3	3.8	0	2
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.35	1.89	4.2	3.2	2.4	4	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.05	-1.17	4.3	0	0	3.7	2.4	2.4
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.47	2.3	3.1	3.1	2.7	3.9	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.94	-0.46	4.3	0	2.4	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.45	-1.64	3.4	2.8	2.8	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.73	-0.95	4.7	2.1	4.1	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.71	-2.46	4.5	2.8	0	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.41	-2.95	4.4	2	3	4	0	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.13	-2.17	4.4	3.2	2.8	2.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.14	-2.79	3.8	1.8	2.8	2.4	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.07	-2.7	4.2	2.7	3.1	4.3	0	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.43	1.87	3.6	2.1	2.7	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.34	0.66	3	0	0	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.39	-3.14	4.9	0	3.2	2.8	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.37	4.27	3.8	2.3	2.9	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.08	-1.2	4	0	2.2	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.01	-1.81	3.9	0	0	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.57	-1.19	4.1	2	2.7	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.1	-2.55	4.4	2	3.5	3.5	0	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.19	-1.86	3.8	2.2	3.8	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.54	-2	4.4	2.7	3.1	3.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.69	-0.24	4	0	2.3	1.7	2.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.02	-0.95	4.5	3.6	2.3	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.75	-1.56	4.1	2.8	2.8	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.17	-3.78	4	2.6	3.3	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.1	-2.56	3.6	0	2.1	3.1	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.64	3.1	3.7	0	2.7	3.7	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.47	1.1	4.2	1.5	1.5	3.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.27	0.84	3.3	3	2.7	3.3	0	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.92	-1.37	4	3.1	3.6	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.27	-3.14	4.3	2.1	2.1	2.7	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.18	-3.88	3.7	2.4	0	0	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.94	-0.21	4.1	1.5	1.5	4.2	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.05	0.35	4.3	3.4	0	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.17	-0.4	4	2.9	0	4	2.3	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.38	-3.28	4.5	3.6	2.9	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.8	2.11	4	3.3	2.6	3.7	2	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.54	0.19	4	0	2.4	3.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.94	-3.98	4.7	1.9	0	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.74	0.15	4.9	2.8	0	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.96	-1.56	4.6	3.9	0	3.5	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.38	0.63	3.9	0	2.3	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.34	2.86	4.6	2.1	3.2	4.2	0	2.1
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.77	2.62	4.2	2.4	2.7	4	2.4	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.56	-3.1	4.6	2	3.8	3.5	2.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.91	-1.93	4.5	3.5	2.6	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1	-0.51	4.3	3.2	0	3.9	0	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.23	-0.81	3.7	3	0	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.85	-0.5	3.7	0	3	2.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.47	0.87	3.5	2.9	2.9	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.4	1.81	3.9	0	2.7	2.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.52	-0.95	3.9	2.9	0	0	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.84	-2.72	4.4	2.7	1.7	3.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.06	-0.3	4.1	3	3	4	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.79	0.03	3.4	3.4	2.4	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.47	-0.5	3.8	0	3	4.2	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.47	-2.29	4.1	0	2	2	0	2
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.25	1.3	4.3	1.9	1.9	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.17	0.86	2.8	3.1	2.1	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.89	0.09	3.9	0	2.2	3.9	0	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.81	-3.23	4.1	3	0	0	2.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.67	-3.77	3.3	0	2.3	2.9	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.38	2.57	4	2.1	0	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.34	5.3	3.5	0	0	3.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.55	-4.44	4.5	1.8	3.1	3.3	0	1.8
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.6	4.54	4.1	2.8	0	3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.16	-1.62	4	2	0	2.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.31	-0.42	4.6	2	3	4.4	2	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.45	2.03	4	2.8	1.8	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.17	-0.47	4	2.7	0	3.7	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.88	3.52	3.9	2	0	4.4	2	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.83	-3.56	4.1	2.8	2.4	4	1.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.14	-0.2	3.5	2.8	0	2.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.28	-3.01	4.1	2.1	0	3.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.07	0.4	4.2	2.5	0	3.8	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.67	2.36	3.7	2.6	2.3	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.14	-0.45	4.6	3.1	3.7	4.2	2.5	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.52	5.02	4	1.8	1.8	4.1	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.9	1.13	4.3	0	3.2	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.66	-0.8	4.5	2.5	2.5	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1	0.05	4	0	2	3.3	2	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.48	2.09	3.3	0	3	3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.15	-3	4.1	3	3	4.3	0	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.47	1.12	3.7	2.8	0	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.1	4.73	3.7	2.6	2	2.6	0	2
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.76	2.63	4.2	2.1	0	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.88	-1.41	3.9	2	0	2.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.28	-1.04	4.2	1.9	1.9	4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.51	1.81	4.2	2.4	2.4	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.34	1.54	3.1	3.1	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.23	4.99	4.9	2.1	2.1	3.6	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.4	-3.48	4.7	2.6	3.2	3.5	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.71	-0.85	3.5	0	2.6	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.53	-2.31	4.6	3.5	2.6	4.2	0	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.47	-0.7	4.3	2.4	2.4	4	1.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.7	0.14	4.6	3.2	3	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.09	2.92	4.1	3.3	2	4.3	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.22	3.32	4	3	2.6	3.9	2.6	2
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.65	1.96	3.8	0	2.9	4.4	0	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.99	-0.28	4.5	0	2.6	3.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.45	-3.52	4.3	0	3.7	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.73	-0.74	3.9	2.2	2.8	4.3	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.05	-0.79	4.3	0	3.2	3.9	2.2	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.87	-1.37	3.9	0	0	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.49	0.24	4.1	3.1	2.1	4.4	2.1	2.1
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.8	-1.43	4.5	2.1	3.6	3.8	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.3	0.81	4.4	0	3.5	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.59	-3.56	4.5	2.9	2.5	3.6	1.9	1.9
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.98	1.33	4.3	1.8	2.8	4.4	0	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.47	1.97	3.4	2.4	0	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.05	-0.13	4.2	0	2.3	3.8	2.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.37	-1.17	4.3	2.1	0	3.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.81	-3.12	4.4	2.6	0	3	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.09	0.38	4.5	0	0	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.79	1	3.5	0	2.2	4.3	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.35	-4.23	4.8	0	1.9	3.2	1.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.03	0.48	3.7	0	2	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.35	0.16	3.6	2.1	0	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.79	-2	4.2	3	2.6	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.88	-3.53	4.4	2.9	2.9	3.9	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.61	1.7	3.3	0	0	3.7	0	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.09	3.55	4.3	0	2.2	3.9	0	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.34	1.92	3.2	3.5	0	4.1	2.2	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.15	3.05	4.1	2.4	2.4	3.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.37	-2.45	4.2	2	2	3	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.49	2.59	3.8	1.9	2.6	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.28	-1.81	3.8	0	2.7	2.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.1	-2.92	4.6	3.5	0	3.3	0	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.04	-2.65	4.1	0	2.3	3.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.73	-2.2	4.8	2	2.6	3.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.35	-2.17	4	0	2	2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.58	-2.24	4.6	2.5	0	3.8	0	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.41	0.25	5	0	2.2	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.88	-0.54	4.3	3.7	3.1	4.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.4	2.5	3.7	2.4	1.8	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.93	1.02	4.1	2.5	1.5	3.5	1.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.22	-1.78	4.4	3.2	3.2	4.4	1.9	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.9	1.68	3.5	2.5	2.5	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.05	-2	3.8	3.8	3.3	4.1	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.01	0.97	4.5	0	3	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.05	-0.39	5	0	2.8	3.4	2.8	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.66	2.21	4.4	2.3	2.7	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.36	-0.35	4.3	2.7	2.7	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.13	-2.91	4.6	0	0	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.96	-0.56	4.1	0	2.7	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.24	-2.68	4.1	2.1	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.83	0.64	4	0	2.2	4	2.2	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.9	1.31	4.3	2.7	2.4	3.2	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.44	3.41	3.4	0	0	4.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.4	-0.63	4.1	3.6	2.9	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.86	-0.23	4.1	0	2.4	3.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.42	-0.85	4.6	0	3.4	3.7	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.77	0.54	4.2	0	2.5	3.4	0	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.61	-1.61	3.9	1.9	3.4	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.57	1.65	4	2.9	1.5	4.4	1.5	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.77	-3.48	3.3	2.7	2	3.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.92	-1.7	4	0	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.06	-0.57	4.3	3.2	0	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.05	0.73	4.1	2	3	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.63	-1.62	4.5	3.5	3.5	3.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.48	-0.38	4.4	0	2.3	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.37	3.5	3.6	0	3.3	4.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.69	1.19	4.7	2.4	0	3.8	0	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.41	-1.84	4.3	2.6	1.7	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.93	0.14	3.6	3.6	3.4	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.82	1.49	3.3	2.7	2.7	4.5	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.79	0.6	4.3	3	1.7	3.2	2.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.01	-4.16	4.6	1.8	3.1	4.5	2.4	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.08	0.76	4.2	2	3.3	4.1	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.84	-2.75	4.7	3.2	3.4	4.6	1.9	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.52	-1.23	4.1	0	1.8	4	1.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.55	-1.5	4.2	2	2	3.7	0	2
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.59	1.22	3.9	2.4	2.4	4	1.8	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.17	1.25	3.8	2.6	2	3.5	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.12	-2.7	3.1	2.1	2.1	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.03	3.07	4.1	3.6	2.1	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.04	-0.19	4.2	2.1	2.7	3.4	2.1	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.79	2.46	4.5	2.9	1.9	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.73	-2.06	3.8	3.4	0	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.24	-1.64	4.3	2.1	0	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.08	0.97	4.4	2.4	2.7	3.7	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.18	2.16	3.8	2.1	3.8	4.1	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.57	-1.6	4.1	2.5	3.1	4.8	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.58	2.04	4.5	3.1	1.9	4.2	2.5	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.39	-0.16	4.8	0	3.9	4.1	2.2	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.77	2.6	4.5	2.3	2.3	4.9	3	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.97	1.54	3.8	2.1	3.1	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.4	0.23	4.3	0	2.1	3.4	2.1	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.2	3.2	0	0	2.3	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.11	-0.28	4.4	2.1	0	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.16	-1.16	4.5	0	0	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.83	-1.16	4.3	0	1.5	3.2	1.5	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.09	1.67	4.3	2.8	2.4	4.4	2.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.71	0.3	3.9	0	0	0	0	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.48	0.98	4.1	0	3.2	4.4	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.6	1.18	3.8	2.3	2.3	4.2	2.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.58	2.21	3.7	2.7	3.1	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.41	0.94	2.9	0	2.3	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.07	-0.55	4.4	2.5	0	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.17	-1.54	4.9	2.3	0	3.8	0	0
