day	Anno	celltype	UMAP_1	UMAP_2	marker:Fgf8	marker:Msx2	marker:Rspo2	up:Trps1	up:Meis1	up:Trp63	up:Rere	up:Tcf4	up:Bach2	up:Dach1	up:Sox6	up:Lef1	up:Setbp1	up:Arid5b	up:Tshz2	up:Foxn3	up:Cux1	up:Zfp521	up:Pou6f2	up:Bbx	up:Etv1	up:Pbx3	up:Etv5	up:Sox13	up:Tox	up:Baz2b	up:Arid1b	up:Zfp710	up:Zim1	up:Foxo3	up:Rfx3	up:Smad5	down:Pknox2	down:Elf1	down:Tead1	down:Jazf1	down:Tfap2b
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.29	-5.32	0	0	0	0	6.1	5.5	4.1	4.1	0	0	4.1	4.8	5.5	4.1	0	4.1	0	4.1	0	0	0	4.1	0	4.8	0	0	0	4.1	0	0	4.8	0	0	4.1	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.14	-5.81	0	0	0	0	0	0	4.7	4.7	0	0	0	0	0	4.7	0	0	0	4.7	0	0	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0	4.7	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.31	-5	0	0	0	0	0	6	4.6	6.2	0	0	0	0	5.3	0	0	5.3	0	0	0	4.6	0	0	0	0	0	4.6	5.3	0	0	0	6.2	0	5.3	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.65	-4.47	0	0	0	6.3	4.9	5.6	0	0	0	4.9	0	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0	0	4.9	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.05	-5.32	0	0	0	0	4.1	0	0	4.1	0	4.8	0	0	0	4.1	0	4.8	0	0	0	0	0	4.1	0	0	4.1	5.5	4.1	0	0	0	5.9	0	0	0	4.1	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-0.56	-2.34	0	0	0	4.4	0	4.4	5	4.4	5.5	5	4.4	4.4	4.4	0	0	4.4	5	5	0	5	0	4.4	0	0	0	5	0	0	0	0	0	0	0	0	4.4	5	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.55	-3.86	0	0	0	0	5.5	0	5.5	0	0	0	0	0	0	5.9	0	6.2	0	0	0	0	4.8	0	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.17	-4.49	0	0	0	0	5.5	0	5.5	0	0	0	5.1	5.1	4.4	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	5.5	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.26	-4.98	0	0	0	0	4.4	5.8	0	6.3	5.1	4.4	5.1	0	5.8	0	0	5.1	0	5.1	0	5.1	0	5.5	0	0	0	0	4.4	0	0	0	5.1	0	0	0	5.1	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	6.7	-1.75	0	0	0	3.3	0	0	4.3	4.3	0	4.3	0	0	3.9	0	0	3.3	4.3	5.5	0	4.8	0	5.3	0	0	3.3	4.3	0	0	0	0	3.3	0	0	0	4.3	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.48	-1.08	0	0	0	5.2	4.8	5.5	4.8	6.2	0	0	4.8	4.1	0	0	0	0	0	0	0	4.8	0	5.2	0	4.1	0	4.8	0	0	0	0	0	0	0	0	5.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.82	-5.6	0	0	0	0	0	4.4	4.4	4.4	0	0	0	3.7	4.4	0	0	0	4.8	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.12	-5.04	0	0	0	0	4.4	4.4	5.5	5.5	0	0	5.1	0	4.4	0	0	0	0	4.4	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-4.86	2.22	0	0	0	5.7	0	5.3	5.5	5.5	0	0	4.4	0	5.8	0	0	0	3.8	5.3	0	3.8	0	4.8	0	0	0	0	0	0	0	0	3.8	0	0	0	3.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.64	1.56	0	0	0	0	0	4.2	0	4.9	0	0	5.3	0	5.6	0	0	0	4.2	0	0	4.9	0	0	0	0	0	0	4.2	0	0	0	4.2	4.2	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.11	-1.22	0	4.2	0	4.9	5.9	5.7	3.6	5.1	0	3.6	5.3	4.9	4.2	4.9	0	0	4.9	4.6	0	0	0	4.2	0	0	4.2	5.5	5.1	0	0	0	0	0	0	0	5.3	0	5.1
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.63	-1.88	0	0	0	4.4	6	5	5.7	4.4	0	5	5.3	5.3	5	3.7	0	5.7	4.4	0	0	3.7	0	0	0	0	0	4.4	4.8	3.7	0	0	5	0	0	0	4.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.07	-1.02	0	0	0	5.8	0	4.4	5.5	5.1	0	4.4	5.1	3.7	0	5.1	0	4.8	5.1	5.1	0	5.1	0	3.7	0	0	0	5.9	0	0	0	3.7	4.4	0	3.7	0	5.6	0	4.4
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.48	-5.12	0	0	0	5.7	7.1	5.3	5.3	0	0	5.3	5.7	4.6	5.7	5.3	0	5.3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4.6	0	0	0	4.6	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	6.26	-4.01	0	0	0	4.4	5.1	4.4	5.1	5.7	0	0	5.1	0	4.4	4.4	0	4.8	5.8	5.4	0	0	0	4.4	0	0	0	5.1	3.8	0	0	5.4	5.1	0	3.8	0	4.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.54	0.32	0	0	0	0	0	4.6	5.3	6	0	0	5.7	0	6.2	0	4.6	5.7	5.3	0	0	0	0	0	0	0	0	0	4.6	0	0	0	5.3	0	0	0	5.3	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.36	-2.04	0	0	0	5.8	6.4	4.5	6.2	0	0	0	5.8	0	0	0	0	6.1	4.5	5.6	0	5.1	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	4.5	0	6.1
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.32	-3.49	0	0	0	6.2	5.5	0	5.8	0	4.8	4.2	0	5.8	5.2	5.2	0	4.8	5.8	5.5	0	4.8	4.2	6.1	0	0	0	4.8	5.2	0	0	0	0	0	0	0	4.8	0	4.2
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-2.52	-3.53	0	0	0	0	5	5.6	6.1	5.7	5	0	5	5.3	6.2	0	0	4	0	6.2	0	5	0	4	0	0	0	4	5	0	0	0	5.3	0	0	0	4	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	6	-4.46	0	0	0	5.5	5.7	5.3	5.3	3.8	5.1	0	4.8	0	4.4	0	0	0	5.5	5.3	0	5.3	0	4.4	0	4.4	3.8	0	4.8	0	0	0	5.3	3.8	5.8	0	4.8	4.4	3.8
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.94	-1.68	0	0	0	0	5.9	0	5.8	5.2	0	0	4.8	0	5.9	4.2	0	4.2	4.2	5.2	0	5.2	0	5.2	0	0	0	4.8	4.8	0	0	0	4.8	0	4.2	4.2	5.2	5.2	4.2
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-4.43	-4.18	0	0	0	4.6	6.3	4	5.9	4.6	5	5.7	5.3	5.3	0	5.6	0	0	4	6.7	0	6.3	0	5.3	0	4	0	0	0	0	0	0	4.6	4	0	0	5	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.26	-2.68	0	0	0	0	0	4.4	5.5	0	0	0	0	4.4	0	0	0	0	0	0	0	0	0	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	5.8
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.72	0.62	0	0	0	3.8	4.2	4.9	5.2	5.4	0	0	4.5	3.1	5.5	0	0	3.1	4.7	3.8	0	0	0	0	0	0	0	4.9	5.1	3.1	0	0	4.5	0	4.2	0	4.7	0	3.1
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-6.02	-4.71	0	0	5.7	6.2	5.4	5.7	6.1	5.7	0	5.7	0	4.3	4.3	0	0	0	0	5.7	0	4.3	4.3	5.7	5	0	0	5.4	0	0	0	4.3	5	0	0	0	4.3	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-2.15	-1.85	0	0	0	4.7	6.2	0	5.8	5.1	0	0	4.7	4	6.6	0	0	0	0	5.8	0	5.6	0	4.7	0	0	0	4.7	4	0	0	0	4.7	0	0	0	4	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.77	-3.27	0	0	0	5.5	4.8	4.8	4.8	0	0	0	5.5	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	0	0	0	4.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.01	-1.15	0	0	0	0	5.5	4.4	4.4	5.8	0	5.1	0	0	5.8	5.1	0	0	4.4	0	0	5.5	0	0	0	0	0	4.4	0	0	0	0	5.1	0	0	0	5.1	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.56	1.09	0	0	0	0	0	0	5.3	4.9	0	0	6.5	0	4.9	4.2	0	0	0	4.9	0	5.3	0	0	0	0	0	0	4.9	0	0	0	0	0	0	0	5.3	0	4.2
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.41	3.85	0	0	0	0	0	0	3.7	4.4	0	3.7	0	0	4.8	0	0	0	0	0	0	3.7	0	0	0	0	0	4.4	3.7	0	3.7	0	0	3.7	0	0	3.7	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.58	-4.83	0	0	0	5.1	6.2	5.1	6.2	5.1	4.5	7.3	0	0	5.6	0	0	0	5.8	6.5	0	5.6	0	0	0	0	0	4.5	5.1	4.5	0	0	5.1	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.81	-3.03	0	0	0	5.3	5.9	4.6	6.2	4.6	0	5.9	4.6	0	4.6	0	0	4.6	4.6	4.6	0	0	0	0	0	0	0	4.6	5.3	0	0	0	5.3	0	0	0	0	0	4.6
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.01	-1.39	0	0	0	4.9	0	0	4.9	5.6	0	4.9	0	0	0	0	0	5.6	0	5.6	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	6
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-4.8	-3.72	0	0	0	6	5.1	5.8	6	5.8	4.4	0	0	0	0	5.1	0	5.1	4.4	5.8	0	0	0	5.1	0	0	0	0	0	0	0	5.5	5.1	4.4	0	0	0	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-5.39	-4.91	3.9	0	0	6.5	6.2	6.2	6	5.6	3.9	5.6	5.6	4.9	5.9	5.2	4.5	0	4.5	3.9	0	4.5	3.9	4.9	0	3.9	0	5.8	0	0	0	4.9	5.6	3.9	0	0	5.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	6.14	-0.57	0	0	0	4.3	0	0	5.3	4.7	0	3.7	4.7	0	0	0	0	5.4	4.7	5.3	0	5.8	0	0	0	0	0	5.9	3.7	0	0	5	0	0	0	0	5.3	0	4.7
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.71	-2.92	0	0	0	0	0	0	5.3	4.6	0	5.3	5.3	0	5.3	0	0	0	5.3	0	0	4.6	0	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.07	-1.61	0	0	0	4	5.4	0	5.6	0	4	0	0	0	0	0	0	0	4	0	0	0	0	4.7	0	0	0	5.1	4	0	0	0	5.4	0	0	0	0	0	5.1
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	6.13	-0.78	0	0	0	0	5.6	0	5.9	4.9	0	4.2	5.7	3.5	0	0	3.5	4.9	3.5	5.3	0	4.2	0	4.2	0	3.5	0	4.6	5.1	0	0	0	0	0	4.6	3.5	5.6	3.5	4.2
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.75	2.29	0	0	0	0	0	4.6	5.8	4.6	0	0	0	0	5.7	0	0	0	3.9	0	0	0	0	0	0	0	0	5	0	0	0	0	3.9	3.9	0	3.9	4.6	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.74	-1.11	0	0	0	5.3	6.8	4.9	4.2	4.2	0	4.9	4.9	0	0	0	0	5.8	4.9	4.9	0	5.8	4.2	0	0	0	0	4.2	4.9	0	0	0	4.2	0	0	0	5.3	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.34	-5.76	0	0	0	4	6.4	0	5.1	4	0	0	0	4.7	0	0	0	0	0	4	0	4.7	0	0	0	0	0	0	0	0	0	0	4	0	0	4.7	5.1	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.66	3.86	0	0	0	0	0	0	4.5	3.8	0	0	0	0	3.8	0	0	0	0	0	0	0	0	4.5	0	0	0	3.8	3.8	0	0	0	4.9	0	0	0	3.8	4.5	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.44	-3.44	0	0	0	0	5.4	4.8	6.1	0	0	0	0	0	4.8	0	0	0	5.4	0	0	4.8	0	0	0	0	0	0	5.4	0	0	0	0	0	0	5.4	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.24	-2.67	0	0	0	5.7	6.5	0	5.3	0	4.6	5.3	0	0	4.6	0	4.6	4.6	0	5.3	0	5.7	0	4.6	0	0	0	4.6	5.3	0	0	0	4.6	0	0	0	5.3	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.56	-2.59	0	0	0	0	4.4	0	4.8	3.7	3.7	0	0	0	6.9	0	3.7	4.4	0	4.4	0	0	0	0	0	0	0	4.4	3.7	0	0	0	0	0	0	3.7	4.4	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.05	-2.41	0	0	0	0	6.3	0	5.2	4.6	0	5.2	3.6	0	0	3.6	3.6	0	5.6	5.6	0	0	0	5.9	0	4.2	0	4.6	4.9	0	0	0	4.6	0	0	3.6	4.6	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.6	-3.41	0	0	0	0	6	0	6.1	4.4	0	5.7	5.4	0	0	5.4	4.4	0	5.7	0	0	6.1	0	5.4	0	0	4.4	5.4	4.4	0	0	0	0	0	0	0	4.4	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-5.6	-4.17	0	0	0	5.5	0	5.3	6.1	4.8	0	4.4	6.1	0	3.7	4.4	0	4.8	4.8	5.3	0	4.8	4.4	0	4.4	4.8	0	4.8	0	0	4.4	0	5.1	3.7	0	0	3.7	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.14	-1.55	0	0	0	0	6.3	5.4	4.7	0	0	0	5.4	0	4.7	6.3	0	0	0	5.4	0	0	0	0	0	0	0	5.4	4.7	0	0	4.7	0	0	0	4.7	5.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.71	-1.31	0	0	0	0	5.8	4.5	5.3	0	0	0	5	3.4	3.4	0	0	4.5	5.4	5.4	0	0	0	5.7	0	3.4	0	5.3	4.1	0	0	3.4	4.7	0	0	0	4.5	0	5.3
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.05	-3.23	0	0	0	0	0	0	4.6	5.9	4.6	0	4.6	0	5.9	0	0	0	4.6	0	0	4.6	0	0	0	0	0	4.6	0	0	0	0	0	0	0	0	5.7	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.65	0.99	0	0	0	4.4	5.5	3.7	5.6	5.1	0	0	5.5	0	0	5.3	0	4.4	0	3.7	0	5.1	0	0	0	0	3.7	0	4.4	0	0	0	0	0	0	4.4	5.1	5.3	4.8
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.84	-0.09	0	0	0	5.2	5.8	3.4	5	5.3	0	0	4.1	0	4.8	5	0	0	4.8	4.5	0	0	0	0	0	0	0	5.3	4.1	0	0	0	4.8	0	0	3.4	5.7	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.13	-3.98	0	0	0	0	0	0	5.1	0	0	5.1	0	0	0	0	0	6.3	0	0	0	4.4	0	6	0	0	0	6.7	0	0	0	5.1	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.43	-2.28	0	0	0	0	0	0	5.7	5	0	5.4	0	4.3	5.4	5	0	0	5	5	0	5.9	0	0	0	0	0	5.7	4.3	0	0	0	5.9	0	0	0	4.3	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.09	-2.09	0	0	0	5.6	5.3	4.2	4.9	6	0	5.3	0	0	0	0	4.2	4.9	4.2	5.6	0	4.9	0	0	0	4.2	0	0	5.6	0	0	4.2	0	0	0	0	6	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.38	-1.77	0	0	0	4.8	5.5	0	0	5.9	0	0	0	0	0	0	0	4.8	5.5	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	4.8	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.34	-3.6	0	0	0	6.6	4.8	5.2	5.9	5.2	4.1	5.2	0	4.1	4.1	4.1	4.8	0	4.1	0	0	4.1	0	4.1	0	0	0	5.2	0	0	0	4.1	5.2	0	0	0	5.2	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.12	-4.89	0	0	0	0	4.8	0	6.4	5.5	0	4.8	0	0	0	0	0	5.9	5.5	0	0	5.5	4.8	0	0	4.8	0	0	5.5	0	0	0	0	0	0	0	4.8	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-5.1	-5.36	0	0	0	5.6	5.8	4.9	6	6	5.3	6.4	5.8	4.2	6	0	0	4.9	0	5.8	0	4.2	0	5.3	0	0	0	5.8	0	4.2	0	4.9	4.9	4.2	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.08	-3.92	0	0	0	5.5	4.8	0	5.9	0	4.8	4.8	0	4.8	4.8	0	0	0	0	0	0	4.8	0	6.2	0	0	0	0	0	0	0	0	5.5	4.8	0	0	4.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.72	-0.26	0	0	0	5	4.3	4.7	5.4	5	0	3.6	6.1	0	0	3.6	0	5.4	5.9	0	0	4.7	0	5	0	0	0	0	0	0	0	0	4.3	0	0	3.6	5.4	0	4.3
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.73	-0.37	0	0	0	4.8	4.8	0	5.3	5.1	0	0	5.1	0	0	3.7	0	3.7	4.4	5.3	0	5.5	0	4.8	0	0	0	4.8	3.7	0	0	0	4.8	0	0	3.7	5.5	4.4	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-6.01	-4.42	0	0	0	6.3	4.9	3.8	4.5	5.6	3.8	5.8	4.9	3.8	5.8	4.9	3.8	3.8	5.2	5.2	4.5	0	0	4.5	3.8	3.8	0	5.2	4.9	0	3.8	0	3.8	0	0	0	5.2	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-2.59	-2.82	0	0	0	5	6.2	6	5.7	5	3.9	0	6.9	3.9	0	4.6	0	5	5.7	4.6	0	0	0	5	0	0	0	5.5	5.5	0	3.9	0	0	3.9	0	0	5.3	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-5.52	-6.17	4.6	0	6	4.6	5.7	6.2	6	7	4.6	0	0	0	5.3	6.4	0	0	5.3	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	4.6	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.46	-2.88	0	0	0	5.2	4.5	5.2	5.9	5.2	0	0	0	0	5.2	0	0	0	0	0	0	0	0	0	0	0	0	4.5	5.6	0	0	0	5.2	0	0	0	5.2	4.5	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-1.87	-4.01	0	0	0	5.5	6.2	0	6.4	5.1	0	5.1	0	0	0	5.8	0	5.1	4.5	5.1	0	0	0	0	0	0	0	5.1	5.5	0	0	0	0	0	0	0	5.1	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-2.59	-3.28	0	0	0	6.1	5.7	4.8	5.5	5.2	4.1	0	4.8	5.2	0	0	0	4.1	5.7	5.7	0	0	4.1	5.5	4.1	0	5.5	5.2	0	0	0	4.8	5.2	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.48	-0.28	0	0	3.5	3.5	6.5	5.6	5.3	3.5	0	4.6	5.7	3.5	0	4.2	0	5.7	5.6	4.6	0	3.5	0	4.6	0	0	0	5.4	3.5	0	0	0	0	0	3.5	0	5.4	4.9	4.6
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.71	0.47	0	0	0	4.6	5.5	4.3	5.2	5.4	3.9	0	5	0	0	3.9	0	4.6	0	4.6	0	3.9	0	5	0	0	3.3	0	3.9	0	0	0	5	0	4.3	3.9	5	3.9	4.3
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.91	-3.41	0	0	0	0	6.4	0	4.6	0	0	0	5.3	0	5.3	0	0	0	5.3	6	0	0	0	5.7	0	0	0	5.3	4.6	0	0	0	0	0	5.3	4.6	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.57	-4.74	0	0	0	0	0	0	5.5	0	0	6.2	0	0	6.2	5.5	0	0	6.4	0	0	4.8	0	0	0	0	0	0	4.8	0	0	0	5.5	0	5.9	0	4.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.1	-0.78	0	0	0	5.8	6.3	0	5.4	4.7	0	0	0	0	4.7	0	0	0	5.4	0	0	0	0	6.5	0	0	0	4.7	4.7	0	0	4.7	0	0	0	0	4.7	0	4.7
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.39	-3.21	0	0	0	5.9	6.2	5.5	5.5	4.1	0	4.1	4.8	4.8	4.8	0	0	5.9	4.8	5.9	0	4.8	4.1	5.7	4.1	0	0	0	5.7	0	4.8	0	0	0	0	0	5.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.01	-2.13	0	0	0	4.7	5.4	4.7	4.7	4.7	0	0	0	0	6.1	0	0	0	0	5.4	0	0	0	0	0	0	0	5.4	0	0	0	0	0	0	4.7	0	4.7	0	5.4
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.17	-3.48	0	0	0	5	0	4.3	5.9	6.2	0	0	5.4	0	0	0	0	5.4	0	5	0	4.3	0	5	0	0	0	5	0	0	0	0	0	0	0	0	4.3	0	5
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.39	-1.88	0	0	0	0	0	0	6.6	0	0	0	0	0	7	5.5	0	5.5	0	0	0	4.8	0	6.2	0	0	0	0	4.8	0	0	0	4.8	0	0	0	0	0	6.2
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-4.81	1.14	0	0	0	5.5	0	4.8	5.7	5.2	0	0	5.2	3.4	5.7	4.1	0	4.1	4.5	5.5	0	5.3	0	3.4	0	0	0	3.4	4.8	0	0	0	0	0	3.4	0	4.5	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.67	-3.64	0	0	0	0	5.2	4.1	5.2	5.2	0	0	0	0	0	0	0	5.2	4.1	5.2	0	5.2	0	4.1	0	0	0	0	0	0	0	0	0	0	4.8	0	4.8	0	5.2
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-6.36	-5.55	4	0	5.9	5.9	4.4	6.1	5.6	4.7	0	6	0	4.7	3.3	4	4.4	4.7	4	5.2	0	4	0	4	0	4	4.4	5.1	4.7	0	0	3.3	5.2	0	0	0	3.3	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.55	1.04	0	0	4.8	4.1	0	5.2	4.8	0	0	0	0	0	6.3	5.2	0	4.1	4.1	4.8	0	5.2	0	0	4.8	0	0	0	0	0	0	0	0	0	0	4.8	5.2	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-1.96	-4.49	0	0	0	6.2	5.1	0	5.8	4.4	0	0	5.5	0	5.1	0	0	5.1	0	5.1	0	5.1	0	5.5	0	0	0	0	4.4	0	0	0	0	0	0	4.4	5.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.57	0.05	0	0	0	0	3.8	4.9	5	5.5	0	3.1	4.2	3.1	3.1	0	0	4.2	3.8	5.8	3.1	5.1	0	5.7	0	0	0	4.9	4.9	3.8	0	0	4.2	0	4.5	4.2	5.1	4.2	3.1
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-2.42	-3.04	0	0	0	5.7	4.3	0	5	4.3	0	4.3	0	0	5.4	4.3	5	0	5.7	5	0	5.9	0	5.4	0	0	0	0	5.7	0	0	0	5	0	0	4.3	4.3	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.66	4.62	0	0	0	4.1	5.9	4.1	4.1	5.4	4.4	4.4	3.1	3.7	4.4	0	0	4.1	0	4.1	0	5.3	3.7	5	0	3.7	0	4.6	3.1	0	0	0	4.1	0	3.7	0	4.4	0	3.1
