day	Anno	celltype	UMAP_1	UMAP_2	marker:Fgf8	marker:Msx2	marker:Rspo2	up:Trps1	up:Meis1	up:Trp63	up:Rere	up:Tcf4	up:Bach2	up:Dach1	up:Sox6	up:Lef1	up:Setbp1	up:Arid5b	up:Tshz2	up:Foxn3	up:Cux1	up:Zfp521	up:Pou6f2	up:Bbx	up:Etv1	up:Pbx3	up:Etv5	up:Sox13	up:Tox	up:Baz2b	up:Arid1b	up:Zfp710	up:Zim1	up:Foxo3	up:Rfx3	up:Smad5	down:Pknox2	down:Elf1	down:Tead1	down:Jazf1	down:Tfap2b
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.22	4.83	0	0	0	4.7	3.4	0	5.5	4.4	0	4.9	3.4	0	4.4	3.4	0	0	4	5.4	0	4	0	3.4	0	0	0	3.4	0	3.4	0	0	3.4	0	4	0	4.7	0	3.4
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.25	0.38	0	0	0	0	5.4	4.6	5.4	5	4.2	3.5	2.8	0	5.2	3.9	0	4.2	2.8	4.7	0	4.7	3.5	4.7	0	0	0	3.5	4.4	0	2.8	0	5.1	2.8	3.5	0	5.3	2.8	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.15	3.57	0	0	0	0	0	2.6	5.3	5.2	0	0	5.3	4.5	5.1	4.2	0	3.3	4	4.9	0	4.9	0	4.8	0	3.3	0	4	4.7	0	4	0	3.7	0	3.7	0	5.5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.73	1.88	0	0	0	0	4.3	4.2	4.2	4	0	0	3.8	3.1	4	3.5	0	0	4.6	3.8	0	4	3.1	4.6	3.1	2.4	0	4	2.4	0	0	0	3.1	0	4	3.1	4.7	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.39	4.87	0	0	0	3.9	3.5	0	5.6	4.8	0	3.9	2.9	3.5	5.2	3.5	2.9	2.9	4.9	3.5	0	4.6	0	5.3	0	2.9	2.9	4.9	4.6	2.9	0	0	4.2	0	3.9	4.2	3.5	2.9	3.5
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.05	0.88	0	0	0	3.3	4.7	2.9	4.9	4.6	0	0	2.9	3.6	3.6	2.3	2.9	0	2.3	4.2	0	4	0	4.4	2.3	0	0	4.1	4.1	0	0	3.6	3.8	2.3	3.6	0	5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.35	-0.19	0	0	0	0	4.9	4.2	3.9	4.8	0	0	4.9	2.9	2.9	0	4.2	2.9	2.9	4.2	0	4.4	0	3.9	0	0	0	4.2	3.9	0	0	0	2.9	0	2.9	0	4.4	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.73	3.71	0	0	0	0	0	4	5.8	4	0	0	0	5.4	5.6	0	0	4.7	0	0	0	0	0	0	0	4.7	0	4	5.1	0	0	0	0	0	0	0	5.8	4	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.17	1.17	0	0	0	4.8	3.5	3.5	4.5	5.4	0	0	3.5	0	4.8	4.1	0	0	3.5	4.1	0	3.5	0	0	4.1	0	0	4.1	5	0	0	0	0	0	3.5	3.5	4.5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.16	4.08	3.9	0	0	0	0	0	5	0	0	0	0	3.9	0	0	0	3.9	3.9	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.33	-0.55	0	0	0	4.5	4.5	5.2	5.2	4.5	0	0	5.2	3.8	5.2	4.5	3.8	0	3.8	3.8	0	3.8	0	5.2	0	0	0	4.5	3.8	0	0	3.8	0	0	0	4.5	6	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.5	2.26	0	0	0	4.9	3.8	4.5	5.2	4.9	0	0	3.8	3.8	4.5	3.8	0	3.8	3.8	3.8	0	0	0	0	0	0	0	4.5	5.2	0	0	0	0	0	0	3.8	5.2	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.5	2.05	0	0	0	0	4.7	0	5.4	5.4	0	3.6	3.6	3.6	4.7	0	0	0	3.6	5.4	0	4.3	0	5.7	0	0	0	3.6	4.3	0	0	0	5.2	0	3.6	0	5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.72	1.94	0	0	0	0	0	3.8	5.4	3.8	3.8	4.9	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0	0	4.5	0	0	0	0	4.5	0	0	3.8	3.8	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.73	1.16	0	0	0	0	0	4.4	5	4.4	0	4.4	4.8	0	4.4	0	0	0	3.7	4.8	0	0	0	4.4	0	0	0	3.7	0	0	0	0	4.4	0	3.7	0	6.2	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.21	2.36	0	0	0	0	4.7	0	5.4	4.1	4.1	4.7	0	3.1	5.1	0	3.1	3.7	3.7	5.1	0	4.7	0	5	0	0	0	4.7	4.1	0	0	3.1	3.1	0	0	0	0	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.92	7.7	0	0	0	5	0	0	4.5	5.1	3.4	0	0	4.1	4.7	0	0	3.4	4.1	4.1	0	3.4	0	0	0	0	0	5	4.1	0	0	3.4	3.4	0	4.5	0	3.4	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.09	3.8	0	0	0	3.1	3.1	4.2	4.7	5.4	3.1	0	4.7	4.2	4.8	3.1	0	3.1	3.1	4.8	0	4.2	0	4.2	3.1	3.8	0	0	4.7	0	0	0	4.2	3.1	0	3.1	4.2	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.89	4.05	0	0	0	0	0	0	5.1	4.5	0	0	0	0	0	0	0	3.5	0	3.5	0	4.1	0	3.5	0	0	0	5.5	4.1	0	0	3.5	4.1	0	4.1	3.5	6.1	4.1	3.5
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.59	2.08	0	0	0	0	4.6	0	5	5.4	0	3.2	3.2	0	3.2	0	0	0	4.3	3.2	0	3.9	0	5.1	0	0	0	3.2	3.9	0	0	3.2	4.8	0	4.3	3.9	4.8	0	3.2
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.46	1.84	0	0	0	0	4.7	0	4.7	5	0	0	0	3.6	5.4	0	0	3.6	3.6	4.3	0	4.3	0	4.3	0	0	0	4.7	4.3	4.3	0	0	3.6	0	0	0	4.7	3.6	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.42	6.01	0	0	0	4.5	0	4.6	5.3	4.6	0	2.6	4.8	5.1	4.5	3.9	3.6	4.1	3.2	3.9	0	4.5	0	3.6	3.9	0	0	4.9	5.2	3.6	0	4.3	4.5	2.6	2.6	0	3.6	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.02	-0.21	0	0	0	0	0	4.6	5.3	4.2	0	0	4.2	3.6	3.6	0	0	0	4.6	5.5	0	4.9	0	3.6	3.6	3.6	0	3.6	4.9	0	0	0	3.6	0	3.6	3.6	4.9	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.2	4.82	0	1.9	3.2	4.3	1.9	4.4	4.5	5	0	3.4	3.4	3.9	5.2	2.9	0	4	4.5	4.8	0	3.7	0	3.6	2.5	1.9	1.9	4.7	3.9	2.9	1.9	1.9	3.6	2.9	2.9	3.4	4.6	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.99	2.74	0	0	0	0	3.9	0	4.2	3.5	0	0	2.9	2.9	4.6	0	0	3.5	3.5	4.4	0	3.5	0	0	2.9	0	0	2.9	0	0	0	2.9	0	0	0	2.9	4.2	0	3.9
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.15	-0.11	0	0	0	0	5.3	3.2	5.2	4.5	3.2	0	4.3	3.2	4.5	3.9	4.3	3.2	4.8	4.3	0	4.8	0	3.9	3.2	3.9	0	3.9	4.9	0	0	0	4.5	3.9	0	0	4.5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.12	0.94	0	0	0	0	4.9	0	4	4.4	0	0	0	0	4.4	4	0	4.6	3.3	4.4	0	4.6	0	3.3	0	0	0	4.4	4.4	0	0	3.3	3.3	0	0	0	4.9	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.2	2.19	0	0	0	3.8	3.4	2.7	4.3	4.6	0	0	4.3	0	5	0	0	0	2.7	4.6	0	3.8	0	2.7	2.7	2.7	0	3.8	2.7	0	0	0	3.4	2.7	0	0	5.2	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.19	1.7	0	0	0	0	4.6	3.9	3.9	3.9	3.9	0	0	0	4.6	0	0	3.9	0	4.6	0	3.9	0	3.9	0	0	0	4.6	0	0	0	0	4.6	0	3.9	0	5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.12	3.05	0	0	0	0	3.8	0	5.6	4.5	0	3.8	0	0	3.8	0	0	4.7	4.2	4.2	0	3.8	0	4.2	0	0	0	3.8	3.2	0	0	0	3.2	3.2	3.2	3.8	3.8	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.37	3.89	0	0	0	4.5	2.9	3.6	4	4.5	0	0	4	4	4.8	0	0	4	2.9	5	0	3.6	0	4	0	0	0	2.9	4	0	0	0	2.9	0	4.2	0	3.6	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.78	0.58	0	0	0	4.5	4.9	0	5.1	0	0	0	0	4.9	0	0	5.1	0	4.5	0	0	3.8	0	3.8	4.5	0	0	0	4.5	0	0	0	3.8	0	3.8	0	3.8	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.37	0.88	0	0	0	0	4.9	4.2	4.6	3.5	4.2	0	3.5	0	4.6	3.5	0	4.6	3.5	5.1	0	4.6	0	4.2	0	3.5	0	5.1	0	0	0	3.5	3.5	0	3.5	3.5	5.6	3.5	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.82	2.13	0	0	0	2	4.1	2	4.6	4.3	2	4.2	3	5.3	3.5	3.8	2	3.7	4.5	3.8	0	4.3	0	4.4	0	2	0	4	3.7	0	0	2.6	3	2.6	3.7	2	4.6	2.6	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1	0.77	0	0	0	0	4.8	0	5.3	3.3	3.3	0	3.3	3.3	5	3.3	3.3	0	5.3	3.9	0	3.3	0	5	0	0	0	0	5.2	3.3	3.3	0	0	0	0	3.3	3.9	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-4.23	3.33	0	0	0	4.5	4.2	5.7	5.1	5.6	0	0	4.9	3.8	4.2	3.8	0	4.9	3.8	4.7	0	4.5	0	3.8	0	0	0	5	3.1	0	0	3.1	3.1	0	0	4.5	4.7	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.32	0.28	0	0	0	0	5.4	0	4.7	4.5	0	0	4.5	0	4.5	4.5	4.2	3.8	3.8	5.3	0	4.2	0	4.9	0	0	0	3.8	4.5	0	0	3.2	3.2	0	0	0	4.5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.66	7.16	0	0	0	3.8	0	0	4.5	4.9	3.8	4.9	3.8	5.4	3.8	0	0	3.8	3.8	0	0	0	0	0	0	0	0	4.5	4.5	3.8	0	0	4.5	0	0	0	0	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.38	4.75	0	0	0	2.3	2.3	2.9	4.4	4.9	0	2.3	2.9	0	4.5	2.9	0	4.1	4.4	3.6	0	3.8	0	4.3	2.3	0	0	4.3	4.5	0	0	0	3.6	0	3.6	4.1	4.1	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.92	1.23	0	0	0	0	4.6	0	5.2	4.6	0	5.4	0	0	4.6	0	0	0	0	4.6	0	3.9	0	5.7	0	0	0	4.6	4.3	0	0	0	4.3	0	3.2	0	4.3	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.67	6.73	0	0	0	0	0	0	5.2	4.7	0	4.3	0	0	3.6	3.6	0	4.3	0	0	0	0	0	4.7	3.6	0	0	0	3.6	0	0	3.6	0	0	0	3.6	4.3	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.33	1.06	0	0	0	0	5.2	0	4.7	4.8	0	2.8	3.4	0	4.1	2.8	0	2.8	4.1	4.7	0	3.8	0	5.4	2.8	0	0	4.1	2.8	0	0	3.4	0	3.4	3.8	0	5	0	3.4
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.81	-4.97	0	0	0	0	3.7	0	4.4	0	0	0	0	0	3.7	0	0	0	4.4	0	0	4.8	0	3.7	0	0	0	0	0	3.7	0	3.7	0	3.7	0	3.7	4.4	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.4	1.67	0	0	0	3.6	3.6	3.6	5.1	5.9	0	3.6	0	0	3.6	0	0	0	3.6	0	0	0	0	0	0	0	0	0	3.6	0	0	3.6	4.6	0	0	0	4.6	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.13	1.68	0	0	0	0	4.8	4	4.2	4.4	0	2.6	3.7	4	4.2	2.6	3.3	0	3.7	2.6	0	4.5	0	4.2	0	0	0	4.2	2.6	0	0	0	2.6	0	3.7	2.6	4.2	0	2.6
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.86	0.98	0	0	0	2.6	4.4	0	4.5	4	0	0	4.2	0	5.2	0	0	2.6	0	3.3	0	4.2	2.6	5.5	0	0	0	4	4.4	0	2.6	2.6	5	0	3.7	0	5	2.6	2.6
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.73	5.49	0	0	0	2.8	0	0	4.8	4.9	0	2.1	3.2	2.1	4	2.1	0	3.7	3.2	3.4	0	3.2	0	0	2.8	2.1	2.1	3.7	4.7	2.1	2.1	0	3.7	2.8	2.8	2.8	4.2	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.09	1.03	0	0	0	0	5	4.6	4.9	4.8	0	2.9	0	0	4.8	2.9	0	2.9	2.9	2.9	0	3.9	0	2.9	3.9	2.9	0	4.6	4.9	2.9	0	0	4.2	0	4.4	4.2	5.3	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.9	1.77	0	0	0	0	4.2	0	4.7	5.2	0	3.4	3.6	2.1	4.7	0	0	3.1	3.1	4.7	0	2.1	0	5.3	0	2.8	0	3.8	2.8	2.1	0	0	3.4	2.8	2.1	2.1	5.1	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.02	1.76	0	0	0	0	4.1	0	5.1	4.7	0	3.4	0	0	3.4	0	0	0	5	5.7	0	4.1	0	5.4	0	0	0	5.1	4.1	0	0	3.4	4.5	0	4.1	3.4	4.7	3.4	3.4
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.91	1.38	0	0	0	4	4	5.1	5	4.9	0	3.7	4.2	3.3	4.2	0	0	3.3	4.2	4.4	0	4.4	2.7	3.3	0	0	3.3	4	4.7	0	0	0	4	4	0	0	4.9	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.75	2.46	0	0	0	0	4.7	0	4.4	3.3	0	0	4	3.3	4	4.4	0	3.3	5.4	4.9	0	0	0	4.4	0	0	0	0	4.4	0	0	0	4.7	0	4.4	0	3.3	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.26	4.3	0	0	0	4.6	0	0	5.3	4.6	0	4	3.3	4.4	5	4	0	0	4.4	4.9	0	3.3	0	3.3	0	0	0	4.4	4	3.3	0	0	4	0	4.6	3.3	5.2	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.02	0.36	0	0	0	0	5	3.1	5	4.5	0	3.8	0	0	4.2	0	3.8	3.1	3.1	5.2	0	4.5	0	4.2	0	0	0	4.2	4.2	0	0	0	4.2	3.1	3.1	0	4.5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.5	-4.24	0	0	0	0	0	0	5.9	4.6	0	5	0	0	5.9	0	0	4.6	0	4	0	0	0	0	0	0	0	4.6	4	0	0	0	5.6	0	0	0	0	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.18	0.65	0	0	0	4.2	3.5	4.2	4.2	4.2	0	3.5	4.9	0	4.6	3.5	0	0	4.6	3.5	0	4.2	0	3.5	0	3.5	0	4.9	3.5	0	0	0	0	0	3.5	0	3.5	0	3.5
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.57	7.67	2.7	0	3.1	4.8	0	2.7	5	5	2.7	2.7	3.1	4.1	3.9	2.1	0	3.1	3.8	3.4	0	3.6	0	0	2.1	2.7	0	4.8	3.4	2.7	0	0	2.1	2.7	3.4	3.1	4.1	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.88	5.4	0	0	0	3	0	0	5.3	3	0	0	3	0	3	3.7	0	0	3	0	0	3.7	0	4.6	0	3	0	4.7	4.3	0	0	0	3.7	0	0	0	4.6	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.79	0.91	0	0	0	3.4	0	4.5	4.5	3.4	0	4.1	4.5	4.7	4.7	3.4	4.5	3.4	3.4	4.5	0	4.5	0	4.7	3.4	0	0	4.1	4.1	3.4	0	0	0	3.4	4.5	4.1	4.5	0	3.4
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.21	3.71	0	0	0	0	2.5	0	2.5	4.4	0	0	0	2.5	2.5	0	0	3.6	3.2	3.6	0	0	0	3.2	2.5	0	0	3.8	3.8	0	0	2.5	3.8	0	3.2	0	0	0	2.5
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.28	3.58	0	0	0	3	4.5	3.4	4.5	3.4	0	4.7	4.5	2.4	2.4	0	0	2.4	3	4.4	0	3.4	0	5.1	0	3	0	4.4	3	0	0	0	2.4	0	3	3.4	3	0	2.4
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.35	3	0	0	0	3.4	2.7	2.7	4.8	4.8	0	2.7	2.7	2.7	4.3	2.7	0	0	4.3	5	0	4.4	0	4.3	0	0	0	4.7	4.3	2.7	0	3.4	3.4	0	5.2	3.8	3.8	0	4.6
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	6.94	-0.54	3	0	0	2	0	0	4.6	4.3	0	4.2	2	0	0	2	0	3.5	4.1	4.5	0	2	0	4.1	0	2.6	0	4.6	3.3	2	0	0	3.7	2.6	2	4.1	4.7	3.5	3.8
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-4.14	6.74	4.2	0	0	4.6	0	0	5.4	5.1	0	0	0	2.8	3.9	0	2.8	0	2.8	0	0	0	0	2.8	3.5	0	0	4.2	3.5	2.8	0	2.8	2.8	3.9	3.5	0	3.9	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.82	0.89	0	0	0	3.9	3.6	4.1	5	4.1	0	0	4.5	3.9	4.9	2.6	0	2.6	2.6	3.9	0	3.2	0	2.6	0	0	0	3.2	2.6	0	0	0	2.6	0	3.2	4.1	5.1	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.04	4.49	3.8	0	0	0	0	0	3.8	5.4	0	3.8	0	4.5	3.8	0	0	0	0	3.8	0	0	0	0	3.8	3.8	0	3.8	4.5	0	0	0	0	0	0	0	3.8	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.54	7.93	0	0	0	0	0	0	5	3.4	0	0	0	0	6.1	0	3.4	4.8	3.4	5	0	3.4	0	0	0	0	0	4.1	4.8	0	0	0	4.5	0	3.4	4.5	3.4	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.8	-0.44	0	0	0	3.2	5.1	4.8	5.5	5.7	3.2	4.3	4.3	3.2	5.1	3.2	3.2	3.2	4.3	4.6	0	3.2	0	3.9	0	0	0	4.3	4.8	0	3.9	0	0	0	0	3.2	5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.19	2.31	0	0	0	3.5	0	4.9	4.2	4.6	3.5	0	0	0	4.6	0	0	3.5	3.5	0	0	3.5	0	3.5	0	0	3.5	4.6	5.1	0	0	0	4.2	3.5	4.2	0	4.6	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.86	1.39	0	0	0	0	3.2	0	4.5	4.5	2.5	2.5	0	0	4.5	0	2.5	3.9	3.6	3.2	0	3.2	0	4.7	3.9	3.6	0	4.4	4.5	2.5	0	0	4.1	0	0	0	4.8	2.5	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.85	3.38	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	4.7	0	4	0	4	0	0	0	0	0	4.7	0	0	0	0	0	0	5.1	0	5.8	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.29	2.3	0	0	0	0	4	4	5.1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	4	4	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.97	0.18	0	0	0	0	3.9	5	5.4	4.3	0	0	3.2	0	4.3	0	3.9	0	0	4.8	0	5.1	0	3.9	0	0	0	3.9	0	0	0	3.2	4.6	0	0	0	4.8	3.9	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.18	2.6	0	0	0	0	4.7	5.4	4.7	0	0	4	0	0	0	0	0	4.7	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.28	2.35	0	0	0	0	4.5	0	5.8	5	2.9	3.6	0	3.6	4.8	3.6	0	4.5	3.6	5	0	4.5	0	4.3	0	0	0	5	2.9	0	0	0	0	2.9	0	2.9	3.6	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.3	3.7	0	0	0	0	1.7	2.9	4.6	4.2	0	1.7	2.9	2.2	4.4	3.3	0	2.2	3.1	3.7	0	4.1	0	3.4	3.1	2.2	0	4.3	4.1	0	0	0	3.5	2.2	3.5	3.5	4.1	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.01	4.3	0	0	0	4	0	0	5.8	0	0	4	0	5.4	0	0	0	0	4.7	0	0	5.4	0	0	4	0	4	5.4	0	0	4	0	4	0	0	0	4	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.95	2.59	0	0	0	0	4	0	4.4	3.3	0	0	0	0	0	0	0	0	4	0	0	5.1	0	5.8	0	0	0	4.7	3.3	0	0	0	4.9	3.3	3.3	3.3	5.3	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.23	3.65	0	0	0	3.5	3.5	0	4.6	4.2	0	0	0	0	3.5	4.2	0	0	4.2	0	0	5.1	0	5.3	0	0	0	4.2	0	0	0	0	0	0	3.5	0	4.2	0	3.5
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.2	6.58	0	0	0	0	0	0	5.1	5.1	2.8	3.8	0	0	5.7	0	0	3.5	4.4	5.3	0	4.4	0	3.5	3.5	0	0	4.7	0	0	0	2.8	4.1	2.8	4.1	3.5	3.5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2	1.65	0	0	0	4.5	4.4	5.1	5.4	4.5	0	0	4.1	0	4.5	4.4	0	0	3.9	4.1	0	4.7	0	3.9	0	0	0	3.9	4.4	0	0	0	2.8	0	4.4	2.8	4.5	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.66	2.88	0	0	0	0	4.3	2.9	4.5	4.7	0	4.5	0	0	2.9	0	0	2.9	3.6	4	0	0	0	3.6	2.9	0	0	4.3	2.9	0	0	4.5	4	0	0	0	5.3	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.19	2.77	0	0	0	0	5	3.6	3.6	4.3	0	0	3.6	4.3	0	0	0	3.6	0	3.6	0	0	0	0	0	0	0	3.6	3.6	3.6	0	0	3.6	0	3.6	0	3.6	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.41	2.09	0	0	0	0	3.6	0	4.7	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	4.3	0	3.6	0	3.6	0	0	0	0	3.6	0	0	0	3.6	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.42	-5.1	0	0	0	0	0	0	4.9	0	0	0	2.7	0	2.7	0	0	0	3.4	2.7	0	3.4	0	2.7	0	0	0	4.6	3.4	0	0	0	2.7	0	2.7	0	3.4	2.7	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.1	0.42	0	0	0	0	4.8	3.4	4.5	4.8	0	0	3.8	0	5	0	0	2.8	0	4.1	0	3.8	0	3.8	0	2.8	0	3.4	4.1	0	0	0	3.4	3.4	0	2.8	5.4	0	0
E8.5b	E85b_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.22	7.48	0	0	0	0	0	4.5	5.3	3.4	0	5.2	0	4.1	5.3	0	0	5	3.4	3.4	0	5	0	0	0	0	0	4.1	4.5	0	0	0	3.4	3.4	5	3.4	4.1	0	0
