key	S8_blastula	S10_dorsal_marginal_zone	S10_ectoderm	S10_marginal_zone	S11_dorsal_marginal_zone	S11_ciliated_epidermal_progenitor	S11_goblet_cell	S11_neuroectoderm	S11_surface_ectoderm	S11_endoderm	S11_marginal_zone	S12_ciliated_epidermal_progenitor	S12_dorsal_marginal_zone	S12_involuted_ventral_mesoderm	S12_endoderm	S12_goblet_cell	S12_notochord	S12_presomitic_mesoderm	S12_tail_bud	S12_neuroectoderm	S12_ionocyte	S12_surface_ectoderm	S13_ciliated_epidermal_progenitor	S13_endoderm	S13_cement_gland_primordium	S13_goblet_cell	S13_involuted_ventral_mesoderm	S13_ionocyte	S13_early_neuron	S13_neural_crest	S13_neural_plate_anterior	S13_neural_plate_posterior	S13_notochord	S13_presomitic_mesoderm	S13_placodal_area	S13_surface_ectoderm	S13_tail_bud	S14_cement_gland_primordium	S14_hatching_gland	S14_ciliated_epidermal_progenitor	S14_early_neuron	S14_endoderm	S14_goblet_cell	S14_intermediate_mesoderm	S14_lateral_plate_mesoderm	S14_migrating_myeloid_progenitor	S14_ionocyte	S14_neural_crest	S14_eye_primordium	S14_neural_plate_anterior	S14_neural_plate_posterior	S14_notoplate	S14_notochord	S14_anterior_placodal_area	S14_posterior_placodal_area	S14_presomitic_mesoderm	S14_somite	S14_epidermal	S14_small_secretory_cells	S14_tail_bud	S16_anterior_placodal_area	S16_cement_gland_primordium	S16_ciliated_epidermal_progenitor	S16_early_neuron	S16_endoderm	S16_epidermal	S16_eye_primordium	S16_goblet_cell	S16_hatching_gland	S16_dorsal_lateral_plate_region	S16_intermediate_mesoderm	S16_lateral_plate_mesoderm	S16_ionocyte	S16_ventral_blood_island	S16_migrating_myeloid_progenitor	S16_neural_crest	S16_neural_plate_anterior_fezf1	S16_neural_plate_posterior	S16_chordal_neural_plate_border	S16_neural_plate_posterior_nkx2_1	S16_notochord	S16_notoplate	S16_posterior_placodal_area	S16_presomitic_mesoderm	S16_somite	S16_small_secretory_cells	S16_tail_bud	S18_anterior_placodal_area	S18_lens_placode	S18_olfactory_placode	S18_cement_gland_primordium	S18_chordal_neural_plate_border	S18_ciliated_epidermal_progenitor	S18_dorsal_lateral_plate_region	S18_endothelial_hemangioblast_progenitor	S18_neuroendocrine_cell	S18_neuron_ina	S18_placodal_neuron	S18_Rohon_beard_neuron	S18_gut	S18_epidermal	S18_eye_primordium	S18_goblet_cell	S18_hatching_gland	S18_intermediate_mesoderm	S18_lateral_plate_mesoderm	S18_pronephric_mesenchyme	S18_ionocyte	S18_blood	S18_migrating_myeloid_progenitor	S18_neural_crest	S18_neural_plate_anterior_fezf1	S18_neural_plate_posterior	S18_neural_plate_posterior_nkx2_1	S18_notochord	S18_notoplate	S18_otic_placode	S18_posterior_placodal_area	S18_presomitic_mesoderm	S18_somite	S18_small_secretory_cells	S20_anterior_placodal_area	S20_lens_placode	S20_blood	S20_cement_gland_primordium	S20_ciliated_epidermal_progenitor	S20_dorsal_lateral_plate_region	S20_endothelial_hemangioblast_progenitor	S20_epidermal	S20_eye_primordium	S20_goblet_cell	S20_hatching_gland	S20_gut	S20_intermediate_mesoderm	S20_lateral_plate_mesoderm	S20_ionocyte	S20_migrating_myeloid_progenitor	S20_neural_crest	S20_neural_plate_anterior_fezf1	S20_neural_plate_posterior	S20_neural_plate_posterior_nkx2_1	S20_neuroendocrine_cell	S20_neuron_ina	S20_notochord	S20_notoplate	S20_olfactory_placode	S20_otic_placode	S20_placodal_neuron	S20_posterior_placodal_area	S20_presomitic_mesoderm	S20_pronephric_mesenchyme	S20_Rohon_beard_neuron	S20_small_secretory_cells	S20_somite	S22_adenohypophyseal_placode	S22_anterior_placodal_area	S22_lens_placode	S22_olfactory_placode	S22_blood	S22_cement_gland_primordium	S22_ciliated_epidermal_progenitor	S22_intermediate_mesoderm	S22_endothelial_hemangioblast_progenitor	S22_epidermal	S22_optic_neuron	S22_optic_vesicle	S22_goblet_cell	S22_gut	S22_intermediate_mesoderm_ssg1	S22_alpha_ionocyte	S22_beta_ionocyte	S22_cardiac_mesoderm	S22_lateral_plate_mesoderm	S22_migrating_myeloid_progenitor	S22_chordal_neural_crest	S22_cranial_neural_crest	S22_neural_plate_anterior_fezf1	S22_hindbrain	S22_spinal_cord	S22_neural_plate_posterior_nkx2_1	S22_neuroendocrine_cell	S22_neuron_ina	S22_notochord	S22_otic_placode	S22_placodal_neuron	S22_epibranchial_and_lateral_line_placode	S22_presomitic_mesoderm	S22_pronephric_mesenchyme	S22_Rohon_beard_neuron	S22_small_secretory_cells	S22_somite	S6_blastula	S8_germ_cell
Cell state name	S8:blastula	S10:dorsal marginal zone	S10:ectoderm	S10:marginal zone	S11:dorsal marginal zone	S11:ciliated epidermal progenitor	S11:goblet cell	S11:neuroectoderm	S11:surface ectoderm	S11:endoderm	S11:marginal zone	S12:ciliated epidermal progenitor	S12:dorsal marginal zone	S12:involuted ventral mesoderm	S12:endoderm	S12:goblet cell	S12:notochord	S12:presomitic mesoderm	S12:tail bud	S12:neuroectoderm	S12:ionocyte	S12:surface ectoderm	S13:ciliated epidermal progenitor	S13:endoderm	S13:cement gland primordium	S13:goblet cell	S13:involuted ventral mesoderm	S13:ionocyte	S13:early neuron	S13:neural crest	S13:neural plate anterior	S13:neural plate posterior	S13:notochord	S13:presomitic mesoderm	S13:placodal area	S13:surface ectoderm	S13:tail bud	S14:cement gland primordium	S14:hatching gland	S14:ciliated epidermal progenitor	S14:early neuron	S14:endoderm	S14:goblet cell	S14:intermediate mesoderm	S14:lateral plate mesoderm	S14:migrating myeloid progenitor	S14:ionocyte	S14:neural crest	S14:eye primordium	S14:neural plate anterior	S14:neural plate posterior	S14:notoplate	S14:notochord	S14:anterior placodal area	S14:posterior placodal area	S14:presomitic mesoderm	S14:somite	S14:epidermal	S14:small secretory cells	S14:tail bud	S16:anterior placodal area	S16:cement gland primordium	S16:ciliated epidermal progenitor	S16:early neuron	S16:endoderm	S16:epidermal	S16:eye primordium	S16:goblet cell	S16:hatching gland	S16:dorsal lateral plate region	S16:intermediate mesoderm	S16:lateral plate mesoderm	S16:ionocyte	S16:ventral blood island	S16:migrating myeloid progenitor	S16:neural crest	S16:neural plate anterior (fezf1+)	S16:neural plate posterior	S16:chordal neural plate border	S16:neural plate posterior (nkx2-1+)	S16:notochord	S16:notoplate	S16:posterior placodal area	S16:presomitic mesoderm	S16:somite	S16:small secretory cells	S16:tail bud	S18:anterior placodal area	S18:lens placode	S18:olfactory placode	S18:cement gland primordium	S18:chordal neural plate border	S18:ciliated epidermal progenitor	S18:dorsal lateral plate region	S18:endothelial hemangioblast progenitor	S18:neuroendocrine cell	S18:neuron - ina	S18:placodal neuron	S18:Rohon-beard neuron	S18:gut	S18:epidermal	S18:eye primordium	S18:goblet cell	S18:hatching gland	S18:intermediate mesoderm	S18:lateral plate mesoderm	S18:pronephric mesenchyme	S18:ionocyte	S18:blood	S18:migrating myeloid progenitor	S18:neural crest	S18:neural plate anterior (fezf1+)	S18:neural plate posterior	S18:neural plate posterior (nkx2-1+)	S18:notochord	S18:notoplate	S18:otic placode	S18:posterior placodal area	S18:presomitic mesoderm	S18:somite	S18:small secretory cells	S20:anterior placodal area	S20:lens placode	S20:blood	S20:cement gland primordium	S20:ciliated epidermal progenitor	S20:dorsal lateral plate region	S20:endothelial hemangioblast progenitor	S20:epidermal	S20:eye primordium	S20:goblet cell	S20:hatching gland	S20:gut	S20:intermediate mesoderm	S20:lateral plate mesoderm	S20:ionocyte	S20:migrating myeloid progenitor	S20:neural crest	S20:neural plate anterior (fezf1+)	S20:neural plate posterior	S20:neural plate posterior (nkx2-1+)	S20:neuroendocrine cell	S20:neuron - ina	S20:notochord	S20:notoplate	S20:olfactory placode	S20:otic placode	S20:placodal neuron	S20:posterior placodal area	S20:presomitic mesoderm	S20:pronephric mesenchyme	S20:Rohon-beard neuron	S20:small secretory cells	S20:somite	S22:adenohypophyseal placode	S22:anterior placodal area	S22:lens placode	S22:olfactory placode	S22:blood	S22:cement gland primordium	S22:ciliated epidermal progenitor	S22:intermediate mesoderm	S22:endothelial hemangioblast progenitor	S22:epidermal	S22:optic neuron	S22:optic vesicle	S22:goblet cell	S22:gut	S22:intermediate mesoderm (ssg1+)	S22:alpha ionocyte	S22:beta ionocyte	S22:cardiac mesoderm	S22:lateral plate mesoderm	S22:migrating myeloid progenitor	S22:chordal neural crest	S22:cranial neural crest	S22:neural plate anterior (fezf1+)	S22:hindbrain	S22:spinal cord	S22:neural plate posterior (nkx2-1+)	S22:neuroendocrine cell	S22:neuron - ina	S22:notochord	S22:otic placode	S22:placodal neuron	S22:epibranchial and lateral line placode	S22:presomitic mesoderm	S22:pronephric mesenchyme	S22:Rohon-beard neuron	S22:small secretory cells	S22:somite	S6:blastula	S8:germ cell
Species	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>	<i>X. tropicalis</i>
